BRAND-NAME,DOSAGE-FORM,PRODUCER,PRODUCT-IMAGE,LABEL-IMAGE,APPROVAL-DATE,REGISTRATION-NUMBER,TETRAHYDROCANNABINOL-THC,TETRAHYDROCANNABINOL-ACID-THCA,CANNABIDIOLS-CBD,CANNABIDIOL-ACID-CBDA,A-PINENE,B-MYRCENE,B-CARYOPHYLLENE,B-PINENE,LIMONENE,OCIMENE,LINALOOL-LIN,HUMULENE-HUM,CBG,CBG-A,CANNABAVARIN-CBDV,CANNABICHROMENE-CBC,CANNBINOL-CBN,TETRAHYDROCANNABIVARIN-THCV,A-BISABOLOL,A-PHELLANDRENE,A-TERPINENE,B-EUDESMOL,B-TERPINENE,FENCHONE,PULEGOL,BORNEOL,ISOPULEGOL,CARENE,CAMPHENE,CAMPHOR,CARYOPHYLLENE-OXIDE,CEDROL,EUCALYPTOL,GERANIOL,GUAIOL,GERANYL-ACETATE,ISOBORNEOL,MENTHOL,L-FENCHONE,NEROL,SABINENE,TERPINEOL,TERPINOLENE,TRANS-B-FARNESENE,VALENCENE,A-CEDRENE,A-FARNESENE,B-FARNESENE,CIS-NEROLIDOL,FENCHOL,TRANS-NEROLIDOL
Citron T28% S 5893,Cigarettes (pre-rolled cones),CURALEAF LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2853300&GUID=AD6BF76A-880F-4AF3-9B63-C4CA307E9735),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2853297&GUID=60823BE3-0914-43CF-94D1-E70E8799ED78),01/17/2019 12:00:00 AM,MMBR.0004731,0.37,27.48,0.37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citron T28% S 6528,Raw material (flower),CURALEAF LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2995351&GUID=96940815-D1D8-47F2-A9BB-97D25891E488),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2995350&GUID=72F11192-34D3-4DD8-A365-D2AEBDBCD24B),05/15/2019 12:00:00 AM,MMBR.0005404,0.45,27.82,0.45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPS Oil 206/481,Oil,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1777017&GUID=B4BC965E-A6AF-43E1-8F06-EE3BEE3462EE),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1777019&GUID=EA73DB26-D1E6-4D26-861E-68386F6BB0C7),03/03/2016 12:00:00 AM,MMBR.0000844,20.60,0.0,20.60,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPS Oil T850 2764 Syringe,Syringe,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2188922&GUID=050E6D1D-D539-46C1-8B9E-ADC740578634),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2188920&GUID=CDFFBC8C-08E9-4CED-A5E9-5F51434CD8F9),04/18/2017 12:00:00 AM,MMBR.0002046,85.33,0.92,85.33,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fioraden A T86 2718 CS,Concentrate,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2123615&GUID=F63EC9A4-DFA8-4FD4-A027-31781F2EA863),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2123613&GUID=8367F364-AA03-4955-AB43-FE5BB5E524D6),02/03/2017 12:00:00 AM,MMBR.0001793,16.43,69.29,16.43,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybridol Mini Vape Root Beer T64 NDC: 6779,"Extracts, sprays, tinctures or oils",ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2993563&GUID=5674F7AE-426B-41B7-A4F2-F53D3DA28275),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2993562&GUID=3412D75C-F49B-4FA0-AA37-8C4C82AA0E1A),05/14/2019 12:00:00 AM,MMBR.0005401,32.18,<0.1,32.18,<0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sativarin S Pure Rythm VPen 766 NDC: 8757,"Extracts, sprays, tinctures or oils",ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3445110&GUID=D850B420-F915-4B54-A973-A9B7664E43FA),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3445109&GUID=7D6FC8D6-172C-4108-B89F-30E0DC9D1048),04/28/2020 12:00:00 AM,MMBR.0007445,76.60,0,76.60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sativarin Slips NDC: 8741,"Extracts, sprays, tinctures or oils",ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3435328&GUID=19AB8A09-B726-4D51-AC96-AF1AF3DE1245),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3435326&GUID=941DF051-5178-48E4-A9F3-A41B9C325836),04/21/2020 12:00:00 AM,MMBR.0007397,15.1,<0.10,15.1,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sativarin Sublingual Spray NDC: 8750,"Extracts, sprays, tinctures or oils",ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3448261&GUID=9504A5AB-CB2F-4462-81B6-6E81B2A42FA9),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3448260&GUID=E9400F14-F123-4961-A998-E384CAB81E5F),04/30/2020 12:00:00 AM,MMBR.0007457,8.56,<0.10,8.56,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black T27% I 3463,Flower,CURALEAF LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2322705&GUID=F3FE6C43-0B82-4BC8-89A1-FA19AAFBAD2A),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2322702&GUID=0117F25B-B110-42A9-BE7B-23EEE4DEB135),08/30/2017 12:00:00 AM,MMBR.0002479,0.88,25.76,0.88,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChurlivaPure T760C4 6690,"Extracts, sprays, tinctures or oils",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3031273&GUID=7858F34B-DE80-413A-8FEA-F3A6FB6A839B),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3031272&GUID=A12385E8-2BF4-4080-A60E-3E821A74289C),06/07/2019 12:00:00 AM,MMBR.0005510,74.9,1.35,74.9,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fioraleve A T25C58 5446 Tincture,"Extracts, sprays, tinctures or oils",CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2778045&GUID=21D124B2-9A4A-452B-990A-9A64B570E702),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2778044&GUID=BADCA771-4876-4CFC-9860-CDE9A8DF4EBE),11/08/2018 12:00:00 AM,MMBR.0004370,2.54,0,2.54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HaraceptPure T350C4 7034,"Extracts, sprays, tinctures or oils",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3057165&GUID=F84C8E01-5989-4173-8062-E3DF583A29D7),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3057164&GUID=0E91342D-81AD-4DB5-835F-70253EFC64DD),06/27/2019 12:00:00 AM,MMBR.0005655,73.2,<0.10,73.2,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybridol E 20,Raw Flower,ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1799590&GUID=11916503-7E67-4B2C-B54B-2B5E2D0A53CB),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1799591&GUID=BDC369E7-0462-4E51-8E8D-398B2699A332),07/09/2015 12:00:00 AM,MMBR.0000335,2.384,18.066,2.384,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybridol Z Select Grind 26.05 NDC: 7185,Raw material (flower),ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3087869&GUID=D4532FA3-A50E-42C6-AF28-DD3A058C2E68),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3087867&GUID=8545A691-0172-4324-8E6F-B0DA3FE148A6),07/24/2019 12:00:00 AM,MMBR.0005782,0.75,25.3,0.75,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sativarin T Pre Rolls 31.62 NDC: 5277,Cigarettes (pre-rolled cones),ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2736584&GUID=439C4EC7-7FC2-4132-9A90-D67BFA77D713),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2736582&GUID=8A5E48D8-E498-4F76-B78C-C177203E99B2),10/01/2018 12:00:00 AM,MMBR.0004161,0.42,31.2,0.42,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sativarin W Mini Vape T71 NDC: 5224,"Topical applications, oils or lotions",ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2707311&GUID=6D13DB1F-903E-400A-B871-AFA6DC8F97E0),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2707310&GUID=B64DC247-F227-426F-939A-C510F7EE5D58),09/05/2018 12:00:00 AM,MMBR.0004002,34.8,0.88,34.8,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sativarin W Mini Vape T71 NDC: 5908,"Extracts, sprays, tinctures or oils",ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2792910&GUID=18F130AC-73D1-428A-9312-6CB437EF8658),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2792909&GUID=1F9367ED-A9C4-45F6-815C-E1DB973FF3CE),11/21/2018 12:00:00 AM,MMBR.0004481,34.8,0.88,34.8,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sativarin W Second Cut 25.87 NDC: 8183,Raw material (flower),ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3296520&GUID=7EA98A24-FB0F-4CC4-BCDF-CCEE6EAE0003),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3296519&GUID=0051CCD7-27E6-4184-890E-92F108A4FB19),01/03/2020 12:00:00 AM,MMBR.0006713,0.77,25.1,0.77,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sativum Blueberry Coconut Sugar Cooke NDC: 8766,Baked goods,ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3448317&GUID=BB37606F-141D-4E9C-995C-B7F1D39F5CEB),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3448316&GUID=05D6F350-9655-45CA-9426-23091A774FEC),04/30/2020 12:00:00 AM,MMBR.0007461,<0.10,<0.10,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AquaceptX,873.73mg = 3.75g Raw Flower,THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1798670&GUID=218B0A34-8CBD-4AE9-9BFF-853CBFD5B943),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1798671&GUID=02DFE096-CB1C-4A03-9F52-FC74567D29CD),07/28/2015 12:00:00 AM,MMBR.0000367,24.233,59.077,24.233,0.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C20T7 SAFFLOWER TINCTURE (RAINBOW),Tincture,CURALEAF LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1801529&GUID=02C7DEA6-2F69-46F5-A33F-385A193CA9D1),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1801530&GUID=857CC9C5-CA6D-4215-A354-C449379958EE),05/29/2015 12:00:00 AM,MMBR.0000259,0.864,0.499,0.864,0.853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannabidiol F 1:1 Transdermal Lotion NDC: 7629,"Topical applications, oils or lotions",ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3152194&GUID=C8260012-87BC-4D08-88C0-4A699BAA4C76),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3151891&GUID=BFD0E61A-1EF5-400B-8D2E-EE930527B81F),09/19/2019 12:00:00 AM,MMBR.0006102,<0.10,<0.10,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannabidiol F C11.7 T10.8 NDC: 7150,Raw material (flower),ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3076913&GUID=5982C293-093B-4824-BBE8-480FC717CD18),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3076910&GUID=16EC55E8-9507-406B-A1F8-D76F2BCA261E),07/15/2019 12:00:00 AM,MMBR.0005739,0.63,10.2,0.63,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBD1:1 T951C1037 3970,"30mL Oral Solution: 2160.6mg total cannabinoids, 72.03mg/mL, =8.64g flower",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2457032&GUID=A6FE0EC9-D4DD-4062-B083-31183600008B),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2457029&GUID=7CD689E8-735C-4E60-A1A0-EC386E7DF3CB),01/11/2018 12:00:00 AM,MMBR.0002936,3.3,<0.1,3.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBD25:1 T1C19 4950,3.5g Flower,THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2666765&GUID=36743875-0BAA-498A-9E27-969241C6D6A4),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2666572&GUID=3AACF6A3-4443-4768-8404-3F55BD3637E9),07/27/2018 12:00:00 AM,MMBR.0003832,<0.10,0.73,<0.10,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CINNAMON SUGAR 3 PACK,edible - cookie,CURALEAF LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1791671&GUID=503F0EF2-DB59-4600-A8CF-C1B2EA324A5B),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1791672&GUID=1834668C-83D7-4F51-9861-CAC6E35A25F0),10/27/2015 12:00:00 AM,MMBR.0000542,0.135,<0.010,0.135,<0.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybridol Q 24.91 NDC: 4038,Raw Flower,ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2420758&GUID=A735D194-24F4-4E13-AA1B-031F1BAF341C),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2420757&GUID=E5486E67-C1D9-4B3C-AE2D-F67C39456A01),12/06/2017 12:00:00 AM,MMBR.0002800,0.51,24.40,0.51,<0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANIVA T30 4432,3.5g Flower,THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2505222&GUID=B8716415-BB86-4C68-BA71-8DAE30B9A47E),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2505221&GUID=E044DDD2-334C-455F-B3DF-470A4EBEEB06),03/02/2018 12:00:00 AM,MMBR.0003126,0.4,29.2,0.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D Pure Oil 1:11 T61 C703 NDC: 5965,"Extracts, sprays, tinctures or oils",ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2823268&GUID=2E422326-D05C-4DAF-B7C4-EB3C6D8574DF),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2823267&GUID=B6ACD3F5-3CAE-47A1-9781-96321C6A5ADB),12/20/2018 12:00:00 AM,MMBR.0004612,5.87,0.28,5.87,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBDPure20:1 T11C206 3019,"0.3g Vape Cartridge: 225mg total cannabinoids, =0.9g flower",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2138024&GUID=02D3A9D4-AEAE-4FAD-BFD2-1E626B127231),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2138022&GUID=CD5F587E-92BE-4F22-BFCC-1FF52CABC2E3),02/24/2017 12:00:00 AM,MMBR.0001871,2.2,1.3,2.2,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fioraden C Flower T30% I 7830,Raw material (flower),CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3216205&GUID=AB1599ED-A94E-454A-B5A2-5854BC215ABA),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3216204&GUID=B7FD44E4-04E1-48EF-94CB-098F369DB6B6),11/06/2019 12:00:00 AM,MMBR.0006365,0.25,29.80,0.25,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybridol AB 24.81 NDC: 6766,Raw material (flower),ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2989046&GUID=23AAB0AD-BAA4-48D6-81E0-459B96DFB099),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2989043&GUID=5E8D060F-B46A-4484-B12C-D3E469692D9E),05/10/2019 12:00:00 AM,MMBR.0005351,0.41,24.4,0.41,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybridol D CR 92.15 NDC: 3159,Concentrate,ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2185212&GUID=A1250835-45D0-488E-BF94-6C8295324191),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2185211&GUID=9AB30C3D-D84C-40CA-806C-EBB914370A7D),04/17/2017 12:00:00 AM,MMBR.0002039,3.66,88.49,3.66,<0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybridol N VPen 225 NDC: 7164,"Extracts, sprays, tinctures or oils",ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3084960&GUID=9E4D7FD1-31A9-4F58-BC01-4AAFDC868766),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3084959&GUID=4D8F8B50-3676-4816-B296-7E059340E8E4),07/22/2019 12:00:00 AM,MMBR.0005770,59.0,0.10,59.0,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indicol C VPen 300 NDC: 3776,Vaporizer Cartridge,ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2374952&GUID=D08BD2F8-2399-44D3-97C9-897AF283A93C),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2374949&GUID=4AE1377B-569C-4014-A485-8DFBF3F0960B),10/20/2017 12:00:00 AM,MMBR.0002644,57.21,<0.1,57.21,<0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sativum Blueberry Coconut Sugar Cookie NDC: 6926,Baked goods,ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3040619&GUID=E0EF165E-0914-4AED-BC50-62B1DFAB247E),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3040618&GUID=B5C9EC8A-C779-4A97-973B-978DD543D02C),06/17/2019 12:00:00 AM,MMBR.0005554,<0.10,<0.10,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aniva T30 4433,2.1g Pre-rolls (3pk),THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2505246&GUID=FA105F9C-341A-4D48-8A45-6C4186E0F3BD),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2505243&GUID=4871E39F-B017-4E88-8A64-353999E79658),03/02/2018 12:00:00 AM,MMBR.0003127,0.4,29.2,0.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aracnadex Flower SC T28% H 7375,Raw material (flower),CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3157186&GUID=492B70E3-CB13-4F97-B65E-E31DFE149D1D),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3157185&GUID=3D567584-21C6-4CEE-8455-B7486661EBC3),09/24/2019 12:00:00 AM,MMBR.0006129,0.24,27.66,0.24,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black T73% I CC 2975,Concentrate,CURALEAF LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2205888&GUID=E168E2F0-8985-419D-8EE7-53171E2F3D82),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2205887&GUID=393D6921-2F4C-475F-852D-FC7BE5D7E021),05/05/2017 12:00:00 AM,MMBR.0002098,73.3,<0.1,73.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C11% T8% BIANCA CBD 163cs,flower,CURALEAF LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1779268&GUID=AC798373-82CD-4FBB-95C8-DABD204D27C8),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1779269&GUID=DA12965A-CDB8-4799-AE1F-327A1734BCD1),01/12/2016 12:00:00 AM,MMBR.0000683,0.26,7.61,0.26,11.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 VPen 330 NDC: 5066,Vaporizer Cartridge,ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2656992&GUID=BC9F110C-B73C-400A-8281-2967E46AE45C),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2656991&GUID=DCFA4767-0229-4BB3-A1AF-EA21C8B8234A),07/20/2018 12:00:00 AM,MMBR.0003771,9.33,<0.10,9.33,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D Pure Oil 1:16 T46 C750 NDC: 4655,Pure Oil Syringe,ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2600580&GUID=B27ED07B-5E4C-4EA0-81D9-2042B00BA35E),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2600578&GUID=9A833D10-048D-4D7D-8B2B-42C6375A17B5),05/29/2018 12:00:00 AM,MMBR.0003482,4.65,<0.10,4.65,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybridol AB Pure VPen 305 NDC: 7145,"Extracts, sprays, tinctures or oils",ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3076840&GUID=3CA640D0-AF62-4885-AF29-AA5F86D14648),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3076837&GUID=92EACD5D-F687-49B4-B95C-ED6791EEE4A5),07/12/2019 12:00:00 AM,MMBR.0005735,76.3,0.12,76.3,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
