PermitID,PermitApplication,FullPermitNo,FullApplicationNo,ApplicationDate,IssueDate,PermitFromDate,PermitToDate,ApplicationTypeName,ApplicationTypeOther,OldPermitNo,OldExpirationDate,OldGrossVehicleWeight,PermitServiceCompany,PermitteeCompany,IndustryTypeName,IndustryTypeOther,LeaseCompanyName,LeaseExpirationDate,Year,Make,Model,State,CDNo,SerialNo,ManufacturerGVWR,RegisteredGVWR,VehicleType,VehicleTypeOther,PermitType,OverallWidth,OverallLength,OverallHeight,TotalNoOfAxle,WheelBase,LoadInDescription,LoadInWidth,LoadInHeight,LoadInLength,LoadInWeight,LoadOutDescription,LoadOutWidth,LoadOutHeight,LoadOutLength,LoadOutWeight,SteeringWeight,SteeringNoOfTires,SteeringLoadRating,Axle2Weight,Axle2Space,Axle2NoOfTires,Axle2LoadRating,Axle3Weight,Axle3Space,Axle3NoOfTires,Axle3LoadRating,Axle4Weight,Axle4Space,Axle4NoOfTires,Axle4LoadRating,Axle5Weight,Axle5Space,Axle5NoOfTires,Axle5LoadRating,Axle6Weight,Axle6Space,Axle6NoOfTires,Axle6LoadRating,Axle7Weight,Axle7Space,Axle7NoOfTires,Axle7LoadRating,Axle8Weight,Axle8Space,Axle8NoOfTires,Axle8LoadRating,Axle9Weight,Axle9Space,Axle9NoOfTires,Axle9LoadRating,Axle10Weight,Axle10Space,Axle10NoOfTires,Axle10LoadRating,Axle11Weight,Axle11Space,Axle11NoOfTires,Axle11LoadRating
6491,Overweight,P7X6-20171024-771,con-2017109-599,10/09/2017 08:38:55 AM,10/24/2017 04:36:19 PM,11/01/2017 12:00:00 AM,10/31/2018 12:00:00 AM,Renewal,,W9FH-2017118-110,,,consolidated edison co. inc.,,Other,,,,2012,freightliner,,,,,60600,60600,Other Single,tank,"Type 2, 3 to 4 axles",8,34,12,3,18.01,,,,,,,,,,,14600,2,7300,23000,13.03,4,5750,23000,4.10,4,5750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4387,Overweight,B2GR-20151122-1038,con-20151029-1136,10/29/2015 11:23:01 AM,11/22/2015 05:16:32 PM,11/22/2015 12:00:00 AM,10/31/2016 12:00:00 AM,Renewal,,EVWI-2014111-1058,,,consolidated edison co. inc.,,Other,,,,2009,freightliner,,,,,64000,64000,Other Single,utility,"Type 2, 3 to 4 axles",8,34,12,3,18.01,,,,,,,,,,,18000,2,9000,23000,13.03,4,5750,23000,4.10,4,5750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3110,Crane,O6W4-2015411-331,Bay-20141215-1380,12/15/2014 08:50:48 AM,04/11/2015 09:14:06 PM,04/11/2015 12:00:00 AM,12/31/2015 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2005,TADANO,TR450,NY,3567,540385,69100,,,,,9.10,41.02,12.03,2,12.05,,,,,,,,,,,36900,,,32200,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5692,Crane,WZ8O-2017124-183,Bay-20161130-964,11/30/2016 12:48:49 PM,01/24/2017 12:28:06 PM,01/24/2017 12:00:00 AM,12/31/2017 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2005,TADANO,TR300XL-4,NY,3605,560768,59633,,,,,8.10,36.11,11.09,2,24.03,,,,,,,,,,,29840,,,29793,24.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,Crane,D3UQ-2015323-165,Lif-20141028-1160,10/28/2014 10:52:08 AM,03/23/2015 11:21:10 AM,03/23/2015 12:00:00 AM,12/31/2015 12:00:00 AM,,,,,,Lifting Solutions,,Special Hauling,,,,2014,WESTERN STARR,PALFINGER PK200002L,NY,N/A,100163228,92083,,,,,8.06,42,12.08,5,26.10,,,,,,,,,,,17942,,,17942,6,,,20000,12.02,,,18100,4.02,,,18099,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,
6991,Overweight,PN2I-2018424-243,Sca-2018412-201,04/12/2018 10:49:19 AM,04/24/2018 09:59:37 AM,05/01/2018 12:00:00 AM,04/30/2019 12:00:00 AM,Renewal,,CLIS-201759-483,04/30/2018 12:00:00 AM,79000,"Scaccia & Son's Leasing Co., Inc.",,Cement,,,,2005,WESTERN STAR,,,,,79000,79000,Cement Truck,,"Type 2, 3 to 4 axles",8,34.03,12.07,3,21.08,,,,,,,,,,,20000,2,20000,29500,16.10,4,22220,29500,4.10,4,22220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3160,Overweight,YS1R-2015126-7,Mas1-20141231-1430,12/31/2014 02:33:35 PM,01/26/2015 01:11:36 PM,01/26/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Renewal,,J5H6-2014211-125,,,Maspeth Avenue Operating Corp.,,Cement,,,,2001,Mack,,,,,76460,52000,Cement Truck,,"Type 2, 3 to 4 axles",8,30.05,12.02,3,20.04,,,,,,,,,,,18460,2,18460,29000,15.10,4,32400,29000,4.06,4,32400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4646,Crane,I3JF-2016126-164,Bay-20151214-1395,12/14/2015 11:12:10 AM,01/26/2016 03:39:42 PM,01/26/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2011,TADANO,TR450,NY,4415,540647,69100,,,,,9.10,41.02,12.03,2,12.05,,,,,,,,,,,36900,,,32200,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6672,Crane,S93X-20171227-1006,Bay-2017124-780,12/04/2017 09:12:21 AM,12/27/2017 03:30:09 PM,01/01/2018 12:00:00 AM,12/31/2018 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2004,TADANO,TR450,NY,3410,540360,69100,,,,,9.10,41.02,12.03,2,12.05,,,,,,,,,,,36900,,,32200,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3861,Crane,RS3J-201577-566,TRI1-2015630-700,06/30/2015 10:37:42 AM,07/07/2015 03:59:25 PM,07/10/2015 12:00:00 AM,12/31/2015 12:00:00 AM,,,,,,TRI STATE LUMBER LTD,,Special Hauling,,,,1997,Volvo,Cormach 3000,NY,0000,0000,92560,,,,,8.06,43.03,13.06,4,30.04,,,,,,,,,,,18800,,,26880,20.08,,,26880,4.10,,,20000,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3207,Crane,EODW-2015326-223,New2-201519-46,01/09/2015 03:00:33 PM,03/26/2015 12:07:52 PM,03/26/2015 12:00:00 AM,03/31/2015 12:00:00 AM,,,,,,New York Boom Service Corporation,,Special Hauling,,,,2007,WES,FASSI 1500,NY,0000,F1500AXP28L516,79500,,,,,8,37,12.05,4,25.04,,,,,,,,,,,17888,,,17888,6,,,21862,14.10,,,21862,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5738,Crane,DF1E-201733-309,DEC-2016122-1010,12/02/2016 03:45:13 PM,03/03/2017 01:01:29 PM,03/03/2017 12:00:00 AM,06/30/2017 12:00:00 AM,,,,,,DECORAMA BUILDING & PLUMBING SUPPLY INC.,,Special Hauling,,,,2007,VOLVO,CORMACH 30000 WB 80-03,NY,0000,790603,80000,,,,,8.06,42.10,12.10,4,26.10,,,,,,,,,,,20000,,,18000,18,,,21000,4.05,,,21000,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3061,Crane,W946-2015410-303,Bay-20141211-1331,12/11/2014 11:54:22 AM,04/10/2015 01:00:03 PM,04/10/2015 12:00:00 AM,12/31/2015 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2007,TADANO,TR450,NY,3755,540443,69100,,,,,9.10,41.02,12.03,2,12.05,,,,,,,,,,,36900,,,32200,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2872,Overweight,HMQ7-2014117-1158,PET-20141027-1142,10/27/2014 08:47:22 AM,11/07/2014 03:53:03 PM,11/07/2014 12:00:00 AM,10/31/2015 12:00:00 AM,Renewal,,J12V-20131116-971,10/31/2014 12:00:00 AM,62000,PETRO INC,,Other,,,,1990,MACK,,,,,62000,62000,Other Single,TANK TRUCK,"Type 2, 3 to 4 axles",7.10,31.01,9.02,3,22.07,,,,,,,,,,,18000,2,9095,22000,18.01,4,6170,22000,4.06,4,6170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4629,Crane,I3JF-2016126-147,Bay-20151214-1378,12/14/2015 10:35:07 AM,01/26/2016 02:39:00 PM,01/26/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2005,TADANO,TR450,NY,3585,540389,69100,,,,,9.10,41.02,12.03,2,12.05,,,,,,,,,,,36900,,,32200,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4933,Overweight,BS2V-2016229-212,PET-2016210-205,02/10/2016 07:46:48 AM,02/29/2016 10:15:26 AM,02/29/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Renewal,,YS1R-2015126-10,12/31/2015 12:00:00 AM,,PETRO INC,,Other,,,,1983,MACK,,,,,75600,69600,Other Single,TANK TRUCK,"Type 2, 3 to 4 axles",7.10,29,9.02,3,20.05,,,,,,,,,,,14060,2,9660,26440,16,4,7660,26440,4.05,4,7660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3228,Crane,CZ47-2015420-361,New1-2015116-67,01/16/2015 04:07:22 PM,04/20/2015 05:18:09 PM,04/20/2015 12:00:00 AM,12/31/2015 12:00:00 AM,,,,,,New York Crane & Equipment,,Special Hauling,,,,2008,LIEBHERR,LTM1090-4,NY,3766,61880,105600,,,,,9.09,42.04,13.03,4,18.08,,,,,,,,,,,26400,,,26400,5.05,,,26400,7.10,,,26400,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5443,Overweight,JI74-20161021-779,Mid-2016103-715,10/03/2016 03:57:19 PM,10/21/2016 11:37:51 AM,11/01/2016 12:00:00 AM,10/31/2017 12:00:00 AM,Renewal,,FJVQ-20151020-889,,,Mid-Bronx Haulage Corp.,,Waste Management,,,,2007,Mack,,,,,64000,64000,Dump Truck,,"Type 2, 3 to 4 axles",8,35,11.05,3,24.04,,,,,,,,,,,18000,2,18000,23000,19.10,4,23000,23000,4.06,4,23000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3638,Crane,T65Q-2015530-470,Bay1-2015428-477,04/28/2015 09:56:34 AM,05/30/2015 11:35:27 AM,05/30/2015 12:00:00 AM,12/31/2015 12:00:00 AM,,,,,,Bay Crane Service of L.I,,Special Hauling,,,,2004,DEMAG,AC40,NY,3523,70492,69974,,,,,8.04,23.03,10.05,3,13.10,,,,,,,,,,,19974,,,25000,8.11,,,25000,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6765,Crane,RVPD-2018124-121,con1-20171221-873,12/21/2017 03:08:58 PM,01/24/2018 04:39:37 PM,01/24/2018 12:00:00 AM,10/31/2018 12:00:00 AM,,,,,,con ed,,Special Hauling,,,,2005,demag,ac40 city,NY,3689,70605,70000,,,,,9.06,29,11.09,3,13.10,,,,,,,,,,,20000,,,25000,8.11,,,25000,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5839,Overweight,P1FM-201722-224,St-20161221-1111,12/21/2016 03:12:20 PM,02/02/2017 09:24:20 AM,02/02/2017 12:00:00 AM,12/31/2017 12:00:00 AM,Renewal,,UAXW-201618-45,12/31/2016 12:00:00 AM,,Catholic Cemeteries,,Other,,,,2001,Freightliner,,,,,58000,58000,Other Single,,"Type 2, 3 to 4 axles",8,33.06,11.10,3,20.04,,,,,,,,,,,14000,2,7390,22000,15.08,4,6000,22000,4.08,4,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6667,Crane,S93X-20171227-1001,Bay-2017124-775,12/04/2017 09:05:15 AM,12/27/2017 03:25:50 PM,01/01/2018 12:00:00 AM,12/31/2018 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2001,TADANO,TR450,NY,3142,540311,69100,,,,,9.10,41.02,12.03,2,12.05,,,,,,,,,,,36900,,,32200,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6126,Crane,NQI6-2017412-411,New1-2017412-234,04/12/2017 12:36:49 PM,04/12/2017 12:37:40 PM,04/12/2017 12:00:00 AM,12/31/2017 12:00:00 AM,,,,,,New York Crane & Equipment,,Special Hauling,,,,2008,STERLING,M38124-HL,NY,4259,149405,73200,,,,,7.02,37.10,12.03,3,24.08,,,,,,,,,,,15000,,,29100,20.02,,,29100,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6861,Crane,FOLC-201837-174,New1-2018122-71,01/22/2018 08:01:09 PM,03/07/2018 02:50:49 PM,03/07/2018 12:00:00 AM,12/31/2018 12:00:00 AM,,,,,,New York Crane & Equipment,,Special Hauling,,,,2006,TEREX,AC-140,NY,4025,14161,109300,,,,,9.10,46.06,13.02,5,26.10,,,,,,,,,,,21860,,,21860,8,,,21860,5.05,,,21860,8,,,21860,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,
2796,Crane,XFL3-20141118-1162,con1-2014101-1066,10/01/2014 11:22:14 AM,11/18/2014 06:34:18 PM,11/18/2014 12:00:00 AM,12/31/2014 12:00:00 AM,,,,,,con ed,,Special Hauling,,,,2013,FREIGHTLINER,M2112,NY,0000,100174206,79000,,,,,7,37.05,12,4,26.11,,,,,,,,,,,18000,,,20000,17.10,,,20500,4.05,,,20500,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6630,Crane,S93X-20171227-968,Bay-20171129-738,11/29/2017 10:04:47 AM,12/27/2017 10:49:55 AM,01/01/2018 12:00:00 AM,12/31/2018 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2007,TADANO,TR300XL,NY,3792,560867,59633,,,,,8.10,36.11,11.09,2,24.03,,,,,,,,,,,29840,,,29793,24.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719,Overweight,EVWI-2014111-1065,con-2014919-989,09/19/2014 02:00:53 PM,11/01/2014 04:44:10 PM,11/01/2014 12:00:00 AM,10/31/2015 12:00:00 AM,Other,,vsr5-2013329-299,,,consolidated edison co. inc.,,Other,,,,2009,freghtliner,,,,,64000,64000,Other Single,utility,"Type 2, 3 to 4 axles",8,34,12,3,18.01,,,,,,,,,,,18000,2,9000,23000,13.03,4,5750,23000,4.10,4,5750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5658,Crane,CHPS-2017127-218,Bay-20161130-930,11/30/2016 11:48:27 AM,01/27/2017 12:49:23 PM,01/27/2017 12:00:00 AM,12/31/2017 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2008,LIEBHERR,LTM1090,NY,4323,62021,105600,,,,,9.09,41.06,13,4,18.08,,,,,,,,,,,26400,,,26400,5.05,,,26400,7.10,,,26400,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6415,Overweight,WY8P-20171023-752,Mas1-2017102-523,10/02/2017 03:10:57 PM,10/23/2017 11:13:28 AM,10/23/2017 12:00:00 AM,09/30/2018 12:00:00 AM,Renewal,,JI74-20161021-772,,,Maspeth Avenue Operating Corp.,,Cement,,,,1995,Crane Carrier,,,,,85000,79000,Cement Truck,,"Type 2, 3 to 4 axles",8,30.05,12.02,3,17.06,,,,,,,,,,,18000,2,9920,29500,12.10,4,8820,29500,4.08,4,8820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4660,Crane,MA7R-201619-98,Bay-20151214-1409,12/14/2015 12:35:38 PM,01/09/2016 03:22:27 PM,01/09/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2003,DEMAG,AC40,NY,3415,70533,69974,,,,,8.04,23.03,10.05,3,13.10,,,,,,,,,,,19974,,,25000,8.11,,,25000,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6640,Crane,S93X-20171227-975,Bay-20171129-748,11/29/2017 11:56:42 AM,12/27/2017 11:00:25 AM,01/01/2018 12:00:00 AM,12/31/2018 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2011,LIEBHERR,LTM1100,NY,4346,063907,105600,,,,,9,44.04,13.01,4,18.08,,,,,,,,,,,26400,,,26400,5.05,,,26400,7.10,,,26400,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3062,Crane,W946-2015410-304,Bay-20141211-1332,12/11/2014 11:58:53 AM,04/10/2015 01:01:33 PM,04/10/2015 12:00:00 AM,12/31/2015 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2007,TADANO,TR450,NY,3747,540442,69100,,,,,9.10,41.02,12.03,2,12.05,,,,,,,,,,,36900,,,32200,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5928,Crane,PVSR-2017824-635,S.-201714-36,01/04/2017 04:21:45 PM,08/24/2017 03:53:37 PM,08/24/2017 12:00:00 AM,12/31/2017 12:00:00 AM,,,,,,"S. G. Blakley Tree Company, inc.",,Special Hauling,,,,1987,FWD,CONDOR 150S,NY,N/A,252-11/30/87,60000,,,,,8,49,12.06,4,24,,,,,,,,,,,13000,,,13000,4.10,,,17000,14.04,,,17000,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6134,Overweight,QL7F-201758-464,Bed-2017414-242,04/14/2017 02:50:14 PM,05/08/2017 05:25:38 PM,05/08/2017 12:00:00 AM,03/31/2018 12:00:00 AM,Renewal,,LE2R-20161024-780,04/30/2017 12:00:00 AM,120000,Bedford Construction Corp,,Construction,,Bedford Carp Construction Corp,20210808000000.000000000,2000,Mack,,,,,120000,120000,Tractor Trailer,,"Type 4, 6 axles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804,Overweight,HMQ7-2014117-1141,Mid-2014106-1074,10/06/2014 02:31:40 PM,11/07/2014 02:45:20 PM,11/07/2014 12:00:00 AM,10/31/2015 12:00:00 AM,Renewal,,DZLN-20131029-902,,,Mid-Bronx Haulage Corp.,,Waste Management,,,,2007,Mack,,,,,64000,64000,Dump Truck,,"Type 2, 3 to 4 axles",8,35,11.05,3,24.04,,,,,,,,,,,18000,2,18000,23000,19.10,4,23000,23000,4.06,4,23000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3102,Crane,O6W4-2015411-323,Bay-20141215-1372,12/15/2014 08:43:28 AM,04/11/2015 09:05:07 PM,04/11/2015 12:00:00 AM,12/31/2015 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2003,TADANO,TR450,NY,3328,540334,69100,,,,,9.10,41.02,12.03,2,12.05,,,,,,,,,,,36900,,,32200,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4672,Crane,MA7R-201619-109,Bay-20151214-1421,12/14/2015 01:55:24 PM,01/09/2016 03:34:50 PM,01/09/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2011,LIEBHERR,LTM1100,NY,4346,063907,105600,,,,,9,44.04,13.01,4,18.08,,,,,,,,,,,26400,,,26400,5.05,,,26400,7.10,,,26400,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4675,Crane,MA7R-201619-85,Bay-20151214-1424,12/14/2015 02:09:24 PM,01/09/2016 03:09:52 PM,01/09/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2006,LIEBHERR,LTM1090,NY,3663,61831,105600,,,,,9.09,41.06,13,4,18.08,,,,,,,,,,,26400,,,26400,5.05,,,26400,7.10,,,26400,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2428,Crane,KYZB-2014717-829,TRI1-2014613-698,06/13/2014 12:47:10 PM,07/17/2014 09:08:08 AM,07/17/2014 12:00:00 AM,12/31/2014 12:00:00 AM,,,,,,TRI STATE LUMBER LTD,,Special Hauling,,,,1997,VOLVO,CORMACH 30000,NY,0000,0000,92560,,,,,8.06,36.11,13.06,4,30.04,,,,,,,,,,,18800,,,26880,20.08,,,26880,4.10,,,20000,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6132,Overweight,K5Y6-201798-663,Val1-2017414-240,04/14/2017 12:22:52 PM,09/08/2017 05:31:42 PM,09/08/2017 12:00:00 AM,04/30/2018 12:00:00 AM,Renewal,,MSFH-2016715-632,04/30/2017 12:00:00 AM,82000,Vales Construction Corp.,,Construction,,,,1989,MACK,,,,,82000,82000,Dump Truck,,"Type 2, 3 to 4 axles",7.10,24.06,10.10,3,18.02,,,,,,,,,,,20000,2,10200,29500,13.08,4,8850,29500,4.06,4,8850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5725,Crane,AWL9-2017126-215,Bay-20161130-997,11/30/2016 01:25:44 PM,01/26/2017 02:58:26 PM,01/26/2017 12:00:00 AM,12/31/2017 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2015,Tadano,GR-500XL,NY,4741,541328,69840,,,,,9.10,42.10,12.03,2,12.06,,,,,,,,,,,39590,,,30250,12.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2998,Crane,D3UQ-2015323-174,con1-2014125-1268,12/05/2014 03:29:37 PM,03/23/2015 01:39:45 PM,03/23/2015 12:00:00 AM,10/31/2015 12:00:00 AM,,,,,,con ed,,Special Hauling,,,,2007,liebh,telescopic mobile,NY,3877,061950,94800,,,,,9.09,41.06,13,4,18.08,,,,,,,,,,,23600,,,24000,5.05,,,23600,7.10,,,23600,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5734,Crane,CHPS-2017127-221,Bay-2016122-1006,12/02/2016 03:11:58 PM,01/27/2017 01:01:28 PM,01/27/2017 12:00:00 AM,12/31/2017 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2006,LIEBHERR,LTM1090,NY,3674,61839,105600,,,,,9.09,41.06,13,4,18.08,,,,,,,,,,,26400,,,26400,5.05,,,26400,7.10,,,26400,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5809,Crane,R3HU-2017119-126,THE-20161216-1081,12/16/2016 01:04:25 PM,01/19/2017 02:50:47 PM,01/19/2017 12:00:00 AM,12/31/2017 12:00:00 AM,,,,,,THE PRINCE LUMBER CO INC.,,Special Hauling,,,,2007,KENWORTH,T800,NJ,0000,FASSI F390SE,80000,,,,,8.05,40.06,13.03,4,31.10,,,,,,,,,,,20000,,,20000,20.10,,,20000,4.06,,,20000,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5808,Crane,SR3N-20161216-854,con1-20161216-1080,12/16/2016 11:28:47 AM,12/16/2016 11:29:14 AM,01/01/2017 12:00:00 AM,10/31/2017 12:00:00 AM,,,,,,con ed,,Special Hauling,,,,2005,demag,ac40 city,NY,3689,70605,70000,,,,,9.06,29,11.09,3,13.10,,,,,,,,,,,20000,,,25000,8.11,,,25000,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5595,Crane,W1ZW-201795-648,C&A-2016112-867,11/02/2016 02:56:00 PM,09/05/2017 09:56:51 AM,09/05/2017 12:00:00 AM,12/31/2017 12:00:00 AM,,,,,,C&A IRON WORKS,,Special Hauling,,,,2002,VOLVO,1195,NY,3115,33926,62000,,,,,7.08,32,13.10,4,18.01,,,,,,,,,,,15500,,,15500,9.02,,,15500,5.04,,,15500,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6306,Crane,PVSR-2017824-644,DEC-2017725-414,07/25/2017 08:25:58 AM,08/24/2017 04:44:13 PM,08/24/2017 12:00:00 AM,12/31/2017 12:00:00 AM,,,,,,DECORAMA BUILDING & PLUMBING SUPPLY INC.,,Special Hauling,,,,2016,FREIG,114SD,NY,0000,50000 WB 95,76250,,,,,8.06,42.10,13.03,4,26.10,,,,,,,,,,,20000,,,20000,18,,,18125,4.05,,,18125,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3339,Overweight,ZOGM-201534-72,PET-2015216-178,02/16/2015 10:03:08 AM,03/04/2015 04:00:43 PM,03/04/2015 12:00:00 AM,02/28/2016 12:00:00 AM,Renewal,,CL3E-2014320-324,02/28/2015 12:00:00 AM,,PETRO INC,,Other,,,,1987,MACK,,,,,79000,79000,Other Single,TANK TRUCK,"Type 2, 3 to 4 axles",8,30.10,9.02,3,17.07,,,,,,,,,,,20000,2,9370,29500,13,4,9370,29500,4.07,4,9370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801,Crane,XFL3-20141118-1167,con1-2014101-1071,10/01/2014 02:40:02 PM,11/18/2014 06:43:33 PM,11/18/2014 12:00:00 AM,12/31/2014 12:00:00 AM,,,,,,con ed,,Special Hauling,,,,2007,liebh,telescopic mobile,NY,3877,061950,94800,,,,,9.09,41.06,13,4,18.08,,,,,,,,,,,23600,,,24000,5.05,,,23600,7.10,,,23600,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5739,Crane,DF1E-201733-310,DEC-2016122-1011,12/02/2016 03:47:00 PM,03/03/2017 01:02:39 PM,03/03/2017 12:00:00 AM,07/31/2017 12:00:00 AM,,,,,,DECORAMA BUILDING & PLUMBING SUPPLY INC.,,Special Hauling,,,,2016,FREIG,SD4,NY,0000,50000 WB 95,76250,,,,,8.05,42.10,13.03,4,26.10,,,,,,,,,,,20000,,,20000,18,,,18125,4.05,,,18125,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6695,Crane,S93X-20171227-1029,Bay-2017124-803,12/04/2017 09:38:22 AM,12/27/2017 04:18:56 PM,01/01/2018 12:00:00 AM,12/31/2018 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2011,TADANO,TR450,NY,4415,540647,69100,,,,,9.10,41.02,12.03,2,12.05,,,,,,,,,,,36900,,,32200,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6811,Crane,TOYI-2018117-68,HAL1-201813-21,01/03/2018 09:43:25 AM,01/17/2018 04:46:03 PM,01/18/2018 12:00:00 AM,12/31/2018 12:00:00 AM,,,,,,HALMAR INTERNATIONAL LLC,,Special Hauling,,,,2011,Tadano,TR450XL-4,NY,4325,540633,69100,,,,,9.10,41.02,12.03,2,12.05,,,,,,,,,,,36900,,,32200,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5603,Overweight,GZGC-20161122-843,PET-20161114-875,11/14/2016 08:21:52 AM,11/22/2016 11:53:24 AM,11/22/2016 12:00:00 AM,10/31/2017 12:00:00 AM,Renewal,,UAXW-201618-30,10/31/2016 12:00:00 AM,62000,PETRO INC,,Other,,,,1990,MACK,,,,,62000,62000,Other Single,TANK TRUCK,"Type 2, 3 to 4 axles",7.10,31.01,9.02,3,22.07,,,,,,,,,,,18000,2,9095,22000,18.01,4,6170,22000,4.06,4,6170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
