License Number,Entity Name,Telephone Number,SHL Endorsed,Building,Street,City,State,Postcode,Type of Base,Latitude,Longitude,Date,Time,Location
B00054,128 BLUE BIRD TRANSPORT INC.,7185297748,No,111-05,128 STREET,OZONE PARK,NY,11420,LIVERY BASE,40.683921,-73.813971,05/10/2020,18:02:48,"(40.683921, -73.813971)"
B00171,CURB TRANSPORTATION SERVICES LLC.,7182220600,No,11 - 11,34 AVENUE,LIC,NY,11106,LIVERY BASE,40.762829,-73.7718,05/10/2020,18:02:48,"(40.762829, -73.7718)"
B01739,CITY CAR SERVICE CORP,7184182222,No,429,SUTTER AVENUE,BROOKLYN,NY,11212,LIVERY BASE,40.668473,-73.903383,05/10/2020,18:02:48,"(40.668473, -73.903383)"
B02113,BER LIMOUSINE INC.,2126478400,No,20,COMMERCE DRIVE  135,CRANFORD,NJ,07016,LUXURY/LIMOUSINE,40.823087,-74.155516,05/10/2020,18:02:48,"(40.823087, -74.155516)"
B00802,BELL CAR SVC INC,7188332929,No,405,51 STREET,BROOKLYN,NY,11220,LIVERY BASE,40.645794,-74.012777,05/10/2020,18:02:48,"(40.645794, -74.012777)"
B90732,APPROACH QUALITY TRANSPORTATION LLC.,6466613333,No,2704,WILLIAMSBRIDGE ROAD,BRONX,NY,10469,PARATRANSIT BASE,,,05/10/2020,18:02:48,
B01236,BLS LIMO SVC OF NY INC,7182675426,No,18-20,STEINWAY STREET,ASTORIA,NY,11105,LUXURY/LIMOUSINE,40.779966,-73.898038,05/10/2020,18:02:48,"(40.779966, -73.898038)"
B03089,WOW SERVICES INC,3474931618,No,116,ARLINGTON AVE,VALLEY STREAM,NY,11580,BLACK CAR BASE,,,05/10/2020,18:02:48,
B01568,N.Y. MEXICANA CAR & LIMO SVC CRP.,7185921300,No,49-06,JUNCTION BOULEVARD,ELMHURST,NY,11373,LIVERY BASE,40.741807,-73.86755,05/10/2020,18:02:48,"(40.741807, -73.86755)"
B02905,PUEBLA LUXURY CORP,7186335454,No,3916,9 AVENUE,BROOKLYN,NY,11232,BLACK CAR BASE,40.644255,-74.0001,05/10/2020,18:02:48,"(40.644255, -74.0001)"
B02849,BROOKLYN RIDES CORP,7182186900,No,86 - 40,96 STREET,WOODHAVEN,NY,11421,BLACK CAR BASE,40.714797,-73.95974,05/10/2020,18:02:48,"(40.714797, -73.95974)"
B02848,V R WORLDWIDE INC,7185074000,No,83-03,24 AVENUE  2ND FLR,EAST ELMHURST,NY,11370,LUXURY/LIMOUSINE,40.765173,-73.885915,05/10/2020,18:02:48,"(40.765173, -73.885915)"
B03130,NYBC LUXURY LIMOUSINE LLC.,7187550756,No,21,FERNEY STREET,HICKSVILLE,NY,11801,LUXURY/LIMOUSINE,,,05/10/2020,18:02:48,
B00746,BAMADU CAR SVCE,7187232020,No,118-03,SUTPHIN BOULEVARD,JAMAICA,NY,11434,LIVERY BASE,40.679415,-73.79201,05/10/2020,18:02:48,"(40.679415, -73.79201)"
B00941,PERSONAL TOUCH C/S,7185286100,No,116-34,SPRINGFIELD BOULEVARD,QUEENS,NY,11411,LIVERY BASE,40.69682,-73.74364,05/10/2020,18:02:48,"(40.69682, -73.74364)"
B03056,INSPIRATION GROUP INC,9292356897,No,33-70,PRINCE STREET  SUITE CA16,FLUSHING,NY,11354,BLACK CAR BASE,,,05/10/2020,18:02:48,
B90032,RICHMOND COUNTY AMBLNC SVC INC,7182733555,Yes,1355,CASTLETON AVENUE,STATEN ISLAND,NY,10310,PARATRANSIT BASE,40.634011,-74.128061,05/10/2020,18:02:48,"(40.634011, -74.128061)"
B03278,GEWESEN TRANSPORTATION CORP.,9739542775,No,175,VARICK STREET,NEW YORK,NY,10014,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02867,"FUNF-NY, LLC",7189715559,No,636,WEST   28 STREET,NEW YORK,NY,10001,BLACK CAR BASE,40.752729,-74.006411,05/10/2020,18:02:48,"(40.752729, -74.006411)"
B01625,GLOBE CAR SERVICE INC,7188473500,No,112-06,101 AVENUE,RICHMOND HILL,NY,11419,LIVERY BASE,40.68813,-73.831491,05/10/2020,18:02:48,"(40.68813, -73.831491)"
B01970,GRAFE STREET SERVICE CORP.,2123430300,No,282,AVENUE U,BROOKLYN,NY,11223,LUXURY/LIMOUSINE,40.596741,-73.973733,05/10/2020,18:02:48,"(40.596741, -73.973733)"
B02769,MAVROS TRANSPORTATION INC,6462668282,No,2143,CORTELYOU ROAD,BROOKLYN,NY,11226,BLACK CAR BASE,40.639749,-73.929511,05/10/2020,18:02:48,"(40.639749, -73.929511)"
B02406,MY SEDAN LLC,2124340400,No,1430,BROADWAY  STE #507,NEW YORK,NY,10018,LUXURY/LIMOUSINE,40.753913,-73.986417,05/10/2020,18:02:48,"(40.753913, -73.986417)"
B02355,BWJ GROUP INC,9292643319,No,132-08,SANFORD AVE,FLUSHING,NY,11355,LUXURY/LIMOUSINE,40.754681,-73.832786,05/10/2020,18:02:48,"(40.754681, -73.832786)"
B02522,CHAUFFEURED EXECUTIVE TRANSPORTATION LLC,7188464455,No,86-11,LEFFERTS BOULEVARD  CELLAR FLOOR,RICHMOND HILL,NY,11418,LUXURY/LIMOUSINE,40.695811,-73.827203,05/10/2020,18:02:48,"(40.695811, -73.827203)"
B03288,JAROCHO CAR SERVICE CORP.,7184487180,No,1224,FOREST AVE,STATEN ISLAND,NY,11310,BLACK CAR BASE,,,05/10/2020,18:02:48,
B00310,WATSON CAR SERVICE INC.,7189918484,Yes,1681,BRUCKNER BOULEVARD,BRONX,NY,10472,LIVERY BASE,40.825135,-73.87033,05/10/2020,18:02:48,"(40.825135, -73.87033)"
B02537,ALLTOWN LIMO CORP.,7185437777,Yes,206,WEST  231 STREET,BRONX,NY,10463,LIVERY BASE,40.879679,-73.906345,05/10/2020,18:02:48,"(40.879679, -73.906345)"
B02924,CELEBRITY LUXURY INC.,7186180093,No,1748,EAST TREMONT AVENUE,BRONX,NY,10460,BLACK CAR BASE,40.839235,-73.869701,05/10/2020,18:02:48,"(40.839235, -73.869701)"
B02960,MURRAY EXPRESS CAR SERVICE INC,7186757000,No,4406 A,CHURCH AVENUE,BROOKLYN,NY,11203,BLACK CAR BASE,40.651359,-73.935814,05/10/2020,18:02:48,"(40.651359, -73.935814)"
B03127,ULTIMATE BLACK CAR CORP.,9174125000,No,2296,SECOND AVENUE,NEW YORK,NY,10035,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02884,"DREIZEHN-NY, LLC",6466657562,No,636,WEST   28 STREET,NEW YORK,NY,10001,BLACK CAR BASE,40.75273,-74.006408,05/10/2020,18:02:48,"(40.75273, -74.006408)"
B01875,ON LINE LIMOUSINE LLC,2129232281,No,349,GRAND CONCOURSE,BRONX,NY,10451,BLACK CAR BASE,40.8153,-73.929004,05/10/2020,18:02:48,"(40.8153, -73.929004)"
B03047,"STS LUXURY, INC",7186844444,No,1276,BRONX RIVER AVENUE,BRONX,NY,10472,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03163,NEW HOPE TRANSPORTATION CORP.,9294140999,No,200,ASHBURTON AVENUE,YONKERS,NY,10701,BLACK CAR BASE,,,05/10/2020,18:02:48,
B90577,"VITAL TRANSIT, INC.",7184643020,No,113-50,SPRINGFIELD BOULEVARD,QUEENS VILLAGE,NY,11429,PARATRANSIT BASE,40.702577,-73.741234,05/10/2020,18:02:48,"(40.702577, -73.741234)"
B90664,SALMA TRANSPORTATION LLC,5165022018,No,253,JERICHO TKPE,NEW HYDE PARK,NY,11040,PARATRANSIT BASE,40.732829,-73.682281,05/10/2020,18:02:48,"(40.732829, -73.682281)"
B80132,EASY TRANSPORTATION CORP,7187127390,No,151-17,134 AVENUE,JAMAICA,NY,11434,COMMUTER VAN AUTHORITY BASE,40.668487,-73.786263,05/10/2020,18:02:48,"(40.668487, -73.786263)"
B03202,JUPITER SELECT LLC,7184992222,No,637,7TH AVE  SUITE 5,BROOKLYN,NY,11232,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03137,"IOT SERVICES, LLC",2123075884,No,460,WILLIS AVENUE  2ND FLR,BRONX,NY,10455,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02844,"ENDOR CAR & DRIVER,LLC.",4154758459,No,31-00,47 AVENUE  SUITE # 4123A,LIC,NY,11101,BLACK CAR BASE,40.742082,-73.93552,05/10/2020,18:02:48,"(40.742082, -73.93552)"
B01710,"79 MASADA III, INC.",7183361515,No,2300,WEST    7 STREET  2ND FL,BROOKLYN,NY,11223,LIVERY BASE,40.617982,-73.958074,05/10/2020,18:02:48,"(40.617982, -73.958074)"
B01129,GTWY INC,7182535600,No,4014,AVENUE U,BROOKLYN,NY,11234,LIVERY BASE,40.608694,-73.924219,05/10/2020,18:02:48,"(40.608694, -73.924219)"
B02853,SAFE RIDES CAR & LIMO SERVICES INC,3479832800,No,5488,AMBOY ROAD  SUITE 3,STATEN ISLAND,NY,10312,BLACK CAR BASE,40.511457,-74.241468,05/10/2020,18:02:48,"(40.511457, -74.241468)"
B90537,ALMAZ TRANSPORTATION INC.,7187695600,No,2313,AVENUE X,BROOKLYN,NY,11235,PARATRANSIT BASE,40.593239,-73.946783,05/10/2020,18:02:48,"(40.593239, -73.946783)"
B00906,OLYMPIA OPERATING CAR SERVICE OF NY CORP.,7186268000,No,23 - 90,23 STREET,ASTORIA,NY,11102,LIVERY BASE,40.775146,-73.91981,05/10/2020,18:02:48,"(40.775146, -73.91981)"
B02641,AVENUE X CAR SERVICE INC.,7183365200,No,245,AVENUE X,BROOKLYN,NY,11223,LIVERY BASE,40.590312,-73.97371,05/10/2020,18:02:48,"(40.590312, -73.97371)"
B02883,"SECHZEHN-NY, LLC",7189715559,No,636,WEST   28 STREET,NEW YORK,NY,10001,BLACK CAR BASE,40.75273,-74.006408,05/10/2020,18:02:48,"(40.75273, -74.006408)"
B01482,SHORE TRANSPORTATION INC,7186466666,No,3173,CONEY ISLAND AVENUE,BROOKLYN,NY,11235,LIVERY BASE,40.57861,-73.95948,05/10/2020,18:02:48,"(40.57861, -73.95948)"
B02531,CLEAN AIR CAR SERVICE AND PARKING CORP.,7184600888,Yes,130-30,31 AVENUE  SUITE 801,FLUSHING,NY,11354,LIVERY BASE,40.76995,-73.83898,05/10/2020,18:02:48,"(40.76995, -73.83898)"
B02899,NEW BLACK LUXURY CARS CORP,7183887777,No,390,BROADWAY,BROOKLYN,NY,11211,BLACK CAR BASE,40.707063,-73.95449,05/10/2020,18:02:48,"(40.707063, -73.95449)"
B03262,ROYALTY FAMILY CORP,9178310354,No,2268,AMSTERDAM AVENUE,NEW YORK,NY,10032,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03197,LIMO TRIBE INC,5166617921,No,2500,7TH STREET,EAST MEADOW,NY,11554,LUXURY/LIMOUSINE,,,05/10/2020,18:02:48,
B02875,"SECHS-NY, LLC",6466657402,No,636,WEST   28 STREET,NEW YORK,NY,10001,BLACK CAR BASE,40.75273,-74.00641,05/10/2020,18:02:48,"(40.75273, -74.00641)"
B01626,LA NUEVA QUISQUEYA C/S INC,7182061616,No,87-38,148 STREET,JAMAICA,NY,11435,LIVERY BASE,40.706245,-73.80929,05/10/2020,18:02:48,"(40.706245, -73.80929)"
B02111,HUANG HOU CAR SERVICES INC.,7187623333,No,35-27,FARRINGTON STREET,FLUSHING,NY,11354,LIVERY BASE,40.763587,-73.831238,05/10/2020,18:02:48,"(40.763587, -73.831238)"
B03110,BETTER CAR & LIMOUSINE SERVICE INC,3472314756,No,160-23,ROCKAWAY BOULEVARD,JAMAICA,NY,11434,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02138,"GUADALUPANA CAR LIMO, INC",7186210404,No,65-06,20 AVENUE,BROOKLYN,NY,11204,LIVERY BASE,40.598144,-74.005,05/10/2020,18:02:48,"(40.598144, -74.005)"
B90523,STARLIGHT AMBULETTE,7185188056,No,3055,WEBSTER AVENUE,BRONX,NY,10467,PARATRANSIT BASE,40.870406,-73.879043,05/10/2020,18:02:48,"(40.870406, -73.879043)"
B02790,"LAN TIAN CAR SERVICE, INC",7186612666,No,33-70,PRINCE STREET  CA22,FLUSHING,NY,11354,LIVERY BASE,40.666272,-73.73581,05/10/2020,18:02:48,"(40.666272, -73.73581)"
B03271,PRIUS TRANSPORTATION CORP.,7182234434,No,195,PLYMOUTH STREET,BROOKLYN,NY,11201,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03024,URBAN CAR SERVICES LLC,5168844943,No,253-10,HILLSIDE AVENUE,BELLEROSE,NY,11426,LUXURY/LIMOUSINE,,,05/10/2020,18:02:48,
B02817,ANYTIME FORSYTH TRANSPORT CORP,2124315919,No,120,FORSYTH STREET  BSMT,NEW YORK,NY,10002,BLACK CAR BASE,40.719179,-73.992121,05/10/2020,18:02:48,"(40.719179, -73.992121)"
B00387,FORTUNE LIMOUSINES INC,7186263700,No,20-02,31 STREET,ASTORIA,NY,11105,LUXURY/LIMOUSINE,40.779561,-73.906776,05/10/2020,18:02:48,"(40.779561, -73.906776)"
B03027,CAIRO TRANSPORTATION INC,7186514222,Yes,18-33,27 AVENUE,ASTORIA,NY,11102,BLACK CAR BASE,,,05/10/2020,18:02:48,
B80215,FLEXIBLE LINE INC.,3475510593,No,224-21,MERRICK BOULEVARD  1013,LAURELTON,NY,11413,COMMUTER VAN AUTHORITY BASE,40.672948,-73.738423,05/10/2020,18:02:48,"(40.672948, -73.738423)"
B01938,"ALL STAR LIMOUSINE SERVICE, LTD.",6317531234,No,380,NEW HWAY,LINDENHURST,NY,11757,LUXURY/LIMOUSINE,40.717012,-73.406118,05/10/2020,18:02:48,"(40.717012, -73.406118)"
B03255,POPULAR TRANSPORTATION CORP.,5168499979,No,3249,FULTON STREET,BROOKLYN,NY,11208,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03106,LA NORTENA CAR & LIMO INC,3479421009,No,507,CONEY ISLAND AVENUE,BROOKLYN,NY,11218,BLACK CAR BASE,,,05/10/2020,18:02:48,
B90625,"LSLAT,INC",7182651584,No,2402,GERRITSEN AVENUE,BROOKLYN,NY,11229,PARATRANSIT BASE,40.598149,-73.931408,05/10/2020,18:02:48,"(40.598149, -73.931408)"
B03274,NECROPOLIS TRANS CORP,7185048583,No,43,BERKSHIRE RD,GREAT NECK,NY,11023,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03020,5J TRANSPORTATION INC.,7185548363,No,1671B,BOSTON ROAD,BRONX,NY,10460,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03052,PROGRESIVE LIMOS INC.,2129236565,No,376,AUDUBON AVENUE,NEW YORK,NY,10033,BLACK CAR BASE,,,05/10/2020,18:02:48,
B00131,NEW MEXICANA CAR SERVICE II INC.,7184361111,Yes,507,40 STREET,BROOKLYN,NY,11232,LIVERY BASE,40.650545,-74.0042,05/10/2020,18:02:48,"(40.650545, -74.0042)"
B02770,"CAVALIER CAR & LIMOUSINE, INC.",7184542200,No,185-08,UNION TURNPIKE,FRESH MEADOWS,NY,11366,BLACK CAR BASE,40.728365,-73.78328,05/10/2020,18:02:48,"(40.728365, -73.78328)"
B02826,NEW BELL LUXURY CORP,7182304490,No,640,MYRTLE AVENUE,BROOKLYN,NY,11205,BLACK CAR BASE,40.694109,-73.958852,05/10/2020,18:02:48,"(40.694109, -73.958852)"
B01454,FREEDOM LIMO & CAR SERVICE,7184525400,No,96,RALPH AVENUE,BROOKLYN,NY,11221,LIVERY BASE,40.686713,-73.923689,05/10/2020,18:02:48,"(40.686713, -73.923689)"
B02772,"TAP & RIDE,INC.",3476666666,Yes,86-11,LEFFERTS BOULEVARD  SUITE 2A,RICHMOND HILL,NY,11418,BLACK CAR BASE,40.701122,-73.83138,05/10/2020,18:02:48,"(40.701122, -73.83138)"
B01540,ROCKAWAY VIP SERVICE INC.,7186591111,No,122-21,ROCKAWAY BOULEVARD,SO. OZONE PARK,NY,11420,LIVERY BASE,40.675938,-73.815393,05/10/2020,18:02:48,"(40.675938, -73.815393)"
B03233,COMPASS TRANSPORTATION GROUP WORLDWIDE INC,6468689027,No,199,JERICHO TPKE  STE#302,FLORAL PARK,NY,11001,LUXURY/LIMOUSINE,,,05/10/2020,18:02:48,
B03216,ABY TRANSPORTATION INC,6468285712,No,5030,BROADWAY  STE 622,NEW YORK,NY,10034,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02918,LEOPARD INC,7183884488,No,616,GRAND STREET,BROOKLYN,NY,11211,BLACK CAR BASE,40.711065,-73.94753,05/10/2020,18:02:48,"(40.711065, -73.94753)"
B02937,"ACCESS TRANSPORTATION GROUP, LLC",9295220450,Yes,33-24,NORTHERN BOULEVARD,LIC,NY,11101,LIVERY BASE,40.751736,-73.930223,05/10/2020,18:02:48,"(40.751736, -73.930223)"
B01509,"BRUNWISH ENTERPRISES,LTD.",7183826868,No,2982,NOSTRAND AVENUE,BROOKLYN,NY,11229,LIVERY BASE,40.611528,-73.944318,05/10/2020,18:02:48,"(40.611528, -73.944318)"
B01061,DAT RADIO DISP INC,7183288888,No,650,SOUNDVIEW AVENUE,BRONX,NY,10473,LIVERY BASE,40.818455,-73.862707,05/10/2020,18:02:48,"(40.818455, -73.862707)"
B01811,IVOIRE LIMO INC.,2122891600,Yes,153,LINCOLN AVENUE,BRONX,NY,10454,LIVERY BASE,40.805268,-73.94131,05/10/2020,18:02:48,"(40.805268, -73.94131)"
B02453,MCW CAR & LIMO INC.,7183899666,No,355,UNION AVENUE,BROOKLYN,NY,11211,BLACK CAR BASE,40.710955,-73.951135,05/10/2020,18:02:48,"(40.710955, -73.951135)"
B03207,QUICK AND LUXURIOUS BLACK CAR CORP,7188880438,No,44,FULTON ST,BRENTWOOD,NY,11717,BLACK CAR BASE,,,05/10/2020,18:02:48,
B80152,ABRAHAM'S TRANSPORTATION SERVICE INC,7187393994,No,144-15,101 AVENUE,JAMAICA,NY,11435,COMMUTER VAN AUTHORITY BASE,40.695824,-73.806178,05/10/2020,18:02:48,"(40.695824, -73.806178)"
B02293,XPRESS TRANSPORT & MULTI SERVICE INC.,2122811111,No,2326,AMSTERDAM AVENUE,NEW YORK,NY,10033,LIVERY BASE,40.844865,-73.93368,05/10/2020,18:02:48,"(40.844865, -73.93368)"
B00208,ERNEST SCHWARZ INC,8778114846,No,15,CHAIN LANE,HICKSVILLE,NY,11801,LUXURY/LIMOUSINE,40.745993,-73.515605,05/10/2020,18:02:48,"(40.745993, -73.515605)"
B00625,"CENTRAL CAR SERVICES,INC.",7183354141,No,94-12,ASTORIA BOULEVARD,EAST ELMHURST,NY,11369,LIVERY BASE,40.762639,-73.874743,05/10/2020,18:02:48,"(40.762639, -73.874743)"
B03154,AGAPE LIMO CORP.,7187073141,No,560,SOUTHERN BOULEVARD,BRONX,NY,10455,LIVERY BASE,,,05/10/2020,18:02:48,
B02249,"LA RAZA CAR SERVICE, INC.",7183971111,No,80-01,31ST AVENUE,EAST ELMHURST,NY,11370,LIVERY BASE,40.759225,-73.887802,05/10/2020,18:02:48,"(40.759225, -73.887802)"
B03265,"TIJUANA CAR SERVICE NO. 1, INC",3475769648,No,253B,NEW DORP LANE,STATEN ISLAND,NY,10306,LIVERY BASE,,,05/10/2020,18:02:48,
B00290,ZPI CORPORATION,7185076363,No,112-47,ROOSEVELT AVENUE,CORONA,NY,11368,LIVERY BASE,40.752235,-73.85365,05/10/2020,18:02:48,"(40.752235, -73.85365)"
B01020,MICHAELS CAR SERVICE INC.,7187713000,No,311,KINGSTON AVENUE,BROOKLYN,NY,11213,LIVERY BASE,40.668591,-73.942117,05/10/2020,18:02:48,"(40.668591, -73.942117)"
B02913,DAT TRANSPORTATION INC.,7183288889,No,650,SOUNDVIEW AVENUE,BRONX,NY,10473,BLACK CAR BASE,40.818455,-73.86271,05/10/2020,18:02:48,"(40.818455, -73.86271)"
B01389,METRO LUXURY INC,7186654900,No,625,EAST  137 STREET,BRONX,NY,10454,LIVERY BASE,40.805521,-73.9159,05/10/2020,18:02:48,"(40.805521, -73.9159)"
B01318,LOWER EAST SIDE C/S CORP,2124777777,No,169,AVENUE C,NEW YORK,NY,10009,LIVERY BASE,40.726235,-73.977574,05/10/2020,18:02:48,"(40.726235, -73.977574)"
B00984,P J CAR SVCE,7184797676,No,205-25,HILLSIDE AVENUE,HOLLIS,NY,11423,LIVERY BASE,40.715516,-73.772583,05/10/2020,18:02:48,"(40.715516, -73.772583)"
B03044,DIPLOMATIC SERVICES INC,8009490949,No,88-43,76 AVENUE,GLENDALE,NY,11385,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02996,FOREVER BLUE CAR SERVICE INC.,9175635993,No,41-31,MAIN STREET,FLUSHING,NY,11355,BLACK CAR BASE,,,05/10/2020,18:02:48,
B01699,DT BROOKLYN CAR AND LIMO SVC. INC.,7186254444,No,97-21,ASTORIA BOULEVARD,EAST ELMHURST,NY,11369,LIVERY BASE,40.687695,-73.972561,05/10/2020,18:02:48,"(40.687695, -73.972561)"
B01280,BENSONHURST RIDE INC.,7189461111,No,2134,86 STREET,BROOKLYN,NY,11214,LIVERY BASE,40.602721,-73.99516,05/10/2020,18:02:48,"(40.602721, -73.99516)"
B02546,X RADIO DISPATCHER INC.,7183283434,Yes,1161,SOUTHERN BOULEVARD,BRONX,NY,10459,LIVERY BASE,40.828016,-73.892244,05/10/2020,18:02:48,"(40.828016, -73.892244)"
B03111,"SELECT TRANS,INC",7187570701,No,135,LINCOLN AVENUE,BRONX,NY,10454,BLACK CAR BASE,,,05/10/2020,18:02:48,
B90540,APPLE TRANSPORTATION OF N.Y. INC.,7182677200,No,18-54,42 STREET,ASTORIA,NY,11105,PARATRANSIT BASE,40.774993,-73.934217,05/10/2020,18:02:48,"(40.774993, -73.934217)"
B03077,MGL TRANSPORT01INC,7184198532,No,38,LINDEN AVENUE,HEMPSTEAD,NY,11550,BLACK CAR BASE,,,05/10/2020,18:02:48,
B01949,FIRST CLASS OF NEW YORK INC.,7186436053,No,335,BOND STREET,BROOKLYN,NY,11231,BLACK CAR BASE,40.678782,-73.989979,05/10/2020,18:02:48,"(40.678782, -73.989979)"
B02469,FUTURE LIMO VIP CORP,7184395551,No,7923,7 AVENUE,BROOKLYN,NY,11228,BLACK CAR BASE,40.623076,-74.0193,05/10/2020,18:02:48,"(40.623076, -74.0193)"
B03099,ORANGE RIDE CORP,7183333434,No,45-22,162 STREET  2ND FLOOR,FLUSHING,NY,11358,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03242,U1ST TRANSPORTATION SERVICES LLC,7185003039,No,362,JEFFERSON STREET  SUITE 210,BROOKLYN,NY,11237,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02735,"BEST DEAL CAR SERVICE 2,INC.",7187985555,No,2100,BARTOW AVENUE,BRONX,NY,10475,LIVERY BASE,40.868211,-73.82485,05/10/2020,18:02:48,"(40.868211, -73.82485)"
B02989,GOOD FRIENDS CAR SERVICE INC,7183218282,No,4613,188TH STREET  #B,FLUSHING,NY,11358,BLACK CAR BASE,40.63186,-73.984917,05/10/2020,18:02:48,"(40.63186, -73.984917)"
B02835,DREIST NY LLC,7189715581,No,636,WEST   28 STREET,NEW YORK,NY,10001,BLACK CAR BASE,40.74844,-73.93946,05/10/2020,18:02:48,"(40.74844, -73.93946)"
B02060,AMERICAN LIMOUSINE LLC,2015293610,No,90,MCKEE DRIVE,MAHWAH,NJ,07430,LUXURY/LIMOUSINE,41.083191,-74.149513,05/10/2020,18:02:48,"(41.083191, -74.149513)"
B01338,3210 WEBSTER AV PRESTIGE C/S,7187987700,Yes,3108,WEBSTER AVENUE,BRONX,NY,10467,LIVERY BASE,40.871011,-73.87645,05/10/2020,18:02:48,"(40.871011, -73.87645)"
B02881,DIANE CAR AND LIMO SERVICE LLC,7185444444,No,71-19,80TH STREET  SUITE# 8310,GLENDALE,NY,11385,BLACK CAR BASE,40.717248,-73.857586,05/10/2020,18:02:48,"(40.717248, -73.857586)"
B03210,DUNAMIS CARE CAR SERVICE CORP.,7189922222,No,388,EAST  169 STREET,BRONX,NY,10456,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03277,SISKO TRANSPORTATION INC.,6465224886,No,507,40 STREET,BROOKLYN,NY,11232,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02759,"LAPUMA TRANSPORTATION GROUP,LLC",6463416588,Yes,33-24,NORTHERN BOULEVARD  1ST FLR,LIC,NY,11101,LIVERY BASE,40.751777,-73.930235,05/10/2020,18:02:48,"(40.751777, -73.930235)"
B02929,OTTOMAN TRANSPORTATION INC.,7185357272,No,33-03,PRINCE STREET  MEZZ 2,FLUSHING,NY,11354,BLACK CAR BASE,40.764356,-73.884555,05/10/2020,18:02:48,"(40.764356, -73.884555)"
B00084,AUTOMOTIVE SVC SYSTEM INC,2129666400,No,50-21,49 STREET,WOODSIDE,NY,11377,LUXURY/LIMOUSINE,40.736268,-73.916901,05/10/2020,18:02:48,"(40.736268, -73.916901)"
B02152,"KYOEI LIMOUSINE, INC.",7183263258,No,57-48,MASPETH AVENUE,MASPETH,NY,11378,LUXURY/LIMOUSINE,40.722961,-73.91031,05/10/2020,18:02:48,"(40.722961, -73.91031)"
B02686,STANDARD LIMOUSINE & CAR SERVICE GROUP LLC.,2129665678,No,5,EAST BROADWAY  4TH FLR,NEW YORK,NY,10038,BLACK CAR BASE,40.713231,-73.99772,05/10/2020,18:02:48,"(40.713231, -73.99772)"
B02963,GULF LUXURY INC,7182859995,No,23-57,83 STREET  2 FLR,ELMHURST,NY,11370,LUXURY/LIMOUSINE,40.729697,-73.887721,05/10/2020,18:02:48,"(40.729697, -73.887721)"
B02127,"CONTINENTAL RIDE, INC.",8007063495,No,111,WASHINGTON AVENUE,DUMONT,NJ,07628,LUXURY/LIMOUSINE,40.940024,-73.993747,05/10/2020,18:02:48,"(40.940024, -73.993747)"
B01734,AMERICAN DREAM CAR SERVICE INC.,2124261010,Yes,297,PLEASANT AVENUE,NEW YORK,NY,10029,LIVERY BASE,40.794972,-73.93357,05/10/2020,18:02:48,"(40.794972, -73.93357)"
B03282,HOLY TRANSPORTATION CORP.,7186847711,No,1626,ST PETERS AVENUE  GROUND FLOOR,BRONX,NY,10461,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03031,ALLIANCE LIMOUSINE INC,9147515347,No,547,SAW MILL RIVER ROAD  LL2,ARDSLEY,NY,10502,LUXURY/LIMOUSINE,,,05/10/2020,18:02:48,
B02879,"FUNFZEHN-NY, LLC",7189715559,No,636,WEST   28 STREET,NEW YORK,NY,10001,BLACK CAR BASE,40.75273,-74.006408,05/10/2020,18:02:48,"(40.75273, -74.006408)"
B02505,TRELAWNY CAR SERVICE INC,7188811200,No,690,EAST  233 STREET,BRONX,NY,10466,LIVERY BASE,40.893346,-73.8578,05/10/2020,18:02:48,"(40.893346, -73.8578)"
B00965,BEN JEVO MGT. INC.,7187204444,No,2,TOMPKINS AVENUE,STATEN ISLAND,NY,10304,LIVERY BASE,40.624172,-74.07967,05/10/2020,18:02:48,"(40.624172, -74.07967)"
B03109,ROLUX INC,9178652793,No,160-23,ROCKAWAY BOULEVARD  SUITE 4,JAMAICA,NY,11434,BLACK CAR BASE,,,05/10/2020,18:02:48,
B00972,N.J.M.INC.,7189672500,No,5230,ARTHUR KILL ROAD,STATEN ISLAND,NY,10307,LIVERY BASE,40.546918,-74.23034,05/10/2020,18:02:48,"(40.546918, -74.23034)"
B03264,718 TRANSPORTATION INC.,7182840006,No,849,ROGERS AVENUE,BROOKLYN,NY,11226,BLACK CAR BASE,,,05/10/2020,18:02:48,
B01039,NYC WHEELS CAR SERVICE INC.,3475540100,No,1702,AVENUE Z  SUITE 105,BROOKLYN,NY,11235,LIVERY BASE,40.588063,-73.95214,05/10/2020,18:02:48,"(40.588063, -73.95214)"
