year_month,month_of_release,passenger_type,direction,sex,age,estimate,standard_error,status
2018-02,2019-05,Long-term migrant,Arrivals,Female,TOTAL,6142,0,Provisional
2018-03,2019-05,Long-term migrant,Arrivals,Female,TOTAL,5358,8,Provisional
2018-04,2019-05,Long-term migrant,Arrivals,Female,TOTAL,4372,19,Provisional
2018-05,2019-05,Long-term migrant,Arrivals,Female,TOTAL,4577,26,Provisional
2018-06,2019-05,Long-term migrant,Arrivals,Female,TOTAL,4639,37,Provisional
2018-07,2019-05,Long-term migrant,Arrivals,Female,TOTAL,6257,72,Provisional
2018-08,2019-05,Long-term migrant,Arrivals,Female,TOTAL,5545,62,Provisional
2018-09,2019-05,Long-term migrant,Arrivals,Female,TOTAL,5668,77,Provisional
2018-10,2019-05,Long-term migrant,Arrivals,Female,TOTAL,6071,77,Provisional
2018-11,2019-05,Long-term migrant,Arrivals,Female,TOTAL,6294,86,Provisional
2018-12,2019-05,Long-term migrant,Arrivals,Female,TOTAL,7826,108,Provisional
2019-01,2019-05,Long-term migrant,Arrivals,Female,TOTAL,7694,128,Provisional
2019-02,2019-05,Long-term migrant,Arrivals,Female,TOTAL,6512,114,Provisional
2019-03,2019-05,Long-term migrant,Arrivals,Female,TOTAL,5232,132,Provisional
2019-04,2019-05,Long-term migrant,Arrivals,Female,TOTAL,4366,140,Provisional
2019-05,2019-05,Long-term migrant,Arrivals,Female,TOTAL,4606,202,Provisional
2018-01,2019-05,Long-term migrant,Arrivals,Male,TOTAL,7086,0,Final
2018-02,2019-05,Long-term migrant,Arrivals,Male,TOTAL,6793,0,Provisional
2018-03,2019-05,Long-term migrant,Arrivals,Male,TOTAL,5708,9,Provisional
2018-04,2019-05,Long-term migrant,Arrivals,Male,TOTAL,4448,19,Provisional
2018-05,2019-05,Long-term migrant,Arrivals,Male,TOTAL,4818,28,Provisional
2018-06,2019-05,Long-term migrant,Arrivals,Male,TOTAL,4929,38,Provisional
2018-07,2019-05,Long-term migrant,Arrivals,Male,TOTAL,6728,66,Provisional
2018-08,2019-05,Long-term migrant,Arrivals,Male,TOTAL,6009,67,Provisional
2018-09,2019-05,Long-term migrant,Arrivals,Male,TOTAL,6008,74,Provisional
2018-10,2019-05,Long-term migrant,Arrivals,Male,TOTAL,6445,85,Provisional
2018-11,2019-05,Long-term migrant,Arrivals,Male,TOTAL,6622,85,Provisional
2018-12,2019-05,Long-term migrant,Arrivals,Male,TOTAL,7547,110,Provisional
2019-01,2019-05,Long-term migrant,Arrivals,Male,TOTAL,7661,121,Provisional
2019-02,2019-05,Long-term migrant,Arrivals,Male,TOTAL,7247,125,Provisional
2019-03,2019-05,Long-term migrant,Arrivals,Male,TOTAL,5491,128,Provisional
2019-04,2019-05,Long-term migrant,Arrivals,Male,TOTAL,4469,151,Provisional
2019-05,2019-05,Long-term migrant,Arrivals,Male,TOTAL,5054,220,Provisional
2018-01,2019-05,Long-term migrant,Departures,Female,TOTAL,3656,0,Final
2018-02,2019-05,Long-term migrant,Departures,Female,TOTAL,3167,0,Provisional
2018-03,2019-05,Long-term migrant,Departures,Female,TOTAL,3682,7,Provisional
2018-04,2019-05,Long-term migrant,Departures,Female,TOTAL,3439,20,Provisional
2018-05,2019-05,Long-term migrant,Departures,Female,TOTAL,3708,24,Provisional
2018-06,2019-05,Long-term migrant,Departures,Female,TOTAL,3611,31,Provisional
2018-07,2019-05,Long-term migrant,Departures,Female,TOTAL,3878,51,Provisional
2018-08,2019-05,Long-term migrant,Departures,Female,TOTAL,3485,62,Provisional
2018-09,2019-05,Long-term migrant,Departures,Female,TOTAL,3258,59,Provisional
2018-10,2019-05,Long-term migrant,Departures,Female,TOTAL,3278,55,Provisional
2018-11,2019-05,Long-term migrant,Departures,Female,TOTAL,4086,75,Provisional
2018-12,2019-05,Long-term migrant,Departures,Female,TOTAL,5759,92,Provisional
2019-01,2019-05,Long-term migrant,Departures,Female,TOTAL,4067,84,Provisional
2019-02,2019-05,Long-term migrant,Departures,Female,TOTAL,3311,101,Provisional
2019-03,2019-05,Long-term migrant,Departures,Female,TOTAL,3778,107,Provisional
2019-04,2019-05,Long-term migrant,Departures,Female,TOTAL,3673,142,Provisional
2019-05,2019-05,Long-term migrant,Departures,Female,TOTAL,4012,184,Provisional
2018-01,2019-05,Long-term migrant,Departures,Male,TOTAL,3699,0,Final
2018-02,2019-05,Long-term migrant,Departures,Male,TOTAL,3403,0,Provisional
2018-03,2019-05,Long-term migrant,Departures,Male,TOTAL,3987,9,Provisional
2018-04,2019-05,Long-term migrant,Departures,Male,TOTAL,3724,22,Provisional
2018-05,2019-05,Long-term migrant,Departures,Male,TOTAL,3880,29,Provisional
2018-06,2019-05,Long-term migrant,Departures,Male,TOTAL,4028,37,Provisional
2018-07,2019-05,Long-term migrant,Departures,Male,TOTAL,4249,59,Provisional
2018-08,2019-05,Long-term migrant,Departures,Male,TOTAL,3798,64,Provisional
2018-09,2019-05,Long-term migrant,Departures,Male,TOTAL,3530,64,Provisional
2018-10,2019-05,Long-term migrant,Departures,Male,TOTAL,3546,61,Provisional
2018-11,2019-05,Long-term migrant,Departures,Male,TOTAL,4250,71,Provisional
2018-12,2019-05,Long-term migrant,Departures,Male,TOTAL,5658,95,Provisional
2019-01,2019-05,Long-term migrant,Departures,Male,TOTAL,4254,94,Provisional
2019-02,2019-05,Long-term migrant,Departures,Male,TOTAL,3384,107,Provisional
2019-03,2019-05,Long-term migrant,Departures,Male,TOTAL,3848,116,Provisional
2019-04,2019-05,Long-term migrant,Departures,Male,TOTAL,3679,155,Provisional
2019-05,2019-05,Long-term migrant,Departures,Male,TOTAL,3959,189,Provisional
2018-01,2019-05,Long-term migrant,Net,Female,TOTAL,3396,0,Final
2018-02,2019-05,Long-term migrant,Net,Female,TOTAL,2975,0,Provisional
2018-03,2019-05,Long-term migrant,Net,Female,TOTAL,1676,10,Provisional
2018-04,2019-05,Long-term migrant,Net,Female,TOTAL,933,24,Provisional
2018-05,2019-05,Long-term migrant,Net,Female,TOTAL,870,32,Provisional
2018-06,2019-05,Long-term migrant,Net,Female,TOTAL,1029,37,Provisional
2018-07,2019-05,Long-term migrant,Net,Female,TOTAL,2380,76,Provisional
2018-08,2019-05,Long-term migrant,Net,Female,TOTAL,2061,74,Provisional
2018-09,2019-05,Long-term migrant,Net,Female,TOTAL,2410,84,Provisional
2018-10,2019-05,Long-term migrant,Net,Female,TOTAL,2793,78,Provisional
2018-11,2019-05,Long-term migrant,Net,Female,TOTAL,2208,101,Provisional
2018-12,2019-05,Long-term migrant,Net,Female,TOTAL,2067,121,Provisional
2019-01,2019-05,Long-term migrant,Net,Female,TOTAL,3627,128,Provisional
2019-02,2019-05,Long-term migrant,Net,Female,TOTAL,3202,133,Provisional
2019-03,2019-05,Long-term migrant,Net,Female,TOTAL,1454,144,Provisional
2019-04,2019-05,Long-term migrant,Net,Female,TOTAL,693,162,Provisional
2019-05,2019-05,Long-term migrant,Net,Female,TOTAL,594,233,Provisional
2018-01,2019-05,Long-term migrant,Net,Male,TOTAL,3387,0,Final
2018-02,2019-05,Long-term migrant,Net,Male,TOTAL,3390,0,Provisional
2018-03,2019-05,Long-term migrant,Net,Male,TOTAL,1720,10,Provisional
2018-04,2019-05,Long-term migrant,Net,Male,TOTAL,724,24,Provisional
2018-05,2019-05,Long-term migrant,Net,Male,TOTAL,938,35,Provisional
2018-06,2019-05,Long-term migrant,Net,Male,TOTAL,901,40,Provisional
2018-07,2019-05,Long-term migrant,Net,Male,TOTAL,2479,79,Provisional
2018-08,2019-05,Long-term migrant,Net,Male,TOTAL,2211,78,Provisional
2018-09,2019-05,Long-term migrant,Net,Male,TOTAL,2478,84,Provisional
2018-10,2019-05,Long-term migrant,Net,Male,TOTAL,2899,88,Provisional
2018-11,2019-05,Long-term migrant,Net,Male,TOTAL,2372,95,Provisional
2018-12,2019-05,Long-term migrant,Net,Male,TOTAL,1889,123,Provisional
2019-01,2019-05,Long-term migrant,Net,Male,TOTAL,3406,129,Provisional
2019-02,2019-05,Long-term migrant,Net,Male,TOTAL,3863,138,Provisional
2019-03,2019-05,Long-term migrant,Net,Male,TOTAL,1642,142,Provisional
2019-04,2019-05,Long-term migrant,Net,Male,TOTAL,790,176,Provisional
2019-05,2019-05,Long-term migrant,Net,Male,TOTAL,1096,234,Provisional
2018-01,2019-05,Long-term migrant,Arrivals,TOTAL,TOTAL,14138,0,Final
2018-02,2019-05,Long-term migrant,Arrivals,TOTAL,TOTAL,12935,0,Provisional
2018-03,2019-05,Long-term migrant,Arrivals,TOTAL,TOTAL,11065,15,Provisional
2018-04,2019-05,Long-term migrant,Arrivals,TOTAL,TOTAL,8820,33,Provisional
2018-05,2019-05,Long-term migrant,Arrivals,TOTAL,TOTAL,9395,49,Provisional
2018-06,2019-05,Long-term migrant,Arrivals,TOTAL,TOTAL,9568,65,Provisional
2018-07,2019-05,Long-term migrant,Arrivals,TOTAL,TOTAL,12985,122,Provisional
2018-08,2019-05,Long-term migrant,Arrivals,TOTAL,TOTAL,11555,111,Provisional
2018-09,2019-05,Long-term migrant,Arrivals,TOTAL,TOTAL,11676,132,Provisional
2018-10,2019-05,Long-term migrant,Arrivals,TOTAL,TOTAL,12516,137,Provisional
2018-11,2019-05,Long-term migrant,Arrivals,TOTAL,TOTAL,12916,143,Provisional
2018-12,2019-05,Long-term migrant,Arrivals,TOTAL,TOTAL,15372,193,Provisional
2019-01,2019-05,Long-term migrant,Arrivals,TOTAL,TOTAL,15354,222,Provisional
2019-02,2019-05,Long-term migrant,Arrivals,TOTAL,TOTAL,13759,206,Provisional
2019-03,2019-05,Long-term migrant,Arrivals,TOTAL,TOTAL,10722,228,Provisional
2019-04,2019-05,Long-term migrant,Arrivals,TOTAL,TOTAL,8835,266,Provisional
2019-05,2019-05,Long-term migrant,Arrivals,TOTAL,TOTAL,9660,390,Provisional
2018-01,2019-05,Long-term migrant,Departures,TOTAL,TOTAL,7355,0,Final
2018-02,2019-05,Long-term migrant,Departures,TOTAL,TOTAL,6570,0,Provisional
2018-03,2019-05,Long-term migrant,Departures,TOTAL,TOTAL,7669,14,Provisional
2018-04,2019-05,Long-term migrant,Departures,TOTAL,TOTAL,7163,38,Provisional
2018-05,2019-05,Long-term migrant,Departures,TOTAL,TOTAL,7588,45,Provisional
2018-06,2019-05,Long-term migrant,Departures,TOTAL,TOTAL,7638,58,Provisional
2018-07,2019-05,Long-term migrant,Departures,TOTAL,TOTAL,8126,96,Provisional
2018-08,2019-05,Long-term migrant,Departures,TOTAL,TOTAL,7283,109,Provisional
2018-09,2019-05,Long-term migrant,Departures,TOTAL,TOTAL,6788,105,Provisional
2018-10,2019-05,Long-term migrant,Departures,TOTAL,TOTAL,6824,96,Provisional
2018-11,2019-05,Long-term migrant,Departures,TOTAL,TOTAL,8336,124,Provisional
2018-12,2019-05,Long-term migrant,Departures,TOTAL,TOTAL,11417,161,Provisional
2019-01,2019-05,Long-term migrant,Departures,TOTAL,TOTAL,8322,155,Provisional
2019-02,2019-05,Long-term migrant,Departures,TOTAL,TOTAL,6695,187,Provisional
2019-03,2019-05,Long-term migrant,Departures,TOTAL,TOTAL,7626,197,Provisional
2019-04,2019-05,Long-term migrant,Departures,TOTAL,TOTAL,7352,265,Provisional
2019-05,2019-05,Long-term migrant,Departures,TOTAL,TOTAL,7970,323,Provisional
2018-01,2019-05,Long-term migrant,Net,TOTAL,TOTAL,6783,0,Final
2018-02,2019-05,Long-term migrant,Net,TOTAL,TOTAL,6365,0,Provisional
2018-03,2019-05,Long-term migrant,Net,TOTAL,TOTAL,3396,17,Provisional
2018-04,2019-05,Long-term migrant,Net,TOTAL,TOTAL,1657,43,Provisional
2018-05,2019-05,Long-term migrant,Net,TOTAL,TOTAL,1808,58,Provisional
2018-06,2019-05,Long-term migrant,Net,TOTAL,TOTAL,1930,66,Provisional
2018-07,2019-05,Long-term migrant,Net,TOTAL,TOTAL,4859,136,Provisional
2018-08,2019-05,Long-term migrant,Net,TOTAL,TOTAL,4271,129,Provisional
2018-09,2019-05,Long-term migrant,Net,TOTAL,TOTAL,4888,147,Provisional
2018-10,2019-05,Long-term migrant,Net,TOTAL,TOTAL,5692,135,Provisional
2018-11,2019-05,Long-term migrant,Net,TOTAL,TOTAL,4580,161,Provisional
2018-12,2019-05,Long-term migrant,Net,TOTAL,TOTAL,3955,213,Provisional
2019-01,2019-05,Long-term migrant,Net,TOTAL,TOTAL,7033,224,Provisional
2019-02,2019-05,Long-term migrant,Net,TOTAL,TOTAL,7064,238,Provisional
2019-03,2019-05,Long-term migrant,Net,TOTAL,TOTAL,3096,250,Provisional
2019-04,2019-05,Long-term migrant,Net,TOTAL,TOTAL,1483,308,Provisional
2019-05,2019-05,Long-term migrant,Net,TOTAL,TOTAL,1690,430,Provisional
2017-12,2019-04,Long-term migrant,Arrivals,Female,0-4 years,529,0,Final
2018-01,2019-04,Long-term migrant,Arrivals,Female,0-4 years,445,0,Provisional
2018-02,2019-04,Long-term migrant,Arrivals,Female,0-4 years,309,2,Provisional
2018-03,2019-04,Long-term migrant,Arrivals,Female,0-4 years,406,4,Provisional
2018-04,2019-04,Long-term migrant,Arrivals,Female,0-4 years,301,3,Provisional
2018-05,2019-04,Long-term migrant,Arrivals,Female,0-4 years,297,5,Provisional
2018-06,2019-04,Long-term migrant,Arrivals,Female,0-4 years,323,9,Provisional
2018-07,2019-04,Long-term migrant,Arrivals,Female,0-4 years,323,9,Provisional
2018-08,2019-04,Long-term migrant,Arrivals,Female,0-4 years,415,11,Provisional
2018-09,2019-04,Long-term migrant,Arrivals,Female,0-4 years,392,12,Provisional
2018-10,2019-04,Long-term migrant,Arrivals,Female,0-4 years,403,12,Provisional
2018-11,2019-04,Long-term migrant,Arrivals,Female,0-4 years,411,14,Provisional
2018-12,2019-04,Long-term migrant,Arrivals,Female,0-4 years,552,19,Provisional
2019-01,2019-04,Long-term migrant,Arrivals,Female,0-4 years,437,22,Provisional
2019-02,2019-04,Long-term migrant,Arrivals,Female,0-4 years,374,23,Provisional
2019-03,2019-04,Long-term migrant,Arrivals,Female,0-4 years,367,24,Provisional
2019-04,2019-04,Long-term migrant,Arrivals,Female,0-4 years,294,45,Provisional
2017-12,2019-04,Long-term migrant,Arrivals,Male,0-4 years,565,0,Final
2018-01,2019-04,Long-term migrant,Arrivals,Male,0-4 years,479,0,Provisional
2018-02,2019-04,Long-term migrant,Arrivals,Male,0-4 years,396,1,Provisional
2018-03,2019-04,Long-term migrant,Arrivals,Male,0-4 years,422,4,Provisional
2018-04,2019-04,Long-term migrant,Arrivals,Male,0-4 years,342,3,Provisional
2018-05,2019-04,Long-term migrant,Arrivals,Male,0-4 years,330,6,Provisional
2018-06,2019-04,Long-term migrant,Arrivals,Male,0-4 years,333,10,Provisional
2018-07,2019-04,Long-term migrant,Arrivals,Male,0-4 years,378,11,Provisional
2018-08,2019-04,Long-term migrant,Arrivals,Male,0-4 years,450,12,Provisional
2018-09,2019-04,Long-term migrant,Arrivals,Male,0-4 years,412,11,Provisional
2018-10,2019-04,Long-term migrant,Arrivals,Male,0-4 years,446,13,Provisional
2018-11,2019-04,Long-term migrant,Arrivals,Male,0-4 years,423,14,Provisional
2018-12,2019-04,Long-term migrant,Arrivals,Male,0-4 years,561,20,Provisional
2019-01,2019-04,Long-term migrant,Arrivals,Male,0-4 years,507,23,Provisional
2019-02,2019-04,Long-term migrant,Arrivals,Male,0-4 years,411,25,Provisional
2019-03,2019-04,Long-term migrant,Arrivals,Male,0-4 years,395,26,Provisional
2019-04,2019-04,Long-term migrant,Arrivals,Male,0-4 years,298,47,Provisional
2017-12,2019-04,Long-term migrant,Arrivals,Female,10-14 years,398,0,Final
2018-01,2019-04,Long-term migrant,Arrivals,Female,10-14 years,524,1,Provisional
2018-02,2019-04,Long-term migrant,Arrivals,Female,10-14 years,203,1,Provisional
2018-03,2019-04,Long-term migrant,Arrivals,Female,10-14 years,221,2,Provisional
2018-04,2019-04,Long-term migrant,Arrivals,Female,10-14 years,220,4,Provisional
2018-05,2019-04,Long-term migrant,Arrivals,Female,10-14 years,173,3,Provisional
2018-06,2019-04,Long-term migrant,Arrivals,Female,10-14 years,222,5,Provisional
2018-07,2019-04,Long-term migrant,Arrivals,Female,10-14 years,362,11,Provisional
2018-08,2019-04,Long-term migrant,Arrivals,Female,10-14 years,252,7,Provisional
2018-09,2019-04,Long-term migrant,Arrivals,Female,10-14 years,235,8,Provisional
2018-10,2019-04,Long-term migrant,Arrivals,Female,10-14 years,252,9,Provisional
2018-11,2019-04,Long-term migrant,Arrivals,Female,10-14 years,220,8,Provisional
2018-12,2019-04,Long-term migrant,Arrivals,Female,10-14 years,507,16,Provisional
2019-01,2019-04,Long-term migrant,Arrivals,Female,10-14 years,619,27,Provisional
2019-02,2019-04,Long-term migrant,Arrivals,Female,10-14 years,269,13,Provisional
2019-03,2019-04,Long-term migrant,Arrivals,Female,10-14 years,201,10,Provisional
2019-04,2019-04,Long-term migrant,Arrivals,Female,10-14 years,247,21,Provisional
2017-12,2019-04,Long-term migrant,Arrivals,Male,10-14 years,410,0,Final
2018-01,2019-04,Long-term migrant,Arrivals,Male,10-14 years,566,1,Provisional
2018-02,2019-04,Long-term migrant,Arrivals,Male,10-14 years,214,1,Provisional
2018-03,2019-04,Long-term migrant,Arrivals,Male,10-14 years,193,2,Provisional
2018-04,2019-04,Long-term migrant,Arrivals,Male,10-14 years,242,4,Provisional
2018-05,2019-04,Long-term migrant,Arrivals,Male,10-14 years,191,3,Provisional
2018-06,2019-04,Long-term migrant,Arrivals,Male,10-14 years,234,6,Provisional
2018-07,2019-04,Long-term migrant,Arrivals,Male,10-14 years,419,10,Provisional
2018-08,2019-04,Long-term migrant,Arrivals,Male,10-14 years,270,7,Provisional
2018-09,2019-04,Long-term migrant,Arrivals,Male,10-14 years,218,7,Provisional
2018-10,2019-04,Long-term migrant,Arrivals,Male,10-14 years,309,11,Provisional
2018-11,2019-04,Long-term migrant,Arrivals,Male,10-14 years,219,8,Provisional
2018-12,2019-04,Long-term migrant,Arrivals,Male,10-14 years,558,17,Provisional
2019-01,2019-04,Long-term migrant,Arrivals,Male,10-14 years,708,29,Provisional
2019-02,2019-04,Long-term migrant,Arrivals,Male,10-14 years,262,12,Provisional
2019-03,2019-04,Long-term migrant,Arrivals,Male,10-14 years,209,10,Provisional
2019-04,2019-04,Long-term migrant,Arrivals,Male,10-14 years,252,20,Provisional
2017-12,2019-04,Long-term migrant,Arrivals,Female,15-19 years,414,0,Final
2018-01,2019-04,Long-term migrant,Arrivals,Female,15-19 years,804,1,Provisional
2018-02,2019-04,Long-term migrant,Arrivals,Female,15-19 years,573,5,Provisional
2018-03,2019-04,Long-term migrant,Arrivals,Female,15-19 years,270,3,Provisional
2018-04,2019-04,Long-term migrant,Arrivals,Female,15-19 years,346,10,Provisional
2018-05,2019-04,Long-term migrant,Arrivals,Female,15-19 years,239,5,Provisional
2018-06,2019-04,Long-term migrant,Arrivals,Female,15-19 years,287,9,Provisional
2018-07,2019-04,Long-term migrant,Arrivals,Female,15-19 years,913,28,Provisional
2018-08,2019-04,Long-term migrant,Arrivals,Female,15-19 years,354,14,Provisional
2018-09,2019-04,Long-term migrant,Arrivals,Female,15-19 years,344,14,Provisional
2018-10,2019-04,Long-term migrant,Arrivals,Female,15-19 years,374,16,Provisional
2018-11,2019-04,Long-term migrant,Arrivals,Female,15-19 years,287,13,Provisional
2018-12,2019-04,Long-term migrant,Arrivals,Female,15-19 years,460,18,Provisional
2019-01,2019-04,Long-term migrant,Arrivals,Female,15-19 years,900,46,Provisional
2019-02,2019-04,Long-term migrant,Arrivals,Female,15-19 years,610,25,Provisional
2019-03,2019-04,Long-term migrant,Arrivals,Female,15-19 years,257,16,Provisional
2019-04,2019-04,Long-term migrant,Arrivals,Female,15-19 years,402,35,Provisional
2017-12,2019-04,Long-term migrant,Arrivals,Male,15-19 years,424,0,Final
2018-01,2019-04,Long-term migrant,Arrivals,Male,15-19 years,836,1,Provisional
2018-02,2019-04,Long-term migrant,Arrivals,Male,15-19 years,624,3,Provisional
2018-03,2019-04,Long-term migrant,Arrivals,Male,15-19 years,329,3,Provisional
2018-04,2019-04,Long-term migrant,Arrivals,Male,15-19 years,310,8,Provisional
2018-05,2019-04,Long-term migrant,Arrivals,Male,15-19 years,270,5,Provisional
2018-06,2019-04,Long-term migrant,Arrivals,Male,15-19 years,320,8,Provisional
2018-07,2019-04,Long-term migrant,Arrivals,Male,15-19 years,814,23,Provisional
2018-08,2019-04,Long-term migrant,Arrivals,Male,15-19 years,402,12,Provisional
2018-09,2019-04,Long-term migrant,Arrivals,Male,15-19 years,370,13,Provisional
2018-10,2019-04,Long-term migrant,Arrivals,Male,15-19 years,433,17,Provisional
2018-11,2019-04,Long-term migrant,Arrivals,Male,15-19 years,329,13,Provisional
2018-12,2019-04,Long-term migrant,Arrivals,Male,15-19 years,448,18,Provisional
2019-01,2019-04,Long-term migrant,Arrivals,Male,15-19 years,929,40,Provisional
2019-02,2019-04,Long-term migrant,Arrivals,Male,15-19 years,641,25,Provisional
2019-03,2019-04,Long-term migrant,Arrivals,Male,15-19 years,271,17,Provisional
2019-04,2019-04,Long-term migrant,Arrivals,Male,15-19 years,361,28,Provisional
2017-12,2019-04,Long-term migrant,Arrivals,Female,20-24 years,706,0,Final
2018-01,2019-04,Long-term migrant,Arrivals,Female,20-24 years,837,1,Provisional
2018-02,2019-04,Long-term migrant,Arrivals,Female,20-24 years,1354,7,Provisional
2018-03,2019-04,Long-term migrant,Arrivals,Female,20-24 years,789,6,Provisional
2018-04,2019-04,Long-term migrant,Arrivals,Female,20-24 years,589,9,Provisional
2018-05,2019-04,Long-term migrant,Arrivals,Female,20-24 years,711,12,Provisional
2018-06,2019-04,Long-term migrant,Arrivals,Female,20-24 years,731,15,Provisional
2018-07,2019-04,Long-term migrant,Arrivals,Female,20-24 years,1112,25,Provisional
2018-08,2019-04,Long-term migrant,Arrivals,Female,20-24 years,771,18,Provisional
2018-09,2019-04,Long-term migrant,Arrivals,Female,20-24 years,917,25,Provisional
