number,dorregionnumber,type,name,address1,address2,city,state,zipcode,located_in,county,phone,fax,size,email,agent,officemanager,contractmanager,daysopen,daysclosed,holidaysclosed,additionaldaysclosed,remarks,latlng,twitter_url,facebook_url,textingPhoneNumber,ManagerContactNumber,ManagerContactNumber2,OtherContactInfo,additional_license_office_info
109,13,1MV,VAN BUREN,12 MAIN ST,,VAN BUREN,MO,63965-0000,,Carter,(573) 323-1255,(573) 323-1256,1,VANBURENAGENTOFFICE@DOR.MO.GOV,SHERRY CRIDER,SHERRY CRIDER,,Tuesday - Friday - 8:30 to 4:00,Tuesday - Friday from 12:30 to 1:30,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/11/2020 (at 11:45 AM until 1:30 PM), 3/24/2020 (at 2:00 PM), 03/25/20, 03/26/20, 03/27/20, 03/28/20, 03/30/20,  03/31/20, 04/01/20, 04/02/20, 04/03/20, 04/04/20, 04/06/20, 04/07/20, 04/08/20, 04/09/20, 04/10/20, 04/11/20, 04/13/20, 04/14/20, 04/15/2020 (open at 8:30 AM), 04/16/20, 04/17/20, 04/18/20, 04/20/20, 04/21/20, 04/22/20, 04/23/20, 04/24/20, 04/25/20, 04/27/20,  4/28/2020 (open at 8:30 AM), 5/22/20, 10/13/20, 11/27/20, 12/24/20",,"(36.994608, -91.014902)",,,,,,,"Special Services for the elderly or disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process transactions in the customer waiting area."
053,9,1MV,SHELBINA,201 FAIRGROUND ROAD,,SHELBINA,MO,63468-0000,TIMS HOME CENTER,Shelby,(573) 588-7790,(573) 588-7790,1,SHELBINAAGENTOFFICE@DOR.MO.GOV,"TIMS HOME CENTER, LLC",SUSAN NEELY,,Monday - Friday - 8:30 to 5:00,,"Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","5/23/20, 9/5/20, 11/28/20, 12/24/20, 12/26/20",,"(39.703725, -92.035986)",,https://www.facebook.com/Tims-Home-Center-127156814033369/,(660) 415-7960,,,Public E-mail Address: slb@marktwain.net,
177,8,1MV,DOWNTOWN (ST LOUIS),"1200 MARKET STREET, ROOM 110",,ST LOUIS,MO,63103-0000,ST LOUIS CITY HALL RM 111,St. Louis City,(314) 622-4231,(314) 622-4177,3,DowntownLicenseAgentOffice@dor.mo.gov,CITY OF ST LOUIS COLLECTOR OF REVENUE,MISTY TUTTLE,,Monday - Friday - 8:00 to 4:45,,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","11/29/19,  12/16/2019 (at 3:00 PM ),  4/27/2020, 04/28/20, 04/29/20, 04/30/20, 05/01/20, 05/02/20, 05/04/20, 05/05/20, 05/06/20, 05/07/20, 05/08/20, 05/09/20, 05/11/20, 05/12/20, 05/13/20, 05/14/20,  5/15/2020 (open at 8:00 AM ), 11/27/2020",,"(38.627042, -90.199409)",,,,,,Website: stlouiscollector.com,"Temporarily closed due to COVID-19 until May 15, 2020Ways to contact the office: Email or ""Contact Us"" link on the internet. Services for the Elderly or Disabled: Assist with changing or replacing plates/tabs, Process Transactions in the customer waiting area."
111,13,1MV,EMINENCE,16260 PINE ST,,EMINENCE,MO,65466-0000,,Shannon,(573) 226-3199,(573) 226-3190,1,EMINENCEAGENTOFFICE@DOR.MO.GOV,LAURIE MCLAIN FLEMING,LAURIE FLEMING,,Tuesday - Friday - 8:30 to 4:30,Tuesday - Friday from 12:00 to 1:00,"President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/6/2020 (at 4:00 PM ), 10/13/20, 10/14/20, 10/15/20, 10/16/20",,"(37.14774, -91.35817)",,https://www.facebook.com/Eminence-License-Office-1999408996794862/,(417) 260-7204,,,,Due to COVID-19 the office will be temporarily the number of customers allowed in the office at one time
068,11,1MV,CARTHAGE,407 SOUTH GARRISON,,CARTHAGE,MO,64836-0000,MEMORIAL HALL,Jasper,(417) 358-6800,(417) 359-8831,3,CARTHAGEAGENTOFFICE@DOR.MO.GOV,"LICENSE OFFICE SERVICES, LLC",STEPHANIE AGAN,,"Monday - Friday - 8:00 to 5:00, First & Last Saturday - 8:30 to 12:30, November 30, 2019 - 8:30 to 12:30",,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/5/2020,  3/27/2020 (at 2:00 PM ),  03/28/20,  03/30/20,  03/31/20,  04/01/20,  04/02/20,  04/03/20,  04/04/20,  04/06/20,  04/07/20,  04/08/20,  04/09/20,  04/10/20,  04/11/20,  4/13/2020 (open at 9:00 AM ),  4/20/2020 (at 8:00 AM ), 04/21/20, 04/22/20, 04/23/20, 04/24/20, 04/25/20,  4/27/2020 (open at 8:00 AM ),  11/25/20,  11/27/20,  12/24/20,  12/31/20",,"(37.176066, -94.314479)",https://twitter.com/carthagedmv,https://www.facebook.com/Carthage-License-Office-280758965417800/?fref=ts,(417) 278-6844,,,Public E-mail Address: carthage.los@gmail.com,Due to COVID-19 the office is temporarily adjusting hoursMonday - Friday 8:00 a.m. - 4:00 p.m.
057,5,1MV,WASHINGTON,1037 WASHINGTON SQUARE,,WASHINGTON,MO,63090-2199,,Franklin,(636) 283-5200,(636) 283-5210,2,WASHINGTONAGENTOFFICE@DOR.MO.GOV,"LICENSE OFFICE SERVICES, LLC",GERAINE TAYERLE,,"Monday - Friday - 8:00 to 5:00, Saturday - 9:00 to 12:00",,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/21/2020,    3/23/2020 (open at 9:00 AM),    03/24/20,    03/25/20,    03/26/20,    03/27/20,    03/28/20,    03/30/20 (open at 9:00 AM),    03/31/20,    04/01/20,    04/02/20,    04/03/20,    04/04/20,    4/6/2020 (open at 9:00 AM),    4/20/2020,   04/21/20,   04/22/20,   04/23/20,   04/24/20,   04/25/20,    4/27/2020 (open at 8:00 AM ),  04/28/20,  04/29/20,  04/30/20,  05/01/20,  05/02/20,   5/4/2020 (open at 8:00 AM ),    5/23/20,    7/4/20,    9/5/20,    11/27/20,    11/28/20,    12/24/20,    12/26/20",,"(38.536129, -91.004287)",,https://www.facebook.com/Washington-License-Office-472168803185169/,(314) 541-3054,,,License Office's Website: WWW.LOSLLC.COMPublic E-Mail Address: WASHINGTONOFFICE.LOS@GMAIL.COM,"Ways to contact office: Email or ""Contact Us"" link on the internet, Facebook, Twitter and Texting. Special Services for the elderly or disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process transactions in the customer waiting area, direct customers to front of the line, wheelchair availability. Customer Satisfaction Initiatives: completed comment cards will be used in drawing. Other Services and Initiatives: Motor Vehicle transaction drop-off service, Free WiFi."
094,13,1MV,HOUSTON,1591 N. HWY. 63 SUITE B,,HOUSTON,MO,65483-0000,HOUSTON PLAZA,Texas,(417) 967-3878,(417) 967-4069,1,HOUSTONAGENTOFFICE@DOR.MO.GOV,CYNTHIA BLADES,SANDIE CLOVEN,,Monday - Friday - 9:00 to 4:30,,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/6/2020 (at 3:30 PM ), 7/2/20, 11/27/20, 12/24/20",,"(37.3430321, -91.9353798)",https://twitter.com/cin_houston,https://www.facebook.com/profile.php?id=100013360752850&fref=ts,(417) 293-9331,,,Public E-mail address: HoustonAgentOffice@dor.mo.govLicense Office's website: www.houstonlicenseoffice.com/,Due to COVID-19 the office will be temporarily the number of customers allowed in the office at one time
114,5,1MV,CHESTERFIELD,100 CHESTERFIELD COMMONS EAST ROAD,,CHESTERFIELD,MO,63005-0000,,St. Louis County,(636) 536-3095,(636) 730-3295,3,CHESTERFIELDAGENTOFFICE@DOR.MO.GOV,"LICENSE OFFICE SERVICES, LLC",ALEXANDRIA WILTFONG,,"Monday - Friday - 8:00 to 6:00, Saturday - 9:00 to 1:00",,"Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/5/2020 (at 11:00 AM ),    3/16/2020,    3/25/2020,    03/26/20,    03/27/20,    03/28/20,    03/30/20,    03/31/20,    04/01/20,    04/02/20,    04/03/20,    04/04/20,    4/6/2020 (open at 9:00 AM ),    4/20/2020,   04/21/20,   04/22/20,   04/23/20,   04/24/20,   04/25/20,    4/27/2020 (open at 8:00 AM ),  04/28/20,  04/29/20,  04/30/20,  05/01/20,  05/02/20,  05/04/20,  05/05/20,  05/06/20,  05/07/20,  05/08/20,  05/09/20,  05/11/20,  05/12/20,  05/13/20,  05/14/20,   5/15/2020 (open at 8:00 AM ), 05/15/20, 05/16/20,  5/18/2020 (open at 8:00 AM ),    7/4/20,    9/5/20,    11/25/20,    11/27/20,    11/28/20,    12/24/20,    12/26/20",,"(38.666588, -90.581582)",www.twitter.com/chesterfieldlos,www.fb.me/chesterfield.license,(636) 206-4905,,,WEBSITE - www.losllc.comEMAIL - chesterfieldoffice.los@gmail.com,"Temporarily closed due to COVID-19 until May 18, 2020Ability to join virtual lines, schedule appointments from your computer or mobile device and receive wait time updates. Ways to contact office: Email or ""Contact Us"" link on the Internet, Facebook, Twitter and Texting (Information listed below). Services for the Elderly or Disabled: Curbside Service, Special appointments, Assist with changing or replacing plates/tabs, Process Transactions in the customer waiting area, Direct customers to front of the line, Wheelchair availability. Customer Satisfaction Initiatives: Completed Comment Cards will be used in drawing. Other Services: Motor Vehicle transaction drop-off service, Free WiFi."
012,3,1MV,MARSHALL,165 West Court ST,,MARSHALL,MO,65340-0000,,Saline,(660) 886-6704,(660) 886-6743,2,MARSHALLAGENTOFFICE@DOR.MO.GOV,MARSHALL CHAMBER OF COMMERCE,CRYSTAL NEWSOME,,"Monday - Thursday - 8:00 to 5:00, Friday - 8:00 to 6:00",,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/6/2020 (at 3:45 PM ),  3/24/2020,  03/25/20,  03/26/20,  03/27/20,  03/28/20,  03/30/20,  03/31/20,  04/01/20,  04/02/20,  04/03/20,  04/04/20,   4/6/2020 (open at 9:00 AM ),  04/07/20,  04/08/20,  04/09/20,  04/10/20,  04/11/20,  04/13/20,  04/14/20,  04/15/20,  04/16/20,  04/17/20,  04/18/20,  04/20/20,  04/21/20,  04/22/20,  04/23/20,  04/24/20,  04/25/20,  04/27/20,  04/28/20,  04/29/20,  04/30/20,  5/1/2020 (open at 8:00 AM ), 05/02/20,  5/4/2020 (open at 9:00 AM ),  12/24/2020",,"(39.11014, -93.203537)",,,(660) 202-2230,,,EMAIL - licenseoffice@marshallmochamber.com,"Due to COVID-19 the office is temporarily adjusting hoursMay 4-15Monday - Friday 9:00 a.m. - 5:00 p.m.Normal hours will resume normal hours on May 18thAbility to schedule appointments from your computer or mobile device Ways to contact office: Email or ""Contact Us"" link on the Internet, Facebook and Texting (links listed below). Services for the Elderly or Disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process Transactions in the customer waiting area.Customer Satisfaction Initiatives: Completed Comment Cards will be used in drawing. Other Services: Motor Vehicle transaction drop-off service, Free WiFi."
045,9,1MV,MOBERLY,521 WEST COATES,,MOBERLY,MO,65270-0000,,Randolph,(660) 263-4447,(660) 263-4826,2,MOBERLYAGENTOFFICE@DOR.MO.GOV,"LICENSE OFFICE SERVICES, LLC",TERRY CLARK,,Monday - Friday - 8:00 to 6:00,,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/26/2020,  3/26/2020,     03/27/20,    03/28/20,    03/30/20,    03/31/20,     04/01/20,    04/02/20,     04/03/20,    04/04/20,     4/6/2020 (open at 9:00 AM), 04/06/20,    04/07/20,    04/08/20,    04/09/20,    04/10/20,    04/11/20,    04/13/20,    04/14/20,    04/15/20,    04/16/20,    04/17/20,    04/18/20,     4/20/2020 (open at 8:00 AM), 04/20/20,   04/21/20,   04/22/20,   04/23/20,   04/24/20,   04/25/20,    4/27/2020 (open at 8:00 AM ), 04/27/20, 04/28/20, 04/29/20, 04/30/20, 05/01/20, 05/02/20,  5/4/2020 (open at 8:00 AM ),    5/22/20,    9/4/20,    11/27/20,    12/24/20",,"(39.42086, -92.441844)",,https://www.facebook.com/moberlylicenseoffice,(660) 851-4377,,,Public E-mail Address: sarahndent.los@gmail.comWebsite: www.losllc.com,Due to COVID-19 the office will be temporarily the number of customers allowed in the office at one time
162,8,1MV,CLAYTON,7800 MARYLAND AVE,,CLAYTON,MO,63105-0000,,St. Louis County,(314) 475-2237,(888) 315-9593,3,CLAYTONAGENTOFFICE@DOR.MO.GOV,"LICENSE OFFICE SERVICES, LLC",MARY J STEFANSKI,,"Monday - Friday - 8:00 to 6:00, Saturdays - 8:00 to 12:00",,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/5/2020 (at 12:00 PM ),  4/20/2020, 04/21/20, 04/22/20, 04/23/20, 04/24/20, 04/25/20,  4/27/2020 (open at 9:00 AM ),  5/23/20,  7/4/20,  9/5/20,  11/27/20,   11/28/20,  12/24/20",,"(38.651213, -90.336978)",,https://www.facebook.com/claytonlicense/,(314) 325-2541,,,Public E-mail Address: CLAYTONOFFICE.LOS@GMAIL.COMContractor's Website: WWW.LOSLLC.COM,"Temporarily closed due to COVID-19 until May 18, 2020Ways to contact office: Email or ""Contact Us"" link on the Internet, Facebook and Texting (information listed below). Services for the Elderly or Disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process Transactions in the customer waiting area, Direct customers to front of the line, Wheelchair availabilityCustomer Satisfaction Initiatives: Completed Comment Cards will be used in drawing. Other Services: Motor Vehicle transaction drop-off service, Free WiFi."
156,6,1MV,ELDON,"404 EAST 4TH ST, SUITE B",,ELDON,MO,65026,,Miller,(573) 392-0339,(573) 557-2479,2,ELDONAGENTOFFICE@DOR.MO.GOV,"YORK MANAGEMENT GROUP, LLC",KIMBERLY TURNER,,"Monday - Friday - 8:30 to 5:30, Last Saturday - 8:00 to 12:00",,"President’s Day (02/17/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/5/2020, 9/5/20, 11/27/20, 11/28/20, 12/24/20, 12/26/20",,"(38.346463, -92.578257)",,https://www.facebook.com/Eldon-License-Office-352461611897016/,(314) 730-0606,,,Public Email Address: Eldon@yorkmanagementgroup.com,"Due to COVID-19 the office is temporarily adjusting hoursDue to COVID-19 office has temporarily changed hoursMonday - Friday 9:00 a.m. -3:00 p.m.Last Saturday of the month 9:00 a.m. - 12:00 p.m.Ways to contact office: Email or ""Contact Us"" link on the Internet, Facebook and Texting. Services for the Elderly or Disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process Transactions in the customer waiting area, Direct customers to front of the line, Wheelchair availability.Customer Satisfaction Initiatives: Completed Comment Cards will be used in drawing. Other Services: Motor Vehicle transaction drop-off service, Free WiFi."
088,14,1MV,CARUTHERSVILLE,610 WARD AVENUE SUITE 1D,,CARUTHERSVILLE,MO,63830-0000,Pemiscot County Court House,Pemiscot,(573) 333-4822,(573) 333-9905,1,CARUTHERSVILLEAGENTOFFICE@DOR.MO.GOV,"PICKARD ENTERPRISES, LLC",AMANDA PICKARD,,Monday - Friday - 8:30 to 4:30,Monday-Friday from 12:00 to 1:00,"Christmas Day (12/25/19), New Year’s Day (01/01/20), Martin Luther King Day (01/20/20), Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/11/2020 (at 12:00 PM until 2:30 PM ),    2/11/2020 (open at 2:30 PM ),    3/12/2020 (at 12:00 PM ),    3/23/2020 (at 12:00 PM ),    03/24/20,    03/25/20,    03/26/20,    03/27/20,    03/28/20,    03/30/20,    03/31/20,    04/01/20,    04/02/20,    4/2/2020,    04/03/20,    04/04/20,     4/6/2020 (open at 8:30 AM ),   04/06/20,   04/07/20,   04/08/20,   04/09/20,   04/10/20,   04/11/20,    4/13/2020 (open at 8:30 AM ),  04/14/20,  04/15/20,  04/16/20,  04/17/20,  04/18/20,  04/20/20,  04/21/20,  04/22/20,  4/22/2020 (at 8:30 AM ),  04/23/20,  04/24/20,  04/25/20,   4/27/2020 (open at 8:30 AM ), 04/27/20, 04/28/20, 04/29/20, 04/30/20, 05/01/20, 05/02/20, 05/04/20, 05/05/20, 05/06/20, 05/07/20, 05/08/20, 05/09/20, 05/11/20, 05/12/20, 05/13/20, 05/14/20, 05/15/20, 05/16/20,  5/18/2020 (open at 8:30 AM ),    11/27/20,    12/24/20",,"(36.1900028, -89.6562484)",,https://www.facebook.com/amanda.pickard.50,(573) 212-8114,,,Publie Email: CaruthersvilleLB@yahoo.com,"Due to COVID-19 the office is temporarily closed until May 18, 2020"
130,12,1MV,BRANSON WEST,11016 E ST HWY 76,,BRANSON WEST,MO,65737-0000,CLAYBOUGH PLAZA MALL,Stone,(417) 272-8815,(417) 272-3059,2,BRANSONWESTAGENTOFFICE@DOR.MO.GOV,"LICENSE OFFICE SERVICES, LLC",DANIELLE MARTIN,,Monday - Friday - 7:30 to 5:00,,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/5/2020, 2/11/2020 (at 8:30 AM until 9:30 AM ),   2/11/2020 (open at 9:30 AM ), 3/26/2020 (at 10:00 AM ), 5/22/20, 9/4/20, 11/27/20, 12/24/2020",,"(36.696855, -93.36762)",WWW.TWITTER.COM/BWLICENSEOFFICE,WWW.FACEBOOK.COM/BRANSON-WEST-LICENSE-OFFICE-1255367371147811,(417) 242-1769,,,Public E-mail Address: BRANSONWEST.LOS@GMAIL.COMContractor's Website: www.losllc.com,"Ways to contact office: Email or ""Contact Us"" link on the Internet, Facebook, Twitter and Texting (Information listed below). Services for the Elderly or Disabled: Curbside Service, Special appointments, Assist with changing or replacing plates/tabs, Process Transactions in the customer waiting area, Direct customers to front of the line, Wheelchair availability. Customer Satisfaction Initiatives: Completed Comment Cards will be used in drawing. Other Services: Motor Vehicle transaction drop-off service, Free WiFi."
181,12,1MV,GLENSTONE,1002 SOUTH GLENSTONE,,SPRINGFIELD,MO,65804-0000,,Greene,(417) 831-2600,(417) 831-2604,3,GLENSTONEAGENTOFFICE@DOR.MO.GOV,BREAST CANCER FOUNDATION OF THE OZARKS,TYLEESHA CYPRET,,"Monday - Friday - 8:30 to 5:30, Saturday - 9:00 to 12:00, Last Saturday - 8:00 to 12:00, Last 4 Weekdays of the Month - 8:30 to 6:30",,"Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/5/2020 (at 1:00 PM ),  3/25/2020,  03/26/20,  03/27/20,  03/28/20,  03/30/20,  03/31/20,  04/01/20,  04/02/20,  04/03/20,  04/04/20,  4/6/2020 (open at 8:30 AM ),  04/07/20,  04/08/20,  04/09/20,  04/10/20,  04/11/20,  04/13/20,  04/14/20,  04/15/20,  04/16/20,  04/17/20,  04/18/20,  04/20/20,  04/21/20,  04/22/20,  04/23/20,  04/24/20,  04/25/20,   4/27/2020 (open at 8:30 AM ), 04/28/20, 04/29/20, 04/30/20, 05/01/20, 05/02/20,  5/4/2020 (open at 8:30 AM ),   5/23/20,  7/4/20,  9/5/20,  11/27/20,  11/28/20,  12/24/20 (p.m. only),  12/26/20",,"(37.196001, -93.261495)",,https://www.facebook.com/bcfoglenstonelicenseoffice/,(417) 616-3321,,,Public E-mail Address: debbie@bcfo.org,Due to COVID-19 the office is temporarily adjusting hoursMonday - Friday: 8:30am to 4:00pm Saturday: 8:00am to 12:00pm Closing from 12:00 - 12:30 p.m. daily
010,3,1MV,LEXINGTON,1016 Main St,,LEXINGTON,MO,64067-0000,LEXINGTON CHAMBER OF COMMERCE BUILDING,Lafayette,(660) 259-2872,(660) 259-3407,2,LEXINGTONAGENTOFFICE@DOR.MO.GOV,LEXINGTON AREA CHAMBER OF COMMERCE,PENNY GROSSO,,"Monday - Friday - 8:30 to 4:30, Last Saturday - 8:30 to 12:00, Last 4 WKDYS of Month - 8:30 to 5:30",,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","4/2/2020, 04/03/20, 04/04/20, 04/06/20, 04/07/20, 04/08/20, 04/09/20, 4/10/20, 04/10/20, 04/11/20, 04/13/20, 04/14/20, 04/15/20, 04/16/20, 04/17/20, 04/18/20, 04/20/20, 04/21/20, 04/22/20, 04/23/20, 04/24/20, 04/25/20, 04/27/20, 04/28/20, 04/29/20, 04/30/20,  5/1/2020 (open at 8:30 AM ), 11/27/20, 11/28/20, 12/24/20, 12/26/20",,"(39.185542, -93.882886)",,https://www.facebook.com/LexingtonLicenseOffice/,(660) 232-2256,,,Contractor's Website:www.historiclexington.com License Office's Website: www.lexingtonlicenseoffice.historiclexington.com,
