Application Type,Application Number,Process Date,Issued Date,Final Date,Expire Date,Street number,Street Pre direction,Street name,Street Post direction,Street suffix,City,State   ,Zip Code,Proposed Construction,Section 59,Existing Structure,New SFD,Non Complying,Non Conforming,Proposed Structure,Room Add,Accessory structure,Fence - Retaining wall,Porch,Swim Pool,Garage - Carport,Shed,Deck,Other,Zoning Type,Location,Comments,Location1
DEVELOPMENT STANDARDS VARIANCE,233205,12/07/2004,12/07/2004,,,11100,,GLEN,,RD,ROCKVILLE,MD,20854,ACC.BLDG/WALL SEC.59C-1.326( )(1)ALLOWS REAR YARD ONLY,,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,RE-2,,,"11100 GLEN RD
ROCKVILLE, MD 20854
(39.047361, -77.228337)"
DEVELOPMENT STANDARDS VARIANCE,215078,12/31/2001,12/31/2001,,,7818,,STRATFORD,,RD,BETHESDA,MD,20814,OF COVERED PORCH REQ. VAR. 26FT. FROM EST. BLDG. LINE.,C-1.323(a),N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,R-60,,BLDG PERMIT#265687,"7818 STRATFORD RD
BETHESDA, MD 20814
(38.988828, -77.10858)"
DEVELOPMENT STANDARDS VARIANCE,217441,06/12/2002,06/12/2002,08/30/2002,,11601,,FARMLAND,,DR,ROCKVILLE,MD,20852,OF A GARAGE REQ A VAR FROM MIN AND TOTAL SIDE YARDS.,,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,R-90,,BLDG PERMIT#279218,"11601 FARMLAND DR
ROCKVILLE, MD 20852
(39.045639, -77.144133)"
DEVELOPMENT STANDARDS VARIANCE,215318,01/24/2002,01/24/2002,,,13,,JONESVILLE,,CT,POOLESVILLE,MD,20837,OF A GARAGE REQUIRES A VARIANCE.,C-1.323(b)(1),N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,RMH200,,,"13 JONESVILLE CT
POOLESVILLE, MD 20837
(39.158571, -77.396079)"
DEVELOPMENT STANDARDS VARIANCE,229301,05/10/2004,05/10/2004,,,25325,,WOODFIELD,,RD,DAMASCUS,MD,20872,OF A GARAGE REQ A VAR FROM 65' FRONT YARD SETBACK.,C-1.326(a)(1)(2)(A),N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,RE-2C,,permit denial for proposed garage to reduce accessory structure setback from 65' to 20.5',"25325 WOODFIELD RD
DAMASCUS, MD 20872
(39.272762, -77.204499)"
DEVELOPMENT STANDARDS VARIANCE,222776,06/30/2003,06/30/2003,,,11920,,RIVER,,RD,POTOMAC,MD,20854,SWIMMING POOL REQ A VAR TO REMAIN IN THE SIDE YARD.,C-1.326(a)(1),N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,RE-2,,BLDG PERMIT#310685,"11920 RIVER RD
POTOMAC, MD 20854
(39.037753, -77.245747)"
DEVELOPMENT STANDARDS VARIANCE,224713,10/08/2003,10/08/2003,04/21/2006,,8615,,SNOWHILL,,CT,POTOMAC,MD,20854,OF A SHED TO BE PLACED IN THE FRONT YARD.,C-1.326(a)(1)(A),N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,R-200,,building permit denial to construct shed in front yard,"8615 SNOWHILL CT
POTOMAC, MD 20854
(39.021675, -77.177465)"
DEVELOPMENT STANDARDS VARIANCE,210804,03/16/2001,03/16/2001,03/16/2001,,9406,,LOCUST HILL,,RD,BETHESDA,MD,20814,COVERED UNENCLOSED PORCH REQUIRES A VARIANCE.,C-1.323(a),N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,R-60,,BLDG PERMIT#242259,"9406 LOCUST HILL RD
BETHESDA, MD 20814
(39.009552, -77.096274)"
DEVELOPMENT STANDARDS VARIANCE,217024,05/14/2002,05/14/2002,,,1,,BUTTERCHURN,,CT,SILVER SPRING,MD,20905,OF A ROOM ADDITION REQ A VAR FROM THE SIDE YARD.,C-1323(b)(1),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-200,,BLDG PERMIT#259721,"1 BUTTERCHURN CT
SILVER SPRING, MD 20905
(39.100813, -77.008812)"
DEVELOPMENT STANDARDS VARIANCE,352326,04/28/2016,,,,8601,,RAPLEY GATE,,TER,POTOMAC,MD,20854,swimming pool in front of lot (Oaklyn Terr),4.4.5.B.2.c,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,RE-2C,,Applicant wishes to construct a new pool forward of the rear building line. Lot does not have a rear lot line so there is no rear building line for the accessory structure to be behind. Swimming pools,"8601 RAPLEY GATE TER
POTOMAC, MD 20854
(38.996816, -77.190746)"
DEVELOPMENT STANDARDS VARIANCE,355389,11/17/2016,,,,812,,SNIDER,,LN,SILVER SPRING,MD,20905,of sheds over 50% footprint of main str. 59.4.4.6.B.2.d,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,RE-1,,Applicant would like to build two more accessory structures. Total structures are already over 50% of the footprint of the main structure and want to increase it more. The total of all accessory st,"812 SNIDER LN
SILVER SPRING, MD 20905
(39.111352, -76.99201)"
DEVELOPMENT STANDARDS VARIANCE,217493,06/17/2002,06/17/2002,,,716,,TANLEY,,RD,SILVER SPRING,MD,20904,OF A GARAGE REQ A VAR FROM SIDE YD SETBACK.,C-1.323(a)(1),Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,RURAL,,BLDG PERMIT#280290,"716 TANLEY RD
SILVER SPRING, MD 20904
(39.051338, -76.996272)"
DEVELOPMENT STANDARDS VARIANCE,227385,03/15/2004,03/15/2004,,,13322,,GEORGIA,,AVE,SILVER SPRING,MD,20906,OF AN EXISTING 40'X 22' GAR REQ A VAR FROM 13' SETBACK,C-1.326(a)(2)(B)(4),Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,R-60,,building permit denial to reduce the minimum setback from 13' to 8' for a 40'x22' garage,"13322 GEORGIA AVE
SILVER SPRING, MD 20906
(39.075399, -77.068474)"
DEVELOPMENT STANDARDS VARIANCE,220689,03/07/2003,03/07/2003,,,13503,,ORIENTAL,,ST,ROCKVILLE,MD,20853,OF A GARAGE REQ A VAR FROM THE 8' MIN & 25' TOTAL YDS.,C-1.323(b)(1),N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,R-90,,BLDG PERMIT#299495,"13503 ORIENTAL ST
ROCKVILLE, MD 20853
(39.075967, -77.099824)"
DEVELOPMENT STANDARDS VARIANCE,235888,04/15/2005,04/18/2005,,,501,,TULIP,,AVE,TAKOMA PARK,MD,20912,REQ A VAR OF 13.3% FROM THE 18% LOT COVERAGE @ 31.3%,C-2.417,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-20,,variance to reduce 18% lot coverage by 13.3% for a total percentage lot coverage of 31.3%,"501 TULIP AVE
TAKOMA PARK, MD 20912
(38.975687, -77.010768)"
DEVELOPMENT STANDARDS VARIANCE,268595,03/15/2011,03/15/2011,,,8415,,LYNBROOK,,DR,BETHESDA,MD,20814,OF 2 STY ROOM ADDN REQ A VAR FROM 20' REAR YD SETBACK.,C-1.323(b)(2),N,N,N,N,Y,N,N,N,N,N,N,N,N,N,R-60,,building permit denial to reduce rear yard setback of proposed two room addition from 20' to 7',"8415 LYNBROOK DR
BETHESDA, MD 20814
(38.994469, -77.088255)"
DEVELOPMENT STANDARDS VARIANCE,346497,09/24/2015,,,,8000,,PINEY BRANCH,,RD,SILVER SPRING,MD,20910,of a screen porch req a 8.75' var from 20' rear yd s/b,4.4.9.B.2,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,R-60,,building permit denial to reduce the rear yard setback of a proposed screened porch from 20' to 11.25',"8000 PINEY BRANCH RD
SILVER SPRING, MD 20910
(38.989231, -77.011484)"
DEVELOPMENT STANDARDS VARIANCE,221072,04/08/2003,04/08/2003,,,9907,,FLEMING,,AVE,BETHESDA,MD,20814,REQ A 3% VAR FROM 35% LOT COV OF 38% PER 59-C-1.328.,C-1.328,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,R-60,,BLDG PERMIT#301753,"9907 FLEMING AVE
BETHESDA, MD 20814
(39.017559, -77.112379)"
DEVELOPMENT STANDARDS VARIANCE,206169,07/25/2000,07/25/2000,,,8300,,TILBURY,,ST,BETHESDA,MD,20814,REQUIRES A 3' VARIANCE FROM THE 5' REAR YARD SETBACK,C-1.26(a)(2)(C),N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,R-60,,,"8300 TILBURY ST
BETHESDA, MD 20814
(38.992954, -77.094067)"
DEVELOPMENT STANDARDS VARIANCE,269644,05/20/2011,05/20/2011,,,11613,,GAINSBOROUGH,,RD,POTOMAC,MD,20854,OF ROOM ADDN REQ A VAR FROM 25' REAR YD SETBACK,C-1.323(b)(2),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-90,,building permit denial to reduce rear yard setback of proposed addition from 25' to 20',"11613 GAINSBOROUGH RD
POTOMAC, MD 20854
(39.047758, -77.162376)"
DEVELOPMENT STANDARDS VARIANCE,238426,07/22/2005,07/22/2005,,,5810,,CONNECTICUT,,AVE,CHEVY CHASE,MD,20815,OF A 8.33' TALL FENCE REQ A VAR TO BE LOCATED IN FRONT,C-1.326(a)(1),N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,R-60,,building permit denial to allow 8.33' tall fence to be located in the front yard,"5810 CONNECTICUT AVE
CHEVY CHASE, MD 20815
(38.969044, -77.07719)"
DEVELOPMENT STANDARDS VARIANCE,235049,03/16/2005,03/16/2005,03/16/2005,,800,,SILVER SPRING,,AVE,SILVER SPRING,MD,20910,EXISTING CARPORT IS 2 FT. FROM REAR LOT LINE.,C-1.326(b)(2),Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,R-60,,,"800 SILVER SPRING AVE
SILVER SPRING, MD 20910
(38.991773, -77.022097)"
DEVELOPMENT STANDARDS VARIANCE,217969,07/15/2002,07/15/2002,,,4605,,HUNT,,AVE,CHEVY CHASE,MD,20815,EXISTING DWELLING REQ A VAR FROM THE REAR SETBACK.,C-1.323(b)(2),Y,N,N,N,N,N,N,N,N,N,N,N,N,N,R-60,,BLDG PERMIT#282689,"4605 HUNT AVE
CHEVY CHASE, MD 20815
(38.970572, -77.089954)"
DEVELOPMENT STANDARDS VARIANCE,237602,06/24/2005,06/24/2005,,,4620,,NORWOOD,,DR,CHEVY CHASE,MD,20815,OF A ROOM ADDN REQ A 1' VAR FROM 7' SIDE YD SETBACK.,B-5.3(a),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,permit denial to reduce proposed room addition from 7' to 6' side yard setback,"4620 NORWOOD DR
CHEVY CHASE, MD 20815
(38.97536, -77.092064)"
DEVELOPMENT STANDARDS VARIANCE,253097,05/30/2007,05/30/2007,,,11901,,RENICK,,LN,SILVER SPRING,MD,20904,OF AN EXISITNG SHED REQ A VAR FROM 5' SIDE YD SETBACK.,C-1.326(a)(2)(B),Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,R-90,,building permit denial to reduce side yard setback from 5' to 3',"11901 RENICK LN
SILVER SPRING, MD 20904
(39.051746, -76.991879)"
DEVELOPMENT STANDARDS VARIANCE,229927,06/16/2004,06/16/2004,,,12701,N,COMMONS,,WAY,POTOMAC,MD,20854,OF A SUNROOM REQ A VAR FROM THE 25' REAR YD SETBACK.,C-1.433(b),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-150,,permit denial for sunroom-BLDG PERMIT#344506,"N 12701 COMMONS WAY
POTOMAC, MD 20854"
DEVELOPMENT STANDARDS VARIANCE,262846,08/25/2009,08/25/2009,,,11803,,MILBERN,,DR,POTOMAC,MD,20854,OF GARAGE REQ VAR FROM 8' MIN & 25' TOTAL SIDE YARDS.,C-1.323(b)(1),N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,R-90,,building permit denial to reduce side yard and total side yard setbacks for proposed garage from 8' to 6' and 25' to 17.1',"11803 MILBERN DR
POTOMAC, MD 20854
(39.048968, -77.174489)"
DEVELOPMENT STANDARDS VARIANCE,367172,02/08/2019,,,,6824,,GRANBY,,ST,BETHESDA,MD,20817,Foyer Addition Front Right of existing house.,4.4.8.2,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-90,,FRONT ADDITION.,"6824 GRANBY ST
BETHESDA, MD 20817
(38.978879, -77.11837)"
DEVELOPMENT STANDARDS VARIANCE,202473,12/22/1999,12/22/1999,,,913,,CLIFTONBROOK,,LN,SILVER SPRING,MD,20905,IS A CARPORT ALONG NEW HAMPSHIRE AVE. FRONT LOT LINE.,C-1.326(b)(2),N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,RE-2,,,"913 CLIFTONBROOK LN
SILVER SPRING, MD 20905
(39.139507, -76.996395)"
DEVELOPMENT STANDARDS VARIANCE,213400,08/20/2001,08/20/2001,,,2716,,FENIMORE,,RD,SILVER SPRING,MD,20902,OF A COVERED UNENCLOSED PORCH REQUIRES A VARIANCE.,C-1.323(a),N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,R-60,,,"2716 FENIMORE RD
SILVER SPRING, MD 20902
(39.044246, -77.058202)"
DEVELOPMENT STANDARDS VARIANCE,208632,10/20/2000,10/20/2000,10/20/2000,,11204,,FARMLAND,,DR,ROCKVILLE,MD,20852,,C-1.326(a)(2)(b),N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,R-90,,,"11204 FARMLAND DR
ROCKVILLE, MD 20852
(39.039888, -77.14521)"
DEVELOPMENT STANDARDS VARIANCE,206474,08/09/2000,08/09/2000,01/03/2001,,14415,,MARINE,,DR,SILVER SPRING,MD,20905,REQUIRES A VARIANCE FROM MARINE TERRACE STREET LINE,C-1.323(a),N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,R-200,,,"14415 MARINE DR
SILVER SPRING, MD 20905
(39.092668, -77.00958)"
DEVELOPMENT STANDARDS VARIANCE,218307,08/06/2002,08/06/2002,,,1021,,NORWOOD,,RD,SILVER SPRING,MD,20905,EXISTING SHED REQ A VAR IN ACCORDANCE WITH SE.,G-2.30.(4)(ii),Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,RE-2C,,,"1021 NORWOOD RD
SILVER SPRING, MD 20905
(39.124915, -77.027365)"
DEVELOPMENT STANDARDS VARIANCE,206544,08/15/2000,08/15/2000,,,5509,,JOHNSON,,AVE,BETHESDA,MD,20817,REQUIRES A VARIANCE FOR EXCEEDING 15' HEIGHT LIMIT.,C-1.326(a)(3),N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,R-60,,,"5509 JOHNSON AVE
BETHESDA, MD 20817
(39.005251, -77.112061)"
DEVELOPMENT STANDARDS VARIANCE,350273,11/19/2015,,,,10221,,TYBURN,,TER,BETHESDA,MD,20814,of a new SFD req a var from 25.6' sidestreet EBL,4.4.8.B.2,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,R-90,,building permit denial for new SFD to reduce side street setback from established building line of 25.6' to 19.8' along Cheshire Drive,"10221 TYBURN TER
BETHESDA, MD 20814
(39.024567, -77.119955)"
DEVELOPMENT STANDARDS VARIANCE,221296,04/25/2003,04/25/2003,,,3410,,SHEPHERD,,ST,CHEVY CHASE,MD,20815,1 STORY ROOM ADDITION REQ A VAR FROM EST BLDG LINE.,C-1.323(a),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,BLDG PERMIT#304048,"3410 SHEPHERD ST
CHEVY CHASE, MD 20815
(38.979641, -77.068479)"
DEVELOPMENT STANDARDS VARIANCE,215091,01/02/2002,01/02/2002,01/02/2002,,1011,S,MANSION,,DR,SILVER SPRING,MD,20910,ROOM ADDITION REQUIRES A VARIANCE.,C-1.323(b)(2),N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,R-60,,,"S 1011 MANSION DR
SILVER SPRING, MD 20910"
DEVELOPMENT STANDARDS VARIANCE,221405,05/05/2003,05/05/2003,,,8001,,CARROLL,,AVE,TAKOMA PARK,MD,20912,ROOM ADDN REQ A VAR FROM THE 25.41' EST BLDG LINE.,C-1.323(a),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,BLDG PERMIT #304799,"8001 CARROLL AVE
TAKOMA PARK, MD 20912
(38.988383, -76.99399)"
DEVELOPMENT STANDARDS VARIANCE,319289,07/22/2014,07/22/2014,07/22/2014,,4919,,CUMBERLAND,,AVE,CHEVY CHASE,MD,20815,existing SFD req 1' var from 20' setback,4.4.9.B.2,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,R-60,,693 sq/ft second floor room addition,"4919 CUMBERLAND AVE
CHEVY CHASE, MD 20815
(38.969764, -77.099595)"
DEVELOPMENT STANDARDS VARIANCE,237611,06/24/2005,06/24/2005,,,3921,,ASPEN,,ST,CHEVY CHASE,MD,20815,EXISTING SFD REQ A VAR FROM 20' REAR YD SETBACK.,C-1.323(b)(2),Y,N,N,N,N,N,N,N,N,N,N,N,N,N,R-60,,permit denial to reduce rear yard setback of existing SFD from 20' to 5',"3921 ASPEN ST
CHEVY CHASE, MD 20815
(38.98624, -77.079356)"
DEVELOPMENT STANDARDS VARIANCE,363728,06/01/2018,,,,12311,,LIMA,,DR,SILVER SPRING,MD,20904,Ac.Strct. larger than 24x24 59.4.4.8.B.2.c,4.4.8.B.2.c,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,R-90,,,"12311 LIMA DR
SILVER SPRING, MD 20904
(39.058505, -76.993268)"
DEVELOPMENT STANDARDS VARIANCE,220192,01/17/2003,01/17/2003,,,4316,,WARNER,,ST,KENSINGTON,MD,20895,1 STY ROOM ADDN REQ A VAR FROM THE 20' REAR YD SETBACK,C-1.323(b)(2),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,BLDG PERMIT#296281,"4316 WARNER ST
KENSINGTON, MD 20895
(39.029739, -77.085926)"
DEVELOPMENT STANDARDS VARIANCE,222225,06/10/2003,,,,216,,HILLMOOR,,DR,SILVER SPRING,MD,20901,IS A 2 STORY FRONT ADDITION,C-1.323(a),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,BLDG PERMIT#308308,"216 HILLMOOR DR
SILVER SPRING, MD 20901
(39.022535, -77.005784)"
DEVELOPMENT STANDARDS VARIANCE,234198,02/10/2005,02/10/2005,,,5206,,FALMOUTH,,CT,BETHESDA,MD,20816,OF AN EXISTING SFD REQ A VAR FROM 20' REAR YARD.,C-1.323(b)(2),Y,N,N,N,N,N,N,N,N,N,N,N,N,N,R-60,,building permit denial to reduce rear setback of existing SFD to 16.02',"5206 FALMOUTH CT
BETHESDA, MD 20816
(38.951654, -77.105399)"
DEVELOPMENT STANDARDS VARIANCE,205020,05/18/2000,05/18/2000,,,9,,PINE,,AVE,TAKOMA PARK,MD,20912,IS TO ENCLOSE A PORCH AND BUILD AN ADDITION IN THE REAR,C-1.323(b)(2),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,,"9 PINE AVE
TAKOMA PARK, MD 20912
(38.974852, -77.008919)"
DEVELOPMENT STANDARDS VARIANCE,262472,07/22/2009,07/22/2009,,,7503,,MACARTHUR,,BLVD,CABIN JOHN,MD,20818,OF A ROOM ADDN REQ A VAR FROM 7' SIDE YARD SETBACK.,C-1.323(b)(1),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-90,,building permit denial to reduce the required side yard setback for a room addition from 7' to 5',"7503 MACARTHUR BLVD
CABIN JOHN, MD 20818
(38.972966, -77.153697)"
DEVELOPMENT STANDARDS VARIANCE,215778,02/25/2002,02/25/2002,,,2201,,KINGSHOUSE,,RD,SILVER SPRING,MD,20905,OF A CARPORT REQUIRES A VARIANCE.,C-1.323(a),N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,RE-1,,,"2201 KINGSHOUSE RD
SILVER SPRING, MD 20905
(39.102068, -76.966571)"
DEVELOPMENT STANDARDS VARIANCE,221671,05/19/2003,05/19/2003,,,9213,,WIRE,,AVE,SILVER SPRING,MD,20901,OF A NEW SFD REQ A VAR FROM THE 20' REAR YARD SETBACK,C-1.323(b)(2),N,Y,N,N,N,N,N,N,N,N,N,N,N,N,R-60,,,"9213 WIRE AVE
SILVER SPRING, MD 20901
(39.007671, -77.010834)"
DEVELOPMENT STANDARDS VARIANCE,207989,09/06/2000,09/11/2000,,,22325,,RIDGE,,RD,GERMANTOWN,MD,20876,REQUIRES A VARIANCE FROM 59-C-9.45 TO BE IN SIDE YARD.,C-9.45(b)(1),N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,RC,,,"22325 RIDGE RD
GERMANTOWN, MD 20876
(39.222512, -77.237665)"
DEVELOPMENT STANDARDS VARIANCE,216768,04/25/2002,04/25/2002,,,210,,BREWSTER,,AVE,SILVER SPRING,MD,20901,REQUIRES A VARIANCE FROM THE EST. BLDG. LINE.,C-1.323(a),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,BLDG PERMIT#275791,"210 BREWSTER AVE
SILVER SPRING, MD 20901
(39.01101, -77.013682)"
DEVELOPMENT STANDARDS VARIANCE,263785,11/17/2009,11/20/2009,,,7012,,MUNCASTER MILL,,RD,ROCKVILLE,MD,20855,OF AN AIR CONDITION UNIT REQ A VAR FROM 12' SIDE YARD.,C-1.323(b)(1),Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,R-200,,building permit denial to reduce the required side yard setback for an existing air conditioner,"7012 MUNCASTER MILL RD
ROCKVILLE, MD 20855
(39.14302, -77.140151)"
DEVELOPMENT STANDARDS VARIANCE,200694,09/30/1999,09/30/1999,08/16/2000,,8707,,SECOND,,AVE,SILVER SPRING,MD,20910,,C-1.323(B)(1),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,,"8707 SECOND AVE
SILVER SPRING, MD 20910
(38.998389, -77.035007)"
DEVELOPMENT STANDARDS VARIANCE,367552,03/04/2019,,,,6824,,GRANBY,,ST,BETHESDA,MD,20817,Foyer,4.4.8.2,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-90,,,"6824 GRANBY ST
BETHESDA, MD 20817
(38.978879, -77.11837)"
DEVELOPMENT STANDARDS VARIANCE,231373,08/27/2004,08/27/2004,08/27/2004,,752,,SILVER SPRING,,AVE,SILVER SPRING,MD,20910,OF A 1 1/2 ST. ADD. ENCROACHES INTO BOTH SIDE YARDS.,1.323(b)(1),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,,"752 SILVER SPRING AVE
SILVER SPRING, MD 20910
(38.991805, -77.020892)"
DEVELOPMENT STANDARDS VARIANCE,214669,11/26/2001,11/26/2001,,,8606,,MAYFAIR,,PL,SILVER SPRING,MD,20910,EXISTING GARAGE REQUIRES A VARIANCE FORM THE REAR YARD,C-1.326(a)(2)(B),Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,R-60,,,"8606 MAYFAIR PL
SILVER SPRING, MD 20910
(39.000885, -77.022202)"
DEVELOPMENT STANDARDS VARIANCE,351565,03/01/2016,,,,7300,,MAPLE,,AVE,TAKOMA PARK,MD,20912,is a second story addition.,4.4.9-B-2,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,,"7300 MAPLE AVE
TAKOMA PARK, MD 20912
(38.978179, -77.012494)"
DEVELOPMENT STANDARDS VARIANCE,209086,11/17/2000,11/17/2000,11/17/2000,,6509,,WINNEPEG,,RD,BETHESDA,MD,20817,REQUIRES A VARIANCE FROM ESTABLISHED BUILDING LINE,C-1.323(a),N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,R-60,,,"6509 WINNEPEG RD
BETHESDA, MD 20817
(39.021749, -77.132517)"
DEVELOPMENT STANDARDS VARIANCE,224147,09/08/2003,09/08/2003,,,2905,,COVINGTON,,RD,SILVER SPRING,MD,20910,EXISTING PORCH REQ A VAR FROM THE 30.05' EST BLD LINE.,C-1.323(a),Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,R-90,,BLDG PERMIT#317431,"2905 COVINGTON RD
SILVER SPRING, MD 20910
(39.010541, -77.060047)"
DEVELOPMENT STANDARDS VARIANCE,211189,04/06/2001,04/06/2001,,,10602,,CAVALIER,,DR,SILVER SPRING,MD,20901,SHED REQ VAR FROM 59-C-1.326(A)(1)TO REMAIN IN SIDE YD,C-1.326(2)(C),Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,R-60,,BLDG PERMIT#244801,"10602 CAVALIER DR
SILVER SPRING, MD 20901
(39.029893, -77.013719)"
DEVELOPMENT STANDARDS VARIANCE,222769,06/27/2003,06/27/2003,,,8000,,PINEY BRANCH,,RD,SILVER SPRING,MD,20910,OF A ROOM ADDN REQ A VAR FROM THE MISS. AVE. SIDE LINE,C-1.323(a),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,BLDG PERMIT#310663,"8000 PINEY BRANCH RD
SILVER SPRING, MD 20910
(38.989231, -77.011484)"
DEVELOPMENT STANDARDS VARIANCE,358222,06/05/2017,,,,7612,,LYNN,,DR,CHEVY CHASE,MD,20815,One story frame addition over existing,4.4.9.B.2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,R-60,,,"7612 LYNN DR
CHEVY CHASE, MD 20815
(38.985923, -77.084443)"
DEVELOPMENT STANDARDS VARIANCE,231929,10/05/2004,10/05/2004,,,4608,N,CHELSEA,,LN,BETHESDA,MD,20814,EXISTING SHED REQ A VAR FROM 5' SIDE YARD SETBACK.,C-1.326(a)(2)(C),Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,R-60,,building permit denial to reduce existing shed setback from 5' to 1.5',"N 4608 CHELSEA LN
BETHESDA, MD 20814"
DEVELOPMENT STANDARDS VARIANCE,355304,11/09/2016,,,,6700,,COCKERILLE,,AVE,TAKOMA PARK,MD,20912,is for a second story addition.,4.4.9-B-2,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,,"6700 COCKERILLE AVE
TAKOMA PARK, MD 20912
(38.971942, -77.005147)"
DEVELOPMENT STANDARDS VARIANCE,218398,08/14/2002,08/14/2002,08/14/2002,,13121,,VENETIAN,,RD,SILVER SPRING,MD,20904,OF A DECK/GAZEBO REQ A VAR FROM THE REAR YD SETBACK.,C-1.323(b)(2),N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,R-90,,BLDG PERMIT#285231,"13121 VENETIAN RD
SILVER SPRING, MD 20904
(39.071266, -76.998255)"
DEVELOPMENT STANDARDS VARIANCE,255518,11/23/2007,11/23/2007,,,4808,,CRESCENT,,ST,BETHESDA,MD,20816,OF A 25' GARAGE REQ A VAR FROM 6' SIDE YD SETBACK.,C-1.326(a)(2)(C)(4),N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,R-60,,building permit denial to reduce side yard setback from 6' to 1',"4808 CRESCENT ST
BETHESDA, MD 20816
(38.952897, -77.097319)"
DEVELOPMENT STANDARDS VARIANCE,237909,07/05/2005,07/05/2005,,,11712,,GOODLOE,,RD,SILVER SPRING,MD,20906,OF A ROOM ADDN REQ A VAR FROM THE 20' REAR YD SETBACK.,C-1.323(b)(2),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,building permit denial to reduce rear yard setback from 20' to 13' for room addition,"11712 GOODLOE RD
SILVER SPRING, MD 20906
(39.048161, -77.087575)"
DEVELOPMENT STANDARDS VARIANCE,211515,04/24/2001,04/24/2001,,,3203,,WINNETT,,RD,CHEVY CHASE,MD,20815,IS A TWO STORY ADDITION,c-1.323(a),N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,R-60,,,"3203 WINNETT RD
CHEVY CHASE, MD 20815
(38.980722, -77.063864)"
