Project Number,Contract Number,Title,Status,Procurement Type,Award Type,Contract Award Date,Contract End Date,Contract Amount,Expended Amount YTD,Expended Amount LTD,Remaining Balance,Number of Bids,MWBE,MWBE Proposals,Vendor Name,Address Line 1,Address Line 2,City,State,Zip Code,Country,Location 1
09X7A2,T005395,CONSTR: Job Order Contracting Program - Albany,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,04/15/2008,09/30/2014,115106.00,0.00,115106.00,0.00,0,Y,0,"Cutting Edge Group, LLC",14 Walkup Cutoff Road,P.O. Box 733,Lake George,NY,12845,USA,"14 Walkup Cutoff Road
Lake George, NY 12845
(43.386894, -73.648077)"
36X7B3,T005395,CONSTR: Job Order Contracting Program - Albany,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,04/15/2008,09/30/2014,117167.00,111308.00,117167.00,0.00,0,Y,0,"Cutting Edge Group, LLC",14 Walkup Cutoff Road,P.O. Box 733,Lake George,NY,12845,USA,"14 Walkup Cutoff Road
Lake George, NY 12845
(43.386894, -73.648077)"
26X279,T005233,DESIGN: Construct Student Center,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,02/12/2007,10/28/2015,2462638.51,363596.85,2462638.51,0.00,6,N,0,"Kevin Hom Architects, P.C",16th Floor,15 West 37th Street,New York,NY,10018,USA,
23X7A8,T005633,CONSTR: JOCs - Plattsburg Region - General State,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,12/18/2009,12/08/2015,2279579.00,1930060.30,2211811.30,67767.70,0,N,0,Sorensen Gross Construction Services,3407 torrey Road,,Flint,MI,48507,USA,"3407 torrey Road
Flint, MI 48507
(42.976689, -83.732564)"
03X390,T005644,CONSTR: Demolish Laundry/Bakery Buildings,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,02/04/2010,08/15/2011,1735671.00,0.00,1735671.00,0.00,10,N,1,"Epic Contracting, LLC",3576 South Benzing Road,,Orchard Park,NY,14127,USA,"3576 South Benzing Road
Orchard Park, NY 14127
(42.786658, -78.778345)"
04X343,T005606,DESIGN: Commissioning - Campus Wide Satellite Boilers,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,10/27/2010,09/30/2020,58207.63,19340.07,58207.63,0.00,0,N,0,"Genesys Engineering, P.C.",38 Maiden Lane,,Kingston,NY,12401,USA,"38 Maiden Lane
Kingston, NY 12401
(41.931949, -74.014516)"
401002,T006466,CONSTR: Renovate 3 Union Avenue,Active,Design and Construction/Maintenance,Authority Contract - Competitive Bid,11/01/2018,12/05/2020,2400500.00,0.00,2001876.00,398624.00,3,N,1,"The VMJR Companies, LLC",73 Mohican Street,P. O. Box 518,Glens Falls,NY,12801,USA,"73 Mohican Street
Glens Falls, NY 12801
(43.304632, -73.647479)"
11X7A5,T005633,CONSTR: JOCs - Plattsburg Region - General State,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,12/18/2009,12/08/2015,170582.00,36959.00,170582.00,0.00,0,N,0,Sorensen Gross Construction Services,3407 torrey Road,,Flint,MI,48507,USA,"3407 torrey Road
Flint, MI 48507
(42.976689, -83.732564)"
20X152,T005700,DESIGN: Exterior Rehab - Illick Hall,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,07/28/2010,09/30/2016,1519870.16,260451.74,1519870.16,0.00,24,N,1,"Ashley McGraw Architects, P.C.",15th Floor,125 East Jefferson Street,Syracuse,NY,13202,USA,
29X405,T005544,CONSTR: Rehabilitate Elevators - PH IIB,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,05/21/2009,08/01/2012,2865477.00,0.00,2865477.00,0.00,4,N,0,Thyssenkrupp Elevator Corp.,"519 8th Avenue, Floor 5",,New York,NY,10018,USA,"519 8th Avenue
New York, NY 10018
(40.753263, -73.992695)"
36X093,D005131,CONSTR: Interior Renovation Of Levin Institute ,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,02/15/2006,06/30/2010,9118299.00,0.00,9118299.00,0.00,6,N,0,Glenman Industrial & Commercial Contr. Corp.,1 Odell Plaza,,Yonkers,NY,10701,USA,"1 Odell Plaza
Yonkers, NY 10701
(40.969388, -73.882546)"
14XA27,T005988,DESIGN: Asbestos Abatement - UH,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,04/26/2005,02/01/2015,5832.00,0.00,5832.00,0.00,0,N,0,Airtek Environmental Corporation,39 West 38th St.-7th Flr.,,New York,NY,10018,USA,"39 West 38th St
New York, NY 10018
(40.751778, -73.984611)"
07XA25,T005886,CONSTR: Fire Alarm System Upgrades ph1,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,11/17/2011,08/31/2013,1770081.00,711746.00,1770081.00,0.00,3,N,0,"Matco Electric Co., Inc.",3913 Gates Road,,Vestal,NY,13850,USA,"3913 Gates Road
Vestal, NY 13850
(42.107571, -75.979538)"
01XA94,T006508,CONSTR: Renovate Lecture Center LC1 LC2,Active,Design and Construction/Maintenance,Authority Contract - Competitive Bid,05/31/2019,10/30/2021,7908130.00,0.00,4269112.00,3639018.00,2,N,0,"Bunkoff General Contractors, Inc.",790 Watervliet Shaker Rd.,,Latham,NY,12110,USA,"790 Watervliet Shaker Rd
Latham, NY 12110
(42.739147, -73.796743)"
291014,T006398,CONSTR: Piping and Valve Replacement,Active,Design and Construction/Maintenance,Authority Contract - Competitive Bid,02/14/2018,01/31/2020,2342213.00,0.00,2332213.00,10000.00,5,N,2,"Maric Plumbing & Heating, Inc.",50-40 69th Place,,Woodside,NY,11377,USA,"50 40 69th Place
Woodside, NY 11377"
15X412,T005156,CONSTR: University Hospital Vertical Expansion Mechanical,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,06/28/2006,12/31/2012,29947815.00,330087.00,29947815.00,0.00,3,N,0,North Central Mechanical Inc.,100 North Michael St,Suite 202     PO Box 1997,St. Mary's,PA,15857,USA,"100 North Michael St
St Mary's, PA 15857
(41.428987, -78.562106)"
111034,T006360,"DESIGN: Repair Masonry Kehoe, Yokum, Angell, Myers and Feinberg.",Active,Design and Construction/Maintenance,Authority Contract - Best Value,08/19/2019,09/26/2020,496000.00,0.00,9867.10,486132.90,0,N,0,Mosaic Associates Architects,The Frear Building,"2 Third Street, Suite 440",Troy,NY,12180,USA,
251020,T006444,CONSTR: Replace Roofs- Various Buildings,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,06/15/2018,08/21/2019,662663.00,0.00,662663.00,0.00,4,N,2,Mid-State Industries Ltd.,1105 Catalyn Street,,Schenectady,NY,12303,USA,"1105 Catalyn Street
Schenectady, NY 12303
(42.790084, -73.940788)"
06X7A5,T005631,CONSTR: JOCs - Rochester Region,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,12/18/2009,01/31/2018,44543.00,0.00,44543.00,0.00,0,N,0,Sorensen Gross Construction Services,3407 torrey Road,,Flint,MI,48507,USA,"3407 torrey Road
Flint, MI 48507
(42.976689, -83.732564)"
29X414,T006222,CONSTR: Job Order Contracting: NYC Region,Active,Design and Construction/Maintenance,Authority Contract - Competitive Bid,02/29/2016,04/30/2019,190088.00,0.00,188714.00,1374.00,0,N,0,"Volmar Construction, Inc",4400 Second Avenue,,Brooklyn,NY,11232,USA,"4400 Second Avenue
Brooklyn, NY 11232
(40.652263, -74.013635)"
14X496,T006251,CONSTR: Upgrade HVAC Systems BSB,Active,Design and Construction/Maintenance,Authority Contract - Competitive Bid,04/06/2016,12/19/2019,7635533.00,0.00,7507550.00,127983.00,5,N,1,LoSardo General Contractors Inc.,35 Crescent Street,,Brooklyn,NY,11208,USA,"35 Crescent Street
Brooklyn, NY 11208
(40.688366, -73.873719)"
14X7A5,T005402,CONSTR: Job Order Contracting Program - New York City,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,06/02/2008,01/21/2014,58568.00,0.00,58568.00,0.00,0,N,0,"JEMCO Electrical Contractors, Inc.",271 42nd Street,,Brooklyn,NY,11433,USA,"271 42nd Street
Brooklyn, NY 11433
(40.652508, -74.010479)"
41X056,T005448,DESIGN: Rehab Building Systems,Active,Design and Construction/Maintenance,Authority Contract - Best Value,02/13/2009,07/19/2023,2180759.00,208411.99,2038179.41,142579.59,12,N,1,Lilker Associates,1001 Ave of the Americas,,New York,NY,10018,USA,"1001 Ave
New York, NY 10018
(40.779009, -73.957899)"
28X358,T006065,CONSTR: JOCs - Buffalo Region,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,04/23/2015,05/01/2018,1177685.00,0.00,1177685.00,0.00,0,N,0,Sorensen Gross Construction Services,3407 torrey Road,,Flint,MI,48507,USA,"3407 torrey Road
Flint, MI 48507
(42.976689, -83.732564)"
29X835,T005221,DESIGN: Campus Wide Space Program Study ,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,02/12/2007,10/31/2008,312324.46,0.00,312324.46,0.00,5,N,0,"Perkins Eastman Architects, P.C.",115 Fifth Avenue - 3rd Fl,,New York,NY,10003,USA,"115 Fifth Avenue
New York, NY 10003
(40.738916, -73.9915)"
03X404,T005811,"CONSTR: Roof Replacements, Group B Various Bldgs",Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,03/03/2011,12/31/2012,1575429.00,134527.00,1575429.00,0.00,11,N,0,"Weaver Metal & Roofing, Inc.",40 Appenheimer Avenue,,Buffalo,NY,14214,USA,"40 Appenheimer Avenue
Buffalo, NY 14214
(42.923116, -78.837251)"
29X266,T005106,CONSTR: Rehab of Library for Academic Support Space and Technology,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,12/09/2005,09/30/2012,6191876.00,0.00,6191876.00,0.00,6,N,0,"Summit Construction Services Group, Inc.",230 Ferris Avenue,,White Plains,NY,10603,USA,"230 Ferris Avenue
White Plains, NY 10603
(41.043324, -73.774226)"
06X330,T004937,DESIGN: Infrastructure Improvements - Merritt ,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,11/07/2007,12/31/2011,180502.77,0.00,180502.77,0.00,0,N,0,"Hatch Mott Macdonald NY, Inc.",Suite 700,438 Main Street,Buffalo,NY,14202,USA,"700 Buffalo
NY 14202"
07XA52,T005860,CONSTR: Rehab Fine Arts - HVAC,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,08/22/2011,04/01/2013,744515.00,60448.00,744515.00,0.00,4,N,0,"Evans Mechanical, Inc.",314 Maple Street,,Endicott,NY,13760,USA,"314 Maple Street
Endicott, NY 13760
(42.098418, -76.07002)"
01XA93,T006107,DESIGN: Replace Exterior Doors - Uptown Phase 1 808BL,Active,Design and Construction/Maintenance,Authority Contract - Best Value,02/19/2015,11/30/2021,251552.00,0.00,230729.34,20822.66,0,N,0,Architecture +,297 River Street,,Troy,NY,12180,USA,"297 River Street
Troy, NY 12180
(42.73246, -73.690162)"
091030,T006438,DESIGN: Construct New Emergency Services Building,Active,Design and Construction/Maintenance,Authority Contract - Best Value,01/23/2019,10/04/2021,0.00,0.00,7139.40,-7139.40,21,N,2,"Genesys Engineering, P.C.",38 Maiden Lane,,Kingston,NY,12401,USA,"38 Maiden Lane
Kingston, NY 12401
(41.931949, -74.014516)"
011008,T006448,"CONSTR: Rehab Toilet Rooms for ADA - Library,Performing Arts & Computer Center",Active,Design and Construction/Maintenance,Authority Contract - Competitive Bid,06/29/2018,08/14/2020,1534493.00,0.00,1415624.00,118869.00,2,N,0,"Wainschaf Associates, Inc.",589 Third Avenue Ext,,Rensselaer,NY,12144,USA,"589 Third Avenue Ext
Rensselaer, NY 12144
(42.644169, -73.703174)"
31X240,T006015,CONSTR: Cogeneration Improvements,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,05/01/2013,02/15/2015,514430.00,0.00,514430.00,0.00,10,N,0,"Boilermatic Welding Industries, Inc.",17 Peconic Avenue,,Medford,NY,11763,USA,"17 Peconic Avenue
Medford, NY 11763
(40.817776, -72.967544)"
20X7A6,T005632,CONSTR: JOCs - Syracuse Region,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,12/18/2009,12/09/2015,503012.00,307447.00,503012.00,0.00,0,N,0,Sorensen Gross Construction Services,3407 torrey Road,,Flint,MI,48507,USA,"3407 torrey Road
Flint, MI 48507
(42.976689, -83.732564)"
03X7A3,T005630,CONSTR: JOCs - Buffalo Region,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,12/18/2009,12/08/2015,45082.00,45082.00,45082.00,0.00,0,N,0,Sorensen Gross Construction Services,3407 torrey Road,,Flint,MI,48507,USA,"3407 torrey Road
Flint, MI 48507
(42.976689, -83.732564)"
35X096,D005456,CONSTR: Replace Windows Buildings 7 & 8 ,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,01/13/2009,12/11/2010,1224773.00,0.00,1224773.00,0.00,4,N,0,"Window Specialist, Inc.",188 Erie Street,,Lancaster,NY,14086,USA,"188 Erie Street
Lancaster, NY 14086
(42.905698, -78.65998)"
111035,T006360,DESIGN: Install Turf Field at the Field House,Active,Design and Construction/Maintenance,Authority Contract - Best Value,07/21/2019,09/26/2020,389000.00,0.00,43853.21,345146.79,0,N,0,Mosaic Associates Architects,The Frear Building,"2 Third Street, Suite 440",Troy,NY,12180,USA,
05X338,T005722,DESIGN: Addition and Renovation Rockefeller Arts Center,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,09/23/2010,09/24/2019,3191362.04,1123883.85,3191362.04,0.00,49,Y,0,"Deborah Berke & Partners Architects, LLP",220 Fifth Avenue,7th Floor,New York,NY,10001,USA,"220 Fifth Avenue
New York, NY 10001
(40.743654, -73.988051)"
08X473,T005627,DESIGN: Commissioning - New Science Building,Active,Design and Construction/Maintenance,Authority Contract - Best Value,03/12/2012,12/31/2018,199815.00,28898.37,193236.96,6578.04,0,N,0,"OLA Consulting Engineers, PC",50 Broadway,,Hawthorne,NY,10532,USA,"50 Broadway
Hawthorne, NY 10532
(41.108943, -73.797266)"
13X7A5,T005968,CONSTR: Job Order Contracting Program - New York,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,05/21/2012,08/31/2018,236050.00,0.00,236050.00,0.00,0,N,0,"Corbex, Inc.",74-16 Grand Avenue,,Elmhurst,NY,11373,USA,"74 16 Grand Avenue
Elmhurst, NY 11373"
01XA47,T006129,DESIGN: Renovate Health Center,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,10/10/2015,05/14/2018,269640.00,0.00,269640.00,0.00,38,N,3,Turner Construction Company,Suite 200,50 Lakefront Boulevard,Buffalo,NY,14202,USA,"200 Buffalo
NY 14202"
09X375,T006080,CONSTR: Replace Athletic Track,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,06/10/2014,08/22/2015,170037.00,0.00,170037.00,0.00,2,N,0,"Copeland Coating Co.,Inc.",P.O. Box 595,,Nassau,NY,12123,USA,"595 Nassau
NY 12123"
15X324,T004989,CONSTR: Academic Building,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,05/02/2005,12/31/2009,9779592.00,0.00,9779592.00,0.00,5,N,0,"Murnane Building Contractors, Inc.",6728 Myers Road,,East Syracuse,NY,13057,USA,"6728 Myers Road
East Syracuse, NY 13057
(43.093043, -76.056324)"
36X083,T005426,CONSTR: Mechanical System Upgrades State University Plaza,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,09/29/2008,12/15/2010,2099288.00,0.00,2099288.00,0.00,2,N,0,"Digesare Mechanical,Inc.",3434 Carmen Road,,Schenectady,NY,12303,USA,"3434 Carmen Road
Schenectady, NY 12303
(42.74606, -73.942277)"
07XA41,T005632,CONSTR: JOCs - Syracuse Region,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,12/18/2009,12/09/2015,149691.00,149691.00,149691.00,0.00,0,N,0,Sorensen Gross Construction Services,3407 torrey Road,,Flint,MI,48507,USA,"3407 torrey Road
Flint, MI 48507
(42.976689, -83.732564)"
02X336,T005462,CONSTR: Exterior Building Shell Work - Drake Library (55) & Tuttle North (53),Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,01/07/2009,12/31/2012,2417480.00,10000.00,2417480.00,0.00,9,N,1,Testa Construction Inc.,12 Industrial Park Circle,,Rochester,NY,14624,USA,"12 Industrial Park Circle
Rochester, NY 14624
(43.130132, -77.737786)"
09X345,T005614,DESIGN: Upgrade Central Heating Plant - Phase III,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,01/29/2010,01/14/2015,674065.05,129288.00,674065.05,0.00,15,N,1,"RMF Engineering, Inc., P.C.",Suite 300,5520 Research Park Drive,Baltimore,MD,21228,USA,"300 Baltimore
MD 21228
(39.398837, -76.607341)"
05X287,T005383,CONSTR: Campus Wide Satellite Boilers ,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,03/24/2008,10/02/2010,5825417.00,70078.00,5825417.00,0.00,4,N,0,"MLP Plumbing & Mechanical, Inc.",Suite 300,3198 Union Road,Cheektowaga,NY,14227,USA,"300 Cheektowaga
NY 14227"
20X163,T005730,DESIGN: New Academic Research Building,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,10/22/2010,05/03/2021,4159911.83,859284.22,4159911.83,0.00,39,N,0,"Ellenzweig Associates, Inc.",230 Congress Street,,Boston,MA,2110,USA,"230 Congress Street
Boston, MA 02110
(42.354373, -71.054337)"
04X342,T005923,CONSTR: Campus Wide Electric Distribution Ph I,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,02/03/2012,01/16/2014,3321217.00,3049069.00,3321217.00,0.00,10,N,0,Mohawk Valley Utility Construction Corp.,1 Prospect Avenue,,Albany,NY,12206,USA,"1 Prospect Avenue
Albany, NY 12206
(42.673364, -73.772621)"
31X155,D005043,CONSTR: Renovate Sports Facility,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,07/11/2005,06/15/2009,1186009.00,0.00,1186009.00,0.00,5,N,0,Techcon Contracting Inc.,Suite 7,2079 Wantagh Avenue,Wantagh,NY,11793,USA,"7 Wantagh
NY 11793"
03X383,T005630,CONSTR: JOCs - Buffalo Region,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,12/18/2009,12/08/2015,397896.00,0.00,397896.00,0.00,0,N,0,Sorensen Gross Construction Services,3407 torrey Road,,Flint,MI,48507,USA,"3407 torrey Road
Flint, MI 48507
(42.976689, -83.732564)"
29X402,T006118,CONSTR: Renovate/Construct Center for Integrated Technology Learning,Active,Design and Construction/Maintenance,Authority Contract - Competitive Bid,01/15/2015,09/30/2019,32666345.00,0.00,30369437.00,2296908.00,5,N,0,"Worth Construction Co., Inc.",24 Taylor Avenue,P.O. Box 420,Bethel,CT,6801,USA,"24 Taylor Avenue
Bethel, CT 06801
(41.367098, -73.414469)"
09X324,D005497,CONSTR: Replace Bugbee Hall Roof ,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,04/15/2009,10/30/2010,594190.00,0.00,594190.00,0.00,7,N,2,"Weatherguard Roofing Co., LLC",2880 Curry Road,,Schenectady,NY,12303,USA,"2880 Curry Road
Schenectady, NY 12303
(42.747784, -73.910869)"
25X291,T005612,DESIGN: Commissioning - Renovate Sanford Hall,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,10/21/2011,04/13/2017,65820.85,15473.78,61158.38,4662.47,0,N,0,"Genesys Engineering, P.C.",38 Maiden Lane,,Kingston,NY,12401,USA,"38 Maiden Lane
Kingston, NY 12401
(41.931949, -74.014516)"
26X312,T006100,"DESIGN: Rehabilitate Gymnasium, Nold Hall",Closed,Design and Construction/Maintenance,Authority Contract - Best Value,08/11/2015,12/20/2021,230491.74,0.00,230491.74,0.00,0,N,0,Peter Gisolfi Associates,566 Warburton Avenue,,Hastings-On-Hudson,NY,10706,USA,"566 Warburton Avenue
Hastings-On-Hudson, NY 10706
(40.995664, -73.88218)"
80X700,T006405,CONSTR: Job Order Contracting - Syracuse Region,Active,Design and Construction/Maintenance,Authority Contract - Competitive Bid,03/12/2018,10/15/2020,6000000.00,0.00,3079348.00,2920652.00,1,N,0,"Upstate Companies 1, LLC",1690 State Highway 8,,Mt. Upton,NY,13809,USA,"1690 State Highway
Mt Upton, NY 13809"
24X266,T005588,DESIGN: Center for Agriculture and Natural Resources,Active,Design and Construction/Maintenance,Authority Contract - Best Value,11/06/2009,12/31/2019,4175020.00,376701.23,4124631.65,50388.35,30,N,1,Ennead Architects LLP,1 World Trade Center,40th Floor,New York,NY,10007,USA,"1 World Trade Center
New York, NY 10007
(40.712909, -74.01341)"
