Lobbyist Firm/Sole Proprietor,Activity Date,Client,Person Lobbied,Person Lobbied Title,Lobbyist,Contact Nature,Subject Matter
ILLINOIS HOSPITAL ASSOCIATION,03/13/2018,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, TONI  PRECKWINKLE, COOK COUNTY BOARD PRESIDENT,DAVID GROSS M.,Event,POLITICAL CONTRIBUTION - FUNDRAISER
ILLINOIS HOSPITAL ASSOCIATION,06/18/2018,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, TONI  PRECKWINKLE, COOK COUNTY BOARD PRESIDENT,ARTHUR WILHELMI J,Event,POLITICAL CONTRIBUTION - FUNDRAISER
ILLINOIS HOSPITAL ASSOCIATION,10/03/2018,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, COOK COUNTY BOARD OF COMMISSIONERS COOK COUNTY BOARD OF COMMISSIONERS, COMMISSIONERS,ARTHUR WILHELMI J,Letter,LETTER TO ALL COOK COUNTY COMMISSIONERS SHOWING SUPPORT FOR THE COOK COUNTY HEALTH AND HOSPITAL SYSTEM.
ILLINOIS HOSPITAL ASSOCIATION,10/17/2018,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, DONNA MILLER, COMMISSIONER-ELECT,DAVID GROSS M.,Meeting,INTRODUCTORY MEETING
ILLINOIS HOSPITAL ASSOCIATION,10/17/2018,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, DONNA MILLER, COMMISSIONER-ELECT,LUIS ANDRADE A.,Meeting,INTRODUCTORY MEETING
ILLINOIS HOSPITAL ASSOCIATION,10/30/2018,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, BRIDGET DEGNEN, COOK COUNTY COMMISSIONER,LUIS ANDRADE A.,Event,POLITICAL CONTRIBUTION
ILLINOIS HOSPITAL ASSOCIATION,10/30/2018,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, DEBORAH SIMS," COOK COUNTY COMMISSIONER, 5TH DISTRICT",LUIS ANDRADE A.,Event,POLITICAL CONTRIBUTION
ILLINOIS HOSPITAL ASSOCIATION,10/30/2018,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, SCOTT BRITTON, COOK COUNTY COMMISSIONER,JEREMY FLYNN ,Event,POLITICAL CONTRIBUTION
ILLINOIS HOSPITAL ASSOCIATION,12/12/2018,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, COOK COUNTY BOARD OF COMMISSIONERS COOK COUNTY BOARD OF COMMISSIONERS, COMMISSIONERS,ARTHUR WILHELMI J,Letter,LETTER TO ALL COOK COUNTY COMMISSIONERS CONGRATULATING THEM ON THEIR ELECTORAL VICTORIES AND THANKING THEM FOR ATTENDING THE IHA COOK COUNTY RECEPTION.
ILLINOIS HOSPITAL ASSOCIATION,12/12/2018,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, COOK COUNTY BOARD OF COMMISSIONERS COOK COUNTY BOARD OF COMMISSIONERS, COMMISSIONERS,LUIS ANDRADE A.,Event,"GOODWILL RECEPTION FOR COOK COUNTY BOARD OF COMMISSIONERS AND IHA MEMBER HOSPITALS.  TOTAL OF 55 ATTENDEES AT 312 CHICAGO AT 136 N. LA SALLE IN CHICAGO.  TOTAL ROOM/FOOD/BEVERAGES = $3,497.00.  PER PERSON - $63.58"
ILLINOIS HOSPITAL ASSOCIATION,02/01/2019,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, TONI  PRECKWINKLE, COOK COUNTY BOARD PRESIDENT,DAVID GROSS M.,Other,POLITICAL CONTRIBUTION - FUNDRAISER
ILLINOIS HOSPITAL ASSOCIATION,02/28/2019,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, DENNIS DEER," COUNTY BOARD COMMISSIONER, 2ND DISTRICT",DAVID GROSS M.,Other,POLITICAL CONTRIBUTION - FUNDRAISER
ILLINOIS HOSPITAL ASSOCIATION,06/03/2019,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, BRIDGET DEGNEN, COOK COUNTY COMMISSIONER,DAVID GROSS M.,Other,POLITICAL CONTRIBUTION - FUNDRAISER
ILLINOIS HOSPITAL ASSOCIATION,06/03/2019,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, KEVIN MORRISON, COOK COUNTY COMMISSIONER,DAVID GROSS M.,Other,POLITICAL CONTRIBUTION - FUNDRAISER
ILLINOIS HOSPITAL ASSOCIATION,06/19/2019,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, DONNA MILLER, COMMISSIONER-ELECT,DAVID GROSS M.,Other,POLITICAL CONTRIBUTION - FUNDRAISER
ILLINOIS HOSPITAL ASSOCIATION,06/19/2019,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, WILLIAM LOWRY, CANDIDATE FOR COOK COUNTY,DAVID GROSS M.,Other,POLITICAL CONTRIBUTION - FUNDRAISER
ILLINOIS HOSPITAL ASSOCIATION,11/20/2019,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, BRIDGET DEGNEN, COOK COUNTY COMMISSIONER,DAVID GROSS M.,Other,POLITICAL CONTRIBUTION - FUNDRAISER
MCGUIREWOODS CONSULTING,10/17/2016,LYFT, LARRY SUFFREDIN," COOK COUNTY COMMISSIONER, 13TH DISTRICT",JOHN DUNN F,Meeting,RIDESHARE TAX
ILLINOIS HOSPITAL ASSOCIATION,12/06/2019,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, DONNA MILLER," COMMISSIONER, SIXTH DISTRICT",DAVID GROSS M.,Other,POLITICAL CONTRIBUTION - FUNDRAISER
ILLINOIS HOSPITAL ASSOCIATION,12/17/2019,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, COOK COUNTY BOARD OF COMMISSIONERS COOK COUNTY BOARD OF COMMISSIONERS, COMMISSIONERS,DAVID GROSS M.,Event,"GOODWILL RECEPTION FOR COOK COUNTY BOARD OF COMMISSIONERS, PRESIDENT PRECKWINKLE AND IHA MEMBER HOSPITALS AND STAFF. TOTAL OF 212 INVITED GUESTS AT 312 CHICAGO AT 136 N. LASALLE IN CHICAGO.  TOTAL ROOM/FOOD/BEVERAGES = $3409.46. PER PERSON $16.08."
ILLINOIS HOSPITAL ASSOCIATION,12/17/2019,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, TONI  PRECKWINKLE, COOK COUNTY BOARD PRESIDENT,DAVID GROSS M.,Other,POLITICAL CONTRIBUTION - FUNDRAISER
ILLINOIS HOSPITAL ASSOCIATION,12/20/2019,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, BRIDGET GAINER," COOK COUNTY COMMISSIONER, 10TH DISTRICT",DAVID GROSS M.,Other,POLITICAL CONTRIBUTION - FUNDRAISER
ILLINOIS HOSPITAL ASSOCIATION,12/20/2019,ILLINOIS HEALTH & HOSPITAL ASSOCIATION," LARRY R. ROGERS, JR."," BOARD OF REVIEW, COMMISSIONER",DAVID GROSS M.,Other,POLITICAL CONTRIBUTION - FUNDRAISER
ILLINOIS HOSPITAL ASSOCIATION,12/20/2019,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, STANLEY  MOORE, COMMISSIONER,DAVID GROSS M.,Other,POLITICAL CONTRIBUTION - FUNDRAISER
ILLINOIS HOSPITAL ASSOCIATION,12/20/2019,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, WILLIAM LOWRY," COOK COUNTY COMMISSIONER, 4TH DISTRICT",DAVID GROSS M.,Other,POLITICAL CONTRIBUTION - FUNDRAISER
ILLINOIS MANUFACTURERS' ASSOCIATION,12/06/2019,ILLINOIS MANUFACTURERS' ASSOCIATION, WILLIAM LOWRY," COOK COUNTY COMMISSIONER, 4TH DISTRICT",MARK DENZLER ,Event,IMA ANNUAL LUNCHEON
ILLINOIS PIRG,09/02/2015,ILLINOIS PIRG, COURTNEY  GREVE, COOK COUNTY CLERK,ABRAHAM SCARR WARFIELD,Meeting,CAMPAIGN FINANCE REFORM
ILLINOIS PIRG,09/02/2015,ILLINOIS PIRG, JAIME  GUZMAN, COMMISSIONER GARCIA,ABRAHAM SCARR WARFIELD,Meeting,CAMPAIGN FINANCE REFORM
ILLINOIS POLICY,08/23/2017,ILLINOIS POLICY, SEAN  MORRISON, COMMISSIONER,CHRISTOPHER LENTINO ,Meeting,COOK COUNTY BEVERAGE TAX
ILLINOIS PUBLIC HEALTH INSTITUTE,10/03/2016,ILLINOIS PUBLIC HEALTH INSTITUTE, LARRY SUFFREDIN," COOK COUNTY COMMISSIONER, 13TH DISTRICT",ELISSA BASSLER ,Phone Call,SWEETENED BEVERAGE TAX
ILLINOIS PUBLIC HEALTH INSTITUTE,10/05/2016,ILLINOIS PUBLIC HEALTH INSTITUTE," JERRY ""ICEMAN"" BUTLER, BRIDGET GAINER, TIMOTHY O. SCHNEIDER, TONI  PRECKWINKLE, STANLEY  MOORE, PETER  SILVESTRI, LUIS  ARROYO, JR., RICHARD R. BOYKIN, SEAN  MORRISON, ROBERT STEELE, DEBORAH SIMS, JOHN DALEY, LARRY SUFFREDIN, GREGG GOSLIN, JESUS GARCIA, JOHN FRITCHEY, JEFFREY  TOBOLSKI, ED MOODY"," COOK COUNTY COMMISSIONER, 3RD DISTRICT, COOK COUNTY COMMISSIONER, 10TH DISTRICT, COOK COUNTY COMMISSIONER, 15TH DISTRICT, COOK COUNTY BOARD PRESIDENT, COMMISSIONER, COOK COUNTY COMMISSIONER, COMMISSIONER, COOK COUNTY COMMISSIONER, DISTRICT 1, COMMISSIONER, COOK COUNTY COMMISSIONER, 2ND DISTRICT, COOK COUNTY COMMISSIONER, 5TH DISTRICT, COOK COUNTY COMMISSIONER, 11TH DISTRICT, COOK COUNTY COMMISSIONER, 13TH DISTRICT, COOK COUNTY COMMISSIONER, 14TH DISTRICT, COOK COUNTY COMMISSIONER, 7TH DISTRICT, COOK COUNTY COMMISSIONER, 12TH DISTRICT, COMMISSIONER- 16TH DISTRICT, COMMISSIONER",ELISSA BASSLER ,Event,PUBLIC COMMENT AT BOARD MEETING FOR SWEETENED BEVERAGE TAX
ILLINOIS PUBLIC HEALTH INSTITUTE,10/12/2016,ILLINOIS PUBLIC HEALTH INSTITUTE, LARRY SUFFREDIN," COOK COUNTY COMMISSIONER, 13TH DISTRICT",JANNA SIMON ,Meeting,SUGAR SWEETENED BEVERAGE TAX
ILLINOIS PUBLIC HEALTH INSTITUTE,10/12/2016,ILLINOIS PUBLIC HEALTH INSTITUTE, PETER  SILVESTRI, COOK COUNTY COMMISSIONER,JANNA SIMON ,Meeting,TALKED WITH HIS STAFF ABOUT SWEETENED BEVERAGE TAX.
ILLINOIS PUBLIC HEALTH INSTITUTE,10/13/2016,ILLINOIS PUBLIC HEALTH INSTITUTE," JERRY ""ICEMAN"" BUTLER, BRIDGET GAINER, TIMOTHY O. SCHNEIDER, TONI  PRECKWINKLE, STANLEY  MOORE, PETER  SILVESTRI, LUIS  ARROYO, JR., RICHARD R. BOYKIN, SEAN  MORRISON, ROBERT STEELE, DEBORAH SIMS, JOHN DALEY, LARRY SUFFREDIN, GREGG GOSLIN, JESUS GARCIA, JOHN FRITCHEY, JEFFREY  TOBOLSKI, ED MOODY"," COOK COUNTY COMMISSIONER, 3RD DISTRICT, COOK COUNTY COMMISSIONER, 10TH DISTRICT, COOK COUNTY COMMISSIONER, 15TH DISTRICT, COOK COUNTY BOARD PRESIDENT, COMMISSIONER, COOK COUNTY COMMISSIONER, COMMISSIONER, COOK COUNTY COMMISSIONER, DISTRICT 1, COMMISSIONER, COOK COUNTY COMMISSIONER, 2ND DISTRICT, COOK COUNTY COMMISSIONER, 5TH DISTRICT, COOK COUNTY COMMISSIONER, 11TH DISTRICT, COOK COUNTY COMMISSIONER, 13TH DISTRICT, COOK COUNTY COMMISSIONER, 14TH DISTRICT, COOK COUNTY COMMISSIONER, 7TH DISTRICT, COOK COUNTY COMMISSIONER, 12TH DISTRICT, COMMISSIONER- 16TH DISTRICT, COMMISSIONER",JANNA SIMON ,Event,PUBLIC COMMENT AT BOARD MEETING FOR SWEETENED BEVERAGE TAX
ILLINOIS PUBLIC HEALTH INSTITUTE,10/17/2016,ILLINOIS PUBLIC HEALTH INSTITUTE, LARRY SUFFREDIN," COOK COUNTY COMMISSIONER, 13TH DISTRICT",ELISSA BASSLER ,Meeting,SUGAR SWEETENED BEVERAGE TAX
ILLINOIS PUBLIC HEALTH INSTITUTE,10/17/2016,ILLINOIS PUBLIC HEALTH INSTITUTE, LARRY SUFFREDIN," COOK COUNTY COMMISSIONER, 13TH DISTRICT",JANNA SIMON ,Meeting,SWEETENED BEVERAGE TAX
ILLINOIS PUBLIC HEALTH INSTITUTE,10/17/2016,ILLINOIS PUBLIC HEALTH INSTITUTE, ROBERT STEELE," COOK COUNTY COMMISSIONER, 2ND DISTRICT",ELISSA BASSLER ,Meeting,SUGAR SWEETENED BEVERAGE TAX
ILLINOIS PUBLIC HEALTH INSTITUTE,10/17/2016,ILLINOIS PUBLIC HEALTH INSTITUTE, ROBERT STEELE," COOK COUNTY COMMISSIONER, 2ND DISTRICT",JANNA SIMON ,Meeting,SUGAR SWEETENED BEVERAGE TAX
ILLINOIS PUBLIC HEALTH INSTITUTE,10/20/2016,ILLINOIS PUBLIC HEALTH INSTITUTE, JOHN  KELLER, PRESIDENT'S OFFICE,ELISSA BASSLER ,Email,PREVENTION SPENDING IN SUGARY DRINK TAX PROPOSAL
ILLINOIS PUBLIC HEALTH INSTITUTE,10/20/2016,ILLINOIS PUBLIC HEALTH INSTITUTE, TONI  PRECKWINKLE, COOK COUNTY BOARD PRESIDENT,ELISSA BASSLER ,Event,BRIEF CONVERSATION AT CITY CLUB EVENT REGARDING THE NEED TO INVEST IN WELLNESS/PREVENTION FROM SWEETENED BEVERAGE TAX.
ILLINOIS PUBLIC HEALTH INSTITUTE,10/21/2016,ILLINOIS PUBLIC HEALTH INSTITUTE, STANLEY  MOORE, COMMISSIONER,ELISSA BASSLER ,Meeting,SWEETENED BEVERAGE TAX
ILLINOIS PUBLIC HEALTH INSTITUTE,10/21/2016,ILLINOIS PUBLIC HEALTH INSTITUTE, STANLEY  MOORE, COMMISSIONER,ELISSA BASSLER ,Meeting,SWEETENED BEVERAGE TAX
ILLINOIS PUBLIC HEALTH INSTITUTE,03/13/2017,ILLINOIS PUBLIC HEALTH INSTITUTE, LARRY SUFFREDIN," COOK COUNTY COMMISSIONER, 13TH DISTRICT",ELISSA BASSLER ,Phone Call,SWEETENED BEVERAGE TAX IMPLEMENTATION
ILLINOIS PUBLIC HEALTH INSTITUTE,10/24/2016,ILLINOIS PUBLIC HEALTH INSTITUTE," JERRY ""ICEMAN"" BUTLER, BRIDGET GAINER, TIMOTHY O. SCHNEIDER, STANLEY  MOORE, PETER  SILVESTRI, LUIS  ARROYO, JR., RICHARD R. BOYKIN, SEAN  MORRISON, ROBERT STEELE, DEBORAH SIMS, JOHN DALEY, LARRY SUFFREDIN, GREGG GOSLIN, JESUS GARCIA, JOHN FRITCHEY, JEFFREY  TOBOLSKI, ED MOODY"," COOK COUNTY COMMISSIONER, 3RD DISTRICT, COOK COUNTY COMMISSIONER, 10TH DISTRICT, COOK COUNTY COMMISSIONER, 15TH DISTRICT, COMMISSIONER, COOK COUNTY COMMISSIONER, COMMISSIONER, COOK COUNTY COMMISSIONER, DISTRICT 1, COMMISSIONER, COOK COUNTY COMMISSIONER, 2ND DISTRICT, COOK COUNTY COMMISSIONER, 5TH DISTRICT, COOK COUNTY COMMISSIONER, 11TH DISTRICT, COOK COUNTY COMMISSIONER, 13TH DISTRICT, COOK COUNTY COMMISSIONER, 14TH DISTRICT, COOK COUNTY COMMISSIONER, 7TH DISTRICT, COOK COUNTY COMMISSIONER, 12TH DISTRICT, COMMISSIONER- 16TH DISTRICT, COMMISSIONER",ELISSA BASSLER ,Event,PUBLIC COMMENT AT AT BUDGET HEARING FOR SWEETENED BEVERAGE TAX
ILLINOIS PUBLIC HEALTH INSTITUTE,10/26/2016,ILLINOIS PUBLIC HEALTH INSTITUTE," BRIDGET GAINER, STANLEY  MOORE, LUIS  ARROYO, JR."," COOK COUNTY COMMISSIONER, 10TH DISTRICT, COMMISSIONER, COMMISSIONER",JANNA SIMON ,Other,TWEET REGARDING SWEETENED BEVERAGE TAX
ILLINOIS PUBLIC HEALTH INSTITUTE,10/28/2016,ILLINOIS PUBLIC HEALTH INSTITUTE, DEBORAH SIMS," COOK COUNTY COMMISSIONER, 5TH DISTRICT",ELISSA BASSLER ,Meeting,SUGAR SWEETENED BEVERAGE TAX
ILLINOIS PUBLIC HEALTH INSTITUTE,10/31/2016,ILLINOIS PUBLIC HEALTH INSTITUTE," JERRY ""ICEMAN"" BUTLER, BRIDGET GAINER, TIMOTHY O. SCHNEIDER, TONI  PRECKWINKLE, STANLEY  MOORE, PETER  SILVESTRI, LUIS  ARROYO, JR., RICHARD R. BOYKIN, SEAN  MORRISON, ROBERT STEELE, DEBORAH SIMS, JOHN DALEY, LARRY SUFFREDIN, GREGG GOSLIN, JESUS GARCIA, JOHN FRITCHEY, JEFFREY  TOBOLSKI, ED MOODY"," COOK COUNTY COMMISSIONER, 3RD DISTRICT, COOK COUNTY COMMISSIONER, 10TH DISTRICT, COOK COUNTY COMMISSIONER, 15TH DISTRICT, COOK COUNTY BOARD PRESIDENT, COMMISSIONER, COOK COUNTY COMMISSIONER, COMMISSIONER, COOK COUNTY COMMISSIONER, DISTRICT 1, COMMISSIONER, COOK COUNTY COMMISSIONER, 2ND DISTRICT, COOK COUNTY COMMISSIONER, 5TH DISTRICT, COOK COUNTY COMMISSIONER, 11TH DISTRICT, COOK COUNTY COMMISSIONER, 13TH DISTRICT, COOK COUNTY COMMISSIONER, 14TH DISTRICT, COOK COUNTY COMMISSIONER, 7TH DISTRICT, COOK COUNTY COMMISSIONER, 12TH DISTRICT, COMMISSIONER- 16TH DISTRICT, COMMISSIONER",JANNA SIMON ,Event,PUBLIC COMMENT AT BOARD MEETING FOR SWEETENED BEVERAGE TAX
ILLINOIS PUBLIC HEALTH INSTITUTE,11/01/2016,ILLINOIS PUBLIC HEALTH INSTITUTE, LARRY SUFFREDIN," COOK COUNTY COMMISSIONER, 13TH DISTRICT",ELISSA BASSLER ,Meeting,SWEETENED BEVERAGE TAX
ILLINOIS PUBLIC HEALTH INSTITUTE,11/01/2016,ILLINOIS PUBLIC HEALTH INSTITUTE, LARRY SUFFREDIN," COOK COUNTY COMMISSIONER, 13TH DISTRICT",JANNA SIMON ,Meeting,SWEETENED BEVERAGE TAX
ILLINOIS PUBLIC HEALTH INSTITUTE,11/03/2016,ILLINOIS PUBLIC HEALTH INSTITUTE," JERRY ""ICEMAN"" BUTLER, BRIDGET GAINER, TIMOTHY O. SCHNEIDER, TONI  PRECKWINKLE, STANLEY  MOORE, PETER  SILVESTRI, LUIS  ARROYO, JR., RICHARD R. BOYKIN, SEAN  MORRISON, ROBERT STEELE, DEBORAH SIMS, JOHN DALEY, LARRY SUFFREDIN, GREGG GOSLIN, JESUS GARCIA, JOHN FRITCHEY, JEFFREY  TOBOLSKI, ED MOODY"," COOK COUNTY COMMISSIONER, 3RD DISTRICT, COOK COUNTY COMMISSIONER, 10TH DISTRICT, COOK COUNTY COMMISSIONER, 15TH DISTRICT, COOK COUNTY BOARD PRESIDENT, COMMISSIONER, COOK COUNTY COMMISSIONER, COMMISSIONER, COOK COUNTY COMMISSIONER, DISTRICT 1, COMMISSIONER, COOK COUNTY COMMISSIONER, 2ND DISTRICT, COOK COUNTY COMMISSIONER, 5TH DISTRICT, COOK COUNTY COMMISSIONER, 11TH DISTRICT, COOK COUNTY COMMISSIONER, 13TH DISTRICT, COOK COUNTY COMMISSIONER, 14TH DISTRICT, COOK COUNTY COMMISSIONER, 7TH DISTRICT, COOK COUNTY COMMISSIONER, 12TH DISTRICT, COMMISSIONER- 16TH DISTRICT, COMMISSIONER",JANNA SIMON ,Other,POST ON FACEBOOK FOR A GRASSROOTS CALL FOR ACTION REGARDING THE SWEETENED BEVERAGE TAX.
ILLINOIS PUBLIC HEALTH INSTITUTE,11/07/2016,ILLINOIS PUBLIC HEALTH INSTITUTE," JERRY ""ICEMAN"" BUTLER, BRIDGET GAINER, TIMOTHY O. SCHNEIDER, TONI  PRECKWINKLE, STANLEY  MOORE, PETER  SILVESTRI, LUIS  ARROYO, JR., RICHARD R. BOYKIN, SEAN  MORRISON, ROBERT STEELE, DEBORAH SIMS, JOHN DALEY, LARRY SUFFREDIN, GREGG GOSLIN, JESUS GARCIA, JOHN FRITCHEY, JEFFREY  TOBOLSKI, ED MOODY"," COOK COUNTY COMMISSIONER, 3RD DISTRICT, COOK COUNTY COMMISSIONER, 10TH DISTRICT, COOK COUNTY COMMISSIONER, 15TH DISTRICT, COOK COUNTY BOARD PRESIDENT, COMMISSIONER, COOK COUNTY COMMISSIONER, COMMISSIONER, COOK COUNTY COMMISSIONER, DISTRICT 1, COMMISSIONER, COOK COUNTY COMMISSIONER, 2ND DISTRICT, COOK COUNTY COMMISSIONER, 5TH DISTRICT, COOK COUNTY COMMISSIONER, 11TH DISTRICT, COOK COUNTY COMMISSIONER, 13TH DISTRICT, COOK COUNTY COMMISSIONER, 14TH DISTRICT, COOK COUNTY COMMISSIONER, 7TH DISTRICT, COOK COUNTY COMMISSIONER, 12TH DISTRICT, COMMISSIONER- 16TH DISTRICT, COMMISSIONER",JANNA SIMON ,Email,GRASSROOTS CALL TO ACTION REGARDING SWEETENED BEVERAGE TAX
ILLINOIS PUBLIC HEALTH INSTITUTE,11/07/2016,ILLINOIS PUBLIC HEALTH INSTITUTE," JERRY ""ICEMAN"" BUTLER, BRIDGET GAINER, TIMOTHY O. SCHNEIDER, TONI  PRECKWINKLE, STANLEY  MOORE, PETER  SILVESTRI, LUIS  ARROYO, JR., RICHARD R. BOYKIN, SEAN  MORRISON, ROBERT STEELE, DEBORAH SIMS, JOHN DALEY, LARRY SUFFREDIN, GREGG GOSLIN, JESUS GARCIA, JOHN FRITCHEY, JEFFREY  TOBOLSKI, ED MOODY"," COOK COUNTY COMMISSIONER, 3RD DISTRICT, COOK COUNTY COMMISSIONER, 10TH DISTRICT, COOK COUNTY COMMISSIONER, 15TH DISTRICT, COOK COUNTY BOARD PRESIDENT, COMMISSIONER, COOK COUNTY COMMISSIONER, COMMISSIONER, COOK COUNTY COMMISSIONER, DISTRICT 1, COMMISSIONER, COOK COUNTY COMMISSIONER, 2ND DISTRICT, COOK COUNTY COMMISSIONER, 5TH DISTRICT, COOK COUNTY COMMISSIONER, 11TH DISTRICT, COOK COUNTY COMMISSIONER, 13TH DISTRICT, COOK COUNTY COMMISSIONER, 14TH DISTRICT, COOK COUNTY COMMISSIONER, 7TH DISTRICT, COOK COUNTY COMMISSIONER, 12TH DISTRICT, COMMISSIONER- 16TH DISTRICT, COMMISSIONER",JANNA SIMON ,Other,TWEE CALLING FOR GRASSROOTS ACTION REGARDING THE SWEETENED BEVERAGE TAX.
ILLINOIS PUBLIC HEALTH INSTITUTE,11/08/2016,ILLINOIS PUBLIC HEALTH INSTITUTE," BRIDGET GAINER, TIMOTHY O. SCHNEIDER, TONI  PRECKWINKLE, STANLEY  MOORE, PETER  SILVESTRI, LUIS  ARROYO, JR., RICHARD R. BOYKIN, SEAN  MORRISON, ROBERT STEELE, GREGG GOSLIN, JESUS GARCIA, JOHN FRITCHEY"," COOK COUNTY COMMISSIONER, 10TH DISTRICT, COOK COUNTY COMMISSIONER, 15TH DISTRICT, COOK COUNTY BOARD PRESIDENT, COMMISSIONER, COOK COUNTY COMMISSIONER, COMMISSIONER, COOK COUNTY COMMISSIONER, DISTRICT 1, COMMISSIONER, COOK COUNTY COMMISSIONER, 2ND DISTRICT, COOK COUNTY COMMISSIONER, 14TH DISTRICT, COOK COUNTY COMMISSIONER, 7TH DISTRICT, COOK COUNTY COMMISSIONER, 12TH DISTRICT",JANNA SIMON ,Other,TWEET REGARDING SWEETENED BEVERAGE TAX
ILLINOIS PUBLIC HEALTH INSTITUTE,03/13/2017,ILLINOIS PUBLIC HEALTH INSTITUTE, LARRY SUFFREDIN," COOK COUNTY COMMISSIONER, 13TH DISTRICT",JANNA SIMON ,Phone Call,SWEETENED BEVERAGE TAX IMPLEMENTATION
ILLINOIS PUBLIC HEALTH INSTITUTE,03/13/2017,ILLINOIS PUBLIC HEALTH INSTITUTE, ZARA  ALI," ACTING DIRECTOR, COOK COUNTY DEPARTMENT OF REVENUE",ELISSA BASSLER ,Phone Call,SWEETENED BEVERAGE TAX IMPLEMENTATION
MCGUIREWOODS CONSULTING,10/18/2016,LYFT, ED MOODY, COMMISSIONER,JOHN DUNN F,Meeting,RIDESHARE TAX
ILLINOIS PUBLIC HEALTH INSTITUTE,11/08/2016,ILLINOIS PUBLIC HEALTH INSTITUTE," JERRY ""ICEMAN"" BUTLER, BRIDGET GAINER, TIMOTHY O. SCHNEIDER, TONI  PRECKWINKLE, STANLEY  MOORE, PETER  SILVESTRI, LUIS  ARROYO, JR., RICHARD R. BOYKIN, SEAN  MORRISON, ROBERT STEELE, DEBORAH SIMS, JOHN DALEY, LARRY SUFFREDIN, GREGG GOSLIN, JESUS GARCIA, JOHN FRITCHEY, JEFFREY  TOBOLSKI, ED MOODY"," COOK COUNTY COMMISSIONER, 3RD DISTRICT, COOK COUNTY COMMISSIONER, 10TH DISTRICT, COOK COUNTY COMMISSIONER, 15TH DISTRICT, COOK COUNTY BOARD PRESIDENT, COMMISSIONER, COOK COUNTY COMMISSIONER, COMMISSIONER, COOK COUNTY COMMISSIONER, DISTRICT 1, COMMISSIONER, COOK COUNTY COMMISSIONER, 2ND DISTRICT, COOK COUNTY COMMISSIONER, 5TH DISTRICT, COOK COUNTY COMMISSIONER, 11TH DISTRICT, COOK COUNTY COMMISSIONER, 13TH DISTRICT, COOK COUNTY COMMISSIONER, 14TH DISTRICT, COOK COUNTY COMMISSIONER, 7TH DISTRICT, COOK COUNTY COMMISSIONER, 12TH DISTRICT, COMMISSIONER- 16TH DISTRICT, COMMISSIONER",JANNA SIMON ,Email,GRASSROOTS CALL FOR ACTION REGARDING THE SWEETENED BEVERAGE TAX.
ILLINOIS PUBLIC HEALTH INSTITUTE,11/08/2016,ILLINOIS PUBLIC HEALTH INSTITUTE," JERRY ""ICEMAN"" BUTLER, BRIDGET GAINER, TIMOTHY O. SCHNEIDER, TONI  PRECKWINKLE, STANLEY  MOORE, PETER  SILVESTRI, LUIS  ARROYO, JR., RICHARD R. BOYKIN, SEAN  MORRISON, ROBERT STEELE, DEBORAH SIMS, JOHN DALEY, LARRY SUFFREDIN, GREGG GOSLIN, JESUS GARCIA, JOHN FRITCHEY, JEFFREY  TOBOLSKI, ED MOODY"," COOK COUNTY COMMISSIONER, 3RD DISTRICT, COOK COUNTY COMMISSIONER, 10TH DISTRICT, COOK COUNTY COMMISSIONER, 15TH DISTRICT, COOK COUNTY BOARD PRESIDENT, COMMISSIONER, COOK COUNTY COMMISSIONER, COMMISSIONER, COOK COUNTY COMMISSIONER, DISTRICT 1, COMMISSIONER, COOK COUNTY COMMISSIONER, 2ND DISTRICT, COOK COUNTY COMMISSIONER, 5TH DISTRICT, COOK COUNTY COMMISSIONER, 11TH DISTRICT, COOK COUNTY COMMISSIONER, 13TH DISTRICT, COOK COUNTY COMMISSIONER, 14TH DISTRICT, COOK COUNTY COMMISSIONER, 7TH DISTRICT, COOK COUNTY COMMISSIONER, 12TH DISTRICT, COMMISSIONER- 16TH DISTRICT, COMMISSIONER",JANNA SIMON ,Other,POST ON FACEBOOK FOR A GRASSROOTS CALL FOR ACTION REGARDING THE SWEETENED BEVERAGE TAX.
