Case Number,Open Date,Close Date,Description,Year,Type,Sub-Type
2014166,01/22/2014,03/11/2014,"From: communications@wsscwater.com [mailto:conf-944592355@everbridge.net] 
Sent: Saturday, January 18, 2014 5:46 PM
Subject: OPS: SSO Lvl 2 WATERWAY
Importance: High

Lvl 2 Waterway SSO @ 4900 R/W Pennyroyal Court, Rockville into Rock Creek. Began @ 1:06pm. Estim. flow of 5 gal/min. Cause is an overflowing manhole. WO#2254231. UC on call is Min Lwin. [[Maintenance crew is in the process of clearing the overflowing manhole]]. 

From: communications@wsscwater.com [mailto:conf-945303495@everbridge.net] 
Sent: Sunday, January 19, 2014 6:20 AM
Subject: OPS: SSO Lvl 2 ENDS
Importance: High

Lvl 2 SSO @ 4900 Pennyroyal Court, Rockville ended. Began @ 1:06pm. Ended @ 2:10am. Estim. flow of 3,921 gal. Cause is grease.",2014,Water Quality,Overflows
2014168,01/22/2014,03/13/2014,"From: communications@wsscwater.com [mailto:conf-947772115@everbridge.net] 
Sent: Monday, January 20, 2014 8:46 AM
Subject: OPS: SSO Lvl 2 WATERWAY

Lvl 2 Waterway SSO @ 6420 83rd Pl, Cabin John into unknown creek. Began @ 02:41pm on 1/19/14. Estim. flow of 05 gallons per minute. Cause is UNKNOWN. WO#2254313. UC on call is Thomas William. [[Crew in route to relieve]] 

From: communications@wsscwater.com [mailto:conf-947973755@everbridge.net] 
Sent: Monday, January 20, 2014 10:45 AM
Subject: OPS: SSO Lvl 2 ENDS

Lvl 2 SSO @ 6420 83rd Pl, Cabin John ended. Began @ 2:41pm. Ended @ 9:40am. Estim. flow of 5694 gal. Cause is UNKNOWN. Crew spreading lime and posting signs.",2014,Water Quality,Overflows
2014186,01/27/2014,03/31/2014,"From: communications@wsscwater.com [mailto:conf-1000885805@everbridge.net] 
Sent: Sunday, January 26, 2014 4:05 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 8240 Wisconsin Ave, Bethesda. Began @ 01:25pm. Estim. flow 20 gals. SSO ended @ 3:47pm. Cause is paper. WO#2255590. UC on call is Richard St John. 

From: communications@wsscwater.com [mailto:conf-1001110405@everbridge.net] 
Sent: Sunday, January 26, 2014 4:20 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 8240 Wisconsin Ave, Bethesda ended. Began @ 1:25pm. Ended @ 3:47pm. Estim. flow 20 gals. Cause is paper.",2014,Water Quality,Overflows
2014236,02/05/2014,02/24/2014,"From: communications@wsscwater.com [mailto:conf-1072220995@everbridge.net] 
Sent: Tuesday, February 04, 2014 1:07 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 4212 Crosswood, Burtonsville. Began @ 10:04am. Estim. flow 50 gal. SSO [ONGOING @ 12:35pm]. Cause is UNKNOWN. WO#2259297. UC on call is Joe Fulton. 

From: communications@wsscwater.com [mailto:conf-1076772905@everbridge.net] 
Sent: Tuesday, February 04, 2014 4:37 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 4212 Crosswood Dr, Burtonsville ended. Began @ 10:04am. Ended @ 2:30pm. Estim. flow 50 gal. Cause is grease.",2014,Water Quality,Overflows
2014240,02/06/2014,03/10/2014,"Private SSO reported to DEP by WSSC.

From: Murphy, Mary [mailto:mMurphy@wsscwater.com] 
Sent: Thursday, February 06, 2014 10:19 AM
To: Martin, Steve
Cc: Iames, Edward
Subject: 10101 Connecticut Avenue - On-Site Sewer Problem

Mr. Martin,

The WSSC wants to alert you of an on-property sewer problem at 10101 Connecticut Avenue, Kensington, 20895.  On 02/05/14, the WSSC investigated a report of water surfacing from a manhole in the rear of the property.  The WSSC found the mainline clear and no WSSC manholes overflowing.  The problem was found with an on-site manhole and the customer was advised to contact a registered plumber.

Thanks,

Mary Murphy
Associate Project Manager
Wastewater Collection System Group
301-206-4048
mMurphy@wsscwater.com",2014,Water Quality,Overflows
2014242,02/07/2014,02/27/2014,"From: communications@wsscwater.com [mailto:conf-1103861055@everbridge.net] 
Sent: Thursday, February 06, 2014 9:09 AM
Subject: OPS: SSO Lvl 2 WATERWAY

Lvl 2 Waterway SSO @ 1310 Dennis Ave, Silver Spring into Sligo Creek. Began @ 8:19am. Estim. flow of 1 gal/min. Cause is UNKNOWN. WO#2259682. UC on call is Acting UC Nathaniel Gross. 

From: communications@wsscwater.com [mailto:conf-1104197435@everbridge.net] 
Sent: Thursday, February 06, 2014 10:18 AM
Subject: OPS: SSO Lvl 2 ENDS

Lvl 2 SSO @ 1310 Dennis Ave, Silver Spring ended. Began @ 8:19am. Ended @ 9:45am. Estim. flow of 86 gal. Cause is UNKNOWN.",2014,Water Quality,Overflows
2014259,02/18/2014,03/11/2014,"From: communications@wsscwater.com [mailto:conf-1138679005@everbridge.net] 
Sent: Wednesday, February 12, 2014 10:24 AM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 10240 Hatherleigh Dr, West Bethesda. Began @ 7:52am. Estim. flow 20 gal/total. SSO [ONGOING]. Cause is UNKNOWN. WO#2260871. UC on call is Richard St John. 

From: communications@wsscwater.com [mailto:conf-1148511565@everbridge.net] 
Sent: Wednesday, February 12, 2014 5:13 PM
Subject: OPS: SSO Lvl 1 ENDS


Lvl 1 SSO @ 10240 Hatherleigh Dr, West Bethesda ended. Began @ 9:30am. Ended @ 1:45pm. Estim. flow 138 gal. Cause is hard unknown debris in service lateral.",2014,Water Quality,Overflows
2014266,02/21/2014,03/17/2014,"From: communications@wsscwater.com [mailto:conf-270881016@den2.everbridge.net] 
Sent: Thursday, February 20, 2014 6:18 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 13107 Briarcliff Ter, Germantown. Began @ 3:07pm, Estim. flow 10 gal/min. SSO is ongoing at 6:17pm. Cause is UNKNOWN. WO#2262139. UC on call is Richard Thompson.",2014,Water Quality,Overflows
2014267,02/21/2014,02/28/2014,"From: communications@wsscwater.com [mailto:conf-272762876@den2.everbridge.net] 
Sent: Thursday, February 20, 2014 10:28 PM
Subject: OPS: SSO Lvl 2 WATERWAY

Lvl 2 Waterway SSO @ 600 E. Randolph Rd, Silver Spring into Paint Branch. Began @ 2:00pm. Estim. flow of 10 gal. Cause is possible collapsed pipe. WO#2262152. UC on call is Richard Thompson. Crew temporarily relieved sewer service. 

From: communications@wsscwater.com [mailto:conf-272931776@den2.everbridge.net] 
Sent: Thursday, February 20, 2014 11:08 PM
Subject: OPS: SSO Lvl 2 ENDS

Lvl 2 SSO @ 600 E Randolph Rd, Silver Spring ended. Began @ 2:00pm. Ended @ 4:00pm. Estim. flow of 10 gal. Cause is possible collapsed sewer service.",2014,Water Quality,Overflows
2014281,02/25/2014,03/04/2014,"From: communications@wsscwater.com [mailto:conf-284843306@den2.everbridge.net] 
Sent: Monday, February 24, 2014 3:25 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 8710 Brookville Rd, Chevy Chase. Began @ 11:00am. Estim. flow .05 gal/min. SSO ENDED @ 11:45am.Cause is Debris. WO#2263625. UC on call is Nate Gross.",2014,Water Quality,Overflows
2014282,02/25/2014,03/06/2014,"From: communications@wsscwater.com [mailto:conf-285035786@den2.everbridge.net] 
Sent: Monday, February 24, 2014 4:20 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 2800 RW1 Terrace Dr, Chevy Chase Began @ 2:20pm. Estim. flow .50 gal/min. SSO ENDED @ 2:40pm. Caused by contractor, overpumping surcharged the line. WO#2263677. UC on call is Nate Gross.",2014,Water Quality,Overflows
2014315,03/05/2014,03/20/2014,"From: communications@wsscwater.com [mailto:conf-298961726@den2.everbridge.net] 
Sent: Thursday, February 27, 2014 4:05 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 15418 Baileys Ln, Silver Spring. Began @ 6:15am. Estim. flow 1/2 gal/min. SSO ENDED @ 11:30am . Cause is UNKNOWN. WO#2264234. UC on call is Nate Gross. 


From: communications@wsscwater.com [mailto:conf-299018676@den2.everbridge.net] 
Sent: Thursday, February 27, 2014 4:16 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 15418 Baileys Ln, Silver Spring ended. Began @ 6:15am. Ended @ 11:30am. Estim. flow 1/2 gal per minute. Cause is UNKNOWN.",2014,Water Quality,Overflows
2014316,03/05/2014,04/21/2014,"From: communications@wsscwater.com [mailto:conf-308590366@den2.everbridge.net] 
Sent: Saturday, March 01, 2014 1:48 PM
Subject: OPS: SSO Lvl 2 WATERWAY

Lvl 2 Waterway SSO @ 6120-30 Executive Blvd, Rockville into Cabin John creek. Began @ 11:14am. Estim. flow of 50 gpm. Cause is UNKNOWN WO#2264690 UC on call is Min Lwin. 

From: communications@wsscwater.com [mailto:conf-334241826@den2.everbridge.net] 
Sent: Tuesday, March 04, 2014 9:55 AM
Subject: OPS: SSO Lvl 2 ENDS


**Update** Lvl 2 SSO @ 6120-30 Executive Blvd,Rockville ended. Began 3/1/14 @ 11:14am. Ended 3/1/14 @ 4:30pm. Estim. volume of 15,810 gal. Cause by roots/rags obstruction in main.",2014,Water Quality,Overflows
2014346,03/13/2014,04/03/2014,"From: communications@wsscwater.com [mailto:conf-394048196@den2.everbridge.net] 
Sent: Thursday, March 13, 2014 10:33 AM
Subject: OPS: SSO Lvl 2 WATERWAY

Lvl 2 Waterway SSO @ 401-37 Christopher Ave, Gaithersburg into Seneca Creek. Began @ 9:32am. Estim. flow of 2 gal/min. Cause is UNKNOWN. WO#2267751. UC on call is Jason Brown.",2014,Water Quality,Overflows
2014388,03/25/2014,04/04/2014,"From: communications@wsscwater.com [mailto:conf-439580356@den2.everbridge.net] 
Sent: Monday, March 24, 2014 3:35 PM
Subject: OPS: SSO Lvl 2 WATERWAY

Lvl 2 Waterway SSO @ 14600 Pettit Way, Potomac into Muddy Branch. Began @ 1:13pm. Estim. flow of 4 gal/min. Cause is UNKNOWN. WO#2269553. UC on call is Jason Brown. 

From: communications@wsscwater.com [mailto:conf-444610336@den2.everbridge.net] 
Sent: Monday, March 24, 2014 8:55 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 2 SSO @ 14600 Pettit Way, Potomac ended. Began @ 1:13pm. Ended @ 8:15pm. Estim. flow 1,687 gal. Cause is a broken 8  sewer main.",2014,Water Quality,Overflows
2014412,04/01/2014,04/28/2014,"From: communications@wsscwater.com [mailto:conf-478797116@den2.everbridge.net] 
Sent: Sunday, March 30, 2014 3:20 PM
Subject: OPS: SSO Lvl 2 WATERWAY

Lvl 2 Waterway SSO @ 16709 Cyrus St, Gaithersburg into Muddy Branch. Began @ 2:30p. Estim. flow of 10 gal/min. Cause is UNKNOWN. WO#2270836. UC on call is Min Lwin. [[Sewer Crew in route]]

From: communications@wsscwater.com [mailto:conf-479032676@den2.everbridge.net] 
Sent: Sunday, March 30, 2014 5:05 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 2 SSO @ 16709 Cyrus St, Gaithersburg ended. Began @ 2:30pm. Ended @ 4:30pm. Estim. flow 10 gals per min. Cause is roots and grease.",2014,Water Quality,Overflows
2014449,04/04/2014,04/29/2014,"From: communications@wsscwater.com [mailto:conf-506246506@den2.everbridge.net] 
Sent: Friday, April 04, 2014 11:24 AM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 13726 Dunbar Terr, Germantown. Began @ 8:38am. Estim. flow 5 gal/Total. SSO [ENDED @ 9:35am]. Cause is Soft UNKNOWN. WO#2273490. UC on call is Min Lwin.

From: communications@wsscwater.com [mailto:conf-506381806@den2.everbridge.net] 
Sent: Friday, April 04, 2014 11:39 AM
Subject: OPS: SSO Lvl 1 ENDS

*Update*Lvl 1 SSO @ 13726 Dunbar Terr, Germantown ended. Began @ 8:38am. Ended @ 9:35am. Estim. flow 5 gal. Cause is Soft UNKNOWN.",2014,Water Quality,Overflows
2014450,04/04/2014,04/24/2014,"From: communications@wsscwater.com [mailto:conf-507306116@den2.everbridge.net] 
Sent: Friday, April 04, 2014 3:00 PM
Subject: OPS: SSO Lvl 2 WATERWAY

Lvl 2 Waterway SSO @ 7306 Meadow Ln, Chevy Chase into Rock Creek. Began @ 7:52am. Estim. flow of 3 gal/min. Cause is Broken Main. WO#2273560. UC on call is Richard St John. 

From: communications@wsscwater.com [mailto:conf-507375056@den2.everbridge.net] 
Sent: Friday, April 04, 2014 3:16 PM
Subject: OPS: SSO Lvl 2 WATERWAY

*Update*Lvl 2 Waterway SSO @ 7303 Meadow Ln, Chevy Chase into Rock Creek. Began @ 7:52am. Estim. flow of 3 gal/min. Cause is Broken Main. WO#2273560. UC on call is Richard St John.",2014,Water Quality,Overflows
2014535,04/17/2014,08/08/2014,"From: communications@wsscwater.com [mailto:conf-1121037419@everbridge.net] 
Sent: Saturday, April 12, 2014 2:53 PM
Subject: OPS: SSO Lvl 2 WATERWAY

Lvl 2 Waterway SSO @ 29 Bloom Ct R/W, Damascus into Creek. Began @ 12:01pm. Estim. flow of 2 gal/min. Cause is UNKNOWN. WO#2275317. UC on call is Joe Fulton. WSSC will investigate, relieve/repair, and restore the affected area. 

From: communications@wsscwater.com [mailto:conf-1121858169@everbridge.net] 
Sent: Saturday, April 12, 2014 8:33 PM
Subject: OPS: SSO Lvl 2 ENDS


Lvl 2 SSO @ 29 Bloom Ct, ended. Began @ 12:01pm. Ended @ 5:15pm. Estim. flow 2 gal. Cause is grease. Clear liquid ran into the creek no odor or public use.",2014,Water Quality,Overflows
2014536,04/17/2014,05/19/2014,"From: communications@wsscwater.com [mailto:conf-1135186749@everbridge.net] 
Sent: Wednesday, April 16, 2014 3:51 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 7755 Heritage Farm Dr. Began @ 12:46pm. Estim. flow1 gal/min. SSO [Ended @ 1:35pm]. Cause is Heavy roots/'grease. WO#2276116. UC on call is Richard Thompson.

From: communications@wsscwater.com [mailto:conf-1135196199@everbridge.net] 
Sent: Wednesday, April 16, 2014 3:56 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 7755 Heritage Farm Dr. ended. Began @12:46pm. Ended @ 1:35pm. Estim. flow 1 gal. Cause is heavy roots and grease.",2014,Water Quality,Overflows
2014604,04/29/2014,05/29/2014,"From: communications@wsscwater.com [mailto:conf-1189020989@everbridge.net] 
Sent: Tuesday, April 29, 2014 10:05 AM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 1035 Quebec Ter, Silver Spring. Began @ 9:55am. Estim. flow 1 gal/Hour. SSO [ONGOING]. Cause is UNKNOWN. WO#2279169. UC on call is Joe Fulton.

From: communications@wsscwater.com [mailto:conf-1189084619@everbridge.net] 
Sent: Tuesday, April 29, 2014 10:17 AM
Subject: OPS: SSO Lvl 1

*Update*Lvl 1 SSO @ 1035 Quebec Ter, Silver Spring. Began @ 9:30am. Estim. flow 1 gal/hour. SSO [ONGOING]. Cause is UNKNOWN. WO#2279169. UC on call is Joe Fulton.",2014,Water Quality,Overflows
2014629,05/05/2014,06/06/2014,"From: communications@wsscwater.com [mailto:conf-1207700889@everbridge.net] 
Sent: Thursday, May 01, 2014 3:38 PM
Subject: OPS: SSO Lvl 2 WATERWAY

Lvl 2 Waterway SSO @ 7622 Royal Dominion Dr, Bethesda into Bethesda. Began @ 12:00pm. Estim. flow of 3000 gal/Total. Cause is UNKNOWN. WO#2279917. UC on call is Richard St John. 

From: communications@wsscwater.com [mailto:conf-1207729449@everbridge.net] 
Sent: Thursday, May 01, 2014 3:46 PM
Subject: OPS: SSO Lvl 2 ENDS

Lvl 2 SSO @ 7622 Royal Dominion Dr, Bethesda ended. Began @ 12:00pm. Ended @ 12:00pm. Estim. flow 3000 gal. Cause is UNKNOWN.",2014,Water Quality,Overflows
2014637,05/06/2014,05/08/2014,"From: communications@wsscwater.com [mailto:conf-1195074609@everbridge.net] 
Sent: Wednesday, April 30, 2014 10:58 AM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 4700 Jones Bridge Rd, Bethesda. Began @ 8:47am. Estim. flow 100 gal/min. SSO [ONGOING]. Cause is UNKNOWN. WO#2279542. UC on call is Jason Brown.

From: communications@wsscwater.com [mailto:conf-1196023769@everbridge.net] 
Sent: Wednesday, April 30, 2014 12:38 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 4700 Jones Bridge Rd, Bethesda ended. Began @ 8:47am. Ended @ 12:35pm. Estim. flow 100 gal. Cause is UNKNOWN. * Sewer crew found no overflowing manhole, found storm drain overflowing.*",2014,Water Quality,Overflows
2014657,05/12/2014,06/10/2014,"From: communications@wsscwater.com [mailto:conf-537472766@everbridge.net] 
Sent: Thursday, May 08, 2014 5:25 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 3029 Memory Ln, Silver Spring. Began @ 3:05pm found evidence that the clean out at the property line had over flowed . Estim. flow is unknown at this time @ 5:17pm. Cause is UNKNOWN. WO#2286854 UC on call is Joe Fulton.

From: communications@wsscwater.com [mailto:conf-544680726@everbridge.net] 
Sent: Friday, May 09, 2014 10:51 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @3029 Memory Ln, Silver Spring ended. Began 5/8/14 @ 3:05pm. Ended 5/8/14 @ 8:00pm. Estim. volume 15gal. Cause by root/rags obstruction in line.",2014,Water Quality,Overflows
2014658,05/12/2014,05/28/2014,"From: communications@wsscwater.com [mailto:conf-546325076@everbridge.net] 
Sent: Saturday, May 10, 2014 3:52 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 10914 Montrose Ave. Began @ 3:27pm. Estim. flow 10 gal total no water ways. SSO ongoing. Cause is unknown. WO#2287565. UC on call is Joe Fulton.

From: communications@wsscwater.com [mailto:conf-546460756@everbridge.net] 
Sent: Saturday, May 10, 2014 4:57 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 10914 Montrose Ave, Garrett Park ended. Began @ 3:27pm. Ended @ 4:44pm. Estim. flow 10gas totall. Cause is roots & rags.",2014,Water Quality,Overflows
2014764,05/16/2014,06/12/2014,"From: communications@wsscwater.com [mailto:conf-571653516@everbridge.net] 
Sent: Thursday, May 15, 2014 10:45 AM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 5314 King Charles Way, Bethesda. Began @ 11:22am 5/14/14. Evidence of overflow around manhole#05069026u total 100 gals. Found overflow contained in swell. SSO ENDED @ 2:35pm. Cause is UNKNOWN. WO#2298330. UC on call is Richard St. John.

From: communications@wsscwater.com [mailto:conf-571700506@everbridge.net] 
Sent: Thursday, May 15, 2014 10:53 AM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 5314 King Charles Way, Bethesda ended. Began @ 11:22am 5/14/14. Ended @ 2:35pm 5/14/14. Estim. flow 100 gal. Cause is UNKNOWN.",2014,Water Quality,Overflows
2014789,05/23/2014,06/12/2014,"From: communications@wsscwater.com [mailto:conf-579310726@everbridge.net] 
Sent: Friday, May 16, 2014 12:23 PM
Subject: OPS: SSO Lvl 2 WATERWAY

Lvl 2 Waterway SSO @ 7118 Glenbrook Rd, Bethesda into Little Falls. Began @ 11:08am. Estim. flow of 10 gal/min. Cause is UNKNOWN. WO#2298628. UC on call is Jason Brown. [[Crew in route]]

From: communications@wsscwater.com [mailto:conf-582042336@everbridge.net] 
Sent: Friday, May 16, 2014 6:23 PM
Subject: OPS: SSO Lvl 2 ENDS

Lvl 2 SSO @ 7118 Glenbrook Road, Bethesda ended. Began @ 11:08am. Ended @ 1:00pm. Estim. flow 1122 gal. Cause is UNKNOWN.",2014,Water Quality,Overflows
2014790,05/23/2014,07/01/2014,"From: communications@wsscwater.com [mailto:conf-579573186@everbridge.net] 
Sent: Friday, May 16, 2014 12:47 PM
Subject: OPS: FACILITY OVERFLOW


Lvl II FACILITY OVERFLOW @ 25101 Kings Valley Rd, Damascus/Springs Garden WWPS. Began @ 6:08am. 45,000 gal. of LIQUID released. 

From: communications@wsscwater.com [mailto:conf-579716656@everbridge.net] 
Sent: Friday, May 16, 2014 12:51 PM
Subject: OPS: FACILITY OVERFLOW/SPILL ENDS

FACILITY OVERFLOW/SPILL @ 25101 Kings Valley Rd, Damascus/Springs Garden WWPS ended. Began @ 6:08am. Ended @ 9:08am. Estim. volume released 45,000 gal. Cause by heavy rain flow.",2014,Water Quality,Overflows
2014791,05/23/2014,06/16/2014,"From: communications@wsscwater.com [mailto:conf-593087176@everbridge.net] 
Sent: Tuesday, May 20, 2014 1:48 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 10521 Democracy Ln, Potomac. Began @ 12:07pm. Estim. flow 2 gal/min. SSO ONGOING. Cause is UNKNOWN. WO#2299213. UC on call is Jason Brown.

From: communications@wsscwater.com [mailto:conf-594225756@everbridge.net] 
Sent: Tuesday, May 20, 2014 4:49 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 10521 Democracy Ln, Potomac ended. Began @ 12:07pm. Ended @ 4:00pm. Estim. flow uknown gal. Cause is UNKNOWN.",2014,Water Quality,Overflows
2014792,05/23/2014,06/10/2014,"From: communications@wsscwater.com [mailto:conf-594096716@everbridge.net] 
Sent: Tuesday, May 20, 2014 3:59 PM
Subject: OPS: SSO Lvl 2 WATERWAY

Lvl 2 Waterway SSO @ 17600 Garrett Dr, Gaithersburg into Clopper Creek. Began @ 3:08pm. Estim. flow of 3 gal/min. Cause is UNKNOWN. WO#2299256. UC on call is Min Lwin. 

From: communications@wsscwater.com [mailto:conf-594860966@everbridge.net] 
Sent: Tuesday, May 20, 2014 7:28 PM
Subject: OPS: SSO Lvl 2 ENDS

Lvl 2 SSO @ 17600 Garrett Dr, Gaithersburg ended. Began @ 3:08pm. Ended @ 6:00pm. Estim. flow 3 gals per minute. Cause is rags and gravel.",2014,Water Quality,Overflows
2014815,05/30/2014,06/11/2014,"From: communications@wsscwater.com [mailto:conf-621843756@everbridge.net] 
Sent: Tuesday, May 27, 2014 10:52 AM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 11420 Georgia Ave, Silver Spring. Began @ 10:09am. Estim. flow 1 gal/min. SSO [ONGOING ]. Cause is UNKNOWN. WO#2300786. UC on call is Thomas Williams.

From: communications@wsscwater.com [mailto:conf-623896776@everbridge.net] 
Sent: Tuesday, May 27, 2014 1:45 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 11420 Georgia Ave, Silver Spring ended. Began @ 10:09am. Ended @ 1:35pm. Estim. flow 206 gal. Cause is UNKNOWN.",2014,Water Quality,Overflows
2014840,06/05/2014,06/11/2014,"From: communications@wsscwater.com [mailto:conf-664775156@everbridge.net] 
Sent: Tuesday, June 03, 2014 4:01 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 324 Boyd Ave, Takoma Park. Began on 6/2/14 @ 5:55pm. Estim. flow 5 gallons total. SSO ENDED on 6/2/14 @ 6:10pm Cause is debri. WO#2303971. UC on call is Joe Fulton. WSSC will investigate, relieve/repair, and restore the affected area. Please check WSSC's website for details and updates. http://www.wsscwater.com/home/jsp/misc/genericSsoReports.faces

From: communications@wsscwater.com [mailto:conf-664847876@everbridge.net] 
Sent: Tuesday, June 03, 2014 4:08 PM
To: Martin, Steve
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 324 Boyd Ave, Takoma Park. Began on 6/2/14 @ 5:55pm. Ended on 6/2/14 @ 6:10pm. Estim. flow 5 gal. Cause is debri.",2014,Water Quality,Overflows
