Reporting Area,MMWR Year,MMWR Week,"Gonorrhea, Current week","Gonorrhea, Current week, flag","Gonorrhea, Previous 52 weeks Max†","Gonorrhea, Previous 52 weeks Max†, flag","Gonorrhea, Cum 2020†","Gonorrhea, Cum 2020†, flag","Gonorrhea, Cum 2019†","Gonorrhea, Cum 2019†, flag","Haemophilus influenza, invasive disease, All ages, all serotypes, Current week","Haemophilus influenza, invasive disease, All ages, all serotypes, Current week, flag","Haemophilus influenza, invasive disease, All ages, all serotypes, Previous 52 weeks Max†","Haemophilus influenza, invasive disease, All ages, all serotypes, Previous 52 weeks Max†, flag","Haemophilus influenza, invasive disease, All ages, all serotypes, Cum 2020†","Haemophilus influenza, invasive disease, All ages, all serotypes, Cum 2020†, flag","Haemophilus influenza, invasive disease, All ages, all serotypes, Cum 2019†","Haemophilus influenza, invasive disease, All ages, all serotypes, Cum 2019†, flag","Haemophilus influenza, invasive disease, Age <5 years, Serotype b, Current week","Haemophilus influenza, invasive disease, Age <5 years, Serotype b, Current week, flag","Haemophilus influenza, invasive disease, Age <5 years, Serotype b, Previous 52 weeks Max†","Haemophilus influenza, invasive disease, Age <5 years, Serotype b, Previous 52 weeks Max†, flag","Haemophilus influenza, invasive disease, Age <5 years, Serotype b, Cum 2020†","Haemophilus influenza, invasive disease, Age <5 years, Serotype b, Cum 2020†, flag","Haemophilus influenza, invasive disease, Age <5 years, Serotype b, Cum 2019†","Haemophilus influenza, invasive disease, Age <5 years, Serotype b, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
SOUTH CAROLINA,2020,14,,-,298,,,-,4007,,,-,7,,12,,44,,,-,0,,,-,,-,SOUTH CAROLINA,,20201435,POINT (-80.864614 33.878572)
OKLAHOMA,2020,14,,-,232,,1512,,2092,,,-,6,,41,,29,,,-,0,,,-,,-,OKLAHOMA,,20201446,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201465,POINT (145.725693 15.1834)
OHIO,2020,14,228,,599,,6168,,6742,,1,,16,,92,,105,,,-,0,,,-,3,,OHIO,,20201418,POINT (-82.70936 40.415534)
MINNESOTA,2020,14,6,,212,,2165,,1890,,,-,6,,,-,2,,,-,0,,,-,,-,MINNESOTA,,20201423,POINT (-94.198308 46.349153)
LOUISIANA,2020,14,78,,318,,3260,,3212,,,-,7,,38,,30,,,-,1,,1,,,-,LOUISIANA,,20201445,POINT (-91.840238 30.921314)
HAWAII,2020,14,,-,40,,,-,422,,,-,3,,7,,11,,,-,0,,,-,,-,HAWAII,,20201460,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,14,646,,2580,,24825,,33664,,8,,45,,307,,425,,,-,1,,1,,1,,,SOUTH ATLANTIC,20201428,
PENNSYLVANIA,2020,14,153,,424,,4412,,4011,,1,,14,,84,,85,,,-,0,,,-,,-,PENNSYLVANIA,,20201413,POINT (-77.838886 40.896694)
UTAH,2020,14,27,,77,,689,,705,,1,,5,,20,,14,,,-,0,,,-,,-,UTAH,,20201455,POINT (-111.678222 39.323779)
COLORADO,2020,14,92,,280,,2344,,2323,,1,,8,,33,,37,,,-,0,,,-,,-,COLORADO,,20201450,POINT (-105.547832 38.998552)
VERMONT,2020,14,,-,8,,19,,5,,,-,4,,4,,4,,,-,0,,,-,,-,VERMONT,,20201408,POINT (-72.662695 44.075252)
KENTUCKY,2020,14,,-,780,,772,,902,,,-,9,,28,,26,,,-,1,,1,,,-,KENTUCKY,,20201440,POINT (-85.290484 37.526683)
PUERTO RICO,2020,14,,-,15,,4,,147,,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201467,POINT (-66.414655 18.215692)
MAINE,2020,14,,-,27,,112,,146,,,-,3,,4,,13,,,-,0,,,-,,-,MAINE,,20201404,POINT (-69.06137 45.117911)
VIRGINIA,2020,14,172,,358,,3773,,3714,,,-,9,,34,,44,,,-,0,,,-,,-,VIRGINIA,,20201436,POINT (-78.666382 37.510861)
ARIZONA,2020,14,17,,358,,2639,,3687,,3,,9,,58,,79,,,-,1,,,-,,-,ARIZONA,,20201449,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201464,
WISCONSIN,2020,14,95,,247,,2127,,2098,,,-,7,,5,,32,,,-,0,,,-,2,,WISCONSIN,,20201419,POINT (-89.732969 44.639954)
IDAHO,2020,14,2,,57,,258,,400,,,-,2,,3,,11,,,-,0,,,-,,-,IDAHO,,20201451,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,14,,-,0,,,-,,-,,N,,NC,,N,,N,,-,0,,,-,,-,VIRGIN ISLANDS,,20201468,POINT (-64.840836 18.060868)
MICHIGAN,2020,14,,-,466,,2645,,4580,,,-,13,,38,,49,,,-,0,,,-,,-,MICHIGAN,,20201417,POINT (-85.730977 44.874798)
GEORGIA,2020,14,73,,503,,3804,,5462,,1,,10,,36,,96,,,-,1,,1,,,-,GEORGIA,,20201432,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,14,,-,868,,7679,,7596,,1,,9,,44,,44,,,-,0,,,-,,-,,NEW YORK CITY,20201412,
ARKANSAS,2020,14,,-,157,,182,,1909,,,-,8,,25,,32,,,-,0,,,-,,-,ARKANSAS,,20201444,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,14,14,,312,,2134,,2767,,,-,5,,14,,26,,,-,1,,,-,,-,MISSISSIPPI,,20201441,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,14,,-,57,,33,,490,,,-,2,,1,,7,,,-,0,,,-,,-,SOUTH DAKOTA,,20201427,POINT (-100.230491 44.43614)
WYOMING,2020,14,1,,16,,57,,115,,,-,2,,1,,1,,,-,0,,,-,,-,WYOMING,,20201456,POINT (-107.55145 42.999627)
MISSOURI,2020,14,,-,379,,3340,,3942,,,-,7,,30,,57,,,-,0,,,-,,-,MISSOURI,,20201424,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,14,369,,1749,,17944,,16763,,4,,26,,190,,229,,,-,1,,,-,,-,,MIDDLE ATLANTIC,20201409,
CALIFORNIA,2020,14,453,,1834,,20083,,21211,,,-,4,,12,,18,,,-,0,,,-,,-,CALIFORNIA,,20201459,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,14,,-,146,,443,,444,,,-,4,,8,,17,,,-,0,,,-,,-,WEST VIRGINIA,,20201437,POINT (-80.613729 38.642579)
FLORIDA,2020,14,389,,899,,9558,,8666,,7,,26,,128,,101,,,-,0,,,-,,-,FLORIDA,,20201431,POINT (-82.420978 28.260731)
MONTANA,2020,14,13,,57,,427,,361,,,-,4,,2,,9,,,-,0,,,-,,-,MONTANA,,20201452,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,14,53,,818,,7879,,10236,,,-,12,,50,,82,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20201420,
MASSACHUSETTS,2020,14,,-,207,,1931,,2009,,,-,7,,41,,27,,,-,0,,,-,,-,MASSACHUSETTS,,20201405,POINT (-71.481104 42.151077)
MOUNTAIN,2020,14,163,,964,,9057,,10532,,5,,19,,142,,189,,,-,1,,,-,1,,,MOUNTAIN,20201448,
INDIANA,2020,14,41,,314,,3003,,2856,,,-,8,,34,,53,,,-,1,,,-,,-,INDIANA,,20201416,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,14,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201469,
US TERRITORIES,2020,14,,-,15,,4,,147,,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201463,
TOTAL,2020,18,2686,,12807,,149002,,201571,,11,,177,,1533,,2190,,,-,3,,3,,9,,,TOTAL,20201870,
US RESIDENTS,2020,18,2686,,12794,,148998,,201396,,11,,177,,1533,,2190,,,-,3,,3,,9,,,US RESIDENTS,20201801,
U.S. VIRGIN ISLANDS,2020,18,,-,0,,,-,,-,,N,,NC,,N,,N,,-,0,,,-,,-,VIRGIN ISLANDS,,20201868,POINT (-64.840836 18.060868)
NEW HAMPSHIRE,2020,18,5,,15,,114,,173,,,-,3,,10,,12,,,-,0,,,-,,-,NEW HAMPSHIRE,,20201806,POINT (-71.57139 43.680429)
NEW YORK,2020,18,173,,328,,4201,,3707,,1,,20,,53,,78,,,-,1,,,-,,-,NEW YORK,,20201811,POINT (-75.59655 42.921241)
PACIFIC,2020,18,613,,2239,,28688,,33904,,2,,8,,70,,90,,,-,1,,,-,,-,,PACIFIC,20201857,
WEST SOUTH CENTRAL,2020,18,84,,1533,,9691,,24392,,,-,41,,221,,244,,,-,1,,1,,1,,,WEST SOUTH CENTRAL,20201843,
NEBRASKA,2020,18,,-,83,,849,,937,,,-,3,,18,,9,,,-,0,,,-,,-,NEBRASKA,,20201825,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,18,119,,1497,,10707,,15519,,,-,24,,145,,203,,,-,1,,1,,,-,,EAST SOUTH CENTRAL,20201838,
NORTH DAKOTA,2020,18,2,,38,,312,,540,,,-,2,,2,,8,,,-,0,,,-,,-,NORTH DAKOTA,,20201826,POINT (-100.46931 47.446305)
NEVADA,2020,18,,-,240,,2064,,2149,,,-,4,,7,,23,,,-,0,,,-,1,,NEVADA,,20201853,POINT (-114.916992 39.283294)
ILLINOIS,2020,18,32,,696,,3989,,9338,,,-,11,,53,,82,,,-,0,,,-,,-,ILLINOIS,,20201815,POINT (-89.148632 40.124144)
IOWA,2020,18,19,,131,,1689,,1831,,,-,1,,,-,,-,,-,0,,,-,,-,IOWA,,20201821,POINT (-93.500061 42.074659)
TEXAS,2020,18,,-,870,,3634,,15051,,,-,39,,103,,166,,,-,1,,,-,1,,TEXAS,,20201847,POINT (-99.317341 31.447238)
ALASKA,2020,18,5,,62,,623,,709,,,-,3,,5,,12,,,-,1,,,-,,-,ALASKA,,20201858,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,18,1,,123,,1232,,1563,,,-,1,,3,,6,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201830,POINT (-77.016275 38.904785)
WASHINGTON,2020,18,127,,343,,2478,,3813,,,-,1,,2,,7,,,-,0,,,-,,-,WASHINGTON,,20201862,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,18,7,,382,,3380,,4515,,,-,11,,71,,96,,,-,0,,,-,,-,,NEW ENGLAND,20201802,
RHODE ISLAND,2020,18,,-,81,,192,,370,,,-,4,,3,,10,,,-,0,,,-,,-,RHODE ISLAND,,20201807,POINT (-71.534637 41.572574)
OREGON,2020,18,59,,163,,1912,,1935,,1,,7,,40,,36,,,-,0,,,-,,-,OREGON,,20201861,POINT (-120.605279 43.940449)
DELAWARE,2020,18,,-,59,,300,,651,,,-,3,,1,,9,,,-,0,,,-,,-,DELAWARE,,20201829,POINT (-75.452394 38.994926)
ALABAMA,2020,18,,-,378,,2441,,5069,,,-,7,,38,,48,,,-,0,,,-,,-,ALABAMA,,20201839,POINT (-86.844516 32.756889)
KANSAS,2020,18,35,,220,,1352,,3446,,,-,2,,,-,1,,,-,0,,,-,,-,KANSAS,,20201822,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,18,,-,630,,5296,,8770,,,-,9,,63,,100,,,-,0,,,-,,-,NORTH CAROLINA,,20201834,POINT (-79.130883 35.52603)
GUAM,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201866,POINT (144.653198 13.3532)
NEW JERSEY,2020,18,5,,251,,2745,,3290,,,-,6,,14,,51,,,-,0,,,-,,-,NEW JERSEY,,20201810,POINT (-74.655514 40.110253)
NEW MEXICO,2020,18,12,,122,,1267,,1639,,,-,4,,19,,21,,,-,0,,,-,,-,NEW MEXICO,,20201854,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,18,557,,2149,,22793,,30092,,3,,39,,256,,381,,,-,1,,,-,5,,,EAST NORTH CENTRAL,20201814,
TENNESSEE,2020,18,119,,397,,4466,,5443,,,-,10,,58,,89,,,-,0,,,-,,-,TENNESSEE,,20201842,POINT (-86.343226 35.842998)
CONNECTICUT,2020,18,,-,121,,816,,1308,,,-,3,,10,,18,,,-,0,,,-,,-,CONNECTICUT,,20201803,POINT (-72.738288 41.575155)
MARYLAND,2020,18,,-,305,,2719,,3506,,,-,6,,39,,51,,,-,0,,,-,1,,MARYLAND,,20201833,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,18,,-,221,,,-,5009,,,-,6,,12,,61,,,-,0,,,-,,-,SOUTH CAROLINA,,20201835,POINT (-80.864614 33.878572)
OKLAHOMA,2020,18,,-,232,,1788,,2718,,,-,6,,49,,38,,,-,0,,,-,,-,OKLAHOMA,,20201846,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201865,POINT (145.725693 15.1834)
OHIO,2020,18,263,,599,,7684,,8488,,3,,16,,101,,138,,,-,0,,,-,3,,OHIO,,20201818,POINT (-82.70936 40.415534)
MINNESOTA,2020,18,15,,212,,2700,,2423,,,-,6,,,-,8,,,-,0,,,-,,-,MINNESOTA,,20201823,POINT (-94.198308 46.349153)
LOUISIANA,2020,18,84,,318,,3611,,4140,,,-,7,,40,,40,,,-,1,,1,,,-,LOUISIANA,,20201845,POINT (-91.840238 30.921314)
HAWAII,2020,18,,-,40,,,-,543,,,-,3,,8,,15,,,-,0,,,-,,-,HAWAII,,20201860,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,18,784,,2635,,31680,,42880,,1,,46,,356,,542,,,-,1,,1,,1,,,SOUTH ATLANTIC,20201828,
PENNSYLVANIA,2020,18,185,,417,,5120,,5088,,1,,14,,91,,107,,,-,0,,,-,,-,PENNSYLVANIA,,20201813,POINT (-77.838886 40.896694)
UTAH,2020,18,39,,77,,856,,857,,,-,5,,22,,21,,,-,0,,,-,,-,UTAH,,20201855,POINT (-111.678222 39.323779)
COLORADO,2020,18,,-,282,,2690,,3111,,1,,6,,34,,53,,,-,0,,,-,,-,COLORADO,,20201850,POINT (-105.547832 38.998552)
VERMONT,2020,18,1,,8,,25,,15,,,-,4,,4,,5,,,-,0,,,-,,-,VERMONT,,20201808,POINT (-72.662695 44.075252)
KENTUCKY,2020,18,,-,902,,1360,,1387,,,-,9,,31,,37,,,-,1,,1,,,-,KENTUCKY,,20201840,POINT (-85.290484 37.526683)
PUERTO RICO,2020,18,,-,15,,4,,173,,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201867,POINT (-66.414655 18.215692)
MAINE,2020,18,1,,27,,130,,189,,,-,3,,3,,14,,,-,0,,,-,,-,MAINE,,20201804,POINT (-69.06137 45.117911)
VIRGINIA,2020,18,210,,358,,4592,,4774,,,-,9,,40,,55,,,-,0,,,-,,-,VIRGINIA,,20201836,POINT (-78.666382 37.510861)
ARIZONA,2020,18,18,,360,,4299,,4753,,,-,8,,66,,96,,,-,1,,,-,1,,ARIZONA,,20201849,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201864,
WISCONSIN,2020,18,143,,247,,2724,,2661,,,-,7,,19,,36,,,-,0,,,-,2,,WISCONSIN,,20201819,POINT (-89.732969 44.639954)
IDAHO,2020,18,1,,57,,261,,510,,,-,2,,3,,17,,,-,0,,,-,,-,IDAHO,,20201851,POINT (-114.659366 44.389073)
MICHIGAN,2020,18,28,,468,,4622,,5832,,,-,13,,46,,60,,,-,0,,,-,,-,MICHIGAN,,20201817,POINT (-85.730977 44.874798)
GEORGIA,2020,18,84,,504,,5075,,6732,,1,,10,,47,,107,,,-,1,,1,,,-,GEORGIA,,20201832,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,18,,-,868,,7679,,9541,,2,,9,,48,,54,,,-,0,,,-,,-,,NEW YORK CITY,20201812,
ARKANSAS,2020,18,,-,172,,658,,2483,,,-,5,,29,,,-,,-,0,,,-,,-,ARKANSAS,,20201844,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,18,,-,314,,2440,,3620,,,-,5,,18,,29,,,-,1,,,-,,-,MISSISSIPPI,,20201841,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,18,,-,57,,33,,628,,,-,2,,1,,10,,,-,0,,,-,,-,SOUTH DAKOTA,,20201827,POINT (-100.230491 44.43614)
WYOMING,2020,18,5,,16,,74,,138,,,-,2,,1,,2,,,-,0,,,-,,-,WYOMING,,20201856,POINT (-107.55145 42.999627)
MISSOURI,2020,18,,-,379,,3340,,5047,,,-,7,,30,,64,,,-,0,,,-,,-,MISSOURI,,20201824,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,18,363,,1745,,19745,,21626,,4,,26,,206,,290,,,-,1,,,-,,-,,MIDDLE ATLANTIC,20201809,
CALIFORNIA,2020,18,422,,1798,,23675,,26904,,1,,4,,15,,20,,,-,0,,,-,,-,CALIFORNIA,,20201859,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,18,33,,146,,617,,459,,,-,3,,12,,20,,,-,0,,,-,,-,WEST VIRGINIA,,20201837,POINT (-80.613729 38.642579)
FLORIDA,2020,18,456,,913,,11849,,11416,,,-,26,,139,,133,,,-,0,,,-,,-,FLORIDA,,20201831,POINT (-82.420978 28.260731)
MONTANA,2020,18,13,,57,,528,,459,,,-,3,,5,,11,,,-,0,,,-,,-,MONTANA,,20201852,POINT (-109.645127 47.033521)
TOTAL,2020,15,2044,,12547,,127750,,165330,,23,,182,,1425,,1859,,,-,3,,3,,8,,,TOTAL,20201570,
US RESIDENTS,2020,15,2044,,12534,,127746,,165175,,23,,182,,1425,,1859,,,-,3,,3,,8,,,US RESIDENTS,20201501,
NEW HAMPSHIRE,2020,15,1,,15,,80,,144,,,-,3,,10,,11,,,-,0,,,-,,-,NEW HAMPSHIRE,,20201506,POINT (-71.57139 43.680429)
NEW YORK,2020,15,153,,597,,3528,,2843,,1,,20,,49,,65,,,-,1,,,-,,-,NEW YORK,,20201511,POINT (-75.59655 42.921241)
PACIFIC,2020,15,636,,2240,,25107,,28550,,1,,8,,60,,78,,,-,1,,,-,,-,,PACIFIC,20201557,
WEST SOUTH CENTRAL,2020,15,23,,1531,,8753,,20685,,6,,48,,213,,230,,,-,1,,1,,1,,,WEST SOUTH CENTRAL,20201543,
NEBRASKA,2020,15,41,,83,,849,,762,,,-,3,,17,,8,,,-,0,,,-,,-,NEBRASKA,,20201525,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,15,99,,1282,,9712,,12729,,1,,24,,137,,175,,,-,1,,1,,,-,,EAST SOUTH CENTRAL,20201538,
NORTH DAKOTA,2020,15,2,,38,,274,,480,,,-,2,,2,,8,,,-,0,,,-,,-,NORTH DAKOTA,,20201526,POINT (-100.46931 47.446305)
NEVADA,2020,15,,-,232,,1811,,1789,,,-,4,,6,,18,,,-,0,,,-,1,,NEVADA,,20201553,POINT (-114.916992 39.283294)
ILLINOIS,2020,15,17,,693,,3135,,7830,,,-,11,,48,,71,,,-,0,,,-,,-,ILLINOIS,,20201515,POINT (-89.148632 40.124144)
IOWA,2020,15,,-,130,,1276,,1507,,,-,1,,,-,,-,,-,0,,,-,,-,IOWA,,20201521,POINT (-93.500061 42.074659)
TEXAS,2020,15,3,,867,,3634,,12947,,1,,38,,100,,131,,,-,1,,,-,1,,TEXAS,,20201547,POINT (-99.317341 31.447238)
ALASKA,2020,15,,-,62,,269,,609,,,-,2,,,-,8,,,-,1,,,-,,-,ALASKA,,20201558,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,15,8,,123,,1180,,1327,,,-,1,,3,,5,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201530,POINT (-77.016275 38.904785)
WASHINGTON,2020,15,103,,321,,2078,,3189,,,-,1,,2,,5,,,-,0,,,-,,-,WASHINGTON,,20201562,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,15,1,,384,,3150,,3783,,,-,11,,72,,81,,,-,0,,,-,,-,,NEW ENGLAND,20201502,
RHODE ISLAND,2020,15,,-,81,,192,,264,,,-,4,,3,,8,,,-,0,,,-,,-,RHODE ISLAND,,20201507,POINT (-71.534637 41.572574)
OREGON,2020,15,64,,164,,1685,,1598,,,-,7,,38,,33,,,-,0,,,-,,-,OREGON,,20201561,POINT (-120.605279 43.940449)
DELAWARE,2020,15,,-,59,,300,,550,,,-,3,,1,,7,,,-,0,,,-,,-,DELAWARE,,20201529,POINT (-75.452394 38.994926)
ALABAMA,2020,15,,-,378,,2441,,4213,,,-,7,,33,,40,,,-,0,,,-,,-,ALABAMA,,20201539,POINT (-86.844516 32.756889)
KANSAS,2020,15,,-,113,,,-,1460,,,-,2,,,-,,-,,-,0,,,-,,-,KANSAS,,20201522,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,15,,-,630,,4548,,7370,,,-,10,,51,,79,,,-,0,,,-,,-,NORTH CAROLINA,,20201534,POINT (-79.130883 35.52603)
AMERICAN SAMOA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201564,
NEW JERSEY,2020,15,57,,251,,2557,,2740,,,-,6,,14,,40,,,-,0,,,-,,-,NEW JERSEY,,20201510,POINT (-74.655514 40.110253)
NEW MEXICO,2020,15,17,,122,,1007,,1380,,,-,5,,19,,20,,,-,0,,,-,,-,NEW MEXICO,,20201554,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,15,410,,2147,,18363,,25217,,4,,38,,235,,320,,,-,1,,,-,5,,,EAST NORTH CENTRAL,20201514,
TENNESSEE,2020,15,19,,400,,4059,,4568,,1,,10,,59,,78,,,-,0,,,-,,-,TENNESSEE,,20201542,POINT (-86.343226 35.842998)
CONNECTICUT,2020,15,,-,121,,816,,1088,,,-,3,,10,,16,,,-,0,,,-,,-,CONNECTICUT,,20201503,POINT (-72.738288 41.575155)
MARYLAND,2020,15,,-,306,,2194,,2893,,1,,6,,35,,42,,,-,0,,,-,1,,MARYLAND,,20201533,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,15,,-,298,,,-,4305,,,-,7,,12,,45,,,-,0,,,-,,-,SOUTH CAROLINA,,20201535,POINT (-80.864614 33.878572)
OKLAHOMA,2020,15,20,,232,,1677,,2257,,3,,6,,46,,34,,,-,0,,,-,,-,OKLAHOMA,,20201546,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201565,POINT (145.725693 15.1834)
OHIO,2020,15,225,,599,,6533,,7178,,4,,16,,96,,109,,,-,0,,,-,3,,OHIO,,20201518,POINT (-82.70936 40.415534)
MINNESOTA,2020,15,,-,212,,2248,,2025,,,-,6,,,-,2,,,-,0,,,-,,-,MINNESOTA,,20201523,POINT (-94.198308 46.349153)
LOUISIANA,2020,15,,-,318,,3260,,3436,,,-,7,,40,,31,,,-,1,,1,,,-,LOUISIANA,,20201545,POINT (-91.840238 30.921314)
HAWAII,2020,15,,-,40,,,-,446,,,-,3,,7,,13,,,-,0,,,-,,-,HAWAII,,20201560,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,15,320,,2583,,26372,,35880,,6,,45,,319,,451,,,-,1,,1,,1,,,SOUTH ATLANTIC,20201528,
PENNSYLVANIA,2020,15,130,,423,,4597,,2363,,1,,14,,86,,87,,,-,0,,,-,,-,PENNSYLVANIA,,20201513,POINT (-77.838886 40.896694)
UTAH,2020,15,,-,77,,689,,734,,,-,5,,20,,14,,,-,0,,,-,,-,UTAH,,20201555,POINT (-111.678222 39.323779)
COLORADO,2020,15,115,,282,,2462,,2541,,,-,8,,33,,40,,,-,0,,,-,,-,COLORADO,,20201550,POINT (-105.547832 38.998552)
VERMONT,2020,15,,-,8,,19,,5,,,-,4,,4,,4,,,-,0,,,-,,-,VERMONT,,20201508,POINT (-72.662695 44.075252)
KENTUCKY,2020,15,,-,780,,772,,963,,,-,9,,29,,30,,,-,1,,1,,,-,KENTUCKY,,20201540,POINT (-85.290484 37.526683)
PUERTO RICO,2020,15,,-,15,,4,,153,,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201567,POINT (-66.414655 18.215692)
MAINE,2020,15,,-,27,,112,,161,,,-,3,,4,,13,,,-,0,,,-,,-,MAINE,,20201504,POINT (-69.06137 45.117911)
VIRGINIA,2020,15,190,,358,,3963,,3980,,,-,9,,35,,46,,,-,0,,,-,,-,VIRGINIA,,20201536,POINT (-78.666382 37.510861)
ARIZONA,2020,15,27,,358,,3165,,3953,,2,,8,,59,,86,,,-,1,,,-,,-,ARIZONA,,20201549,POINT (-111.664616 34.293239)
WISCONSIN,2020,15,104,,247,,2260,,2239,,,-,7,,14,,33,,,-,0,,,-,2,,WISCONSIN,,20201519,POINT (-89.732969 44.639954)
IDAHO,2020,15,,-,57,,258,,425,,,-,2,,3,,12,,,-,0,,,-,,-,IDAHO,,20201551,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,15,,-,0,,,-,,-,,N,,NC,,N,,N,,-,0,,,-,,-,VIRGIN ISLANDS,,20201568,POINT (-64.840836 18.060868)
MICHIGAN,2020,15,,-,468,,3237,,4896,,,-,13,,42,,53,,,-,0,,,-,,-,MICHIGAN,,20201517,POINT (-85.730977 44.874798)
GEORGIA,2020,15,85,,504,,4114,,5707,,1,,10,,38,,100,,,-,1,,1,,,-,GEORGIA,,20201532,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,15,,-,868,,7679,,8083,,1,,9,,45,,48,,,-,0,,,-,,-,,NEW YORK CITY,20201512,
ARKANSAS,2020,15,,-,157,,182,,2045,,2,,8,,27,,34,,,-,0,,,-,,-,ARKANSAS,,20201544,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,15,80,,312,,2440,,2985,,,-,5,,16,,27,,,-,1,,,-,,-,MISSISSIPPI,,20201541,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,15,,-,57,,33,,515,,,-,2,,1,,8,,,-,0,,,-,,-,SOUTH DAKOTA,,20201527,POINT (-100.230491 44.43614)
WYOMING,2020,15,,-,16,,57,,121,,,-,2,,1,,1,,,-,0,,,-,,-,WYOMING,,20201556,POINT (-107.55145 42.999627)
MISSOURI,2020,15,,-,379,,3340,,4219,,,-,7,,30,,58,,,-,0,,,-,,-,MISSOURI,,20201524,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,15,340,,1749,,18361,,16029,,3,,26,,194,,240,,,-,1,,,-,,-,,MIDDLE ATLANTIC,20201509,
CALIFORNIA,2020,15,469,,1835,,21075,,22708,,1,,4,,13,,19,,,-,0,,,-,,-,CALIFORNIA,,20201559,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,15,37,,146,,515,,447,,,-,3,,11,,18,,,-,0,,,-,,-,WEST VIRGINIA,,20201537,POINT (-80.613729 38.642579)
FLORIDA,2020,15,,-,899,,9558,,9301,,4,,26,,133,,109,,,-,0,,,-,,-,FLORIDA,,20201531,POINT (-82.420978 28.260731)
MONTANA,2020,15,13,,57,,459,,391,,,-,4,,4,,9,,,-,0,,,-,,-,MONTANA,,20201552,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,15,43,,818,,8020,,10968,,,-,12,,50,,84,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20201520,
