PEPID,Inspection ID,Observation,Comments
23431,101309,Homeless (or other) encampment,Homeless debris behind hedges on both sides btn 40-42 Sts near library steps adj 5th Av.
23426,101251,Homeless persons present,1 man sleeping on bench in upper sitting area.
23424,101232,Homeless (or other) encampment,Two separate encampments in natural area off Kissena Blvd near Peck Ave (with one active).
23425,101234,Unleashed dogs,4 on AF 12.
23423,101186,Other inspector suggestions for improving site,"While benches have been removed for safety reasons, many of the fallen tops of the S/S/G walls can easily be used as benches and invite loitering."
23422,101186,Public urination/defecation,Much evidence of landing above playground 01 (above Madison Ave) being used as a bathroom.
23421,101153,Unauthorized presence/truancy,4 single adults in childrens play area.
23417,101147,Unleashed dogs,Several unleashed dogs
23416,101125,Unleashed dogs,Pit bull loose at MPPA with owner present. I advised the patron of the rules.
23415,101095,Public urination/defecation,Two park patrons urinated on paved area inside playground beside comfort station.
23412,101044,Exemplary staff performance,Multiple staff workers diligently maintaining playground.
23413,101045,Exemplary staff performance,Multiple staff workers diligently maintaining park.
23414,101045,Unleashed dogs,"Woman walking unleashed dog in lawn- when asked to leash her pet, she requested a dog run by constructed."
23411,101016,Homeless persons present,2 adj water btw 120th & St Claire Pl
23408,100955,Illegal vehicles/dirt bikes,private construction vehicles parked on lawn on Adams St btw Sands & Prospect Sts.
23410,100956,Homeless persons present,3 on & adj HBCT.
23409,100956,Other patron complaints or suggestions,Patrons reguest a lock/bar on the gate to children's PE.
23407,100935,Homeless persons present,Homeless person sitting on bench at zoo south entrance.
23406,100861,Other inspector suggestions for improving site,Excessive amount of rock salt on the SW along Victory Blvd.
23405,100828,Exemplary staff performance,Employee stationed in Park House had cleared sidewalks and two paths through Park as well as cleaning CS and having it open to the public and was cleaning up litter at time of inspection.
23404,100790,Prostitution/sexual activity,Multiple condoms and condom wrappers in several secluded spots throughout entire zone.
23401,100773,Unleashed dogs,One unleashed dog
23403,100779,Homeless (or other) encampment,In natural area above Highland Blvd adj gravel path.
23402,100779,Drug use,In natural area above Highland Blvd adj gravel path.
23400,100720,Smoking/cigarette butts inside park,Persons smoking throughout zone
23399,100720,Drug use,Two men rolling a marijuana joint
23395,100638,Areas/equipment being used other than intended,Delivery bicyclists using circle as a shortcut
23398,100651,Smoking/cigarette butts inside park,Park patron smoking inside park.
23397,100654,Homeless (or other) encampment,Homeless encampment on SW under pedestrian bridge adj College Point Blvd. Please see pic in comments section.
23389,100591,Other inspector suggestions for improving site,large growth over fencing from pirvate property over benches near the swings.  Area could use pruning.
23391,100604,Drainage issues/standing water,large pool of water/ice at smaller plgd equip station.
23393,100630,Smoking/cigarette butts inside park,Patrons smoking inside park.
23387,100553,Full or partial closure with no signage,Lower courts fenced-off.
23388,100569,Other inspector suggestions for improving site,excessive sand around sand pit and sand table.  Area should be fenced in to prevent slipping and falling.
23386,100550,Unleashed dogs,One unleashed dog
23385,100523,Unleashed dogs,On ballfield adj school.
23384,100523,Other patron complaints or suggestions,"SWs have been missing sections for months creating ""dangerous"" conditions. Patron called 311 but the problem has not been resolved."
23381,100486,Other patron complaints or suggestions,patron suggests a metal garbage can be placed outside the entrance to the kayak launch.
23382,100492,Homeless (or other) encampment,Multiple mattresses and personal effects in small natural area between tennis courts + FDNY building.
23231,99120,Unauthorized presence/truancy,Adults in plgd area with no children
23383,100517,Other inspector suggestions for improving site,Inspector recommends repainting standpipe at East End Av & 89 st a more brightly visible color.
23380,100445,Other enforcement issues,Multiple illegal advertisements affixed to wrought iron fence on East Broadway and Market St.
23377,100424,Homeless (or other) encampment,"homeless person in gazebo, maybe setting up encampment."
23379,100428,Unleashed dogs,Two dogs observed unleashed & on the lawn within zones 2 & 3.
23378,100428,Drug use,I observed a park patron smoking what appeared to be narcotics in plain view adj park house c/o E 149 St.  & St Ann’s.
23370,100405,Illegal BBQ,At large encampment with excessive dumping set up on old path under Henry Hudson Pkwy off ramp leading to Riverside Drive.
23369,100405,Homeless (or other) encampment,Encampments set up along exit ramps and on ramps to the Henry Hudson Pkwy.  Large encampment with excessive dumping set up on old path under Henry Hudson Pkwy off ramp leading to Riverside Drive.
23371,100409,Homeless (or other) encampment,"Person sleeping on cardboard outside women's room, with various personal effects."
23372,100410,Homeless (or other) encampment,Remnants of sleeping area just outside construction site at southern end of zone and MD Expwy.
23373,100413,Homeless (or other) encampment,Homeless patrons sleeping & walking around as well as starting a small fire possibly attempting to stay warm adj AF 1. Homeless debris also scattered throughout the rear of zone adj basin.
23376,100414,Unleashed dogs,"Unleashed dogs near cs, I advised both park patrons of the rules in the park."
23375,100417,Smoking/cigarette butts inside park,Park patron smoking at parking lot inside park.
23374,100417,Drainage issues/standing water,South-east side of park mostly flooded due to drainage issue.
23368,100400,Homeless (or other) encampment,Remnants of homeless sleeping area at northernmost ballfield dugout.
23366,100361,Large asphalt spaces with no markings or play equipment,"Much of site just cracked asphalt with various pieces of scattered play equipment stations, no horticultural areas or other aesthetically pleasing features."
23367,100375,Smoking/cigarette butts inside park,Park patron smoking at swing area inside playground.
23364,100346,Smoking/cigarette butts inside park,Adult patron smoking inside park by picnic tables.
23365,100352,Homeless (or other) encampment,Homeless person sleeping in zone on the ground
23362,100304,Smoking/cigarette butts inside park,Large amount of cigarette butts around smaller plgd equip at western end.
23363,100326,Homeless persons present,Three homeless persons hanging out in plgd
23361,100282,Full or partial closure with no signage,site locked with no signage.
23360,100285,Drug use,syringe found in MPPA behind comfort station.
23359,100230,Homeless (or other) encampment,Possible homeless encampment along fenceline adjacent train track at southwest side of park.
23358,100238,Other inspector suggestions for improving site,Inspector suggests completing installation of CLF around perimeter of lake to compliment the pipe-rail instead of the wire fencing being used.
23357,100172,Full or partial closure with no signage,Plgd section of the park is closed due to possible ground erosion.  Signs of sinking present in the BBCT area.
23356,100172,Other inspector suggestions for improving site,Four jersey bariers left on both sides of Grant Ave for past couple of years. Could they be removed to prevent constant Grafitting.
23353,100182,Homeless persons present,"Multiple homeless people sleeping on interior benches, with large collection of accoutrements."
23355,100208,Smoking/cigarette butts inside park,Park patron smoking cigarette inside park.
23354,100208,Other patron complaints or suggestions,Park patron complained some lampposts close to comfort station malfunction whenever turned on.
23351,100167,Smoking/cigarette butts inside park,Patrons smoking inside park.
23352,100167,Public urination/defecation,Human feces in horticulture area and on adjacent monument near W 100 Street.
23350,100125,Other patron complaints or suggestions,The school would like the ability to lock all or some of the gates and have signs for school use only hours.
23345,100111,Gang activity,Gang graffiti on storage container on soccer field.
23344,100111,Drug use,On HBCT adj cemetery.
23348,100112,Unleashed dogs,Hockey rink being used as a dog run.
23347,100112,Drug use,in both dugouts on east AF adj train yard.
23346,100112,Alcohol use,@ bleachers adj west AF near dead end street.
23349,100114,Smoking/cigarette butts inside park,Cigarette butts adj benches next to office building
23341,100087,Homeless persons present,would not leave the stalls of the men's room and also showering in the sinks.
