OPA Case Number,Status,Status Description,Due Date,Completed Date,Task Creation Date,External Case Number,Due_Date,Completed_Date,Task_Creation_Date,CurrentStatus
2016OPA-1029,Done,OPA Close CL,09/21/2016 12:00:00 AM,09/21/2016 12:00:00 AM,09/16/2016 12:00:00 AM,,2016-09-21T00:00:00.000,2016-09-21T00:00:00.000,2016-09-16T00:00:00.000,Done
2016OPA-1270,Done,OPA Close CL,11/21/2016 12:00:00 AM,12/02/2016 12:00:00 AM,11/16/2016 12:00:00 AM,,2016-11-21T00:00:00.000,2016-12-02T00:00:00.000,2016-11-16T00:00:00.000,Done
2017OPA-0415,Done,OPA Close CL,05/02/2017 12:00:00 AM,05/02/2017 12:00:00 AM,05/02/2017 12:00:00 AM,,2017-05-02T00:00:00.000,2017-05-02T00:00:00.000,2017-05-02T00:00:00.000,Done
2018OPA-0054,Done,OPA Close Case,07/01/2018 12:00:00 AM,09/12/2018 12:00:00 AM,06/21/2018 12:00:00 AM,2018-014839,2018-07-01T00:00:00.000,2018-09-12T00:00:00.000,2018-06-21T00:00:00.000,Done
2015OPA-0586,Done,OPA Close CL,,05/11/2015 12:00:00 AM,10/20/2015 12:00:00 AM,,,2015-05-11T00:00:00.000,2015-10-20T00:00:00.000,Done
2015OPA-0824,Done,OPA Close CL,,06/25/2015 12:00:00 AM,10/19/2015 12:00:00 AM,,,2015-06-25T00:00:00.000,2015-10-19T00:00:00.000,Done
2015OPA-1069,Done,OPA Close CL,,07/23/2015 12:00:00 AM,10/16/2015 12:00:00 AM,,,2015-07-23T00:00:00.000,2015-10-16T00:00:00.000,Done
2015OPA-1563,Done,OPA Close CL,10/31/2015 12:00:00 AM,10/28/2015 12:00:00 AM,10/26/2015 12:00:00 AM,,2015-10-31T00:00:00.000,2015-10-28T00:00:00.000,2015-10-26T00:00:00.000,Done
2015OPA-1837,Done,OPA Close CL,12/19/2015 12:00:00 AM,12/17/2015 12:00:00 AM,12/14/2015 12:00:00 AM,,2015-12-19T00:00:00.000,2015-12-17T00:00:00.000,2015-12-14T00:00:00.000,Done
2016OPA-0154,Done,OPA Close SA,04/02/2016 12:00:00 AM,04/05/2016 12:00:00 AM,03/18/2016 12:00:00 AM,,2016-04-02T00:00:00.000,2016-04-05T00:00:00.000,2016-03-18T00:00:00.000,Done
2017OPA-0067,Done,OPA Send Complainant Closing Letter,02/05/2017 12:00:00 AM,01/31/2017 12:00:00 AM,01/26/2017 12:00:00 AM,2017-024636,2017-02-05T00:00:00.000,2017-01-31T00:00:00.000,2017-01-26T00:00:00.000,Done
2017OPA-0155,Done,OPA Close CL,03/13/2017 12:00:00 AM,03/09/2017 12:00:00 AM,02/14/2017 12:00:00 AM,,2017-03-13T00:00:00.000,2017-03-09T00:00:00.000,2017-02-14T00:00:00.000,Done
2017OPA-0248,Done,OPA Close Case,10/18/2017 12:00:00 AM,10/24/2017 12:00:00 AM,10/17/2017 12:00:00 AM,2017-050818,2017-10-18T00:00:00.000,2017-10-24T00:00:00.000,2017-10-17T00:00:00.000,Done
2015OPA-0061,Done,OPA Close Case,05/25/2015 12:00:00 AM,05/26/2015 12:00:00 AM,05/11/2015 12:00:00 AM,,2015-05-25T00:00:00.000,2015-05-26T00:00:00.000,2015-05-11T00:00:00.000,Done
2015OPA-0816,Done,OPA Close SA,07/25/2015 12:00:00 AM,07/21/2015 12:00:00 AM,07/20/2015 12:00:00 AM,,2015-07-25T00:00:00.000,2015-07-21T00:00:00.000,2015-07-20T00:00:00.000,Done
2015OPA-1102,Done,OPA Close SA,10/17/2015 12:00:00 AM,10/12/2015 12:00:00 AM,10/12/2015 12:00:00 AM,,2015-10-17T00:00:00.000,2015-10-12T00:00:00.000,2015-10-12T00:00:00.000,Done
2016OPA-0179,Done,OPA Close CL,03/14/2016 12:00:00 AM,03/11/2016 12:00:00 AM,03/09/2016 12:00:00 AM,,2016-03-14T00:00:00.000,2016-03-11T00:00:00.000,2016-03-09T00:00:00.000,Done
2015OPA-0089,Done,OPA Close CL,,01/26/2015 12:00:00 AM,10/23/2015 12:00:00 AM,,,2015-01-26T00:00:00.000,2015-10-23T00:00:00.000,Done
2015OPA-0271,Done,OPA Close SA,,12/29/2015 12:00:00 AM,12/29/2015 12:00:00 AM,2014-424328,,2015-12-29T00:00:00.000,2015-12-29T00:00:00.000,Done
2015OPA-0319,Done,OPA Close SA,02/15/2016 12:00:00 AM,02/11/2016 12:00:00 AM,02/10/2016 12:00:00 AM,2014-377763,2016-02-15T00:00:00.000,2016-02-11T00:00:00.000,2016-02-10T00:00:00.000,Done
2016OPA-1168,Done,OPA Close SA,,11/15/2016 12:00:00 AM,11/15/2016 12:00:00 AM,2016-344013,,2016-11-15T00:00:00.000,2016-11-15T00:00:00.000,Done
2017OPA-0261,Done,OPA Close CL,04/10/2017 12:00:00 AM,03/23/2017 12:00:00 AM,03/13/2017 12:00:00 AM,,2017-04-10T00:00:00.000,2017-03-23T00:00:00.000,2017-03-13T00:00:00.000,Done
2017OPA-0568,Done,OPA Training Referral,02/19/2018 12:00:00 AM,02/26/2018 12:00:00 AM,02/02/2018 12:00:00 AM,2017-201527,2018-02-19T00:00:00.000,2018-02-26T00:00:00.000,2018-02-02T00:00:00.000,Done
2019OPA-0199,Done,OPA Close CL,04/27/2019 12:00:00 AM,04/23/2019 12:00:00 AM,04/22/2019 12:00:00 AM,,2019-04-27T00:00:00.000,2019-04-23T00:00:00.000,2019-04-22T00:00:00.000,Done
2015OPA-0311,Done,OPA Close CL,,03/23/2015 12:00:00 AM,10/21/2015 12:00:00 AM,,,2015-03-23T00:00:00.000,2015-10-21T00:00:00.000,Done
2016OPA-0037,Done,OPA SA Review,,06/15/2016 12:00:00 AM,06/15/2016 12:00:00 AM,2015-448737,,2016-06-15T00:00:00.000,2016-06-15T00:00:00.000,Done
2016OPA-0487,Done,OPA Close CL,05/16/2016 12:00:00 AM,05/16/2016 12:00:00 AM,05/16/2016 12:00:00 AM,,2016-05-16T00:00:00.000,2016-05-16T00:00:00.000,2016-05-16T00:00:00.000,Done
2019OPA-0395,Done,OPA Close CL,07/10/2019 12:00:00 AM,07/10/2019 12:00:00 AM,07/05/2019 12:00:00 AM,,2019-07-10T00:00:00.000,2019-07-10T00:00:00.000,2019-07-05T00:00:00.000,Done
2016OPA-0845,Done,OPA Close CL,08/16/2016 12:00:00 AM,08/15/2016 12:00:00 AM,08/11/2016 12:00:00 AM,,2016-08-16T00:00:00.000,2016-08-15T00:00:00.000,2016-08-11T00:00:00.000,Done
2016OPA-1332,Done,OPA Close Case,05/16/2017 12:00:00 AM,05/23/2017 12:00:00 AM,05/11/2017 12:00:00 AM,2016-356345,2017-05-16T00:00:00.000,2017-05-23T00:00:00.000,2017-05-11T00:00:00.000,Done
2018OPA-0858,Done,OPA Close SA,,10/17/2018 12:00:00 AM,10/17/2018 12:00:00 AM,2018-323579,,2018-10-17T00:00:00.000,2018-10-17T00:00:00.000,Done
2018OPA-1046,Done,OPA Close Case,05/12/2019 12:00:00 AM,05/20/2019 12:00:00 AM,05/02/2019 12:00:00 AM,2018-409273,2019-05-12T00:00:00.000,2019-05-20T00:00:00.000,2019-05-02T00:00:00.000,Done
2016OPA-0651,Done,OPA Close SA,,08/08/2016 12:00:00 AM,08/08/2016 12:00:00 AM,,,2016-08-08T00:00:00.000,2016-08-08T00:00:00.000,Done
2017OPA-0022,Done,OPA Close CL,01/23/2017 12:00:00 AM,01/25/2017 12:00:00 AM,01/18/2017 12:00:00 AM,2017-005107,2017-01-23T00:00:00.000,2017-01-25T00:00:00.000,2017-01-18T00:00:00.000,Done
2018OPA-0951,Done,OPA Close CL,10/15/2018 12:00:00 AM,10/11/2018 12:00:00 AM,10/10/2018 12:00:00 AM,2018-343063,2018-10-15T00:00:00.000,2018-10-11T00:00:00.000,2018-10-10T00:00:00.000,Done
2018OPA-0973,Done,OPA Close Case,04/05/2019 12:00:00 AM,04/01/2019 12:00:00 AM,03/26/2019 12:00:00 AM,2018-375807,2019-04-05T00:00:00.000,2019-04-01T00:00:00.000,2019-03-26T00:00:00.000,Done
2019OPA-0251,Done,OPA Close Case,01/16/2020 12:00:00 AM,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,2019-137697,2020-01-16T00:00:00.000,2020-01-06T00:00:00.000,2020-01-06T00:00:00.000,Done
2019OPA-0603,Done,OPA Close Case,01/25/2020 12:00:00 AM,02/26/2020 12:00:00 AM,01/15/2020 12:00:00 AM,2019-266944,2020-01-25T00:00:00.000,2020-02-26T00:00:00.000,2020-01-15T00:00:00.000,Done
2020OPA-0259,Done,OPA 5 Day Notice,05/06/2020 12:00:00 AM,05/04/2020 12:00:00 AM,05/04/2020 12:00:00 AM,2020-055966,2020-05-06T00:00:00.000,2020-05-04T00:00:00.000,2020-05-04T00:00:00.000,Done
2015OPA-0615,Done,OPA Close CL,,05/11/2015 12:00:00 AM,10/20/2015 12:00:00 AM,,,2015-05-11T00:00:00.000,2015-10-20T00:00:00.000,Done
2015OPA-0977,Done,OPA Close CL,,07/10/2015 12:00:00 AM,10/16/2015 12:00:00 AM,,,2015-07-10T00:00:00.000,2015-10-16T00:00:00.000,Done
2015OPA-1899,Done,OPA Close CL,01/04/2016 12:00:00 AM,01/04/2016 12:00:00 AM,12/30/2015 12:00:00 AM,,2016-01-04T00:00:00.000,2016-01-04T00:00:00.000,2015-12-30T00:00:00.000,Done
2016OPA-0202,Done,OPA Close CL,03/14/2016 12:00:00 AM,03/18/2016 12:00:00 AM,03/09/2016 12:00:00 AM,2016-062644,2016-03-14T00:00:00.000,2016-03-18T00:00:00.000,2016-03-09T00:00:00.000,Done
2016OPA-0277,Done,OPA Close CL,03/28/2016 12:00:00 AM,03/28/2016 12:00:00 AM,03/23/2016 12:00:00 AM,,2016-03-28T00:00:00.000,2016-03-28T00:00:00.000,2016-03-23T00:00:00.000,Done
2017OPA-0449,Done,OPA Close CL,06/05/2017 12:00:00 AM,06/01/2017 12:00:00 AM,05/31/2017 12:00:00 AM,,2017-06-05T00:00:00.000,2017-06-01T00:00:00.000,2017-05-31T00:00:00.000,Done
2018OPA-0573,Done,OPA Close SA,,08/10/2018 12:00:00 AM,08/10/2018 12:00:00 AM,2018-217966,,2018-08-10T00:00:00.000,2018-08-10T00:00:00.000,Done
2018OPA-1071,Done,OPA Close CL,12/10/2018 12:00:00 AM,12/12/2018 12:00:00 AM,12/04/2018 12:00:00 AM,,2018-12-10T00:00:00.000,2018-12-12T00:00:00.000,2018-12-04T00:00:00.000,Done
2015OPA-0293,Done,OPA Close Case,08/20/2015 12:00:00 AM,08/20/2015 12:00:00 AM,08/07/2015 12:00:00 AM,2015-020888,2015-08-20T00:00:00.000,2015-08-20T00:00:00.000,2015-08-07T00:00:00.000,Done
2015OPA-0490,Done,OPA Close CL,,04/14/2015 12:00:00 AM,10/20/2015 12:00:00 AM,,,2015-04-14T00:00:00.000,2015-10-20T00:00:00.000,Done
2015OPA-0506,Done,OPA Director SA Review,05/07/2015 12:00:00 AM,04/30/2015 12:00:00 AM,04/27/2015 12:00:00 AM,,2015-05-07T00:00:00.000,2015-04-30T00:00:00.000,2015-04-27T00:00:00.000,Done
2015OPA-0913,Done,OPA Close SA,01/16/2016 12:00:00 AM,01/12/2016 12:00:00 AM,01/11/2016 12:00:00 AM,2015-094285,2016-01-16T00:00:00.000,2016-01-12T00:00:00.000,2016-01-11T00:00:00.000,Done
2019OPA-0517,Done,OPA Close CL,08/25/2019 12:00:00 AM,08/22/2019 12:00:00 AM,08/20/2019 12:00:00 AM,,2019-08-25T00:00:00.000,2019-08-22T00:00:00.000,2019-08-20T00:00:00.000,Done
2020OPA-0166,To do,OPA 180 Timeline Calculation,02/27/2020 12:00:00 AM,08/25/2020 12:00:00 AM,04/06/2020 12:00:00 AM,2020-073415,2020-02-27T00:00:00.000,2020-08-25T00:00:00.000,2020-04-06T00:00:00.000,To do
2016OPA-0956,Done,OPA Close Case,12/15/2016 12:00:00 AM,12/15/2016 12:00:00 AM,12/08/2016 12:00:00 AM,2016-171749,2016-12-15T00:00:00.000,2016-12-15T00:00:00.000,2016-12-08T00:00:00.000,Done
2016OPA-1290,Done,OPA Close CL,11/27/2016 12:00:00 AM,11/23/2016 12:00:00 AM,11/22/2016 12:00:00 AM,,2016-11-27T00:00:00.000,2016-11-23T00:00:00.000,2016-11-22T00:00:00.000,Done
2017OPA-1011,Done,OPA Close SA,,12/20/2017 12:00:00 AM,12/20/2017 12:00:00 AM,2017-335058,,2017-12-20T00:00:00.000,2017-12-20T00:00:00.000,Done
2017OPA-1222,Done,OPA Close Case,05/18/2018 12:00:00 AM,08/22/2018 12:00:00 AM,05/08/2018 12:00:00 AM,2017-418046,2018-05-18T00:00:00.000,2018-08-22T00:00:00.000,2018-05-08T00:00:00.000,Done
2018OPA-0076,Done,OPA Close Case,07/29/2018 12:00:00 AM,10/01/2018 12:00:00 AM,07/19/2018 12:00:00 AM,2018-023121,2018-07-29T00:00:00.000,2018-10-01T00:00:00.000,2018-07-19T00:00:00.000,Done
2015OPA-1148,Done,OPA Close SA,11/14/2015 12:00:00 AM,11/10/2015 12:00:00 AM,11/09/2015 12:00:00 AM,,2015-11-14T00:00:00.000,2015-11-10T00:00:00.000,2015-11-09T00:00:00.000,Done
2015OPA-1744,Done,OPA Close SA,01/04/2016 12:00:00 AM,12/30/2015 12:00:00 AM,12/30/2015 12:00:00 AM,,2016-01-04T00:00:00.000,2015-12-30T00:00:00.000,2015-12-30T00:00:00.000,Done
2017OPA-0071,Done,OPA Close SA,,03/07/2017 12:00:00 AM,03/07/2017 12:00:00 AM,,,2017-03-07T00:00:00.000,2017-03-07T00:00:00.000,Done
2017OPA-0829,Done,OPA Close SA,,11/20/2017 12:00:00 AM,10/09/2017 12:00:00 AM,2017-295501,,2017-11-20T00:00:00.000,2017-10-09T00:00:00.000,Done
2017OPA-1126,Done,OPA Close Case,04/08/2018 12:00:00 AM,08/13/2018 12:00:00 AM,03/29/2018 12:00:00 AM,2017-399067,2018-04-08T00:00:00.000,2018-08-13T00:00:00.000,2018-03-29T00:00:00.000,Done
2019OPA-0878,Done,OPA Director Certification/Finding,05/08/2020 12:00:00 AM,02/07/2020 12:00:00 AM,12/18/2019 12:00:00 AM,2019-442466,2020-05-08T00:00:00.000,2020-02-07T00:00:00.000,2019-12-18T00:00:00.000,Done
2016OPA-0212,Done,OPA Close Case,10/15/2016 12:00:00 AM,10/17/2016 12:00:00 AM,10/04/2016 12:00:00 AM,2016-062216,2016-10-15T00:00:00.000,2016-10-17T00:00:00.000,2016-10-04T00:00:00.000,Done
2016OPA-0458,Done,OPA Close CL,05/16/2016 12:00:00 AM,05/16/2016 12:00:00 AM,05/11/2016 12:00:00 AM,,2016-05-16T00:00:00.000,2016-05-16T00:00:00.000,2016-05-11T00:00:00.000,Done
2016OPA-0537,Done,OPA Close CL,05/30/2016 12:00:00 AM,06/01/2016 12:00:00 AM,05/25/2016 12:00:00 AM,,2016-05-30T00:00:00.000,2016-06-01T00:00:00.000,2016-05-25T00:00:00.000,Done
2016OPA-0719,Done,OPA Close Case,,06/01/2018 12:00:00 AM,02/08/2018 12:00:00 AM,,,2018-06-01T00:00:00.000,2018-02-08T00:00:00.000,Done
2016OPA-1463,Done,OPA Close CL,01/18/2017 12:00:00 AM,01/18/2017 12:00:00 AM,01/13/2017 12:00:00 AM,2016-427244,2017-01-18T00:00:00.000,2017-01-18T00:00:00.000,2017-01-13T00:00:00.000,Done
2017OPA-0001,Done,OPA Close CL,01/28/2017 12:00:00 AM,01/25/2017 12:00:00 AM,01/23/2017 12:00:00 AM,,2017-01-28T00:00:00.000,2017-01-25T00:00:00.000,2017-01-23T00:00:00.000,Done
2015OPA-0760,Done,OPA Close CL,,06/15/2015 12:00:00 AM,10/19/2015 12:00:00 AM,,,2015-06-15T00:00:00.000,2015-10-19T00:00:00.000,Done
2015OPA-1009,Done,OPA Close CL,,07/29/2015 12:00:00 AM,10/16/2015 12:00:00 AM,,,2015-07-29T00:00:00.000,2015-10-16T00:00:00.000,Done
2015OPA-1322,Done,OPA Close CL,,09/14/2015 12:00:00 AM,10/14/2015 12:00:00 AM,,,2015-09-14T00:00:00.000,2015-10-14T00:00:00.000,Done
2015OPA-1506,Done,OPA Close SA,12/15/2015 12:00:00 AM,12/11/2015 12:00:00 AM,12/10/2015 12:00:00 AM,2015-351059,2015-12-15T00:00:00.000,2015-12-11T00:00:00.000,2015-12-10T00:00:00.000,Done
2015OPA-1856,Done,OPA Close SA,02/02/2016 12:00:00 AM,01/28/2016 12:00:00 AM,01/28/2016 12:00:00 AM,2013-039132,2016-02-02T00:00:00.000,2016-01-28T00:00:00.000,2016-01-28T00:00:00.000,Done
2016OPA-1272,Done,OPA Send Complainant Closing Letter,11/21/2016 12:00:00 AM,12/02/2016 12:00:00 AM,10/24/2016 12:00:00 AM,,2016-11-21T00:00:00.000,2016-12-02T00:00:00.000,2016-10-24T00:00:00.000,Done
2016OPA-1424,Done,OPA Close CL,12/12/2016 12:00:00 AM,12/09/2016 12:00:00 AM,12/07/2016 12:00:00 AM,,2016-12-12T00:00:00.000,2016-12-09T00:00:00.000,2016-12-07T00:00:00.000,Done
2017OPA-1064,Done,OPA Close SA,,01/11/2018 12:00:00 AM,11/08/2017 12:00:00 AM,2017-376190,,2018-01-11T00:00:00.000,2017-11-08T00:00:00.000,Done
2019OPA-0131,Done,OPA Training Referral,09/09/2019 12:00:00 AM,09/17/2019 12:00:00 AM,08/30/2019 12:00:00 AM,2019-059653,2019-09-09T00:00:00.000,2019-09-17T00:00:00.000,2019-08-30T00:00:00.000,Done
2019OPA-0165,Done,OPA Close Case,10/09/2019 12:00:00 AM,10/08/2019 12:00:00 AM,10/08/2019 12:00:00 AM,2019-082798,2019-10-09T00:00:00.000,2019-10-08T00:00:00.000,2019-10-08T00:00:00.000,Done
2015OPA-1143,Done,OPA Close CL,,08/27/2015 12:00:00 AM,10/15/2015 12:00:00 AM,,,2015-08-27T00:00:00.000,2015-10-15T00:00:00.000,Done
2015OPA-1367,Done,OPA Close CL,,10/01/2015 12:00:00 AM,10/13/2015 12:00:00 AM,,,2015-10-01T00:00:00.000,2015-10-13T00:00:00.000,Done
2015OPA-0891,Done,OPA Close Case,12/09/2015 12:00:00 AM,12/14/2015 12:00:00 AM,11/25/2015 12:00:00 AM,,2015-12-09T00:00:00.000,2015-12-14T00:00:00.000,2015-11-25T00:00:00.000,Done
2015OPA-1114,Done,OPA Close CL,,08/27/2015 12:00:00 AM,10/15/2015 12:00:00 AM,2015-252676,,2015-08-27T00:00:00.000,2015-10-15T00:00:00.000,Done
2015OPA-1765,Done,OPA Close SA,04/09/2016 12:00:00 AM,04/04/2016 12:00:00 AM,04/04/2016 12:00:00 AM,,2016-04-09T00:00:00.000,2016-04-04T00:00:00.000,2016-04-04T00:00:00.000,Done
2017OPA-0714,Done,OPA Close CL,08/13/2017 12:00:00 AM,08/14/2017 12:00:00 AM,08/08/2017 12:00:00 AM,,2017-08-13T00:00:00.000,2017-08-14T00:00:00.000,2017-08-08T00:00:00.000,Done
2017OPA-1185,Done,OPA Send Complaint Receipt,11/19/2017 12:00:00 AM,11/14/2017 12:00:00 AM,11/14/2017 12:00:00 AM,,2017-11-19T00:00:00.000,2017-11-14T00:00:00.000,2017-11-14T00:00:00.000,Done
2018OPA-0208,Done,OPA Close CL,05/04/2018 12:00:00 AM,03/13/2018 12:00:00 AM,03/05/2018 12:00:00 AM,,2018-05-04T00:00:00.000,2018-03-13T00:00:00.000,2018-03-05T00:00:00.000,Done
2018OPA-0601,Done,OPA Close CL,08/02/2018 12:00:00 AM,07/09/2018 12:00:00 AM,07/05/2018 12:00:00 AM,,2018-08-02T00:00:00.000,2018-07-09T00:00:00.000,2018-07-05T00:00:00.000,Done
2018OPA-0633,Done,OPA Close CL,08/15/2018 12:00:00 AM,08/15/2018 12:00:00 AM,08/10/2018 12:00:00 AM,,2018-08-15T00:00:00.000,2018-08-15T00:00:00.000,2018-08-10T00:00:00.000,Done
2019OPA-0116,Done,OPA Close SA,,03/18/2019 12:00:00 AM,03/18/2019 12:00:00 AM,2019-045045,,2019-03-18T00:00:00.000,2019-03-18T00:00:00.000,Done
2016OPA-0213,Done,OPA Close CL,03/28/2016 12:00:00 AM,04/01/2016 12:00:00 AM,03/23/2016 12:00:00 AM,2015-420638,2016-03-28T00:00:00.000,2016-04-01T00:00:00.000,2016-03-23T00:00:00.000,Done
2016OPA-1188,Done,OPA Close CL,10/12/2016 12:00:00 AM,10/10/2016 12:00:00 AM,10/07/2016 12:00:00 AM,,2016-10-12T00:00:00.000,2016-10-10T00:00:00.000,2016-10-07T00:00:00.000,Done
2017OPA-1295,Done,OPA Training Referral,09/12/2018 12:00:00 AM,09/12/2018 12:00:00 AM,08/13/2018 12:00:00 AM,2017-391242,2018-09-12T00:00:00.000,2018-09-12T00:00:00.000,2018-08-13T00:00:00.000,Done
2018OPA-0886,Done,OPA Close CL,10/08/2018 12:00:00 AM,10/03/2018 12:00:00 AM,10/03/2018 12:00:00 AM,2018-326903,2018-10-08T00:00:00.000,2018-10-03T00:00:00.000,2018-10-03T00:00:00.000,Done
2019OPA-0418,Done,OPA Close CL,07/15/2019 12:00:00 AM,07/12/2019 12:00:00 AM,07/10/2019 12:00:00 AM,,2019-07-15T00:00:00.000,2019-07-12T00:00:00.000,2019-07-10T00:00:00.000,Done
2015OPA-0436,Done,OPA Close Case,08/24/2015 12:00:00 AM,08/24/2015 12:00:00 AM,08/10/2015 12:00:00 AM,,2015-08-24T00:00:00.000,2015-08-24T00:00:00.000,2015-08-10T00:00:00.000,Done
2015OPA-0777,Done,OPA Close CL,,06/15/2015 12:00:00 AM,10/19/2015 12:00:00 AM,2015-093682,,2015-06-15T00:00:00.000,2015-10-19T00:00:00.000,Done
2015OPA-1309,Done,OPA Training Referral,04/07/2016 12:00:00 AM,04/05/2016 12:00:00 AM,03/16/2016 12:00:00 AM,2015-296026,2016-04-07T00:00:00.000,2016-04-05T00:00:00.000,2016-03-16T00:00:00.000,Done
2016OPA-0229,Done,OPA Route to EEO,04/04/2016 12:00:00 AM,03/31/2016 12:00:00 AM,03/30/2016 12:00:00 AM,,2016-04-04T00:00:00.000,2016-03-31T00:00:00.000,2016-03-30T00:00:00.000,Done
2017OPA-0555,Done,OPA Close SA,,07/19/2017 12:00:00 AM,07/19/2017 12:00:00 AM,,,2017-07-19T00:00:00.000,2017-07-19T00:00:00.000,Done
2017OPA-0832,Done,OPA Close CL,09/17/2017 12:00:00 AM,03/01/2018 12:00:00 AM,09/12/2017 12:00:00 AM,2017-249229,2017-09-17T00:00:00.000,2018-03-01T00:00:00.000,2017-09-12T00:00:00.000,Done
2018OPA-0786,Done,OPA Close CL,08/28/2018 12:00:00 AM,08/24/2018 12:00:00 AM,08/23/2018 12:00:00 AM,,2018-08-28T00:00:00.000,2018-08-24T00:00:00.000,2018-08-23T00:00:00.000,Done
2019OPA-0271,Done,OPA Close CL,05/29/2019 12:00:00 AM,05/31/2019 12:00:00 AM,05/24/2019 12:00:00 AM,2019-146088,2019-05-29T00:00:00.000,2019-05-31T00:00:00.000,2019-05-24T00:00:00.000,Done
2019OPA-0581,Done,OPA Close CL,09/01/2019 12:00:00 AM,09/05/2019 12:00:00 AM,08/27/2019 12:00:00 AM,2019-300731,2019-09-01T00:00:00.000,2019-09-05T00:00:00.000,2019-08-27T00:00:00.000,Done
2015OPA-1013,Done,OPA Close SA,08/02/2015 12:00:00 AM,07/29/2015 12:00:00 AM,07/28/2015 12:00:00 AM,,2015-08-02T00:00:00.000,2015-07-29T00:00:00.000,2015-07-28T00:00:00.000,Done
2015OPA-1304,Done,OPA Close SA,11/08/2015 12:00:00 AM,11/04/2015 12:00:00 AM,11/03/2015 12:00:00 AM,2015-291692,2015-11-08T00:00:00.000,2015-11-04T00:00:00.000,2015-11-03T00:00:00.000,Done
2016OPA-0195,Done,OPA Close CL,03/14/2016 12:00:00 AM,03/11/2016 12:00:00 AM,03/09/2016 12:00:00 AM,,2016-03-14T00:00:00.000,2016-03-11T00:00:00.000,2016-03-09T00:00:00.000,Done
2020OPA-0099,Done,OPA Close CL,03/11/2020 12:00:00 AM,03/09/2020 12:00:00 AM,03/03/2020 12:00:00 AM,,2020-03-11T00:00:00.000,2020-03-09T00:00:00.000,2020-03-03T00:00:00.000,Done
2016OPA-0495,Done,OPA Close Case,12/08/2016 12:00:00 AM,12/08/2016 12:00:00 AM,11/29/2016 12:00:00 AM,2016-152043,2016-12-08T00:00:00.000,2016-12-08T00:00:00.000,2016-11-29T00:00:00.000,Done
2016OPA-0508,Done,OPA Close SA,06/05/2016 12:00:00 AM,05/31/2016 12:00:00 AM,05/31/2016 12:00:00 AM,,2016-06-05T00:00:00.000,2016-05-31T00:00:00.000,2016-05-31T00:00:00.000,Done
2017OPA-1316,Done,OPA Close SA,,02/27/2018 12:00:00 AM,02/27/2018 12:00:00 AM,2017-470708,,2018-02-27T00:00:00.000,2018-02-27T00:00:00.000,Done
2018OPA-0281,Done,OPA Close CL,04/24/2018 12:00:00 AM,05/14/2018 12:00:00 AM,04/19/2018 12:00:00 AM,,2018-04-24T00:00:00.000,2018-05-14T00:00:00.000,2018-04-19T00:00:00.000,Done
2019OPA-0408,Done,OPA Close SA,,08/05/2019 12:00:00 AM,08/05/2019 12:00:00 AM,,,2019-08-05T00:00:00.000,2019-08-05T00:00:00.000,Done
2015OPA-1008,Done,OPA Close CL,,07/10/2015 12:00:00 AM,10/16/2015 12:00:00 AM,,,2015-07-10T00:00:00.000,2015-10-16T00:00:00.000,Done
2015OPA-1298,Done,OPA Close SA,02/01/2016 12:00:00 AM,01/27/2016 12:00:00 AM,01/27/2016 12:00:00 AM,,2016-02-01T00:00:00.000,2016-01-27T00:00:00.000,2016-01-27T00:00:00.000,Done
2015OPA-1670,Done,OPA Close Case,04/28/2016 12:00:00 AM,05/03/2016 12:00:00 AM,04/15/2016 12:00:00 AM,,2016-04-28T00:00:00.000,2016-05-03T00:00:00.000,2016-04-15T00:00:00.000,Done
2016OPA-0829,Done,OPA Close CL,08/17/2016 12:00:00 AM,08/15/2016 12:00:00 AM,08/12/2016 12:00:00 AM,,2016-08-17T00:00:00.000,2016-08-15T00:00:00.000,2016-08-12T00:00:00.000,Done
2018OPA-0310,Done,OPA Training Referral,,10/26/2018 12:00:00 AM,03/11/2019 12:00:00 AM,2018-121687,,2018-10-26T00:00:00.000,2019-03-11T00:00:00.000,Done
2018OPA-0574,Done,OPA Close CL,07/25/2018 12:00:00 AM,07/25/2018 12:00:00 AM,07/20/2018 12:00:00 AM,,2018-07-25T00:00:00.000,2018-07-25T00:00:00.000,2018-07-20T00:00:00.000,Done
2018OPA-1152,Done,OPA Close CL,01/16/2019 12:00:00 AM,01/17/2019 12:00:00 AM,01/11/2019 12:00:00 AM,,2019-01-16T00:00:00.000,2019-01-17T00:00:00.000,2019-01-11T00:00:00.000,Done
2019OPA-0205,Done,OPA Close CL,04/30/2019 12:00:00 AM,04/29/2019 12:00:00 AM,04/25/2019 12:00:00 AM,2019-112399,2019-04-30T00:00:00.000,2019-04-29T00:00:00.000,2019-04-25T00:00:00.000,Done
2015OPA-0116,Done,OPA Close CL,,02/13/2015 12:00:00 AM,10/22/2015 12:00:00 AM,2015-020616,,2015-02-13T00:00:00.000,2015-10-22T00:00:00.000,Done
2015OPA-0828,Done,OPA Close CL,,07/02/2015 12:00:00 AM,10/19/2015 12:00:00 AM,2014-192550,,2015-07-02T00:00:00.000,2015-10-19T00:00:00.000,Done
2015OPA-0995,Done,OPA Close CL,,07/15/2015 12:00:00 AM,10/16/2015 12:00:00 AM,,,2015-07-15T00:00:00.000,2015-10-16T00:00:00.000,Done
