Establishment Name,Street Address,City,Zip Code,Inspection Date,Inspection Results,Inspection Type,Lifeguard on Deck,Main Drains Visible,Recirculation System Operating,Water Level Adequate,Disinfection System Operating,Bathhouse Operational ,DHHS Permitted Entry,Immediate Hazard Absent,CPR Certified Personnel,Water Chemistry,Organization,Category,Location 1,Establishment #
ESSEX HOUSE,7777 MAPLE AVE,Takoma Park,20912,08/14/2019,No Critical Violations,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,ESSEX HOUSE LLC,Apartments/Condos,"7777 MAPLE AVE
Takoma Park, MD 20912
(38.984111, -77.004916)",19656
KING FARM-BAILEY'S COMMONS,920 CRESTFIELD DR,ROCKVILLE,20850,08/14/2019,No Critical Violations,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,KING FARM HOA,Community,"920 CRESTFIELD DR
ROCKVILLE, MD 20850
(39.114586, -77.174152)",20017
DALEVIEW,901 DALEVIEW DR,Silver Spring,20901,08/14/2019,No Critical Violations,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,KIM HAHN,Community,"901 DALEVIEW DR
Silver Spring, MD 20901
(39.007396, -76.993368)",19641
KIDS FIRST-FREDERICK RD,15120 FREDERICK RD,ROCKVILLE,20850,08/14/2019,,Complaint,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,GARY L ROTH,Other,"15120 FREDERICK RD
ROCKVILLE, MD 20850
(39.105144, -77.157417)",21228
GEORGIA WEST,8708 1ST AVE,SILVER SPRING,20910,08/14/2019,No Critical Violations,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,GRADY MANAGEMENT,Community,"8708 1ST AVE
SILVER SPRING, MD 20910
(38.997817, -77.032288)",19683
KENSINGTON HOUSE,10225 FREDERICK AVE,KENSINGTON,20895,05/24/2019,Critical Violations Noted,Preopening,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,KENSINGTON HOUSE,Apartments/Condos,"10225 FREDERICK AVE
KENSINGTON, MD 20895
(39.024244, -77.070135)",19735
GERMAN SCHOOL,8617 CHATEAU DR,POTOMAC,20854,09/20/2019,,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,FEDERAL REPUBLIC OF GERMANY,Other,"8617 CHATEAU DR
POTOMAC, MD 20854
(39.010448, -77.176577)",19686
WHITLEY PARK,5450 WHITLEY PARK TERR,BETHESDA,20814,05/25/2018,,A Reinspection,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,WHITLEY PARK CONDO ASSOC INC,Apartments/Condos,"5450 WHITLEY PARK TERR
BETHESDA, MD 20814
(39.016227, -77.109956)",19950
HIDDEN CREEK APT,430 ALLIED PL,GAITHERSBURG,20877,07/13/2018,No Critical Violations,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,430 ALLIED LLC,Apartments/Condos,"430 ALLIED PL
GAITHERSBURG, MD 20877
(39.161, -77.16)",24209
KENSINGTON HOUSE,10225 FREDERICK AVE,KENSINGTON,20895,05/24/2019,,A Reinspection,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,KENSINGTON HOUSE,Apartments/Condos,"10225 FREDERICK AVE
KENSINGTON, MD 20895
(39.024244, -77.070135)",19735
MORGAN,12000 CHASE CROSSING CIR,ROCKVILLE,20852,07/10/2019,Pool closed but may resume operation once correcte,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,MORGAN EXCHANGE LLC,Apartments/Condos,"12000 CHASE CROSSING CIR
ROCKVILLE, MD 20852
(39.054601, -77.120551)",19606
WHITLEY PARK,5450 WHITLEY PARK TERR,BETHESDA,20814,07/06/2018,Pool closed but may resume operation once correcte,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,WHITLEY PARK CONDO ASSOC INC,Apartments/Condos,"5450 WHITLEY PARK TERR
BETHESDA, MD 20814
(39.016227, -77.109956)",19950
EAVES AT ROCKVILLE,1699 YALE PL,ROCKVILLE,20850,07/30/2018,No Critical Violations,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,COLLEGE GARDENS RESIDENTIAL INVESTMENTS LLC,Apartments/Condos,"1699 YALE PL
ROCKVILLE, MD 20850
(39.102106, -77.161548)",19969
PERRY,12430 PARK POTOMAC AVE,Potomac,20854,05/23/2019,Critical Violations Noted,Preopening,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,GFP RESIDENTIAL HOLDINGS LLC,Apartments/Condos,"12430 PARK POTOMAC AVE
Potomac, MD 20854
(39.059489, -77.157563)",29850
EAVES AT ROCKVILLE,1699 YALE PL,ROCKVILLE,20850,07/16/2018,Pool closed but may resume operation once correcte,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,COLLEGE GARDENS RESIDENTIAL INVESTMENTS LLC,Apartments/Condos,"1699 YALE PL
ROCKVILLE, MD 20850
(39.102106, -77.161548)",19969
MORGAN,12000 CHASE CROSSING CIR,ROCKVILLE,20852,08/21/2019,Pool closed but may resume operation once correcte,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,MORGAN EXCHANGE LLC,Apartments/Condos,"12000 CHASE CROSSING CIR
ROCKVILLE, MD 20852
(39.054601, -77.120551)",19606
LA FITNESS-WHEATON,11010 VEIRS MILL RD,WHEATON,20902,09/24/2019,Pool approved to operate,A Reinspection,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,FITNESS INTERNATIONAL LLC,Other,"11010 VEIRS MILL RD
WHEATON, MD 20902
(39.03622, -77.050302)",19570
LA FITNESS-WHEATON,11010 VEIRS MILL RD,WHEATON,20902,09/24/2019,Pool closed AND requires re-inspection prior to re,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,FITNESS INTERNATIONAL LLC,Other,"11010 VEIRS MILL RD
WHEATON, MD 20902
(39.03622, -77.050302)",19570
WOODLAND HILLS,1440 WAKEFOREST DR,GAITHERSBURG,20878,07/29/2019,No Critical Violations,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,WOODLAND HILLS HOA,Community,"1440 WAKEFOREST DR
GAITHERSBURG, MD 20878
(39.162688, -77.212121)",19964
YMCA-SILVER SPRING,9800 HASTINGS DR,SILVER SPRING,20901,07/29/2019,No Critical Violations,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,YMCA OF METROPOLITAN WASHINGTON,Other,"9800 HASTINGS DR
SILVER SPRING, MD 20901
(39.014368, -77.015745)",19878
POINT AT WATKINS MILL,180 WATKINS STATION CIR,GAITHERSBURG,20879,07/29/2019,No Critical Violations,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,TIFFANY JOHNSON,Community,"180 WATKINS STATION CIR
GAITHERSBURG, MD 20879
(39.160834, -77.218837)",19782
VILLA RIDGE,414 GIRARD ST,GAITHERSBURG,20877,07/26/2019,Pool closed but may resume operation once correcte,A Reinspection,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,VILLA RIDGE CONDO,Apartments/Condos,"414 GIRARD ST
GAITHERSBURG, MD 20877
(39.148284, -77.186164)",19920
SILVERTON,1201 EAST WEST HWY,SILVER SPRING,20910,07/28/2019,No Critical Violations,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,HOA,Apartments/Condos,"1201 EAST WEST HWY
SILVER SPRING, MD 20910
(38.989952, -77.028948)",19819
WATKINS MILL TOWN CENTER,209 PARKVIEW AVE,GAITHERSBURG,20879,07/29/2019,No Critical Violations,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,WATKINS MILL-TOWN CENTER,Community,"209 PARKVIEW AVE
GAITHERSBURG, MD 20879
(39.153936, -77.226622)",24088
VILLA RIDGE,414 GIRARD ST,GAITHERSBURG,20877,07/26/2019,Pool closed AND requires re-inspection prior to re,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,VILLA RIDGE CONDO,Apartments/Condos,"414 GIRARD ST
GAITHERSBURG, MD 20877
(39.148284, -77.186164)",19920
PARKSIDE PLAZA,9039 SLIGO CREEK PKW,SILVER SPRING,20901,07/29/2019,No Critical Violations,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,PARKSIDE PLAZA CONDO ASSOC,Apartments/Condos,"9039 SLIGO CREEK PKW
SILVER SPRING, MD 20901
(39.003407, -77.014011)",19827
ACAC,20500 SENECA MEADOWS PKWY,Germantown,20874,09/24/2019,Critical Violations Noted,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,LEGACY MANAGEMENT,Apartments/Condos,"20500 SENECA MEADOWS PKWY
Germantown, MD 20874
(39.196973, -77.258106)",20008
OLNEY MILL,3611 BRIARS RD,OLNEY,20832,07/26/2019,,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,OLNEY MILL SWIM CLUB,Community,"3611 BRIARS RD
OLNEY, MD 20832
(39.168676, -77.07213)",19809
STONERIDGE,18593 SPLIT ROCK LN,GERMANTOWN,20874,07/11/2019,Critical Violations and Corrected during Inspectio,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,CLARITY,Community,"18593 SPLIT ROCK LN
GERMANTOWN, MD 20874
(39.159461, -77.267714)",19890
GALLERY AT WHITE FLINT,11710 OLD GEORGETOWN RD,ROCKVILLE,20852,07/26/2019,,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,THE GALLERY AT WHITE FLINT,Apartments/Condos,"11710 OLD GEORGETOWN RD
ROCKVILLE, MD 20852
(39.04977, -77.113244)",19843
VILLAGE OF JAMES CREEK,2800 CLOVERCREST CIR,OLNEY,20832,07/29/2019,,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,VILLAGE-JAMES CREEK HOA,Apartments/Condos,"2800 CLOVERCREST CIR
OLNEY, MD 20832",19731
GAITHERSBURG AQUATIC CENTER,2 TEACHERS WAY,GAITHERSBURG,20877,09/25/2019,No Critical Violations,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,CITY OF GAITHERSBURG,Government,"2 TEACHERS WAY
GAITHERSBURG, MD 20877
(39.142587, -77.182734)",19675
NORTH CREEK,20125 ARROWHEAD RD,MONTGOMERY VILLAGE,20886,07/29/2019,No Critical Violations,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,MONTGOMERY VILLAGE FOUNDATION,Community,"20125 ARROWHEAD RD
MONTGOMERY VILLAGE, MD 20886
(39.186127, -77.194967)",19794
FARMINGDALE,18211 CHALET DR,GERMANTOWN,20874,07/29/2019,No Critical Violations,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,FARMINGDALE CONDO,Apartments/Condos,"18211 CHALET DR
GERMANTOWN, MD 20874
(39.156234, -77.274616)",19661
HEWITT GARDENS,3335 HEWITT AVE,SILVER SPRING,20906,07/24/2019,Critical Violations Noted,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,FALLER MANAGEMENT CO INC,Community,"3335 HEWITT AVE
SILVER SPRING, MD 20906
(39.079309, -77.067773)",19714
ASPEN HILL,13531 GEORGIA AVE,SILVER SPRING,20906,07/24/2019,,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,THE DONALDSON GP,Apartments/Condos,"13531 GEORGIA AVE
SILVER SPRING, MD 20906
(39.07872, -77.072254)",19563
WILLIAMSBURG SQUARE,18274 SMOKEHOUSE CT,GERMANTOWN,20874,07/29/2019,No Critical Violations,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,STEVE LESKOWITZ,Community,"18274 SMOKEHOUSE CT
GERMANTOWN, MD 20874
(39.154709, -77.267332)",19952
ROCKVILLE SWIM AND FITNESS,355 MARTINS LN,Rockville,20850,07/29/2019,,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,CITY OF ROCKVILLE,Government,"355 MARTINS LN
Rockville, MD 20850
(39.092607, -77.15923)",19863
FLOWER VALLEY,4510 FLOWER VALLEY DR,ROCKVILLE,20853,07/26/2019,Critical Violations Noted,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,FLOWER VALLEY,Community,"4510 FLOWER VALLEY DR
ROCKVILLE, MD 20853
(39.104292, -77.089953)",19667
MANOR OAKS,18913 ABBEY MANOR DR,OLNEY,20833,07/29/2019,,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,MANOR OAKS,Community,"18913 ABBEY MANOR DR
OLNEY, MD 20833
(39.165503, -77.056475)",19986
VERIDIAN,1133 EAST-WEST HWY,SILVER SPRING,20910,07/28/2019,No Critical Violations,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,EQUITY RESIDENTIAL,Apartments/Condos,"1133 EAST-WEST HWY
SILVER SPRING, MD 20910
(38.989806, -77.028818)",21200
PARK OVERLOOK,8103 NEEDWOOD RD,ROCKVILLE,20855,07/25/2019,Critical Violations and Corrected during Inspectio,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,PARK OVERLOOK HOA,Apartments/Condos,"8103 NEEDWOOD RD
ROCKVILLE, MD 20855
(39.128361, -77.159399)",19818
TANTERRA,18605 TANTERRA WAY,BROOKEVILLE,20832,07/26/2019,,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,TANTERRA HOMEOWNERS ASSOCIATION,Community,"18605 TANTERRA WAY
BROOKEVILLE, MD 20832
(39.161083, -77.06558)",19902
FORUM,11801 ROCKVILLE PK,ROCKVILLE,20852,07/25/2019,,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,RAINA DE PLESSIX,Apartments/Condos,"11801 ROCKVILLE PK
ROCKVILLE, MD 20852
(39.050457, -77.114783)",19671
PEGGY MARK,10101 APPLE RIDGE RD,MONTGOMERY VILLAGE,20886,07/26/2019,No Critical Violations,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,MONTGOMERY VILLAGE FOUNDATION,Community,"10101 APPLE RIDGE RD
MONTGOMERY VILLAGE, MD 20886
(39.185197, -77.207975)",19558
WESTCHESTER WEST #1,3338 HEWITT AVE,SILVER SPRING,20906,07/24/2019,,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,THE MANAGEMENT GROUP ASSOC,Apartments/Condos,"3338 HEWITT AVE
SILVER SPRING, MD 20906
(39.079479, -77.066684)",19938
LENOX PARK,1400 EAST WEST HWY,SILVER SPRING,20910,07/29/2019,No Critical Violations,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,BROOKFIELD MANAGEMENT CORP,Apartments/Condos,"1400 EAST WEST HWY
SILVER SPRING, MD 20910
(38.994203, -77.033271)",19752
OLNEY TOWNE,3339 TIDEWATER CT,Olney,20832,07/26/2019,,A Reinspection,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,LAURA ETCHISON,Apartments/Condos,"3339 TIDEWATER CT
Olney, MD 20832
(39.156621, -77.067366)",29873
HILLSIDE SENIOR LIVING,200 SKIDMORE BLVD,Gaithersburg,20877,07/25/2019,Pool closed but may resume operation once correcte,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,HH VENTURE LP,Apartments/Condos,"200 SKIDMORE BLVD
Gaithersburg, MD 20877
(39.126528, -77.180791)",33410
GROSVENOR HOUSE,10101 GROSVENOR PL,ROCKVILLE,20852,07/09/2018,,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,10101 GROSVENOR PARK,Apartments/Condos,"10101 GROSVENOR PL
ROCKVILLE, MD 20852
(39.022735, -77.10456)",19697
STERLING,11700 OLD GEORGETOWN RD,NORTH BETHESDA,20852,07/26/2019,,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,HOA,Apartments/Condos,"11700 OLD GEORGETOWN RD
NORTH BETHESDA, MD 20852
(39.04977, -77.113244)",19546
WINEXBURG MANOR,2301 GLENALLEN AVE,SILVER SPRING,20906,07/30/2019,,Preopening,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,GRADY MANAGEMENT,Apartments/Condos,"2301 GLENALLEN AVE
SILVER SPRING, MD 20906
(39.063066, -77.049798)",19959
HOMEWOOD SUITES,805 RUSSELL AVE,GAITHERSBURG,20879,07/26/2019,No Critical Violations,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,ROCKVILLE HOSPITALITY LLC,Hotel,"805 RUSSELL AVE
GAITHERSBURG, MD 20879
(39.155652, -77.210673)",19638
RIVER FALLS,7915 HORSESHOE LN,POTOMAC,20854,07/25/2019,,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,RIVER FALLS COMMUNITY CENTER ASSOC,Community,"7915 HORSESHOE LN
POTOMAC, MD 20854
(38.99056, -77.213863)",19855
MONTGOMERY PLACE,8825 CENTERWAY RD,GAITHERSBURG,20879,07/26/2019,No Critical Violations,A Reinspection,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,MONTGOMERY PLACE CA,Community,"8825 CENTERWAY RD
GAITHERSBURG, MD 20879
(39.169753, -77.18481)",19785
MICA,1220 BLAIR MILL RD,SILVER SPRING,20910,07/28/2019,,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,BARKAN CO,Apartments/Condos,"1220 BLAIR MILL RD
SILVER SPRING, MD 20910
(38.990071, -77.030302)",19883
NORTHLAKE,12622 GREY EAGLE CT,GERMANTOWN,20874,07/26/2019,Critical Violations and Corrected during Inspectio,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,NATHANIEL RICH,Apartments/Condos,"12622 GREY EAGLE CT
GERMANTOWN, MD 20874
(39.166937, -77.261727)",19798
GREEN ACRES,11701 DANVILLE DR,ROCKVILLE,20852,07/26/2019,,Last Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,CECILY BULLOCK,Other,"11701 DANVILLE DR
ROCKVILLE, MD 20852
(39.048891, -77.132726)",19693
