Reporting Area,MMWR Year,MMWR Week,"Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Current week","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Current week, flag","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Previous 52 weeks Max†","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Previous 52 weeks Max†, flag","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2020†","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2020†, flag","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2019†","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2019†, flag","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis, Current week","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis, Current week, flag","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis, Previous 52 weeks Max†","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis, Previous 52 weeks Max†, flag","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis, Cum 2020†","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis, Cum 2020†, flag","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis, Cum 2019†","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis, Cum 2019†, flag","Giardiasis, Current week","Giardiasis, Current week, flag","Giardiasis, Previous 52 weeks Max†","Giardiasis, Previous 52 weeks Max†, flag","Giardiasis, Cum 2020†","Giardiasis, Cum 2020†, flag","Giardiasis, Cum 2019†","Giardiasis, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
SOUTH CAROLINA,2020,14,,-,0,,,-,,-,,-,2,,,-,,-,,-,8,,31,,42,,SOUTH CAROLINA,,20201435,POINT (-80.864614 33.878572)
OKLAHOMA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20201446,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201465,POINT (145.725693 15.1834)
OHIO,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,59,,104,,94,,OHIO,,20201418,POINT (-82.70936 40.415534)
MINNESOTA,2020,14,,-,0,,,-,,-,,-,1,,,-,,-,,-,21,,,-,105,,MINNESOTA,,20201423,POINT (-94.198308 46.349153)
LOUISIANA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,12,,5,,42,,LOUISIANA,,20201445,POINT (-91.840238 30.921314)
HAWAII,2020,14,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,4,,5,,13,,HAWAII,,20201460,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,14,,-,1,,1,,,-,,-,2,,,-,,-,7,,60,,357,,556,,,SOUTH ATLANTIC,20201428,
PENNSYLVANIA,2020,14,,-,0,,,-,,-,,-,2,,4,,,-,,-,23,,98,,97,,PENNSYLVANIA,,20201413,POINT (-77.838886 40.896694)
UTAH,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,9,,28,,34,,UTAH,,20201455,POINT (-111.678222 39.323779)
COLORADO,2020,14,,N,,NC,,N,,N,,N,,NC,,N,,N,1,,22,,90,,109,,COLORADO,,20201450,POINT (-105.547832 38.998552)
VERMONT,2020,14,,-,0,,,-,,-,,-,2,,,-,,-,,N,,NC,,N,,N,VERMONT,,20201408,POINT (-72.662695 44.075252)
KENTUCKY,2020,14,,-,1,,,-,,-,,-,1,,,-,,-,,N,,NC,,N,,N,KENTUCKY,,20201440,POINT (-85.290484 37.526683)
PUERTO RICO,2020,14,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,1,,PUERTO RICO,,20201467,POINT (-66.414655 18.215692)
MAINE,2020,14,,-,0,,,-,,-,,-,1,,1,,1,,,-,8,,31,,24,,MAINE,,20201404,POINT (-69.06137 45.117911)
VIRGINIA,2020,14,,-,1,,,-,,-,,-,1,,,-,,-,2,,16,,45,,38,,VIRGINIA,,20201436,POINT (-78.666382 37.510861)
ARIZONA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,1,,6,,27,,30,,ARIZONA,,20201449,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,14,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,,AMERICAN SAMOA,20201464,
WISCONSIN,2020,14,,-,0,,,-,,-,,-,5,,,-,5,,1,,40,,69,,100,,WISCONSIN,,20201419,POINT (-89.732969 44.639954)
IDAHO,2020,14,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,7,,8,,35,,IDAHO,,20201451,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201468,POINT (-64.840836 18.060868)
MICHIGAN,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,19,,32,,86,,MICHIGAN,,20201417,POINT (-85.730977 44.874798)
GEORGIA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,19,,62,,109,,GEORGIA,,20201432,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,5,,38,,240,,336,,,NEW YORK CITY,20201412,
ARKANSAS,2020,14,,-,2,,,-,,-,,-,1,,,-,,-,,-,9,,17,,24,,ARKANSAS,,20201444,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,MISSISSIPPI,,20201441,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,9,,4,,11,,SOUTH DAKOTA,,20201427,POINT (-100.230491 44.43614)
WYOMING,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,3,,5,,2,,WYOMING,,20201456,POINT (-107.55145 42.999627)
MISSOURI,2020,14,,-,3,,,-,,-,,-,4,,,-,,-,,-,10,,32,,49,,MISSOURI,,20201424,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,14,,-,1,,,-,,-,,-,5,,5,,4,,17,,95,,582,,720,,,MIDDLE ATLANTIC,20201409,
CALIFORNIA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,87,,399,,626,,CALIFORNIA,,20201459,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,,-,22,,WEST VIRGINIA,,20201437,POINT (-80.613729 38.642579)
FLORIDA,2020,14,,-,1,,1,,,-,,-,1,,,-,,-,4,,39,,176,,272,,FLORIDA,,20201431,POINT (-82.420978 28.260731)
MONTANA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,11,,10,,15,,MONTANA,,20201452,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,14,,-,3,,,-,,-,,-,6,,,-,,-,1,,50,,93,,311,,,WEST NORTH CENTRAL,20201420,
MASSACHUSETTS,2020,14,,-,0,,,-,,-,,-,1,,,-,,-,4,,22,,89,,102,,MASSACHUSETTS,,20201405,POINT (-71.481104 42.151077)
MOUNTAIN,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,2,,53,,190,,265,,,MOUNTAIN,20201448,
INDIANA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20201416,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,1,,,NON-US RESIDENTS,20201469,
US TERRITORIES,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,1,,,US TERRITORIES,20201463,
TOTAL,2020,18,,-,4,,1,,,-,,-,9,,9,,19,,39,,395,,2432,,4028,,,TOTAL,20201870,
US RESIDENTS,2020,18,,-,4,,1,,,-,,-,9,,9,,19,,39,,395,,2432,,4026,,,US RESIDENTS,20201801,
NEW HAMPSHIRE,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,6,,17,,29,,NEW HAMPSHIRE,,20201806,POINT (-71.57139 43.680429)
NEW YORK,2020,18,,-,0,,,-,,-,,-,4,,2,,4,,9,,57,,242,,246,,NEW YORK,,20201811,POINT (-75.59655 42.921241)
PACIFIC,2020,18,,-,0,,,-,,-,,-,1,,,-,,-,9,,82,,544,,802,,,PACIFIC,20201857,
WEST SOUTH CENTRAL,2020,18,,-,2,,,-,,-,,-,1,,,-,,-,,-,17,,48,,93,,,WEST SOUTH CENTRAL,20201843,
NEBRASKA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,6,,13,,30,,NEBRASKA,,20201825,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,18,,-,1,,,-,,-,,-,2,,,-,,-,,-,8,,22,,43,,,EAST SOUTH CENTRAL,20201838,
NORTH DAKOTA,2020,18,,-,1,,,-,,-,,-,1,,,-,,-,,-,3,,10,,21,,NORTH DAKOTA,,20201826,POINT (-100.46931 47.446305)
NEVADA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,11,,27,,NEVADA,,20201853,POINT (-114.916992 39.283294)
ILLINOIS,2020,18,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,ILLINOIS,,20201815,POINT (-89.148632 40.124144)
IOWA,2020,18,,-,0,,,-,,-,,-,1,,,-,1,,,-,14,,28,,70,,IOWA,,20201821,POINT (-93.500061 42.074659)
TEXAS,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,TEXAS,,20201847,POINT (-99.317341 31.447238)
ALASKA,2020,18,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,8,,,-,17,,ALASKA,,20201858,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,4,,6,,26,,DISTRICT OF COLUMBIA,,20201830,POINT (-77.016275 38.904785)
WASHINGTON,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,11,,49,,109,,WASHINGTON,,20201862,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,18,,-,0,,,-,,-,,-,1,,1,,1,,2,,34,,200,,283,,,NEW ENGLAND,20201802,
RHODE ISLAND,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,7,,13,,13,,RHODE ISLAND,,20201807,POINT (-71.534637 41.572574)
OREGON,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,2,,15,,52,,82,,OREGON,,20201861,POINT (-120.605279 43.940449)
DELAWARE,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,5,,8,,DELAWARE,,20201829,POINT (-75.452394 38.994926)
ALABAMA,2020,18,,-,1,,,-,,-,,-,1,,,-,,-,,-,8,,22,,43,,ALABAMA,,20201839,POINT (-86.844516 32.756889)
KANSAS,2020,18,,-,0,,,-,,-,,-,1,,,-,,-,,-,10,,17,,49,,KANSAS,,20201822,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,NORTH CAROLINA,,20201834,POINT (-79.130883 35.52603)
GUAM,2020,18,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,GUAM,,20201866,POINT (144.653198 13.3532)
NEW JERSEY,2020,18,,-,1,,,-,,-,,-,2,,,-,4,,,-,19,,44,,137,,NEW JERSEY,,20201810,POINT (-74.655514 40.110253)
NEW MEXICO,2020,18,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,5,,12,,26,,NEW MEXICO,,20201854,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,18,,-,1,,,-,,-,,-,5,,,-,7,,3,,74,,231,,362,,,EAST NORTH CENTRAL,20201814,
TENNESSEE,2020,18,,-,1,,,-,,-,,-,1,,,-,,-,,N,,NC,,N,,N,TENNESSEE,,20201842,POINT (-86.343226 35.842998)
CONNECTICUT,2020,18,,N,,NC,,N,,N,,N,,NC,,N,,N,1,,9,,40,,71,,CONNECTICUT,,20201803,POINT (-72.738288 41.575155)
MARYLAND,2020,18,,-,1,,,-,,-,,-,1,,,-,,-,,-,8,,35,,56,,MARYLAND,,20201833,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,18,,-,0,,,-,,-,,-,2,,,-,,-,,-,8,,35,,53,,SOUTH CAROLINA,,20201835,POINT (-80.864614 33.878572)
OKLAHOMA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20201846,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201865,POINT (145.725693 15.1834)
OHIO,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,59,,107,,120,,OHIO,,20201818,POINT (-82.70936 40.415534)
MINNESOTA,2020,18,,-,0,,,-,,-,,-,1,,,-,1,,,-,21,,,-,152,,MINNESOTA,,20201823,POINT (-94.198308 46.349153)
LOUISIANA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,12,,30,,58,,LOUISIANA,,20201845,POINT (-91.840238 30.921314)
HAWAII,2020,18,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,4,,11,,16,,HAWAII,,20201860,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,18,,-,1,,1,,,-,,-,2,,,-,,-,,-,60,,417,,758,,,SOUTH ATLANTIC,20201828,
PENNSYLVANIA,2020,18,,-,0,,,-,,-,,-,2,,5,,,-,,-,22,,115,,124,,PENNSYLVANIA,,20201813,POINT (-77.838886 40.896694)
UTAH,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,3,,9,,38,,45,,UTAH,,20201855,POINT (-111.678222 39.323779)
COLORADO,2020,18,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,22,,92,,136,,COLORADO,,20201850,POINT (-105.547832 38.998552)
VERMONT,2020,18,,-,0,,,-,,-,,-,1,,,-,,-,,N,,NC,,N,,N,VERMONT,,20201808,POINT (-72.662695 44.075252)
KENTUCKY,2020,18,,-,1,,,-,,-,,-,1,,,-,,-,,N,,NC,,N,,N,KENTUCKY,,20201840,POINT (-85.290484 37.526683)
PUERTO RICO,2020,18,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,1,,PUERTO RICO,,20201867,POINT (-66.414655 18.215692)
MAINE,2020,18,,-,0,,,-,,-,,-,1,,1,,1,,1,,8,,33,,35,,MAINE,,20201804,POINT (-69.06137 45.117911)
VIRGINIA,2020,18,,-,1,,,-,,-,,-,1,,,-,,-,,-,16,,49,,55,,VIRGINIA,,20201836,POINT (-78.666382 37.510861)
ARIZONA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,3,,6,,36,,42,,ARIZONA,,20201849,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,18,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,,AMERICAN SAMOA,20201864,
WISCONSIN,2020,18,,-,0,,,-,,-,,-,5,,,-,7,,3,,40,,81,,120,,WISCONSIN,,20201819,POINT (-89.732969 44.639954)
IDAHO,2020,18,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,7,,8,,46,,IDAHO,,20201851,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201868,POINT (-64.840836 18.060868)
MICHIGAN,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,19,,43,,122,,MICHIGAN,,20201817,POINT (-85.730977 44.874798)
GEORGIA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,18,,62,,155,,GEORGIA,,20201832,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,18,,-,0,,,-,,-,,-,1,,1,,,-,10,,38,,255,,421,,,NEW YORK CITY,20201812,
ARKANSAS,2020,18,,-,2,,,-,,-,,-,1,,,-,,-,,-,9,,18,,35,,ARKANSAS,,20201844,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,MISSISSIPPI,,20201841,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,9,,4,,18,,SOUTH DAKOTA,,20201827,POINT (-100.230491 44.43614)
WYOMING,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,3,,7,,WYOMING,,20201856,POINT (-107.55145 42.999627)
MISSOURI,2020,18,,-,3,,,-,,-,,-,4,,,-,1,,,-,10,,32,,68,,MISSOURI,,20201824,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,18,,-,1,,,-,,-,,-,5,,8,,8,,19,,97,,656,,928,,,MIDDLE ATLANTIC,20201809,
CALIFORNIA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,7,,67,,432,,578,,CALIFORNIA,,20201859,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,7,,12,,27,,WEST VIRGINIA,,20201837,POINT (-80.613729 38.642579)
TOTAL,2020,15,,-,4,,1,,,-,1,,9,,7,,10,,35,,406,,2222,,3503,,,TOTAL,20201570,
US RESIDENTS,2020,15,,-,4,,1,,,-,1,,9,,7,,10,,35,,406,,2222,,3501,,,US RESIDENTS,20201501,
NEW HAMPSHIRE,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,6,,16,,22,,NEW HAMPSHIRE,,20201506,POINT (-71.57139 43.680429)
NEW YORK,2020,15,,-,0,,,-,,-,1,,4,,2,,2,,10,,57,,214,,189,,NEW YORK,,20201511,POINT (-75.59655 42.921241)
PACIFIC,2020,15,,-,0,,,-,,-,,-,1,,,-,,-,3,,102,,518,,875,,,PACIFIC,20201557,
WEST SOUTH CENTRAL,2020,15,,-,2,,,-,,-,,-,1,,,-,,-,1,,17,,23,,75,,,WEST SOUTH CENTRAL,20201543,
NEBRASKA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,2,,6,,11,,24,,NEBRASKA,,20201525,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,15,,-,1,,,-,,-,,-,2,,,-,,-,,-,8,,22,,35,,,EAST SOUTH CENTRAL,20201538,
NORTH DAKOTA,2020,15,,-,1,,,-,,-,,-,1,,,-,,-,,-,3,,7,,20,,NORTH DAKOTA,,20201526,POINT (-100.46931 47.446305)
NEVADA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,11,,21,,NEVADA,,20201553,POINT (-114.916992 39.283294)
ILLINOIS,2020,15,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,ILLINOIS,,20201515,POINT (-89.148632 40.124144)
IOWA,2020,15,,-,0,,,-,,-,,-,1,,,-,,-,,-,14,,28,,62,,IOWA,,20201521,POINT (-93.500061 42.074659)
TEXAS,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,TEXAS,,20201547,POINT (-99.317341 31.447238)
ALASKA,2020,15,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,8,,,-,16,,ALASKA,,20201558,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,4,,6,,25,,DISTRICT OF COLUMBIA,,20201530,POINT (-77.016275 38.904785)
WASHINGTON,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,11,,42,,94,,WASHINGTON,,20201562,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,15,,-,0,,,-,,-,,-,2,,1,,1,,2,,34,,189,,226,,,NEW ENGLAND,20201502,
RHODE ISLAND,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,7,,13,,10,,RHODE ISLAND,,20201507,POINT (-71.534637 41.572574)
OREGON,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,15,,44,,75,,OREGON,,20201561,POINT (-120.605279 43.940449)
DELAWARE,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,5,,8,,DELAWARE,,20201529,POINT (-75.452394 38.994926)
ALABAMA,2020,15,,-,1,,,-,,-,,-,1,,,-,,-,,-,8,,22,,35,,ALABAMA,,20201539,POINT (-86.844516 32.756889)
KANSAS,2020,15,,-,0,,,-,,-,,-,1,,,-,,-,,-,10,,15,,43,,KANSAS,,20201522,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,NORTH CAROLINA,,20201534,POINT (-79.130883 35.52603)
GUAM,2020,15,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,GUAM,,20201566,POINT (144.653198 13.3532)
NEW JERSEY,2020,15,,-,1,,,-,,-,,-,2,,,-,2,,,-,19,,41,,113,,NEW JERSEY,,20201510,POINT (-74.655514 40.110253)
NEW MEXICO,2020,15,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,5,,13,,23,,NEW MEXICO,,20201554,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,15,,-,1,,,-,,-,,-,5,,,-,5,,2,,74,,210,,306,,,EAST NORTH CENTRAL,20201514,
TENNESSEE,2020,15,,-,1,,,-,,-,,-,1,,,-,,-,,N,,NC,,N,,N,TENNESSEE,,20201542,POINT (-86.343226 35.842998)
CONNECTICUT,2020,15,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,9,,38,,62,,CONNECTICUT,,20201503,POINT (-72.738288 41.575155)
MARYLAND,2020,15,,-,1,,,-,,-,,-,1,,,-,,-,2,,8,,34,,44,,MARYLAND,,20201533,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,15,,-,0,,,-,,-,,-,2,,,-,,-,1,,8,,32,,42,,SOUTH CAROLINA,,20201535,POINT (-80.864614 33.878572)
OKLAHOMA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20201546,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201565,POINT (145.725693 15.1834)
OHIO,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,1,,59,,105,,102,,OHIO,,20201518,POINT (-82.70936 40.415534)
MINNESOTA,2020,15,,-,0,,,-,,-,,-,1,,,-,,-,,-,21,,,-,116,,MINNESOTA,,20201523,POINT (-94.198308 46.349153)
LOUISIANA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,12,,5,,48,,LOUISIANA,,20201545,POINT (-91.840238 30.921314)
HAWAII,2020,15,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,4,,9,,14,,HAWAII,,20201560,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,15,,-,1,,1,,,-,,-,2,,,-,,-,11,,60,,368,,605,,,SOUTH ATLANTIC,20201528,
PENNSYLVANIA,2020,15,,-,0,,,-,,-,,-,2,,4,,,-,,-,23,,104,,103,,PENNSYLVANIA,,20201513,POINT (-77.838886 40.896694)
UTAH,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,1,,9,,30,,36,,UTAH,,20201555,POINT (-111.678222 39.323779)
COLORADO,2020,15,,N,,NC,,N,,N,,N,,NC,,N,,N,2,,22,,92,,110,,COLORADO,,20201550,POINT (-105.547832 38.998552)
VERMONT,2020,15,,-,0,,,-,,-,,-,2,,,-,,-,,N,,NC,,N,,N,VERMONT,,20201508,POINT (-72.662695 44.075252)
KENTUCKY,2020,15,,-,1,,,-,,-,,-,1,,,-,,-,,N,,NC,,N,,N,KENTUCKY,,20201540,POINT (-85.290484 37.526683)
PUERTO RICO,2020,15,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,1,,PUERTO RICO,,20201567,POINT (-66.414655 18.215692)
MAINE,2020,15,,-,0,,,-,,-,,-,1,,1,,1,,,-,8,,31,,26,,MAINE,,20201504,POINT (-69.06137 45.117911)
VIRGINIA,2020,15,,-,1,,,-,,-,,-,1,,,-,,-,1,,16,,46,,44,,VIRGINIA,,20201536,POINT (-78.666382 37.510861)
ARIZONA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,6,,27,,33,,ARIZONA,,20201549,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,15,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,,AMERICAN SAMOA,20201564,
WISCONSIN,2020,15,,-,0,,,-,,-,,-,5,,,-,5,,,-,40,,70,,106,,WISCONSIN,,20201519,POINT (-89.732969 44.639954)
IDAHO,2020,15,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,7,,8,,39,,IDAHO,,20201551,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201568,POINT (-64.840836 18.060868)
MICHIGAN,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,1,,19,,35,,98,,MICHIGAN,,20201517,POINT (-85.730977 44.874798)
GEORGIA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,19,,62,,128,,GEORGIA,,20201532,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,1,,38,,240,,359,,,NEW YORK CITY,20201512,
ARKANSAS,2020,15,,-,2,,,-,,-,,-,1,,,-,,-,1,,9,,18,,27,,ARKANSAS,,20201544,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,MISSISSIPPI,,20201541,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,9,,4,,11,,SOUTH DAKOTA,,20201527,POINT (-100.230491 44.43614)
WYOMING,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,3,,5,,5,,WYOMING,,20201556,POINT (-107.55145 42.999627)
MISSOURI,2020,15,,-,3,,,-,,-,,-,4,,,-,,-,,-,10,,32,,57,,MISSOURI,,20201524,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,15,,-,1,,,-,,-,1,,5,,6,,4,,11,,95,,599,,764,,,MIDDLE ATLANTIC,20201509,
CALIFORNIA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,3,,87,,423,,676,,CALIFORNIA,,20201559,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,,-,23,,WEST VIRGINIA,,20201537,POINT (-80.613729 38.642579)
FLORIDA,2020,15,,-,1,,1,,,-,,-,1,,,-,,-,7,,39,,183,,291,,FLORIDA,,20201531,POINT (-82.420978 28.260731)
MONTANA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,11,,10,,15,,MONTANA,,20201552,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,15,,-,3,,,-,,-,,-,6,,,-,,-,2,,50,,97,,333,,,WEST NORTH CENTRAL,20201520,
MASSACHUSETTS,2020,15,,-,0,,,-,,-,,-,1,,,-,,-,2,,22,,91,,106,,MASSACHUSETTS,,20201505,POINT (-71.481104 42.151077)
