Customer,Address Line 1,Address Line 2,City,State,Zip,Date Enrolled,VAT202 Category,Status,Observation Date,Crash Notification,Conviction Notification,Suspension Notification,Point Insurance Reduction Course Completion Notification,Driver Status Change Notification,License Expiration Notification,Hazardous Material Endorsement Notification,CDL Medical Certification Status Change Notification,Ticket Notification,Drivers Monitored,Latest Driver Add Date,Latest Driver Drop Date,LENS Internet Interface Users
NORTHPORT-EAST NORTHPORT PUBLIC LIBRARY,151 LAUREL AVENUE,,NORTHPORT,NY,11768,04/03/2017,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,7,08/30/2018,08/30/2018,1
NORTHPORT-EAST NORTHPORT UFSD,158 LAUREL AVENUE,,NORTHPORT,NY,11768,04/20/2010,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,Y,N,N,16,01/02/2020,04/30/2020,1
NORTHSIDE COLLISION,8025 BREWERTON RD,,CICERO,NY,13039,01/21/2020,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,N,N,N,N,3,02/26/2020,,1
NORTHSIDE FIRE DISTRICT (F.B. PECK HOSE CO.),85 SARATOGA AVENUE,,WATERFORD,NY,12188,06/20/2002,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,44,04/14/2019,01/31/2019,1
NORTHSIDE INDUSTRIES LLC,215-11 32 RD,,BAYSIDE,NY,11361,11/03/2016,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,Y,Y,N,9,03/06/2020,,2
NORTHSIDE SALVAGE  YARD,954 LINDEN AVE,,EAST ROCHESTER,NY,14445,01/10/2019,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,7,02/04/2020,02/04/2020,1
"NORTHSTAR EXPRESS, INC.",44 RAILROAD AVENUE   PO BOX 1502,,ALBANY,NY,12201,09/09/2016,PAYING,ACTIVE,05/07/2020,Y,Y,N,N,Y,N,N,Y,N,3,07/31/2018,,1
NORTHSTAR LIMOUSINE I.N.C,38 SOUTH RIDGE ST,,RYE BROOK,NY,10573,08/23/2017,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,0,,,1
NORTHTOWN AUTOMOTIVE COMPANIES,1135 MILLERSTPORT HIGHWAY,,AMHERST,NY,14226,01/02/2008,PAYING,ACTIVE,05/07/2020,N,N,Y,N,Y,Y,N,N,N,767,05/06/2020,03/19/2020,1
NORTHVILLE CENTRAL SCHOOL,131 SOUTH THIRD STREET,,NORTHVILLE,NY,12134,05/24/2010,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,16,05/24/2017,09/12/2016,1
NORTHVILLE VILLAGE,412 SOUTH MAIN STREET,,NORTHVILLE,NY,12134,09/24/2012,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,13,03/09/2020,10/31/2018,1
NORTHWELL HEALTH,600 COMMUNITY DR,,MANHASSET,NY,11030,06/27/2017,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,0,,,0
NORTHWELL HEALTH,1300 ROANOKE AVE,,RIVERHEAD,NY,11901,02/06/2020,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,0,,,1
NORTHWELL HEALTH LABORATOIES,450 LAKEVILLE ROAD,,LAKE SUCCESS,NY,11042,01/30/2020,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,0,,,1
NORTHWELL HEALTH SOLUTIONS,600 COMMUNITY DRIVE,,MANHASSET,NY,11030,09/05/2017,PAYING,NOT ACTIVE,05/07/2020,N,Y,Y,N,N,Y,N,N,N,0,,,0
"NORTHWEST BUFFALO COMMUNITY CENTER, INC.",155 LAWN AVE ROOM 200,,BUFFALO,NY,14207,01/30/2015,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,Y,N,0,,,2
"NORTHWEST LAWN & LANDSCAPING MAINTENANCE, LLC",P.O. BOX 482,16 CENTURY BOULEVARD,MILLERTON,NY,12546,11/19/2008,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,9,02/28/2018,08/21/2019,1
"NORTHWOODS CONCRETE, INC.",PO BOX 436,,CHESTERTOWN,NY,12817,01/17/2019,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,0,,,1
NORWICH BEVERAGE CORP,PO BOX 369,4848 STATE HIGHWAY 23,NORWICH,NY,13815,06/20/2013,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,Y,N,12,10/01/2019,12/05/2018,1
NORWICH CITY,ONE CITY PLAZA,,NORWICH,NY,13815,02/14/2011,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,70,12/30/2019,12/30/2019,1
NORWICH CITY SCHOOLS,89 MIDLAND DRIVE,DISTRICT OFFICES,NORWICH,NY,13815,12/26/2007,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,29,01/08/2020,05/02/2020,1
NORWOOD DPW,11-13 BERNARD AVE,,NORWOOD,NY,13668,03/22/2017,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,6,04/03/2017,,1
NORWOOD MUNICIPAL COURT,455 BROADWAY,,NORWOOD,NJ,07648,10/03/2019,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,0,03/04/2020,03/04/2020,1
NORWOOD-NORFOLK CSD,7852 RT 56,,NORWOOD,NY,13668,11/17/2016,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,1,03/06/2017,,1
NOTHNAGLE DRILLING INC,1821 SCOTTSVILLE-MUMFORD RD,,SCOTTSVILLE,NY,14546,03/05/2015,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,N,N,N,N,N,21,02/19/2020,02/20/2020,1
"NOUVEAU ELEVATOR INDUSTRIES, INC.",47-55 37TH ST,,LONGISLAND CITY,NY,11101,02/27/2018,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,N,Y,N,N,0,,,1
NOVA LINES INC,2314 RIVER ROAD,,RIVER GROVE,IL,60171,01/23/2019,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,Y,N,0,,,1
NOVA SITE COMPANY LLC,6 LENA COURT,,WEST SENECA,NY,14224,07/06/2012,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,N,Y,Y,N,N,6,02/05/2020,02/05/2020,1
NOVA TOURS & TRAVEL INC,19801 EXECUTIVE PARK CIRCLE,,GERMANTOWN,MD,20874,03/22/2019,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,0,,,1
"NOVARR-MACKESEY CONSTRUCTION CO., INC.",1001 W. SENECA ST.,,ITHACA,NY,14850,11/19/2015,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,2,11/25/2015,,1
NOWSTAR TRANSPORTATION INC,476 JERICHO TPKE,,MINEOLA,NY,11385,01/02/2015,PAYING,NOT ACTIVE,05/07/2020,N,N,N,N,N,N,N,Y,N,0,,,0
"NRC NY ENVIRONMENTAL SERVICES, INC.",6392 DEERE ROAD,,SYRACUSE,NY,13206,04/11/2018,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,Y,Y,N,0,,,1
NRS GLOBAL INC,"2020 KINGS HIGHWAY, APT 6A",,BROOKLYN,NY,11229,01/20/2020,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,Y,N,0,,,1
NU LOOK COLLISION,840 LEHIGH STATION ROAD,,WEST HENRIETTA,NY,14586,11/07/2014,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,194,07/16/2019,05/13/2019,0
NU-LOOK CARSTAR COLLISION,1036 FRONT STREET,,BINGHAMTON,NY,13905,07/15/2008,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,3,02/24/2009,,1
NU-WAY HEATING & COOLING INC.,52-15 35TH STREET,,LONG ISLAND CITY,NY,11101,04/12/2017,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,N,N,N,N,18,11/12/2019,11/27/2019,2
NUCOR CONSTRUCTION CORP,117 WEST 28TH ST 2ND FLOOR,,NEW YORK,NY,10001,02/29/2016,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,0,,,2
NUGENT & POTTER,1557 COUNTY RD 39,,SOUTHAMPTON,NY,11968,03/31/2016,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,5,03/07/2019,03/10/2017,1
NULITE FUEL OIL,87-25 MYRTLE AVENUE,,GLENDALE,NY,11385,01/19/2016,PAYING,ACTIVE,05/07/2020,N,Y,Y,Y,Y,Y,N,N,N,0,,,1
NUNDA FIRE DEPARTMENT,4 STATE ST,PO BOX 551,NUNDA,NY,14517,01/16/2008,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,46,02/18/2008,,1
NUNEZ TRUCKING CORP,627 COMMONWEALTH AVE,,BRONX,NY,10473,01/04/2006,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,N,Y,Y,N,N,4,01/18/2006,,0
NUTRECO USA INC.,3422 DUTCH HOLLOW RD,,STRYKERSVILLE,NY,14145,02/15/2017,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,Y,N,35,10/23/2018,02/28/2019,1
NUTRITION FOR THE ELDERLY IN TOMPKINS COUNTY,2422 N. TRIPHAMMER RD.,,ITHACA,NY,14850,05/13/2009,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,19,08/12/2019,08/09/2019,1
NUZZOLESE BROS ICE CORP,35 ENGEL ST,,HICKSVILLE,NY,11801,08/07/2013,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,5,04/17/2018,06/07/2018,2
NVS LANDSCAPE SERVICES,23A WALKER WAY,,COLONIE,NY,12205,11/12/2016,PAYING,ACTIVE,05/07/2020,N,N,Y,N,Y,Y,N,N,N,3,05/07/2019,05/14/2019,1
NXK CORP,8 E PROSPECT AVE,STE C,MOUNT VERNON,NY,10550,10/12/2007,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,73,04/15/2020,04/15/2020,2
NY ARMY NATIONAL GUARD,8512 4TH AVE,,BROOKLYN,NY,11209,09/13/2017,EXEMPT,NOT ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,0,,,0
NY ARMY NATIONAL GUARD,PO BOX 7368,100 S CLINTON ST,SYRACUSE,NY,13261,06/05/2006,EXEMPT,NOT ACTIVE,05/07/2020,N,Y,Y,N,N,N,N,N,N,0,,,0
NY ARMY NATIONAL GUARD,360 RT 211 EAST,,MIDDLETOWN,NY,10940,10/23/2015,        ,NOT ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,0,,,0
"NY ASPHALT, INC.",366 INDUSTRIAL LOOP,,STATEN ISLAND,NY,10309,02/06/2019,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,0,,,1
NY CITY MOVERS LLC,40 NORWOOD AVE 3RD FLOOR,,BROOKLYN,NY,11208,09/04/2019,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,Y,N,0,,,1
NY EAGLE TOURS INC.,6812 3RD AVE #2,,BROOKLYN,NY,11220,03/06/2015,PAYING,ACTIVE,05/07/2020,N,N,Y,N,Y,Y,N,Y,N,30,09/12/2019,05/31/2018,1
NY GLOBAL LIMOUSINE LLC,896 BEE ST,,VALLEY STREAM,NY,11580,11/08/2018,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,Y,N,0,,,1
NY HARBOR HEALTH SYSTEM,800 POLY PLACE,,BROOKLYN,NY,11209,12/28/2001,EXEMPT,NOT ACTIVE,05/07/2020,N,N,Y,N,N,N,N,N,N,0,,,0
"NY HOME MAINT. CO., INC.",147 WHEELER AVE,,PLEASANTVILLE,NY,10570,06/06/2014,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,9,09/23/2019,09/23/2019,1
NY INTERNATIONAL SHIPPING,111 JOHN STREET,,NY,NY,10038,05/15/2014,PAYING,NOT ACTIVE,05/07/2020,N,N,N,N,N,N,N,N,N,0,,,0
NY LIMO COACH INC,10041 196 ST,,HOLLIS,NY,11423,10/29/2019,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,0,,,1
NY LIMO EXPRESS,165 20TH STREET,,BROOKLYN,NY,11232,12/19/2012,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,Y,N,82,11/09/2018,07/09/2016,0
NY LIMO TRIP CORP.,86-33 94TH STREET,,WOODHAVEN,NY,11421,10/17/2014,PAYING,ACTIVE,05/07/2020,N,Y,N,N,N,N,N,N,N,5,06/26/2019,,2
NY LIQUIDATION BUREAU,110 WILLIAM STREET,,NEW YORK,NY,10038,10/28/2015,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,0,,,2
NY PRESBYTERIAN/WEILL CORNELL,525 E 68TH ST RM 506,,NEW YORK,NY,10021,04/16/1999,PAYING,NOT ACTIVE,05/07/2020,N,N,Y,N,N,N,N,N,N,0,,,0
NY REFINISHING INC,68 LOIS LANE,,MONROE,NY,10950,03/23/2019,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,0,,,1
NY TENT LLC,1401 LAKELAND AVE,,BOHEMIA,NY,11716,02/27/2020,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,N,Y,Y,Y,N,0,,,1
NY TRAVEL LIMO CORP,750 MEACHAM AVE,,ELMONT,NY,11003,04/28/2016,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,Y,N,0,,,1
NY UPSTATE TRUCKING INC.,134 HIGH STREET APT 4,,FAIRPORT,NY,14450,11/01/2016,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,N,N,N,N,5,10/01/2019,10/01/2019,1
NYACK COMMUNITY AMBULANCE CORPS,251 NORTH MIDLAND AVENUE,,NYACK,NY,10960,11/02/2007,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,35,12/16/2019,03/28/2019,2
NYACK JOINT FIRE DISTRICT,P.O. BOX 732,PARK STREET,NYACK,NY,10960,08/19/2014,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,77,02/17/2020,04/18/2020,2
NYC  BROOKLYN BOROUGH PRESIDENT,209 JORALEMON STREET,,BROOKLYN,NY,11201,02/01/2018,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,22,06/26/2018,02/11/2020,1
NYC  DCA,"42 BROADWAY, 9TH FLOOR",,NEW YORK,NY,10004,04/04/1988,EXEMPT,ACTIVE,05/07/2020,N,Y,Y,N,Y,Y,N,N,N,6938,04/29/2020,,1
NYC  PROBATION,162-24 JAMAICA AVE,,QUEENS,NY,11432,03/25/2019,        ,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,Y,2,12/17/2019,12/18/2019,1
NYC  PROBATION,215 EAST 161ST,,BRONX,NY,10451,06/15/2018,        ,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,Y,16,03/05/2020,,1
NYC  PROBATION,215 EAST 161 ST 5F-35,,BRONX,NY,10451,04/22/2019,        ,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,Y,0,,,1
NYC  PROBATION,345 ADAMS ST 6 FLOOR,,BROOKLYN,NY,11201,12/14/2015,EXEMPT,NOT ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,Y,0,02/29/2016,03/03/2016,1
NYC  PROBATION,510 GATES AVENUE,,BROOKLYN,NY,11221,03/15/2018,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,Y,13,04/29/2020,04/29/2020,1
NYC  PROBATION,510 GATES AVENUE,,BROOKLYN,NY,11216,04/19/2018,        ,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,Y,0,,,1
NYC ACS TRANSPORT SERVICES,"150 WILLIAM STREET, 14J2",,NEW YORK,NY,10038,04/15/2004,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,2644,05/01/2020,12/23/2019,1
NYC ADMINISTRATIVE TRIALS & HEARINGS,40 RECTOR STREET,,NEW YORK,NY,10006,12/02/2011,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,13,08/22/2019,11/13/2019,3
NYC AGING,2 LAFAYETTE STREET RM 401,,NEW YORK,NY,10007,11/23/1999,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,59,03/06/2020,03/20/2018,1
NYC BELLEVUE HOSP CENT,462 1ST AVE  RM 165A,,NEW YORK,NY,10016,11/19/1997,EXEMPT,NOT ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,59,03/06/2000,,0
NYC BIC,100 CHURCH ST.  20TH FLOOR,,NEW YORK,NY,10007,02/23/2011,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,51,10/09/2019,07/16/2019,1
NYC BIC,100 CHURCH STREET,20TH FLOOR,NEW YORK,NY,10007,08/07/2017,EXEMPT,NOT ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,0,,,0
NYC BIC,100 CHURCH ST 20TH FLOOR,,NEW YORK,NY,10007,02/05/2019,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,742,04/30/2020,11/26/2019,2
NYC BOARD OF CORRECTION,1 CENTRE STREET,ROOM 2213,NEW YORK,NY,10007,10/16/2012,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,16,01/09/2020,03/18/2019,1
NYC BOARD OF EDUCATION - FACILITIES,44-36 VERNON BLVD,,LONGISLAND CITY,NY,11101,06/28/1999,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,1863,02/26/2020,03/25/2013,2
NYC BROOKLYN BOROUGH PRESIDENT,209 JORALEMON STREET,,BROOKLYN,NY,11201,03/10/2015,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,Y,Y,N,30,07/11/2017,12/07/2017,1
NYC BUILDINGS,280 BROADWAY,6TH FLOOR,NEW YORK,NY,10007,07/29/2008,EXEMPT,NOT ACTIVE,05/07/2020,N,Y,Y,N,Y,Y,N,N,N,908,08/31/2009,,0
NYC BUILDINGS  DEPUTY DIRECTOR,11 PARK PLACE  2ND FL,,NEW YORK,NY,10007,02/08/2000,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,N,N,Y,N,N,N,549,03/09/2020,04/30/2020,5
NYC CCRB,100 CHURCH STREET,10TH FLOOR,NEW YORK,NY,10007,11/15/2011,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,104,03/13/2020,01/21/2020,4
NYC CHIEF MEDICAL EXAMINER,421 EAST 26TH ST,,NEW YORK,NY,10016,11/16/1994,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,268,05/06/2020,04/19/2020,3
NYC COMM ON HUMAN RIGHTS,22 READE ST 2ND FLOOR,,NEW YORK,NY,10007,11/06/1998,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,24,03/16/2020,03/13/2020,2
NYC COMPTROLLER,1 CENTRE STREET RM 1100 NORTH,,NEW YORK,NY,100072341,07/09/2002,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,N,Y,N,N,N,14794,10/07/2009,04/16/2020,1
NYC CORRECTIONS,1717 HAZEN STREET,,EAST ELMHURST,NY,11370,10/22/1999,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,10295,05/06/2020,05/04/2020,3
NYC DCA,42 BROADWAY,,NEW YORK,NY,10004,12/23/2004,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,164,03/16/2020,11/09/2018,1
NYC DCAS,1 CENTRE STREET,,NEW YORK CITY,NY,10007,09/28/2009,EXEMPT,NOT ACTIVE,05/07/2020,Y,Y,Y,Y,N,Y,Y,N,N,249,01/19/2012,01/19/2012,0
NYC DCAS,63 FLUSHING AVE UNIT 217 BNY,,BROOKLYN,NY,11205,07/15/1999,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,865,04/28/2020,04/02/2020,3
NYC DCAS,1 CENTRE ST,RM 2358,NEW YORK,NY,10007,12/14/2017,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,1559,02/06/2019,02/06/2019,2
NYC DCAS  FLEET ADMINISTRATION,1 CENTRE ST 18TH FL SOUTH,,NEW YORK,NY,10007,02/22/2005,EXEMPT,NOT ACTIVE,05/07/2020,Y,Y,Y,N,N,Y,Y,N,N,159,01/28/2009,,0
NYC DEP,5917 JUNCTION BLVD  8FL,,CORONA,NY,11368,11/24/2000,EXEMPT,NOT ACTIVE,05/07/2020,N,N,Y,N,N,N,N,N,N,0,,,0
NYC DEP,56-01 55TH AV,,MASPETH,NY,11378,07/20/1989,EXEMPT,NOT ACTIVE,05/07/2020,N,N,Y,N,N,N,N,N,N,1870,05/08/1999,,0
NYC DEP,59-17 JUNCTION BLVD 6TH FL DISC UNT,,FLUSHING,NY,11373,05/17/2004,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,6013,04/02/2020,02/13/2020,3
NYC DEPARTMENT OF MENTAL HEALTH,93 WORTH STREET,ROOM 1114,NEW YORK,NY,10013,07/17/2001,EXEMPT,NOT ACTIVE,05/07/2020,Y,N,N,N,N,N,N,N,N,0,,,0
NYC DEPT CONSUMER AFFAIRS,32 BROADWAY STE 1100,,NEW YORK,NY,10004,03/06/1996,EXEMPT,NOT ACTIVE,05/07/2020,N,N,Y,N,N,N,N,N,N,0,,,0
NYC DEPT GENERAL SERVICES,MUNICIPAL BLDG 17TH FL,,NEW YORK,NY,10007,06/12/1987,EXEMPT,NOT ACTIVE,05/07/2020,N,N,Y,N,N,N,N,N,N,0,,,0
NYC DEPT OF BUSINESS SVC,110 WILLIAM ST 7TH FLOOR,,NEW YORK,NY,10038,05/23/1996,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,92,02/07/2020,01/30/2020,3
NYC DEPT OF DESIGN & CONSTR,30 30 THOMSON AVE,,LONG ISLAND CTY,NY,11101,06/27/1999,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,952,04/03/2020,05/06/2020,5
NYC DEPT OF EMPLOYMENT,220 CHURCH ST RM 514,,NEW YORK,NY,10013,12/21/1995,EXEMPT,NOT ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,0,,,0
NYC DEPT OF HOUSING PRES & DEVELOPMENT,100 GOLD ST RM 1W,,NEW YORK,NY,10038,05/12/1994,EXEMPT,NOT ACTIVE,05/07/2020,N,Y,Y,N,N,Y,N,N,N,73,07/26/2017,01/22/2013,0
NYC DEPT OF HOUSING PRESERVATION & DEVELOPMEN,"100 GOLD STREET, 8F-07",,NEW YORK,NY,10038,06/14/2019,EXEMPT,NOT ACTIVE,05/07/2020,N,N,Y,N,Y,Y,N,N,N,0,,,0
NYC DEPT OF SANITATION,125 WORTH ST,,NEW YORK,NY,10013,04/16/1999,EXEMPT,NOT ACTIVE,05/07/2020,N,N,Y,N,N,N,N,N,N,0,,,0
NYC DESIGN,30-30 THOMSON AVE,,LONGISLAND CITY,NY,11101,05/14/2004,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,N,Y,Y,N,N,354,08/12/2013,05/16/2014,2
NYC DESIGN & CONSTRUCTION,30-30 THOMSON AVENUE,,LIC,NY,11101,11/20/2008,EXEMPT,NOT ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,0,,,0
NYC DOE-SPECIAL COMMISSIONER OF INVESTIGATION,80 MAIDEN LANE 20TH FLOOR,,NEW YORK,NY,10038,02/13/2018,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,36,01/17/2020,02/03/2020,3
NYC DOF,345 ADAMS STREET,,BROOKLYN,NY,11201,09/02/2004,EXEMPT,NOT ACTIVE,05/07/2020,N,N,Y,N,Y,N,N,N,N,0,,,0
NYC DOI,80 MAIDEN LN 17TH FL,,NEW YORK,NY,10038,06/24/2004,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,288,05/05/2020,05/05/2020,1
NYC DOI FLEET MGR,80 MAIDEN LANE 17TH FL,,NEW YORK,NY,10038,06/05/1997,EXEMPT,NOT ACTIVE,05/07/2020,Y,Y,Y,Y,N,Y,N,N,N,0,,,0
NYC DOITT,2 METROTECH CENTER  P-1 LEVEL,,BROOKLYN,NY,11201,07/27/2004,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,172,02/26/2020,01/07/2020,2
NYC DOT,55 WATER STREET 8TH FLOOR,,NEW YORK,NY,10041,06/26/1999,EXEMPT,ACTIVE,05/07/2020,N,N,Y,N,Y,Y,Y,N,N,3064,04/30/2020,04/30/2020,5
NYC DOT,40 WORTH ST,,NEW YORK,NY,10013,04/12/1996,EXEMPT,NOT ACTIVE,05/07/2020,N,N,Y,N,N,N,N,N,N,97,05/08/1999,,0
NYC DOT,BATTERY MARITIME BLDG,3RD FLOOR,NEW YORK,NY,10004,06/12/2001,EXEMPT,NOT ACTIVE,05/07/2020,Y,N,N,N,N,N,N,N,N,0,,,0
NYC DOT,32-11 HARPER ST,,CORONA,NY,11368,07/21/2010,EXEMPT,ACTIVE,05/07/2020,N,N,Y,Y,Y,Y,N,N,N,4472,04/14/2020,03/23/2020,2
NYC DOT,55 WATER ST 4TH FLOOR,,NEW YORK,NY,10041,06/25/1999,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,1710,11/22/2019,05/05/2020,1
NYC DOT,32-11 HARPER ST,,CORONA,NY,11368,06/24/1999,EXEMPT,NOT ACTIVE,05/07/2020,N,N,Y,N,N,N,N,N,N,569,02/27/2007,,0
NYC DOT  CTO,28-11 QUEENS PLZ NO RM 808,,LONGISLAND CITY,NY,11101,06/21/1999,EXEMPT,ACTIVE,05/07/2020,N,N,Y,N,Y,Y,N,N,N,359,05/08/1999,12/06/2017,1
NYC DOT - DIVISION OF BRIDGES,"55 WATER STREET, 5TH FLOOR",,NEW YORK,NY,10041,07/26/2000,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,509,02/27/2020,03/11/2020,1
NYC DOT TRAFFIC OPS RESEARCH IMPL SFTY,55 WATER STREET,6TH FLOOR,NEW YORK,NY,10041,05/20/2009,EXEMPT,NOT ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,2162,01/05/2011,08/15/2017,0
