Data as of,Start week,End Week,Group,State,Indicator,COVID Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID Deaths,Influenza Deaths,"Pneumonia, Influenza, and COVID Deaths",Footnote
05/08/2020,03/14/2020,03/14/2020,By week,Kentucky,Week-ending,0,966,1.01,84,0,14,98,
05/08/2020,03/21/2020,03/21/2020,By week,Kentucky,Week-ending,,880,0.92,76,,13,92,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/28/2020,03/28/2020,By week,Kentucky,Week-ending,,862,0.89,72,,,81,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/04/2020,04/04/2020,By week,Kentucky,Week-ending,43,947,1.01,104,28,,123,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/11/2020,04/11/2020,By week,Kentucky,Week-ending,42,873,0.92,94,26,,114,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/18/2020,04/18/2020,By week,Kentucky,Week-ending,44,749,0.8,75,21,0,98,
05/08/2020,04/25/2020,04/25/2020,By week,Kentucky,Week-ending,34,573,0.61,65,15,,85,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,05/02/2020,05/02/2020,By week,Kentucky,Week-ending,,291,0.28,15,0,,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/01/2020,02/01/2020,By week,Louisiana,Week-ending,0,963,1,41,0,,45,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/08/2020,02/08/2020,By week,Louisiana,Week-ending,0,935,0.96,35,0,,41,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/15/2020,02/15/2020,By week,Louisiana,Week-ending,0,919,0.99,41,0,,48,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/22/2020,02/22/2020,By week,Louisiana,Week-ending,0,896,0.96,33,0,,42,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/29/2020,02/29/2020,By week,Louisiana,Week-ending,0,957,1.09,43,0,11,54,
05/08/2020,03/07/2020,03/07/2020,By week,Louisiana,Week-ending,,914,1.04,46,,,54,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/14/2020,03/14/2020,By week,Louisiana,Week-ending,0,904,0.99,41,0,,47,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/21/2020,03/21/2020,By week,Louisiana,Week-ending,34,854,0.94,66,19,,85,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/28/2020,03/28/2020,By week,Louisiana,Week-ending,145,1098,1.22,108,53,,204,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/04/2020,04/04/2020,By week,Louisiana,Week-ending,289,1166,1.28,180,119,,351,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/11/2020,04/11/2020,By week,Louisiana,Week-ending,314,1186,1.41,175,136,,354,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/18/2020,04/18/2020,By week,Louisiana,Week-ending,236,952,1.12,153,117,,274,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/25/2020,04/25/2020,By week,Louisiana,Week-ending,94,605,0.67,69,44,0,119,
05/08/2020,05/02/2020,05/02/2020,By week,Louisiana,Week-ending,14,254,0.27,16,,,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/01/2020,02/01/2020,By week,Maine,Week-ending,0,288,1.04,19,0,,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/08/2020,02/08/2020,By week,Maine,Week-ending,0,316,1.07,29,0,,35,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/15/2020,02/15/2020,By week,Maine,Week-ending,0,329,1.14,23,0,,25,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/22/2020,02/22/2020,By week,Maine,Week-ending,0,299,0.99,18,0,,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/29/2020,02/29/2020,By week,Maine,Week-ending,0,292,1.04,25,0,,28,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/07/2020,03/07/2020,By week,Maine,Week-ending,0,313,1.03,30,0,,32,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/14/2020,03/14/2020,By week,Maine,Week-ending,0,301,0.98,29,0,,35,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/21/2020,03/21/2020,By week,Maine,Week-ending,0,277,0.95,16,0,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/28/2020,03/28/2020,By week,Maine,Week-ending,,279,0.9,31,,,33,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/04/2020,04/04/2020,By week,Maine,Week-ending,,300,1,35,,,41,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/11/2020,04/11/2020,By week,Maine,Week-ending,,304,1,31,,0,36,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/18/2020,04/18/2020,By week,Maine,Week-ending,,308,1.12,23,0,,33,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/25/2020,04/25/2020,By week,Maine,Week-ending,17,278,0.94,16,,,31,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,05/02/2020,05/02/2020,By week,Maine,Week-ending,,236,0.64,11,,0,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/01/2020,02/01/2020,By week,Maryland,Week-ending,0,1033,0.99,68,0,,76,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/08/2020,02/08/2020,By week,Maryland,Week-ending,0,1003,0.95,62,0,,71,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/15/2020,02/15/2020,By week,Maryland,Week-ending,0,1017,0.99,71,0,12,83,
05/08/2020,02/22/2020,02/22/2020,By week,Maryland,Week-ending,0,965,0.94,62,0,,69,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/29/2020,02/29/2020,By week,Maryland,Week-ending,0,1068,1.04,74,0,10,84,
05/08/2020,03/07/2020,03/07/2020,By week,Maryland,Week-ending,0,1041,1.04,79,0,11,90,
05/08/2020,03/14/2020,03/14/2020,By week,Maryland,Week-ending,0,1002,1,65,0,13,78,
05/08/2020,03/21/2020,03/21/2020,By week,Maryland,Week-ending,,1053,1.06,81,,,91,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/04/2020,04/04/2020,By week,Maryland,Week-ending,92,1171,1.19,153,45,,206,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/11/2020,04/11/2020,By week,Maryland,Week-ending,213,1325,1.33,178,89,10,308,
05/08/2020,04/18/2020,04/18/2020,By week,Maryland,Week-ending,272,1282,1.35,197,112,,358,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/25/2020,04/25/2020,By week,Maryland,Week-ending,281,1277,1.36,155,87,,350,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,05/02/2020,05/02/2020,By week,Maryland,Week-ending,89,771,0.63,68,25,0,132,
05/08/2020,02/01/2020,02/01/2020,By week,Massachusetts,Week-ending,0,1200,0.94,104,0,14,118,
05/08/2020,02/08/2020,02/08/2020,By week,Massachusetts,Week-ending,0,1231,0.97,92,0,13,105,
05/08/2020,02/15/2020,02/15/2020,By week,Massachusetts,Week-ending,0,1246,0.95,92,0,14,106,
05/08/2020,02/22/2020,02/22/2020,By week,Massachusetts,Week-ending,0,1162,0.94,87,0,17,104,
05/08/2020,02/29/2020,02/29/2020,By week,Massachusetts,Week-ending,0,1275,1.02,100,0,21,121,
05/08/2020,03/07/2020,03/07/2020,By week,Massachusetts,Week-ending,,1211,0.99,86,0,16,103,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/14/2020,03/14/2020,By week,Massachusetts,Week-ending,0,1305,1.13,93,0,15,108,
05/08/2020,03/21/2020,03/21/2020,By week,Massachusetts,Week-ending,,1161,1.01,106,,11,120,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/28/2020,03/28/2020,By week,Massachusetts,Week-ending,40,1276,1.05,133,16,11,166,
05/08/2020,04/04/2020,04/04/2020,By week,Massachusetts,Week-ending,213,1532,1.27,251,114,11,360,
05/08/2020,04/11/2020,04/11/2020,By week,Massachusetts,Week-ending,595,1986,1.68,362,222,,737,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/18/2020,04/18/2020,By week,Massachusetts,Week-ending,991,2348,2.04,462,324,,1133,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/25/2020,04/25/2020,By week,Massachusetts,Week-ending,892,2102,1.89,436,318,,1011,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,05/02/2020,05/02/2020,By week,Massachusetts,Week-ending,253,1054,0.74,136,85,,304,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/01/2020,02/01/2020,By week,Michigan,Week-ending,0,1999,1.02,116,0,12,128,
05/08/2020,02/08/2020,02/08/2020,By week,Michigan,Week-ending,0,1927,0.95,132,0,,140,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/15/2020,02/15/2020,By week,Michigan,Week-ending,0,2006,1.02,109,0,18,127,
05/08/2020,02/22/2020,02/22/2020,By week,Michigan,Week-ending,0,2047,1.04,131,0,27,158,
05/08/2020,02/29/2020,02/29/2020,By week,Michigan,Week-ending,0,1956,0.98,98,0,26,124,
05/08/2020,03/07/2020,03/07/2020,By week,Michigan,Week-ending,0,1957,0.99,109,0,25,134,
05/08/2020,03/14/2020,03/14/2020,By week,Michigan,Week-ending,,1920,0.98,132,,25,157,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/21/2020,03/21/2020,By week,Michigan,Week-ending,15,1975,1.02,130,,30,170,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/28/2020,03/28/2020,By week,Michigan,Week-ending,191,2330,1.21,258,92,23,380,
05/08/2020,04/04/2020,04/04/2020,By week,Michigan,Week-ending,522,2864,1.47,509,269,17,777,
05/08/2020,04/11/2020,04/11/2020,By week,Michigan,Week-ending,728,3003,1.56,568,357,,947,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/18/2020,04/18/2020,By week,Michigan,Week-ending,646,2646,1.43,485,326,,808,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/25/2020,04/25/2020,By week,Michigan,Week-ending,357,2040,1.09,273,152,,479,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,05/02/2020,05/02/2020,By week,Michigan,Week-ending,69,1101,0.51,90,28,,131,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/01/2020,02/01/2020,By week,Minnesota,Week-ending,0,941,1.02,76,0,,82,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/08/2020,02/08/2020,By week,Minnesota,Week-ending,0,917,0.99,60,0,,69,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/15/2020,02/15/2020,By week,New York,Week-ending,0,1970,0.96,159,0,13,172,
05/08/2020,02/15/2020,02/15/2020,By week,Minnesota,Week-ending,0,938,1.02,51,0,,58,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/22/2020,02/22/2020,By week,Minnesota,Week-ending,0,908,1.01,63,0,13,76,
05/08/2020,02/29/2020,02/29/2020,By week,Minnesota,Week-ending,0,926,1.07,66,0,17,83,
05/08/2020,03/07/2020,03/07/2020,By week,Minnesota,Week-ending,0,936,1.06,69,0,17,86,
05/08/2020,03/14/2020,03/14/2020,By week,Minnesota,Week-ending,0,866,1.02,49,0,16,65,
05/08/2020,03/21/2020,03/21/2020,By week,Minnesota,Week-ending,,884,1.01,66,,15,81,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/28/2020,03/28/2020,By week,Minnesota,Week-ending,11,894,1.05,59,,,71,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/04/2020,04/04/2020,By week,Minnesota,Week-ending,21,900,1.05,58,,,78,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/11/2020,04/11/2020,By week,Minnesota,Week-ending,42,895,1,90,18,,115,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
