Application Type,Permit Number,Work Type,Use Code,Added Date,Issue Date,Final Date,Expired Date,Status,Building Area,Description of Work,Street Number,Pre-direction,Street Name,Street Suffix,Post-direction,City,State,Zip Code,Latitude,Longitude,General Location,Location
SEWAGE DISPOSAL,826463,CONSTRUCT,SINGLE FAMILY DWELLING,01/30/2018,06/04/2018,,06/05/2019,Issued,0,"Starting point of initial absorption system to be surveyed by a registered land surveyor.&nbsp; Septic tank must have a minimum of two compartments or two tanks connected in series.&nbsp;Trenches to be constructed on contour, and located at least 100 feet away from any well location.&nbsp; Recommend observation ports be installed at the end of each trench.&nbsp; The access port is to be installed as per well and septic standards and specifications. Utilities must be 10 feet minimum from septic reserve area.&nbsp; Proposed house must be a minimum of 15 feet from septic tank and 20 feet from trenches.&nbsp; This property is in category S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Solid lines and trenches must be constructedwithin reserve area as shown on the record plat.&nbsp; MDE recommends septic tanks be pumped at a frequency adequate to ensure that solids are not discharged to the disposal area.&nbsp;",16411,,BATSON,RD,,SPENCERVILLE,MD,20868,39.124445,-76.962482,,POINT (-76.962482 39.124445)
SEWAGE DISPOSAL,594196,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,03/22/2012,03/30/2012,08/28/2012,03/30/2013,Finaled,0,"The conditions of this use are subject to a recorded agreement in the land records.&nbsp; A pre-construction meeting with MCDPS and MDE is required prior to the start of any work.&nbsp; Construction during periods of wet soils is prohibited.&nbsp; Installation shall be completed by an installer certified by the manufacturer.&nbsp; The manufacturer shall provide a certification that the system has been installed in accordance with their specifications.&nbsp; The existing septic tank shall be pumped, collapsed and backfilled. The system being permitted utilizes electrical devices that will need to be connected to the home�s electrical service.&nbsp; All connections must be made by a licensed electrician and inspected by a Montgomery County electrical inspector.",23820,,OLD HUNDRED,RD,,DICKERSON,MD,20842,39.246795,-77.350454,,POINT (-77.350454 39.246795)
SEWAGE DISPOSAL,747801,CONSTRUCT,SINGLE FAMILY DWELLING,03/11/2016,04/19/2016,01/06/2017,10/20/2017,Finaled,0,"ORIGINAL SEPTIC SYSTEM PERMIT REVISED 12/7/2016 TO REMOVE B.A.T. UNIT AND TO INSTALL COMPLETE SET OF TRENCHES.&nbsp; DWELLING WITH ALL IMPROVEMENTS MAY HAVE SIX (6) BEDROOMS MAXIMUM.&nbsp; Existing septic tank to be pumped by licensed scavenger, crushed and backfilled.&nbsp; Existing trenches to be disconnected.&nbsp; New 2000-gallon 2-compartment top seam septic tank to be installed.&nbsp; Septic tank access ports to be installed as per well and septic standards and specifications.&nbsp; New trenches to be installed 10 feet from existing system with new distribution box and observation ports at ends of all trenches.&nbsp; This property is in category S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. ***Structure previously located in septic reserve area has been removed.&nbsp; Existing carport on garage to remain.***",4601,,SANDY SPRING,RD,,BURTONSVILLE,MD,20866,39.105804,-76.916413,,POINT (-76.916413 39.105804)
SEWAGE DISPOSAL,642035,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,07/16/2013,07/26/2013,07/30/2013,,Finaled,0,This permit is to replace the existing septic tank only.&nbsp; Preconstruction meeting required with Marcie Schubert (240-777-6322) prior to any construction. Need to have well abandoned by a licensed well driller prior to tank installation.&nbsp;,17320,,GEORGIA,AVE,,OLNEY,MD,20832,39.140633,-77.068623,,POINT (-77.068623 39.140633)
SEWAGE DISPOSAL,732047,CONSTRUCT,"ASSEMBLY, CHURCHES",10/12/2015,10/10/2018,,,Issued,0,"The existing well shall be abandoned and sealed and the existing&nbsp;septic&nbsp;tank shall be pumped, crushed and backfilled. Starting point of initial absorption system to be surveyed by a registered land surveyor. Split system-distribution box is proposed. In the interest of workman safety, depth of stone in deep unbraced trenches must extend to no less than 4 feet below grade. Absorption systems that have approved percolation below four feet can be credit only for sidewall area within the absorption area established by the percolation tests.&nbsp;The approved maximum daily flow is 600 GPD for a two bedroom dwelling and a 60 seat place of worship. This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Septic tank access port to be installed as per well and septic standards and specifications.",20520,,BEALLSVILLE,RD,,BEALLSVILLE,MD,20839,39.194028,-77.401877,,POINT (-77.401877 39.194028)
SEWAGE DISPOSAL,814471,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,09/25/2017,09/25/2017,10/04/2017,,Finaled,0,"Pre-construction meeting should be conducted prior to the start of any work.&nbsp; This septic permit is issued to replace the existing septic system � existing septic system failed recent real estate inspection.&nbsp; New distribution box with observation port and new trenches with observation ports at ends to be installed.&nbsp; Existing septic tank shall be pumped by a licensed scavenger, crushed and backfilled.&nbsp; Any pipes or connections to drainfields shall be disconnected and abandoned.&nbsp; The property is designated sewer category S-3; an exception from DEP shall be obtained.&nbsp; ***Traffic bearing septic tank and pump chamber may be necessary.&nbsp; If needed, pump chamber to be 1000-gallon capacity minimum with single effluent pump. ***",200,,WARRENTON,DR,,SILVER SPRING,MD,20904,39.053823,-77.004147,,POINT (-77.004147 39.053823)
SEWAGE DISPOSAL,774299,CONSTRUCT,SINGLE FAMILY DWELLING,09/28/2016,10/20/2016,10/05/2017,10/21/2017,Finaled,0,"Permit revised 1-19-2017, to remove BAT.

&nbsp;The Maryland Department of the Environment recommends septic tanks, BAT and other pretreatment units be pumped at a frequency adequate to ensure that solids are not discharged to the disposal area

Starting point of initial absorption system to be surveyed by a registered land surveyor. This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Trenches to be connected in series. &nbsp;Septic tank access port to be installed as per well and septic standards and specifications. 

&nbsp;No basement plumbing facilities by gravity flow.",7001,,CRACKLIN,CT,,GAITHERSBURG,MD,20882,39.206746,-77.14441,,POINT (-77.14441 39.206746)
SEWAGE DISPOSAL,621036,CONSTRUCT,,12/13/2012,12/18/2012,05/14/2014,12/19/2013,Finaled,0,"No basement plumbing using gravity flow.

Trenches to be constructed on contour.

Starting point of initial absorption system to be surveyed by a registered land surveyor. This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Trenches to be connected in series. &nbsp;Septic tank access port to be installed as per well and septic standards and specifications. 

&nbsp;",15950,,KRUHM,RD,,BURTONSVILLE,MD,20866,39.122358,-76.947793,,POINT (-76.947793 39.122358)
SEWAGE DISPOSAL,808350,CONSTRUCT,SINGLE FAMILY DWELLING,07/31/2017,01/10/2018,,01/11/2019,Issued,0,"Existing septic tank and drywell to be pumped, crushed and backfilled. New portion of 4"" PVC&nbsp; line&nbsp;under the proposed&nbsp;driveway&nbsp;must be sleeved.&nbsp;Distribution box to be utilized. Starting point of initial absorption system to be surveyed by a registered land surveyor. This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.&nbsp;&nbsp;Septic tank access port to be installed as per well and septic standards and specifications.",10110,,CHAPEL,RD,,POTOMAC,MD,20854,39.026747,-77.211271,,POINT (-77.211271 39.026747)
SEWAGE DISPOSAL,834394,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,04/19/2018,05/31/2018,02/18/2019,,Finaled,0,"***Existing water well to be properly abandoned and sealed prior to any work on the replacement septic system.***&nbsp; Pre-construction meeting shall be conducted prior to the start of any work.&nbsp; This septic permit is issued to replace the&nbsp; existing septic system which has been confirmed failing.&nbsp; Existing septic tank and drywell to be pumped by licensed scavenger, crushed and backfilled.&nbsp; New 1500-gallon top seam septic tank to be installed.&nbsp;&nbsp; New distribution box with observation port and new trenches with observation ports at ends to be installed.&nbsp; This property is in category S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.",16630,,BROGDEN,RD,,SPENCERVILLE,MD,20868,39.130054,-76.962656,,POINT (-76.962656 39.130054)
SEWAGE DISPOSAL,806457,CONSTRUCT,SINGLE FAMILY DWELLING,07/14/2017,08/28/2017,02/01/2018,08/29/2018,Finaled,0,"Starting point of initial absorption system to be surveyed by a registered land surveyor.&nbsp; Septic tank must have a minimum of two compartments or two tanks connected in series.&nbsp; Trenches to be constructed on contour, and located at least 100 feet away from any well location.&nbsp; Recommend observation ports be installed at the end of each trench.&nbsp; The access port is to be installed as per well and septic standards and specifications. Utilities must be 10 feet minimum from septic reserve area.&nbsp; Proposed house must be a minimum of 15 feet from septic tank and 20 feet from trenches.&nbsp; This property is in category S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Solid lines and trenches must be constructed within reserve area as shown on the record plat.&nbsp; MDE recommends septic tanks be pumped at a frequency adequate to ensure that solids are not discharged to the disposal area",7010,,CRACKLIN,CT,,GAITHERSBURG,MD,20882,39.206547,-77.145434,,POINT (-77.145434 39.206547)
