Registration Number,Name,Street Address,City,State,Zip,Registration Date,Registration Expiration Date,Registration Status,Location
00-SA-000105,J & K Air Conditioning & Heating,18775 N. Frederick Ave.,GAITHERSBURG,Maryland,20879,03/20/2013,03/20/2014,Expired,"18775 N. Frederick Ave.
GAITHERSBURG, Maryland 20879
(39.164871, -77.227285)"
04-SA-000290,"Diversified Computer Services, Inc.",7408 Cutty Sark Way,Gaithersburg,MD,20882,05/04/2004,05/04/2005,Expired,"7408 Cutty Sark Way
Gaithersburg, MD 20882
(39.197734, -77.151782)"
00-SA-000228,Avenue Heating & Cooling,11704 Georgia Avenue,Wheaton,MD,20902,12/01/2017,12/01/2018,Expired,"11704 Georgia Avenue
Wheaton, MD 20902
(39.047728, -77.052083)"
16-SA-000179,"Sears, Roebuck and Co.",3333 BEVERLY ROAD,HOFFMAN ESTATES,IL,60179,09/19/2016,09/19/2017,Expired,"3333 BEVERLY ROAD
HOFFMAN ESTATES, IL 60179
(42.07778, -88.223535)"
00-SA-000444,"Circuit City Stores, Inc.",6231 Columbia Park Road,Landover,MD,20785,07/11/2002,07/11/2003,Expired,"6231 Columbia Park Road
Landover, MD 20785
(38.918153, -76.899582)"
08-SA-000342,"Mark M. Services, LLC",P.O. Box 274,Boyds,MD,20841,04/20/2017,04/20/2018,Expired,"P.O. Box 274
Boyds, MD 20841"
00-SA-000124,"Curtis Appliance Service, Inc.",1309 Ray Road,Hyattsville,MD,20782,09/09/1995,09/09/1996,Expired,"1309 Ray Road
Hyattsville, MD 20782
(38.963124, -76.983508)"
05-SA-000314,New Age Audio Design & Networking,16409 Signature Court,Rockville,MD,20853,09/16/2009,09/16/2010,Expired,"16409 Signature Court
Rockville, MD 20853
(39.12585, -77.074704)"
10-SA-000351,MDPC  Repairs,"904 Beacon Square Court, #109",Gaithersburg,MD,20878,01/19/2010,01/19/2011,Expired,"904 Beacon Square Court, #109
Gaithersburg, MD 20878
(39.125641, -77.242015)"
00-SA-000389,Ruths Entertainment Communications,10152 Clearspring Rd,Damascus,Maryland,20872,06/15/2017,06/15/2018,Expired,"10152 Clearspring Rd
Damascus, Maryland 20872
(39.27096, -77.21142)"
00-SA-000214,Electrolux Corporation,3003 Summer Street,Stamford,Ct,06905,01/01/1997,01/01/1998,Expired,"3003 Summer Street
Stamford, Ct 06905
(41.071205, -73.549324)"
17-SA-000180,"Griffin Audio, LLC",7609 NEWCASTLE DR,Annandale,VA,22003-5423,01/19/2017,01/19/2018,Expired,"7609 NEWCASTLE DR
Annandale, VA 22003-5423
(38.819122, -77.208185)"
00-SA-000020,"Bettar, Inc.",21920 NEW HAMPSHIRE AVE,BROOKEVILLE,MD,20833,11/07/2016,11/07/2017,Expired,"21920 NEW HAMPSHIRE AVE
BROOKEVILLE, MD 20833
(39.216149, -77.052287)"
12-SA-000146,Choice Electronics Repair Center,11248 Georgia Avenue,Wheaton,MD,20902,05/21/2015,05/21/2016,Expired,"11248 Georgia Avenue
Wheaton, MD 20902
(39.039875, -77.051338)"
04-SA-000296,Air Express Appliance Repair,7705 Tanner Robert Court,Springfield,VA,22153,10/27/2016,10/27/2017,Expired,"7705 Tanner Robert Court
Springfield, VA 22153
(38.736433, -77.210425)"
05-SA-000315,"TV Work Shop, LLC",10212 New Hampshire Avenue,Silver Spring,MD,20903,05/01/2008,05/01/2009,Expired,"10212 New Hampshire Avenue
Silver Spring, MD 20903
(39.022746, -76.977944)"
00-SA-000398,"Superior Electronics, Inc.",11910I Parklawn Drive,Rockville,MD,20852,04/22/1997,04/22/1998,Expired,"11910I Parklawn Drive
Rockville, MD 20852
(39.051617, -77.106483)"
00-SA-000006,"Sears, Roebuck & Company",16401 Shady Grove Road,Gaithersburg,MD,20877,08/17/1997,08/17/1998,Expired,"16401 Shady Grove Road
Gaithersburg, MD 20877
(39.126024, -77.174132)"
00-SA-000453,"Action Electronics, Inc.",2529 Ennalls Avenue,Silver Spring,MD,20902,09/23/1997,09/23/1998,Expired,"2529 Ennalls Avenue
Silver Spring, MD 20902
(39.039793, -77.053488)"
00-SA-000423,"Alert Home, Inc.","724 York Road, Suite 1-A",Towson,MD,21204,05/09/2003,05/09/2004,Expired,"724 York Road, Suite 1-A
Towson, MD 21204
(39.405835, -76.605842)"
05-SA-000319,Montgomery Maytag Service,10099 Goldeneye Court,New Market,MD,21774,11/07/2006,11/07/2007,Expired,"10099 Goldeneye Court
New Market, MD 21774
(39.422984, -77.314394)"
00-SA-000086,Corner's Appliance Service,4223 Wootters Lane,Burtonsville,MD,20866,05/22/1997,05/22/1998,Expired,"4223 Wootters Lane
Burtonsville, MD 20866
(39.105905, -76.924018)"
15-SA-000165,"DMV Appliance Repair, Inc.",6000 Craft Road,Alexandrai,VA,22310,05/07/2015,05/07/2016,Expired,"6000 Craft Road
Alexandrai, VA 22310
(38.787439, -77.115754)"
00-SA-000178,"Monahan Electronics, Inc.",8509 Atlas Drive,Gaithersburg,MD,20877,11/19/1997,11/19/1998,Expired,"8509 Atlas Drive
Gaithersburg, MD 20877
(39.129678, -77.176018)"
00-SA-000270,Kensington Appliance Service,1102 Scott Avenue,Rockville,MD,20851,08/06/1996,08/06/1997,Expired,"1102 Scott Avenue
Rockville, MD 20851
(39.08307, -77.129812)"
05-SA-000317,Century Electronic Service,10442 Baltimore Avenue,Beltsville,MD,20875,10/13/2005,10/13/2006,Expired,"10442 Baltimore Avenue
Beltsville, MD 20875
(39.027104, -76.918637)"
08-SA-000340,Ace Tech Appliance Service,12000 Chesterton Drive,Upper Marlboro,MD,20774,08/28/2015,08/28/2016,Expired,"12000 Chesterton Drive
Upper Marlboro, MD 20774
(38.894889, -76.797989)"
00-SA-000147,Reddix Appliance Service,1714 Terrapin Hills Dr,Mitcheville,MD,20721,03/28/2018,03/28/2019,Expired,"1714 Terrapin Hills Dr
Mitcheville, MD 20721
(38.913899, -76.822202)"
00-SA-000015,Mindte Heating & Air Conditioning,720 Smallwood Road,Rockville,MD,20850,06/30/2011,06/29/2012,Expired,"720 Smallwood Road
Rockville, MD 20850
(39.091901, -77.170245)"
00-SA-000033,"Newco Electronics, Inc.",19401 Martinsburg Road,Dickerson,MD,20842,09/26/1997,09/26/1998,Expired,"19401 Martinsburg Road
Dickerson, MD 20842
(39.17303, -77.46539)"
00-SA-000129,P-K Service,11109 Hoffman Drive,Germantown,MD,20876,04/24/2006,03/07/2007,Expired,"11109 Hoffman Drive
Germantown, MD 20876
(39.251341, -77.229608)"
00-SA-000213,"Rod Miller, Inc.",9157 Brookville Road,Silver Spring,MD,20910,08/09/2013,08/09/2014,Expired,"9157 Brookville Road
Silver Spring, MD 20910
(39.005773, -77.049504)"
00-SA-000091,"Bowden's Appliance & Refrigeration, Co.",7910 Steadman Street,Alexandria,VA,22309,08/06/2010,08/06/2011,Expired,"7910 Steadman Street
Alexandria, VA 22309
(38.740171, -77.116822)"
17-SA-001014,Acker & Sons,10516 Summit Avenue,Kensington,MD,20895,11/20/2017,11/20/2018,Expired,"10516 Summit Avenue
Kensington, MD 20895
(39.029026, -77.078639)"
15-SA-000169,"MC Appliance Repair, Inc.",1001 DODSON CT,BOWIE,MD,20721,05/23/2019,05/23/2020,Renewed,"1001 DODSON CT
BOWIE, MD 20721
(38.903934, -76.743789)"
00-SA-000195,H &  H Electronics,"21 South Summit Avenue, #502",Gaithersburg,MD,20884,02/20/2018,02/20/2019,Expired,"21 South Summit Avenue, #502
Gaithersburg, MD 20884
(39.140767, -77.193667)"
00-SA-000415,Video Repair Center,18785 Summer Oak Court,Germantown,MD,20874,09/21/2000,09/21/2001,Expired,"18785 Summer Oak Court
Germantown, MD 20874
(39.163248, -77.24488)"
00-SA-000224,Alverton In-Home Service,18735 Birdseye Drive,Germantown,MD,20874,12/08/2017,12/08/2018,Expired,"18735 Birdseye Drive
Germantown, MD 20874
(39.163957, -77.248634)"
00-SA-000454,D.L. Gill's Appliance Services,2129 Spencerville Road,Spencerville,MD,20868,11/17/1998,10/28/1999,Expired,"2129 Spencerville Road
Spencerville, MD 20868
(39.116738, -76.967514)"
00-SA-000225,"Sunnyside Service Center, Inc.",5308 Sunnyside Avenue,Beltsville,MD,20705,07/09/1989,07/09/1989,Expired,"5308 Sunnyside Avenue
Beltsville, MD 20705
(39.023951, -76.913711)"
18-SA-001031,Advanced TV & Video Service,19332 MONTGOMERY VILLAGE AVE,MONTGOMERY VILLAGE,MD,20886,01/09/2018,01/09/2019,Expired,"19332 MONTGOMERY VILLAGE AVE
MONTGOMERY VILLAGE, MD 20886
(39.173342, -77.203729)"
00-SA-000197,"Domino Service Co., Inc.",9815 Lanham Severn Road,Lanham,MD,20706,08/16/2013,08/16/2014,Expired,"9815 Lanham Severn Road
Lanham, MD 20706
(38.977737, -76.836746)"
12-SA-000143,"Bolt Appliance Repair, LLC",9702 Lorain Avenue,Silver Spring,MD,20901,02/03/2012,02/02/2013,Expired,"9702 Lorain Avenue
Silver Spring, MD 20901
(39.014877, -77.019792)"
00-SA-000281,"Antronnix Antenna Co., Inc.",8800 Monard Drive,Silver Spring,MD,20910,06/21/2001,05/13/2002,Expired,"8800 Monard Drive
Silver Spring, MD 20910
(39.0, -77.058798)"
00-SA-000012,R.W.M. Heating & Cooling,1038 Old Woodbine Road,Woodbine,MD,21797,07/02/1999,07/02/2000,Expired,"1038 Old Woodbine Road
Woodbine, MD 21797
(39.34575, -77.067828)"
00-SA-000186,"Brother Sewing Machine of Washington, Inc.",1067N Rockville Pike,Rockville,MD,20852,12/04/2017,12/04/2018,Expired,"1067N Rockville Pike
Rockville, MD 20852
(39.070871, -77.132082)"
00-SA-000441,American Vacuum & Sewing Machine,11212 Georgia Avenue,Wheaton,MD,20902,10/14/2016,10/14/2017,Expired,"11212 Georgia Avenue
Wheaton, MD 20902
(39.039057, -77.05108)"
00-SA-000470,Electronic Service B.Q.,3520 Austin Avenue,Alexandria,VA,22310,04/12/2004,04/12/2005,Expired,"3520 Austin Avenue
Alexandria, VA 22310
(38.781739, -77.093133)"
00-SA-000215,Climate Conditioning Corporation,6714-A Electronic Dr,Springfield,Va,22151,11/20/2016,11/20/2017,Expired,"6714-A Electronic Dr
Springfield, Va 22151
(38.795026, -77.177479)"
00-SA-000206,"Joseph Blodgett Co., Inc.","7901 Queenair Drive, #101",Gaithersburg,MD,20879,11/20/2016,11/20/2017,Expired,"7901 Queenair Drive, #101
Gaithersburg, MD 20879
(39.169914, -77.16208)"
00-SA-000410,"A & C Consumer Electronics, Inc.",19200G Chennault Way,Gaithersburg,MD,20879,02/10/1997,02/10/1998,Expired,"19200G Chennault Way
Gaithersburg, MD 20879
(39.170982, -77.157104)"
15-SA-000169,"MC Appliance Repair, Inc.",1001 DODSON CT,BOWIE,MD,20721,08/02/2016,08/02/2017,Expired,"1001 DODSON CT
BOWIE, MD 20721
(38.903934, -76.743789)"
17-SA-000485,Temo's Home Services,15 Orion Club Dr.,Ashton,MD,20861,05/31/2019,05/31/2020,Renewed,"15 Orion Club Dr.
Ashton, MD 20861
(39.150548, -77.013314)"
00-SA-000020,Appliance Master,21920 New Hampshire Avenue,Brookeville,MD,20833,12/04/2017,12/04/2018,Expired,"21920 New Hampshire Avenue
Brookeville, MD 20833
(39.216149, -77.052287)"
04-SA-000289,BBC Property Co. and BBC Investment Co.,20914 Frederick Rd,Germantown,MD,20876,03/28/2018,03/28/2019,Expired,"20914 Frederick Rd
Germantown, MD 20876
(39.200379, -77.245384)"
07-SA-000330,"The Eggheads, LLC",13501 Sloan Street,Rockville,MD,20853,02/09/2009,02/09/2010,Expired,"13501 Sloan Street
Rockville, MD 20853
(39.078561, -77.09976)"
00-SA-000401,"Commercial Air, Power & Cable, Inc.","12100 Baltimore Avenue, Suite 4",Beltsville,MD,20705,02/12/2002,02/12/2003,Expired,"12100 Baltimore Avenue, Suite 4
Beltsville, MD 20705
(39.05625, -76.891496)"
00-SA-000246,"Hinco, Inc.",2321-A  Stewart Street,Silver Spring,MD,20910,11/07/1997,11/07/1998,Expired,"2321-A Stewart Street
Silver Spring, MD 20910
(39.002806, -77.050906)"
00-SA-000446,"Circuit City Stores, Inc.",1501 Rockville Pike,Rockville,MD,20852,06/24/2008,06/04/2009,Expired,"1501 Rockville Pike
Rockville, MD 20852
(39.065241, -77.126908)"
00-SA-000075,Computer Technology Service,9711 Brixton Lane,Bethesda,MD,20814,03/04/1994,03/04/1995,Expired,"9711 Brixton Lane
Bethesda, MD 20814
(39.015498, -77.132345)"
00-SA-000027,"Adrian L. Merton, Inc.",9011 E HAMPTON DRIVE,CAPITOL HEIGHTS,MD,20743,11/30/2017,11/30/2018,Expired,"9011 E HAMPTON DRIVE
CAPITOL HEIGHTS, MD 20743
(38.883477, -76.850027)"
00-SA-000434,"Dax Enterprises, Inc.",P.O. Box 10307,Silver Spring,MD,20904,11/29/1996,11/29/1997,Expired,"P.O. Box 10307
Silver Spring, MD 20904"
17-SA-001013,Wireless Mobility LLC,10121 New Hampshire Ave,Silver Spring,MD,20903,,11/14/2018,Expired,"10121 New Hampshire Ave
Silver Spring, MD 20903
(39.020831, -76.97671)"
05-SA-000309,Jack D. Fritz,2127 Walnut Ridge Court,Frederick,MD,21702,08/15/2014,08/15/2015,Expired,"2127 Walnut Ridge Court
Frederick, MD 21702
(39.44376, -77.446317)"
00-SA-000078,"Le's General Maintenance, Inc.",1804 Gold Mine Road,Brookeville,MD,20833,03/04/2003,03/03/2004,Expired,"1804 Gold Mine Road
Brookeville, MD 20833
(39.174559, -77.04098)"
14-SA-000162,"Hi-Tech Repairs, Inc.",6509 Spring Terrace,Falls Church,VA,22042,10/13/2014,10/13/2015,Expired,"6509 Spring Terrace
Falls Church, VA 22042
(38.869385, -77.166002)"
08-SA-000343,"Armelcom, LLC",4611 Coachway Drive,Rockville,MD,20852,04/19/2018,04/19/2019,Expired,"4611 Coachway Drive
Rockville, MD 20852
(39.051857, -77.093519)"
00-SA-000239,"Hyssong Appliance Center, Inc.","93 MONOCACY BLVD., A8",FREDERICK,Maryland,21701,08/17/2016,08/17/2017,Expired,"93 MONOCACY BLVD., A8
FREDERICK, Maryland 21701
(39.404993, -77.392388)"
00-SA-000064,"Atlas Service Center, Inc.",8533 Atlas Drive,Gaithersburg,MD,20877,01/09/2017,01/09/2018,Expired,"8533 Atlas Drive
Gaithersburg, MD 20877
(39.129678, -77.176017)"
00-SA-000382,L.G.S. Heating & Air Conditioning,3724 Lawson Road,Ijamsville,MD,21754,09/03/1998,09/03/1999,Expired,"3724 Lawson Road
Ijamsville, MD 21754
(39.338133, -77.268445)"
00-SA-000147,Reddix Appliance Service,1714 Terrapin Hills Dr,Mitcheville,MD,20721,08/29/2016,08/29/2017,Expired,"1714 Terrapin Hills Dr
Mitcheville, MD 20721
(38.913899, -76.822202)"
02-SA-000267,Ace Central Vacuum,24029 Preakness Drive,Damascus,Maryland,20872,02/21/2018,02/21/2019,Expired,"24029 Preakness Drive
Damascus, Maryland 20872
(39.251907, -77.224992)"
08-SA-000339,Gigs Kaad,817 silver Spring Av,Silver Spring,MD,20910,08/11/2017,08/11/2018,Expired,"817 silver Spring Av
Silver Spring, MD 20910
(38.991722, -77.023449)"
00-SA-000183,Icebarg Appliance Co.,"7700 Old Branch Ave., Ste.C-200",Clinton,MD,20735,08/29/1996,08/26/1997,Expired,"7700 Old Branch Ave., Ste.C-200
Clinton, MD 20735
(38.784283, -76.898106)"
13-SA-000158,AA Heating AC Appliance Repair,20821 Bell Bluff Road,Gaithersburg,MD,20879,05/23/2013,05/23/2014,Expired,"20821 Bell Bluff Road
Gaithersburg, MD 20879
(39.198409, -77.202801)"
00-SA-000239,Hyssong Appliance Center,93 Monocacy Blvd. #A-8,Frederick,MD,21701,02/20/2018,02/20/2019,Expired,"93 Monocacy Blvd. #A-8
Frederick, MD 21701
(39.404993, -77.392388)"
00-SA-000026,General Electric Co.,P.O. Box 3069,Frederick,MD,21705,07/01/2002,07/01/2003,Expired,"P.O. Box 3069
Frederick, MD 21705"
00-SA-000254,Diom's Services,"555 Thayer Avenue, #303","Silver Spring,",MD,20910,02/21/1990,02/21/1991,Expired,"555 Thayer Avenue, #303
Silver Spring,, MD 20910
(38.993447, -77.016583)"
00-SA-000187,"Brother Sewing Machine of Wash., Inc.",4826 St. Elmo Avenue,Bethesda,MD,20814,08/17/2016,08/17/2017,Expired,"4826 St. Elmo Avenue
Bethesda, MD 20814
(38.989175, -77.09711)"
10-SA-000360,"Tri-State Ventures, Inc.",261 Kentlands Blvd.,Gaithersburg,MD,20878,12/17/2013,12/17/2014,Expired,"261 Kentlands Blvd.
Gaithersburg, MD 20878
(39.125508, -77.242905)"
00-SA-000221,Hansel TV,805 Hillsboro Drive,Silver Spring,MD,20902,08/13/2006,08/13/2007,Expired,"805 Hillsboro Drive
Silver Spring, MD 20902
(39.040276, -77.023881)"
05-SA-000336,"Geeks Dominion, LLC",23046 Winged Elm Drive,Clarksburg,MD,20871,02/10/2017,02/10/2018,Expired,"23046 Winged Elm Drive
Clarksburg, MD 20871
(39.234462, -77.254152)"
00-SA-000226,Communications Televideo Limited,9301 Georgia Avenue,Silver Spring,MD,20910,09/13/2009,09/13/2010,Expired,"9301 Georgia Avenue
Silver Spring, MD 20910
(39.007353, -77.039647)"
00-SA-000008,"The Electronic Clinic, Inc.",17741 Stoneridge Drive,North Potomac,Maryland,20878,09/06/2014,09/06/2015,Expired,"17741 Stoneridge Drive
North Potomac, Maryland 20878
(39.148452, -77.241155)"
09-SA-000346,Stan Jr's Appliance Service,114 Stull Court,Thurmont,MD,21788,01/27/2017,01/27/2018,Expired,"114 Stull Court
Thurmont, MD 21788
(39.625945, -77.396877)"
00-SA-000022,"Kam Company, Inc.",P.O. Box 4254,Crofton,MD,21114,07/01/2009,07/01/2010,Expired,"P.O. Box 4254
Crofton, MD 21114"
00-SA-000239,"Hyssong Appliance Center, Inc.",93 Monocacy Blvd. #A-8,Frederick,MD,21701,08/17/2016,08/17/2017,Expired,"93 Monocacy Blvd. #A-8
Frederick, MD 21701
(39.404993, -77.392388)"
15-SA-000163,Apple Home Appliance Service (A.H.A),21306 Purple Aster Court,Germantown,MD,20876,02/24/2017,02/24/2018,Expired,"21306 Purple Aster Court
Germantown, MD 20876
(39.204381, -77.255772)"
04-SA-000298,"21st Century Cinema, LLC",10460 Democracy Blvd.,Potomac,MD,20854,11/19/2004,11/19/2005,Expired,"10460 Democracy Blvd.
Potomac, MD 20854
(39.026172, -77.201589)"
00-SA-000052,Danco Electronic Service Specialists,929 Gist Avenue,Silver Spring,MD,20910,08/18/2016,08/18/2017,Expired,"929 Gist Avenue
Silver Spring, MD 20910
(38.989551, -77.025182)"
00-SA-000215,Climate Conditioning Corporation,6714-A Electronic Drive,Springfield,VA,22151,11/20/2016,11/20/2017,Expired,"6714-A Electronic Drive
Springfield, VA 22151
(38.795026, -77.177479)"
04-SA-000294,"Alco Appliance Sales & Service, LLC","10101 Bacon Drive, Unit F",Beltsville,MD,20705,02/22/2017,02/22/2018,Expired,"10101 Bacon Drive, Unit F
Beltsville, MD 20705
(39.029042, -76.913194)"
00-SA-000052,Danco Electronic Service Specialists,929 Gist Avenue,Silver Spring,Maryland,20910,08/18/2016,08/18/2017,Expired,"929 Gist Avenue
Silver Spring, Maryland 20910
(38.989551, -77.025182)"
00-SA-000016,Mike's Appliance Service,P.O. Box 3438,Frederick,MD,21705,09/04/2015,09/04/2016,Expired,"P.O. Box 3438
Frederick, MD 21705"
00-SA-000233,P.A. Air Conditioning Heating,"955 Clopper Road,  A-03",Gaithersburg,MD,20878,04/10/1998,04/10/1999,Expired,"955 Clopper Road, A-03
Gaithersburg, MD 20878
(39.14528, -77.226985)"
06-SA-000325,"M & B Audio, Inc.",701 East Gude Drive,Rockville,MD,20850,07/11/2006,01/30/2008,Expired,"701 East Gude Drive
Rockville, MD 20850
(39.103531, -77.142925)"
00-SA-000378,"Sewing Machines & Vacuums Unlimited, Inc.",825-H Rockville Pike,Rockville,MD,20852,02/25/2012,02/24/2013,Expired,"825-H Rockville Pike
Rockville, MD 20852
(39.075301, -77.137032)"
03-SA-000283,Aries Davis Service & Repair,1022 Welsh Drive,Rockville,MD,20852,06/25/2003,05/06/2004,Expired,"1022 Welsh Drive
Rockville, MD 20852
(39.072181, -77.142969)"
00-SA-000482,Eric's PC & Printer Service,12336 Quail Woods Drive,Germantown,MD,20874,02/07/2001,02/07/2002,Expired,"12336 Quail Woods Drive
Germantown, MD 20874
(39.174051, -77.254429)"
00-SA-000426,Quantum Computers,1013 Brice Road,Rockville,MD,20857,02/24/1998,02/24/1999,Expired,"1013 Brice Road
Rockville, MD 20857
(39.073039, -77.142673)"
00-SA-000039,Simmon's Village Services,4203 Ivy Glen Road,Silver Spring,MD,20906,01/29/2003,12/08/2003,Expired,"4203 Ivy Glen Road
Silver Spring, MD 20906
(39.044988, -77.082043)"
02-SA-000268,Ace Tech Appliance Service,18325 Darnell Drive,Olney,MD,20832,02/21/2003,02/21/2004,Expired,"18325 Darnell Drive
Olney, MD 20832
(39.157875, -77.086436)"
00-SA-000199,Bill's Home Repair,P. O. Box 30374,Bethesda,MD,20814,02/01/1990,02/01/1991,Expired,"P. O. Box 30374
Bethesda, MD 20814"
16-SA-000176,"Haier US Appliance Solution, Inc. /dba GE Appliance",P.O. Box 60320,Fort Myers,FL,33906,11/06/2017,11/06/2018,Expired,"P.O. Box 60320
Fort Myers, FL 33906"
00-SA-000194,"Bray & Scarff, Inc.",8610 Cherry Lane,Laurel,MD,20707,08/11/2017,08/11/2018,Expired,"8610 Cherry Lane
Laurel, MD 20707
(39.090552, -76.855611)"
00-SA-000037,"Electronic Repair, inc.","7720 Wisconsin Avenue, Suite 10",Bethesda,MD,20814,08/06/1998,08/06/1999,Expired,"7720 Wisconsin Avenue, Suite 10
Bethesda, MD 20814
(38.987201, -77.094902)"
19-SA-002140,Transform Sears Home Services LLC dba A&E Factory,3333 BEVERLY ROAD,HOFFMAN ESTATES,IL,60179,05/28/2019,05/28/2020,New,"3333 BEVERLY ROAD
HOFFMAN ESTATES, IL 60179
(42.07778, -88.223535)"
00-SA-000428,Maximum/Network Engineers Res.Dev.,5706 Durbin Road,Bethesda,MD,20817,06/20/1996,06/20/1997,Expired,"5706 Durbin Road
Bethesda, MD 20817
(38.983102, -77.114991)"
00-SA-000443,Peak Plus Electronics,8517 Piney Branch Road,Silver Spring,MD,20901,05/02/1998,05/02/1999,Expired,"8517 Piney Branch Road
Silver Spring, MD 20901
(38.998317, -77.002695)"
15-SA-000170,"At Your Service Repairs, Inc.",320 Martindale Lane,Forest Hill,MD,21050,08/12/2016,08/12/2017,Expired,"320 Martindale Lane
Forest Hill, MD 21050
(39.581708, -76.36292)"
19-SA-002139,Transform Sears Home Services LLC,3333 BEVERLY ROAD,HOFFMAN ESTATES,IL,60179,05/28/2019,05/28/2020,New,"3333 BEVERLY ROAD
HOFFMAN ESTATES, IL 60179
(42.07778, -88.223535)"
00-SA-000080,"Presidential Heating & Air Conditioning, Inc.",8000 Cessna Avenue,Gaithersburg,MD,20879,01/05/2018,01/05/2019,Expired,"8000 Cessna Avenue
Gaithersburg, MD 20879
(39.172617, -77.16403)"
00-SA-000409,J.T.E. Electronics,518 Copley Lane,Silver Spring,MD,20904,02/06/2014,02/06/2015,Expired,"518 Copley Lane
Silver Spring, MD 20904
(39.079027, -76.998809)"
08-SA-000340,Ace Tech Appliance Service,12000 Chesterton Drive,Upper Marlboro,Maryland,20774,08/28/2015,08/28/2016,Expired,"12000 Chesterton Drive
Upper Marlboro, Maryland 20774
(38.894889, -76.797989)"
10-SA-000363,T. J. Colli Appliance Service,9824 Dellcastle Road,Mont. Village,MD,20886,11/22/2015,11/22/2016,Expired,"9824 Dellcastle Road
Mont. Village, MD 20886
(39.183847, -77.203707)"
00-SA-000133,Montgomery Ward Product Service Center,7812 Cedarville Road,Brandywine,MD,20613,09/08/2000,09/08/2001,Expired,"7812 Cedarville Road
Brandywine, MD 20613
(38.664185, -76.873166)"
00-SA-000460,Superior Installations,9909 Sutherland Road,Silver Spring,MD,20901,04/23/2018,04/23/2019,Expired,"9909 Sutherland Road
Silver Spring, MD 20901
(39.017819, -77.016482)"
00-SA-000188,"Brother Sewing Machine of Washington, Inc.",10153 New Hampshire Avenue,Silver Spring,MD,20903,12/04/2017,12/04/2018,Expired,"10153 New Hampshire Avenue
Silver Spring, MD 20903
(39.021465, -76.976931)"
00-SA-000232,Collier Corporation,"6501 Griffith Rd., P.O. Box 5086",Laytonsville,MD,20882,08/25/1997,08/25/1998,Expired,"6501 Griffith Rd., P.O. Box 5086
Laytonsville, MD 20882
(39.225369, -77.131563)"
02-SA-000276,Jim's Appliance Repair /Sam's Superior/1st Aware S,7731 Ora Court,Greenbelt,MD,20770,10/08/2016,10/08/2017,Expired,"7731 Ora Court
Greenbelt, MD 20770
(38.990989, -76.872442)"
00-SA-000043,Graeves Tire & Appliance Co.,"2401 University Blvd., West",Wheaton,MD,20902,07/29/1996,07/29/1997,Expired,"2401 University Blvd., West
Wheaton, MD 20902
(39.041667, -77.050598)"
14-SA-000161,O and R Home Services,"416 N. Stonestreet Avenue, 1-2",Rockville,MD,20850,03/28/2014,03/28/2015,Expired,"416 N. Stonestreet Avenue, 1-2
Rockville, MD 20850
(39.089757, -77.148798)"
00-SA-000096,Video Labs Corporation,15237 Display Court,Rockville,MD,20850,08/10/1999,08/10/2000,Expired,"15237 Display Court
Rockville, MD 20850
(39.105413, -77.148494)"
17-SA-000182,United Appliance Repair LLC,2903 Pheasant Lane,Woodbridge,VA,22191,01/30/2017,01/30/2018,Expired,"2903 Pheasant Lane
Woodbridge, VA 22191
(38.593421, -77.300376)"
03-SA-000279,"High Technology Electronic Services, Inc.",7700 Old Georgetown Road,Bethesda,MD,20814,01/07/2007,12/31/2007,Expired,"7700 Old Georgetown Road
Bethesda, MD 20814
(38.986805, -77.097633)"
00-SA-000217,"Airways Unlimited, Inc.",9305 Columbia Blvd.,Silver Spring,MD,20910,03/15/2006,03/15/2007,Expired,"9305 Columbia Blvd.
Silver Spring, MD 20910
(39.008137, -77.040896)"
00-SA-000116,"J & D Laundry Repair, Inc.","420 Girard Street, #303",Gaithersburg,MD,20879,05/28/2000,05/28/2001,Expired,"420 Girard Street, #303
Gaithersburg, MD 20879
(39.148391, -77.186256)"
00-SA-000140,"J. T. Tronics, Inc.","7851 Beechcraft Avenue, #D-E",Gaithersburg,MD,20879,08/24/1999,08/24/2000,Expired,"7851 Beechcraft Avenue, #D-E
Gaithersburg, MD 20879
(39.162435, -77.160813)"
16-SA-000176,"Haier US Appliance Solution, Inc. /dba GE Appliance","Appliance Park, AP35-2112",Louisville,KY,40225,11/06/2017,11/06/2018,Expired,"Appliance Park, AP35-2112
Louisville, KY 40225"
00-SA-000114,WES/Duvill Associates,19521B Gunners Branch Road,Germantown,MD,20876,02/03/1997,02/03/1998,Expired,"19521B Gunners Branch Road
Germantown, MD 20876
(39.175972, -77.24174)"
00-SA-000302,"Potomac Telecom, Inc.","One Church Street, Suite #101",Rockville,MD,20850,08/30/2007,08/08/2008,Expired,"One Church Street, Suite #101
Rockville, MD 20850"
00-SA-000196,D&D Television Service Co. Of Delmarva,6304-A Gravel Avenue,Alexandria,VA,22310,07/28/1997,07/28/1998,Expired,"6304-A Gravel Avenue
Alexandria, VA 22310
(38.77066, -77.156712)"
16-SA-000175,International Wireless,8211 Fenton Street,Silver Spring,MD,20910,07/15/2016,07/15/2017,Expired,"8211 Fenton Street
Silver Spring, MD 20910
(38.992091, -77.024045)"
00-SA-000032,"A & K TV Video Service, Inc.","111 University Blvd., West",Silver Spring,MD,20901,08/30/2002,03/05/2003,Expired,"111 University Blvd., West
Silver Spring, MD 20901
(39.021338, -77.014265)"
