Location_No,Report_Date,Indicator_Name,Indicator_Value
45,01/01/2019,SNAP Separate Determination Rate,0.8983
40,01/01/2019,% SI over 45 Days,0.0862
13,01/01/2019,RMS State Audit Hit Rate,0.53
13,01/01/2019,Missing or Outdated Employment Plan,0.98
44,01/01/2019,% Placements w/FIA3As (Employment Form),0.9138
70,01/01/2019,Average Wait Time,39
66,01/01/2019,Training Attendance Rate,0.973
54,01/01/2019,SNAP (EQAS) Agency Payment Error Rate,0.1276
40,01/01/2019,SNAP Separate Determination Rate,1
70,01/01/2019,% SI over 45 Days,0.2667
47,01/01/2019,Missing or Outdated Employment Plan,0.95
18,01/01/2019,% SI over 45 Days,0
44,01/01/2019,Eligible & Referred to Appropriate Activities,0.9552
54,01/01/2019,Cash Assistance Application Timeliness,0.9874
54,01/01/2019,Rate of Child Care in Child Care System,0.931
13,01/01/2019,Benefits Issued on Closed Cases,15
45,01/01/2019,% SI over 45 Days,0.5417
35,01/01/2019,Average Wait Time,40
18,01/01/2019,Non-POS/Non-PAM Transactions,25
99,01/01/2019,Spot Violation,0
45,01/01/2019,Same Day SNAP Issuance (weekly Avg),0.75
35,01/01/2019,Missing or Outdated Employment Plan,0.9706
35,01/01/2019,SNAP (EQAS) Case Error Rate,0.2
18,01/01/2019,Same Day SNAP Issuance (weekly Avg),0.9906
35,01/01/2019,Non-POS/Non-PAM Transactions,5
70,01/01/2019,Overdue Face-To-Face Recertifications,1
99,01/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0.158
38,01/01/2019,Benefits Issued on Closed Cases,95
53,01/01/2019,Overdue Face-To-Face Recertifications,0
67,01/01/2019,Missing or Outdated Employment Plan,0.9667
18,01/01/2019,Missing or Outdated Employment Plan,0.9698
35,01/01/2019,Rate of Child Care in Child Care System,0.9032
99,01/01/2019,Re-Engaged after Good Cause,1
99,01/01/2019,SNAP (EQAS) Case Error Rate,0.2
45,01/01/2019,Cases Budgeted Timely (35 days),0.593
67,01/01/2019,Reported Placements,189
18,01/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0.0307
46,01/01/2019,SNAP (EQAS) Agency Payment Error Rate,0.142
63,01/01/2019,Benefits Issued on Closed Cases,4
45,01/01/2019,Benefits Issued on Closed Cases,130
63,01/01/2019,Rate of Child Care in Child Care System,1
67,01/01/2019,Overdue Face-To-Face Recertifications,6
44,01/01/2019,Employed Cases with Current Documentation,0.9608
18,01/01/2019,Cash Assistance Application Timeliness,0.9693
18,01/01/2019,Employed Cases with Current Documentation,0.8478
70,01/01/2019,Cash Assistance Application Timeliness,0.9615
63,01/01/2019,Employed Cases with Current Documentation,0.9298
13,01/01/2019,SSN Validation,0.9787
45,01/01/2019,SNAP Application Timeliness,0.9301
23,01/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
70,01/01/2019,Non-POS/Non-PAM Transactions,1
67,01/01/2019,% Placements w/FIA3As (Employment Form),0.9375
13,01/01/2019,Average Wait Time,61
66,01/01/2019,Rate of Child Care in Child Care System,0.9136
63,01/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
13,01/01/2019,Re-Engaged after Good Cause,1
79,01/01/2019,Cash Assistance Application Timeliness,0.8641
23,01/01/2019,Non-POS/Non-PAM Transactions,2
44,01/01/2019,RMS State Audit Hit Rate,0.8
67,01/01/2019,Cases Budgeted Timely (35 days),0.7789
66,01/01/2019,SSN Validation,0.9516
64,01/01/2019,SSN Validation,1
66,01/01/2019,Overdue Face-To-Face Recertifications,3
38,01/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0.0795
53,01/01/2019,Eligible & Referred to Appropriate Activities,0.9891
99,01/01/2019,% Placements w/FIA3As (Employment Form),0.9524
70,01/01/2019,Employed Cases with Current Documentation,0.9524
38,01/01/2019,RMS State Audit Hit Rate,0.6
67,01/01/2019,Employed Cases with Current Documentation,0.7975
99,01/01/2019,Non-POS/Non-PAM Transactions,8
40,01/01/2019,SNAP (EQAS) Case Error Rate,0
35,01/01/2019,Employed Cases with Current Documentation,0.75
79,01/01/2019,Overdue Face-To-Face Recertifications,0
44,01/01/2019,Re-Engaged after Good Cause,0.963
47,01/01/2019,Overdue Face-To-Face Recertifications,0
64,01/01/2019,Missing or Outdated Employment Plan,0.9769
23,01/01/2019,% Placements w/FIA3As (Employment Form),0.9718
70,01/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
18,01/01/2019,Reported Placements,113
53,01/01/2019,Average Wait Time,42
47,01/01/2019,Eligible & Referred to Appropriate Activities,0.75
67,01/01/2019,Spot Violation,0
67,01/01/2019,SNAP Separate Determination Rate,1
38,01/01/2019,Non-POS/Non-PAM Transactions,9
44,01/01/2019,Overdue Face-To-Face Recertifications,4
18,01/01/2019,SNAP Application Timeliness,0.9876
53,01/01/2019,Training Attendance Rate,1
63,01/01/2019,SNAP Application Timeliness,0.9973
13,01/01/2019,Spot Violation,1
40,01/01/2019,Spot Violation,0
45,01/01/2019,Re-Engaged after Good Cause,1
23,01/01/2019,Benefits Issued on Closed Cases,52
44,01/01/2019,Benefits Issued on Closed Cases,100
70,01/01/2019,CA PC Bank Applications,0.1912
70,01/01/2019,% Placements w/FIA3As (Employment Form),0.914
70,01/01/2019,Training Attendance Rate,1
64,01/01/2019,Re-Engaged after Good Cause,0.9846
40,01/01/2019,Non-POS/Non-PAM Transactions,8
70,01/01/2019,Re-Engaged after Good Cause,0.9643
13,01/01/2019,Non-POS/Non-PAM Transactions,2
35,01/01/2019,Spot Violation,0
79,01/01/2019,CA PC Bank Applications,0.4296
99,01/01/2019,% SI over 45 Days,0.0145
38,01/01/2019,Spot Violation,0
47,01/01/2019,SNAP Separate Determination Rate,1
64,01/01/2019,Rate of Child Care in Child Care System,0.9756
99,01/01/2019,Benefits Issued on Closed Cases,48
45,01/01/2019,Rate of Child Care in Child Care System,0.9583
35,01/01/2019,Cash Assistance Application Timeliness,0.9824
40,01/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
13,01/01/2019,SNAP (EQAS) Agency Payment Error Rate,0.0387
23,01/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
79,01/01/2019,Missing or Outdated Employment Plan,0.9791
53,01/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0.1275
40,01/01/2019,SNAP Application Timeliness,0.9499
44,01/01/2019,% SI over 45 Days,0.3673
23,01/01/2019,CA PC Bank Applications,0.3926
64,01/01/2019,Eligible & Referred to Appropriate Activities,0.9216
35,01/01/2019,% SI over 45 Days,0
23,01/01/2019,Cash Assistance Application Timeliness,0.9805
18,01/01/2019,SNAP (EQAS) Agency Payment Error Rate,0.0307
47,01/01/2019,% Placements w/FIA3As (Employment Form),0.8571
79,01/01/2019,Employed Cases with Current Documentation,0.9667
40,01/01/2019,% Placements w/FIA3As (Employment Form),0.8723
46,01/01/2019,SNAP Application Timeliness,0.9534
45,01/01/2019,Employed Cases with Current Documentation,0.9464
13,01/01/2019,Cases Budgeted Timely (35 days),1
13,01/01/2019,SNAP Separate Determination Rate,0.9873
66,01/01/2019,Non-POS/Non-PAM Transactions,4
38,01/01/2019,Re-Engaged after Good Cause,0.9934
64,01/01/2019,Reported Placements,152
46,01/01/2019,Same Day SNAP Issuance (weekly Avg),0.9908
70,01/01/2019,Missing or Outdated Employment Plan,0.9981
66,01/01/2019,Re-Engaged after Good Cause,1
23,01/01/2019,Training Attendance Rate,0.9298
66,01/01/2019,RMS State Audit Hit Rate,0.78
63,01/01/2019,% Placements w/FIA3As (Employment Form),0.974
67,01/01/2019,Average Wait Time,62
13,01/01/2019,Reported Placements,128
67,01/01/2019,Eligible & Referred to Appropriate Activities,0.9646
35,01/01/2019,Cases Budgeted Timely (35 days),1
54,01/01/2019,Non-POS/Non-PAM Transactions,12
40,01/01/2019,Rate of Child Care in Child Care System,0.9143
54,01/01/2019,Missing or Outdated Employment Plan,0.9945
35,01/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0.1223
63,01/01/2019,Cases Budgeted Timely (35 days),1
38,01/01/2019,Missing or Outdated Employment Plan,0.9511
38,01/01/2019,% SI over 45 Days,0.6313
54,01/01/2019,Cases Budgeted Timely (35 days),0.9569
23,01/01/2019,RMS State Audit Hit Rate,0.7
66,01/01/2019,SNAP (EQAS) Case Error Rate,0
64,01/01/2019,Benefits Issued on Closed Cases,30
70,01/01/2019,RMS State Audit Hit Rate,0.6
64,01/01/2019,% Placements w/FIA3As (Employment Form),0.9158
44,01/01/2019,Reported Placements,160
67,01/01/2019,RMS State Audit Hit Rate,0.59
45,01/01/2019,Reported Placements,104
38,01/01/2019,SNAP (EQAS) Case Error Rate,0.1667
46,01/01/2019,Eligible & Referred to Appropriate Activities,0.9678
46,01/01/2019,Cases Budgeted Timely (35 days),0.7919
79,01/01/2019,Cases Budgeted Timely (35 days),0.8214
35,01/01/2019,Overdue Face-To-Face Recertifications,3
66,01/01/2019,% SI over 45 Days,0
70,01/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
54,01/01/2019,Eligible & Referred to Appropriate Activities,0.9689
35,01/01/2019,SNAP Separate Determination Rate,0.9318
45,01/01/2019,Average Wait Time,110
46,01/01/2019,Employed Cases with Current Documentation,0.8684
54,01/01/2019,SNAP Separate Determination Rate,1
35,01/01/2019,CA PC Bank Applications,0.5582
46,01/01/2019,Spot Violation,0
64,01/01/2019,Same Day SNAP Issuance (weekly Avg),0.971
53,01/01/2019,Benefits Issued on Closed Cases,77
54,01/01/2019,RMS State Audit Hit Rate,0.62
40,01/01/2019,Overdue Face-To-Face Recertifications,0
67,01/01/2019,Cash Assistance Application Timeliness,0.9398
70,01/01/2019,Benefits Issued on Closed Cases,10
66,01/01/2019,% Placements w/FIA3As (Employment Form),0.9811
53,01/01/2019,Same Day SNAP Issuance (weekly Avg),1
38,01/01/2019,Rate of Child Care in Child Care System,0.9245
38,01/01/2019,SNAP Application Timeliness,0.9048
46,01/01/2019,RMS State Audit Hit Rate,0.68
35,01/01/2019,Reported Placements,80
79,01/01/2019,Training Attendance Rate,1
47,01/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
79,01/01/2019,SNAP Separate Determination Rate,0.9474
53,01/01/2019,Re-Engaged after Good Cause,1
54,01/01/2019,SNAP (EQAS) Case Error Rate,0.1818
99,01/01/2019,Training Attendance Rate,0.9423
67,01/01/2019,Non-POS/Non-PAM Transactions,11
70,01/01/2019,Rate of Child Care in Child Care System,1
99,01/01/2019,Cases Budgeted Timely (35 days),0.8333
99,01/01/2019,Rate of Child Care in Child Care System,0.8966
40,01/01/2019,Average Wait Time,70
53,01/01/2019,SNAP Separate Determination Rate,0.9683
44,01/01/2019,SNAP Separate Determination Rate,0.9904
99,01/01/2019,Overdue Face-To-Face Recertifications,1
66,01/01/2019,Reported Placements,217
79,01/01/2019,Non-POS/Non-PAM Transactions,27
40,01/01/2019,Cases Budgeted Timely (35 days),0.975
53,01/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
67,01/01/2019,% SI over 45 Days,0.1374
66,01/01/2019,Same Day SNAP Issuance (weekly Avg),0.9861
38,01/01/2019,Same Day SNAP Issuance (weekly Avg),0.9969
40,01/01/2019,Employed Cases with Current Documentation,0.975
79,01/01/2019,Reported Placements,75
46,01/01/2019,% Placements w/FIA3As (Employment Form),0.9257
46,01/01/2019,Benefits Issued on Closed Cases,83
70,01/01/2019,Same Day SNAP Issuance (weekly Avg),1
47,01/01/2019,Spot Violation,0
23,01/01/2019,SSN Validation,0.9722
66,01/01/2019,Eligible & Referred to Appropriate Activities,0.938
44,01/01/2019,Spot Violation,0
79,01/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
66,01/01/2019,SNAP Separate Determination Rate,0.9449
35,01/01/2019,RMS State Audit Hit Rate,0.54
23,01/01/2019,Employed Cases with Current Documentation,0.8478
64,01/01/2019,SNAP Application Timeliness,0.7788
66,01/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
70,01/01/2019,Eligible & Referred to Appropriate Activities,0.9796
45,01/01/2019,RMS State Audit Hit Rate,0.4
53,01/01/2019,CA PC Bank Applications,0.4167
40,01/01/2019,Same Day SNAP Issuance (weekly Avg),0.977
13,01/01/2019,Cash Assistance Application Timeliness,0.9923
47,01/01/2019,Training Attendance Rate,1
64,01/01/2019,Overdue Face-To-Face Recertifications,8
79,01/01/2019,RMS State Audit Hit Rate,0.69
99,01/01/2019,Eligible & Referred to Appropriate Activities,0.9703
18,01/01/2019,Cases Budgeted Timely (35 days),0.7333
35,01/01/2019,Eligible & Referred to Appropriate Activities,0.9718
38,01/01/2019,Average Wait Time,57
13,01/01/2019,Rate of Child Care in Child Care System,1
54,01/01/2019,Reported Placements,246
38,01/01/2019,Cases Budgeted Timely (35 days),0.9134
44,01/01/2019,Cases Budgeted Timely (35 days),0.8904
53,01/01/2019,Employed Cases with Current Documentation,0.9706
54,01/01/2019,SSN Validation,0.981
45,01/01/2019,Eligible & Referred to Appropriate Activities,0.9206
63,01/01/2019,RMS State Audit Hit Rate,0.76
63,01/01/2019,Non-POS/Non-PAM Transactions,0
99,01/01/2019,Employed Cases with Current Documentation,0.8438
46,01/01/2019,SNAP (EQAS) Case Error Rate,0.1667
99,01/01/2019,Average Wait Time,66
64,01/01/2019,SNAP Separate Determination Rate,0.9515
23,01/01/2019,SNAP (EQAS) Case Error Rate,0
38,01/01/2019,% Placements w/FIA3As (Employment Form),0.8794
67,01/01/2019,SNAP Application Timeliness,0.9794
54,01/01/2019,% Placements w/FIA3As (Employment Form),0.9777
53,01/01/2019,SNAP Application Timeliness,0.994
45,01/01/2019,Non-POS/Non-PAM Transactions,7
66,01/01/2019,Missing or Outdated Employment Plan,0.9724
54,01/01/2019,SNAP Application Timeliness,0.9919
67,01/01/2019,Same Day SNAP Issuance (weekly Avg),0.9238
66,01/01/2019,Cash Assistance Application Timeliness,0.9443
67,01/01/2019,Training Attendance Rate,0.9908
99,01/01/2019,CA PC Bank Applications,0.4636
66,01/01/2019,Cases Budgeted Timely (35 days),0.9365
63,01/01/2019,SSN Validation,1
47,01/01/2019,Benefits Issued on Closed Cases,6
35,01/01/2019,Same Day SNAP Issuance (weekly Avg),1
35,01/01/2019,% Placements w/FIA3As (Employment Form),0.94
63,01/01/2019,Missing or Outdated Employment Plan,0.9943
47,01/01/2019,Reported Placements,7
67,02/01/2019,Cases Budgeted Timely (35 days),0.8246
99,02/01/2019,SNAP (EQAS) Case Error Rate,0
70,02/01/2019,SNAP Application Timeliness,1
38,02/01/2019,Average Wait Time,48
40,02/01/2019,Training Attendance Rate,0.9851
64,02/01/2019,% Placements w/FIA3As (Employment Form),0.963
23,02/01/2019,Same Day SNAP Issuance (weekly Avg),0.988
70,02/01/2019,Spot Violation,0
44,02/01/2019,% SI over 45 Days,0.0159
18,02/01/2019,RMS State Audit Hit Rate,0.82
79,02/01/2019,Rate of Child Care in Child Care System,1
35,02/01/2019,Cash Assistance Application Timeliness,0.9933
18,02/01/2019,Training Attendance Rate,1
13,02/01/2019,Same Day SNAP Issuance (weekly Avg),0.9935
67,02/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
47,02/01/2019,Spot Violation,0
44,02/01/2019,SSN Validation,1
23,02/01/2019,SSN Validation,0.9744
46,02/01/2019,SNAP Application Timeliness,0.9926
46,02/01/2019,RMS State Audit Hit Rate,0.65
46,02/01/2019,Non-POS/Non-PAM Transactions,12
47,02/01/2019,Training Attendance Rate,1
70,02/01/2019,Employed Cases with Current Documentation,0.9216
54,02/01/2019,Training Attendance Rate,0.9512
13,02/01/2019,SNAP (EQAS) Case Error Rate,0
66,02/01/2019,Overdue Face-To-Face Recertifications,0
40,02/01/2019,Reported Placements,130
64,02/01/2019,SNAP (EQAS) Case Error Rate,0.1667
64,02/01/2019,Eligible & Referred to Appropriate Activities,0.945
45,02/01/2019,% Placements w/FIA3As (Employment Form),0.913
67,02/01/2019,SSN Validation,0.9846
46,02/01/2019,Missing or Outdated Employment Plan,0.9714
38,02/01/2019,Employed Cases with Current Documentation,0.8936
23,02/01/2019,Rate of Child Care in Child Care System,1
18,02/01/2019,SNAP (EQAS) Case Error Rate,0
47,02/01/2019,SNAP Application Timeliness,1
35,02/01/2019,% Placements w/FIA3As (Employment Form),0.9167
38,02/01/2019,SNAP Application Timeliness,0.9828
46,02/01/2019,Same Day SNAP Issuance (weekly Avg),1
53,02/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
99,02/01/2019,Spot Violation,0
13,02/01/2019,Employed Cases with Current Documentation,0.8667
79,02/01/2019,SNAP (EQAS) Case Error Rate,0.3333
45,02/01/2019,Rate of Child Care in Child Care System,0.9189
44,02/01/2019,Employed Cases with Current Documentation,0.812
79,02/01/2019,Missing or Outdated Employment Plan,0.9801
54,02/01/2019,SNAP Application Timeliness,0.999
13,02/01/2019,Missing or Outdated Employment Plan,0.9803
70,02/01/2019,CA PC Bank Applications,0.1847
70,02/01/2019,Same Day SNAP Issuance (weekly Avg),1
67,02/01/2019,Training Attendance Rate,0.9815
79,02/01/2019,% Placements w/FIA3As (Employment Form),0.9459
99,02/01/2019,Overdue Face-To-Face Recertifications,0
44,02/01/2019,Cases Budgeted Timely (35 days),0.973
99,02/01/2019,% SI over 45 Days,0
44,02/01/2019,Missing or Outdated Employment Plan,0.9443
54,02/01/2019,Rate of Child Care in Child Care System,0.9024
99,02/01/2019,SNAP Separate Determination Rate,0.9429
45,02/01/2019,Employed Cases with Current Documentation,0.8235
54,02/01/2019,Same Day SNAP Issuance (weekly Avg),0.9872
44,02/01/2019,Reported Placements,156
44,02/01/2019,RMS State Audit Hit Rate,0.67
35,02/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
47,02/01/2019,Cases Budgeted Timely (35 days),1
54,02/01/2019,Missing or Outdated Employment Plan,0.9957
53,02/01/2019,Spot Violation,0
18,02/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
47,02/01/2019,SNAP (EQAS) Case Error Rate,0
53,02/01/2019,Re-Engaged after Good Cause,1
46,02/01/2019,SNAP (EQAS) Case Error Rate,0
40,02/01/2019,Average Wait Time,45
53,02/01/2019,Average Wait Time,48
99,02/01/2019,Missing or Outdated Employment Plan,0.9781
64,02/01/2019,Overdue Face-To-Face Recertifications,6
54,02/01/2019,SSN Validation,0.9802
79,02/01/2019,Eligible & Referred to Appropriate Activities,0.963
44,02/01/2019,SNAP Application Timeliness,0.9597
23,02/01/2019,Benefits Issued on Closed Cases,94
99,02/01/2019,RMS State Audit Hit Rate,0.79
54,02/01/2019,Cases Budgeted Timely (35 days),0.9926
79,02/01/2019,Re-Engaged after Good Cause,1
66,02/01/2019,CA PC Bank Applications,0.6327
53,02/01/2019,Non-POS/Non-PAM Transactions,18
40,02/01/2019,Employed Cases with Current Documentation,0.8
64,02/01/2019,Spot Violation,0
99,02/01/2019,CA PC Bank Applications,0.4473
63,02/01/2019,Employed Cases with Current Documentation,1
67,02/01/2019,Re-Engaged after Good Cause,1
54,02/01/2019,Eligible & Referred to Appropriate Activities,0.9279
70,02/01/2019,% SI over 45 Days,0.0588
47,02/01/2019,Eligible & Referred to Appropriate Activities,1
67,02/01/2019,Eligible & Referred to Appropriate Activities,0.9304
35,02/01/2019,Cases Budgeted Timely (35 days),1
54,02/01/2019,Benefits Issued on Closed Cases,74
99,02/01/2019,Training Attendance Rate,0.9811
18,02/01/2019,Average Wait Time,37
45,02/01/2019,CA PC Bank Applications,0.5886
40,02/01/2019,RMS State Audit Hit Rate,0.63
35,02/01/2019,Eligible & Referred to Appropriate Activities,0.9592
13,02/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
35,02/01/2019,% SI over 45 Days,0
40,02/01/2019,SNAP (EQAS) Case Error Rate,0.2727
99,02/01/2019,Re-Engaged after Good Cause,1
70,02/01/2019,Benefits Issued on Closed Cases,12
45,02/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
38,02/01/2019,% Placements w/FIA3As (Employment Form),0.9236
23,02/01/2019,Average Wait Time,45
53,02/01/2019,CA PC Bank Applications,0.4203
38,02/01/2019,Rate of Child Care in Child Care System,0.875
44,02/01/2019,Non-POS/Non-PAM Transactions,6
45,02/01/2019,Overdue Face-To-Face Recertifications,12
13,02/01/2019,SNAP Application Timeliness,0.99
79,02/01/2019,SSN Validation,1
67,02/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
23,02/01/2019,Cases Budgeted Timely (35 days),0.973
46,02/01/2019,Spot Violation,0
79,02/01/2019,CA PC Bank Applications,0.408
40,02/01/2019,Spot Violation,0
67,02/01/2019,Spot Violation,0
99,02/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
53,02/01/2019,Employed Cases with Current Documentation,1
45,02/01/2019,SNAP Application Timeliness,0.948
47,02/01/2019,Missing or Outdated Employment Plan,1
23,02/01/2019,SNAP Application Timeliness,0.984
