State,Year,Sex,Age Group,Race and Hispanic Origin,Deaths,Population,Crude Death Rate,Standard Error for Crude Rate,Low Confidence Limit for Crude Rate,Upper Confidence Limit for Crude Rate,Age-adjusted Rate,Standard Error Age-adjusted Rate,Lower Confidence Limit for Age-adjusted Rate,Upper Confidence for Age-adjusted Rate,State Crude Rate in Range,US Crude Rate,US Age-adjusted Rate,Unit
United States,2003,Both Sexes,All Ages,Non-Hispanic Black,2822,36422205,7.748,0.14585,7.4622,8.0339,8.2206,0.15569,7.9154,8.5257,8–8.3,8.8881,8.8765,"per 100,000 population"
United States,2004,Both Sexes,All Ages,Non-Hispanic Black,2895,36848991,7.8564,0.14602,7.5702,8.1426,8.3004,0.15517,7.9963,8.6046,8.3–8.7,9.366,9.3831,"per 100,000 population"
United States,2005,Both Sexes,All Ages,Non-Hispanic Black,3322,37270736,8.9132,0.15464,8.6101,9.2163,9.3218,0.16249,9.0034,9.6403,9.3–10.5,10.0884,10.0699,"per 100,000 population"
United States,2006,Both Sexes,All Ages,Non-Hispanic Black,3912,37719495,10.3713,0.16582,10.0463,10.6963,10.8043,0.17371,10.4639,11.1448,10.8–20.6,11.5373,11.4883,"per 100,000 population"
United States,2007,Both Sexes,All Ages,Non-Hispanic Black,3574,38184699,9.3598,0.15656,9.0529,9.6666,9.6806,0.16303,9.361,10.0001,9.3–10.5,11.9543,11.8775,"per 100,000 population"
United States,2008,Both Sexes,All Ages,Non-Hispanic Black,3147,38651733,8.1419,0.14514,7.8575,8.4264,8.3716,0.15044,8.0767,8.6665,8.3–8.7,11.9864,11.8947,"per 100,000 population"
United States,2009,Both Sexes,All Ages,Non-Hispanic Black,3160,39104815,8.0808,0.14375,7.7991,8.3626,8.2638,0.14836,7.9731,8.5546,8–8.3,12.0624,11.9388,"per 100,000 population"
United States,2010,Both Sexes,All Ages,Non-Hispanic Black,3122,39437133,7.9164,0.14168,7.6387,8.1941,8.0032,0.14481,7.7193,8.287,8–8.3,12.4144,12.2966,"per 100,000 population"
United States,2011,Both Sexes,All Ages,Non-Hispanic Black,3385,39944896,8.4742,0.14565,8.1887,8.7597,8.538,0.14874,8.2465,8.8295,8.3–8.7,13.2674,13.1852,"per 100,000 population"
United States,2012,Both Sexes,All Ages,Non-Hispanic Black,3488,40391388,8.6355,0.14622,8.3489,8.9221,8.7078,0.1495,8.4148,9.0008,8.3–8.7,13.2208,13.1422,"per 100,000 population"
United States,2013,Both Sexes,All Ages,Non-Hispanic Black,3928,40802086,9.627,0.1536,9.3259,9.928,9.6616,0.15645,9.355,9.9682,9.3–10.5,13.9127,13.8005,"per 100,000 population"
United States,2014,Both Sexes,All Ages,Non-Hispanic Black,4323,41316519,10.4631,0.15914,10.1512,10.775,10.4912,0.162,10.1737,10.8088,9.3–10.5,14.7574,14.6831,"per 100,000 population"
United States,2015,Both Sexes,All Ages,Non-Hispanic Black,5070,41777483,12.1357,0.17044,11.8017,12.4698,12.1837,0.1739,11.8428,12.5245,10.8–20.6,16.304,16.2923,"per 100,000 population"
United States,2016,Both Sexes,All Ages,Non-Hispanic Black,7220,42141669,17.1327,0.20163,16.7375,17.5279,17.079,0.20444,16.6783,17.4797,10.8–20.6,19.6925,19.7851,"per 100,000 population"
United States,2017,Both Sexes,All Ages,Non-Hispanic Black,8832,42624362,20.7205,0.22048,20.2884,21.1527,20.6069,0.22334,20.1692,21.0447,10.8–20.6,21.5637,21.7048,"per 100,000 population"
United States,1999,Both Sexes,0–14,Non-Hispanic White,37,37523118,0.0986,0.01621,0.0694,0.1359,,,,,,6.0382,6.057,"per 100,000 population"
United States,2000,Both Sexes,0–14,Non-Hispanic White,46,37310258,0.1233,0.01818,0.0903,0.1645,,,,,,6.1882,6.1749,"per 100,000 population"
United States,2001,Both Sexes,0–14,Non-Hispanic White,55,36893869,0.1491,0.0201,0.1123,0.194,,,,,,6.8057,6.7922,"per 100,000 population"
United States,2002,Both Sexes,0–14,Non-Hispanic White,53,36532493,0.1451,0.01993,0.1087,0.1898,,,,,,8.1766,8.1957,"per 100,000 population"
United States,2003,Both Sexes,0–14,Non-Hispanic White,54,36165727,0.1493,0.02032,0.1122,0.1948,,,,,,8.8881,8.8765,"per 100,000 population"
United States,2004,Both Sexes,0–14,Non-Hispanic White,72,35780929,0.2012,0.02371,0.1574,0.2534,,,,,,9.366,9.3831,"per 100,000 population"
United States,2005,Both Sexes,0–14,Non-Hispanic White,63,35286998,0.1785,0.02249,0.1372,0.2284,,,,,,10.0884,10.0699,"per 100,000 population"
United States,2006,Both Sexes,0–14,Non-Hispanic White,75,34864551,0.2151,0.02484,0.1692,0.2697,,,,,,11.5373,11.4883,"per 100,000 population"
United States,2007,Both Sexes,0–14,Non-Hispanic White,80,34537533,0.2316,0.0259,0.1837,0.2883,,,,,,11.9543,11.8775,"per 100,000 population"
United States,2008,Both Sexes,0–14,Non-Hispanic White,79,34260348,0.2306,0.02594,0.1826,0.2874,,,,,,11.9864,11.8947,"per 100,000 population"
United States,2009,Both Sexes,0–14,Non-Hispanic White,71,33978061,0.209,0.0248,0.1632,0.2636,,,,,,12.0624,11.9388,"per 100,000 population"
United States,2010,Both Sexes,0–14,Non-Hispanic White,80,33783293,0.2368,0.02648,0.1878,0.2947,,,,,,12.4144,12.2966,"per 100,000 population"
United States,2011,Both Sexes,0–14,Non-Hispanic White,54,33398975,0.1617,0.022,0.1215,0.211,,,,,,13.2674,13.1852,"per 100,000 population"
United States,2012,Both Sexes,0–14,Non-Hispanic White,64,33130459,0.1932,0.02415,0.1488,0.2467,,,,,,13.2208,13.1422,"per 100,000 population"
United States,2013,Both Sexes,0–14,Non-Hispanic White,64,32885035,0.1946,0.02433,0.1499,0.2485,,,,,,13.9127,13.8005,"per 100,000 population"
United States,2014,Both Sexes,0–14,Non-Hispanic White,57,32623853,0.1747,0.02314,0.1323,0.2264,,,,,,14.7574,14.6831,"per 100,000 population"
United States,2015,Both Sexes,0–14,Non-Hispanic White,88,32380501,0.2718,0.02897,0.218,0.3348,,,,,,16.304,16.2923,"per 100,000 population"
United States,2016,Both Sexes,0–14,Non-Hispanic White,62,32165879,0.1928,0.02448,0.1478,0.2471,,,,,,19.6925,19.7851,"per 100,000 population"
United States,2017,Both Sexes,0–14,Non-Hispanic White,80,31968829,0.2502,0.02798,0.1984,0.3115,,,,,,21.5637,21.7048,"per 100,000 population"
United States,1999,Both Sexes,15–24,Non-Hispanic White,953,24695110,3.8591,0.12501,3.614,4.1041,,,,,,6.0382,6.057,"per 100,000 population"
United States,2000,Both Sexes,15–24,Non-Hispanic White,1176,24811455,4.7397,0.13821,4.4688,5.0106,,,,,,6.1882,6.1749,"per 100,000 population"
United States,2001,Both Sexes,15–24,Non-Hispanic White,1399,25297123,5.5303,0.14786,5.2405,5.8201,,,,,,6.8057,6.7922,"per 100,000 population"
United States,2002,Both Sexes,15–24,Non-Hispanic White,1734,25542646,6.7886,0.16303,6.4691,7.1082,,,,,,8.1766,8.1957,"per 100,000 population"
United States,2003,Both Sexes,15–24,Non-Hispanic White,2109,25707891,8.2037,0.17864,7.8536,8.5538,,,,,,8.8881,8.8765,"per 100,000 population"
United States,2004,Both Sexes,15–24,Non-Hispanic White,2350,25882373,9.0795,0.1873,8.7124,9.4466,,,,,,9.366,9.3831,"per 100,000 population"
United States,2005,Both Sexes,15–24,Non-Hispanic White,2454,25979534,9.4459,0.19068,9.0722,9.8196,,,,,,10.0884,10.0699,"per 100,000 population"
United States,2006,Both Sexes,15–24,Non-Hispanic White,2992,25972823,11.5197,0.2106,11.107,11.9325,,,,,,11.5373,11.4883,"per 100,000 population"
United States,2007,Both Sexes,15–24,Non-Hispanic White,3000,25894623,11.5854,0.21152,11.1708,12,,,,,,11.9543,11.8775,"per 100,000 population"
United States,2008,Both Sexes,15–24,Non-Hispanic White,2973,25750996,11.5452,0.21174,11.1302,11.9602,,,,,,11.9864,11.8947,"per 100,000 population"
United States,2009,Both Sexes,15–24,Non-Hispanic White,2853,25563155,11.1606,0.20895,10.7511,11.5701,,,,,,12.0624,11.9388,"per 100,000 population"
United States,2010,Both Sexes,15–24,Non-Hispanic White,3020,25356574,11.9101,0.21673,11.4853,12.3349,,,,,,12.4144,12.2966,"per 100,000 population"
United States,2011,Both Sexes,15–24,Non-Hispanic White,3123,25234543,12.3759,0.22146,11.9418,12.8099,,,,,,13.2674,13.1852,"per 100,000 population"
United States,2012,Both Sexes,15–24,Non-Hispanic White,2913,25143720,11.5854,0.21465,11.1647,12.0061,,,,,,13.2208,13.1422,"per 100,000 population"
United States,2013,Both Sexes,15–24,Non-Hispanic White,2982,24988244,11.9336,0.21853,11.5053,12.3619,,,,,,13.9127,13.8005,"per 100,000 population"
United States,2014,Both Sexes,15–24,Non-Hispanic White,3060,24782675,12.3473,0.22321,11.9098,12.7848,,,,,,14.7574,14.6831,"per 100,000 population"
United States,2015,Both Sexes,15–24,Non-Hispanic White,3301,24513906,13.4658,0.23437,13.0065,13.9252,,,,,,16.304,16.2923,"per 100,000 population"
United States,2016,Both Sexes,15–24,Non-Hispanic White,4155,24179701,17.1838,0.26658,16.6613,17.7063,,,,,,19.6925,19.7851,"per 100,000 population"
United States,2017,Both Sexes,15–24,Non-Hispanic White,4179,23815742,17.5472,0.27144,17.0152,18.0792,,,,,,21.5637,21.7048,"per 100,000 population"
United States,1999,Both Sexes,25–34,Non-Hispanic White,2285,26264713,8.6999,0.182,8.3432,9.0566,,,,,,6.0382,6.057,"per 100,000 population"
United States,2000,Both Sexes,25–34,Non-Hispanic White,2339,25735244,9.0887,0.18793,8.7204,9.457,,,,,,6.1882,6.1749,"per 100,000 population"
United States,2001,Both Sexes,25–34,Non-Hispanic White,2603,25009128,10.4082,0.204,10.0084,10.808,,,,,,6.8057,6.7922,"per 100,000 population"
United States,2002,Both Sexes,25–34,Non-Hispanic White,3213,24581498,13.0708,0.23059,12.6188,13.5228,,,,,,8.1766,8.1957,"per 100,000 population"
United States,2003,Both Sexes,25–34,Non-Hispanic White,3519,24227137,14.525,0.24485,14.0451,15.0049,,,,,,8.8881,8.8765,"per 100,000 population"
United States,2004,Both Sexes,25–34,Non-Hispanic White,3764,23954185,15.7133,0.25612,15.2113,16.2153,,,,,,9.366,9.3831,"per 100,000 population"
United States,2005,Both Sexes,25–34,Non-Hispanic White,4216,23668541,17.8127,0.27433,17.275,18.3504,,,,,,10.0884,10.0699,"per 100,000 population"
United States,2006,Both Sexes,25–34,Non-Hispanic White,5105,23508119,21.7159,0.30393,21.1202,22.3116,,,,,,11.5373,11.4883,"per 100,000 population"
United States,2007,Both Sexes,25–34,Non-Hispanic White,5535,23533841,23.5193,0.31613,22.8997,24.1389,,,,,,11.9543,11.8775,"per 100,000 population"
United States,2008,Both Sexes,25–34,Non-Hispanic White,5587,23740364,23.5338,0.31485,22.9167,24.1509,,,,,,11.9864,11.8947,"per 100,000 population"
United States,2009,Both Sexes,25–34,Non-Hispanic White,5852,23983625,24.4,0.31896,23.7748,25.0251,,,,,,12.0624,11.9388,"per 100,000 population"
United States,2010,Both Sexes,25–34,Non-Hispanic White,6322,24143320,26.1853,0.32933,25.5398,26.8308,,,,,,12.4144,12.2966,"per 100,000 population"
United States,2011,Both Sexes,25–34,Non-Hispanic White,7045,24519007,28.7328,0.34232,28.0619,29.4038,,,,,,13.2674,13.1852,"per 100,000 population"
United States,2012,Both Sexes,25–34,Non-Hispanic White,7070,24744491,28.572,0.33981,27.906,29.238,,,,,,13.2208,13.1422,"per 100,000 population"
United States,2013,Both Sexes,25–34,Non-Hispanic White,7347,24969763,29.4236,0.34327,28.7508,30.0964,,,,,,13.9127,13.8005,"per 100,000 population"
United States,2014,Both Sexes,25–34,Non-Hispanic White,8254,25198653,32.7557,0.36054,32.0491,33.4624,,,,,,14.7574,14.6831,"per 100,000 population"
United States,2015,Both Sexes,25–34,Non-Hispanic White,9736,25399837,38.331,0.38847,37.5696,39.0924,,,,,,16.304,16.2923,"per 100,000 population"
United States,2016,Both Sexes,25–34,Non-Hispanic White,12452,25590835,48.658,0.43605,47.8034,49.5127,,,,,,19.6925,19.7851,"per 100,000 population"
United States,2017,Both Sexes,25–34,Non-Hispanic White,13810,25655211,53.8292,0.45806,52.9314,54.727,,,,,,21.5637,21.7048,"per 100,000 population"
United States,1999,Both Sexes,35–44,Non-Hispanic White,4562,32411498,14.0753,0.20839,13.6668,14.4837,,,,,,6.0382,6.057,"per 100,000 population"
United States,2000,Both Sexes,35–44,Non-Hispanic White,4845,32176646,15.0575,0.21632,14.6335,15.4815,,,,,,6.1882,6.1749,"per 100,000 population"
United States,2001,Both Sexes,35–44,Non-Hispanic White,5342,31661084,16.8724,0.23085,16.42,17.3249,,,,,,6.8057,6.7922,"per 100,000 population"
United States,2002,Both Sexes,35–44,Non-Hispanic White,6259,31003630,20.188,0.25518,19.6878,20.6881,,,,,,8.1766,8.1957,"per 100,000 population"
United States,2003,Both Sexes,35–44,Non-Hispanic White,6533,30270056,21.5824,0.26702,21.059,22.1057,,,,,,8.8881,8.8765,"per 100,000 population"
United States,2004,Both Sexes,35–44,Non-Hispanic White,6732,29661763,22.6959,0.27661,22.1537,23.2381,,,,,,9.366,9.3831,"per 100,000 population"
United States,2005,Both Sexes,35–44,Non-Hispanic White,6687,29094648,22.9836,0.28106,22.4327,23.5345,,,,,,10.0884,10.0699,"per 100,000 population"
United States,2006,Both Sexes,35–44,Non-Hispanic White,7273,28513036,25.5076,0.2991,24.9214,26.0939,,,,,,11.5373,11.4883,"per 100,000 population"
United States,2007,Both Sexes,35–44,Non-Hispanic White,7355,27790388,26.466,0.3086,25.8611,27.0708,,,,,,11.9543,11.8775,"per 100,000 population"
United States,2008,Both Sexes,35–44,Non-Hispanic White,7236,26954561,26.8452,0.31559,26.2266,27.4637,,,,,,11.9864,11.8947,"per 100,000 population"
United States,2009,Both Sexes,35–44,Non-Hispanic White,6898,26085420,26.4439,0.31839,25.8198,27.0679,,,,,,12.0624,11.9388,"per 100,000 population"
United States,2010,Both Sexes,35–44,Non-Hispanic White,7046,25531379,27.5974,0.32877,26.953,28.2418,,,,,,12.4144,12.2966,"per 100,000 population"
United States,2011,Both Sexes,35–44,Non-Hispanic White,7429,24880878,29.8583,0.34642,29.1793,30.5372,,,,,,13.2674,13.1852,"per 100,000 population"
United States,2012,Both Sexes,35–44,Non-Hispanic White,7230,24537314,29.4653,0.34653,28.7861,30.1445,,,,,,13.2208,13.1422,"per 100,000 population"
United States,2013,Both Sexes,35–44,Non-Hispanic White,7532,24265361,31.0401,0.35766,30.3391,31.7411,,,,,,13.9127,13.8005,"per 100,000 population"
United States,2014,Both Sexes,35–44,Non-Hispanic White,8140,23982214,33.9418,0.3762,33.2045,34.6792,,,,,,14.7574,14.6831,"per 100,000 population"
United States,2015,Both Sexes,35–44,Non-Hispanic White,9163,23749167,38.5824,0.40306,37.7924,39.3724,,,,,,16.304,16.2923,"per 100,000 population"
United States,2016,Both Sexes,35–44,Non-Hispanic White,11113,23529269,47.2305,0.44803,46.3524,48.1087,,,,,,19.6925,19.7851,"per 100,000 population"
United States,2017,Both Sexes,35–44,Non-Hispanic White,12275,23538969,52.1476,0.47068,51.225,53.0701,,,,,,21.5637,21.7048,"per 100,000 population"
United States,1999,Both Sexes,45–54,Non-Hispanic White,2928,27995805,10.4587,0.19328,10.0799,10.8375,,,,,,6.0382,6.057,"per 100,000 population"
United States,2000,Both Sexes,45–54,Non-Hispanic White,3220,28669184,11.2316,0.19793,10.8436,11.6195,,,,,,6.1882,6.1749,"per 100,000 population"
United States,2001,Both Sexes,45–54,Non-Hispanic White,3850,29733531,12.9483,0.20868,12.5393,13.3574,,,,,,6.8057,6.7922,"per 100,000 population"
United States,2002,Both Sexes,45–54,Non-Hispanic White,4974,29880552,16.6463,0.23603,16.1837,17.1089,,,,,,8.1766,8.1957,"per 100,000 population"
United States,2003,Both Sexes,45–54,Non-Hispanic White,5690,30260532,18.8034,0.24928,18.3148,19.292,,,,,,8.8881,8.8765,"per 100,000 population"
United States,2004,Both Sexes,45–54,Non-Hispanic White,6397,30629390,20.8852,0.26113,20.3734,21.397,,,,,,9.366,9.3831,"per 100,000 population"
United States,2005,Both Sexes,45–54,Non-Hispanic White,7012,31024600,22.6014,0.26991,22.0724,23.1304,,,,,,10.0884,10.0699,"per 100,000 population"
United States,2006,Both Sexes,45–54,Non-Hispanic White,8134,31365190,25.9332,0.28754,25.3696,26.4968,,,,,,11.5373,11.4883,"per 100,000 population"
United States,2007,Both Sexes,45–54,Non-Hispanic White,8833,31561137,27.987,0.29778,27.4033,28.5706,,,,,,11.9543,11.8775,"per 100,000 population"
United States,2008,Both Sexes,45–54,Non-Hispanic White,9193,31631081,29.0632,0.30312,28.4691,29.6573,,,,,,11.9864,11.8947,"per 100,000 population"
United States,2009,Both Sexes,45–54,Non-Hispanic White,9247,31600635,29.2621,0.3043,28.6656,29.8585,,,,,,12.0624,11.9388,"per 100,000 population"
United States,2010,Both Sexes,45–54,Non-Hispanic White,9336,31444802,29.6901,0.30728,29.0879,30.2924,,,,,,12.4144,12.2966,"per 100,000 population"
United States,2011,Both Sexes,45–54,Non-Hispanic White,9853,30850953,31.9374,0.32175,31.3068,32.5681,,,,,,13.2674,13.1852,"per 100,000 population"
United States,2012,Both Sexes,45–54,Non-Hispanic White,9647,30209438,31.9337,0.32513,31.2965,32.571,,,,,,13.2208,13.1422,"per 100,000 population"
United States,2013,Both Sexes,45–54,Non-Hispanic White,9719,29497978,32.948,0.33421,32.293,33.6031,,,,,,13.9127,13.8005,"per 100,000 population"
United States,2014,Both Sexes,45–54,Non-Hispanic White,9869,28881585,34.1706,0.34397,33.4964,34.8447,,,,,,14.7574,14.6831,"per 100,000 population"
United States,2015,Both Sexes,45–54,Non-Hispanic White,10301,28341672,36.3458,0.35811,35.6439,37.0477,,,,,,16.304,16.2923,"per 100,000 population"
United States,2016,Both Sexes,45–54,Non-Hispanic White,11304,27768917,40.7074,0.38288,39.9569,41.4578,,,,,,19.6925,19.7851,"per 100,000 population"
United States,2017,Both Sexes,45–54,Non-Hispanic White,11909,27063704,44.0036,0.40323,43.2133,44.7939,,,,,,21.5637,21.7048,"per 100,000 population"
United States,1999,Both Sexes,55–64,Non-Hispanic White,750,18875559,3.9734,0.14509,3.689,4.2578,,,,,,6.0382,6.057,"per 100,000 population"
United States,2000,Both Sexes,55–64,Non-Hispanic White,792,19190934,4.1269,0.14664,3.8395,4.4144,,,,,,6.1882,6.1749,"per 100,000 population"
United States,2001,Both Sexes,55–64,Non-Hispanic White,917,19743450,4.6446,0.15338,4.344,4.9452,,,,,,6.8057,6.7922,"per 100,000 population"
United States,2002,Both Sexes,55–64,Non-Hispanic White,1255,21002978,5.9753,0.16867,5.6447,6.3059,,,,,,8.1766,8.1957,"per 100,000 population"
United States,2003,Both Sexes,55–64,Non-Hispanic White,1563,21955348,7.119,0.18007,6.7661,7.4719,,,,,,8.8881,8.8765,"per 100,000 population"
United States,2004,Both Sexes,55–64,Non-Hispanic White,1775,22864678,7.7631,0.18426,7.4019,8.1242,,,,,,9.366,9.3831,"per 100,000 population"
United States,2005,Both Sexes,55–64,Non-Hispanic White,2156,23768417,9.0709,0.19535,8.688,9.4538,,,,,,10.0884,10.0699,"per 100,000 population"
United States,2006,Both Sexes,55–64,Non-Hispanic White,2579,24631890,10.4702,0.20617,10.0661,10.8743,,,,,,11.5373,11.4883,"per 100,000 population"
United States,2007,Both Sexes,55–64,Non-Hispanic White,3187,25414291,12.5402,0.22213,12.1048,12.9756,,,,,,11.9543,11.8775,"per 100,000 population"
United States,2008,Both Sexes,55–64,Non-Hispanic White,3541,26016908,13.6104,0.22872,13.1621,14.0587,,,,,,11.9864,11.8947,"per 100,000 population"
United States,2009,Both Sexes,55–64,Non-Hispanic White,3897,26801273,14.5404,0.23292,14.0838,14.9969,,,,,,12.0624,11.9388,"per 100,000 population"
United States,2010,Both Sexes,55–64,Non-Hispanic White,4450,27483204,16.1917,0.24272,15.716,16.6674,,,,,,12.4144,12.2966,"per 100,000 population"
United States,2011,Both Sexes,55–64,Non-Hispanic White,4827,28464258,16.9581,0.24408,16.4797,17.4365,,,,,,13.2674,13.1852,"per 100,000 population"
United States,2012,Both Sexes,55–64,Non-Hispanic White,5117,28571447,17.9095,0.25037,17.4188,18.4002,,,,,,13.2208,13.1422,"per 100,000 population"
United States,2013,Both Sexes,55–64,Non-Hispanic White,5975,28893806,20.6792,0.26752,20.1548,21.2035,,,,,,13.9127,13.8005,"per 100,000 population"
United States,2014,Both Sexes,55–64,Non-Hispanic White,6424,29189789,22.0077,0.27458,21.4695,22.5459,,,,,,14.7574,14.6831,"per 100,000 population"
United States,2015,Both Sexes,55–64,Non-Hispanic White,6903,29529860,23.3763,0.28136,22.8249,23.9278,,,,,,16.304,16.2923,"per 100,000 population"
United States,2016,Both Sexes,55–64,Non-Hispanic White,7978,29786828,26.7837,0.29986,26.1959,27.3714,,,,,,19.6925,19.7851,"per 100,000 population"
United States,2017,Both Sexes,55–64,Non-Hispanic White,8602,29887846,28.7809,0.31032,28.1727,29.3892,,,,,,21.5637,21.7048,"per 100,000 population"
United States,1999,Both Sexes,65–74,Non-Hispanic White,360,15185797,2.3706,0.12494,2.1257,2.6155,,,,,,6.0382,6.057,"per 100,000 population"
United States,2000,Both Sexes,65–74,Non-Hispanic White,313,15082131,2.0753,0.1173,1.8454,2.3052,,,,,,6.1882,6.1749,"per 100,000 population"
United States,2001,Both Sexes,65–74,Non-Hispanic White,361,14955474,2.4138,0.12704,2.1648,2.6628,,,,,,6.8057,6.7922,"per 100,000 population"
United States,2002,Both Sexes,65–74,Non-Hispanic White,421,14863960,2.8324,0.13804,2.5618,3.1029,,,,,,8.1766,8.1957,"per 100,000 population"
United States,2003,Both Sexes,65–74,Non-Hispanic White,423,14868132,2.845,0.13833,2.5739,3.1161,,,,,,8.8881,8.8765,"per 100,000 population"
United States,2004,Both Sexes,65–74,Non-Hispanic White,448,14925944,3.0015,0.14181,2.7235,3.2794,,,,,,9.366,9.3831,"per 100,000 population"
