PropNum,Prop ID,Boro,AMPSDistrict,Prop Name,Site Name,Prop Location,Site Location,Acres,Category,Sub-Category,Rated,Reason Not Rated,Council District,ZipCode,COMMUNITYBOARD,Jurisdiction,NYSAssembly,NYSSenate,USCongress,Precinct,ComfortStation,PermitDistrict,GISBoro,GIS Site Location
M096,MZ417,M,10,Greenstreet,,Adam Clayton Powell Blvd Bet. 123 St & 124 st,Adam Clayton Powell Blvd Bet. 123 St & 124 St,0.043,Greenstreet,,0,,9,10027,110,DOT,70,30,13,28,0,,M,Adam Clayton Powell Blvd Bet. 123 St & 124 st
X209,X209,X,08,PERKINS GARDENS,,"W 248 ST,INDEPENDENCE AVE,W 252 ST,PALISADE AVE","W 248 St, Independence Ave, W 252 St, Palisade Ave",20.867,Large Park,Large Park,0,Not DPR - private garden,11,10471,208,DPR/CULT,81,34,16,50,0,X-08,X,"W 248 St, Independence Av , W 252 St , P"
M071,M071-ZN05,M,14,RIVERSIDE PARK,,"RIVERSIDE DR TO HUDSON RIVER, W 59 ST TO CLAIR PL",79th To 84th Betw Riverside Dr And HH Parkway,8.519,Large Park,Flagship Park Zone,1,,6,10024,107,DPR,67,31,10,20,0,,M,79th To 84th Betw. Riverside Dr. And HH Parkway
B040,BZ491,B,19,Greenstreet,,Grand Army Plaza & Prospect Park West,Grand Army Plaza & Prospect Park West,0.051,Greenstreet,Type 1 Greenstreet,0,,33,11238,355,DOT,52,21,9,78,0,,B,Grand Army Plaza & Prospect Park West
MZ450,MZ450,M,03,GREENSTREET,,Montgomery St btw South & Water,Montgomery St Btw South & Water,0.043,Greenstreet,,0,,1,10002,103,DOT,65,26,7,7,0,,M,Montgomery St btw South & Water
Q418,Q418,Q,10,NASSAU EXPRESSWAY,,CROSS BAY BLVD TO 150 ST,Cross Bay Blvd To 150 St,0,Other,EXWY,0,HWY,18,,410,DPR,,,,0,0,,Q,CROSS BAY BLVD TO 150 ST
B390,B390,B,06,MOTHER CABRINI PARK,,PRESIDENT ST BET VAN BRUNT & COLUMBIA STS,President St Bet Van Brunt & Columbia Sts,0.467,Small Park,Neighborhood Plgd,1,,39,11231,306,DPR,51,26,7,76,0,B-06,B,President St. and Van Brunt St.
QZ680,QZ680,Q,14,GREENSTREET,,SHOREFRONT PKWY & BEACH 107 ST,Shorefront Pkwy & Beach 107 St,0.407,Greenstreet,Type 2,0,Just trees (type 2).,32,11694,414,DOT,23,15,5,100,0,,Q,Shorefront Pkwy & B108 St
BZ83,BZ83,B,06,GREENSTREET,,HAMILTON AVENUE & VAN BRUNT STREET,Hamilton Avenue & Van Brunt Street,0.007,Greenstreet,Type 1,0,,39,11231,306,DOT,51,26,7,76,0,,B,Hamilton Avenue & Van Brunt Street
MZ206,MZ206,M,10,GREENSTREET,,LENOX AVE BET. 117 ST & 118 ST,Lenox Ave Bet. 117 St & 118 St,0.057,Greenstreet,Type 1,1,,9,10026,110,DOT,70,30,13,28,0,,M,Lenox Ave Bet W 117 St And W 118 St
QZ100,QZ100,Q,11,GREENSTREET,,47TH AVE/202ND ST,"47th Ave, 202nd St",0.237,Greenstreet,Type 1,1,,19,11361,411,DOT,25,11,6,111,0,,Q,47 Av & 202 St
M369,M369,M,03,PIER 42,,South Side Of Fdr Drive East Of Gouverneur Sl W,South Side Of Fdr Drive East Of Gouverneur Sl W,7.782,Other,Pier,0,,2,10002,103,DPR,65,26,7,7,0,M-03,M,South Side of FDR Dr. at Gouverneur St.
XZ64,XZ64,X,10,GREENSTREET,,HOBART AVENUE & BUHRE AVENUE,Hobart Avenue & Buhre Avenue,0.131,Greenstreet,Type 1,1,,13,10461,210,DOT,82,34,14,45,0,,X,Buhre Ave. And Hobart Ave.
BZ385,BZ385,B,18,GREENSTREET,,SEAVIEW AVE & EAST 102 ST & EAST 103 ST,Seaview Ave & East 102 St & East 103 St,0.06,Greenstreet,Type 1,1,,"42, 46",11236,318,DOT,59,19,8,69,0,,B,Seaview Ave & East 102 St & East 103 St
X111,X111,X,05,CEDAR PLAYGROUND,,"CEDAR AVE, W 179 ST, SEDGWICK AVE",W 179 St & Sedgwick Ave,1.8,Small Park,Neighborhood Plgd,1,,16,10453,205,DPR,77,33,13,46,1,X-05,X,W 179 St bet. Cedar Av and Sedgwick Av
QZ334,QZ334,Q,07,GREENSTREET,,164 ST BET. BOOTH MEMORIAL AVE & UNDERHILL AVE (3),164 St Bet. Booth Memorial Ave & Underhill Ave (3),0.011,Greenstreet,Type 2,0,Just trees (type 2).,20,11365,407,DOT,25,11,6,109,0,,Q,164 St bet. Underhill Av & Booth Memorial Av (3)
X063,XZ398,X,02,Martin Luther King Triangle,,"Austin Pl, Timpson Pl, E 149 St","Austin Pl, Timpson Pl, E 149 St",0.106,Greenstreet,,0,,17,10455,202,DOT,84,32,15,41,0,,X,"Austin Pl, Timpson Pl, E 149 St"
XZ361,XZ361,X,10,GREENSTREET,,CO-OP CITY BLVD & PEAR TREE AVE (3),Co-op City Blvd & Pear Tree Ave (3),0.028,Greenstreet,Type 2,0,Just trees (type 2).,12,10475,210,DOT,82,34,16,45,0,,X,Peartree Ave. And Co-op City Blvd.
BZ203,BZ203,B,11,GREENSTREET,,NEW UTRECHT AVE & 72ND ST,New Utrecht Ave & 72nd St,0.035,Greenstreet,Type 1,1,,43,11228,311,DOT,49,22,10,62,0,,B,New Utrecht Ave & 72nd St
Q262,QZ464,Q,11,GREENSTREET,,ALAMEDA AVE BET. 244 ST & 245 ST (ALAMEDA MALLS 6),Alameda Ave Bet. 244 St & 245 St (alameda Malls 6),0.043,Greenstreet,Type 1,0,Rated as Q262,19,11362,411,DOT,26,11,3,111,0,,Q,Alameda Av bet. 244 St & 245 St (6)
RZ14,RZ14,R,01,GREENSTREET SITE,,TRANTOR PL/HOOKER PL/BAYONNE BRIDGE RAMP ENTRANCE,"Trantor Pl, Hooker Pl, bayonne Bridge Ramp Entrance",0.009,Greenstreet,Type 1,1,,49,10302,501,DOT,61,23,11,120,0,,R,Trantor Bet. Hooker And Walker
Q360E,Q360E,Q,05,HULL TRIANGLE,,"64 ST, HULL AVE, S/S QUEENS-MIDTOWN EXWY","64 St, Hull Ave, S/s Queens-Midtown Exwy",0.158,Small Park,Sitting Area/Triangle/Mall,1,,30,11378,405,DPR,30,15,6,104,0,Q-05,Q,"55 Dr., 64 St., Hull Ave."
X033,XZ124,X,07,GREENSTREET,,VAN CORTLANDT AV EAST/MOSHOLU EAST/MOSHOLU WEST,"Van Cortlandt Av East, mosholu East, mosholu West",0.124,Greenstreet,Type 1,0,Overlap,11,10458,207,DOT,80,36,13,52,0,,X,Van Cortlandt Ave & Mosholu Parkway
XZ178,XZ178,X,11,GREENSTREET,,BOGART ST & PIERCE AVE (S),Bogart St & Pierce Ave (s),0.017,Greenstreet,Type 1,1,,13,10462,211,DOT,82,34,14,49,0,,X,Bogart Ave. And Pierce Ave.
Q458,Q458-01,Q,07A,FORT TOTTEN PARK,,"FORT TOTTEN, CROSS ISLAND PKWY, TOTTEN RD TO 15 RD","Murray Ave, Jarman Rd, Sylvester Ln, Abbot Rd",0.958,Small Park,Plgd Within Park,1,Pending,19,11359,407,DPR,26,11,3,109,0,,Q,"Murray Ave, Jarman Rd, Sylvester Ln, Abbot Rd"
Q163,Q163-ZN06,Q,14,ROCKAWAY BEACH & BOARDWALK,,B 73 TO B 109 STS,Btwn 87th St And 100th St,0,Large Park,Beach Zone,0,Split,32,11693,414,DPR,,,,0,0,,Q,BTWN 87TH ST AND 100TH ST
M010,M010-ZN05,M,13,CENTRAL PARK,,"5 AVE - CENTRAL PARK W, 59 - 110 STS",Border of Heckscher Ballfields/Wollman Rink/Center Dr/65 St Transverse/East Dr,10.224,Large Park,Flagship Park Zone,1,,6,10023,164,DPR,75,29,10,22,0,,M,Border of Heckscher Ballfields/Wollman Rink/Center Dr/65 St Transverse/East Dr
MZ13,MZ13,M,01,GREENSTREET,,PARK ROW/FRANKFORT ST,"Park Row, frankfort St",0.027,Greenstreet,Type 1,1,,1,10038,101,DOT,66,26,10,5,0,,M,Frankfort St And Brooklyn Bridge Entrace
B461,B461,B,05,EUCLID 500 BLOCK ASSOCIATION,,532 Euclid Ave,532 Euclid Ave,0.181,Small Park,Greenthumb,0,,42,11208,305,DPR,60,19,8,75,0,B-05,B,Doscher St. - Euclid Ave. bet. Belmont Ave. and Sutter Ave.
M283,M283-ZN01,M,01,GEO SOILAN PK-BATTERY PK CITY,,"Hudson River, North of Chambers St, Pier A (Battery Pl & West St)","Hudson River, Liberty St, Pier A (Battery Pl & West St)",8.6,Large Park,Large Park Zone,1,,1,10280,101,DPR,65,26,10,1,0,,M,"Hudson River, Liberty St, Pier A (Battery Pl & West St)"
M004,M004,M,03,ALLEN ST MALL,,E HOUSTON ST - E BROADWAY,"E Houston St, E Broadway",1.698,Small Park,Sitting Area/Triangle/Mall,1,,1,10002,103,DPR,65,26,7,7,0,M-03,M,"E Houston St, E Broadway"
XZ173,XZ173,X,15,GREENSTREET,,BRUCKNER BLVD BET. WILKINSON AVE & WESTCHESTER AVE (MEDIAN),Bruckner Blvd Bet. Wilkinson Ave & Westchester Ave (median),0.054,Greenstreet,Type 1,1,,13,10465,228,DOT,82,34,14,45,0,,X,"Bruckner Blvd Bet. Wilkinson Ave & Westchester ave, S of 2"
Q360Y,Q360Y,Q,05,PARK STRIP,,"N/S QUEENS-MIDTOWN EXWY, MAZEAU ST, 57 & 58 RD","N/s Queens-midtown Exwy, Mazeau St, 57 & 58 Rd",0.006,Small Park,Sitting Area/Triangle/Mall,0,TP,26,11378,405,DPR,,,,0,0,,Q,"N/S QUEENS-MIDTOWN EXWY, MAZEAU ST, 57 & 58 RD"
Q377,Q377,Q,06,PLGD 62 (PS 220),,YELLOWSTONE BLVD BET 62 AVE & 62 RD,Yellowstone Blvd Bet 62 Ave & 62 Rd,1.48,Small Park,JOP,1,,29,11375,406,DPR/DOE,35,16,6,112,1,Q-06,Q,Yellowstone Bl bet. 62 Av and 62 Rd
MZ328,MZ328,M,12,GREENSTREET,,Riverside Dr & 165 St,Riverside Dr & 165 St,0.062,Greenstreet,,0,,7,10032,112,DOT,71,31,13,33,0,,M,Riverside Dr & 165 St
X082,X082,X,05,UNIVERSITY MALLS,,"UNIVERSITY AVE, W TREMONT AVE,  W 174ST","University Ave, W Tremont Ave,  W 174st",0.743,Small Park,Sitting Area/Triangle/Mall,1,,14,10453,205,DPR,"86, 77",29,15,46,0,X-05,X,University Av bet. W 174 St and W Tremont Av
R124,R124,R,01,EIBS POND PARK,,MOSEL AVE & PALMA DRIVE,Mosel Ave & Palma Drive,16.505,Large Park,Large Park,1,,49,10304,501,DPR,61,23,11,120,0,R-01,R,"Mosel Ave., Palma Dr., Hanover Ave."
BZ294,BZ294,B,06,GREENSTREET,,CLINTON ST BET. BUSH ST & CENTRE ST,Clinton St Bet. Bush St & Centre St,0.024,Greenstreet,Type 1,1,,38,11231,306,DOT,51,25,7,76,0,,B,Clinton St Bet. Bush St & Centre St
QZ439,QZ439,Q,09,GREENSTREET,,QUEENS BLVD. MALLS & 80TH RD (6),Queens Blvd. Malls & 80th Rd (6),0.055,Greenstreet,Type 1,0,not yet,29,11415,409,DOT,"28, 27",14,6,102,0,,Q,Queens Bl Malls & 80th Rd  6
Q245,Q245,Q,12,HOLLIS VETERANS SQ,,"JAMAICA & HOLLIS AVES, 187 PL","Jamaica & Hollis Aves, 187 Pl",0.018,Small Park,Sitting Area/Triangle/Mall,1,,27,11423,412,DPR,29,14,5,103,0,Q-12,Q,"Jamaica Ave., Hollis Ave., 187 Pl."
QZ368,QZ368,Q,08,GREENSTREET,,FRANCIS LEWIS BLVD & UNION TURNPIKE & 73 AVE (2),Francis Lewis Blvd & Union Turnpike & 73 Ave (2),0.048,Greenstreet,Type 2,0,Just trees (type 2).,23,11364,408,DOT,25,11,6,107,0,,Q,Francis L Blvd bet. Union Tpke & 73 Ave (2)
BZ222,BZ222,B,02,GREENSTREET,,CADMAN PLAZA WEST & MIDDAGH ST (8),Cadman Plaza West & Middagh St (8),0.025,Greenstreet,Type 1,1,,33,11201,302,DOT,52,25,7,84,0,,B,Cadman Plaza West & Middagh St (8)
X305,X305,X,14,CONCRETE PLANT PARK,,Edgewater Road Btwn Bruckner Blvd & Westchester Av,Edgewater Road Btwn Bruckner Blvd & Westchester Av,6.438,Large Park,Large Park,1,,17,"10459, 10472",202,DPR,85,32,15,41,0,X-02,X,Bronx River bet. Westchster Av and Bruckner Blvd
RZ167,RZ167,R,02B,GREENSTREET,,HYLAN BLVD & STUEBEN ST (1),Hylan Blvd & Steuben St (1),0.094,Greenstreet,Type 1,1,,50,10305,502,DOT,64,24,11,122,0,,R,Steuben And Normalee
X243,X243,X,03,ROCKS & ROOTS PARK,,E 167 ST BTW THIRD & FULTON AVES,E 167 St Btw Third & Fulton Aves,0.903,Small Park,Neighborhood Park,1,,16,10456,203,DPR,79,32,15,42,0,X-03,X,3 Av to Fulton Av bet. E 167 St and E 168 St
M052,M052,M,05,MADISON SQUARE PARK,,"BROADWAY TO MADISON AVE, E 23 TO E 26 STS","Broadway To Madison Ave, E 23 To E 26 Sts",6.234,Large Park,Large Park,1,,2,10010,105,DPR,75,28,12,13,0,M-05,M,"Broadway, Madison Ave. bet. E. 23 St. and E. 26 St."
X300,X300,X,05,DAVIDSON AVE COMMUNITY PLGD,,W 180 ST & DAVIDSON AVE,W 180 St & Davidson Ave,0.207,Small Park,Neighborhood Plgd,1,,14,10453,205,DPR,86,33,15,46,0,X-05,X,W. 180 St. bet. Davidson Ave. and Grand
QZ375,QZ375,Q,08,GREENSTREET,,FRANCIS LEWIS BLVD BET. GRAND CENTRAL PKWY & UNION TPKE (3),Francis Lewis Blvd Bet. Grand Central Pkwy & Union Tpke (3),0.054,Greenstreet,Type 2,0,Just trees (type 2).,23,11423,408,DOT,24,11,6,107,0,,Q,FL Blvd bet. Union Tpke & GC Pkwy (3)
X148K3,XZ417,X,09,Wood Park,,"N/s Cross Bronx Exwy, Therior & Wood Ave","N/s Cross Bronx Exwy, Therior & Wood Ave",0.261,Greenstreet,,0,,18,10460,209,DOT,87,33,15,43,0,,X,"N/s Cross Bronx Exwy, Therior & Wood Ave"
B437,B437,B,02,PIER 4,,"Bqe, Montague St, East River","Bqe, Montague St, East River",2.74,Other,Pier,0,,42,11201,302,DPR,,,,0,0,,B,"Bqe, Montague St, East River"
QZ654,QZ654,Q,14,GREENSTREET,,BEACH 17 ST & SEAGIRT BLVD (1),Beach 17 St & Seagirt Blvd (1),0.328,Greenstreet,Type 2,0,Just trees (type 2).,31,11691,414,DOT,23,15,5,101,0,,Q,Bch 17 St & Seagirt Bl  1
BT10,BT10,B,15,HOLOCAUST MEMORIAL PARK,,WEST END & EMMONS AVES,West End & Emmons Aves,0,Small Park,Sitting Area/Triangle/Mall,1,,48,11235,315,CDOT,45,22,8,61,0,B-15,B,Shore Blvd. and Emmons Ave.. Neptune Ave.
RZ87,RZ87,R,01,GREENSTREET,,HART BLVD BET. FOREST AVE & REVERE ST,Hart Blvd Bet. Forest Ave & Revere St,0.096,Greenstreet,Type 1,1,,49,10301,501,DOT,61,24,11,120,0,,R,Hart Bet. Forest And Revere
QZ338,QZ338,Q,07,GREENSTREET,,164 ST BET. BOOTH MEMORIAL AVE & UNDERHILL AVE (7),164 St Bet. Booth Memorial Ave & Underhill Ave (7),0.027,Greenstreet,Type 2,0,Just trees (type 2).,20,11365,407,DOT,25,11,6,109,0,,Q,164 st median
RZ79,RZ79,R,01,GREENSTREET,,RICHMOND TERRACE & STUYVESANT PL (W),Richmond Terrace & Stuyvesant Pl (w),0.052,Greenstreet,Type 2,0,Just trees (type 2).,49,10301,501,DOT,61,23,11,120,0,,R,Richmond Terr And Stuyvesant
BT15,BT15,B,07,BUSH TERMINAL PIERS PARK,,Marginal St. bet. 44 St. and 50 St.,Marginal St. Bet. 44 St. And 50 St.,0,Large Park,Large Park,1,Pending,38,11232,307,DPR/EDC,51,"23, 25",10,72,1,B-07,B,Marginal St. bet. 44 St. and 50 St.
QZ447,QZ447,Q,10,GREENSTREET,,CROSS BAY BLVD (WEST SIDE) & PITKIN AVE & VAN WICKLEN RD,Cross Bay Blvd (west Side) & Pitkin Ave & Van Wicklen Rd,0.107,Greenstreet,Type 1,1,,32,11417,410,DOT,23,15,8,106,0,,Q,Crossbay Blvd (westside) & Pitkin Av & Van Wicklen Rd
B223OB,B223OB,B,01,MARCY PARK SOUTH,,"DIVISION, MARCY AVE'S, S 9 ST","Division, Marcy Ave's, S 9 St",0.357,Small Park,Neighborhood Plgd,1,,33,11211,301,DPR,50,26,7,90,0,B-01,B,Marcy Ave. bet. S. 9 St. and Division St.
QZ512,QZ512,Q,12,GREENSTREET,,MERRICK BLVD & 109 AVE (MEDIAN),Merrick Blvd & 109 Ave (median),0.023,Greenstreet,Type 1,1,,27,11433,412,DOT,29,14,5,103,0,,Q,Merrick Bl At 109 Av
QZ589,QZ589,Q,13,GREENSTREET,,239 ST BET. HILLSIDE AVE & 87 AVE (5),239 St Bet. Hillside Ave & 87 Ave (5),0.018,Greenstreet,Type 2,0,Just trees (type 2).,23,11426,413,DOT,33,11,3,105,0,,Q,239 St Bet Hillside Av  & 87 Ave  5
MZ278,MZ278,M,11,GREENSTREET,,Fdr Drive West Lane Bet. E 100 St And E 102 St,Fdr Drive West Lane Bet. E 100 St And E 102 St,0.005,Greenstreet,,0,,8,10029,111,DOT,68,29,13,23,0,,M,Fdr Drive West Lane Bet. E 100 St And E 102 St
M064,M064,M,03,LILLIAN D WALD PLAYGROUND,,"CHERRY,MONTGOMERY & GOUVERNEUR STS",Cherry & Montgomery Sts,0.68,Small Park,Neighborhood Plgd,1,,1,10002,103,DPR,65,26,7,7,0,M-03,M,"Cherry St, Montgomery St and Gouverneur St"
X110A,X110A,X,08,HACKETT PARK,,"W 254 ST, RIVERDALE AVE, HENRY HUDSON PKWY","W 254 St, Riverdale Ave, Henry Hudson Pkwy",1,Small Park,Sitting Area/Triangle/Mall,1,,11,10471,208,DPR,81,34,16,50,0,X-08,X,"W 254 St, Riverdale Av, Henry Hudson Pkw"
RZ189,RZ189,R,02,GREENSTREET,,RICHMOND AVE BET. ROCKLAND AVE & SAXON AVE (1),Richmond Ave Bet. Rockland Ave & Saxon Ave (1),0.054,Greenstreet,Type 2,0,Just trees (type 2).,"50, 51",10314,502,DOT,63,24,11,122,0,,R,Saxon And Richmond
XZ74,XZ74,X,02,GREENSTREET,,HUNTS POINT AVE. & OAK POINT AVE.,Hunts Point Ave. & Oak Point Ave.,0.018,Greenstreet,Type 1,1,,17,10474,202,DOT,84,34,15,41,0,,X,Hunts Point Bet. Drake And Oack Point
B513,B513,B,16,UNITED COMMUNITY CENTERS YOUTH FARM,,Corner Of Rockaway Ave. & Newport St.,Corner Of Rockaway Ave. & Newport St.,0.138,Small Park,Greenthumb,0,,42,11212,316,DPR,60,19,9,73,0,B-16,B,Rockaway Ave. and Newport St.
B326,B326,B,06,COBBLE HILL PARK,,"CONGRESS & CLINTON STS, VERANDAH PL","Congress & Clinton Sts, Verandah Pl",0.585,Small Park,Neighborhood Plgd,1,,39,11201,306,DPR,52,26,7,76,0,B-06,B,Clinton St. between Verandah Pl. and Congress St.
R151,R151,R,03,ISLE OF MEADOWS,,ARTHUR KILLS NEAR FRESH KILLS MEADOW,Arthur Kills Near Fresh Kills Meadow,87.516,Other,Isle,0,Not available for public use.,51,10314,503,DPR,63,24,11,123,0,R-03,R,Arthur Kills Near Fresh Kills Landfill
Q034,Q034,Q,02,SUNNYSIDE VETERANS TRIANGLE,,Center of Queens Blvd from Greenpoint/Roosevelt Aves to 50th St,Center of Queens Blvd from Greenpoint/Roosevelt Aves to 50th St,0.467,Small Park,Sitting Area/Triangle/Mall,1,,26,11377,402,DPR,"30, 37",12,14,108,0,Q-02,Q,"Queens Blvd. bet.  48 St., Greenpoint Ave. and 50 St."
XZ320,XZ320,X,04,GREENSTREET,,EDWARD L. GRANT HWY & UNIVERSITY AVE & WEST 170 ST (10),Edward L. Grant Hwy & University Ave & West 170 St (10),0.02,Greenstreet,Type 2,0,Just trees (type 2).,16,10452,204,DOT,77,29,15,44,0,,X,Edward L Grant Bet. High Bridge And Plimpton
Q437,Q437,Q,07,MURRAY HILL PLGD,,"MURRAY ST, BARCLAY AVE, 156 ST, SANFORD AVE",Murray St And Barclay Ave,1.206,Small Park,JOP,1,,20,11355,407,DPR/DOE,40,16,6,109,0,Q-07,Q,Murray St. bet. Barclay Ave. and Sanford Ave.
R004,R004,R,01,BARRETT TRIANGLE,,"BAY ST, STUYVESANT PL","Bay St, Stuyvesant Pl",0.159,Small Park,Sitting Area/Triangle/Mall,1,,49,10301,501,CDOT,61,23,11,120,0,R-01,R,"Hyatt St., Bay St., Stuyvesant Pl. and Richmond Ter."
X118,X118-ZN05,X,09,SOUNDVIEW PARK,,"BRONX R, LAFAYETTE, METCALF, BRONX RIVER AVES",West Half Of Waterfront From Lafayette Ave To Rosedale Ave,35.489,Large Park,Large Park Zone,1,,18,10473,209,DPR,85,"32, 34",15,43,0,,X,West Half Of Waterfront From Lafayette Ave To Rosedale Ave
Q243,QZ509,Q,12,GREENSTREET,,LIBERTY AVE & WALHAM ST & 101 AVE,Liberty Ave & Walham St & 101 Ave,0.17,Greenstreet,Type 1,0,"Made unratable after 2/28/14 inspection, overlaps with Q243 AB.",28,11435,412,DOT,32,10,5,103,0,,Q,Liberty Av & Waltham St & 101 Ave
B462,B462,B,05,FAMILY COMMUNITY GARDEN,,Cleveland Stret/n/o Hegeman Ave.,Cleveland Stret/n/o Hegeman Ave.,0.275,Small Park,Greenthumb,0,,42,11208,305,DPR,60,19,8,75,0,B-05,B,Cleveland St. between Hegeman Ave. and New Lots Ave.
Q491,Q491,Q,01,CARLOS LILLO MEMORIAL PARK,,"20th Ave, 21st Ave & 76th St.","20th Ave, 21st Ave & 76th St.",0.099,Small Park,Sitting Area/Triangle/Mall,1,,22,11370,401,DPR,36,13,14,114,0,Q-01,Q,"21 Ave., 20 Ave., bet. 76 St. and 77 St."
R120,R120-ZN03,R,03,PARK (ARDEN HEIGHTS WOODS),,"ARTHUR KILL RD, ARDEN AND LEGATE AVES","Arthur Kill Rd, Ilyssa Way, Dividing Line From Oak Lane To Housing Development At Arthur Kill Road",81.52,Large Park,Large Park Zone,1,,51,10312,503,DPR,63,24,11,123,0,,R,"Arthur Kill Rd, Ilyssa Way, Dividing Line From Oak Lane To Housing Development At Arthur Kill Road"
QZ267,QZ267,Q,03,GREENSTREET,,34TH AVE MALLS (4),34th Ave Malls (4),0.039,Greenstreet,Type 2,0,,25,11372,403,DOT,34,13,14,115,0,,Q,34 Av Bet 89 St & 90 St
QZ867,QZ867,Q,05,Greenstreet,,Union Tp Btw 88 st & Woodhaven Bl,Union Tp Btw 88 St & Woodhaven Bl,0.137,Greenstreet,,0,,30,11385,405,DOT,28,15,6,104,0,,Q,Union Tp Btw 88 st & Woodhaven Bl
B129,B129,B,13,LEON S KAISER PARK,,"NEPTUNE, BAYVIEW AVES,W 24-W 32 STS, GRAVESEND BAY","Neptune, Bayview Aves,w 24-w 32 Sts, Gravesend Bay",26.257,Large Park,Large Park,0,Rated as separate zones,47,11224,313,DPR,46,23,8,60,0,B-13,B,"Neptune Ave., Bayview Ave.,W. 24 St. to W. 32 St."
B356,B356,B,02,NORTH PACIFIC PLGD,,"N/S PACIFIC ST, BET NEVINS ST & 3 AVE","Pacific & Nevins Sts, 3 Ave",0.155,Small Park,Neighborhood Plgd,1,,33,11217,302,DPR,52,25,8,84,0,B-02,B,Pacific St. between Nevins St. and 3 Ave.
R123,R123,R,01,SKYLINE PLGD,,ARNOLD ST & PROSPECT AVE BET HARVARD AV & CLYDE PL,Arnold St & Prospect Ave Bet Harvard Av & Clyde Pl,2.057,Small Park,Neighborhood Plgd,1,,49,10301,501,DPR,61,23,11,120,0,R-01,R,Arnold St. to Prospect Ave. bet. Harvard Ave and Clyde Pl.
QZ401,QZ401,Q,08,GREENSTREET,,MAIN ST BET. GRAVETT RD & REEVES ST (2),Main St Bet. Gravett Rd & Reeves St (2),0.043,Greenstreet,Type 2,0,Just trees (type 2).,24,11367,408,DOT,27,16,6,107,0,,Q,Main St. Btw Reeves Av & Gravett Rd 2
QZ608,QZ608,Q,13,GREENSTREET,,HILLSIDE AVE & 84TH RD (N),Hillside Ave & 84th Rd (n),0.026,Greenstreet,Type 1,1,,23,11426,413,DOT,24,11,3,105,0,,Q,Hillside Av & 84 Rd (North)
X142,X142-ZN01,X,08,RIVERDALE PARK,,"HUDSON RIVER, W 254 ST, PALISADE AVE, W 232 ST",Hudson River From Spaulding La To W 254th St,18.772,Large Park,Large Park Zone,1,,11,10471,208,DPR,81,34,16,50,0,,X,Hudson River From Spaulding La To W 254th St
M123,MZ300,M,03,Greenstreet,,E 1 St & 1Ave,E 1 St & 1ave,0.127,Greenstreet,,0,,1,10003,103,DOT,65,26,12,9,0,,M,E 1 St & 1Ave
M096,MZ415,M,10,Greenstreet,,Adam Clayton Powell Blvd Bet. 119 St & 120 st,Adam Clayton Powell Blvd Bet. 119 St & 120 St,0.052,Greenstreet,,0,,9,10026,110,DOT,70,30,13,28,0,,M,Adam Clayton Powell Blvd Bet. 119 St & 120 st
RZ244,RZ244,R,01,GREENSTREET,,BAY ST & SWAN ST,Bay St & Swan St,0.017,Greenstreet,Type 1,0,"Decommissioned, now one of several stormwater sites at that intersection. AB 7/2017",49,10301,501,DOT,61,23,11,120,0,,R,"Bay & Swan, S Median"
RZ061H,RZ061H,R,02,GREENSTREET,,SEAVIEW AVE &  SIMPSON ST (E),Seaview Ave &  Simpson St (e),0.049,Greenstreet,Type 2,0,Just trees (type 2).,50,10305,502,DOT,64,24,11,122,0,,R,Seaview And Simpson
XZ94,XZ94,X,04,GREENSTREET,,GRAND CONCOURSE &  153RD ST (N),Grand Concourse &  153rd St (n),0.034,Greenstreet,Type 1,1,,17,10451,204,DOT,84,29,15,44,0,,X,East 153rd St. Bet. Concourse Village We
M094A,MZ74,M,09,BROADWAY MALLS,,BROADWAY MALLS BET. 114 ST & 115 ST,Broadway Malls Bet. 114 St & 115 St,0.105,Greenstreet,Type 1,0,Replaced by LP zone,9,10025,109,DOT,69,30,10,26,0,,M,Broadway Malls Bet. 114 St & 115 St
B098,B098,B,07,MARTIN LUTHER PLGD,,"55 TO 56 STS, 2 AVE","55 To 56 Sts, 2 Ave",0.913,Small Park,Neighborhood Plgd,1,,38,11220,307,DPR,51,20,7,72,0,B-07,B,2 Ave. bet. 55 St. and 56 St.
XZ286,XZ286,X,09,GREENSTREET,,SOUNDVIEW AVE & THIERIOT AVE (NORTH),Soundview Ave & Thieriot Ave (north),0.018,Greenstreet,Type 1,1,,18,10473,209,DOT,85,34,15,43,0,,X,Thierot Ave. And Soundview Ave.
X163,X163,X,11,LORETO PARK,,"MORRIS PARK, TOMLINSON, VAN NEST & HAIGHT AVES","Morris Park, Tomlinson, Van Nest & Haight Aves",2.181,Small Park,Neighborhood Plgd,1,,13,10461,211,DPR,82,34,14,49,1,X-11,X,Morris Park Ave. bet. Haight Ave. and Tomlinson Ave.
XZ393,XZ393,X,10,GREENSTREET,,Thrg Nck Ewy & Ellsworth Av,Thrg Nck Ewy & Ellsworth Av,0.129,Greenstreet,,0,,13,10465,210,DOT,82,34,14,45,0,,X,Thrg Nck Ewy & Ellsworth Av
M104,MZ290,M,11R,Greenstreet,,Triborough Bridge ramp adjacent to Amtra,Triborough Bridge Ramp Adjacent To Amtra,0.106,Greenstreet,,0,,8,10035,111,DOT,68,29,12,25,0,,M,Triborough Bridge ramp adjacent to Amtrak
