Reporting Area,MMWR Year,MMWR Week,"Shiga toxin-producing E. coli (STEC)§, Current week","Shiga toxin-producing E. coli (STEC)§, Current week, flag","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Med","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Med, flag","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Max","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Max, flag","Shiga toxin-producing E. coli (STEC)§, Cum 2016","Shiga toxin-producing E. coli (STEC)§, Cum 2016, flag","Shiga toxin-producing E. coli (STEC)§, Cum 2015","Shiga toxin-producing E. coli (STEC)§, Cum 2015, flag","Shigellosis, Current week","Shigellosis, Current week, flag","Shigellosis, Previous 52 weeks Med","Shigellosis, Previous 52 weeks Med, flag","Shigellosis, Previous 52 weeks Max","Shigellosis, Previous 52 weeks Max, flag","Shigellosis, Cum 2016","Shigellosis, Cum 2016, flag","Shigellosis, Cum 2015","Shigellosis, Cum 2015, flag",Location 1,Location 2
MOUNTAIN,2016,45,4,,10,,25,,497,,722,,11,,30,,54,,1427,,691,,,
NEBRASKA,2016,45,3,,2,,9,,120,,116,,3,,2,,14,,160,,80,,"NEBRASKA
(41.640503, -99.367122)",
MARYLAND,2016,46,2,,1,,5,,69,,78,,2,,3,,9,,136,,205,,"MARYLAND
(39.290443, -76.612333)",
GEORGIA,2016,46,1,,2,,8,,110,,104,,4,,15,,38,,662,,1152,,"GEORGIA
(32.836038, -83.631709)",
UTAH,2016,46,,-,1,,5,,58,,92,,,-,1,,5,,61,,34,,"UTAH
(39.359772, -111.584173)",
AMER. SAMOA,2016,46,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,AMER. SAMOA,
HAWAII,2016,46,,-,0,,2,,18,,40,,,-,0,,5,,31,,75,,"HAWAII
(21.30992, -157.858158)",
ARIZONA,2016,46,,-,3,,8,,138,,115,,6,,24,,49,,1149,,430,,"ARIZONA
(34.869712, -111.760902)",
S. ATLANTIC,2016,46,3,,10,,23,,518,,527,,13,,52,,130,,2245,,3787,,,
INDIANA,2016,46,,-,1,,8,,72,,127,,,-,4,,14,,209,,249,,"INDIANA
(39.76845, -86.156212)",
GUAM,2016,46,,-,0,,0,,,-,,-,,-,0,,5,,,-,9,,"GUAM
(13.3532, 144.653198)",
KENTUCKY,2016,46,,-,1,,5,,74,,65,,4,,4,,14,,232,,395,,"KENTUCKY
(37.64591, -84.774043)",
WISCONSIN,2016,46,,-,2,,10,,100,,211,,,-,14,,38,,666,,184,,"WISCONSIN
(44.395526, -89.834513)",
NEBRASKA,2016,46,1,,2,,9,,121,,118,,3,,3,,14,,163,,83,,"NEBRASKA
(41.640503, -99.367122)",
COLORADO,2016,46,,-,0,,10,,,-,195,,,-,0,,6,,,-,95,,"COLORADO
(38.841772, -106.132562)",
OHIO,2016,46,5,,4,,14,,252,,233,,19,,22,,54,,991,,513,,"OHIO
(40.056807, -82.405897)",
OKLAHOMA,2016,46,,-,2,,33,,123,,117,,4,,11,,124,,582,,827,,"OKLAHOMA
(35.468494, -97.521264)",
SOUTH DAKOTA,2016,46,,-,1,,9,,70,,57,,,-,0,,2,,23,,281,,"SOUTH DAKOTA
(44.35371, -100.373709)",
ILLINOIS,2016,46,,-,3,,61,,253,,169,,,-,12,,35,,491,,730,,"ILLINOIS
(40.477092, -88.993221)",
MID. ATLANTIC,2016,46,7,,14,,30,,691,,596,,10,,26,,46,,1193,,1664,,,
KANSAS,2016,46,,-,2,,7,,114,,109,,,-,4,,14,,208,,112,,"KANSAS
(38.345528, -98.201847)",
MAINE,2016,46,,-,0,,3,,34,,28,,,-,0,,1,,2,,4,,"MAINE
(45.252223, -68.986647)",
WASHINGTON,2016,46,8,,0,,386,,220,,,-,2,,3,,152,,157,,,-,"WASHINGTON
(47.517368, -120.467672)",
DELAWARE,2016,46,,-,0,,2,,13,,5,,,-,1,,4,,58,,20,,"DELAWARE
(39.008676, -75.574561)",
NEVADA,2016,46,,-,0,,5,,10,,56,,,-,0,,8,,13,,42,,"NEVADA
(39.491833, -117.070159)",
SOUTH CAROLINA,2016,46,,-,0,,2,,21,,37,,2,,3,,44,,170,,179,,"SOUTH CAROLINA
(34.009286, -81.037094)",
LOUISIANA,2016,46,,-,0,,2,,8,,44,,,-,4,,16,,218,,195,,"LOUISIANA
(31.2931, -92.463284)",
MASSACHUSETTS,2016,46,,-,2,,7,,114,,62,,,-,3,,8,,156,,147,,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW MEXICO,2016,46,,-,1,,6,,49,,33,,1,,2,,21,,172,,68,,"NEW MEXICO
(34.520396, -106.244402)",
CONNECTICUT,2016,46,,-,1,,34,,118,,80,,,-,1,,4,,45,,55,,"CONNECTICUT
(41.544654, -72.651713)",
IOWA,2016,46,,-,4,,20,,282,,154,,,-,8,,31,,413,,585,,"IOWA
(42.46942, -93.815856)",
VIRGIN ISL.,2016,46,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
VIRGINIA,2016,46,,-,2,,8,,97,,95,,5,,7,,22,,321,,272,,"VIRGINIA
(37.542699, -78.45822)",
UNITED STATES,2016,46,36,,111,,549,,5715,,6041,,126,,376,,981,,16171,,19671,,,
IDAHO,2016,46,1,,2,,12,,147,,138,,,-,1,,4,,37,,24,,"IDAHO
(43.680635, -114.364237)",
TEXAS,2016,46,,-,15,,53,,662,,493,,50,,91,,363,,3733,,4391,,"TEXAS
(31.827233, -99.423022)",
OREGON,2016,46,,-,3,,12,,170,,215,,,-,2,,10,,93,,78,,"OREGON
(44.567912, -120.156945)",
NEW ENGLAND,2016,46,2,,5,,38,,313,,233,,1,,5,,13,,234,,244,,,
DIST. OF COL.,2016,46,,-,0,,1,,1,,4,,,-,0,,2,,4,,42,,DIST. OF COL.,
E.N. CENTRAL,2016,46,6,,13,,83,,842,,855,,27,,65,,124,,2863,,2120,,,
MICHIGAN,2016,46,1,,3,,10,,165,,115,,8,,10,,27,,506,,444,,"MICHIGAN
(44.66399, -84.711206)",
PENNSYLVANIA,2016,46,2,,4,,12,,199,,204,,,-,8,,27,,438,,365,,"PENNSYLVANIA
(40.789676, -77.858055)",
C.N.M.I.,2016,46,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
MISSISSIPPI,2016,46,,-,0,,2,,21,,21,,,-,1,,5,,63,,94,,"MISSISSIPPI
(32.738663, -89.537312)",
FLORIDA,2016,46,,-,3,,8,,153,,119,,,-,15,,35,,647,,1630,,"FLORIDA
(28.915325, -81.922409)",
NEW JERSEY,2016,46,,-,3,,7,,126,,125,,,-,4,,10,,190,,341,,"NEW JERSEY
(40.104655, -74.386686)",
PACIFIC,2016,46,9,,18,,399,,1030,,1137,,4,,43,,190,,1973,,2127,,,
W.N. CENTRAL,2016,46,1,,13,,29,,628,,956,,3,,19,,98,,853,,2204,,,
ALABAMA,2016,46,,-,1,,3,,27,,34,,2,,6,,23,,222,,613,,"ALABAMA
(32.839182, -86.631125)",
PUERTO RICO,2016,46,,-,0,,0,,,-,2,,,-,0,,4,,20,,16,,"PUERTO RICO
(18.215692, -66.414655)",
MINNESOTA,2016,46,,-,0,,5,,,-,256,,,-,0,,21,,,-,196,,"MINNESOTA
(46.357661, -94.793397)",
RHODE ISLAND,2016,46,1,,0,,2,,10,,9,,1,,0,,2,,23,,27,,"RHODE ISLAND
(41.707447, -71.522488)",
WYOMING,2016,46,,-,0,,2,,7,,38,,,-,0,,1,,5,,10,,"WYOMING
(43.23558, -108.110518)",
MOUNTAIN,2016,46,4,,10,,25,,515,,745,,7,,30,,54,,1446,,715,,,
NEW HAMPSHIRE,2016,46,,-,0,,3,,18,,27,,,-,0,,1,,6,,5,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
E.S. CENTRAL,2016,46,4,,6,,15,,300,,269,,7,,16,,33,,703,,1308,,,
MISSOURI,2016,46,,-,0,,9,,9,,221,,,-,0,,52,,27,,924,,"MISSOURI
(38.636168, -92.566292)",
CALIFORNIA,2016,46,,-,13,,30,,610,,873,,2,,37,,68,,1688,,1969,,"CALIFORNIA
(37.640735, -121.002435)",
VERMONT,2016,46,1,,0,,2,,19,,27,,,-,0,,1,,2,,6,,"VERMONT
(43.622479, -72.51927)",
NEW YORK CITY,2016,46,,-,2,,9,,117,,98,,,-,8,,17,,371,,652,,NEW YORK CITY,
NEW YORK,2016,46,5,,4,,16,,249,,169,,10,,4,,12,,194,,306,,"NEW YORK
(42.826892, -75.544286)",
W.S. CENTRAL,2016,46,,-,21,,92,,878,,723,,54,,115,,497,,4661,,5502,,,
ARKANSAS,2016,46,,-,1,,7,,85,,69,,,-,2,,9,,128,,89,,"ARKANSAS
(34.748745, -92.275105)",
NORTH CAROLINA,2016,46,,-,0,,5,,34,,64,,,-,6,,34,,237,,272,,"NORTH CAROLINA
(35.47995, -79.180571)",
WEST VIRGINIA,2016,46,,-,0,,3,,20,,21,,,-,0,,2,,10,,15,,"WEST VIRGINIA
(38.668501, -80.709421)",
MONTANA,2016,46,3,,2,,15,,106,,78,,,-,0,,2,,9,,12,,"MONTANA
(47.062617, -109.430168)",
NORTH DAKOTA,2016,46,,-,1,,3,,32,,41,,,-,0,,2,,19,,23,,"NORTH DAKOTA
(47.475879, -100.121011)",
TENNESSEE,2016,46,4,,3,,9,,178,,149,,1,,3,,13,,186,,206,,"TENNESSEE
(35.681402, -85.774444)",
SOUTH CAROLINA,2016,47,,-,0,,2,,22,,38,,,-,3,,44,,176,,181,,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEW HAMPSHIRE,2016,47,,-,0,,3,,18,,28,,,-,0,,1,,8,,5,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
INDIANA,2016,47,,-,1,,8,,72,,131,,,-,4,,14,,209,,250,,"INDIANA
(39.76845, -86.156212)",
AMER. SAMOA,2016,47,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,AMER. SAMOA,
MICHIGAN,2016,47,1,,3,,10,,170,,117,,4,,10,,27,,518,,455,,"MICHIGAN
(44.66399, -84.711206)",
COLORADO,2016,47,,-,0,,4,,,-,197,,,-,0,,4,,,-,98,,"COLORADO
(38.841772, -106.132562)",
RHODE ISLAND,2016,47,,-,0,,2,,10,,9,,,-,0,,2,,23,,27,,"RHODE ISLAND
(41.707447, -71.522488)",
GEORGIA,2016,47,,-,2,,8,,110,,104,,3,,15,,33,,671,,1180,,"GEORGIA
(32.836038, -83.631709)",
MID. ATLANTIC,2016,47,11,,14,,30,,707,,610,,7,,25,,46,,1206,,1684,,,
TENNESSEE,2016,47,1,,4,,9,,180,,149,,1,,3,,13,,187,,207,,"TENNESSEE
(35.681402, -85.774444)",
WISCONSIN,2016,47,,-,2,,10,,102,,217,,2,,14,,38,,671,,207,,"WISCONSIN
(44.395526, -89.834513)",
ILLINOIS,2016,47,,-,3,,61,,256,,171,,,-,12,,35,,507,,764,,"ILLINOIS
(40.477092, -88.993221)",
VERMONT,2016,47,,-,0,,2,,19,,27,,,-,0,,1,,2,,6,,"VERMONT
(43.622479, -72.51927)",
MONTANA,2016,47,,-,2,,15,,110,,81,,,-,0,,2,,9,,12,,"MONTANA
(47.062617, -109.430168)",
CONNECTICUT,2016,47,,-,1,,34,,119,,81,,,-,1,,4,,45,,55,,"CONNECTICUT
(41.544654, -72.651713)",
ALABAMA,2016,47,,-,0,,3,,27,,34,,,-,5,,14,,226,,626,,"ALABAMA
(32.839182, -86.631125)",
PUERTO RICO,2016,47,,-,0,,0,,,-,2,,,-,0,,4,,20,,17,,"PUERTO RICO
(18.215692, -66.414655)",
MISSISSIPPI,2016,47,1,,0,,2,,23,,21,,,-,1,,5,,63,,94,,"MISSISSIPPI
(32.738663, -89.537312)",
NEW MEXICO,2016,47,,-,1,,6,,49,,33,,2,,2,,21,,183,,69,,"NEW MEXICO
(34.520396, -106.244402)",
ALASKA,2016,47,,-,0,,2,,13,,9,,,-,0,,1,,4,,5,,"ALASKA
(64.836661, -147.738891)",
KENTUCKY,2016,47,,-,1,,5,,74,,66,,,-,4,,14,,232,,398,,"KENTUCKY
(37.64591, -84.774043)",
MINNESOTA,2016,47,,-,0,,5,,,-,259,,,-,0,,21,,,-,216,,"MINNESOTA
(46.357661, -94.793397)",
VIRGIN ISL.,2016,47,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
TEXAS,2016,47,1,,15,,53,,689,,503,,23,,90,,363,,3770,,4528,,"TEXAS
(31.827233, -99.423022)",
NEBRASKA,2016,47,,-,2,,10,,125,,120,,3,,3,,14,,167,,83,,"NEBRASKA
(41.640503, -99.367122)",
ARIZONA,2016,47,,-,3,,8,,139,,118,,10,,24,,49,,1161,,447,,"ARIZONA
(34.869712, -111.760902)",
WASHINGTON,2016,47,2,,0,,386,,222,,,-,,-,3,,152,,157,,,-,"WASHINGTON
(47.517368, -120.467672)",
SOUTH DAKOTA,2016,47,,-,1,,9,,74,,57,,,-,0,,2,,23,,281,,"SOUTH DAKOTA
(44.35371, -100.373709)",
LOUISIANA,2016,47,,-,0,,2,,8,,44,,,-,4,,16,,218,,197,,"LOUISIANA
(31.2931, -92.463284)",
CALIFORNIA,2016,47,,-,13,,30,,630,,888,,9,,36,,69,,1731,,2030,,"CALIFORNIA
(37.640735, -121.002435)",
GUAM,2016,47,,-,0,,0,,,-,,-,,-,0,,5,,,-,9,,"GUAM
(13.3532, 144.653198)",
NEW ENGLAND,2016,47,,-,5,,38,,315,,235,,1,,5,,13,,239,,245,,,
PENNSYLVANIA,2016,47,1,,4,,12,,201,,208,,,-,8,,27,,444,,372,,"PENNSYLVANIA
(40.789676, -77.858055)",
W.S. CENTRAL,2016,47,5,,21,,92,,911,,735,,28,,114,,497,,4705,,5657,,,
WYOMING,2016,47,,-,0,,2,,7,,38,,,-,0,,1,,5,,10,,"WYOMING
(43.23558, -108.110518)",
NEW YORK CITY,2016,47,6,,2,,9,,123,,99,,5,,7,,17,,376,,657,,NEW YORK CITY,
PACIFIC,2016,47,2,,19,,399,,1058,,1156,,10,,42,,190,,2020,,2195,,,
NORTH DAKOTA,2016,47,,-,1,,3,,35,,42,,,-,0,,2,,19,,23,,"NORTH DAKOTA
(47.475879, -100.121011)",
FLORIDA,2016,47,4,,3,,8,,157,,120,,8,,15,,32,,656,,1644,,"FLORIDA
(28.915325, -81.922409)",
E.S. CENTRAL,2016,47,2,,6,,15,,304,,270,,1,,15,,28,,708,,1325,,,
MISSOURI,2016,47,,-,0,,9,,9,,224,,,-,0,,52,,27,,949,,"MISSOURI
(38.636168, -92.566292)",
NEVADA,2016,47,,-,0,,2,,12,,58,,,-,0,,8,,13,,43,,"NEVADA
(39.491833, -117.070159)",
IDAHO,2016,47,1,,2,,12,,148,,141,,,-,1,,4,,37,,25,,"IDAHO
(43.680635, -114.364237)",
IOWA,2016,47,,-,3,,20,,283,,156,,,-,8,,31,,415,,595,,"IOWA
(42.46942, -93.815856)",
UNITED STATES,2016,47,30,,112,,549,,5855,,6144,,93,,369,,981,,16406,,20177,,,
NEW JERSEY,2016,47,,-,3,,7,,129,,129,,,-,4,,10,,190,,345,,"NEW JERSEY
(40.104655, -74.386686)",
ARKANSAS,2016,47,,-,1,,7,,86,,70,,3,,2,,9,,131,,91,,"ARKANSAS
(34.748745, -92.275105)",
S. ATLANTIC,2016,47,6,,11,,24,,532,,533,,12,,51,,130,,2281,,3856,,,
DIST. OF COL.,2016,47,,-,0,,1,,1,,4,,,-,0,,2,,4,,43,,DIST. OF COL.,
NORTH CAROLINA,2016,47,,-,0,,5,,39,,67,,,-,6,,34,,243,,281,,"NORTH CAROLINA
(35.47995, -79.180571)",
KANSAS,2016,47,,-,2,,7,,116,,114,,,-,4,,14,,214,,114,,"KANSAS
(38.345528, -98.201847)",
OKLAHOMA,2016,47,4,,2,,33,,128,,118,,2,,11,,124,,586,,841,,"OKLAHOMA
(35.468494, -97.521264)",
MASSACHUSETTS,2016,47,,-,2,,7,,115,,62,,1,,3,,8,,159,,148,,"MASSACHUSETTS
(42.268546, -72.085064)",
UTAH,2016,47,,-,1,,5,,67,,93,,,-,1,,5,,67,,35,,"UTAH
(39.359772, -111.584173)",
MARYLAND,2016,47,2,,1,,6,,71,,78,,1,,3,,9,,141,,214,,"MARYLAND
(39.290443, -76.612333)",
MOUNTAIN,2016,47,1,,11,,25,,532,,759,,12,,30,,54,,1475,,739,,,
NEW YORK,2016,47,4,,5,,16,,254,,174,,2,,4,,12,,196,,310,,"NEW YORK
(42.826892, -75.544286)",
WEST VIRGINIA,2016,47,,-,0,,3,,20,,21,,,-,0,,2,,10,,15,,"WEST VIRGINIA
(38.668501, -80.709421)",
C.N.M.I.,2016,47,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
HAWAII,2016,47,,-,0,,2,,21,,40,,,-,0,,5,,34,,77,,"HAWAII
(21.30992, -157.858158)",
E.N. CENTRAL,2016,47,3,,13,,83,,854,,874,,19,,65,,124,,2907,,2215,,,
DELAWARE,2016,47,,-,0,,2,,13,,5,,,-,1,,4,,58,,20,,"DELAWARE
(39.008676, -75.574561)",
MAINE,2016,47,,-,0,,3,,34,,28,,,-,0,,1,,2,,4,,"MAINE
(45.252223, -68.986647)",
OREGON,2016,47,,-,3,,12,,172,,219,,1,,2,,10,,94,,83,,"OREGON
(44.567912, -120.156945)",
OHIO,2016,47,2,,4,,14,,254,,238,,13,,22,,54,,1002,,539,,"OHIO
(40.056807, -82.405897)",
W.N. CENTRAL,2016,47,,-,12,,30,,642,,972,,3,,18,,98,,865,,2261,,,
VIRGINIA,2016,47,,-,2,,8,,99,,96,,,-,7,,22,,322,,278,,"VIRGINIA
(37.542699, -78.45822)",
DIST. OF COL.,2016,48,,-,0,,1,,1,,4,,,-,0,,2,,4,,45,,DIST. OF COL.,
MISSISSIPPI,2016,48,,-,0,,2,,23,,21,,,-,1,,5,,63,,94,,"MISSISSIPPI
(32.738663, -89.537312)",
UTAH,2016,48,,-,1,,5,,71,,94,,,-,1,,5,,73,,35,,"UTAH
(39.359772, -111.584173)",
W.S. CENTRAL,2016,48,8,,22,,92,,1010,,755,,95,,113,,497,,4826,,5850,,,
MASSACHUSETTS,2016,48,1,,2,,7,,118,,64,,3,,3,,8,,167,,154,,"MASSACHUSETTS
(42.268546, -72.085064)",
VIRGIN ISL.,2016,48,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
ILLINOIS,2016,48,,-,3,,61,,267,,174,,,-,12,,35,,518,,799,,"ILLINOIS
(40.477092, -88.993221)",
AMER. SAMOA,2016,48,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,AMER. SAMOA,
MARYLAND,2016,48,,-,1,,5,,67,,81,,4,,3,,9,,144,,222,,"MARYLAND
(39.290443, -76.612333)",
KENTUCKY,2016,48,1,,2,,5,,77,,67,,1,,4,,14,,237,,402,,"KENTUCKY
(37.64591, -84.774043)",
MOUNTAIN,2016,48,10,,11,,25,,549,,771,,8,,31,,54,,1512,,774,,,
NEVADA,2016,48,,-,0,,2,,12,,58,,,-,0,,8,,13,,43,,"NEVADA
(39.491833, -117.070159)",
PACIFIC,2016,48,2,,19,,399,,1099,,1167,,13,,41,,190,,2071,,2259,,,
MINNESOTA,2016,48,,-,0,,5,,,-,262,,,-,0,,21,,,-,229,,"MINNESOTA
(46.357661, -94.793397)",
C.N.M.I.,2016,48,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
TEXAS,2016,48,5,,16,,53,,785,,518,,51,,88,,363,,3847,,4705,,"TEXAS
(31.827233, -99.423022)",
NEW MEXICO,2016,48,,-,1,,6,,49,,33,,2,,2,,21,,195,,69,,"NEW MEXICO
(34.520396, -106.244402)",
ALASKA,2016,48,,-,0,,2,,13,,9,,,-,0,,1,,5,,5,,"ALASKA
(64.836661, -147.738891)",
GEORGIA,2016,48,1,,2,,8,,114,,105,,4,,14,,33,,680,,1213,,"GEORGIA
(32.836038, -83.631709)",
WASHINGTON,2016,48,2,,0,,386,,224,,,-,8,,3,,152,,165,,,-,"WASHINGTON
(47.517368, -120.467672)",
WISCONSIN,2016,48,,-,2,,10,,104,,220,,8,,14,,38,,693,,230,,"WISCONSIN
(44.395526, -89.834513)",
WEST VIRGINIA,2016,48,,-,0,,3,,20,,21,,,-,0,,2,,10,,15,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW YORK,2016,48,9,,4,,16,,263,,178,,4,,4,,12,,200,,312,,"NEW YORK
(42.826892, -75.544286)",
MID. ATLANTIC,2016,48,11,,14,,30,,726,,623,,10,,26,,46,,1242,,1713,,,
INDIANA,2016,48,,-,1,,8,,74,,131,,,-,4,,14,,215,,256,,"INDIANA
(39.76845, -86.156212)",
VERMONT,2016,48,,-,0,,2,,19,,27,,,-,0,,1,,2,,6,,"VERMONT
(43.622479, -72.51927)",
MISSOURI,2016,48,4,,6,,19,,303,,230,,9,,13,,75,,783,,1001,,"MISSOURI
(38.636168, -92.566292)",
PUERTO RICO,2016,48,,-,0,,0,,,-,2,,,-,0,,4,,20,,17,,"PUERTO RICO
(18.215692, -66.414655)",
TENNESSEE,2016,48,2,,4,,9,,186,,153,,,-,3,,13,,191,,210,,"TENNESSEE
(35.681402, -85.774444)",
KANSAS,2016,48,,-,2,,7,,111,,119,,,-,4,,14,,214,,124,,"KANSAS
(38.345528, -98.201847)",
NORTH DAKOTA,2016,48,1,,1,,3,,37,,42,,,-,0,,2,,19,,24,,"NORTH DAKOTA
(47.475879, -100.121011)",
ARIZONA,2016,48,3,,3,,8,,144,,119,,5,,24,,49,,1179,,477,,"ARIZONA
(34.869712, -111.760902)",
SOUTH DAKOTA,2016,48,,-,1,,9,,75,,58,,,-,0,,2,,23,,283,,"SOUTH DAKOTA
(44.35371, -100.373709)",
CALIFORNIA,2016,48,,-,13,,30,,667,,898,,5,,34,,69,,1773,,2085,,"CALIFORNIA
(37.640735, -121.002435)",
MONTANA,2016,48,5,,2,,15,,115,,81,,,-,0,,2,,9,,12,,"MONTANA
(47.062617, -109.430168)",
PENNSYLVANIA,2016,48,,-,4,,12,,203,,213,,,-,9,,27,,470,,384,,"PENNSYLVANIA
(40.789676, -77.858055)",
DELAWARE,2016,48,,-,0,,2,,13,,5,,,-,1,,4,,58,,20,,"DELAWARE
(39.008676, -75.574561)",
OREGON,2016,48,,-,3,,12,,174,,220,,,-,1,,10,,94,,91,,"OREGON
(44.567912, -120.156945)",
WYOMING,2016,48,,-,0,,2,,7,,38,,,-,0,,1,,5,,10,,"WYOMING
(43.23558, -108.110518)",
NEW ENGLAND,2016,48,2,,5,,38,,319,,237,,4,,5,,13,,249,,251,,,
S. ATLANTIC,2016,48,4,,11,,25,,543,,547,,28,,52,,130,,2354,,3951,,,
NEW YORK CITY,2016,48,2,,2,,9,,125,,100,,6,,7,,17,,382,,665,,NEW YORK CITY,
ARKANSAS,2016,48,1,,1,,7,,87,,71,,,-,2,,9,,131,,92,,"ARKANSAS
(34.748745, -92.275105)",
LOUISIANA,2016,48,,-,0,,2,,8,,44,,,-,4,,16,,218,,201,,"LOUISIANA
(31.2931, -92.463284)",
MICHIGAN,2016,48,,-,3,,12,,173,,119,,,-,11,,25,,527,,468,,"MICHIGAN
(44.66399, -84.711206)",
UNITED STATES,2016,48,50,,121,,549,,6375,,6254,,213,,383,,981,,17588,,20816,,,
IDAHO,2016,48,2,,2,,12,,151,,149,,1,,0,,4,,38,,28,,"IDAHO
(43.680635, -114.364237)",
FLORIDA,2016,48,2,,3,,8,,160,,125,,16,,15,,32,,672,,1670,,"FLORIDA
(28.915325, -81.922409)",
NEW HAMPSHIRE,2016,48,,-,0,,3,,18,,28,,,-,0,,1,,9,,5,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
RHODE ISLAND,2016,48,,-,0,,2,,10,,9,,1,,0,,2,,24,,27,,"RHODE ISLAND
(41.707447, -71.522488)",
IOWA,2016,48,,-,3,,20,,287,,156,,1,,7,,31,,419,,614,,"IOWA
(42.46942, -93.815856)",
COLORADO,2016,48,,-,0,,4,,,-,199,,,-,0,,4,,,-,100,,"COLORADO
(38.841772, -106.132562)",
OKLAHOMA,2016,48,2,,2,,33,,130,,122,,44,,11,,124,,630,,852,,"OKLAHOMA
(35.468494, -97.521264)",
NEW JERSEY,2016,48,,-,3,,7,,135,,132,,,-,4,,10,,190,,352,,"NEW JERSEY
(40.104655, -74.386686)",
CONNECTICUT,2016,48,,-,1,,34,,119,,81,,,-,1,,4,,45,,55,,"CONNECTICUT
(41.544654, -72.651713)",
E.N. CENTRAL,2016,48,2,,14,,83,,874,,887,,39,,66,,126,,2984,,2317,,,
E.S. CENTRAL,2016,48,4,,6,,15,,314,,277,,4,,15,,28,,722,,1343,,,
MAINE,2016,48,1,,0,,3,,35,,28,,,-,0,,1,,2,,4,,"MAINE
(45.252223, -68.986647)",
GUAM,2016,48,,-,0,,0,,,-,,-,,-,0,,5,,,-,9,,"GUAM
(13.3532, 144.653198)",
SOUTH CAROLINA,2016,48,,-,0,,2,,23,,38,,2,,3,,44,,179,,187,,"SOUTH CAROLINA
(34.009286, -81.037094)",
ALABAMA,2016,48,1,,0,,3,,28,,36,,3,,5,,14,,231,,637,,"ALABAMA
(32.839182, -86.631125)",
NEBRASKA,2016,48,2,,2,,10,,128,,123,,2,,3,,14,,170,,83,,"NEBRASKA
(41.640503, -99.367122)",
NORTH CAROLINA,2016,48,,-,1,,5,,44,,69,,,-,7,,34,,280,,297,,"NORTH CAROLINA
(35.47995, -79.180571)",
VIRGINIA,2016,48,1,,2,,8,,101,,99,,2,,7,,22,,327,,282,,"VIRGINIA
(37.542699, -78.45822)",
W.N. CENTRAL,2016,48,7,,17,,41,,941,,990,,12,,34,,98,,1628,,2358,,,
HAWAII,2016,48,,-,0,,2,,21,,40,,,-,0,,5,,34,,78,,"HAWAII
(21.30992, -157.858158)",
OHIO,2016,48,2,,4,,14,,256,,243,,31,,22,,54,,1031,,564,,"OHIO
(40.056807, -82.405897)",
PENNSYLVANIA,2016,49,,-,4,,12,,205,,219,,3,,8,,27,,475,,391,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEVADA,2016,49,1,,0,,2,,13,,58,,,-,0,,8,,13,,44,,"NEVADA
(39.491833, -117.070159)",
S. ATLANTIC,2016,49,5,,11,,30,,577,,551,,32,,52,,130,,2425,,4019,,,
CONNECTICUT,2016,49,,-,1,,34,,121,,81,,,-,1,,4,,47,,56,,"CONNECTICUT
(41.544654, -72.651713)",
NORTH DAKOTA,2016,49,,-,1,,3,,37,,43,,,-,0,,2,,19,,24,,"NORTH DAKOTA
(47.475879, -100.121011)",
VERMONT,2016,49,,-,0,,2,,19,,29,,,-,0,,1,,2,,6,,"VERMONT
(43.622479, -72.51927)",
ARIZONA,2016,49,5,,3,,8,,150,,119,,5,,23,,49,,1189,,486,,"ARIZONA
(34.869712, -111.760902)",
HAWAII,2016,49,,-,0,,3,,25,,40,,,-,0,,5,,37,,78,,"HAWAII
(21.30992, -157.858158)",
NEW YORK CITY,2016,49,3,,2,,9,,128,,103,,7,,7,,17,,389,,670,,NEW YORK CITY,
KANSAS,2016,49,,-,2,,7,,112,,121,,1,,4,,14,,217,,135,,"KANSAS
(38.345528, -98.201847)",
NEW ENGLAND,2016,49,1,,5,,38,,324,,241,,,-,5,,13,,254,,255,,,
ALASKA,2016,49,,-,0,,2,,13,,9,,,-,0,,1,,5,,5,,"ALASKA
(64.836661, -147.738891)",
UNITED STATES,2016,49,39,,123,,549,,6513,,6338,,128,,380,,981,,17916,,21422,,,
ALABAMA,2016,49,,-,0,,3,,29,,37,,2,,5,,14,,233,,651,,"ALABAMA
(32.839182, -86.631125)",
