the_geom,OBJECTID,BusinessName,Address,Suite,City,State,Zip,PhoneNumber,BusinessType,OwnerName,LocationX,LocationY
POINT (-90.065108310929 29.948111175216),1337763,GORDON BIERSCH BREW REST-,200 POYDRAS ST,,NEW ORLEANS,LA,70130,423-752-1973,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BIG RIVER BREWERIES, INC",3682469.45116,528843.14304
POINT (-90.089487055463 29.963691701016),1338390,THE RUBY SLIPPER CAFE,315 S BROAD ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"RSC BROAD ST,LLC",3674687.7492,534424.180933
POINT (-90.060878638485 29.962203541969),1337417,BENNACHIN RESTAURANT,1212 ROYAL ST,,NEW ORLEANS,LA,70116,504-236-6315,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FANTA TAMBAJANG,3683751.98396,533982.492229
POINT (-90.025441724898 29.927311712994),1337634,DAT'S CAJUN SEAFOOD,3020 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70114,504-362-8252,1104 - FISH & SEAFOOD MARKETS,"DAT'S CAJUN SEAFOOD, LLC",3695117.25763,521420.949497
POINT (-90.068993051597 29.954679199863),1337711,FELIX'S RESTAURANT & OYSTER BAR,739 IBERVILLE ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),739 IBERVILLE LLC,3681212.88879,531217.92205
POINT (-90.103059622398 30.003716901202),1337653,DIXIE CHICKEN & RIBS,6264 ARGONNE BLVD,,NEW ORLEANS,LA,70124,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DIXIE CHICKEN &  RIBS LLC,3670234.01422,548932.527507
POINT (-90.020665869878 30.010995905738),1337662,DOMINO'S PIZZA #5224,3931 DOWNMAN RD,,NEW ORLEANS,LA,70126,504-246-3030,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),RPM PIZZA INC,3696281.35837,551868.817942
POINT (-90.101177667709 29.975416242294),1337504,CAFE' MINH,4139 CANAL ST,,NEW ORLEANS,LA,70119,504-722-2407,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CAFE' MINH INC.,3670940.32065,538647.684233
POINT (-90.067736931761 29.954573486532),1337797,HOTEL MONTELEONE,214 ROYAL ST,,NEW ORLEANS,LA,70130,504-681-4487,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NEW HOTEL MONTELEONE LLC,3681611.07157,531183.872066
POINT (-90.109112636958 29.927178276881),1338069,ORLEANS CLUB,5005 ST CHARLES AVE,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ORLEANS CLUB,3668615.58574,521079.600121
POINT (-90.066102056126 29.950853045913),1338495,WOW CAFE & WINGERY,300 CANAL ST,SUITE R,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MAGNOLIA HOSPITALITY,LLC",3682143.72834,529836.705729
POINT (-90.071182335662 29.94993606098),1337694,EMPIRE STATE DELICATESSEN,701 POYDRAS ST,130,NEW ORLEANS,LA,70130,504-412-8521,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),EMPIRE STATE DELICATESSELLC,3680538.63643,529485.499841
POINT (-90.076989294557 29.951922709288),1338216,SAJ CAFE,4124-26 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MONA'S CAFE MAGAZINE,LLC",3678691.8167,530187.70942
POINT (-90.113140304028 29.946338192805),1338120,PIZZA HUT #30965,6223 S CLAIBORNE AVE,STE B,NEW ORLEANS,LA,70125,601-445-9710,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),HORIZON RIVER RESTAURANTS-30965,3667265.64916,528033.254591
POINT (-90.11144328261 30.020376162163),1337432,BLUE FIN POKE,143 ROBERT E LEE BLVD,,NEW ORLEANS,LA,70124,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BLUE FIN POKE LLC,3667515.96903,554962.130456
POINT (-90.075916384547 29.97595460537),1338073,PAGODA CAFE,1430 N DORGENOIS ST,,NEW ORLEANS,LA,70119,504-644-4178,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),PAGODA CAFE LLC,3678935.67144,538930.334666
POINT (-90.115357813189 30.020384046247),1338122,PIZZA HUT #31002,7211 REGENT ST,,NEW ORLEANS,LA,70124,(601) 445-9710,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"HORIZON RIVER RESTAURANTS, LLC",3666277.18855,554951.808856
POINT (-90.088190610082 29.961695505466),1337704,FARMACY,2540 BANKS ST,,NEW ORLEANS,LA,70119,504-628-0557,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),STRANGE BREW NOLA LLC,3675106.12859,533702.746885
POINT (-90.078736989494 29.946278953584),1337867,LA GRAND CAFE/SUBWAY #15296,1001 LOYOLA AVE,,NEW ORLEANS,LA,70113,504-780-8027,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),GFM INC,3678160.85288,528129.367999
POINT (-90.048903713511 29.952004463409),1338338,THE APPETITE REPAIR SHOP,400 VALLETTE ST,,NEW ORLEANS,LA,70114,504-430-7182,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),ICONOCOOK LLC,3687585.20246,530316.042434
POINT (-90.065626020747 29.952418781487),1338088,PAPA'S PIZZA,201 N PETERS ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"JR MMOS,INC",3682288.17442,530407.731458
POINT (-90.063091997607 29.958430732245),1338020,MURIEL'S,801 CHARTRES ST,,NEW ORLEANS,LA,70116,415-227-2000,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),MURIEL'S NEW ORLEANS LLC,3683066.37173,532602.783684
POINT (-90.101059806132 29.920599780464),1337521,CASAMENTO'S RESTAURANT,4330 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-895-9761,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CASAMENTO'S RESTAURANT LLC,3671192.00404,518714.760695
POINT (-90.09968286588 29.975910601386),1337660,DOMINO'S PIZZA #5212,215 N CARROLLTON AVE,,NEW ORLEANS,LA,70119,504-488-6661,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),RPM PIZZA INC,3671411.62715,538832.544393
POINT (-89.944150215387 29.984568796425),1338089,PARADISE RESTAURANT,2101 PARIS RD,,NEW ORLEANS,LA,70129,504-277-8054,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FISHERMAN'S PARADISE HARMARINA INC,3720613.15263,542544.505997
POINT (-90.133404583286 29.944159119817),1337405,BASKIN-ROBBINS RIVERBEND,706 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),AAISAKREEM LLC,3660856.56461,527173.089407
POINT (-90.057801171846 29.962795487197),1337933,MAISON DE LA MUSIQUE,508 FRENCHMEN ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SHORELEAVE LLC,3684724.01282,534208.579333
POINT (-90.068705708319 29.977526612179),1337794,HOOKS CATCHING & FRYING,2100 ST BERNARD AVE,,NEW ORLEANS,LA,70119,504 515-5555,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),HOOKS CATCHING & FRYING INC,3681212.18332,539527.09889
POINT (-90.057936447488 29.964384111481),1337943,MARIGNY BRASSERIE,640 FRENCHMEN ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SOUTHEAST RESTAURANT GROUP-MARIGNY,LLC",3684674.75036,534785.78471
POINT (-90.074906171543 29.941832770737),1338373,THE NEUTRAL GROUND BAR AND GRILL,1638 CLIO ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"NEUTRAL GROUND NOLA, LLC",3679391.76539,526525.877054
POINT (-90.076989294557 29.951922709288),1337792,HOLY CREPES !,1100 N PETERS ST,STE 23,NEW ORLEANS,LA,70116,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"CREPES ON THE MARKET, LLC",3678691.8167,530187.70942
POINT (-90.096897334108 29.977332148341),1337585,CMRG NOLA 3 LLC,520 N CARROLLTON AVE,,NEW ORLEANS,LA,70119,214-770-0217,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CMRG NOLA 3 LLC,3672287.9202,539358.979274
POINT (-90.068760115193 29.954188229865),1337646,DICKIE BRENNAN'S STEAK HOUSE,716 IBERVILLE ST,,NEW ORLEANS,LA,70130,504-521-8313,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SEVEN SIXTEEN IBERVILLE LLC,3681288.61973,531040.201474
POINT (-90.085880140905 29.967637932552),1337424,BIG MOUTH POBOYS,301 N BROAD ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SWEET THINGS OF LOUISIANA INC,3675814.17819,535871.595591
POINT (-90.099826237006 29.920832340995),1338047,NOMIYA,4226 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"NOMIYA, LLC",3671581.84583,518803.532471
POINT (-90.071451314687 29.947193094949),1337528,CBD SOCIAL,709 ST CHARLES AVE,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SCORPIONE,LC",3680464.44328,528487.118912
POINT (-90.1086134032 29.924486661648),1338432,"UNCERTAIN ENTERPRISES, LLC",4930 PRYTANIA ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),GRACIOUS BAKERY,3668784.1771,520102.519608
POINT (-90.082706506995 29.926252649772),1338272,STARBUCKS COFFEE #6314,2801 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),STARBUCKS CORPORATION,3676983.25518,520833.333881
POINT (-90.076989294557 29.951922709288),1338361,THE ITALIAN BARREL,430 BARRACKS ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE ITALIAN BARREL LLC,3678691.8167,530187.70942
POINT (-90.103261861778 29.920570455513),1337640,DEL FUEGO TAQUERIA,4518 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FDSQUARED LLC,3670494.58324,518696.602167
POINT (-90.066885889211 29.9571377448),1338442,VIEUX CARRE PIZZA EXPRESS,504 BOURBON ST,,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),BOURBON PIZZA LLC,3681870.2541,532119.308163
POINT (-90.084782719301 29.96417887282),1337890,LEGENDS NEW ORLEANS,2501 CANAL ST,,NEW ORLEANS,LA,70119,504-237-3097,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LEGENDS NEW ORLEANS LLC,3676175.34504,534617.53479
POINT (-90.054206857653 30.028183997923),1338290,SUBWAY #0403,6600 FRANKLIN AVE,,NEW ORLEANS,LA,70122,504-286-8483,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JALARAM 0403 LLC,3685596.64431,557999.040667
POINT (-90.067195809343 29.971623071319),1337358,AJ'S JAZZY GRILL,1525 N CLAIBORNE AVE,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),AJ'S JAZZY GRILL LLC,3681713.91413,537385.627336
POINT (-90.114826983546 30.02071017857),1337987,MING'S,7224 PONTCHARTRAIN BLVD,,NEW ORLEANS,LA,70124,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MING'S, LLC",3666443.90785,555072.189977
POINT (-90.076989294557 29.951922709288),1338358,THE HALAL GUYS,301 ST. CHARLES AVE,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),TMJ HG LLC,3678691.8167,530187.70942
POINT (-90.104153464658 30.003978045518),1338174,REGINELLI'S PIZZERIA,874 HARRISON AVE,,NEW ORLEANS,LA,70122,504-835-6613,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LAKEVIEW CAFE, INC",3669886.7922,549023.774867
POINT (-90.079206766647 29.940849225384),1338417,TOUPS SOUTH,1504 ORETHA CASTLE HALEY BLVD,,NEW ORLEANS,LA,70113,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"TOUPS SOUTH, LLC",3678033.69269,526153.291582
POINT (-90.042853529368 29.963832058083),1338225,SATSUMA,3218 DAUPHINE ST,,NEW ORLEANS,LA,70117,504-261-8415,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),PETIT BOURGEOISIE LLC,3689452.64041,534638.50855
POINT (-90.067502204836 29.946633310804),1338257,ST JAMES CHEESE CO,641 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SJCC WAREHOUSE,LLC",3681717.29672,528297.355072
POINT (-90.057297694048 29.968425761095),1338356,THE GALLERY @ 2128,2128 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE GALLERY @ 2128 LLC,3684860.62908,536257.729607
POINT (-90.059980588928 29.960024699721),1337720,FLAMBO BURGERS-BAR,1101 DECATUR ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"FLAMBO BURGERS-BAR, LLC",3684045.14012,533193.34394
POINT (-90.066739907919 29.949956090691),1338181,RESTAURANT AUGUST,301 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70130,504-299-9777,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BESH RESTAURANT GROUP LLC,3681945.34581,529508.306561
POINT (-90.064606764668 30.029000546539),1337538,CHARTWELLS/BUILD COFFEE,2000 ALUMNI DR,102,NEW ORLEANS,LA,70148,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"COMPASS GROUP USA, INC",3682302.58831,558259.384604
POINT (-90.078588616712 29.952166865222),1338323,TACO DEL-MAR,1515 POYDRAS ST,1ST FLR,NEW ORLEANS,LA,70112,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),CRESCENT INVESTMENT GROUP LLC,3678184.39451,530270.944065
POINT (-90.065459072547 29.947705033795),1337938,MANNINGS RESTAURANT,519 FULTON ST,,NEW ORLEANS,LA,70130,504-533-6118,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JCC FULTON DEVEPLOPMENT LLC.,3682360.00732,528694.225984
POINT (-90.076989294557 29.951922709288),1338015,MR. ED'S OYSTER BAR & FISH HOUSE,512 BIENVILLE ST,,NEW ORLEANS,LA,70130,504-874-7878,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"512 BIENVILLE, LLC",3678691.8167,530187.70942
POINT (-90.068669010201 29.95197776905),1338166,"RED GRAVY, LLC",125 CAMP ST,,NEW ORLEANS,LA,70118,504-561-8844,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"RED GRAVY, LLC",3681326.34076,530236.715137
POINT (-90.076989294557 29.951922709288),1337388,AVO,5908 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"TWO BOOTS,LLC",3678691.8167,530187.70942
POINT (-90.076989294557 29.951922709288),1338094,PEEWEE'S CRABCAKES ON THE GO,2908 MARTIN LUTHER KING JR BLVD,,NEW ORLEANS,LA,70113,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"PEEWEE CRAB CAKES ON THE GO,LLC",3678691.8167,530187.70942
POINT (-89.926613166867 30.030608150122),1337373,APPLEGOLD BUFFET,13344 CHEF MENTEUR HWY,STE J,NEW ORLEANS,LA,70129,504-251-2474,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),APPLEGOLD INC,3725959.09881,559353.725917
POINT (-90.076989294557 29.951922709288),1338297,SUBWAY SANDWICH,1515 POYDRAS STREET,#16,NEW ORLEANS,LA,70112,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),CRESCENT INVST. GROUP LLC,3678691.8167,530187.70942
POINT (-90.074991157744 29.953550921348),1337924,MA MOMMAS AT THE PYTHIAN,234 LOYOLA AVE,,NEW ORLEANS,LA,70112,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),MA MOMMAS AT THE PYTHIAN MARKET LLC,3679318.05544,530786.730434
POINT (-90.07668331106 29.976411053257),1337507,CAJUN KING SEAFOOD,2514 BAYOU RD,,NEW ORLEANS,LA,70116,504-945-1515,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BAYOU NOLA LLC,3678691.0507,539093.65281
POINT (-90.088304417458 29.960551950223),1337387,AVERYS PO BOYS,2510 TULANE AVE,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"AVERY'S PO BOYS,LLC",3675074.61179,533286.515396
POINT (-90.098125957116 29.976176340146),1337808,IKURA HIBACHI & SUSHI,310 N CARROLLTON AVE,STE #100,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"PJY HOLDINGS,LLC",3671903.48673,538934.487562
POINT (-90.082248708116 29.971126355924),1337899,LILLIE'S BAR & BREAKFAST,740 N BROAD ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"FARVE, LILLIE MAE",3676950.09659,537152.654408
POINT (-90.016629548395 29.921953063197),1338135,POPEYES FAMOUS FRIED CHICKEN  #2079,3825 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70114,9053396010,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),AMERICA'S FAVORITE CHICK,3697930.83344,519504.331767
POINT (-90.064887965337 29.945617374906),1338056,OMNI RIVERFRONT HOTEL,701 CONVENTION CENTER BLVD,,NEW ORLEANS,LA,70130,504-681-1001,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"RIVERFRONT LODGING, LLC",3682549.2685,527937.079423
POINT (-90.117261179562 30.005958939059),1337908,LOTUS BISTRO LLC,203 W HARRISON AVE,,NEW ORLEANS,LA,70124,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LOTUS BISTRO LLC,3665730.54023,549699.843028
POINT (-90.003432390072 29.931801966673),1337659,DOMINO'S PIZZA #5210,4855 GENERAL MEYER AVE,,NEW ORLEANS,LA,70131,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),RPM PIZZA INC,3702069.57719,523133.996411
POINT (-90.113313916052 29.946797134461),1338086,PAPA JOHN'S #622,3117 CALHOUN ST,,NEW ORLEANS,LA,70125,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"PJ OPS LOUISIANA,LLC",3667208.89204,528199.557952
POINT (-90.067374299373 29.961425618069),1337593,CONGO SQUALE COFFEE HOUSE,806 N RAMPART ST,,NEW ORLEANS,LA,70116,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),CONGO SQUALE COFFEE HOUSE,3681698.37288,533676.828421
POINT (-90.049373066585 29.962777493564),1338141,PRESS STREET STATION,2800 CHARTRES ST,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE NOCCA INSTITUTE CULINARY,3687392.67823,534231.840837
POINT (-90.076989294557 29.951922709288),1337433,BLUE GIANT NOLA,1300 MAGAZINE STREET,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BLUE GIANT NOLA, LLC",3678691.8167,530187.70942
POINT (-90.117785611637 29.921444418264),1337651,DISTRICT HAND PIE AND COFFEE BAR,5637 MAGAZINE ST,,NEW ORLEANS,LA,70115,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),TURNCHANGE LLC,3665890.58336,518965.310519
POINT (-90.084902802572 29.930049867601),1338276,STILL PERKIN,2727 PRYTANIA ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MRFKAR, INC",3676272.54056,522206.552826
POINT (-90.071759351188 29.95531113696),1338385,THE RUBY SLIPPER CAFE,1005 CANAL ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RSC DOWNTOWN 2 LLC,3680334.39227,531438.062787
POINT (-90.039949175103 29.945304050512),1338327,TAPEH'S WATERICE,1624 NEWTON ST,,NEW ORLEANS,LA,70114,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"TAPEH'S WATERICE,LLC",3690448.28604,527911.431103
POINT (-90.048769626037 29.974592056134),1337666,DOMINOS PIZZA #5236,1620 FRANKLIN AVE,,NEW ORLEANS,LA,70117-7727,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),R P M PIZZA INC,3687535.58236,538530.191881
POINT (-90.103997190088 29.920356753708),1337862,LA BOULANGERIE,4600 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LRP BAKERY,LLC",3670262.49025,518616.392695
POINT (-89.9707219108 30.030476149585),1337844,JULIE'S KITCHEN,5609 READ BLVD,,NEW ORLEANS,LA,70127,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),JULIE HOA CORPORATION,3712003.15192,559137.069532
POINT (-90.061685102686 29.958476313762),1337939,MANOLITO,508 DUMAINE ST,UNIT:A,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),PALABRA LLC,3683511.67279,532624.29978
POINT (-90.073081765677 29.932721505224),1337549,CHERRY COFFEE ROASTER,1581 MAGAZINE ST,,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"LITTLE CHERRY,LLC",3680005.98984,523219.042619
POINT (-90.059725621492 29.961903957193),1337884,LE RICHELIEU CORP,1234 CHARTRES ST,A,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LE RICHELIEU CORP       FRANK ROCHEFORT,3684118.27682,533877.608325
POINT (-90.060363618688 29.998739458044),1337470,BURGER ORLEANS & CAJUN SEAFOOD,3105 GENTILLY BLVD,,NEW ORLEANS,LA,70122,504-288-9585,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SONG THU CORPORATION,3683767.45666,547270.144017
POINT (-90.074353187623 29.948378537828),1338130,POKE LOA,939 GIROD ST,,NEW ORLEANS,LA,70113,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),POKE LOA SOUTH MARKET LLC,3679540.74101,528908.080576
POINT (-90.076989294557 29.951922709288),1338430,UGLY DOG SALOON & BBQ,401 ANDREW HIGGINS ST,,NEW ORLEANS,LA,70130,504-569-8459,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SALOON PROMOTIONS INC,3678691.8167,530187.70942
POINT (-90.088813687171 29.929605952739),1338353,THE ELMS MANSION,3029 ST CHARLES AVE,,NEW ORLEANS,LA,70115,504-250-3747,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE VAN BENTHUYSEN-ELMS MANSION,3675035.57947,522031.654074
POINT (-90.024446490301 30.024509872329),1337535,CHARLIE'S CHINESE CUISINE,7136 DOWNMAN RD,,NEW ORLEANS,LA,70126,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),CHARLIE & TSUI LLC,3695028.74704,556769.330202
POINT (-90.0962251928 29.917423691728),1337401,BARRACUDA,3984 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BARRACUDA #1 LLC,3672735.91169,517576.32223
POINT (-90.064755859022 30.026307114352),1337542,CHARTWELLS/P HALL MARKET,6601 ST ANTHONY AVE,101,NEW ORLEANS,LA,70148,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"COMPASS GROUP, USA INC",3682266.25551,557279.421083
POINT (-90.079231892309 29.934769287448),1338352,THE EIFFEL SOCIETY,2040 ST CHARLES AVE,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LVX NEW ORLEANS LLC,3678049.93326,523942.318268
POINT (-90.102129423963 29.959897201701),1337765,GRACIOUS BAKERY + CAFE,1000 S JEFFERSON DAVIS PKWY,STE 100,NEW ORLEANS,LA,70125,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"GRACIOUS, LLC",3670699.63995,533001.12314
POINT (-90.063233957185 29.956002452179),1338317,T'S PIZZA & PASTA,600 DECATUR ST,# 206 B,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"TOMMY PHAM, INC",3683031.20853,531719.273731
POINT (-90.058320516529 29.9610810131),1337494,CAFE FLEUR DE LIS,91 FRENCH MARKET PL,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MIAMI NOLA ENTERPRISES, LLC",3684566.50978,533583.303365
POINT (-90.109016373523 30.005088629875),1337369,ANOTHER BROKEN EGG CAFE,607 HARRISON AVE,,NEW ORLEANS,LA,70124,504-301-4667,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"COJAK INVESTMENTS OF HARRISON, LLC",3668343.36148,549411.150611
POINT (-90.079071202837 29.928013158585),1337994,MOLLY’S RISE AND SHINE,2368 MAGAZINE ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),MOLLY’S RISE AND SHINE,3678127.71899,521486.103929
POINT (-90.056651250361 29.973193122212),1338379,THE PATIO,1525 ELYSIAN FIELDS AVE,STE: C,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE PATIO AT MELBA'S LLC,3685045.98549,537993.599241
POINT (-90.071244457393 29.981859509661),1337573,CHURCH'S CHICKEN #96,2506 ST BERNARD AVE,,NEW ORLEANS,LA,70119,504-943-9588,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CAJUN OPERATING COMPANY,3680391.10146,541093.844044
POINT (-90.030656454388 29.966741341631),1338248,SOLO ESPRESSO,1301 POLAND AVE,,NEW ORLEANS,LA,70117,786-298-9570,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"SOLO ESPRESSO,LLC",3693302.52841,535740.128391
POINT (-90.065944165414 29.953537452824),1337699,ESTRELLA,237 DECATUR ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"237 DECATUR,LLC",3682182.9302,530813.406914
POINT (-90.078504334393 29.968093610352),1337669,DOOKY CHASE RESTURANT,2301 ORLEANS AVE,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DOOKY CHASE INC,3678147.65941,536062.796423
POINT (-90.104365423525 29.949195029681),1337687,EL PAVO REAL,4401 S BROAD ST,,NEW ORLEANS,LA,70125,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BROADMOOR ZOCALO,LLC",3670033.37159,529101.8064
POINT (-90.040950053539 29.930044696607),1338193,ROBINSON DELI,1525 ERIE ST,,NEW ORLEANS,LA,70114,504-570-8479,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"ROBINSON, JOHN",3690193.90774,522359.02041
POINT (-90.119126606501 30.005551168206),1338190,RIZZUTO'S RISTORANTE & CHOPHOUSE,6262 FLEUR-DE-LIS DR,,NEW ORLEANS,LA,70124,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FLEUR DE LIS RESTAURANT LLC,3665141.71309,549545.299411
