inci_no,Alm_Date,Address,Inci_type,Content_Loss,Property_Loss,Total_Loss,Pre_Inci_Value,Saved
16699,6/9/2016,1426 CENTRAL N/A City of Louisville KY 40215,111 - Building fire,0,4000,4000,100000,96000
16657,6/9/2016,2216 W OAK N/A City of Louisville KY 40210,111 - Building fire,0,10000,10000,10000,0
16656,6/9/2016,1036 HIGHLAND N/A City of Louisville KY 40204,111 - Building fire,200,0,200,NULL,NULL
16656,6/9/2016,1036 HIGHLAND N/A City of Louisville KY 40204,111 - Building fire,200,0,200,NULL,NULL
16657,6/9/2016,2216 W OAK N/A City of Louisville KY 40210,111 - Building fire,0,10000,10000,10000,0
16699,6/9/2016,1426 CENTRAL N/A City of Louisville KY 40215,111 - Building fire,0,4000,4000,100000,96000
16709,6/9/2016,1824 DIXDALE N/A City of Louisville KY 40210,"113 - Cooking fire, confined to container",1000,800,1800,90000,88200
16709,6/9/2016,1824 DIXDALE N/A City of Louisville KY 40210,"113 - Cooking fire, confined to container",1000,800,1800,90000,88200
16699,6/9/2016,1426 CENTRAL N/A City of Louisville KY 40215,111 - Building fire,0,4000,4000,100000,96000
16657,6/9/2016,2216 W OAK N/A City of Louisville KY 40210,111 - Building fire,0,10000,10000,10000,0
16656,6/9/2016,1036 HIGHLAND N/A City of Louisville KY 40204,111 - Building fire,200,0,200,NULL,NULL
16736,6/10/2016,3539 RIVER PARK N/A City of Louisville KY 40211,111 - Building fire,0,1000,1000,25900,24900
16736,6/10/2016,3539 RIVER PARK N/A City of Louisville KY 40211,111 - Building fire,0,1000,1000,25900,24900
16736,6/10/2016,3541 RIVER PARK N/A City of Louisville KY 40211,111 - Building fire,5000,30000,35000,30120,-4880
16736,6/10/2016,3541 RIVER PARK N/A City of Louisville KY 40211,111 - Building fire,5000,30000,35000,30120,-4880
16736,6/10/2016,3539 RIVER PARK N/A City of Louisville KY 40211,111 - Building fire,0,1000,1000,25900,24900
16736,6/10/2016,3541 RIVER PARK N/A City of Louisville KY 40211,111 - Building fire,5000,30000,35000,30120,-4880
16952,6/11/2016,627 ERVAY n/a City of Louisville KY 40217,"150 - Outside rubbish fire, other",100,1000,1100,1000,-100
16943,6/11/2016,1021 BAXTER 1 City of Louisville KY 40204,111 - Building fire,0,1000,1000,112180,111180
16943,6/11/2016,1021 BAXTER 1 City of Louisville KY 40204,111 - Building fire,0,1000,1000,112180,111180
16952,6/11/2016,627 ERVAY n/a City of Louisville KY 40217,"150 - Outside rubbish fire, other",100,1000,1100,1000,-100
16952,6/11/2016,627 ERVAY n/a City of Louisville KY 40217,"150 - Outside rubbish fire, other",100,1000,1100,1000,-100
16943,6/11/2016,1021 BAXTER 1 City of Louisville KY 40204,111 - Building fire,0,1000,1000,112180,111180
17075,6/12/2016,2402 CLARENDON n/a City of Kingsley KY 40205,111 - Building fire,10000,50000,60000,160000,100000
17122,6/12/2016,1206 S PRESTON 4 City of Louisville KY 40203,"113 - Cooking fire, confined to container",500,0,500,NULL,NULL
17075,6/12/2016,2402 CLARENDON n/a City of Kingsley KY 40205,111 - Building fire,10000,50000,60000,160000,100000
17122,6/12/2016,1206 S PRESTON 4 City of Louisville KY 40203,"113 - Cooking fire, confined to container",500,0,500,NULL,NULL
17122,6/12/2016,1206 S PRESTON 4 City of Louisville KY 40203,"113 - Cooking fire, confined to container",500,0,500,NULL,NULL
17075,6/12/2016,2402 CLARENDON n/a City of Kingsley KY 40205,111 - Building fire,10000,50000,60000,160000,100000
17328,6/14/2016,N 6TH City of Louisville KY 40202,131 - Passenger vehicle fire,0,1500,1500,1500,0
17334,6/14/2016,2500 PORTLAND none City of Louisville KY 40212,111 - Building fire,0,5000,5000,400000,395000
17334,6/14/2016,2500 PORTLAND none City of Louisville KY 40212,111 - Building fire,0,5000,5000,400000,395000
17328,6/14/2016,N 6TH City of Louisville KY 40202,131 - Passenger vehicle fire,0,1500,1500,1500,0
17328,6/14/2016,N 6TH City of Louisville KY 40202,131 - Passenger vehicle fire,0,1500,1500,1500,0
17334,6/14/2016,2500 PORTLAND none City of Louisville KY 40212,111 - Building fire,0,5000,5000,400000,395000
17752,6/18/2016,301 ROCK CLIFF 3 City of Louisville KY 40218,111 - Building fire,2500,10000,12500,300000,287500
17752,6/18/2016,301 ROCK CLIFF 3 City of Louisville KY 40218,111 - Building fire,2500,10000,12500,300000,287500
17752,6/18/2016,301 ROCK CLIFF 3 City of Louisville KY 40218,111 - Building fire,2500,10000,12500,300000,287500
17922,6/20/2016,418 W ORMSBY 201 City of Louisville KY 40203,111 - Building fire,0,500,500,40000,39500
17932,6/20/2016,2202 JAMES PIRTLE 3 City of Louisville KY 40217,111 - Building fire,50000,200000,250000,200000,-50000
17932,6/20/2016,2202 JAMES PIRTLE 3 City of Louisville KY 40217,111 - Building fire,50000,200000,250000,200000,-50000
17922,6/20/2016,418 W ORMSBY 201 City of Louisville KY 40203,111 - Building fire,0,500,500,40000,39500
17922,6/20/2016,418 W ORMSBY 201 City of Louisville KY 40203,111 - Building fire,0,500,500,40000,39500
17932,6/20/2016,2202 JAMES PIRTLE 3 City of Louisville KY 40217,111 - Building fire,50000,200000,250000,200000,-50000
18014,6/21/2016,S 32ND City of Louisville KY 40211,"118 - Trash or rubbish fire, contained",100,0,100,0,-100
18030,6/21/2016,S HANCOCK City of Louisville KY 40203,131 - Passenger vehicle fire,0,2500,2500,2500,0
18042,6/21/2016,2220 W OAK n/a City of Louisville KY 40210,"113 - Cooking fire, confined to container",200,0,200,NULL,NULL
18062,6/21/2016,3661 LENTZ N/A City of Louisville KY 40215,111 - Building fire,3000,8000,11000,65000,54000
18062,6/21/2016,3661 LENTZ N/A City of Louisville KY 40215,111 - Building fire,3000,8000,11000,65000,54000
18042,6/21/2016,2220 W OAK n/a City of Louisville KY 40210,"113 - Cooking fire, confined to container",200,0,200,NULL,NULL
18030,6/21/2016,S HANCOCK City of Louisville KY 40203,131 - Passenger vehicle fire,0,2500,2500,2500,0
18030,6/21/2016,S HANCOCK City of Louisville KY 40203,131 - Passenger vehicle fire,0,2500,2500,2500,0
18042,6/21/2016,2220 W OAK n/a City of Louisville KY 40210,"113 - Cooking fire, confined to container",200,0,200,NULL,NULL
18062,6/21/2016,3661 LENTZ N/A City of Louisville KY 40215,111 - Building fire,3000,8000,11000,65000,54000
18014,6/21/2016,S 32ND City of Louisville KY 40211,"118 - Trash or rubbish fire, contained",100,0,100,0,-100
18014,6/21/2016,S 32ND City of Louisville KY 40211,"118 - Trash or rubbish fire, contained",100,0,100,0,-100
18120,6/22/2016,203 CORALBERRY N/A City of Beechwood Village KY 40207,111 - Building fire,50000,200000,250000,700000,450000
18128,6/22/2016,728 S 4TH na City of Louisville KY 40202,111 - Building fire,500,500,1000,500,-500
18145,6/22/2016,N 24TH City of Louisville KY 40212,131 - Passenger vehicle fire,0,4550,4550,4550,0
18145,6/22/2016,N 24TH City of Louisville KY 40212,131 - Passenger vehicle fire,0,4550,4550,4550,0
18128,6/22/2016,728 S 4TH na City of Louisville KY 40202,111 - Building fire,500,500,1000,500,-500
18120,6/22/2016,203 CORALBERRY N/A City of Beechwood Village KY 40207,111 - Building fire,50000,200000,250000,700000,450000
18120,6/22/2016,203 CORALBERRY N/A City of Beechwood Village KY 40207,111 - Building fire,50000,200000,250000,700000,450000
18128,6/22/2016,728 S 4TH na City of Louisville KY 40202,111 - Building fire,500,500,1000,500,-500
18145,6/22/2016,N 24TH City of Louisville KY 40212,131 - Passenger vehicle fire,0,4550,4550,4550,0
18378,6/24/2016,4000 TAYLORSVILLE n/a City of Cambridge KY 40220,131 - Passenger vehicle fire,0,2500,2500,2500,0
18378,6/24/2016,4000 TAYLORSVILLE n/a City of Cambridge KY 40220,131 - Passenger vehicle fire,0,2500,2500,2500,0
18378,6/24/2016,4000 TAYLORSVILLE n/a City of Cambridge KY 40220,131 - Passenger vehicle fire,0,2500,2500,2500,0
18473,6/25/2016,1360 BARDSTOWN N/A City of Louisville KY 40204,131 - Passenger vehicle fire,0,70000,70000,70000,0
18473,6/25/2016,1360 BARDSTOWN N/A City of Louisville KY 40204,131 - Passenger vehicle fire,0,70000,70000,70000,0
18473,6/25/2016,1360 BARDSTOWN N/A City of Louisville KY 40204,131 - Passenger vehicle fire,0,70000,70000,70000,0
18959,6/30/2016,1124 FISK N/A City of Louisville KY 40203,111 - Building fire,200,0,200,NULL,NULL
18959,6/30/2016,1124 FISK N/A City of Louisville KY 40203,111 - Building fire,200,0,200,NULL,NULL
18959,6/30/2016,1124 FISK N/A City of Louisville KY 40203,111 - Building fire,200,0,200,NULL,NULL
19350,7/3/2016,TAYLORSVILLE City of Cambridge KY 40220,131 - Passenger vehicle fire,0,1000,1000,5000,4000
19406,7/4/2016,312 SHORT N/A City of Louisville KY 40212,131 - Passenger vehicle fire,0,2145,2145,2145,0
19401,7/4/2016,1245 S 7TH 2 City of Louisville KY 40203,111 - Building fire,0,100,100,10000,9900
19369,7/4/2016,1521 W JEFFERSON N/A City of Louisville KY 40203,111 - Building fire,2500,5000,7500,53940,46440
19585,7/5/2016,W ASHLAND City of Louisville KY 40215,131 - Passenger vehicle fire,200,3000,3200,3000,-200
19494,7/5/2016,727 COKE N/A City of Louisville KY 40203,111 - Building fire,0,40000,40000,40000,0
19647,7/6/2016,I 264 East N/A City of Louisville KY 40209,131 - Passenger vehicle fire,0,3000,3000,3500,500
19807,7/7/2016,3629 GREENWOOD n/a City of Louisville KY 40211,111 - Building fire,15000,30000,45000,50000,5000
19906,7/8/2016,205 S PETERSON N/A City of Louisville KY 40206,111 - Building fire,0,2000,2000,579530,577530
19928,7/8/2016,4418 TAYLOR 30 City of Louisville KY 40215,111 - Building fire,0,1500,1500,1500,0
19857,7/8/2016,400 S 8TH 608 City of Louisville KY 40203,"113 - Cooking fire, confined to container",500,500,1000,500,-500
20022,7/9/2016,1818 GRAND N/A City of Louisville KY 40210,131 - Passenger vehicle fire,0,2000,2000,2000,0
20058,7/10/2016,1487 FRANKFORT na City of Louisville KY 40206,131 - Passenger vehicle fire,0,5000,5000,5000,0
20090,7/10/2016,1043 S SHELBY 2 City of Louisville KY 40203,111 - Building fire,50,0,50,NULL,NULL
20108,7/10/2016,660 EASTLAWN N/A City of Louisville KY 40211,111 - Building fire,1000,500,1500,90000,88500
20126,7/10/2016,520 EASTERN n/a City of Louisville KY 40217,131 - Passenger vehicle fire,0,2500,2500,3000,500
20152,7/10/2016,DIXIE City of Louisville KY 40210,131 - Passenger vehicle fire,0,2000,2000,2000,0
20172,7/11/2016,2126 S 4TH n/a City of Louisville KY 40208,131 - Passenger vehicle fire,200,1000,1200,1000,-200
20277,7/11/2016,1519 S 10TH N/A City of Louisville KY 40210,131 - Passenger vehicle fire,300,1500,1800,1500,-300
20351,7/12/2016,LOTUS City of Audubon Park KY 40213,131 - Passenger vehicle fire,0,500,500,2500,2000
20511,7/14/2016,I 64 East N/A City of Kingsley KY 40205,132 - Road freight or transport vehicle fire,0,5000,5000,50000,45000
20578,7/15/2016,4214 NANEEN na City of Louisville KY 40216,111 - Building fire,800,0,800,NULL,NULL
20652,7/15/2016,1515 CYPRESS 005 City of Louisville KY 40210,131 - Passenger vehicle fire,0,2000,2000,2000,0
20757,7/16/2016,I 264 West N/A City of Bancroft KY 40222,131 - Passenger vehicle fire,0,5000,5000,5000,0
20722,7/16/2016,I 264 East City of Louisville KY 40211,131 - Passenger vehicle fire,0,5000,5000,5000,0
20710,7/16/2016,534 DR W J HODGE N/A City of Louisville KY 40203,111 - Building fire,10000,35000,45000,55000,10000
20880,7/17/2016,I 264 West n/a City of Kingsley KY 40205,131 - Passenger vehicle fire,0,6000,6000,6000,0
20815,7/17/2016,1609 BLUEGRASS N/A City of Louisville KY 40215,111 - Building fire,30000,85000,115000,96000,-19000
20942,7/18/2016,1119 CARLISLE N/A City of Louisville KY 40215,131 - Passenger vehicle fire,50,1200,1250,1200,-50
21009,7/18/2016,4326 POPLAR LEVEL N/A City of Audubon Park KY 40213,131 - Passenger vehicle fire,0,2000,2000,2000,0
21198,7/20/2016,1618 ARLING N/A City of Louisville KY 40215,111 - Building fire,5000,20000,25000,53750,28750
21190,7/20/2016,241 S SHAWNEE na City of Louisville KY 40212,111 - Building fire,15000,25000,40000,107440,67440
21248,7/20/2016,1836 GREENWOOD 0 City of Louisville KY 40210,111 - Building fire,0,5,5,27000,26995
21398,7/21/2016,4507 CHURCHMAN 7 City of Louisville KY 40215,111 - Building fire,1500,5000,6500,480000,473500
21355,7/21/2016,S 4TH City of Louisville KY 40202,131 - Passenger vehicle fire,500,8000,8500,8000,-500
21411,7/21/2016,1700 ROSEWOOD 3 City of Louisville KY 40204,111 - Building fire,500,2500,3000,2500,-500
21537,7/22/2016,RUNDILL City of Louisville KY 40214,131 - Passenger vehicle fire,0,9000,9000,9000,0
21554,7/23/2016,207 W BROADWAY n/a City of Louisville KY 40202,131 - Passenger vehicle fire,0,500,500,500,0
21609,7/23/2016,S 41ST City of Louisville KY 40211,131 - Passenger vehicle fire,0,4000,4000,4000,0
21752,7/24/2016,1262 BASSETT N/A City of Louisville KY 40204,111 - Building fire,150000,200000,350000,200000,-150000
21752,7/24/2016,1264 BASSETT N/A City of Louisville KY 40204,111 - Building fire,0,500,500,500,0
21752,7/24/2016,1256 BASSETT N/A City of Louisville KY 40204,111 - Building fire,0,1500,1500,1500,0
21752,7/24/2016,1258 BASSETT N/A City of Louisville KY 40204,111 - Building fire,0,1000,1000,1000,0
21760,7/24/2016,I 264 East n/a City of Audubon Park KY 40213,131 - Passenger vehicle fire,0,8000,8000,8000,0
21752,7/24/2016,1260 BASSETT N/A City of Louisville KY 40204,111 - Building fire,100000,150000,250000,150000,-100000
21699,7/24/2016,W BROADWAY City of Louisville KY 40211,131 - Passenger vehicle fire,500,5000,5500,5000,-500
21687,7/24/2016,512 Camden n/a City of Louisville KY 40214,131 - Passenger vehicle fire,0,2000,2000,2000,0
21752,7/24/2016,1260 BASSETT N/A City of Louisville KY 40204,111 - Building fire,100000,150000,250000,150000,-100000
21752,7/24/2016,1258 BASSETT N/A City of Louisville KY 40204,111 - Building fire,0,1000,1000,1000,0
21752,7/24/2016,1256 BASSETT N/A City of Louisville KY 40204,111 - Building fire,0,1500,1500,1500,0
21752,7/24/2016,1264 BASSETT N/A City of Louisville KY 40204,111 - Building fire,0,500,500,500,0
21752,7/24/2016,1262 BASSETT N/A City of Louisville KY 40204,111 - Building fire,150000,200000,350000,200000,-150000
21896,7/25/2016,1158 S 43RD n/a City of Louisville KY 40211,131 - Passenger vehicle fire,100,2500,2600,2500,-100
21878,7/25/2016,1322 SALE n/a City of Louisville KY 40215,131 - Passenger vehicle fire,0,1000,1000,1000,0
22103,7/27/2016,1500 THACKERAY N/A City of Kingsley KY 40205,111 - Building fire,15000,130000,145000,256000,111000
22017,7/27/2016,1732 GREGG NA City of Louisville KY 40210,111 - Building fire,100,200,300,41000,40700
22316,7/29/2016,1402 WILLS N/A City of Louisville KY 40211,162 - Outside equipment fire,0,100,100,100,0
22300,7/29/2016,914 EUCLID N/A City of Louisville KY 40208,111 - Building fire,1000,1000,2000,5000,3000
22469,7/30/2016,N 30TH City of Louisville KY 40212,131 - Passenger vehicle fire,0,4000,4000,4000,0
22441,7/30/2016,1200 DRESDEN N/A City of Louisville KY 40215,111 - Building fire,5000,10000,15000,79480,64480
22661,8/1/2016,S BAYLY City of Louisville KY 40206,131 - Passenger vehicle fire,0,3000,3000,3500,500
22661,8/1/2016,S BAYLY City of Louisville KY 40206,131 - Passenger vehicle fire,0,3000,3000,3500,500
22723,8/2/2016,409 E MUHAMMAD ALI 807 City of Louisville KY 40202,"113 - Cooking fire, confined to container",700,200,900,200,-700
22740,8/2/2016,1016 CEDAR N/A City of Louisville KY 40203,111 - Building fire,300,0,300,0,-300
22740,8/2/2016,1016 CEDAR N/A City of Louisville KY 40203,111 - Building fire,300,0,300,0,-300
22723,8/2/2016,409 E MUHAMMAD ALI 807 City of Louisville KY 40202,"113 - Cooking fire, confined to container",700,200,900,200,-700
22819,8/3/2016,3017 PENWAY na City of Louisville KY 40210,111 - Building fire,1500,2000,3500,21590,18090
22773,8/3/2016,1760 WILSON na City of Louisville KY 40210,131 - Passenger vehicle fire,0,5000,5000,5000,0
22773,8/3/2016,1760 WILSON na City of Louisville KY 40210,131 - Passenger vehicle fire,0,5000,5000,5000,0
22819,8/3/2016,3017 PENWAY na City of Louisville KY 40210,111 - Building fire,1500,2000,3500,21590,18090
22927,8/4/2016,1414 S 4TH 6 City of Louisville KY 40208,"113 - Cooking fire, confined to container",500,0,500,NULL,NULL
22957,8/4/2016,1411 S BROOK none City of Louisville KY 40208,131 - Passenger vehicle fire,200,5000,5200,5000,-200
22965,8/4/2016,1078 E KENTUCKY None City of Louisville KY 40204,131 - Passenger vehicle fire,0,500,500,500,0
22965,8/4/2016,1078 E KENTUCKY None City of Louisville KY 40204,131 - Passenger vehicle fire,0,2000,2000,125000,123000
22965,8/4/2016,1078 E KENTUCKY None City of Louisville KY 40204,131 - Passenger vehicle fire,0,2000,2000,125000,123000
22965,8/4/2016,1078 E KENTUCKY None City of Louisville KY 40204,131 - Passenger vehicle fire,0,500,500,500,0
22957,8/4/2016,1411 S BROOK none City of Louisville KY 40208,131 - Passenger vehicle fire,200,5000,5200,5000,-200
22927,8/4/2016,1414 S 4TH 6 City of Louisville KY 40208,"113 - Cooking fire, confined to container",500,0,500,NULL,NULL
23083,8/5/2016,1808 WENATCHEE NA City of Louisville KY 40210,112 - Fires in structure other than in a building,25,0,25,0,-25
23083,8/5/2016,1808 WENATCHEE NA City of Louisville KY 40210,112 - Fires in structure other than in a building,25,0,25,0,-25
23100,8/6/2016,GARLAND City of Louisville KY 40211,"160 - Special outside fire, other",0,200,200,200,0
23094,8/6/2016,331 E ST CATHERINE n/a City of Louisville KY 40203,111 - Building fire,0,100000,100000,150000,50000
23094,8/6/2016,331 E ST CATHERINE n/a City of Louisville KY 40203,111 - Building fire,0,100000,100000,150000,50000
23100,8/6/2016,GARLAND City of Louisville KY 40211,"160 - Special outside fire, other",0,200,200,200,0
23382,8/8/2016,863 PARKWAY n/a City of Louisville KY 40217,111 - Building fire,5000,10000,15000,150000,135000
23383,8/8/2016,1901 DEER PARK 0 City of Kingsley KY 40205,111 - Building fire,100,100,200,100,-100
23389,8/8/2016,1635 PLYMOUTH na City of Louisville KY 40203,111 - Building fire,0,50000,50000,353900,303900
23389,8/8/2016,1635 PLYMOUTH na City of Louisville KY 40203,111 - Building fire,0,50000,50000,353900,303900
23383,8/8/2016,1901 DEER PARK 0 City of Kingsley KY 40205,111 - Building fire,100,100,200,100,-100
23382,8/8/2016,863 PARKWAY n/a City of Louisville KY 40217,111 - Building fire,5000,10000,15000,150000,135000
23471,8/9/2016,629 DAVIES n/a City of Louisville KY 40208,111 - Building fire,0,3000,3000,50000,47000
23509,8/9/2016,1627 BERRY garage City of Louisville KY 40215,111 - Building fire,500,8000,8500,8000,-500
23509,8/9/2016,1627 BERRY garage City of Louisville KY 40215,111 - Building fire,500,8000,8500,8000,-500
