Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Type,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Pedestrian Type,Pedestrian Movement,Pedestrian Actions,Pedestrian Location,Pedestrian Obeyed Traffic Signal,Pedestrian Visibility,At Fault,Injury Severity,Safety Equipment,Latitude,Longitude,Location
MCP2305001K,180062132,Montgomery County Police,Injury Crash,12/12/2018 10:23:00 PM,Maryland (State),GERMANTOWN RD,County,CRYSTAL ROCK DR,,N/A,PEDESTRIAN,STRAIGHT MOVEMENT ANGLE,N/A,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,N/A,NONE DETECTED,573B6997-8571-4C18-8E0B-539C89AA4516,PEDESTRIAN,Cross/Enter at Intersection,DART DASH,ON ROADWAY NOT AT CROSSWALK,DISOBEYED PED. SIGNAL,DARK CLOTHING,Yes,SUSPECTED MINOR INJURY,NONE,39.18122333,-77.262205,"(39.18122333, -77.262205)"
MCP20770016,16039435,Montgomery County Police,Injury Crash,08/04/2016 12:40:00 PM,County,RANDOLPH RD,Maryland (State),VEIRS MILL RD,,N/A,BICYCLIST,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,E966D925-2154-43DD-8D58-5C3F18698209,BICYCLIST,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,OTHER,N/A,DARK CLOTHING,No,POSSIBLE INJURY,NONE,39.05607,-77.08310167,"(39.05607, -77.08310167)"
MCP2046005K,16027508,Montgomery County Police,Injury Crash,06/02/2016 08:13:00 AM,County,OLD COLUMBIA PIKE,County,FAIRLAND RD,,N/A,PEDESTRIAN,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,52AB336F-A15E-4FC2-885D-35A3E8052A5D,PEDESTRIAN,Cross/Enter at Intersection,DART DASH,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,Yes,SUSPECTED MINOR INJURY,NONE,39.07626165,-76.95760176,"(39.07626165, -76.95760176)"
MCP28890028,17003697,Montgomery County Police,Injury Crash,01/21/2017 08:28:00 PM,,,,,"PARKING LOT OF 11310 GEORGIA AVE SILVER SPRING, MD 20902",,PEDESTRIAN,OTHER,CLOUDY,,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,NONE DETECTED,C59F2E40-F93F-4AF8-861D-DA9C215B6A5C,PEDESTRIAN,Other,NO IMPROPER ACTIONS,SIDEWALK,NO PED. SIGNAL,MIXED CLOTHING,No,POSSIBLE INJURY,NONE,39.0412,-77.05229833,"(39.0412, -77.05229833)"
MCP2867002L,16039800,Montgomery County Police,Injury Crash,08/06/2016 08:17:00 AM,US (State),COLESVILLE RD,Maryland (State),UNIVERSITY BLVD E,,N/A,BICYCLIST,OTHER,CLEAR,DRY,DAYLIGHT,N/A,NONE DETECTED,NONE DETECTED,0088FE1A-AD33-4D5F-973F-60D132A9E711,BICYCLIST,Walking/Cycling on Sidewalk,N/A,SIDEWALK,N/A,MIXED CLOTHING,Yes,SUSPECTED MINOR INJURY,NONE,39.02016624,-77.0127064,"(39.02016624, -77.0127064)"
MCP0036009Y,190024134,Montgomery County Police,Injury Crash,05/21/2019 05:34:00 PM,County,DAMASCUS BLVD,Maryland (State),RIDGE RD,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,F158C80A-86E1-4895-A8D2-06B7C07ABB56,PEDESTRIAN,Other,NO IMPROPER ACTIONS,SIDEWALK,N/A,MIXED CLOTHING,No,SUSPECTED SERIOUS INJURY,N/A,39.28760167,-77.20626833,"(39.28760167, -77.20626833)"
MCP3057000T,180001790,Montgomery County Police,Injury Crash,01/12/2018 07:30:00 AM,County,MIDDLEBROOK RD,Other Public Roadway,CRYSTAL ROCK DR,,N/A,PEDESTRIAN,OTHER,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,UNKNOWN,NONE DETECTED,0B7B4A82-CF36-4B67-9D2F-FF98BB6CCEC3,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,N/A,No,POSSIBLE INJURY,NONE,39.17682167,-77.26458333,"(39.17682167, -77.26458333)"
MCP2995003V,180061595,Montgomery County Police,Injury Crash,12/09/2018 09:45:00 PM,Maryland (State),GEORGIA AVE,County,WENDY LA,,N/A,PEDESTRIAN,OTHER,CLEAR,DRY,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,N/A,09CC9F14-A5A8-4503-A90C-E06B77C00D15,PEDESTRIAN,Getting off/on Vehicle,DART DASH,ON ROADWAY NOT AT CROSSWALK,N/A,DARK CLOTHING,Yes,SUSPECTED SERIOUS INJURY,N/A,39.07944667,-77.0737,"(39.07944667, -77.0737)"
MCP28090020,15028357,Montgomery County Police,Injury Crash,06/11/2015 01:37:00 PM,Maryland (State),UNIVERSITY BLVD W,County,GABEL ST,,N/A,PEDESTRIAN,OTHER,N/A,DRY,DAYLIGHT,TRAFFIC SIGNAL,N/A,N/A,A39FA0D6-8792-4F2C-A996-6CF8D2419E8A,PEDESTRIAN,Cross/Enter not at Intersection,DART DASH,ON ROADWAY NOT AT CROSSWALK,UNKNOWN,MIXED CLOTHING,,POSSIBLE INJURY,N/A,39.033415,-77.02409333,"(39.033415, -77.02409333)"
MCP2930000J,15027328,Montgomery County Police,Injury Crash,06/05/2015 09:58:00 PM,County,EMORY LA,County,CASHELL RD,,N/A,PEDESTRIAN,OTHER,CLEAR,DRY,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,ALCOHOL PRESENT,B4922C3B-433A-4940-8E26-5A151318F262,PEDESTRIAN,Walking/Riding against Traffic,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,N/A,MIXED CLOTHING,,POSSIBLE INJURY,NONE,39.0789081,-77.14599609,"(39.0789081, -77.14599609)"
MCP26770014,170515744,Montgomery County Police,Injury Crash,06/25/2017 10:02:00 PM,County,SCENERY DR,Maryland (State),FREDERICK RD,,N/A,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,N/A,DARK LIGHTS ON,STOP SIGN,N/A,N/A,414711DB-89F7-4029-B5C0-CEAFD309EA00,BICYCLIST,Cross/Enter at Intersection,IN ROADWAY IMPROPERLY,AT INTERSECTION MARKED CROSSWALK,DISOBEYED PED. SIGNAL,MIXED CLOTHING,Yes,SUSPECTED MINOR INJURY,NONE,39.17546992,-77.23792076,"(39.17546992, -77.23792076)"
MCP2686002L,180017451,Montgomery County Police,Injury Crash,04/10/2018 03:04:00 PM,County,RIDGE RD,County,OBSERVATION DR,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,N/A,UNKNOWN,CA7C085C-E3F3-41B1-B287-FD4E51CE205C,PEDESTRIAN,Cross/Enter at Intersection,IN ROADWAY IMPROPERLY,ON ROADWAY AT CROSSWALK,DISOBEYED PED. SIGNAL,MIXED CLOTHING,Yes,SUSPECTED SERIOUS INJURY,NONE,39.201955,-77.253035,"(39.201955, -77.253035)"
MCP2456001P,17016557,Montgomery County Police,Property Damage Crash,04/01/2017 10:49:00 AM,,,,,PARKING LOT OF 8703 PINEY BRANCH RD,,OTHER,UNKNOWN,CLEAR,,DAYLIGHT,NO CONTROLS,UNKNOWN,N/A,C753ECF5-3590-4E99-9183-2C9CD230F607,OTHER,Unknown,UNKNOWN,UNKNOWN,N/A,UNKNOWN,No,NO APPARENT INJURY,N/A,38.99861167,-77.00399667,"(38.99861167, -77.00399667)"
DD5620003Q,190010161,Rockville Police Departme,Injury Crash,03/04/2019 07:30:00 PM,Municipality,N WASHINGTON ST,Municipality,BEALL AVE #2,,ROCKVILLE,PEDESTRIAN,OTHER,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,N/A,NONE DETECTED,6F996E75-121A-4364-AA3A-146C2839AE6A,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,LIGHT CLOTHING,No,POSSIBLE INJURY,NONE,39.08810917,-77.15384,"(39.08810917, -77.15384)"
MCP23980011,16067106,Montgomery County Police,Injury Crash,12/30/2016 11:03:00 AM,Municipality,N SUMMIT AVE,Municipality,E DIAMOND AVE,,GAITHERSBURG,PEDESTRIAN,HEAD ON LEFT TURN,SNOW,WET,DAYLIGHT,OTHER,NONE DETECTED,NONE DETECTED,EC229619-1A87-4879-910C-17FAF8715C2B,PEDESTRIAN,Cross/Enter at Intersection,INATTENTIVE,ON ROADWAY AT CROSSWALK,DISOBEYED PED. SIGNAL,DARK CLOTHING,Yes,SUSPECTED MINOR INJURY,NONE,39.14224667,-77.19336167,"(39.14224667, -77.19336167)"
MCP2859000R,15008735,Montgomery County Police,Property Damage Crash,02/23/2015 01:07:00 PM,Municipality,DUVALL LA,Municipality,W DEER PARK RD,,GAITHERSBURG,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,BBC84C74-63B7-4E3E-AFB0-F2B201BA0E9E,PEDESTRIAN,Other Working,NO IMPROPER ACTIONS,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,,NO APPARENT INJURY,NONE,39.12917181,-77.20271677,"(39.12917181, -77.20271677)"
MCP1174002S,170549251,Montgomery County Police,Injury Crash,12/18/2017 11:02:00 AM,County,WOODMONT AVE,County,ELM ST,,N/A,PEDESTRIAN,OTHER,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,B3CDF5CA-E82F-4957-B3AE-15A2F7D4646D,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,LIGHT CLOTHING,No,SUSPECTED MINOR INJURY,NONE,38.98259757,-77.09844589,"(38.98259757, -77.09844589)"
DD5595000V,15001558,Rockville Police Departme,Property Damage Crash,01/10/2015 01:03:00 PM,,,,,THE REAR OF THE PARKING LOT AT 820 BALTIMORE RD,,OTHER,SINGLE VEHICLE,CLEAR,,DAYLIGHT,N/A,NONE DETECTED,N/A,04E6C31A-1A67-428A-BC16-A7FC8271E446,OTHER,N/A,N/A,OTHER,N/A,N/A,,NO APPARENT INJURY,N/A,39.08497103,-77.13515997,"(39.08497103, -77.13515997)"
MCP24690019,16047129,Montgomery County Police,Injury Crash,09/14/2016 01:59:00 PM,,,,,PARKING LOT OF 2505 PROSPERITY TER,,PEDESTRIAN,SAME DIR REAR END,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,B5E8805F-7A0E-40FE-86FA-7F57858DE029,PEDESTRIAN,Standing,NO IMPROPER ACTIONS,OTHER,NO PED. SIGNAL,LIGHT CLOTHING,No,SUSPECTED SERIOUS INJURY,NONE,39.05997333,-76.960945,"(39.05997333, -76.960945)"
MCP2846001Z,16031511,Montgomery County Police,Injury Crash,05/03/2016 02:00:00 PM,Maryland (State),VEIRS MILL RD,County,CENTERHILL ST,,N/A,BICYCLIST,OTHER,UNKNOWN,DRY,DAYLIGHT,STOP SIGN,UNKNOWN,NONE DETECTED,BFB725AF-109C-413F-A373-B20074FF1E63,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,NO PED. SIGNAL,UNKNOWN,No,POSSIBLE INJURY,NONE,39.05956,-77.047535,"(39.05956, -77.047535)"
MCP9419000G,16000419,Montgomery County Police,Injury Crash,01/03/2016 02:18:00 PM,,,,,PARKING LOT OF SAFEWAY   2010 VEIRS MILL RD,,PEDESTRIAN,SINGLE VEHICLE,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,E292DE5F-D970-4F26-B8FC-F4E147672C7D,PEDESTRIAN,Other,NO IMPROPER ACTIONS,SIDEWALK,N/A,DARK CLOTHING,No,POSSIBLE INJURY,NONE,39.07601803,-77.11702824,"(39.07601803, -77.11702824)"
MCP2968000M,15029204,Montgomery County Police,Injury Crash,06/15/2015 07:48:00 PM,Municipality,COLLEGE PKWY,Municipality,YALE PL,,ROCKVILLE,BICYCLIST,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,N/A,N/A,697EF1FF-45B4-4515-A180-85F8D404C0E4,BICYCLIST,Cross/Enter at Intersection,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,,SUSPECTED MINOR INJURY,UNKNOWN,39.10149155,-77.16103792,"(39.10149155, -77.16103792)"
MCP2039004Q,180060959,Montgomery County Police,Injury Crash,12/06/2018 09:10:00 AM,County,MAGELLAN AVE,County,IRIS ST,,N/A,PEDESTRIAN,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,N/A,N/A,B21C6AC3-9595-46CC-B83F-30757FA93CD4,PEDESTRIAN,Cross/Enter not at Intersection,DART DASH,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,LIGHT CLOTHING,Yes,POSSIBLE INJURY,N/A,39.074915,-77.092645,"(39.074915, -77.092645)"
MCP1205001J,15056511,MONTGOMERY,Injury Crash,11/06/2015 08:58:00 AM,Maryland (State),CONNECTICUT AVE,County,CHEVY CHASE LAKE DR,,N/A,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLOUDY,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,2EBCE682-6916-4AC1-88D2-F16BD42BCF18,BICYCLIST,Cross/Enter at Intersection,N/A,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,DARK CLOTHING,No,POSSIBLE INJURY,MC/BIKE HELMET,38.99387225,-77.07717061,"(38.99387225, -77.07717061)"
DD56040013,15021865,Rockville Police Departme,Injury Crash,05/08/2015 02:48:00 AM,Municipality,FREDERICK AVE,Municipality,N STONESTREET AVE,,ROCKVILLE,PEDESTRIAN,OTHER,CLEAR,DRY,DARK NO LIGHTS,NO CONTROLS,UNKNOWN,ALCOHOL PRESENT,881FD5F7-5A77-4D6E-B088-6C5F7BAAD2BD,PEDESTRIAN,Standing,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,LIGHT CLOTHING,,SUSPECTED MINOR INJURY,NONE,39.09468833,-77.14998667,"(39.09468833, -77.14998667)"
MCP2818000X,15008777,Montgomery County Police,Injury Crash,02/23/2015 04:43:00 PM,,,,,"parking lot of 2010 LINDEN LA ,MCG (YESHIVA SCHOOL)",,PEDESTRIAN,N/A,CLOUDY,,DAYLIGHT,NO CONTROLS,NONE DETECTED,N/A,15D0A531-C393-4EBA-A76E-C4168C29EE7A,PEDESTRIAN,Getting off/on Vehicle,NO IMPROPER ACTIONS,N/A,N/A,N/A,,POSSIBLE INJURY,N/A,39.00847,-77.04448,"(39.00847, -77.04448)"
MCP94390002,15017410,Montgomery County Police,Injury Crash,04/15/2015 10:32:00 PM,Maryland (State),FREDERICK RD,Municipality,REDLAND BLVD,,ROCKVILLE,PEDESTRIAN,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,N/A,476C1954-0A5D-4E96-9403-239F9359DCE9,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,DARK CLOTHING,,POSSIBLE INJURY,N/A,39.11569,-77.166265,"(39.11569, -77.166265)"
MCP29520022,16027591,Montgomery County Police,Injury Crash,06/02/2016 02:53:00 PM,,,,,ALLEY BEHIND LA FITNESS CONNECTING GEORGIA AVE AND DRIVEWAY TO PARKING GARAGE.,,OTHER CONVEYANCE,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,F9D18D7B-0CEB-4EAA-8F77-A79E76EFBDA7,OTHER CONVEYANCE,Other,NO IMPROPER ACTIONS,OTHER,NO PED. SIGNAL,LIGHT CLOTHING,No,POSSIBLE INJURY,NONE,38.99858667,-77.02928,"(38.99858667, -77.02928)"
MCP2914005G,170535704,Montgomery County Police,Injury Crash,10/09/2017 07:57:00 PM,County,NORTHAMPTON DR,County,BEACON RD,,N/A,PEDESTRIAN,OTHER,CLEAR,WET,DARK LIGHTS ON,NO CONTROLS,N/A,N/A,1C686C62-DDB1-43AB-8175-491D30EC9CB4,PEDESTRIAN,Cross/Enter not at Intersection,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,LIGHT CLOTHING,Yes,POSSIBLE INJURY,NONE,39.00711582,-76.9825919,"(39.00711582, -76.9825919)"
MCP2866003Z,170525191,Montgomery County Police,Injury Crash,08/16/2017 05:40:00 PM,Maryland (State),OLD GEORGETOWN RD,County,BATTERY LA,,N/A,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,C4C4A38D-B951-4599-B8C1-27F9683C26F8,BICYCLIST,Walking/Riding against Traffic,WRONG WAY RIDING OR WALKING,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,Yes,POSSIBLE INJURY,NONE,38.99046667,-77.10370833,"(38.99046667, -77.10370833)"
DD56170011,170519620,Rockville Police Departme,Injury Crash,07/17/2017 07:01:00 PM,,,,,PARKING LOT OF 225 N WASHINGTON AVE,,PEDESTRIAN,SINGLE VEHICLE,CLEAR,,DUSK,NO CONTROLS,N/A,N/A,33F0F599-631D-449D-B4C2-27BF7A1087C9,PEDESTRIAN,Other,NO IMPROPER ACTIONS,OTHER,N/A,LIGHT CLOTHING,No,SUSPECTED MINOR INJURY,NONE,39.08618,-77.152725,"(39.08618, -77.152725)"
DD5594000W,15011130,Rockville Police Departme,Injury Crash,03/10/2015 07:37:00 PM,Municipality,S WASHINGTON ST,Municipality,MARYLAND AVE,,ROCKVILLE,PEDESTRIAN,SINGLE VEHICLE,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,A8638928-9EDE-4969-B7A1-9AD6339BB3BA,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,DARK CLOTHING,,POSSIBLE INJURY,N/A,39.11973,-77.18068667,"(39.11973, -77.18068667)"
MCP1205004Y,190012166,Montgomery County Police,Injury Crash,03/16/2019 11:58:00 AM,County,LAWRENCE AVE,County,DECATUR AVE,,N/A,BICYCLIST,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,,NONE DETECTED,FFBA20EE-6DD3-493B-BCE5-2B6DF0B73153,BICYCLIST,Walking/Riding w/Traffic,IMPROPER TURN MERGE,ON ROADWAY NOT AT CROSSWALK,N/A,MIXED CLOTHING,Yes,SUSPECTED MINOR INJURY,MC/BIKE HELMET,39.03525833,-77.08123667,"(39.03525833, -77.08123667)"
MCP2969000P,15034213,MONTGOMERY,Injury Crash,07/12/2015 01:55:00 PM,,,,,"Parking Lot rear of 1111 University Blvd, Wheaton MD 20902.",,PEDESTRIAN,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,E863D339-CF13-4C21-81FB-9B82F2F13870,PEDESTRIAN,Other Working,NO IMPROPER ACTIONS,N/A,NO PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,N/A,39.03709152,-77.02691406,"(39.03709152, -77.02691406)"
MCP04050004,15058162,Montgomery County Police,Injury Crash,11/14/2015 02:45:00 PM,,11902 RUSTIC FARM COURT,,RUSTIC FARM COURT,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,N/A,CF636CCD-EBEC-4A4F-B84B-CA039B94FC40,PEDESTRIAN,Playing,NOT VISIBLE,ON ROADWAY NOT AT CROSSWALK,N/A,OTHER,Unknown,SUSPECTED SERIOUS INJURY,N/A,39.171015,-77.24577167,"(39.171015, -77.24577167)"
MCP2853005R,190007242,Montgomery County Police,Injury Crash,02/14/2019 04:19:00 AM,Maryland (State),UNIVERSITY BLVD W,County,LEXINGTON ST,,N/A,PEDESTRIAN,OTHER,CLEAR,DRY,N/A,TRAFFIC SIGNAL,N/A,N/A,2F651CFE-4F38-4864-91F0-DFA59DBB4930,PEDESTRIAN,Cross/Enter at Intersection,FAILURE TO OBEY TRAFFIC SIGNS SIGNALS OR OFFICER,ON ROADWAY AT CROSSWALK,DISOBEYED PED. SIGNAL,MIXED CLOTHING,Yes,SUSPECTED SERIOUS INJURY,N/A,39.01957,-77.01117833,"(39.01957, -77.01117833)"
DD5611004W,180027001,Rockville Police Departme,Injury Crash,06/01/2018 06:00:00 PM,Maryland (State),ROCKVILLE PIKE,Municipality,TEMPLETON PL,,ROCKVILLE,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,0721C381-9125-438C-938F-36784D329BE3,PEDESTRIAN,Cross/Enter at Intersection,IN ROADWAY IMPROPERLY,ON ROADWAY AT CROSSWALK,DISOBEYED PED. SIGNAL,UNKNOWN,Yes,SUSPECTED SERIOUS INJURY,N/A,39.06671833,-77.12826333,"(39.06671833, -77.12826333)"
MCP137800QH,190018156,Montgomery County Police,Injury Crash,04/18/2019 01:38:00 PM,County,WASHINGTON GROVE LA,Unknown,SPUR FR RAILROAD ST,,N/A,OTHER,SINGLE VEHICLE,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,332F6457-D4BA-4F23-B629-3B44D7B4A262,OTHER,Getting off/on Vehicle,OTHER,SHOULDER,N/A,DARK CLOTHING,Yes,SUSPECTED MINOR INJURY,NONE,39.13937197,-77.17970036,"(39.13937197, -77.17970036)"
MCP24750018,16044977,Montgomery County Police,Injury Crash,09/02/2016 08:12:00 PM,County,DIVISION ST,Maryland (State),FLOWER AVE,,N/A,BICYCLIST,HEAD ON,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,NONE DETECTED,9C5A02B8-3B13-4708-A81B-81ABE4D62E06,BICYCLIST,Standing,NO IMPROPER ACTIONS,IN BIKEWAY,NO PED. SIGNAL,LIGHT CLOTHING,No,SUSPECTED MINOR INJURY,MC/BIKE HELMET,38.98709265,-76.99971914,"(38.98709265, -76.99971914)"
MCP2286001G,17003137,Montgomery County Police,Property Damage Crash,01/18/2017 03:15:00 PM,County,GAINSBOROUGH RD,County,TUCKERMAN LA,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,CA302C58-AA1C-490A-ACA6-4530ED141AC3,PEDESTRIAN,Walking to/from school,UNKNOWN,ON ROADWAY AT CROSSWALK,UNKNOWN,MIXED CLOTHING,Yes,NO APPARENT INJURY,NONE,39.04096545,-77.172786,"(39.04096545, -77.172786)"
MCP3077000G,170531385,Montgomery County Police,Injury Crash,09/18/2017 08:38:00 PM,County,CRYSTAL ROCK DR,Maryland (State),GERMANTOWN RD,,N/A,PEDESTRIAN,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,N/A,B40402CC-8199-498D-830F-B8807469BFC3,PEDESTRIAN,Cross/Enter not at Intersection,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,Yes,SUSPECTED SERIOUS INJURY,NONE,39.17997976,-77.2614947,"(39.17997976, -77.2614947)"
MCP2351002X,190016886,Montgomery County Police,Fatal Crash,04/11/2019 02:24:00 PM,,,,,AT PARKING LOT EXIT OF 650 HUNGERFORD DR TO ENTER SB HUNGERFORD DR,,PEDESTRIAN,OTHER,CLOUDY,,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,123E44F4-04CC-4238-9487-DEF336F7548B,PEDESTRIAN,Unknown,UNKNOWN,OTHER,N/A,MIXED CLOTHING,Unknown,FATAL INJURY,NONE,39.09278833,-77.153865,"(39.09278833, -77.153865)"
MCP2348002M,170511431,Montgomery County Police,Injury Crash,06/02/2017 08:22:00 PM,County,AMHERST AVE,County,BLUERIDGE AVE,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,N/A,NONE DETECTED,NONE DETECTED,82F8860B-BBDF-4F28-8136-63B84C08B567,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,N/A,39.04333616,-77.0478715,"(39.04333616, -77.0478715)"
MCP3168000F,190016766,Montgomery County Police,Injury Crash,04/10/2019 08:19:00 PM,Ramp,RAMP 1 FR MD 355 NB TO IS 270 WB,Maryland (State),ROCKVILLE PIKE,,N/A,PEDESTRIAN,OTHER,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,NONE DETECTED,7878AEE4-4A9D-4355-A78F-D8F735C7DDCC,PEDESTRIAN,Standing,DISABLED VEHICLE RELATED,SHOULDER,N/A,DARK CLOTHING,No,SUSPECTED MINOR INJURY,NONE,39.02104885,-77.10488888,"(39.02104885, -77.10488888)"
MCP23570028,170509616,Montgomery County Police,Injury Crash,05/24/2017 02:20:00 PM,Maryland (State),PINEY BRANCH RD,County,WESSEX RD,,N/A,PEDESTRIAN,N/A,CLOUDY,DRY,DAYLIGHT,N/A,NONE DETECTED,NONE DETECTED,848DDCAE-C5B8-4444-8983-89275CC1FF3C,PEDESTRIAN,Cross/Enter not at Intersection,DART DASH,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,N/A,Yes,POSSIBLE INJURY,OTHER,38.99185,-77.00989833,"(38.99185, -77.00989833)"
HA2433000D,17001328,Maryland-National Capital,Injury Crash,10/03/2017 05:14:00 PM,Government,SLIGO CREEK PKWY,US (State),COLESVILLE RD,,N/A,BICYCLIST,HEAD ON,N/A,N/A,DAYLIGHT,NO CONTROLS,N/A,N/A,8D159699-75D2-4CC3-B07F-7630D1D0B82D,BICYCLIST,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,LIGHT CLOTHING,No,SUSPECTED MINOR INJURY,MC/BIKE HELMET,39.00740449,-77.01970696,"(39.00740449, -77.01970696)"
DD56110054,180042145,Rockville Police Departme,Property Damage Crash,08/24/2018 07:55:00 AM,Municipality,W GUDE DR,Municipality,GAITHER RD,,ROCKVILLE,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,N/A,UNKNOWN,9D173C4C-118D-4F5B-8CB5-AFA2A189FFBB,PEDESTRIAN,Standing,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,N/A,Yes,NO APPARENT INJURY,N/A,39.10669833,-77.16453833,"(39.10669833, -77.16453833)"
