Status,Solicitation Type,Solicitation Number,Solicitation Title,Issuance Date,Closing Date,Cancelled or Postponed,Construction Solicitation,LSBRP,Buyer Name,Issuing Department,Department Contact,Bid Tabulation
Closed,IFB,1069652,"Elevator Renovation, Garage #40",03/21/2017,04/27/2017,,Y,Y,"Collins, Todd",Department of Transportation,Tim O'Gwin,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1069652
Closed,IFB,1053516,Emulsified Liquid Asphalt and Distributor Services,01/19/2016,02/18/2016,,N,N,"Fornatora, Sarah",Department of Transportation,Jeffrey Knutsen,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1053516
Closed,IFB,1060839,Transit Bus OEM Replacement Parts,11/10/2016,12/12/2016,,N,N,"Kapust, Suzanne",Department of General Services,Aubrey Bentham,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1060839
Closed,IFB,1085697,"Preventive Maintenance Service, Repair Service, and Parts; Soaps and Detergents for Vehicle Wash Systems",03/01/2018,04/06/2018,,N,N,"Kapust, Suzanne",Department of General Services,Aubrey Bentham,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1085697
Closed,IFB,1071203,Portable Fire Extinguisher and Kitchen Hood Fire Suppression System Inspection,04/12/2017,05/16/2017,,N,N,"Karakaya, Penny Perrus",Department of General Services,Robert Long,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1071203
Closed,IFB,1042251,Time & Material Emergency Generator Service,12/03/2014,01/05/2015,,N,N,"Karakaya, Penny Perrus",Department of General Services,Don Collins,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1042251
Closed,IFB,1069372,Sand Removal Services at County Parking Facilities,10/14/2016,11/16/2016,,N,Y,"Fornatora, Sarah",Department of Transportation,Charles Menter,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1069372
Closed,IFB,1042090,Parts and Service for Thermo King Mobile Refrigeration Units,02/22/2016,04/07/2016,,N,N,"Schuler, Peter (Inactive Buyer)",Department of General Services,Aubrey Bentham,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1042090
Closed,IFB,1038311,Printing and Mailing Services for Tax Operations,02/28/2014,,Cancelled or Indefinitely Postponed,N,Y,"Thomas, Michael",Department of Finance,Phavann Chhuan,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1038311
Closed,IFB,1060096,Softballs,01/05/2016,02/04/2016,,N,N,"DeLuca, Karen",Department of Recreation,Jewell Lyons,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1060096
Closed,IFB,1063066,Platt Ridge Drive Extended from Jones Bridge Rd to Montrose Dr,02/07/2017,03/10/2017,,Y,Y,"Norris, Robert",Department of Transportation,Girum Awoke,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1063066
Closed,IFB,1102200,Time and Material Machine Shop Services,07/24/2019,,Cancelled or Indefinitely Postponed,N,N,"Karakaya, Penny Perrus",Department of General Services,Keith Powers,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1102200
Closed,IFB,1058581,Inmate Coveralls/Jumpsuits,12/01/2015,01/04/2016,,N,N,"Karakaya, Penny Perrus",Department of Correction & Rehabilitation,Rita Ellis,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1058581
Closed,IFB,1058377,Streater Brand Shelving,10/02/2015,11/03/2015,,N,N,"DeLuca, Karen",Department of Liquor Control,Diane Wurdeman,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1058377
Closed,IFB,1016246,Construction Equipment Repair Service and Replacement Parts,01/06/2014,02/05/2014,,N,N,"Schuler, Peter (Inactive Buyer)",Department of General Services,Joanne Nightingale,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1016246
Closed,IFB,1035690,Fixed Route Transit Bus and Heavy Equipment Preventive and Corrective Maintenance Service,10/21/2014,,Cancelled or Indefinitely Postponed,N,N,"Schuler, Peter (Inactive Buyer)",Department of General Services,Keith Stickley,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1035690
Closed,IFB,1069125,Landscape Services for Montgomery Hills & other Areas maintained by Maryland State Highway in Montgomery County,05/12/2017,06/12/2017,,N,Y,"Harris, Eric",Department of Transportation,Anthony Ravello,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1069125
Closed,IFB,1032670,Anti-Freeze/Coolant Recycling Service and Virgin Product Delivery,09/26/2013,10/28/2013,,N,N,"Schuler, Peter (Inactive Buyer)",Department of General Services,Keith Powers,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1032670
Closed,IFB,1077433,Time and Material Electrical Maintenance/Installation Service,12/20/2017,01/30/2018,,N,Y,"Karakaya, Penny Perrus",Department of Transportation,Mike Crone,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1077433
Closed,IFB,1061159,Specialized Lab Testing for HIV Patients,04/11/2016,05/12/2016,,N,N,"DeLuca, Karen",Department of Health & Human Svcs,Evette Lesesne,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1061159
Closed,IFB,1096538,"Residential Landscape, Board up and Solid Waste Removal Services for the Clean and Lien Program",12/24/2018,01/24/2019,,N,Y,"Greve, Michael",Department of Housing & Community Affair,Robert Fischer,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1096538
Closed,IFB,1063410,Overlay of Primary and Arterial Roads,08/12/2016,10/20/2016,,N,N,"DeLuca, Karen",Department of Transportation,Melissa Garner,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1063410
Closed,IFB,1073609,Medical Laboratory Testing Services,05/03/2017,06/07/2017,,N,N,"Fornatora, Sarah",Office of Human Resources,Johnna DeVaul,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1073609
Closed,IFB,1080200,"Fitness Equipment Inspection, Maintenance and Repair Services",12/13/2017,01/18/2018,,N,N,"Yaeger, Segyung",Department of Recreation,William Kaarid,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1080200
Closed,IFB,1052479,Replacement of Bridge No. M-0353 Elmhurst Pkwy over Rock Creek Tributary,10/23/2015,12/01/2015,,Y,N,"Norris, Robert",Department of Transportation,James Lutz,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1052479
Closed,IFB,1039415,New Replacement Roofing System at the Montgomery County Public Safety Headquarters (PSHQ),04/15/2014,05/21/2014,,Y,N,"Collins, Todd",Department of General Services,Yousry Juakiem,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1039415
Closed,IFB,1038489,Dennis Avenue Health Center,01/10/2014,03/06/2014,,Y,N,"Collins, Todd",Department of General Services,Charles Edwards,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1038489
Closed,IFB,1105425,Seasonal Labor,08/05/2019,09/05/2019,,N,Y,"Vasileva, Renata",Department of Transportation,Melissa Garner,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1105425
Closed,IFB,1065822,Engine and Transmission Repair Service and Parts,10/10/2016,11/16/2016,,N,N,"Kapust, Suzanne",Department of General Services,Aubrey Bentham,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1065822
Closed,IFB,1049601,Seasonal Labor,04/20/2015,05/21/2015,,N,Y,"DeLuca, Karen",Department of Transportation,Jeff Knutsen,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1049601
Closed,IFB,1033736,Handheld Radiation/Nuclear Material Detection Device and Maintenance for the Screening of Solid Waste and Other Materials Brought into County Facilities.,03/11/2014,04/23/2014,,N,N,"Norris, Robert",Department of Environmental Protection,Jeffrey Camera,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1033736
Closed,Informal,1111509,Silver Spring Library Cafe,11/20/2019,01/03/2020,,N,Y,--,Department of General Services,Sunil Pandya,
Closed,IFB,1061985,"Automotive Fan Belts, Filters, Hoses and Wiper Blades",09/28/2016,10/31/2016,,N,N,"Kapust, Suzanne",Department of General Services,Aubrey Bentham,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1061985
Closed,IFB,1074697,Hand and Power Tools and Equipment,05/02/2017,06/06/2017,,N,N,"Kapust, Suzanne",Fire & Rescue Services,Steve Lamphier,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1074697
Closed,IFB,1036516,Courier and Delivery Service,04/07/2014,,Cancelled or Indefinitely Postponed,N,Y,"Steed, Jeffrey",Department of General Services,Richard Taylor,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1036516
Closed,IFB,1080242,Traffic Sign Posts,07/31/2017,09/07/2017,,N,N,"Fornatora, Sarah",Department of Transportation,Yazdan Sanayi,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1080242
Closed,IFB,1086408,Wheeled Loaders,04/23/2019,05/23/2019,,N,N,"Kapust, Suzanne",Department of General Services,Kathleen Hynes,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1086408
Closed,IFB,1106284,"Purchase of Ultra-Low Sulfur Diesel, Biodiesel, and Renewable Diesel",08/26/2019,10/01/2019,,N,N,"Jackson, Alicia",Department of General Services,Bradley Weatherly,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1106284
Closed,IFB,1053105,Rehabilitation of Germantown Road Bridge No. 308 Over Tributary to Seneca Creek,02/03/2016,03/14/2016,,Y,N,"Norris, Robert",Department of Transportation,James Lutz,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1053105
Closed,IFB,1039626,Furnish Turfgrass Sod,06/09/2014,07/09/2014,,N,Y,"Walker, Peter (Inactive Buyer)",Department of Transportation,Jeffrey Knutsen,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1039626
Closed,IFB,1092610,Softballs,02/11/2019,03/19/2019,,N,N,"DeLuca, Karen",Department of Recreation,Jewell Lyons,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1092610
Closed,IFB,1098177,"Multi-Agency Dry Cleaning, Laundry, Uniform Tailoring and Alteration",03/21/2019,05/01/2019,,N,N,"Karakaya, Penny Perrus",Police,Andrea Hennessy-Welcome,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1098177
Closed,IFB,1059795,Removal and Replacement of Concrete Curb and Sidewalk Countywide,01/28/2016,03/29/2016,,N,N,"DeLuca, Karen",Department of Transportation,Jeffrey Knutsen,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1059795
Closed,Informal,1111993,Kosher and Halal Shelf Stable Meals,01/30/2020,02/14/2020,,N,N,--,Department of Correction & Rehabilitation,Rita Ellis,
Closed,IFB,1047423,Automotive Aftermarket Replacement Parts,10/19/2016,11/30/2016,,N,N,"Schuler, Peter (Inactive Buyer)",Department of General Services,Aubrey Bentham,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1047423
Closed,IFB,1069736,"Custodial Services Zones 1, 2 and 3",06/20/2017,09/22/2017,,N,N,"Karakaya, Penny Perrus",Department of General Services,Gus Montes De Oca,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1069736
Closed,IFB,1036362,Multi- Agency Janitorial and Cleaning Supplies,08/07/2014,09/08/2014,,N,Y,"Karakaya, Penny Perrus",Department of Correction & Rehabilitation,Rita Ellis,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1036362
Closed,IFB,1088536,Cooperative Purchase of Road Deicing Salt,07/02/2018,08/10/2018,,N,N,"Fornatora, Sarah",Department of Transportation,Melissa Garner,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1088536
Closed,RFP,1093420,"Sign Design, Fabrication and Installation Services",06/21/2019,,Cancelled or Indefinitely Postponed,N,N,"Norris, Robert",Department of General Services,Rassa Davoodpour,
Closed,IFB,1088534,Traffic Barrier Repair and Replacement,10/24/2019,11/20/2019,,N,N,"Chen, Jing",Department of Transportation,Melissa Garner,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1088534
Closed,RFP,1111562,Maintenance of Conveyor System and Racks,12/20/2019,02/06/2020,,N,N,"DeLuca, Karen",Department of Liquor Control,Courtney Orsini,
Closed,IFB,1039166,Colesville Maintenance Depot Addition and Renovation,04/08/2014,05/15/2014,,Y,N,"Collins, Todd",Department of General Services,Mike Lowe,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1039166
Closed,IFB,1052615,Carbon Dioxide for Swimming Pools,04/03/2015,05/04/2015,,N,N,"Schuler, Peter (Inactive Buyer)",Department of Recreation,Doug Fox,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1052615
Active,RFP,1110880,LSBRP Consulting and Technical Services 3 (LCATS 3),05/06/2020,06/10/2020,,N,Y,"Giambra, Sarah",Department of Technology Services,Nola Song,
Closed,RFP,1099879,Employee Assistance Program Administration,08/05/2019,,Cancelled or Indefinitely Postponed,N,N,"Vasileva, Renata",Office of Human Resources,Mary Wright,
Closed,IFB,1103283,Montclair Manor Community Lighting and Site Improvements,05/30/2019,07/11/2019,,Y,N,"Norris, Robert",Department of Housing & Community Affair,Cynthia Butler,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1103283
Closed,RFP,1111003,Family Reunification Services,01/29/2020,03/11/2020,,N,N,"Jackson, Alicia",Department of Health & Human Svcs,Luis Aguirre,
Closed,IFB,1046602,Leaf Loader Replacement Parts,10/19/2015,11/18/2015,,N,N,"Schuler, Peter (Inactive Buyer)",Department of General Services,Aubrey Bentham,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1046602
Closed,IFB,1062143,Wapakoneta Roadway Improvements,06/15/2016,07/28/2016,,Y,N,"Norris, Robert",Department of Transportation,James Lutz,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1062143
Closed,IFB,1109158,Pool Accessories,01/06/2020,02/19/2020,,N,N,"DeLuca, Karen",Department of Recreation,Caroline Headen,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1109158
Closed,IFB,1070952,Window Cleaning,02/13/2017,03/20/2017,,N,Y,"Karakaya, Penny Perrus",Department of Transportation,Yonas Demo,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1070952
Closed,IFB,1028015,Sand Removal Services at Public Parking Facilities,08/30/2013,09/30/2013,,N,Y,"Walker, Peter (Inactive Buyer)",Department of Transportation,Yonas Demo,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1028015
Closed,IFB,1052879,Western County Pool Renovation and Modernization,06/05/2015,07/13/2015,,Y,N,"Collins, Todd",Department of General Services,Rouben Ghazarian,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1052879
Closed,IFB,1040308,Traffic Barrier Repair and Replacement,09/16/2014,10/16/2014,,N,N,"Selvage, Deitric (Inactive Buyer)",Department of Transportation,Jeffrey Knutsen,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1040308
Closed,IFB,1100566,Food & Grocery Services,07/09/2019,08/08/2019,,N,N,"McRae, Sarah",Department of Transportation,Melissa Garner,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1100566
Closed,IFB,1068415,Replacement of Br. MPK-03 Park Valley Road over Sligo Creek,01/17/2018,03/05/2018,,Y,N,"Norris, Robert",Department of Transportation,Mohamed Elfallah,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1068415
Closed,IFB,1027822,Furnishing and Installation of Street Name and Traffic Sign Assemblies,08/07/2013,,Cancelled or Indefinitely Postponed,N,Y,"Harris, Eric",Department of Transportation,Yazdan Sanayi,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1027822
Closed,IFB,1045270,Traffic Signal Control Services,04/24/2015,05/28/2015,,N,N,"DeLuca, Karen",Department of Transportation,Kamal Hamud,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1045270
Closed,IFB,1036105,Bottled Water and Dispensers,12/03/2013,01/06/2014,,N,Y,"McRae, Sarah",Fire & Rescue Services,Andres Olaciregui,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1036105
Closed,IFB,1072100,Transit Bus Line Inspection Services,02/23/2017,03/31/2017,,N,N,"Kapust, Suzanne",Department of General Services,Kathleen Hynes,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1072100
