the_geom,OBJECTID,SSTYPE,SSSTAT,PROJID
"MULTILINESTRING ((-90.088929112278 29.941158840658, -90.089131610642 29.941430024035, -90.089481572263 29.941912479259))",591794,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",Planned,RR021
"MULTILINESTRING ((-90.133517337327 29.943875889837, -90.132817313854 29.944535464621))",588725,Sewer Line Repair (SSERP),Complete,DPW024
"MULTILINESTRING ((-90.08009303976 30.000991439265, -90.080096079153 30.0010697215, -90.080115714821 30.001330064719, -90.080285855713 30.003441941041))",588310,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",Planned,RR045
"MULTILINESTRING ((-90.086948343574 29.989188598585, -90.086852135875 29.989233970639, -90.086657442306 29.989221924545, -90.086015046147 29.989192360249, -90.085961594258 29.989189900499))",590018,Water Line Replacement (FEMA),Planned,RR004
"MULTILINESTRING ((-90.061181329396 29.962001588712, -90.060480412198 29.9627800389))",594895,Sewer Line Repair (SSERP),Complete,DPW374
"MULTILINESTRING ((-90.059350860102 30.009994998058, -90.059362614418 30.010078449216, -90.059492390586 30.011762731498))",592478,Water Line Replacement (FEMA)/Sewer Line Repair (SSERP),Planned,RR052
"MULTILINESTRING ((-90.108716120075 30.018696348821, -90.108623138779 30.019470965078, -90.108598204955 30.019678681362))",588223,"Drainage Line, Sewer Line, and Water Line Replacement",Complete,DPW030
"MULTILINESTRING ((-90.050760715535 30.010512047138, -90.050766838161 30.010584497499, -90.05081991472 30.011212504847, -90.05084989677 30.011608175043, -90.050882038305 30.011976951121, -90.050895284446 30.012204653057, -90.050897654297 30.012278252364))",595479,Sewer Line Repair (SSERP),Complete,DPW350
"MULTILINESTRING ((-90.0835924927 30.01114607, -90.083566402821 30.011243266508, -90.083547131881 30.011313522593, -90.083524608901 30.011379051646, -90.083503051611 30.011432036446, -90.083479459268 30.011482715709, -90.083456552082 30.011526696121, -90.083427422042 30.011576784249, -90.083395690866 30.01162579644, -90.083367589058 30.011665368047, -90.083312531997 30.011734364047, -90.083290618582 30.011758601599, -90.083143919714 30.011907246886, -90.083104961071 30.011950678822, -90.083055989085 30.012010982753, -90.083020106797 30.012063467827, -90.082998472461 30.012098016013, -90.082966017708 30.012155175571, -90.082929003173 30.012230632929, -90.082896245683 30.012312525772, -90.08287000342 30.012392347565, -90.082848359895 30.012475741615, -90.082832732346 30.012556304848, -90.082822234841 30.012637487036, -90.082819957718 30.012707220483, -90.082820147459 30.012793203676, -90.082830975626 30.012986160444, -90.082838646259 30.013092947784, -90.082847038169 30.013209773685, -90.082892083293 30.013747097791, -90.08291198554 30.014008960154, -90.082916954631 30.014096336687, -90.082955225118 30.014676771831, -90.082970398822 30.015039281391, -90.082971723368 30.015181026213, -90.082969571252 30.015220633132, -90.082959712161 30.015295934229, -90.082964123181 30.01539398852))",588202,Water Line Replacement (FEMA),Planned,RR037
"MULTILINESTRING ((-90.130241395052 29.939800117011, -90.130996300805 29.94041078588))",589917,Sewer Line Repair (SSERP),Planned,DPW190
"MULTILINESTRING ((-90.062577983149 29.960448195742, -90.062808825561 29.960609856588, -90.062942905365 29.960701319788, -90.063109088346 29.960814682096, -90.063249522729 29.960912620098, -90.063472945109 29.961068432876))",595002,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.095228874387 29.922285255308, -90.095395454274 29.922916220255, -90.095502835744 29.923298680004))",590272,Sewer Line Repair (SSERP),Complete,PWF118
"MULTILINESTRING ((-90.061395223665 30.009228133741, -90.061306376309 30.009232198739, -90.060719265116 30.009269906478, -90.060222401002 30.009301815906))",595389,Sewer Line Repair (SSERP),Complete,RR159
"MULTILINESTRING ((-90.081002633898 29.957486399708, -90.081066842359 29.957515335252, -90.081798961996 29.957848053934, -90.081856799223 29.957873244645))",594401,Sewer Line Repair (SSERP),Complete,LAH0047306
"MULTILINESTRING ((-90.086181090531 29.946110226227, -90.086575640035 29.945576317164, -90.086579061713 29.945571687707, -90.086645756675 29.945478220021))",591813,Water Line Replacement (FEMA),Planned,RR023
"MULTILINESTRING ((-90.115792809939 29.942491908584, -90.11573907277 29.942598639923, -90.115499277172 29.943044785979, -90.115337241127 29.943339602331))",590100,Water Line Replacement (FEMA),Planned,RR001
"MULTILINESTRING ((-89.976436330643 30.016507136935, -89.97644250494 30.016584812085, -89.976445984523 30.016628592523, -89.97646364675 30.016783307306, -89.976479228023 30.016932787523, -89.976552700366 30.017637647154, -89.976668507178 30.018814600394))",587844,Sewer Line Repair (SSERP),Complete,RR152
"MULTILINESTRING ((-90.059762092937 29.988741889644, -90.059842973992 29.989756282577))",592634,Water Line Replacement (FEMA),Planned,RR176
"MULTILINESTRING ((-90.076793511527 29.958534207213, -90.076958764506 29.958649803079, -90.077368353896 29.958936314859, -90.077558947965 29.959067607044))",594887,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.018914677214 29.960570511645, -90.018914590346 29.960570492825, -90.017765018599 29.960319328139, -90.01771025427 29.960306572525))",594199,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.089010829754 29.945599649805, -90.08915615472 29.945502391782, -90.089269944517 29.945429104373, -90.089317126835 29.945399005572, -90.089804339129 29.94507189378, -90.089958725431 29.944963908155))",594487,Sewer Line Repair (SSERP),Complete,DPW178
"MULTILINESTRING ((-90.065654657003 29.927675548237, -90.06703064178 29.927977522972))",594723,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.113049946644 29.964622317214, -90.113034952631 29.96462437693, -90.113020449146 29.964628274572, -90.113006731444 29.964633932271, -90.112994079277 29.964641233999, -90.112980790146 29.964651828213, -90.112303983251 29.96529162235))",589909,Water Line Replacement (FEMA),Planned,RR015
"MULTILINESTRING ((-90.102739646812 29.934318750249, -90.102746375369 29.934385315385, -90.102828786887 29.935197107839, -90.102836512754 29.935275311997))",592908,"Drainage Line, Sewer Line, and Water Line Replacement",Complete,SELA23
"MULTILINESTRING ((-90.066645361642 29.945538555722, -90.066648013678 29.945462329228, -90.066661490195 29.944902008583, -90.066667177398 29.944789244823))",594518,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.059032312139 29.979618478648, -90.059067748203 29.979997656439, -90.059080685795 29.980136092883, -90.059115570275 29.980636854772))",591746,Sewer Line Repair (SSERP),Complete,RR003
"MULTILINESTRING ((-90.122787346655 29.926651715681, -90.122914467524 29.926703699676, -90.123147487497 29.926804150248, -90.123756423453 29.927045141767))",593222,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.093848246419 29.920467105579, -90.094023591072 29.921112525171, -90.094030758504 29.921138956644, -90.094099286185 29.921391213497, -90.094121449069 29.921478793344))",590283,Sewer Line Repair (SSERP),Complete,RR035
"MULTILINESTRING ((-90.003395129088 30.033090922389, -90.002726438756 30.033341012524, -90.002634513133 30.033373823172))",589195,Sewer Line Repair (SSERP),Planned,DPW574
"MULTILINESTRING ((-90.088223582695 29.935558070267, -90.088326883964 29.935504788883, -90.088500108893 29.935405788863, -90.08885633799 29.935202198672, -90.088949800592 29.935149021204, -90.089063544143 29.935086482741))",590325,Sewer Line Repair (SSERP),Complete,RR022
"MULTILINESTRING ((-90.116935010544 29.962473870172, -90.116877298784 29.962528142202, -90.11676009312 29.962638360707, -90.116722991719 29.962673251259, -90.116553584948 29.962832558615, -90.116378331955 29.962997362869, -90.116182299957 29.963181706458))",589517,Sewer Line Replacement (ESSA),Complete,RR015
"MULTILINESTRING ((-90.050280904324 29.988278213134, -90.049374992683 29.988334587021, -90.049294733941 29.988339581122))",592710,Sewer Line Repair (SSERP),Complete,RR178
"MULTILINESTRING ((-90.122787346655 29.926651715681, -90.122738876953 29.926743601647, -90.122375541799 29.927512747876))",592989,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.021742770111 29.970177219152, -90.02165550711 29.970155555722, -90.021248524773 29.970070030896))",593703,Sewer Line Repair (SSERP),Complete,RR108
"MULTILINESTRING ((-90.036065949935 29.963424543863, -90.036043649854 29.963503705726, -90.035868415174 29.964089978583, -90.035776947969 29.964395990875))",593543,Water Line Replacement (SWB),Planned,RR166
"MULTILINESTRING ((-90.015172911354 29.966462004007, -90.015070113406 29.966784583132, -90.014870933619 29.967409597031, -90.014836312368 29.967505953071))",593637,"Drainage Line, Sewer Line, and Water Line Replacement",Complete,PWF080
"MULTILINESTRING ((-90.101563115956 30.01356439571, -90.101554084398 30.013642010165, -90.101361666659 30.015295612809, -90.101353281022 30.015367571959))",590775,Sewer Line Repair (ESSA),Complete,RR083
"MULTILINESTRING ((-90.085771283896 29.938075082591, -90.085799748866 29.938116006908, -90.086023824733 29.938422693183, -90.086143260413 29.93858277643, -90.086174799353 29.938632476996, -90.086194850208 29.938669315525, -90.086201725279 29.938688903132, -90.086205374896 29.938704324343, -90.086208389983 29.938735690056, -90.0862075429 29.938748672402, -90.086207364833 29.938751408041, -90.08620311182 29.938769765873, -90.086202540217 29.938772233605, -90.08618921715 29.938835910966))",591883,Sewer Line Repair (SSERP),Complete,DPW547
"MULTILINESTRING ((-90.0681053154 29.949118960442, -90.06810539581 29.949118978463, -90.068179591515 29.949135864361, -90.068664780167 29.949243289803, -90.068779395735 29.949268666716, -90.068890127774 29.949293183584, -90.069230489454 29.949370406874, -90.069340933522 29.949395832626, -90.069341337353 29.949395925737))",595241,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.03664769843 29.961482979082, -90.036012081464 29.961338989765, -90.035776074529 29.961285525287, -90.03568822946 29.961264230725))",593563,Sewer Line Repair (SSERP),Complete,RR020
"MULTILINESTRING ((-90.112032337729 29.932386930037, -90.111798339814 29.933265177899, -90.111781740569 29.933328374471))",592923,"Drainage Line, Sewer Line, and Water Line Replacement",Complete,SELA21
"MULTILINESTRING ((-90.037802337013 30.025110137892, -90.037790262459 30.025240419895, -90.037776803515 30.025369528091, -90.037766296758 30.025438763016, -90.037507949176 30.026641658195, -90.037494349821 30.026718748088))",592119,"Drainage Line, Sewer Line, and Water Line Replacement",Planned,RR142
"MULTILINESTRING ((-90.011811775474 29.976789882181, -90.011602057354 29.977430531568, -90.011467728527 29.977840878357))",593403,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",Complete,PWF080
"MULTILINESTRING ((-90.085750711923 29.95803059892, -90.085795714565 29.957981053004, -90.086606816084 29.957068188041, -90.086679043495 29.956985741116, -90.086724518586 29.956935626657))",591360,Sewer Line Repair (SSERP),Complete,DPW066
"MULTILINESTRING ((-90.055549873018 30.000554849384, -90.055594451641 30.000625218734, -90.055995706182 30.001241679091, -90.056003351777 30.001256175147, -90.05605085834 30.00133303647))",595456,"Drainage Line, Sewer Line (SSERP), and Water Line Replacement",Complete,DPW309
"MULTILINESTRING ((-90.119769297376 30.010806437526, -90.12013508166 30.010826848691, -90.121092197307 30.010879682909))",588132,Sewer Line Repair (SSERP),Complete,RR193
"MULTILINESTRING ((-90.079796500352 29.969590446618, -90.07989891194 29.969661876665, -90.080533730175 29.970090926139, -90.080537827791 29.970096191619, -90.080764841112 29.970244761095, -90.08094103489 29.970363890472))",591212,Water Line Replacement (SWB),Planned,RR183
"MULTILINESTRING ((-90.063609677743 29.994975834726, -90.063552269154 29.995010486556, -90.063269696002 29.995183357614, -90.063138720989 29.995259455067, -90.062891696089 29.995415036055, -90.062796679806 29.995474878405, -90.062564273339 29.995698285696))",595513,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.119635447925 29.922662498894, -90.120304575591 29.922792846574, -90.120351959481 29.922803803375, -90.120509452896 29.922846741863, -90.120702600483 29.922905503683, -90.121187268142 29.923048589844))",590543,Sewer Line Repair (SSERP),Complete,RR001
"MULTILINESTRING ((-90.103894108238 29.9456994395, -90.104152392525 29.945680032301))",593417,Water Line Replacement,Planned,
"MULTILINESTRING ((-90.067093916045 29.960239044448, -90.066682138566 29.960699958798))",594969,Sewer Line Repair (SSERP),Complete,DPW367
"MULTILINESTRING ((-90.073100145063 29.972370705318, -90.073432641764 29.97260027877, -90.07343366902 29.972600987849, -90.07352436061 29.97267088628, -90.073610161927 29.972745317339, -90.073690775857 29.97282402141, -90.073812206376 29.972915949221, -90.073937680097 29.973003665401))",591707,Water Line Replacement (FEMA),Construction,DPW366
"MULTILINESTRING ((-89.981009606283 30.015427676084, -89.980910901168 30.015445453921, -89.980500383602 30.015519391898, -89.980382504736 30.015539933528, -89.97968964219 30.015666768467, -89.979379047934 30.015721873235, -89.979069440901 30.01578103947, -89.978760893004 30.015844255953, -89.978493586213 30.015902487973))",589067,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.009234906118 29.956719402885, -90.009230619173 29.956728270139, -90.008813552682 29.957598521671, -90.008792690465 29.957643307857))",593830,Sewer Line Repair (SSERP),Complete,PWF170
"MULTILINESTRING ((-90.101798097525 29.971173187211, -90.101860003039 29.971215524152, -90.102632063911 29.971731859976, -90.103057049265 29.97201607654, -90.103110017688 29.972053908419))",591421,Sewer Line Repair (SSERP),Planned,
"MULTILINESTRING ((-90.076098131501 29.923836609567, -90.07618378398 29.923785374822, -90.076908225903 29.923378495957))",591959,Sewer Line Replacement (SSERP),Complete,DPW547
"MULTILINESTRING ((-90.115792809939 29.942491908584, -90.115889096645 29.942535218595, -90.116301296588 29.942698105446, -90.116393851257 29.942733089057))",590527,Sewer Line Repair (ESSA),Complete,
"MULTILINESTRING ((-90.058579124124 29.961463382818, -90.058662111512 29.961523028186, -90.058871141765 29.961668325775, -90.058894229497 29.961684381612, -90.058917743758 29.96170071948, -90.059095074655 29.961824586739, -90.059206888185 29.961899849613, -90.059228468157 29.961914385993, -90.059594810141 29.962167493272))",594911,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.076949241308 30.022253896776, -90.076972735837 30.022285910569, -90.077079410367 30.022415901369, -90.077476583973 30.022888878741))",588192,Sewer Line Repair (SSERP),Complete,RR069
"MULTILINESTRING ((-90.107143410362 29.937815715308, -90.107135637116 29.93791350284, -90.107135484934 29.937916448182, -90.107095142529 29.93869805649, -90.107092517818 29.938764639054))",590148,Water Line Replacement (FEMA),Planned,RR050
"MULTILINESTRING ((-90.077736072163 29.932535260641, -90.078569032132 29.933502228805, -90.078653263714 29.933597717602))",594652,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.116182299957 29.963181706458, -90.115431381764 29.963883653816))",589948,Sewer Line Replacement (SSERP),Planned,RR015
"MULTILINESTRING ((-90.082905358032 29.928403147254, -90.082968929844 29.928484677102, -90.083038421461 29.928583563296, -90.083357480805 29.929014741474, -90.083422902921 29.929098377265))",593245,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.049967621462 29.997692320085, -90.049973194201 29.997755936111, -90.050024236964 29.998426843012, -90.050027014999 29.99849103722))",595522,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.07599844461 30.025181412682, -90.075991468315 30.025190661458, -90.075599803611 30.025709911625, -90.075529318703 30.025797902907))",588140,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",Planned,RR070
