mixedUseAssessmentKey,provalLrsnId,realEstatePropertyCode,assessmentChangeReasonTypeDsc,mixedUseAssessmentDate,commercialLandAmt,commercialImprovementAmt,totalCommercialAmt,residentialLandAmt,residentialImprovementAmt,totalResidentialAmt
528,26006,15074018,01- Annual,2019-01-01T00:00:00.000Z,15100,0,15100,1587400,7042100,8629500
532,26006,15074018,01- Annual,2020-01-01T00:00:00.000Z,16600,0,16600,1582000,7060600,8642600
536,26007,15074019,03- Board of Equalization,2018-08-21T00:00:00.000Z,8600,0,8600,898500,3886600,4785100
540,26007,15074019,03- Board of Equalization,2016-09-19T00:00:00.000Z,8600,0,8600,846200,3844900,4691100
544,26007,15074019,01- Annual,2013-01-01T00:00:00.000Z,8600,0,8600,731300,2947900,3679200
548,26007,15074019,,2012-01-01T00:00:00.000Z,8600,0,8600,731300,0,731300
552,26012,15075007,01- Annual,2017-01-01T00:00:00.000Z,8400,0,8400,2018000,1000,2019000
556,26013,15075008,01- Annual,2018-01-01T00:00:00.000Z,1700,0,1700,403600,0,403600
560,26014,15075011,01- Annual,2017-01-01T00:00:00.000Z,12300,0,12300,2948000,0,2948000
564,26015,15075012,01- Annual,2018-01-01T00:00:00.000Z,4100,0,4100,982700,0,982700
568,26016,15075013,01- Annual,2017-01-01T00:00:00.000Z,8400,0,8400,2018000,1000,2019000
572,26017,15075014,01- Annual,2018-01-01T00:00:00.000Z,12700,0,12700,3027000,0,3027000
576,26018,15075016,01- Annual,2017-01-01T00:00:00.000Z,8400,0,8400,2018000,0,2018000
580,26019,15075017,01- Annual,2018-01-01T00:00:00.000Z,6800,0,6800,1614400,0,1614400
584,26020,15075018,01- Annual,2017-01-01T00:00:00.000Z,16400,0,16400,3930700,0,3930700
588,26021,15075019,01- Annual,2018-01-01T00:00:00.000Z,4200,0,4200,1009000,1000,1010000
592,26022,15075020,01- Annual,2017-01-01T00:00:00.000Z,33800,0,33800,8071900,1000,8072900
596,26051,15078002,,2011-01-01T00:00:00.000Z,16000,59000,75000,55000,49800,104800
600,26052,15078003,01- Annual,2013-01-01T00:00:00.000Z,46800,1000,47800,462800,0,462800
604,26052,15078003,,2012-01-01T00:00:00.000Z,46800,1000,47800,462800,0,462800
608,26053,15078004,,2011-01-01T00:00:00.000Z,191400,1000,192400,1769100,0,1769100
612,26054,15078005,01- Annual,2013-01-01T00:00:00.000Z,91200,0,91200,901600,0,901600
616,26054,15078005,,2012-01-01T00:00:00.000Z,91200,0,91200,901600,0,901600
620,26055,15078006,01- Annual,2019-01-01T00:00:00.000Z,19900,0,19900,4758900,1000,4759900
624,26056,15078010,01- Annual,2017-01-01T00:00:00.000Z,8400,0,8400,2018000,1000,2019000
628,26058,15078012,01- Annual,2019-01-01T00:00:00.000Z,4100,0,4100,982700,0,982700
632,26059,15078013,,2012-01-01T00:00:00.000Z,146000,0,146000,1442400,0,1442400
636,26059,15078013,01- Annual,2013-01-01T00:00:00.000Z,146000,0,146000,1442400,0,1442400
640,26060,15078014,,2011-01-01T00:00:00.000Z,89200,0,89200,824200,0,824200
644,26061,15078015,,2012-01-01T00:00:00.000Z,121600,0,121600,1202000,0,1202000
648,26061,15078015,01- Annual,2013-01-01T00:00:00.000Z,121600,0,121600,1202000,0,1202000
652,26062,15078016,,2011-01-01T00:00:00.000Z,111500,0,111500,1030300,0,1030300
656,26063,15078017,,2012-01-01T00:00:00.000Z,121600,0,121600,1202000,0,1202000
660,26063,15078017,01- Annual,2013-01-01T00:00:00.000Z,121600,0,121600,1202000,0,1202000
664,26064,15078018,,2011-01-01T00:00:00.000Z,88500,0,88500,818000,0,818000
668,26066,15078021,01- Annual,2018-01-01T00:00:00.000Z,6300,0,6300,1513700,1000,1514700
672,26067,15078022,01- Annual,2017-01-01T00:00:00.000Z,9600,0,9600,2304400,0,2304400
676,26068,15078023,,2009-01-01T00:00:00.000Z,46300,1000,47300,431100,0,431100
680,26069,15078024,01- Annual,2018-01-01T00:00:00.000Z,36600,0,36600,8747500,0,8747500
684,26395,15087028,01- Annual,2020-01-01T00:00:00.000Z,58682100,215511300,274193400,0,0,0
688,26395,15087028,01- Annual,2014-01-01T00:00:00.000Z,58682100,230061900,288744000,0,0,0
692,27064,16015100,01- Annual,2020-01-01T00:00:00.000Z,1432800,0,1432800,3142100,0,3142100
696,27081,16022003,01- Annual,2020-01-01T00:00:00.000Z,3363800,0,3363800,7376500,0,7376500
700,28240,16033009,05- Review,2020-03-06T00:00:00.000Z,89800,36100,125900,3523400,1290700,4814100
704,28242,16033011,05- Review,2020-03-06T00:00:00.000Z,297900,119700,417600,11697800,4285100,15982900
708,28244,16033013,05- Review,2020-03-06T00:00:00.000Z,131900,53000,184900,5177300,1896500,7073800
712,28246,16033016,05- Review,2020-03-06T00:00:00.000Z,69500,27900,97400,2727100,999000,3726100
716,28248,16033018,05- Review,2020-03-06T00:00:00.000Z,388600,156200,544800,15256400,5588700,20845100
720,28250,16033022,05- Review,2020-03-06T00:00:00.000Z,77100,31000,108100,3028000,1109200,4137200
724,28251,16034001,,2011-01-01T00:00:00.000Z,175000,1190200,1365200,15635400,71909000,87544400
728,28251,16034001,01- Annual,2013-01-01T00:00:00.000Z,222800,1277200,1500000,18241400,91101700,109343100
732,28251,16034001,01- Annual,2015-01-01T00:00:00.000Z,191000,1510200,1701200,20065500,104653600,124719100
736,28251,16034001,01- Annual,2017-01-01T00:00:00.000Z,190900,1604100,1795000,22404100,94771500,117175600
740,28252,16034002,01- Annual,2017-01-01T00:00:00.000Z,17900,0,17900,2100000,0,2100000
744,28252,16034002,01- Annual,2016-01-01T00:00:00.000Z,17900,0,17900,1975000,0,1975000
748,28252,16034002,,2012-01-01T00:00:00.000Z,20800,0,20800,1706800,0,1706800
752,28255,16034031,01- Annual,2020-01-01T00:00:00.000Z,23100,0,23100,2500000,0,2500000
756,28255,16034031,,2009-01-01T00:00:00.000Z,21300,0,21300,1915800,0,1915800
760,28255,16034031,01- Annual,2015-01-01T00:00:00.000Z,21300,0,21300,2235100,0,2235100
764,28255,16034031,01- Annual,2019-01-01T00:00:00.000Z,21300,0,21300,2500000,0,2500000
768,28618,16038002,,2009-01-01T00:00:00.000Z,344400,0,344400,231000,0,231000
772,28619,16038003,,2008-01-01T00:00:00.000Z,4505800,1000,4506800,2820300,0,2820300
776,28621,16038005,,2009-01-01T00:00:00.000Z,6699800,1000,6700800,4493900,0,4493900
780,28622,16038006,,2008-01-01T00:00:00.000Z,4392900,0,4392900,2749600,0,2749600
784,28624,16038009,,2008-11-01T00:00:00.000Z,2642100,0,2642100,1772200,0,1772200
788,28625,16038010,,2009-01-01T00:00:00.000Z,2364100,0,2364100,1585700,0,1585700
792,28626,16038011,,2008-01-01T00:00:00.000Z,69400,0,69400,43400,0,43400
796,28628,16038013,,2008-11-01T00:00:00.000Z,227900,0,227900,152900,0,152900
800,28665,17003010,,2012-01-01T00:00:00.000Z,0,0,0,333200,0,333200
804,28665,17003010,01- Annual,2017-01-01T00:00:00.000Z,0,0,0,2788600,0,2788600
808,28665,17003010,01- Annual,2016-01-01T00:00:00.000Z,0,0,0,2626500,0,2626500
812,28666,17003011,01- Annual,2015-01-01T00:00:00.000Z,0,0,0,369200,0,369200
816,28666,17003011,01- Annual,2019-01-01T00:00:00.000Z,0,0,0,2788600,0,2788600
820,28666,17003011,01- Annual,2013-01-01T00:00:00.000Z,0,0,0,333200,0,333200
824,28667,17003012,,2010-01-01T00:00:00.000Z,0,0,0,711700,0,711700
828,28667,17003012,01- Annual,2014-01-01T00:00:00.000Z,0,0,0,888000,0,888000
1249,43309,27002010,,2010-01-01T00:00:00.000Z,0,0,0,8906200,159200,9065400
1253,43309,27002010,01- Annual,2018-01-01T00:00:00.000Z,0,0,0,13348800,3132200,16481000
1257,43309,27002010,01- Annual,2014-01-01T00:00:00.000Z,0,0,0,11207900,1947900,13155800
1261,43310,27003001,05- Review,2020-03-31T00:00:00.000Z,0,0,0,10094100,2270200,12364300
1265,43310,27003001,01- Annual,2015-01-01T00:00:00.000Z,0,0,0,9176500,969400,10145900
1269,43310,27003001,01- Annual,2017-01-01T00:00:00.000Z,0,0,0,10094100,259000,10353100
1273,43310,27003001,05- Review,2013-08-30T00:00:00.000Z,0,0,0,8406800,372400,8779200
1277,43313,27004003,01- Annual,2013-01-01T00:00:00.000Z,0,0,0,3104700,251100,3355800
1281,43313,27004003,,2011-01-01T00:00:00.000Z,0,0,0,2467200,39800,2507000
1285,43313,27004003,01- Annual,2019-01-01T00:00:00.000Z,0,0,0,3740800,1010500,4751300
1289,43313,27004003,01- Annual,2020-01-01T00:00:00.000Z,0,0,0,3740800,1321700,5062500
1293,43385,27007077,01- Annual,2016-01-01T00:00:00.000Z,8700,0,8700,9607800,519900,10127700
1297,43385,27007077,05- Review,2019-03-26T00:00:00.000Z,0,0,0,10088200,1212000,11300200
1301,43385,27007077,,2012-01-01T00:00:00.000Z,0,0,0,8418500,119400,8537900
1305,43385,27007077,,2009-01-01T00:00:00.000Z,0,0,0,7880000,119400,7999400
1309,44098,28004003,01- Annual,2013-01-01T00:00:00.000Z,91300,184200,275500,24000000,59146500,83146500
1313,44098,28004003,03- Board of Equalization,2016-09-07T00:00:00.000Z,91300,230700,322000,28000000,60082200,88082200
1317,44098,28004003,03- Board of Equalization,2019-10-21T00:00:00.000Z,91300,308500,399800,24000000,68987900,92987900
1321,44098,28004003,01- Annual,2014-01-01T00:00:00.000Z,91300,199400,290700,24000000,61259200,85259200
1325,44099,28004004,,2008-01-01T00:00:00.000Z,227500,0,227500,7797700,0,7797700
1329,44711,28018001,,2008-01-01T00:00:00.000Z,180000,128800,308800,6336000,6594500,12930500
1333,44711,28018001,,2012-01-01T00:00:00.000Z,150000,120000,270000,6000000,11470800,17470800
1337,44711,28018001,01- Annual,2014-01-01T00:00:00.000Z,150000,182000,332000,6000000,15792400,21792400
1341,44711,28018001,01- Annual,2020-01-01T00:00:00.000Z,165000,0,165000,6000000,11937800,17937800
1345,45694,29003010,01- Annual,2019-01-01T00:00:00.000Z,49800,183600,233400,24852800,61066500,85919300
1349,45694,29003010,05- Review,2016-08-15T00:00:00.000Z,49800,145400,195200,28994900,47791100,76786000
1353,45694,29003010,,2012-01-01T00:00:00.000Z,49800,129800,179600,22781700,53431700,76213400
1357,45694,29003010,,2008-01-01T00:00:00.000Z,59700,96600,156300,27338000,35088200,62426200
1361,45695,29003019,,2011-01-01T00:00:00.000Z,2500,0,2500,1253300,0,1253300
1365,45695,29003019,01- Annual,2016-01-01T00:00:00.000Z,2700,0,2700,1595100,0,1595100
1369,45695,29003019,01- Annual,2018-01-01T00:00:00.000Z,2700,0,2700,1367200,0,1367200
1373,51205,31022004,,2008-01-01T00:00:00.000Z,22100,0,22100,349200,0,349200
1377,51221,31024007,,2008-01-01T00:00:00.000Z,204500,113000,317500,132000,198100,330100
1381,51221,31024007,,2012-01-01T00:00:00.000Z,216500,105500,322000,120000,244300,364300
1385,51294,31025049,,2010-01-01T00:00:00.000Z,56000,0,56000,2016000,0,2016000
1389,51331,31026001,,2011-01-01T00:00:00.000Z,76800,169600,246400,55000,45000,100000
1393,51331,31026001,,2008-01-01T00:00:00.000Z,14400,171300,185700,132000,23400,155400
1397,51655,32001002,01- Annual,2015-01-01T00:00:00.000Z,24500,143300,167800,12418900,114907600,127326500
1401,51655,32001002,01- Annual,2017-01-01T00:00:00.000Z,24500,145500,170000,21777400,109598700,131376100
1405,51655,32001002,03- Board of Equalization,2018-08-21T00:00:00.000Z,24500,163200,187700,17657400,105883100,123540500
1409,51655,32001002,,2012-01-01T00:00:00.000Z,24500,118500,143000,11289900,77630800,88920700
1413,51655,32001002,03- Board of Equalization,2019-10-30T00:00:00.000Z,24500,211500,236000,17657400,107805400,125462800
1417,51656,32001003,,2012-01-01T00:00:00.000Z,2300,0,2300,1079200,0,1079200
1421,51656,32001003,01- Annual,2019-01-01T00:00:00.000Z,2300,0,2300,1687900,0,1687900
1425,51656,32001003,01- Annual,2015-01-01T00:00:00.000Z,2300,0,2300,1187100,0,1187100
1429,51658,32001005,03- Board of Equalization,2015-11-03T00:00:00.000Z,135000,146602,281602,21780000,29396298,51176298
1433,51658,32001005,01- Annual,2020-01-01T00:00:00.000Z,148500,274700,423200,19800000,53716400,73516400
1437,51658,32001005,05- Review,2013-10-23T00:00:00.000Z,135000,148700,283700,19800000,28239000,48039000
1441,51658,32001005,,2010-01-01T00:00:00.000Z,129600,114400,244000,18536000,24800400,43336400
1445,51687,32001046,,2012-01-01T00:00:00.000Z,24200,0,24200,11162200,0,11162200
1449,51687,32001046,01- Annual,2019-01-01T00:00:00.000Z,24200,0,24200,17457600,0,17457600
1453,51687,32001046,01- Annual,2015-01-01T00:00:00.000Z,24200,0,24200,12278400,0,12278400
1457,51688,32001047,01- Annual,2020-01-01T00:00:00.000Z,800,0,800,533100,0,533100
1461,51688,32001047,01- Annual,2017-01-01T00:00:00.000Z,700,0,700,657500,0,657500
1465,51688,32001047,,2008-01-01T00:00:00.000Z,900,0,900,374900,0,374900
1469,51688,32001047,,2011-01-01T00:00:00.000Z,700,0,700,312400,0,312400
1473,51689,32001048,,2012-01-01T00:00:00.000Z,25200,0,25200,11644200,0,11644200
1477,51689,32001048,01- Annual,2019-01-01T00:00:00.000Z,25200,0,25200,18211400,0,18211400
1481,51689,32001048,01- Annual,2016-01-01T00:00:00.000Z,25400,0,25400,13699500,0,13699500
1485,51690,32001049,01- Annual,2020-01-01T00:00:00.000Z,17000,0,17000,11172700,42049100,53221800
1489,51690,32001049,01- Annual,2016-01-01T00:00:00.000Z,15600,0,15600,8404600,0,8404600
1493,51690,32001049,,2008-01-01T00:00:00.000Z,18600,0,18600,7858100,0,7858100
1497,51690,32001049,,2011-01-01T00:00:00.000Z,14300,0,14300,6548400,0,6548400
1501,52294,32003006,,2012-01-01T00:00:00.000Z,778500,600700,1379200,60000,61400,121400
1505,52294,32003006,01- Annual,2015-01-01T00:00:00.000Z,838500,641300,1479800,0,195000,195000
1509,52342,32006008,,2008-01-01T00:00:00.000Z,528000,651500,1179500,264000,124400,388400
1513,52342,32006008,,2012-01-01T00:00:00.000Z,433200,606800,1040000,240000,174900,414900
1517,53213,32024002,,2010-08-01T00:00:00.000Z,72000,201400,273400,20216000,14921700,35137700
1521,53213,32024002,,2008-11-01T00:00:00.000Z,72000,110400,182400,24024000,23831900,47855900
1525,53213,32024002,04- Court Order,,0,0,0,0,0,0
1529,53213,32024002,03- Board of Equalization,2015-08-21T00:00:00.000Z,75000,257600,332600,23826000,75172400,98998400
1533,53213,32024002,01- Annual,2018-01-01T00:00:00.000Z,75000,201500,276500,21660000,87859800,109519800
1537,53213,32024002,01- Annual,2020-01-01T00:00:00.000Z,82500,215900,298400,21660000,87437100,109097100
1541,53556,34020030,,2008-01-01T00:00:00.000Z,4479500,25167200,29646700,29172000,95733200,124905200
1545,53556,34020030,,2010-01-01T00:00:00.000Z,3583600,21240200,24823800,24752000,76881400,101633400
1549,53556,34020030,01- Annual,2019-01-01T00:00:00.000Z,3212900,26337200,29550100,38012000,107246900,145258900
1553,53556,34020030,05- Review,2015-08-12T00:00:00.000Z,2677500,21881900,24559400,29172000,116304000,145476000
1557,53765,34020255,01- Annual,2020-01-01T00:00:00.000Z,45100,616400,661500,26795100,182267800,209062900
1561,53765,34020255,01- Annual,2016-01-01T00:00:00.000Z,41600,270600,312200,25237300,136061500,161298800
1565,53765,34020255,,2010-01-01T00:00:00.000Z,33300,219800,253100,17480400,95275700,112756100
1569,53765,34020255,,2008-01-01T00:00:00.000Z,41600,247000,288600,20601900,105694200,126296100
1573,53766,34020256,01- Annual,2013-01-01T00:00:00.000Z,30400,0,30400,15920000,0,15920000
1577,53766,34020256,01- Annual,2017-01-01T00:00:00.000Z,30400,0,30400,19558900,0,19558900
1581,53766,34020256,01- Annual,2015-01-01T00:00:00.000Z,30400,0,30400,17512000,0,17512000
1585,54061,34027025,01- Annual,2015-01-01T00:00:00.000Z,403700,823200,1226900,47509000,107429800,154938800
1589,54061,34027025,,2011-10-01T00:00:00.000Z,370100,717600,1087700,36772800,104807300,141580100
1593,54061,34027025,01- Annual,2013-01-01T00:00:00.000Z,403700,749000,1152700,43190000,101885100,145075100
1597,54072,35001008,,2008-01-01T00:00:00.000Z,272700,498000,770700,25410000,54174300,79584300
1601,54072,35001008,,2011-01-01T00:00:00.000Z,250000,561400,811400,23100000,50673100,73773100
1605,54072,35001008,01- Annual,2015-01-01T00:00:00.000Z,272700,1253700,1526400,29645000,64330500,93975500
1609,54072,35001008,01- Annual,2019-01-01T00:00:00.000Z,272700,1954700,2227400,33110000,74184800,107294800
1613,54077,35001019,01- Annual,2020-01-01T00:00:00.000Z,396000,581400,977400,29928000,90224700,120152700
1617,54077,35001019,05- Review,2015-09-21T00:00:00.000Z,286100,864500,1150600,26796000,68026800,94822800
1621,54077,35001019,,2012-01-01T00:00:00.000Z,365600,1289000,1654600,24360000,61652700,86012700
1625,54280,35003001,01- Annual,2016-01-01T00:00:00.000Z,261800,1000,262800,17696700,0,17696700
1629,54280,35003001,01- Annual,2019-01-01T00:00:00.000Z,266700,1000,267700,18962400,0,18962400
1633,54281,35003002,01- Annual,2014-01-01T00:00:00.000Z,278200,1000,279200,10160100,0,10160100
1637,54282,35003003,01- Annual,2015-01-01T00:00:00.000Z,242300,2424400,2666700,10979000,134202600,145181600
1641,54282,35003003,01- Annual,2017-01-01T00:00:00.000Z,242300,8353300,8595600,12262300,130931800,143194100
1645,54282,35003003,,2012-01-01T00:00:00.000Z,242300,2082300,2324600,9980900,125030700,135011600
1649,54283,35003004,01- Annual,2020-01-01T00:00:00.000Z,236000,0,236000,11025900,0,11025900
1653,54283,35003004,01- Annual,2013-01-01T00:00:00.000Z,217900,0,217900,8974500,0,8974500
1657,54283,35003004,01- Annual,2018-01-01T00:00:00.000Z,217900,0,217900,11025900,0,11025900
832,28926,17003298,01- Annual,2020-01-01T00:00:00.000Z,0,0,0,139400,0,139400
836,28926,17003298,01- Annual,2018-01-01T00:00:00.000Z,0,0,0,121700,0,121700
840,28926,17003298,,2011-01-01T00:00:00.000Z,0,0,0,14200,0,14200
844,28927,17003299,,2012-01-01T00:00:00.000Z,0,0,0,41700,0,41700
848,28927,17003299,01- Annual,2017-01-01T00:00:00.000Z,0,0,0,348500,0,348500
852,28927,17003299,01- Annual,2016-01-01T00:00:00.000Z,0,0,0,328200,0,328200
856,28928,17003300,01- Annual,2015-01-01T00:00:00.000Z,0,0,0,48400,0,48400
860,28928,17003300,01- Annual,2019-01-01T00:00:00.000Z,0,0,0,348500,0,348500
864,28928,17003300,01- Annual,2013-01-01T00:00:00.000Z,0,0,0,41700,0,41700
868,29226,17005003,,2010-01-01T00:00:00.000Z,63300,0,63300,3043300,0,3043300
872,29227,17005004,,2011-01-01T00:00:00.000Z,73700,0,73700,3287300,0,3287300
876,29229,17005006,,2012-01-01T00:00:00.000Z,147000,0,147000,7009400,0,7009400
880,29231,17005008,,2010-01-01T00:00:00.000Z,41200,0,41200,1982600,0,1982600
884,29232,17005009,,2011-01-01T00:00:00.000Z,49500,0,49500,2205300,0,2205300
888,29233,17005010,,2012-01-01T00:00:00.000Z,56400,0,56400,2689000,0,2689000
892,29283,17011006,,2011-01-01T00:00:00.000Z,102000,0,102000,893200,0,893200
896,29285,17011008,,2011-01-01T00:00:00.000Z,62100,0,62100,544500,0,544500
900,29286,17011009,,2008-01-01T00:00:00.000Z,125700,0,125700,562000,1000,563000
904,29289,17011013,,2010-01-01T00:00:00.000Z,151600,0,151600,829500,0,829500
908,29290,17011015,,2008-01-01T00:00:00.000Z,470500,0,470500,2104100,1000,2105100
912,29291,17011016,,2010-01-01T00:00:00.000Z,973100,0,973100,5323800,0,5323800
916,29318,17012012,01- Annual,2014-01-01T00:00:00.000Z,966000,1928300,2894300,0,0,0
920,29329,17013017,01- Annual,2016-01-01T00:00:00.000Z,40700,585800,626500,24615200,121357900,145973100
924,29329,17013017,,2011-01-01T00:00:00.000Z,37300,347900,385200,18233500,91410800,109644300
928,29329,17013017,,2009-01-01T00:00:00.000Z,40700,353900,394600,20084800,85644400,105729200
932,29330,17013019,01- Annual,2013-01-01T00:00:00.000Z,55300,0,55300,24786500,84620100,109406600
936,29330,17013019,,2012-01-01T00:00:00.000Z,55300,0,55300,24786500,84295300,109081800
940,29330,17013019,01- Annual,2019-01-01T00:00:00.000Z,55300,0,55300,35527300,100494600,136021900
944,29332,17014001,01- Annual,2015-01-01T00:00:00.000Z,901700,4339700,5241400,19558000,73950000,93508000
948,29332,17014001,01- Annual,2019-01-01T00:00:00.000Z,901700,4290000,5191700,21844000,80357700,102201700
952,29332,17014001,,2012-01-01T00:00:00.000Z,901700,0,901700,17780000,20000,17800000
956,32270,18003111,,2008-01-01T00:00:00.000Z,108000,862100,970100,37950000,124587400,162537400
960,32270,18003111,,2012-01-01T00:00:00.000Z,108000,940800,1048800,34500000,150231700,184731700
964,32270,18003111,03- Board of Equalization,2016-09-07T00:00:00.000Z,108000,1091200,1199200,46575000,144478500,191053500
968,32270,18003111,01- Annual,2019-01-01T00:00:00.000Z,108000,782400,890400,49450000,162021100,211471100
