ID,Year,Method,"CLL.A.1_Quality of cultural and learning services and programs in Austin (e.g. libraries, museums, cultural centers and events)","CLL.A.3_Quality of the City's cultural and learning facilities (e.g. libraries, cultural centers, City museums)",CLL.A.4_Attended a cultural event or program organizedby the City in the past 6 months,CLL.A.5_Overall quality of life in the city,CLL.A.5_Have you participated in a City of Austin recreation program/event?,CLL.C.1_The City of Austin as a place where I feel welcome,CLL.D.1_Austin is a place that honors and preserves my personal heritage,CLL.E.1_CLL.E.2_Have you participated in a lifelong learning activity in the past 3 months (learning activity or class unrelated to work),"CLL.E.3_City-offered lifelong learning events, activities, and resources (Classes or learning materials)",HE.C.3_Overall quality of City of Austin parks and recreation programs or classesoffered by the City,"HE.C.3_Quality of City of Austin Park facilities (includes recreation, senior, nature,cultural centers and museums)",HE.C.3_Special/Weighted Measure,HE.E.2_I have frequent contact with friends and neighbors outside of my home,S.A.1_I feel safe in my neighborhood during the day,S.A.1_I feel safe in my neighborhood at night,S.A.1_I feel safe walking alone downtown during the day,S.A.1_I feel safe in my home,S.A.1_I feel safe walking alone downtown at night,S.A.1_S.B.4_I feel safe in my workplace,S.A.1_I feel safe in city parks,S.A.1_Special/Weighted Measure,S.A.2_I trust Austin Police Department (APD),S.A.2_I trust Austin Fire Department (AFD),S.A.2_I trust Emergency Medical Services (EMS),S.A.2_Special/Weighted Measure,"S.A.3_I am confident that in case of an emergency, my response will be delivered effectively","S.B.3_I have sufficient knowledge and understanding of community laws, codes, and ordinances",S.C.2_I have access to information and education on disasters and other major emergencies,"S.C.3_I feel prepared to help myself, my family, and my neighbors to respond to disasters and major emergencies","S.D.2_I feel I was treated fairly during my enforcement process (arrests, tickets, warnings, code violations)","S.D.2_I feel I was treated fairly during my judicial process (traffic and parking ticket processing, fine collections, misdemeanor court case appearances)",S.D.2_Special/Weighted Measure,M.B.2_Cost of transportation to get around Austin,M.B.3_Did your household reduce the total number of cars owned/leased in the household by one or more within the last year?,"M.C.2_Transportation options (aside from personal vehicle) to get around Austin (e.g. ride share, but/train, bike, walk)","M.E.1_Condition of major city streets (Congress Ave, Lamar, South First, Burnet, etc.)",M.E.2_Overall maintenance of city sidewalks,"GTW.B.6_Condition of City facilities and buildings (e.g. clean, safe, accessible)",GTW.B.6_Special/Weighted Measure,GTW.C.1_Services provided by the City’s 3-1-1 assistance telephone number,GTW.C.2_GTW.F.1_Overall quality of services provided by the City of Austin,GTW.C.3_Overall value that you receive for your city tax dollars and fees,GTW.E.2_Civic engagement experience with the City,GTW.E.3_The City’s effort to support dialogue between residents and government,GTW.G.1_Employees of the City of Austin are ethical in the way they conduct City business.,GTW.G.6_The City's efforts to be fair,GTW.G.6_The City's efforts to be transparent,GTW.G.6_Special/Weighted Measure,City,Council District,Block Level X Longitude,Block Level Y Latitude
2015_1662,01/01/2015 12:00:00 AM,,,,,4,1,,,,,3,4,0.6257,,4,4,4,,2,,4,,,,,,,,,,,,,,,,2,,,,4,4,4,,,4,,,,Austin,4,-97.691,30.346
2015_1663,01/01/2015 12:00:00 AM,,,,,4,0,,,,,5,4,0.6257,,4,4,3,,9,,2,,,,,,,,,,,,,,,,4,,,,5,5,5,,,9,,,,Austin,5,-97.778,30.23
2015_1664,01/01/2015 12:00:00 AM,,,,,4,1,,,,,4,3,0.6257,,5,4,5,,5,,4,,,,,,,,,,,,,,,,3,,,,4,3,4,,,4,,,,Austin,3,-97.721,30.255
2015_1665,01/01/2015 12:00:00 AM,,,,,4,0,,,,,5,4,0.6257,,4,4,4,,1,,1,,,,,,,,,,,,,,,,5,,,,5,4,1,,,5,,,,Austin,3,-97.692,30.242
2015_1666,01/01/2015 12:00:00 AM,,,,,3,1,,,,,4,4,0.6257,,4,4,4,,4,,4,,,,,,,,,,,,,,,,3,,,,4,4,9,,,4,,,,Austin,9,-97.714,30.298
2015_1667,01/01/2015 12:00:00 AM,,,,,5,1,,,,,4,5,0.6257,,5,5,5,,4,,4,,,,,,,,,,,,,,,,4,,,,9,5,5,,,2,,,,Austin,8,-97.819,30.274
2015_1668,01/01/2015 12:00:00 AM,,,,,4,1,,,,,5,4,0.6257,,5,4,5,,4,,4,,,,,,,,,,,,,,,,3,,,,5,5,4,,,3,,,,Austin,2,-97.79,30.215
2015_1669,01/01/2015 12:00:00 AM,,,,,5,0,,,,,4,4,0.6257,,4,4,4,,2,,4,,,,,,,,,,,,,,,,2,,,,5,4,4,,,4,,,,Austin,9,-97.725,30.304
2015_1670,01/01/2015 12:00:00 AM,,,,,9,0,,,,,9,9,0.6257,,4,4,3,,2,,9,,,,,,,,,,,,,,,,3,,,,4,4,9,,,9,,,,Austin,2,-97.75,30.168
2015_1671,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,4,0.6257,,5,4,5,,4,,4,,,,,,,,,,,,,,,,4,,,,5,4,4,,,4,,,,Austin,5,-97.782,30.255
2015_1672,01/01/2015 12:00:00 AM,,,,,5,1,,,,,5,5,0.6257,,4,4,4,,4,,4,,,,,,,,,,,,,,,,4,,,,4,5,5,,,4,,,,Austin,2,-97.756,30.183
2015_1673,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,4,0.6257,,5,4,3,,3,,4,,,,,,,,,,,,,,,,3,,,,3,4,4,,,5,,,,Austin,7,-97.685,30.418
2015_1674,01/01/2015 12:00:00 AM,,,,,4,0,,,,,3,2,0.6257,,4,3,4,,2,,3,,,,,,,,,,,,,,,,2,,,,9,4,4,,,3,,,,Austin,8,-97.834,30.234
2015_1675,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,4,0.6257,,4,4,4,,3,,3,,,,,,,,,,,,,,,,3,,,,4,3,3,,,4,,,,Austin,4,-97.712,30.332
2015_1676,01/01/2015 12:00:00 AM,,,,,3,0,,,,,9,9,0.6257,,5,4,2,,1,,9,,,,,,,,,,,,,,,,3,,,,9,3,3,,,9,,,,Austin,6,-97.786,30.431
2015_1677,01/01/2015 12:00:00 AM,,,,,4,1,,,,,3,4,0.6257,,4,3,3,,1,,3,,,,,,,,,,,,,,,,3,,,,9,4,4,,,3,,,,Austin,2,-97.799,30.185
2015_1678,01/01/2015 12:00:00 AM,,,,,3,1,,,,,4,3,0.6257,,5,4,9,,9,,5,,,,,,,,,,,,,,,,2,,,,5,4,4,,,4,,,,Austin,8,-97.836,30.216
2015_1679,01/01/2015 12:00:00 AM,,,,,4,1,,,,,4,3,0.6257,,4,2,4,,2,,3,,,,,,,,,,,,,,,,4,,,,4,3,3,,,5,,,,Austin,1,-97.676,30.285
2015_1680,01/01/2015 12:00:00 AM,,,,,5,0,,,,,4,4,0.6257,,4,4,4,,9,,4,,,,,,,,,,,,,,,,9,,,,4,5,4,,,9,,,,Austin,6,-97.799,30.453
2015_1681,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,4,0.6257,,5,4,5,,4,,5,,,,,,,,,,,,,,,,2,,,,9,4,4,,,4,,,,Austin,1,-97.691,30.318
2015_1682,01/01/2015 12:00:00 AM,,,,,5,1,,,,,5,4,0.6257,,5,5,3,,3,,4,,,,,,,,,,,,,,,,4,,,,4,4,4,,,5,,,,Austin,8,-97.836,30.208
2015_1683,01/01/2015 12:00:00 AM,,,,,4,1,,,,,5,5,0.6257,,5,5,4,,2,,4,,,,,,,,,,,,,,,,4,,,,4,4,3,,,5,,,,Austin,4,-97.691,30.304
2015_1684,01/01/2015 12:00:00 AM,,,,,5,1,,,,,4,3,0.6257,,5,5,5,,4,,4,,,,,,,,,,,,,,,,2,,,,9,4,2,,,9,,,,Austin,8,-97.837,30.257
2015_1685,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,2,0.6257,,4,2,4,,2,,2,,,,,,,,,,,,,,,,2,,,,4,4,4,,,4,,,,Austin,2,-97.755,30.19
2015_1686,01/01/2015 12:00:00 AM,,,,,4,1,,,,,4,4,0.6257,,4,2,4,,1,,4,,,,,,,,,,,,,,,,2,,,,3,3,3,,,3,,,,Austin,7,-97.698,30.409
2015_1687,01/01/2015 12:00:00 AM,,,,,1,0,,,,,3,1,0.6257,,3,3,3,,3,,2,,,,,,,,,,,,,,,,2,,,,9,3,1,,,2,,,,Austin,5,-97.772,30.255
2015_1688,01/01/2015 12:00:00 AM,,,,,4,1,,,,,4,4,0.6257,,5,5,5,,3,,4,,,,,,,,,,,,,,,,4,,,,4,4,4,,,4,,,,Austin,9,-97.702,30.292
2015_1689,01/01/2015 12:00:00 AM,,,,,4,1,,,,,3,3,0.6257,,4,4,3,,3,,3,,,,,,,,,,,,,,,,4,,,,3,3,3,,,3,,,,Austin,2,-97.762,30.182
2015_1690,01/01/2015 12:00:00 AM,,,,,1,0,,,,,9,2,0.6257,,5,5,1,,1,,4,,,,,,,,,,,,,,,,1,,,,5,1,1,,,1,,,,Austin,3,-97.776,30.219
2015_1693,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,4,0.6257,,5,5,4,,3,,4,,,,,,,,,,,,,,,,9,,,,5,4,4,,,3,,,,Austin,1,-97.658,30.387
2015_1694,01/01/2015 12:00:00 AM,,,,,3,1,,,,,1,1,0.6257,,1,2,4,,1,,3,,,,,,,,,,,,,,,,2,,,,5,2,2,,,5,,,,Austin,2,-97.756,30.191
2015_1695,01/01/2015 12:00:00 AM,,,,,5,0,,,,,5,4,0.6257,,5,5,5,,5,,5,,,,,,,,,,,,,,,,4,,,,5,5,4,,,5,,,,Austin,2,-97.76,30.185
2015_1696,01/01/2015 12:00:00 AM,,,,,3,0,,,,,4,3,0.6257,,5,5,5,,9,,9,,,,,,,,,,,,,,,,4,,,,5,3,3,,,4,,,,Austin,2,-97.783,30.196
2015_1697,01/01/2015 12:00:00 AM,,,,,2,0,,,,,3,9,0.6257,,2,2,2,,2,,3,,,,,,,,,,,,,,,,2,,,,4,3,3,,,2,,,,Austin,2,-97.758,30.195
2015_1698,01/01/2015 12:00:00 AM,,,,,4,0,,,,,1,3,0.6257,,4,1,3,,1,,2,,,,,,,,,,,,,,,,3,,,,9,4,4,,,9,,,,Austin,2,-97.794,30.206
2015_1699,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,3,0.6257,,5,5,4,,1,,3,,,,,,,,,,,,,,,,3,,,,3,3,2,,,3,,,,Austin,10,-97.778,30.42
2015_1700,01/01/2015 12:00:00 AM,,,,,5,0,,,,,5,5,0.6257,,5,4,4,,3,,4,,,,,,,,,,,,,,,,5,,,,5,5,4,,,5,,,,Austin,3,-97.693,30.238
2015_1701,01/01/2015 12:00:00 AM,,,,,4,1,,,,,4,9,0.6257,,4,4,4,,2,,4,,,,,,,,,,,,,,,,3,,,,9,4,3,,,4,,,,Austin,10,-97.77,30.423
2015_1702,01/01/2015 12:00:00 AM,,,,,4,1,,,,,4,4,0.6257,,5,5,5,,5,,5,,,,,,,,,,,,,,,,2,,,,4,4,3,,,5,,,,Austin,10,-97.744,30.308
2015_1703,01/01/2015 12:00:00 AM,,,,,4,1,,,,,4,4,0.6257,,5,4,4,,4,,4,,,,,,,,,,,,,,,,3,,,,9,9,2,,,9,,,,Austin,7,-97.726,30.33
2015_1704,01/01/2015 12:00:00 AM,,,,,5,0,,,,,9,9,0.6257,,5,5,5,,4,,4,,,,,,,,,,,,,,,,3,,,,9,4,5,,,5,,,,Austin,10,-97.765,30.363
2015_1705,01/01/2015 12:00:00 AM,,,,,5,1,,,,,5,4,0.6257,,5,4,5,,9,,4,,,,,,,,,,,,,,,,4,,,,4,5,4,,,4,,,,Austin,3,-97.681,30.268
2015_1706,01/01/2015 12:00:00 AM,,,,,3,1,,,,,4,4,0.6257,,4,4,4,,4,,4,,,,,,,,,,,,,,,,4,,,,9,3,3,,,4,,,,Austin,8,-97.864,30.215
2015_1707,01/01/2015 12:00:00 AM,,,,,3,0,,,,,3,3,0.6257,,5,5,3,,3,,3,,,,,,,,,,,,,,,,4,,,,4,3,5,,,1,,,,Austin,1,-97.696,30.278
2015_1708,01/01/2015 12:00:00 AM,,,,,5,0,,,,,5,5,0.6257,,5,5,5,,3,,5,,,,,,,,,,,,,,,,5,,,,5,5,5,,,5,,,,Austin,8,-97.858,30.15
2015_1709,01/01/2015 12:00:00 AM,,,,,4,1,,,,,4,4,0.6257,,4,4,4,,2,,3,,,,,,,,,,,,,,,,4,,,,4,4,3,,,9,,,,Austin,10,-97.745,30.369
2015_1710,01/01/2015 12:00:00 AM,,,,,4,0,,,,,2,4,0.6257,,4,4,4,,3,,3,,,,,,,,,,,,,,,,4,,,,4,4,1,,,3,,,,Austin,1,-97.676,30.299
2015_1711,01/01/2015 12:00:00 AM,,,,,4,1,,,,,9,9,0.6257,,4,4,4,,4,,4,,,,,,,,,,,,,,,,2,,,,9,3,1,,,4,,,,Austin,5,-97.776,30.261
2015_1712,01/01/2015 12:00:00 AM,,,,,1,0,,,,,3,3,0.6257,,4,2,4,,1,,3,,,,,,,,,,,,,,,,3,,,,4,3,3,,,3,,,,Austin,4,-97.703,30.386
2015_1713,01/01/2015 12:00:00 AM,,,,,5,0,,,,,9,3,0.6257,,5,4,9,,9,,9,,,,,,,,,,,,,,,,5,,,,5,4,5,,,1,,,,Austin,1,-97.673,30.289
2015_1714,01/01/2015 12:00:00 AM,,,,,5,1,,,,,5,9,0.6257,,5,5,5,,4,,5,,,,,,,,,,,,,,,,5,,,,5,5,4,,,5,,,,Austin,8,-97.825,30.249
2015_1715,01/01/2015 12:00:00 AM,,,,,3,1,,,,,3,3,0.6257,,4,3,2,,2,,3,,,,,,,,,,,,,,,,4,,,,3,4,2,,,9,,,,Austin,10,-97.764,30.358
2015_1717,01/01/2015 12:00:00 AM,,,,,4,1,,,,,4,3,0.6257,,4,3,9,,9,,3,,,,,,,,,,,,,,,,3,,,,9,4,9,,,9,,,,Austin,2,-97.783,30.171
2015_1718,01/01/2015 12:00:00 AM,,,,,4,1,,,,,5,4,0.6257,,4,4,4,,3,,5,,,,,,,,,,,,,,,,4,,,,4,4,4,,,4,,,,Austin,6,-97.793,30.433
2015_1719,01/01/2015 12:00:00 AM,,,,,5,0,,,,,5,5,0.6257,,5,5,5,,5,,3,,,,,,,,,,,,,,,,5,,,,5,5,5,,,1,,,,Austin,8,-97.867,30.205
2015_1720,01/01/2015 12:00:00 AM,,,,,5,1,,,,,3,4,0.6257,,5,4,5,,4,,3,,,,,,,,,,,,,,,,4,,,,2,4,4,,,4,,,,Austin,1,-97.644,30.363
2015_1721,01/01/2015 12:00:00 AM,,,,,3,0,,,,,3,2,0.6257,,3,2,3,,1,,2,,,,,,,,,,,,,,,,2,,,,3,2,2,,,3,,,,Austin,10,-97.769,30.418
2015_1722,01/01/2015 12:00:00 AM,,,,,3,1,,,,,4,4,0.6257,,4,4,4,,3,,4,,,,,,,,,,,,,,,,4,,,,4,4,4,,,9,,,,Austin,6,-97.802,30.444
2015_1723,01/01/2015 12:00:00 AM,,,,,4,1,,,,,5,4,0.6257,,5,5,5,,4,,4,,,,,,,,,,,,,,,,5,,,,4,4,4,,,4,,,,Austin,7,-97.729,30.423
2015_1724,01/01/2015 12:00:00 AM,,,,,5,1,,,,,4,4,0.6257,,5,4,5,,2,,5,,,,,,,,,,,,,,,,5,,,,5,4,4,,,4,,,,Austin,5,-97.846,30.171
2015_1725,01/01/2015 12:00:00 AM,,,,,2,0,,,,,4,4,0.6257,,3,3,2,,1,,2,,,,,,,,,,,,,,,,2,,,,4,1,2,,,4,,,,Austin,2,-97.79,30.195
2015_1726,01/01/2015 12:00:00 AM,,,,,5,0,,,,,9,9,0.6257,,5,5,5,,9,,9,,,,,,,,,,,,,,,,2,,,,5,5,4,,,9,,,,Austin,1,-97.672,30.284
2015_1727,01/01/2015 12:00:00 AM,,,,,5,0,,,,,4,3,0.6257,,5,5,4,,2,,3,,,,,,,,,,,,,,,,4,,,,9,4,4,,,4,,,,Austin,8,-97.795,30.268
2015_1728,01/01/2015 12:00:00 AM,,,,,5,0,,,,,5,4,0.6257,,5,3,5,,3,,4,,,,,,,,,,,,,,,,4,,,,9,4,3,,,4,,,,Austin,8,-97.821,30.277
2015_1730,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,4,0.6257,,5,4,4,,1,,4,,,,,,,,,,,,,,,,3,,,,4,4,3,,,3,,,,Austin,2,-97.797,30.207
2015_1731,01/01/2015 12:00:00 AM,,,,,4,1,,,,,9,3,0.6257,,4,4,4,,2,,4,,,,,,,,,,,,,,,,4,,,,4,4,4,,,9,,,,Austin,9,-97.736,30.239
2015_1732,01/01/2015 12:00:00 AM,,,,,4,1,,,,,3,9,0.6257,,4,3,5,,3,,2,,,,,,,,,,,,,,,,4,,,,4,4,3,,,3,,,,Austin,4,,
2015_1733,01/01/2015 12:00:00 AM,,,,,4,0,,,,,9,9,0.6257,,5,5,4,,2,,9,,,,,,,,,,,,,,,,4,,,,9,4,3,,,9,,,,Austin,6,-97.768,30.493
2015_1734,01/01/2015 12:00:00 AM,,,,,3,1,,,,,5,2,0.6257,,4,4,4,,3,,3,,,,,,,,,,,,,,,,4,,,,9,4,2,,,9,,,,Austin,4,-97.701,30.312
2015_1735,01/01/2015 12:00:00 AM,,,,,3,1,,,,,4,3,0.6257,,9,9,9,,9,,9,,,,,,,,,,,,,,,,2,,,,4,3,1,,,4,,,,Austin,8,-97.807,30.273
2015_1736,01/01/2015 12:00:00 AM,,,,,3,0,,,,,3,3,0.6257,,4,4,4,,9,,9,,,,,,,,,,,,,,,,2,,,,1,3,2,,,9,,,,Austin,5,-97.812,30.18
2015_1737,01/01/2015 12:00:00 AM,,,,,5,0,,,,,4,3,0.6257,,5,5,5,,4,,4,,,,,,,,,,,,,,,,2,,,,5,4,3,,,5,,,,Austin,3,-97.764,30.212
2015_1738,01/01/2015 12:00:00 AM,,,,,5,1,,,,,3,3,0.6257,,5,4,5,,4,,5,,,,,,,,,,,,,,,,3,,,,5,4,4,,,4,,,,Austin,2,-97.762,30.173
2015_1739,01/01/2015 12:00:00 AM,,,,,4,1,,,,,3,4,0.6257,,5,5,5,,4,,4,,,,,,,,,,,,,,,,4,,,,9,4,3,,,4,,,,Austin,6,-97.739,30.411
2015_1740,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,4,0.6257,,4,4,2,,1,,4,,,,,,,,,,,,,,,,4,,,,5,4,3,,,4,,,,Austin,2,-97.787,30.214
2015_1741,01/01/2015 12:00:00 AM,,,,,5,0,,,,,4,4,0.6257,,4,4,4,,4,,4,,,,,,,,,,,,,,,,2,,,,9,4,4,,,4,,,,Austin,10,-97.753,30.304
2015_1742,01/01/2015 12:00:00 AM,,,,,4,0,,,,,9,9,0.6257,,5,5,5,,5,,5,,,,,,,,,,,,,,,,5,,,,9,5,3,,,3,,,,Austin,3,-97.69,30.271
2015_1743,01/01/2015 12:00:00 AM,,,,,4,1,,,,,4,4,0.6257,,5,4,3,,2,,3,,,,,,,,,,,,,,,,4,,,,4,3,1,,,3,,,,Austin,8,-97.841,30.205
2015_1744,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,4,0.6257,,5,5,5,,3,,5,,,,,,,,,,,,,,,,3,,,,5,3,3,,,4,,,,Austin,10,-97.791,30.415
2015_1745,01/01/2015 12:00:00 AM,,,,,5,9,,,,,4,4,0.6257,,4,4,5,,1,,4,,,,,,,,,,,,,,,,4,,,,5,4,1,,,5,,,,Austin,1,-97.61,30.346
2015_1746,01/01/2015 12:00:00 AM,,,,,3,0,,,,,3,2,0.6257,,3,3,3,,2,,3,,,,,,,,,,,,,,,,3,,,,3,1,1,,,2,,,,Austin,3,-97.721,30.254
2015_1747,01/01/2015 12:00:00 AM,,,,,5,1,,,,,4,2,0.6257,,5,5,4,,3,,3,,,,,,,,,,,,,,,,2,,,,3,3,3,,,2,,,,Austin,8,-97.802,30.269
2015_1748,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,4,0.6257,,5,5,5,,3,,4,,,,,,,,,,,,,,,,3,,,,5,4,3,,,4,,,,Austin,2,-97.743,30.169
2015_1750,01/01/2015 12:00:00 AM,,,,,5,0,,,,,5,4,0.6257,,5,4,4,,3,,4,,,,,,,,,,,,,,,,4,,,,5,4,4,,,9,,,,Austin,9,-97.725,30.307
2015_1751,01/01/2015 12:00:00 AM,,,,,4,1,,,,,5,5,0.6257,,5,5,4,,1,,3,,,,,,,,,,,,,,,,4,,,,4,2,2,,,4,,,,Austin,8,-97.901,30.244
2015_1752,01/01/2015 12:00:00 AM,,,,,4,1,,,,,5,4,0.6257,,4,4,4,,3,,4,,,,,,,,,,,,,,,,4,,,,9,4,4,,,9,,,,Austin,5,-97.836,30.16
2015_1753,01/01/2015 12:00:00 AM,,,,,5,0,,,,,3,3,0.6257,,4,4,4,,3,,3,,,,,,,,,,,,,,,,3,,,,5,5,3,,,4,,,,Austin,4,-97.684,30.37
2015_1754,01/01/2015 12:00:00 AM,,,,,3,0,,,,,2,2,0.6257,,2,2,4,,9,,3,,,,,,,,,,,,,,,,3,,,,4,2,3,,,3,,,,Austin,1,-97.661,30.28
2015_1755,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,4,0.6257,,5,5,5,,9,,5,,,,,,,,,,,,,,,,5,,,,4,5,4,,,4,,,,Austin,6,-97.802,30.462
2015_1756,01/01/2015 12:00:00 AM,,,,,4,0,,,,,5,4,0.6257,,2,3,4,,5,,5,,,,,,,,,,,,,,,,4,,,,4,3,9,,,9,,,,Austin,1,-97.628,30.296
2015_1757,01/01/2015 12:00:00 AM,,,,,2,1,,,,,4,4,0.6257,,5,5,4,,2,,4,,,,,,,,,,,,,,,,2,,,,3,4,2,,,9,,,,Austin,5,-97.844,30.158
2015_1758,01/01/2015 12:00:00 AM,,,,,4,9,,,,,3,3,0.6257,,5,5,3,,3,,3,,,,,,,,,,,,,,,,4,,,,4,5,2,,,4,,,,Austin,7,-97.687,30.419
2015_1759,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,4,0.6257,,5,5,5,,2,,4,,,,,,,,,,,,,,,,5,,,,5,5,4,,,5,,,,Austin,7,-97.685,30.425
2015_1761,01/01/2015 12:00:00 AM,,,,,5,0,,,,,5,9,0.6257,,5,3,4,,2,,4,,,,,,,,,,,,,,,,4,,,,4,5,3,,,4,,,,Austin,9,-97.707,30.294
2015_1762,01/01/2015 12:00:00 AM,,,,,3,0,,,,,9,9,0.6257,,4,4,4,,2,,3,,,,,,,,,,,,,,,,2,,,,4,2,2,,,9,,,,Austin,7,-97.731,30.332
2015_1763,01/01/2015 12:00:00 AM,,,,,4,1,,,,,4,4,0.6257,,4,4,4,,3,,4,,,,,,,,,,,,,,,,2,,,,4,3,3,,,3,,,,Austin,9,-97.718,30.31
2015_1764,01/01/2015 12:00:00 AM,,,,,5,0,,,,,5,9,0.6257,,5,5,5,,4,,4,,,,,,,,,,,,,,,,5,,,,9,4,4,,,9,,,,Austin,3,-97.783,30.215
2015_1766,01/01/2015 12:00:00 AM,,,,,4,1,,,,,5,4,0.6257,,5,4,5,,4,,4,,,,,,,,,,,,,,,,3,,,,9,4,4,,,5,,,,Austin,3,-97.704,30.229
2015_1767,01/01/2015 12:00:00 AM,,,,,5,0,,,,,5,5,0.6257,,5,5,5,,1,,5,,,,,,,,,,,,,,,,4,,,,5,5,5,,,4,,,,Austin,1,-97.69,30.315
2015_1768,01/01/2015 12:00:00 AM,,,,,4,0,,,,,3,2,0.6257,,4,2,4,,2,,4,,,,,,,,,,,,,,,,4,,,,5,4,4,,,4,,,,Austin,9,-97.707,30.291
2015_1769,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,4,0.6257,,5,3,5,,5,,5,,,,,,,,,,,,,,,,4,,,,5,3,3,,,4,,,,Austin,4,-97.718,30.373
2015_1770,01/01/2015 12:00:00 AM,,,,,5,1,,,,,3,3,0.6257,,4,3,9,,9,,9,,,,,,,,,,,,,,,,4,,,,4,4,5,,,4,,,,Austin,3,-97.726,30.254
2015_1771,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,4,0.6257,,4,4,3,,2,,4,,,,,,,,,,,,,,,,2,,,,5,2,2,,,4,,,,Austin,7,-97.689,30.416
2015_1772,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,2,0.6257,,5,4,4,,9,,4,,,,,,,,,,,,,,,,3,,,,2,4,4,,,3,,,,Austin,6,-97.84,30.419
2015_1773,01/01/2015 12:00:00 AM,,,,,5,1,,,,,3,3,0.6257,,5,5,5,,4,,4,,,,,,,,,,,,,,,,4,,,,3,4,4,,,4,,,,Austin,10,-97.758,30.379
2015_1774,01/01/2015 12:00:00 AM,,,,,5,0,,,,,5,4,0.6257,,5,5,5,,2,,5,,,,,,,,,,,,,,,,5,,,,5,4,4,,,1,,,,Austin,7,-97.705,30.402
2015_1775,01/01/2015 12:00:00 AM,,,,,3,1,,,,,3,4,0.6257,,5,5,5,,3,,4,,,,,,,,,,,,,,,,4,,,,4,4,4,,,4,,,,Austin,5,-97.765,30.257
2015_1776,01/01/2015 12:00:00 AM,,,,,4,0,,,,,9,9,0.6257,,5,5,9,,9,,9,,,,,,,,,,,,,,,,2,,,,4,3,1,,,4,,,,Austin,10,-97.762,30.353
2015_1777,01/01/2015 12:00:00 AM,,,,,5,0,,,,,4,5,0.6257,,3,1,1,,1,,1,,,,,,,,,,,,,,,,3,,,,1,1,2,,,4,,,,Austin,4,-97.695,30.358
2015_1778,01/01/2015 12:00:00 AM,,,,,4,9,,,,,3,3,0.6257,,5,4,5,,3,,4,,,,,,,,,,,,,,,,4,,,,4,4,3,,,5,,,,Austin,8,-97.884,30.188
2015_1779,01/01/2015 12:00:00 AM,,,,,3,0,,,,,9,9,0.6257,,4,1,9,,9,,9,,,,,,,,,,,,,,,,1,,,,5,4,1,,,3,,,,Austin,3,-97.693,30.27
2015_1780,01/01/2015 12:00:00 AM,,,,,4,1,,,,,4,5,0.6257,,4,4,4,,2,,4,,,,,,,,,,,,,,,,2,,,,9,4,2,,,1,,,,Austin,8,-97.852,30.209
2015_1781,01/01/2015 12:00:00 AM,,,,,5,0,,,,,4,9,0.6257,,5,5,4,,1,,3,,,,,,,,,,,,,,,,4,,,,4,4,4,,,9,,,,Austin,5,-97.778,30.139
2015_1782,01/01/2015 12:00:00 AM,,,,,4,0,,,,,9,9,0.6257,,5,5,9,,9,,9,,,,,,,,,,,,,,,,3,,,,4,3,2,,,4,,,,Austin,8,-97.826,30.25
2015_1783,01/01/2015 12:00:00 AM,,,,,4,1,,,,,3,2,0.6257,,4,4,4,,3,,4,,,,,,,,,,,,,,,,2,,,,3,2,2,,,4,,,,Austin,8,-97.868,30.191
2015_1784,01/01/2015 12:00:00 AM,,,,,4,1,,,,,4,4,0.6257,,5,5,3,,2,,3,,,,,,,,,,,,,,,,2,,,,4,4,3,,,5,,,,Austin,6,-97.739,30.411
2015_1785,01/01/2015 12:00:00 AM,,,,,5,0,,,,,1,1,0.6257,,4,4,4,,1,,1,,,,,,,,,,,,,,,,1,,,,4,2,2,,,9,,,,Austin,5,-97.826,30.213
2015_1786,01/01/2015 12:00:00 AM,,,,,4,0,,,,,9,3,0.6257,,4,3,4,,2,,3,,,,,,,,,,,,,,,,2,,,,9,3,9,,,2,,,,Austin,2,-97.753,30.197
2015_1787,01/01/2015 12:00:00 AM,,,,,3,0,,,,,4,4,0.6257,,4,4,3,,1,,3,,,,,,,,,,,,,,,,4,,,,4,2,2,,,9,,,,Austin,8,-97.871,30.227
2015_1788,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,4,0.6257,,4,3,4,,3,,4,,,,,,,,,,,,,,,,4,,,,3,3,3,,,4,,,,Austin,4,-97.713,30.355
2015_1789,01/01/2015 12:00:00 AM,,,,,5,0,,,,,4,4,0.6257,,5,5,5,,4,,5,,,,,,,,,,,,,,,,3,,,,3,9,4,,,5,,,,Austin,10,-97.78,30.346
