Project Number,Description,Start Date,Target Date,Campus,Economic Development Region,Project Phase,Purpose,Managed by SUCF,Project Status
161013,Security Upgrades Barton Hall,04/17/2017,01/31/2019,Cornell,Southern Tier,Closed,"Health, Safety, Security",N,Complete
161014,Rehabilitate Concrete Floor in Barton Hall,08/15/2019,07/21/2021,Cornell,Southern Tier,In Construction,Preservation of Facilities,N,Active
161015,Minor Critical Maintenance FY 2017/18,04/19/2017,06/24/2020,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
161016,Plant Virology Nematology Chilled Water Tie-In,10/16/2017,12/14/2020,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
161017,Repair BTI Parapet Walls,09/21/2017,09/29/2020,Cornell,Southern Tier,In Guarantee,Preservation of Facilities,N,Active
161018,Upgrade HVAC Controls in Riley-Robb Hall,09/20/2017,07/13/2020,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
161019,Renovate Kjeldahl Lab in Stocking Hall,09/18/2017,11/26/2019,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Cancelled
161021,Replace Sidewalks at Comstock and Fernow Halls,05/15/2019,03/10/2021,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Cancelled
161022,Replace Ice Bank Controls - Stocking Hall East,10/01/2018,08/09/2021,Cornell,Southern Tier,In Design,Preservation of Facilities,N,Active
161023,Replace Roof - Plant Breeding Love Laboratory,03/26/2018,11/30/2020,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
161024,Replace Autoclave - Yellow Greenhouse 1060D,03/26/2018,10/14/2021,Cornell,Southern Tier,In Construction,Preservation of Facilities,N,Active
161025,Minor Critical Maintenance FY2018/19,03/26/2018,06/24/2020,Cornell,Southern Tier,In Construction,Preservation of Facilities,N,Active
161026,Renovate Plant Science Building,10/26/2018,01/14/2030,Cornell,Southern Tier,In Design,Preservation of Facilities,Y,Active
161027,Renovate CALS Greenhouses - Phase 1,01/09/2019,12/15/2022,Cornell,Southern Tier,In Design,Preservation of Facilities,N,Active
161028,Demolish Building 1035 Nematode Lab,03/25/2019,03/04/2022,Cornell,Southern Tier,In Construction,"Health, Safety, Security",N,Active
161029,Minor Critical Maintenance FY 2019/20,04/05/2019,06/08/2021,Cornell,Southern Tier,In Construction,Preservation of Facilities,N,Active
161030,Renovate Comstock Hall,06/10/2019,08/24/2021,Cornell,Southern Tier,In Design,Preservation of Facilities,N,Active
161031,Abate & Replace Floor Tile - Rice Hall & Plant Virology Nematology,06/10/2019,09/22/2021,Cornell,Southern Tier,In Planning,Preservation of Facilities,N,Active
161032,Replace Exterior Stairs - Fernow Hall,06/04/2019,09/22/2021,Cornell,Southern Tier,In Design,"Health, Safety, Security",N,Active
161033,Replace Emergency Generator & Modify Sprinkler System - Mann Library,06/10/2019,11/22/2023,Cornell,Southern Tier,In Design,Preservation of Facilities,N,Active
161034,Replace Fire Alarm System - Wing Hall,06/10/2019,11/16/2022,Cornell,Southern Tier,In Design,Preservation of Facilities,N,Active
161035,Abate & Renovate Walk-in Coolers  Pomology Cold Storage building,02/03/2020,08/02/2022,Cornell,Southern Tier,In Planning,Preservation of Facilities,N,Active
161036,Minor Critical Maintenance FY 2020-21,03/04/2020,06/29/2022,Cornell,Southern Tier,In Planning,Preservation of Facilities,N,Active
161037,Consolidate and Renew CALS Agriculture Facilities,03/04/2020,03/31/2023,Cornell,Southern Tier,In Planning,Preservation of Facilities,N,Active
161038,Replace Roofing & Ventilation-Tower Road East Greenhouses,03/09/2020,02/10/2023,Cornell,Southern Tier,In Planning,Preservation of Facilities,N,Active
161039,Modify Atrium Lighting & Sprinklers-Mann Library,03/09/2020,11/14/2022,Cornell,Southern Tier,In Planning,Preservation of Facilities,N,Active
161040,Refurbish Ventilation - Stocking Hall East,03/09/2020,11/14/2022,Cornell,Southern Tier,In Planning,Preservation of Facilities,N,Active
16X200,Rehabilitation Of Mann Library,02/24/1999,06/04/2013,Cornell,Southern Tier,Closed,Preservation of Facilities,Y,Complete
16X281,Stocking Hall Rehab/System Upgrades,04/01/2007,10/25/2017,Cornell,Southern Tier,Closed,Preservation of Facilities,Y,Complete
16X288,Warren Hall Rehab And System Upgrades,08/01/2006,07/13/2018,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
16X295,Bradfield Hall Rehabilitation/System Upgrades,07/14/2009,06/28/2022,Cornell,Southern Tier,In Design,Preservation of Facilities,N,Active
16X299,Fernow Hall Rehabilitation,02/01/2008,09/19/2016,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
16X300,Rice Hall Rehabilitation,02/01/2008,01/21/2022,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
16X314,Kenneth Post Lab & Insectary Electrical Upgrade,07/03/2017,10/19/2020,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
16X320,Conservatory Greenhouse Restoration Bldg 1023A,07/21/2009,08/31/2017,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
16X324,Electrical Substation Upgrades,03/02/2010,11/02/2017,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
16X325,East Campus Storm Sewer Replacement,12/30/2010,10/27/2016,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
16X326,Systems Upgrades - Various Buildings,03/16/2009,06/16/2016,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
16X327,"Tower Road Utility Upgrades, Steam & Chilled Water Lines",11/04/2009,06/06/2014,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
16X328,Electric Service Entrance Upgrades - Various Buildings,07/14/2009,09/19/2014,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
16X333,"CALS Data and Communications Rehabs and Upgrades Bldgs 1064, 1080, 1022",04/11/2011,05/21/2015,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
16X334,Upgrade Lighting and Controls - Guterman Bioclimatic Lab and Greenhouses 1068B,09/01/2011,07/07/2015,Cornell,Southern Tier,Closed,Energy Conservation,N,Complete
16X335,"Replace Roofs, Phase II",08/10/2012,09/13/2017,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
16X336,"Emerson Hall Systems Upgrades, 1028E",03/01/2012,07/12/2016,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
16X337,CALS New Research Greenhouse (Red),06/01/2012,06/02/2017,Cornell,Southern Tier,Closed,New Facilities and Equipment Replacement,N,Complete
16X338,Wing Hall Passenger Elevator Replacement,11/16/2015,09/29/2020,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
16X339,HVAC Upgrades Bldg 1022 Plant Science Air Handler,11/09/2012,09/14/2017,Cornell,Southern Tier,Closed,"Health, Safety, Security",N,Complete
16X341,Upgrade Network Infra Kennedy Roberts,09/02/2014,10/25/2016,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
16X342,Rehab Ground Floor - Barton Hall,07/01/2014,05/26/2017,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
16X343,Rehab Roof-Bailey Hall,09/05/2016,12/06/2017,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
16X344,Rehab CAFO Bunk Silo-Harford T&R,03/14/2016,04/27/2017,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
16X345,Upgrade Electrical System Harford T&R Center,04/06/2015,10/18/2018,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
16X346,Replace Roofs Various Buildings ph III,02/16/2016,09/17/2020,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
16X634,Site Representative - Campus,03/13/2009,09/02/2013,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
16X635,Site Representative - Campus,07/24/2009,06/30/2015,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
16X636,Site Representative - Campus,07/24/2009,06/30/2015,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
16X637,Site Representative - Campus,05/17/2011,06/30/2015,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
16X638,Site Representative - Campus,05/17/2011,06/30/2015,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
16X639,Site Representative - Campus,03/07/2012,06/30/2015,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
16X7A8,Waterproofing Roof & Gutters - Barton Hall,10/01/2014,09/02/2016,Cornell,Southern Tier,Closed,Preservation of Facilities,Y,Complete
16X821,Program Study Stocking Hall,03/10/2006,03/11/2008,Cornell,Southern Tier,Closed,Preservation of Facilities,Y,Complete
16X826,Facilities Master Plan - Cornell,08/17/2009,11/23/2011,Cornell,Southern Tier,Closed,Preservation of Facilities,Y,Complete
16XM08,Minor Rehab 08-13,06/02/2008,03/31/2014,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
16xM13,Minor Critical Maintenance,08/01/2013,03/23/2015,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
16xm14,Minor Critical Maintenance,06/26/2014,11/17/2015,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
171000,Minor Critical Maintenance 2015/16,04/01/2015,10/30/2017,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
171001,Rehabilitate  MVR Phase 3 -  Original Construction,06/01/2016,08/24/2021,Cornell,Southern Tier,In Construction,Preservation of Facilities,N,Active
171002,Minor Critical Maintenance FY 2016/17,08/01/2016,06/25/2020,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
171003,Minor Critical Maintenance FY 2017/18,04/19/2017,06/24/2020,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
171004,Minor Critical Maintenance FY 2018/19,03/26/2018,06/22/2020,Cornell,Southern Tier,In Construction,Preservation of Facilities,N,Active
171005,Renovate Kinzelburg Hall Basement for MVR Surge Space,03/27/2018,08/14/2019,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Cancelled
171006,Upgrade HVAC Controls & Related Equipment - Beebe Hall,03/26/2018,07/18/2022,Cornell,Southern Tier,In Design,Preservation of Facilities,N,Active
171007,Reconstruct Elevator Pit - Forest Home Garage,06/04/2018,11/02/2020,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Cancelled
171008,Minor Critical Maintenance FY 2019/2020,04/19/2019,06/28/2021,Cornell,Southern Tier,In Construction,Preservation of Facilities,N,Active
171009,Repair Terrace Drainage-Human Ecology Bldg,06/26/2019,11/03/2021,Cornell,Southern Tier,In Planning,Preservation of Facilities,N,Active
171010,Minor Critical Maintenance FY 2020/21,03/10/2020,06/29/2022,Cornell,Southern Tier,In Planning,Preservation of Facilities,N,Active
17X088,Rehab MVR33 and East Wing Bldg. & 1015E,05/10/2005,10/30/2017,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
17X090,North Martha Van Rennselaer Hall - Replacement,08/22/2005,08/17/2017,Cornell,Southern Tier,Closed,New Facilities and Equipment Replacement,Y,Complete
17x7A2,JOC Construction Manager MVR Closeout,01/20/2012,08/15/2012,Cornell,Southern Tier,Closed,Preservation of Facilities,Y,Complete
17XM08,Minor Rehab 08-13,04/01/2008,03/31/2014,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
17xM13,Minor Critical Maintenance,08/01/2013,03/30/2015,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
181000,Exterior Upgrades Ives Hall,06/16/2016,12/19/2018,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
181001,Renovate Catherwood Library,08/22/2019,03/15/2021,Cornell,Southern Tier,In Construction,Preservation of Facilities,N,Active
181002,Replace Roof - Ives Hall East,07/27/2018,10/28/2021,Cornell,Southern Tier,In Construction,Preservation of Facilities,N,Active
181003,ILR Complex Space & Program Planning Study,12/04/2019,06/26/2020,Cornell,Southern Tier,In Planning,Program Improvement or Program Change,N,Active
18X027,Upgrade HVAC & Controls -ILR,11/01/2012,10/01/2013,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Cancelled
18XM13,Minor Critical Maintenance,05/14/2013,05/14/2013,Cornell,Southern Tier,Closed,None,N,Cancelled
191000,"Rehab CVM Clinical Programs Center Skills Lab 1151, 1150F",11/17/2014,10/27/2016,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
191001,Renovation of 6th & 7th Floors Veterinary Research Tower,06/06/2016,11/16/2020,Cornell,Southern Tier,Closed,Program Improvement or Program Change,N,Complete
191002,Rehab VMC Wet Laboratory 1164,11/03/2016,12/07/2018,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
191003,Upgrade Access Control Systems CVM,03/21/2016,11/17/2017,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
191004,Renovate VMC Tunnel Washer,09/06/2016,10/30/2018,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
191005,Recondition Facades - Veterinary Research Tower,05/04/2017,12/01/2020,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
191006,Renovate Dumbwaiters - Vet Medical Center,07/05/2016,10/17/2018,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
191007,Renovate Dry Lab Veterinary Education Center,07/05/2016,08/13/2018,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
191008,Replace Roof on Clinical Programs Building,10/05/2017,12/01/2020,Cornell,Southern Tier,In Guarantee,Preservation of Facilities,N,Active
191009,Replace Floor in Clinical Programs Breezeway Bldg,10/05/2017,07/30/2020,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
191010,Renovate Schurman Hall Phase 1,04/30/2018,03/29/2021,Cornell,Southern Tier,In Guarantee,Preservation of Facilities,N,Active
191011,Rehab Air Handlers - Veterinary Medical Center,05/14/2018,08/31/2020,Cornell,Southern Tier,In Guarantee,Preservation of Facilities,N,Active
191012,Replace Waste Management Steam Boilers,03/26/2018,06/17/2021,Cornell,Southern Tier,In Construction,Preservation of Facilities,N,Active
191013,Replace Roofs - Multiple Clinical Program Buildings,03/27/2018,12/14/2021,Cornell,Southern Tier,In Construction,Preservation of Facilities,N,Active
191014,Rehabilitate Hungerford Hill Utility Infrastructure Phase 1,03/27/2018,02/16/2021,Cornell,Southern Tier,In Construction,Preservation of Facilities,N,Active
191015,Upgrade Small Animal Surgery Lighting - Veterinary Medical Center,03/26/2018,05/13/2021,Cornell,Southern Tier,In Construction,Preservation of Facilities,N,Active
191016,Demolish Various Buildings - Hungerford Hill,06/22/2018,10/07/2021,Cornell,Southern Tier,In Design,"Health, Safety, Security",N,Active
191017,Reconstruct CVM Equine Facilities,01/31/2019,10/21/2022,Cornell,Southern Tier,In Design,New Facilities and Equipment Replacement,N,Active
191018,Replace Lower Reverse Osmosis Water System - Veterinary Medical Center,07/29/2019,06/08/2021,Cornell,Southern Tier,In Design,Preservation of Facilities,N,Active
191019,Renovate Schurman Hall - Phase 1A,10/17/2019,09/30/2022,Cornell,Southern Tier,In Design,Preservation of Facilities,N,Active
191020,Rehab HVAC - Vet Medical Center Surgery,02/03/2020,02/14/2023,Cornell,Southern Tier,In Planning,Preservation of Facilities,N,Active
191021,Replace Penthouse Air Compressor - Vet Med Center,03/09/2020,11/14/2022,Cornell,Southern Tier,In Planning,Preservation of Facilities,N,Active
191022,Replace Central BSL-3 Sterilizers-Rm C5126 Vet Med Center,03/09/2020,11/14/2022,Cornell,Southern Tier,In Planning,Preservation of Facilities,N,Active
19X141,Waste Stream Management Facility,10/15/1999,09/20/2013,Cornell,Southern Tier,Closed,"Health, Safety, Security",Y,Complete
19X147,Veterinary Research Tower Renovations,02/02/2009,06/07/2023,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
19X159,VMC Small Animal Surgery RH/HVAC Upgrade Bldg. 1164,04/11/2008,05/16/2014,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
19X161,Replacement of Dairy Barn,04/29/2009,11/01/2016,Cornell,Southern Tier,Closed,New Facilities and Equipment Replacement,N,Complete
19X162,Data & Communication Upgrades Schurman & Vet Ed Center,03/25/2010,11/17/2016,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
19X166,College of Veterinary Medicine Class Expansion,12/01/2009,04/30/2019,Cornell,Southern Tier,In Guarantee,Program Improvement or Program Change,N,Active
19X167,"Veterinary Educational Center Systems Upgrades, 1163",03/01/2012,08/31/2012,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Cancelled
19X168,"Veterinary Medical Center Systems Upgrades, 1164",03/01/2012,09/28/2012,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Cancelled
19X169,"Large Animal Isolation HVAC & Controls Upgrades, 1162B",09/25/2012,07/08/2016,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
