Permit Number,Status,Street Number,Pre-direction,Street Name,Street Suffix,Post-direction,City,State,Zip code,Work Type,Use Code,Added Date,Issue Date,Final Date,Description,Application Type,Location
543912,Issued,10105,,BENTCROSS,DR,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,07/19/2010,10/06/2010,,DEMOLITION / REBUILD,DEMOLITION OR MOVE PERMIT,"10105 BENTCROSS DR
POTOMAC, MD 20854
(39.021139, -77.192956)"
544503,Finaled,6517,,78TH,ST,,CABIN JOHN,MD,20818,DEMOLISH,SINGLE FAMILY DWELLING,07/23/2010,10/13/2010,10/17/2011,Demo/Rebuild,DEMOLITION OR MOVE PERMIT,"6517 78TH ST
CABIN JOHN, MD 20818
(38.975449, -77.159904)"
544577,Completed,5502,,ROOSEVELT,ST,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,07/28/2010,09/23/2010,11/15/2010,Rebuild,DEMOLITION OR MOVE PERMIT,"5502 ROOSEVELT ST
BETHESDA, MD 20817
(38.995399, -77.111942)"
545154,Completed,9005,,DURHAM,DR,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,08/03/2010,11/03/2010,11/04/2011,"Rebuild
PS11A43561",DEMOLITION OR MOVE PERMIT,"9005 DURHAM DR
POTOMAC, MD 20854
(39.004213, -77.188558)"
545223,Completed,6306,,ORCHID,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,08/03/2010,11/02/2010,11/15/2010,"demo/rebuild
ROW #266474",DEMOLITION OR MOVE PERMIT,"6306 ORCHID DR
BETHESDA, MD 20817
(38.984435, -77.127469)"
545494,Completed,6212,,WISCASSET,RD,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,08/05/2010,10/12/2010,11/09/2010,"DEMO / REBUILD
BOND TRACKING PS11A43433",DEMOLITION OR MOVE PERMIT,"6212 WISCASSET RD
BETHESDA, MD 20816
(38.966718, -77.126341)"
545854,Completed,6004,,KIRBY,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,08/10/2010,02/17/2011,04/27/2011,Demolition/Rebuild-Cash Bond PS11A44147,DEMOLITION OR MOVE PERMIT,"6004 KIRBY RD
BETHESDA, MD 20817
(38.988775, -77.12189)"
545937,Finaled,5610,,WARWICK,PL,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,08/10/2010,10/27/2010,11/02/2011,Rebuild-Cash Bond PS11A43535,DEMOLITION OR MOVE PERMIT,"5610 WARWICK PL
CHEVY CHASE, MD 20815
(38.965998, -77.093553)"
546509,Completed,5108,,WAUKESHA,RD,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,08/17/2010,01/26/2011,11/21/2011,"Demolition/Rebuild
BOND TRACKING #PS11A44004",DEMOLITION OR MOVE PERMIT,"5108 WAUKESHA RD
BETHESDA, MD 20816
(38.956754, -77.126056)"
546531,Completed,7520,,HAMPDEN,LN,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,08/17/2010,10/01/2010,12/28/2011,,DEMOLITION OR MOVE PERMIT,"7520 HAMPDEN LN
BETHESDA, MD 20814
(38.985659, -77.109779)"
546830,Issued,901,,CANNON,RD,,SILVER SPRING,MD,20904,DEMOLISH,EDUCATIONAL BUILDING,08/19/2010,09/23/2010,,demolish educational building,DEMOLITION OR MOVE PERMIT,"901 CANNON RD
SILVER SPRING, MD 20904
(39.069581, -76.994031)"
546865,Issued,4810,,OXFORD,ST,,GARRETT PARK,MD,20896,DEMOLISH,EDUCATIONAL BUILDING,08/19/2010,09/13/2010,,Garrett Park Elem School // Performance Bond#43253,DEMOLITION OR MOVE PERMIT,"4810 OXFORD ST
GARRETT PARK, MD 20896
(39.033467, -77.095858)"
546870,Completed,5820,,IPSWICH,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,08/19/2010,11/09/2010,06/03/2011,,DEMOLITION OR MOVE PERMIT,"5820 IPSWICH RD
BETHESDA, MD 20814
(39.016937, -77.115994)"
547427,Completed,1031,,RIPLEY,ST,,SILVER SPRING,MD,20910,DEMOLISH,BUSINESS BUILDING,08/26/2010,12/17/2010,05/03/2011,"Silver Spring Enterprise Zone-Demolition/rebuild-Body Shops
BOND TRACKING #PS11A43687",DEMOLITION OR MOVE PERMIT,"1031 RIPLEY ST
SILVER SPRING, MD 20910
(38.992476, -77.028192)"
547430,Completed,1049,,RIPLEY,ST,,SILVER SPRING,MD,20910,DEMOLISH,BUSINESS BUILDING,08/26/2010,12/17/2010,05/03/2011,"Silver Spring Enterprise Zone-Demolition/rebuild-Body Shops
BOND TRACKING #PS11A43688",DEMOLITION OR MOVE PERMIT,"1049 RIPLEY ST
SILVER SPRING, MD 20910
(38.992474, -77.02891)"
547431,Completed,1053,,RIPLEY,ST,,SILVER SPRING,MD,20910,DEMOLISH,BUSINESS BUILDING,08/26/2010,12/17/2010,05/03/2011,"Silver Spring Enterprise Zone-Demolition/rebuild-Body Shops
BOND TRACKING #PS11A43689",DEMOLITION OR MOVE PERMIT,"1053 RIPLEY ST
SILVER SPRING, MD 20910
(38.992473, -77.029115)"
547475,Completed,6220,,WALHONDING,RD,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,08/26/2010,09/23/2010,03/21/2011,"Demolition/Rebuild
Cash Bond PS10A43302",DEMOLITION OR MOVE PERMIT,"6220 WALHONDING RD
BETHESDA, MD 20816
(38.964616, -77.127171)"
547551,Completed,9509,,HALL,RD,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,08/27/2010,11/09/2010,02/16/2011,demolition/rebuild,DEMOLITION OR MOVE PERMIT,"9509 HALL RD
POTOMAC, MD 20854
(39.011815, -77.214099)"
549496,Completed,9550,,RIVER,RD,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,09/20/2010,10/22/2010,04/28/2011,Rebuild,DEMOLITION OR MOVE PERMIT,"9550 RIVER RD
POTOMAC, MD 20854
(39.011369, -77.198929)"
549510,Issued,28515,,KEMPTOWN,RD,,MOUNT AIRY,MD,21771,DEMOLISH,SINGLE FAMILY DWELLING,09/20/2010,01/04/2011,,"Demo Only.  *Extended permit for 6 months, will expire 1/4/2013*",DEMOLITION OR MOVE PERMIT,"28515 KEMPTOWN RD
MOUNT AIRY, MD 21771
(39.324323, -77.206287)"
549593,Finaled,10726,,STANMORE,DR,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,09/20/2010,11/24/2010,09/17/2013,Demolition/Rebuild,DEMOLITION OR MOVE PERMIT,"10726 STANMORE DR
POTOMAC, MD 20854
(39.014083, -77.22289)"
476888,Completed,5901,,JOHNSON,AVE,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,01/30/2008,03/06/2008,03/14/2008,Demolition/rebuild,DEMOLITION OR MOVE PERMIT,"5901 JOHNSON AVE
BETHESDA, MD 20817
(39.005493, -77.118343)"
549597,Issued,7216,,CHESTNUT,ST,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,09/20/2010,10/05/2010,,,DEMOLITION OR MOVE PERMIT,"7216 CHESTNUT ST
CHEVY CHASE, MD 20815
(38.982442, -77.070074)"
549854,Completed,8004,,MACARTHUR,BLVD,,CABIN JOHN,MD,20818,DEMOLISH,SINGLE FAMILY DWELLING,09/22/2010,11/09/2010,05/02/2011,"Rebuild
PS11A43586",DEMOLITION OR MOVE PERMIT,"8004 MACARTHUR BLVD
CABIN JOHN, MD 20818
(38.974811, -77.16329)"
549875,Completed,4509,,LELAND,ST,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,09/22/2010,10/22/2010,09/28/2011,"Demolition/Rebuild
Cash Bond PS10A43293",DEMOLITION OR MOVE PERMIT,"4509 LELAND ST
CHEVY CHASE, MD 20815
(38.980241, -77.090542)"
550048,Completed,10711,,BENTLEY,LN,,KENSINGTON,MD,20895,DEMOLISH,SINGLE FAMILY DWELLING,09/24/2010,12/08/2010,05/13/2011,"Demo/rebuild 
BOND #PS11A43304",DEMOLITION OR MOVE PERMIT,"10711 BENTLEY LN
KENSINGTON, MD 20895
(39.031941, -77.057828)"
550209,Completed,6323,,STONEHAM,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,09/27/2010,02/15/2011,08/10/2011,"Demo/Rebuild
BOND TRACKING PS11A44123",DEMOLITION OR MOVE PERMIT,"6323 STONEHAM RD
BETHESDA, MD 20817
(39.016515, -77.129074)"
550292,Issued,26,W,IRVING,ST,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,09/28/2010,11/02/2010,,"DEMO/rebuild
BOND #PS11A43317",DEMOLITION OR MOVE PERMIT,"26 IRVING W ST
CHEVY CHASE, MD 20815
(38.969369, -77.081501)"
550372,Finaled,10611,,WESTLAKE,DR,,BETHESDA,MD,20817,DEMOLISH,COMMERCIAL MISCELLANEOUS STRUC,09/29/2010,10/22/2010,11/02/2010,Storage Building,DEMOLITION OR MOVE PERMIT,"10611 WESTLAKE DR
BETHESDA, MD 20817
(39.031919, -77.147108)"
550599,Issued,23500,,RIDGE,RD,,CLARKSBURG,MD,20871,DEMOLISH,SINGLE FAMILY DWELLING,10/01/2010,02/10/2011,,"Demolition of Single Family Dwelling, Detached Garage, and Barn",DEMOLITION OR MOVE PERMIT,"23500 RIDGE RD
CLARKSBURG, MD 20871
(39.242594, -77.234864)"
550629,Completed,15830,,SHADY GROVE,RD,,GAITHERSBURG,MD,20877,DEMOLISH,MERCANTILE BUILDING,10/01/2010,12/03/2010,08/17/2011,Demolition of Gas Station,DEMOLITION OR MOVE PERMIT,"15830 SHADY GROVE RD
GAITHERSBURG, MD 20877
(39.116976, -77.18405)"
550636,Completed,6017,,KIRBY,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,10/01/2010,03/02/2011,05/25/2011,Demolition/rebuild-Cash Bond PS11A44270,DEMOLITION OR MOVE PERMIT,"6017 KIRBY RD
BETHESDA, MD 20817
(38.988472, -77.123709)"
550684,Completed,7200,,44TH,ST,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,10/01/2010,11/03/2010,08/18/2011,"DEMO / REBUILD BOND FROM PREVIOUS DEMO CAN BE USED PER SUSAN SCALA DEMBY 
PS9A39972",DEMOLITION OR MOVE PERMIT,"7200 44TH ST
CHEVY CHASE, MD 20815
(38.982012, -77.088554)"
550804,Completed,7913,,MARYKNOLL,AVE,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,10/04/2010,12/06/2010,12/09/2011,"Demolition/Rebuild
PS11A43750",DEMOLITION OR MOVE PERMIT,"7913 MARYKNOLL AVE
BETHESDA, MD 20817
(38.990257, -77.14003)"
550872,Issued,112,,QUINCY,ST,,CHEVY CHASE,MD,20815,DEMOLISH,STORAGE BUILDING,10/05/2010,10/18/2010,,"Demolition of Detached Garage
Cash Bond PS11A43384",DEMOLITION OR MOVE PERMIT,"112 QUINCY ST
CHEVY CHASE, MD 20815
(38.975679, -77.071301)"
550888,Finaled,22509,,HAWLINGS RIVER,DR,,GAITHERSBURG,MD,20882,DEMOLISH,SINGLE FAMILY DWELLING,10/05/2010,02/28/2011,01/05/2012,"Demolition/rebuild
PS11A44035",DEMOLITION OR MOVE PERMIT,"22509 HAWLINGS RIVER DR
GAITHERSBURG, MD 20882
(39.226606, -77.117501)"
551187,Completed,11404,,KENTON,PL,,SILVER SPRING,MD,20902,DEMOLISH,SINGLE FAMILY DWELLING,10/07/2010,11/02/2010,12/08/2010,CASH BOND TRACKING #PS11A43555,DEMOLITION OR MOVE PERMIT,"11404 KENTON PL
SILVER SPRING, MD 20902
(39.042529, -77.066125)"
551343,Finaled,8805,,CHALON,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,10/11/2010,01/14/2011,12/28/2011,demolition/rebuild,DEMOLITION OR MOVE PERMIT,"8805 CHALON DR
BETHESDA, MD 20817
(38.999169, -77.140365)"
551649,Completed,10117,,ASHWOOD,DR,,KENSINGTON,MD,20895,DEMOLISH,SINGLE FAMILY DWELLING,10/13/2010,01/20/2011,08/04/2011,demolition/rebuild,DEMOLITION OR MOVE PERMIT,"10117 ASHWOOD DR
KENSINGTON, MD 20895
(39.021867, -77.090985)"
551782,Completed,10120,,COUNSELMAN,RD,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,10/14/2010,03/07/2011,03/07/2012,demolition/rebuild,DEMOLITION OR MOVE PERMIT,"10120 COUNSELMAN RD
POTOMAC, MD 20854
(39.022316, -77.204017)"
551793,Issued,7705,,CAYUGA,AVE,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,10/14/2010,12/08/2010,,demolition/rebuild,DEMOLITION OR MOVE PERMIT,"7705 CAYUGA AVE
BETHESDA, MD 20817
(38.987289, -77.136318)"
551990,Completed,7503,,FAIRFAX,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,10/18/2010,12/08/2010,12/07/2011,demolition/rebuild,DEMOLITION OR MOVE PERMIT,"7503 FAIRFAX RD
BETHESDA, MD 20814
(38.985314, -77.105358)"
551998,Completed,7504,,CLARENDON,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,10/18/2010,11/09/2010,01/31/2011,,DEMOLITION OR MOVE PERMIT,"7504 CLARENDON RD
BETHESDA, MD 20814
(38.985182, -77.100953)"
552195,Completed,8504,,BURNING TREE,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,10/19/2010,11/22/2010,01/11/2011,Demolition/rebuild,DEMOLITION OR MOVE PERMIT,"8504 BURNING TREE RD
BETHESDA, MD 20817
(38.994531, -77.140112)"
552202,Issued,5001,,EARLSTON,DR,,BETHESDA,MD,20816,DEMOLISH,SHED,10/19/2010,12/20/2010,,Demolition of storage shed,DEMOLITION OR MOVE PERMIT,"5001 EARLSTON DR
BETHESDA, MD 20816
(38.956106, -77.101636)"
524626,Open,14156,,TRAVILAH,RD,,ROCKVILLE,MD,20850,DEMOLISH,SINGLE FAMILY DWELLING,10/30/2009,,,Rebuild,DEMOLITION OR MOVE PERMIT,"14156 TRAVILAH RD
ROCKVILLE, MD 20850
(39.086846, -77.217106)"
532969,Completed,5618,,MCLEAN,DR,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,03/16/2010,05/06/2010,06/25/2010,"DEMO / REBUILD
BOND TRACKING #PS10A42373",DEMOLITION OR MOVE PERMIT,"5618 MCLEAN DR
BETHESDA, MD 20814
(38.985331, -77.114117)"
543162,Issued,24709,,FREDERICK,RD,,CLARKSBURG,MD,20871,DEMOLISH,SINGLE FAMILY DWELLING,07/09/2010,02/25/2011,,,DEMOLITION OR MOVE PERMIT,"24709 FREDERICK RD
CLARKSBURG, MD 20871
(39.262116, -77.303248)"
552552,Issued,4306,,STANFORD,ST,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,10/22/2010,04/08/2011,,"DEMOLITION/REBUILD
BOND TRACKING #PS11A43918",DEMOLITION OR MOVE PERMIT,"4306 STANFORD ST
CHEVY CHASE, MD 20815
(38.978985, -77.085617)"
552865,Completed,10820,,ROCK RUN,DR,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,10/27/2010,02/03/2011,09/28/2011,demolition/rebuild,DEMOLITION OR MOVE PERMIT,"10820 ROCK RUN DR
POTOMAC, MD 20854
(38.996605, -77.224736)"
552910,Issued,4301,,FERNHILL,RD,,SILVER SPRING,MD,20906,DEMOLISH,COMMERCIAL MISCELLANEOUS STRUC,10/27/2010,03/11/2011,,COMMERCIAL ACCESSORY STRUCTURE,DEMOLITION OR MOVE PERMIT,"4301 FERNHILL RD
SILVER SPRING, MD 20906
(39.047618, -77.084225)"
552988,Finaled,13765,,TRAVILAH,RD,,ROCKVILLE,MD,20850,DEMOLISH,SINGLE FAMILY DWELLING,10/28/2010,02/01/2011,03/01/2012,Demolition/Rebuild,DEMOLITION OR MOVE PERMIT,"13765 TRAVILAH RD
ROCKVILLE, MD 20850
(39.080819, -77.237592)"
553235,Completed,8703,,IRVINGTON,AVE,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,11/01/2010,12/10/2010,03/21/2011,demolition/rebuild,DEMOLITION OR MOVE PERMIT,"8703 IRVINGTON AVE
BETHESDA, MD 20817
(38.998439, -77.118958)"
553241,Completed,18529,,STRAWBERRY KNOLL,RD,,GAITHERSBURG,MD,20879,DEMOLISH,SINGLE FAMILY DWELLING,11/01/2010,12/23/2010,06/13/2011,"Demo Only
Cash Bond PS11A43844",DEMOLITION OR MOVE PERMIT,"18529 STRAWBERRY KNOLL RD
GAITHERSBURG, MD 20879
(39.161081, -77.185019)"
553552,Completed,6512,,75TH,ST,,CABIN JOHN,MD,20818,DEMOLISH,SINGLE FAMILY DWELLING,11/04/2010,05/03/2011,07/20/2011,Demolition/rebuild,DEMOLITION OR MOVE PERMIT,"6512 75TH ST
CABIN JOHN, MD 20818
(38.974028, -77.153049)"
553818,Completed,11020,,ROSEMONT,DR,,ROCKVILLE,MD,20852,DEMOLISH,SINGLE FAMILY DWELLING,11/08/2010,01/06/2011,07/07/2011,Rebuild-Cash Bond PS11A43838,DEMOLITION OR MOVE PERMIT,"11020 ROSEMONT DR
ROCKVILLE, MD 20852
(39.036996, -77.127439)"
553977,Completed,8514,,BRADMOOR,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,11/09/2010,01/20/2011,04/27/2011,"Demolition/rebuild
BOND TRACKING PS11A43970",DEMOLITION OR MOVE PERMIT,"8514 BRADMOOR DR
BETHESDA, MD 20817
(38.995812, -77.11918)"
554129,Completed,5915,,CONWAY,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,11/10/2010,01/05/2011,03/24/2011,"DEMOLITION / REBUILD
BOND TRACKING #PS11A43594",DEMOLITION OR MOVE PERMIT,"5915 CONWAY RD
BETHESDA, MD 20817
(39.006042, -77.11987)"
554756,Finaled,5238,,BALTIMORE,AVE,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,11/18/2010,01/04/2011,03/01/2011,"DEMO / REBUILD
BOND TRACKING PS11A43648",DEMOLITION OR MOVE PERMIT,"5238 BALTIMORE AVE
BETHESDA, MD 20816
(38.959431, -77.096974)"
554777,Finaled,5800,,GROSVENOR,LN,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,11/18/2010,12/08/2010,10/06/2011,"DEMO
BOND TRACKING PS11A43649",DEMOLITION OR MOVE PERMIT,"5800 GROSVENOR LN
BETHESDA, MD 20814
(39.022527, -77.116106)"
554984,Completed,7613,,ARNET,LN,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,11/19/2010,03/08/2011,06/17/2011,"Demolition/Rebuild
Cash Bond PS11A43662",DEMOLITION OR MOVE PERMIT,"7613 ARNET LN
BETHESDA, MD 20817
(38.985289, -77.134268)"
555049,Completed,11215,,GEORGIA,AVE,,SILVER SPRING,MD,20902,DEMOLISH,MERCANTILE BUILDING,11/22/2010,10/13/2011,12/14/2011,"Demolition/Rebuild.  Wheaton Safeway
Letter of Credit, Bond #PS12A45666",DEMOLITION OR MOVE PERMIT,"11215 GEORGIA AVE
SILVER SPRING, MD 20902
(39.039125, -77.050954)"
555055,Finaled,13455,,NEW HAMPSHIRE,AVE,,SILVER SPRING,MD,20904,DEMOLISH,BUSINESS BUILDING,11/22/2010,04/12/2011,11/10/2012,Demolish Gas Station-Performance Bond - Tracking No. 44047Extension granted,DEMOLITION OR MOVE PERMIT,"13455 NEW HAMPSHIRE AVE
SILVER SPRING, MD 20904
(39.077306, -77.00154)"
555240,Completed,13404,,STONEBRIDGE,TER,,GERMANTOWN,MD,20874,DEMOLISH,SINGLE FAMILY DWELLING,11/23/2010,07/08/2011,08/18/2011,"Demo/rebuild (fire damaged, demo for foundation only thing left of house burned down)
PS11A44874",DEMOLITION OR MOVE PERMIT,"13404 STONEBRIDGE TER
GERMANTOWN, MD 20874
(39.145034, -77.282885)"
555338,Completed,6104,,GREENTREE,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,11/24/2010,05/19/2011,04/23/2012,Demolition/rebuild-PS11A43695,DEMOLITION OR MOVE PERMIT,"6104 GREENTREE RD
BETHESDA, MD 20817
(39.001264, -77.123858)"
552630,Completed,5403,,LAMBETH,RD,,BETHESDA,MD,20814,DEMOLISH,RESIDENTIAL ACCESSORY STRUCTURE,10/25/2010,11/10/2010,11/17/2010,"Demo Garage
BOND TRACKING #PS11A43595",DEMOLITION OR MOVE PERMIT,"5403 LAMBETH RD
BETHESDA, MD 20814
(38.991304, -77.108552)"
555687,Completed,8615,,RAYBURN,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,11/30/2010,01/24/2011,07/25/2011,"DEMO / REBUILD
BOND TRACKING # PS11A43984",DEMOLITION OR MOVE PERMIT,"8615 RAYBURN RD
BETHESDA, MD 20817
(38.997697, -77.120893)"
555785,Completed,3333,,SPARTAN,RD,,OLNEY,MD,20832,DEMOLISH,MERCANTILE BUILDING,12/01/2010,03/07/2011,03/07/2012,,DEMOLITION OR MOVE PERMIT,"3333 SPARTAN RD
OLNEY, MD 20832
(39.150002, -77.06478)"
555884,Completed,5515,,SOUTHWICK,ST,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,12/02/2010,03/04/2011,05/13/2011,demolition/rebuild,DEMOLITION OR MOVE PERMIT,"5515 SOUTHWICK ST
BETHESDA, MD 20817
(38.999322, -77.11095)"
555992,Finaled,10102,,DICKENS,AVE,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,12/03/2010,02/15/2011,02/13/2012,"DEMO / REBUILD
BOND TRACKING PS11A44122",DEMOLITION OR MOVE PERMIT,"10102 DICKENS AVE
BETHESDA, MD 20814
(39.021477, -77.113638)"
556032,Completed,5602,,ROOSEVELT,ST,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,12/03/2010,02/10/2011,03/21/2011,demolition/rebuild,DEMOLITION OR MOVE PERMIT,"5602 ROOSEVELT ST
BETHESDA, MD 20817
(38.99499, -77.114346)"
556065,Completed,9925,,SILVER BROOK,DR,,ROCKVILLE,MD,20850,DEMOLISH,SINGLE FAMILY DWELLING,12/03/2010,02/07/2011,05/11/2011,"Demolition/rebuild
BOND TRACKING# PS11A43990",DEMOLITION OR MOVE PERMIT,"9925 SILVER BROOK DR
ROCKVILLE, MD 20850
(39.080576, -77.204859)"
556314,Completed,7029,,RICHARD,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,12/08/2010,02/17/2011,08/10/2011,demolition/rebuild,DEMOLITION OR MOVE PERMIT,"7029 RICHARD DR
BETHESDA, MD 20817
(38.987954, -77.144415)"
556459,Issued,8710,,BROOKVILLE,RD,,SILVER SPRING,MD,20910,DEMOLISH,INDUSTRIAL BUILDING,12/09/2010,03/08/2011,,Demolition of Building B,DEMOLITION OR MOVE PERMIT,"8710 BROOKVILLE RD
SILVER SPRING, MD 20910
(38.998788, -77.056005)"
556625,Completed,4612,,CHESTNUT,ST,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,12/13/2010,01/31/2011,02/03/2012,DEMOLITION/rebuild,DEMOLITION OR MOVE PERMIT,"4612 CHESTNUT ST
BETHESDA, MD 20814
(38.99354, -77.092831)"
556848,Completed,4306,,CHESTNUT,ST,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,12/15/2010,03/02/2011,08/08/2011,REBUILD-Cash bond PS11A44275,DEMOLITION OR MOVE PERMIT,"4306 CHESTNUT ST
BETHESDA, MD 20814
(38.993543, -77.085767)"
556903,Finaled,10813,,ROCK RUN,DR,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,12/15/2010,02/09/2011,02/28/2011,"demolition/rebuild
PS11A43826",DEMOLITION OR MOVE PERMIT,"10813 ROCK RUN DR
POTOMAC, MD 20854
(38.996087, -77.224329)"
556914,Completed,4017,,MONTPELIER,RD,,ROCKVILLE,MD,20853,DEMOLISH,SINGLE FAMILY DWELLING,12/15/2010,02/15/2011,04/04/2011,"Rebuild
BOND TRACKING #PS11A44127",DEMOLITION OR MOVE PERMIT,"4017 MONTPELIER RD
ROCKVILLE, MD 20853
(39.096898, -77.081378)"
557086,Finaled,7601,,ARROWOOD,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,12/17/2010,05/24/2011,05/24/2012,"DEMOLITION/Rebuild
BOND TRACKING PS11A44764",DEMOLITION OR MOVE PERMIT,"7601 ARROWOOD RD
BETHESDA, MD 20817
(38.999272, -77.154962)"
557461,Completed,5518,,LINCOLN,ST,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,12/22/2010,02/02/2011,07/29/2011,"Demolition/rebuild
BOND TRACKING # PS11A44034",DEMOLITION OR MOVE PERMIT,"5518 LINCOLN ST
BETHESDA, MD 20817
(38.997708, -77.113895)"
557514,Finaled,19801,,DARNESTOWN,RD,,BEALLSVILLE,MD,20839,MOVE,BUSINESS BUILDING,12/23/2010,03/28/2011,04/02/2012,MOVE EXISTING BUILDING TO NEW FOUNDATION,DEMOLITION OR MOVE PERMIT,"19801 DARNESTOWN RD
BEALLSVILLE, MD 20839
(39.179828, -77.413697)"
557739,Completed,7804,,MOORLAND,LN,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,12/29/2010,02/08/2011,08/23/2011,demolition/rebuild,DEMOLITION OR MOVE PERMIT,"7804 MOORLAND LN
BETHESDA, MD 20814
(38.987656, -77.109966)"
557742,Completed,8711,,CRANBROOK,CT,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,12/29/2010,03/08/2011,08/23/2011,demolition/rebuild,DEMOLITION OR MOVE PERMIT,"8711 CRANBROOK CT
BETHESDA, MD 20817
(38.998652, -77.133112)"
557743,Completed,7005,,EXETER,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,12/29/2010,02/08/2011,08/23/2011,demolition/rebuild,DEMOLITION OR MOVE PERMIT,"7005 EXETER RD
BETHESDA, MD 20814
(38.980764, -77.10157)"
557820,Completed,12315,,WASHINGTON,AVE,,ROCKVILLE,MD,20852,DEMOLISH,BUSINESS BUILDING,12/30/2010,02/18/2011,04/02/2012,Demolish Only of Business Office that was formerly a Single Family Dwelling.,DEMOLITION OR MOVE PERMIT,"12315 WASHINGTON AVE
ROCKVILLE, MD 20852
(39.058541, -77.115081)"
557940,Completed,7711,,OLDCHESTER,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,01/03/2011,02/10/2011,12/09/2011,"DEMOLITION / REBUILD
BOND TRACKING #PS11A44025",DEMOLITION OR MOVE PERMIT,"7711 OLDCHESTER RD
BETHESDA, MD 20817
(38.986742, -77.119007)"
558344,Completed,6428,,79TH,ST,,CABIN JOHN,MD,20818,DEMOLISH,SINGLE FAMILY DWELLING,01/06/2011,01/24/2011,05/02/2011,"Demolition Only of Single Family Dwelling and Shed
BOND PS11A43909",DEMOLITION OR MOVE PERMIT,"6428 79TH ST
CABIN JOHN, MD 20818
(38.973515, -77.163134)"
