Permit Number,Processed Date,Issued Date,Finaled Date,Building Area,Declared Valuation,Description,Work Type,Use Code,Street Number,Pre-direction,Street name of work location,Street Suffix,Post-direction,City,State,ZIP code
631272,04/11/2013,04/22/2013,,2700,30000.00,INTERIOR ALTERATIONS,ALTER,BUSINESS BUILDING,7200,,WISCONSIN,AVE,,BETHESDA,MD,20814
353702,08/02/2004,08/03/2004,,,20000.00,Fire Repair,ALTER,MULTI-FAMILY DWELLING,5500,,FRIENDSHIP,BLVD,,CHEVY CHASE,MD,20815
588072,01/04/2012,02/02/2012,,1165,40000.00,interior alteration,ALTER,BUSINESS BUILDING,10408,,MONTGOMERY,AVE,,KENSINGTON,MD,20895
915030300,05/09/2010,05/08/1991,02/10/1992,,30000.00,COMMENTS:,ALTER,BUSINESS BUILDING,13975,,CONNECTICUT,AVE,,SILVER SPRING,MD,20906
786062,01/11/2017,01/30/2017,03/30/2017,1700,20000.00,"MINOR TENANT IMPROVEMENTS &amp; CHANGE OF USE--SPACE 1126

U/O# 356491",ALTER,MERCANTILE BUILDING,7101,,DEMOCRACY,BLVD,,BETHESDA,MD,20817
545635,08/06/2010,08/06/2010,11/03/2010,4564,50000.00,"*Revision 9/15/10 - Architectural, Electrical, Mechanical; no change to estimated cost*",ALTER,BUSINESS BUILDING,12321,,MIDDLEBROOK,RD,,GERMANTOWN,MD,20874
412616,02/22/2006,02/23/2006,07/24/2006,2221,35000.00,space 2254,ALTER,BUSINESS BUILDING,7101,,DEMOCRACY,BLVD,,BETHESDA,MD,20817
416051,03/29/2006,04/04/2006,,750,12000.00,Mercantile...1st Floor - New Tenant Fit Out,ALTER,MERCANTILE BUILDING,4504,,WALSH,ST,,CHEVY CHASE,MD,20815
375689,03/07/2005,03/07/2005,05/09/2005,2409,3500.00,,ALTER,MERCANTILE,7029,,ARLINGTON,RD,,BETHESDA,MD,20814
370677,01/14/2005,02/07/2005,05/05/2005,150,12300.00,WHEATON REVITALIZATION PROGRAM-ARIA COLLECTIONS- KIOSK SPACE 9119-U&O 234109,ALTER,MERCANTILE BUILDING,11160,,VEIRS MILL,RD,,SILVER SPRING,MD,20902
745920,02/25/2016,02/25/2016,,9339,20000.00,"INTERIOR DEMO

SUITES: 2038, 2040, 2042 &amp; 2044",ALTER,MERCANTILE BUILDING,7101,,DEMOCRACY,BLVD,,BETHESDA,MD,20817
462220,08/07/2007,08/17/2007,11/08/2007,7728,225000.00,Suite 220,ALTER,BUSINESS,15204,,OMEGA,DR,,ROCKVILLE,MD,20850
239151,01/24/2001,01/30/2001,02/15/2001,1596,20000.00,Suite 107,ALTER,BUSINESS BUILDING,11921,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852
402026,10/26/2005,10/26/2005,,8800,11000.00,,ALTER,BUSINESS BUILDING,4600,,EAST WEST,HWY,,BETHESDA,MD,20814
304830,05/05/2003,05/05/2003,05/23/2003,684,15000.00,,ALTER,BUSINESS BUILDING,13721,,CONNECTICUT,AVE,,SILVER SPRING,MD,20906
784419,12/22/2016,12/22/2016,03/01/2018,4987,65000.00,interior alterations,ALTER,MERCANTILE BUILDING,8501,,GEORGIA,AVE,,SILVER SPRING,MD,20910
260001,10/03/2001,10/08/2001,11/09/2001,350,5000.00,,ALTER,BUSINESS,4445,,WILLARD,AVE,,CHEVY CHASE,MD,20815
616144,10/31/2012,10/31/2012,08/16/2013,781,15620.00,INTERIOR ALTERATIONS TO COMMERCIAL BUILDING,ALTER,BUSINESS BUILDING,9210,,CORPORATE,BLVD,,ROCKVILLE,MD,20850
404480,11/18/2005,12/15/2005,,23000,29000.00,Spirent Communications  - 2nd floor / Revision on 1/11/06 Systems Furniture,ALTER,BUSINESS BUILDING,15200,,OMEGA,DR,,ROCKVILLE,MD,20850
812653,09/08/2017,09/08/2017,,1863,83835.00,TENANT FIT OUT - 1ST FLOOR,ALTER,BUSINESS BUILDING,12355,,GEORGIA,AVE,,SILVER SPRING,MD,20906
430068,08/10/2006,08/23/2006,11/29/2006,8700,400000.00,"Fannie Mae - 2nd Floor
*REVISION #1; 09/28/06*",ALTER,BUSINESS BUILDING,7700,,WISCONSIN,AVE,,BETHESDA,MD,20814
641101,07/08/2013,07/22/2013,07/22/2014,0,136500.00,interior alterations,ALTER,BUSINESS BUILDING,6550,,ROCK SPRING,DR,,BETHESDA,MD,20817
345084,05/19/2004,06/23/2004,,9323,180000.00,hair salon beauty spa:  1st Revision to permit 9/21/2005/ 2nd Revision 12/07/05- Mechanical Revision,ALTER,BUSINESS BUILDING,12211,,NEBEL,ST,,ROCKVILLE,MD,20852
338303,03/24/2004,04/02/2004,,9000,180000.00,,ALTER,BUSINESS BUILDING,7735,,OLD GEORGETOWN,RD,,BETHESDA,MD,20814
319161,09/23/2003,09/26/2003,11/17/2003,1214,2000.00,repair walls/paint - Mercantile,ALTER,MERCANTILE BUILDING,13886,,OLD COLUMBIA,PIKE,,SILVER SPRING,MD,20905
602689,06/21/2012,09/14/2012,,0,0.00,,ALTER,BUSINESS BUILDING,4853,,CORDELL,AVE,,BETHESDA,MD,20814
379343,04/08/2005,04/29/2005,05/27/2005,1208,30000.00,"Medical Office, Suite 1600",ALTER,BUSINESS,5530,,WISCONSIN,AVE,,CHEVY CHASE,MD,20815
280948,06/24/2002,06/24/2002,12/30/2002,4626,64764.00,,ALTER,BUSINESS BUILDING,3,,BETHESDA METRO,CIR,,BETHESDA,MD,20814
411679,02/10/2006,02/10/2006,03/13/2006,150,10000.00,cingular wireless,ALTER,MERCANTILE,7101,,DEMOCRACY,BLVD,,BETHESDA,MD,20817
236237,12/05/2000,12/06/2000,02/21/2001,1000,65000.00,1st floor bathrooms,ALTER,BUSINESS BUILDING,6430,,ROCKLEDGE,DR,,BETHESDA,MD,20817
431957,08/30/2006,09/11/2006,02/05/2007,3330,155652.00,**REVISION** 1/30/07  Changing code info on cover sheet,ALTER,BUSINESS BUILDING,7920,,NORFOLK,AVE,,BETHESDA,MD,20814
700036,01/08/2015,01/08/2015,06/15/2015,1709,15000.00,INTERIOR ALTERATION,ALTER,BUSINESS BUILDING,18310,,MONTGOMERY VILLAGE,AVE,,MONTGOMERY VILLAGE,MD,20886
528043,12/18/2009,01/08/2010,02/26/2010,2267,22000.00,interior alteration,ALTER,BUSINESS BUILDING,6000,,EXECUTIVE,BLVD,,ROCKVILLE,MD,20852
811348,08/25/2017,08/25/2017,12/18/2017,2370,65500.00,Interior Alterations - Business Office,ALTER,BUSINESS BUILDING,7825,,TUCKERMAN,LN,,POTOMAC,MD,20854
609435,09/12/2012,,,30,750.00,,ALTER,BUSINESS BUILDING,5630,,WISCONSIN,AVE,,CHEVY CHASE,MD,20815
396102,08/31/2005,10/06/2005,12/01/2005,9884,48050.00,Caribou Coffee - Revision to # 396102,ALTER,BUSINESS BUILDING,7101,,DEMOCRACY,BLVD,,BETHESDA,MD,20817
664861,03/04/2014,03/04/2014,04/22/2014,13923,80466.00,Systems furniture installation - 8th floor,ALTER,BUSINESS BUILDING,5601,,FISHERS,LN,,ROCKVILLE,MD,20852
406201,12/09/2005,12/15/2005,02/09/2006,3809,111500.00,,ALTER,STORAGE BUILDING,19320,,WOODFIELD,RD,,GAITHERSBURG,MD,20879
234206,11/06/2000,11/27/2000,01/17/2001,5300,,,ALTER,BUSINESS BUILDING,20251,,CENTURY,BLVD,,GERMANTOWN,MD,20874
487692,06/13/2008,06/13/2008,10/14/2008,200,3000.00,adding nonload bearing wall**REVISION-changing classification from 5-b to 2-b and add cooler box -7/3/2008,ALTER,BUSINESS BUILDING,9805,,MAIN,ST,,DAMASCUS,MD,20872
421416,05/17/2006,06/12/2006,07/20/2006,6464,90000.00,8th floor,ALTER,BUSINESS BUILDING,6701,,ROCKLEDGE,DR,,BETHESDA,MD,20817
666971,03/24/2014,03/24/2014,04/14/2015,300,2000.00,DEMO,ALTER,BUSINESS BUILDING,7014,,WESTMORELAND,AVE,,TAKOMA PARK,MD,20912
533816,03/26/2010,03/29/2010,,105,12000.00,Revising existing bathrooms for ADA accessability,ALTER,BUSINESS BUILDING,4848,,CORDELL,AVE,,BETHESDA,MD,20814
219628,05/23/2000,06/20/2000,07/13/2000,7235,19500.00,,ALTER,BUSINESS BUILDING,12520,,PROSPERITY,DR,,SILVER SPRING,MD,20904
567838,05/09/2011,06/20/2011,10/05/2011,1203,20000.00,Interior alteration,ALTER,BUSINESS BUILDING,7700,,WISCONSIN,AVE,,BETHESDA,MD,20814
504327,01/30/2009,01/30/2009,,875,3850.00,interior alteration,ALTER,BUSINESS BUILDING,12410,,MILESTONE CENTER,DR,,GERMANTOWN,MD,20876
761520,06/27/2016,06/27/2016,07/05/2017,3862,50000.00,demo interior,ALTER,BUSINESS BUILDING,1,,BETHESDA METRO,CTR,,BETHESDA,MD,20814
755305,05/12/2016,05/26/2016,07/28/2017,10250,285000.00,TBI-1 - 2nd Floor,ALTER,BUSINESS BUILDING,12601,,TWINBROOK,PKWY,,ROCKVILLE,MD,20852
497152,10/03/2008,10/03/2008,10/23/2008,1161,15000.00,"CRAFT CENTER
Interior demo 
(Selling of supplies and teaching classes).",ALTER,BUSINESS BUILDING,18165,,TOWN CENTER,DR,,OLNEY,MD,20832
727350,09/04/2015,09/04/2015,03/16/2016,308,15000.00,INTERIOR STOREFRONT ALTERATIONS TO EXISTING RETAIL IN MALL,ALTER,MERCANTILE BUILDING,7101,,DEMOCRACY,BLVD,,BETHESDA,MD,20817
292190,11/12/2002,11/13/2002,,,5750.00,,ALTER,BUSINESS BUILDING,7219,,FLOWER,AVE,,TAKOMA PARK,MD,20912
273592,04/03/2002,04/23/2002,,7358,,,ALTER,BUSINESS,4900,,ROCKMERE,CT,,BETHESDA,MD,20816
674950,06/02/2014,,,1250,165000.00,INTERIOR ALTERATIONS,ALTER,MERCANTILE BUILDING,9520,,GEORGIA,AVE,,SILVER SPRING,MD,20910
757517,05/31/2016,05/31/2016,07/09/2016,11027,12660.00,"Modular Furniture

3rd Floor",ALTER,BUSINESS BUILDING,4800,,HAMPDEN,LN,,BETHESDA,MD,20814
827890,02/14/2018,02/14/2018,03/05/2018,6187,27000.00,6187 SF COMM ALT -- DEMO ONLY (2nd Floor)!,ALTER,BUSINESS BUILDING,6901,,ROCKLEDGE,DR,,BETHESDA,MD,20817
301547,04/02/2003,04/04/2003,,1223,25000.00,,ALTER,MERCANTILE BUILDING,7101,,DEMOCRACY,BLVD,,BETHESDA,MD,20817
770908,09/06/2016,09/06/2016,12/16/2016,4998,200000.00,interior alterations,ALTER,BUSINESS BUILDING,7201,,WISCONSIN,AVE,,CHEVY CHASE,MD,20815
224231,07/18/2000,07/19/2000,10/16/2000,2988,2000.00,,ALTER,BUSINESS BUILDING,11160,,VEIRS MILL,RD,,SILVER SPRING,MD,20902
394160,08/12/2005,08/12/2005,02/15/2006,5982,20000.00,,ALTER,MERCANTILE BUILDING,700,,CLOVERLY,ST,,SILVER SPRING,MD,20905
452799,05/08/2007,05/23/2007,07/20/2007,613,75000.00,Suite 2080,ALTER,MERCANTILE,7101,,DEMOCRACY,BLVD,,BETHESDA,MD,20817
654910,11/13/2013,12/23/2013,05/21/2014,19421,482000.00,INTERIOR ALTERATIONS,ALTER,MERCANTILE BUILDING,5060,,NICHOLSON,LN,,KENSINGTON,MD,20895
428103,07/24/2006,07/27/2006,10/19/2006,1571,35000.00,interior alteration,ALTER,BUSINESS BUILDING,20030,,CENTURY,BLVD,,GERMANTOWN,MD,20874
670434,04/23/2014,04/23/2014,05/05/2014,5000,16981.81,MUDULAR FURNITURE 18TH FLOOR,ALTER,BUSINESS BUILDING,5600,,FISHERS,LN,,ROCKVILLE,MD,20852
280930,06/24/2002,06/24/2002,10/24/2002,,,,ALTER,BUSINESS BUILDING,8029,,GEORGIA,AVE,,SILVER SPRING,MD,20910
380050,04/15/2005,04/18/2005,06/01/2005,,,Converting space from a printing/copy store to a medical office.,ALTER,BUSINESS BUILDING,19745,,EXECUTIVE PARK,CIR,,GERMANTOWN,MD,20874
229814,09/13/2000,09/21/2000,,4465,7500.00,,ALTER,BUSINESS BUILDING,11921,,BOURNEFIELD,WAY,,SILVER SPRING,MD,20904
813821,09/19/2017,09/19/2017,10/25/2017,1578,37428.00,,ALTER,BUSINESS BUILDING,9211,,CORPORATE,BLVD,,GAITHERSBURG,MD,20878
491687,07/28/2008,08/07/2008,02/24/2009,23290,70000.00,"LOCKHEED MARTIN CORP - 3RD FLOOR
Alteration",ALTER,BUSINESS BUILDING,6901,,ROCKLEDGE,DR,,BETHESDA,MD,20817
550603,10/01/2010,10/01/2010,,7165,10000.00,INTERIOR DEMO,ALTER,BUSINESS BUILDING,7670,,STANDISH,PL,,ROCKVILLE,MD,20855
643707,07/30/2013,07/31/2013,,5263,85000.00,INTERIOR ALTERATIONS,ALTER,BUSINESS BUILDING,4833,,RUGBY,AVE,,BETHESDA,MD,20814
257932,09/07/2001,09/07/2001,09/26/2001,629,30000.00,,ALTER,BUSINESS BUILDING,1305,,EAST WEST,HWY,,SILVER SPRING,MD,20910
498991,10/29/2008,11/06/2008,12/16/2008,7750,200000.00,"2Nd floor
REVISION",ALTER,BUSINESS,8403,,COLESVILLE,RD,,SILVER SPRING,MD,20910
771079,09/07/2016,09/07/2016,12/11/2018,385,65000.00,alter restrooms 10/28/16&nbsp; **REVISION**&nbsp;  PERMIT EXTENDED TO 3/7/2018&nbsp;&nbsp; (8/23/2017),ALTER,BUSINESS BUILDING,2,,WISCONSIN,CIR,,CHEVY CHASE,MD,20815
532960,03/16/2010,03/26/2010,04/06/2010,20000,122000.00,"modular furniture
Original a/p# for fit out is 528285",ALTER,BUSINESS BUILDING,15201,,DIAMONDBACK,DR,,ROCKVILLE,MD,20850
256133,08/14/2001,08/14/2001,10/02/2001,,4000.00,,ALTER,BUSINESS BUILDING,7316,,WISCONSIN,AVE,,BETHESDA,MD,20814
554063,11/10/2010,11/15/2010,,1470,11000.00,Interior Alteration,ALTER,BUSINESS BUILDING,1100,,WAYNE,AVE,,SILVER SPRING,MD,20910
448338,03/23/2007,05/04/2007,11/01/2007,24750,400000.00,,ALTER,BUSINESS BUILDING,5550,,FRIENDSHIP,BLVD,,CHEVY CHASE,MD,20815
210601,02/02/2000,02/09/2000,,660,7200.00,,ALTER,BUSINESS BUILDING,2730,W,UNIVERSITY,BLVD,,SILVER SPRING,MD,20902
320905,10/08/2003,10/08/2003,,525,5250.00,2nd Floor,ALTER,BUSINESS BUILDING,7520,,STANDISH,PL,,ROCKVILLE,MD,20855
282790,07/16/2002,07/16/2002,10/18/2002,,10000.00,,ALTER,BUSINESS,8403,,COLESVILLE,RD,,SILVER SPRING,MD,20910
817825,10/26/2017,10/26/2017,11/02/2017,400,2000.00,INTERIOR ALTERATION ON 6TH FLOOR #600.,ALTER,BUSINESS BUILDING,1100,,WAYNE,AVE,,SILVER SPRING,MD,20910
693039,10/29/2014,11/26/2014,02/12/2015,2000,15000.00,"Demo Only

Interior demo for beer and wine store

Demo only no change of use

Seperate permit submitted for tenant buildout",ALTER,MERCANTILE BUILDING,18286,,CONTOUR,RD,,MONTGOMERY VILLAGE,MD,20886
602344,06/19/2012,,,10500,225000.00,"INTERIOR ALTERATIONS

SUITE 1/L",ALTER,STORAGE BUILDING,11910,,PARKLAWN,DR,,ROCKVILLE,MD,20852
696109,11/28/2014,11/28/2014,02/26/2015,1919,41500.00,"interior alterations Suite 220 ReMax Tenant space

U/O# 329806",ALTER,BUSINESS BUILDING,19873,,CENTURY,BLVD,,GERMANTOWN,MD,20874
388824,06/27/2005,06/29/2005,,420,22000.00,4th Floor - Bathroom,ALTER,BUSINESS BUILDING,6110,,EXECUTIVE,BLVD,,ROCKVILLE,MD,20852
253816,07/19/2001,08/30/2001,11/23/2001,3350,44800.00,,ALTER,MERCANTILE,8941,N,WESTLAND,DR,,GAITHERSBURG,MD,20877
304517,05/01/2003,05/01/2003,06/27/2003,5097,100000.00,,ALTER,BUSINESS BUILDING,11300,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852
492439,08/05/2008,08/06/2008,,17160,255000.00,,ALTER,BUSINESS BUILDING,2,,BETHESDA METRO,CTR,,BETHESDA,MD,20814
828114,02/16/2018,02/16/2018,02/19/2019,7317,21000.00,"Alter - 7317 sfRevision 1 - change in mechanical work, reduction in cost of $5,000.&nbsp;",ALTER,BUSINESS BUILDING,,,,,,,,
437977,11/07/2006,11/07/2006,01/22/2007,990,14850.00,"INTERIOR ALTERATIONS
SUITE 122",ALTER,BUSINESS BUILDING,8630,,FENTON,ST,,SILVER SPRING,MD,20910
481635,04/03/2008,04/18/2008,06/12/2008,6416,60000.00,"interior alterations
Suite 1380",ALTER,BUSINESS BUILDING,7501,,WISCONSIN,AVE,,BETHESDA,MD,20814
719789,07/10/2015,08/13/2015,,3555,55000.00,Interior alteration,ALTER,BUSINESS BUILDING,7200,,WISCONSIN,AVE,,BETHESDA,MD,20814
748490,03/18/2016,03/18/2016,05/24/2016,12515,35000.00,"STE 200

- COMFAST",ALTER,BUSINESS BUILDING,8484,,GEORGIA,AVE,,SILVER SPRING,MD,20910
529438,01/15/2010,,,28,900.00,interior alteration,ALTER,MERCANTILE,7681,,NEW HAMPSHIRE,AVE,,TAKOMA PARK,MD,20912
766131,08/01/2016,08/01/2016,,3539,13100.00,alter bus office,ALTER,BUSINESS BUILDING,15200,,OMEGA,DR,,ROCKVILLE,MD,20850
508705,04/09/2009,,,2278,81546.00,tenant fit  (need U&O),ALTER,MERCANTILE BUILDING,9671,,LOST KNIFE,RD,,MONTGOMERY VILLAGE,MD,20886
259251,09/25/2001,11/13/2001,03/01/2002,14415,335000.00,,ALTER,BUSINESS BUILDING,6707,,DEMOCRACY,BLVD,,BETHESDA,MD,20817
337270,03/15/2004,04/05/2004,05/06/2004,4200,50000.00,suite 350,ALTER,BUSINESS BUILDING,15850,,CRABBS BRANCH,WAY,,ROCKVILLE,MD,20855
407376,12/23/2005,12/23/2005,12/15/2006,5412,40000.00,"Floors 11,12,21,22,31,32",ALTER,MULTI-FAMILY DWELLING,20224,,HALETHORPE,LN,,GERMANTOWN,MD,20876
378288,03/30/2005,03/30/2005,,486,2000.00,,ALTER,EDUCATIONAL BUILDING,201,,VALLEY BROOK,DR,,SILVER SPRING,MD,20904
238235,01/10/2001,01/10/2001,,366,1000.00,,ALTER,BUSINESS BUILDING,8700,,GEORGIA,AVE,,SILVER SPRING,MD,20910
869480,03/19/2019,03/19/2019,04/10/2019,6250,12969.98,Floor 6.,ALTER,BUSINESS BUILDING,12435,,PARK POTOMAC,AVE,,POTOMAC,MD,20854
399840,10/05/2005,10/11/2005,,2027,38000.00,6th floor,ALTER,BUSINESS BUILDING,6011,,EXECUTIVE,BLVD,,ROCKVILLE,MD,20852
518091,08/05/2009,08/05/2009,11/06/2009,2193,27000.00,alteration,ALTER,BUSINESS BUILDING,2,,WISCONSIN,CIR,,CHEVY CHASE,MD,20815
334030,02/25/2004,03/31/2004,,2405,130000.00,,ALTER,MERCANTILE,7101,,DEMOCRACY,BLVD,,BETHESDA,MD,20817
610820,09/06/2012,09/13/2012,01/05/2013,473,96739.00,3rd Flr,ALTER,BUSINESS BUILDING,6701,,DEMOCRACY,BLVD,,BETHESDA,MD,20817
371981,01/27/2005,02/07/2005,03/08/2005,637,37000.00,REVISION TO A/P #239939 (Strathmore Concert Hall):  SCOPE OF WORK IS THE BUILD-OUT OF THREE SMALL OFFICES IN THE EXISTING STORAGE ROOM.,ALTER,ASSEMBLY BUILDING,5301,,TUCKERMAN,LN,,ROCKVILLE,MD,20852
451030,04/19/2007,04/19/2007,05/30/2007,800,2000.00,interior alteration,ALTER,BUSINESS BUILDING,3460,,OLNEY LAYTONSVILLE,RD,,OLNEY,MD,20832
568372,05/13/2011,05/16/2011,,1500,22000.00,interior alteration,ALTER,BANK,17501,,REDLAND,RD,,ROCKVILLE,MD,20855
361711,10/13/2004,10/14/2004,,4389,5000.00,Business Office,ALTER,BUSINESS BUILDING,962,,WAYNE,AVE,,SILVER SPRING,MD,20910
310251,06/25/2003,06/25/2003,10/16/2003,330,37000.00,Address corrected on 8/20/03,ALTER,ASSEMBLY BUILDING,7620,,CARROLL,AVE,,TAKOMA PARK,MD,20912
807539,07/24/2017,07/24/2017,02/23/2018,20990,25000.00,DEMOLISH 6TH FLOOR,ALTER,BUSINESS BUILDING,6905,,ROCKLEDGE,DR,,BETHESDA,MD,20817
247439,05/08/2001,05/17/2001,07/03/2001,5932,110000.00,4th floor,ALTER,BUSINESS BUILDING,8757,,GEORGIA,AVE,,SILVER SPRING,MD,20910
545775,08/09/2010,08/13/2010,10/05/2010,2613,28000.00,interior alteration---ste 102,ALTER,BUSINESS BUILDING,10230,,NEW HAMPSHIRE,AVE,,SILVER SPRING,MD,20903
761692,06/28/2016,06/28/2016,,9980,3000.00,modular furniture,ALTER,BUSINESS BUILDING,6550,,ROCK SPRING,DR,,BETHESDA,MD,20817
493634,08/20/2008,08/20/2008,10/24/2008,2053,21126.00,interior alteration,ALTER,BUSINESS BUILDING,4800,,HAMPDEN,LN,,BETHESDA,MD,20814
872945,04/19/2019,04/19/2019,,5820,168660.86,Interior Alteration - Spec Suite - 5820 sf,ALTER,BUSINESS BUILDING,4350,,EAST WEST,HWY,,BETHESDA,MD,20814
762525,07/05/2016,07/13/2016,,355,25000.00,interior alterations,ALTER,BUSINESS BUILDING,1155,,RIPLEY,ST,,SILVER SPRING,MD,20910
302565,04/11/2003,04/14/2003,,1500,,,ALTER,"ASSEMBLY, RESTAURANTS",2509,W,UNIVERSITY,BLVD,,SILVER SPRING,MD,20902
753442,04/28/2016,,,5990,250533.00,"STE 1110

COMFAST",ALTER,BUSINESS BUILDING,7101,,WISCONSIN,AVE,,CHEVY CHASE,MD,20815
553607,11/04/2010,11/12/2010,12/15/2010,2423,56000.00,Suite 320,ALTER,BUSINESS BUILDING,1010,,WAYNE,AVE,,SILVER SPRING,MD,20910
211684,02/17/2000,02/22/2000,03/14/2000,230,10000.00,,ALTER,BUSINESS BUILDING,8601,,GEORGIA,AVE,,SILVER SPRING,MD,20910
597302,04/26/2012,,,900,10000.00,INTERIOR DEMOLITION (MECHANICAL ROOM),ALTER,STORAGE BUILDING,13813,,CONNECTICUT,AVE,,SILVER SPRING,MD,20906
338421,03/25/2004,03/25/2004,,1200,30000.00,,ALTER,MULTI-FAMILY DWELLING,5225,,POOKS HILL,RD,,BETHESDA,MD,20814
605042,07/16/2012,07/17/2012,08/28/2012,3696,13100.00,,ALTER,BUSINESS BUILDING,8401,,COLESVILLE,RD,,SILVER SPRING,MD,20910
407269,12/22/2005,01/25/2006,09/06/2006,3500,,5th floor,ALTER,BUSINESS BUILDING,6701,,ROCKLEDGE,DR,,BETHESDA,MD,20817
361520,10/12/2004,10/13/2004,12/01/2004,100,2000.00,partitions,ALTER,BUSINESS BUILDING,11923,,GEORGIA,AVE,,SILVER SPRING,MD,20902
238151,01/09/2001,01/12/2001,01/22/2001,1500,1.00,REVISION TO AP# 229578 (SCORE COMPUTER CENTER),ALTER,BUSINESS BUILDING,13460,,NEW HAMPSHIRE,AVE,,SILVER SPRING,MD,20904
518240,08/06/2009,,,800,10000.00,,ALTER,BUSINESS BUILDING,19650,,CLUB HOUSE,RD,,MONTGOMERY VILLAGE,MD,20886
363583,11/02/2004,11/02/2004,01/28/2005,2908,128889.00,,ALTER,BUSINESS BUILDING,7700,,OLD GEORGETOWN,RD,,BETHESDA,MD,20814
660793,01/17/2014,,,3753,220000.00,INTERIOR ALTERATIONS,ALTER,MERCANTILE BUILDING,7101,,DEMOCRACY,BLVD,,BETHESDA,MD,20817
591088,02/13/2012,04/09/2012,,4914,175000.00,interior alteration,ALTER,BUSINESS BUILDING,7101,,DEMOCRACY,BLVD,,BETHESDA,MD,20817
671571,05/02/2014,05/05/2014,06/09/2014,0,76345.00,MODULAR FURNITURE,ALTER,BUSINESS BUILDING,1300,,SPRING,ST,,SILVER SPRING,MD,20910
249318,05/29/2001,05/29/2001,06/15/2001,1290,9000.00,1st Floor,ALTER,BUSINESS BUILDING,7361,,CALHOUN,PL,,ROCKVILLE,MD,20855
652998,10/28/2013,11/04/2013,01/13/2014,1068,30000.00,,ALTER,BUSINESS BUILDING,11800,,TECH,RD,,SILVER SPRING,MD,20904
683271,08/06/2014,08/25/2014,,2082,120000.00,ALL INTERIOR,ALTER,BUSINESS BUILDING,7315,,WISCONSIN,AVE,,CHEVY CHASE,MD,20815
411167,02/06/2006,02/16/2006,04/28/2006,8607,341831.00,,ALTER,BUSINESS BUILDING,7200,,WISCONSIN,AVE,,BETHESDA,MD,20814
416453,04/03/2006,04/03/2006,06/02/2006,1278,30000.00,,ALTER,BUSINESS,4550,,MONTGOMERY,AVE,,BETHESDA,MD,20814
277988,05/20/2002,06/17/2002,08/26/2002,12850,175000.00,"M-2002-114  
IBC 2000,7.3.3,5-3,3.1,302.2,1003.3-1.2,1003.2.2.2
NFPA101 1997  OCCUPANT LOAD",ALTER,BUSINESS BUILDING,8757,,GEORGIA,AVE,,SILVER SPRING,MD,20910
266251,12/26/2001,12/26/2001,03/25/2002,,,,ALTER,BUSINESS BUILDING,12800,,MIDDLEBROOK,RD,,GERMANTOWN,MD,20874
661300,01/24/2014,01/30/2014,,5159,250000.00,"INTERIOR ALTERATIONS 5th floor tenant build out

Adding doors to adjacent tenant spaces to insure code complying exiting from these spaces",ALTER,BUSINESS BUILDING,11200,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852
707140,03/26/2015,03/26/2015,06/02/2016,100,1500.00,DEMO ONLY!,ALTER,MERCANTILE BUILDING,11160,,VIERS MILL,RD,,WHEATON,MD,20902
858772,11/19/2018,11/19/2018,02/20/2019,5833,5900.00,Demo Only,ALTER,BUSINESS BUILDING,1010,,WAYNE,AVE,,SILVER SPRING,MD,20910
327602,12/15/2003,12/22/2003,,2051,10000.00,1st flr,ALTER,BUSINESS BUILDING,7825,,WOODMONT,AVE,,BETHESDA,MD,20814
641095,07/08/2013,07/10/2013,07/27/2013,750,56590.00,interior alterations,ALTER,BUSINESS BUILDING,6100,,EXECUTIVE,BLVD,,ROCKVILLE,MD,20852
544934,07/30/2010,08/03/2010,10/07/2010,1421,50915.35,Interior alterations - Suite 600,ALTER,BUSINESS BUILDING,7475,,WISCONSIN,AVE,,BETHESDA,MD,20814
510103,04/28/2009,06/01/2009,08/21/2009,850,175000.00,INTERIOR ALTERATION - SUITE 2042,ALTER,MERCANTILE,7101,,DEMOCRACY,BLVD,,BETHESDA,MD,20817
718059,06/25/2015,06/25/2015,,6743,20000.00,Interior Demo Only!,ALTER,BUSINESS BUILDING,6500,,ROCK SPRING,DR,,BETHESDA,MD,20817
369003,12/27/2004,12/27/2004,02/01/2005,956,15000.00,Suite 540,ALTER,BUSINESS BUILDING,4733,,BETHESDA,AVE,,BETHESDA,MD,20814
265462,12/12/2001,12/28/2001,03/14/2002,11013,228350.00,,ALTER,BUSINESS BUILDING,3,,BETHESDA METRO,CIR,,BETHESDA,MD,20814
792159,03/09/2017,03/20/2017,03/23/2018,1975,108636.00,SUITE #100,ALTER,BUSINESS BUILDING,6935,,ARLINGTON,RD,,BETHESDA,MD,20814
593366,03/13/2012,,,1500,7500.00,INTERIOR RENOVATION,ALTER,MERCANTILE BUILDING,5412,,RANDOLPH,RD,,ROCKVILLE,MD,20852
210133,01/21/2000,02/08/2000,02/28/2000,4915,153000.00,,ALTER,BUSINESS BUILDING,6430,,ROCKLEDGE,DR,,BETHESDA,MD,20817
254269,07/25/2001,07/25/2001,10/15/2001,1582,10000.00,,ALTER,BUSINESS BUILDING,5400,,WISCONSIN,AVE,,CHEVY CHASE,MD,20815
