the_geom,OBJECTID,StreetName,GISID,GlobalID,Route Number,Lane Width,Barrier,Two Way,Contraflow,Neutral Ground,Divided Roadway,Install Year,Install Quarter,Update Year,Road Diet,Notes,created_user,created_date,last_edited_user,last_edited_date,Plan Source,RouteName,FacilityType,Status,Length of Segment(miles),LENGTH_LANE,LENGTH_ROUTE,ComfortLevel,Shape_Length
"MULTILINESTRING ((-90.074610192235 29.988673053864, -90.074703706684 29.988748480737, -90.074869617851 29.988939475289, -90.075004400581 29.989170932687, -90.075213979151 29.989531967571, -90.075351872477 29.989769040874, -90.075469765411 29.989971726839, -90.075497291022 29.990025434854, -90.075602171602 29.990206030824, -90.075780204439 29.990513816339, -90.075785322837 29.99052266552, -90.075882274904 29.990691226534, -90.076143241815 29.991128379511, -90.076172021058 29.991176588565, -90.076546086691 29.991825078368, -90.076681267899 29.99206048761, -90.076704620367 29.992101153575, -90.076869765861 29.99238913606, -90.077118607816 29.992811938615, -90.077230571235 29.99300217333, -90.077287695741 29.993099231857, -90.077314440549 29.993146115708, -90.077632809079 29.993743514613))",44879,ST BERNARD AVE,1203,{5508449A-1CE4-43E9-82D5-320DC06C561A},,,,0,,True,1,2013,4Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:36:11 PM +0000,NOTMP,,Bike Lane,Completed,0.39420284,0.39420284,0.19710142,,2081.3910451671991
"MULTILINESTRING ((-90.081282625336 29.999702102076, -90.081331307184 29.999787304393, -90.081826214493 30.000642787597, -90.081826601583 30.00064349501, -90.081869134932 30.000720395964, -90.081953808392 30.000873500281, -90.082010796491 30.000979262595, -90.082058368466 30.001089574603, -90.082082210436 30.001151962432, -90.082110857872 30.001232121863, -90.082155895563 30.001371361108, -90.082188247986 30.001485963729, -90.082222542179 30.001629140984, -90.082241339027 30.001723617937, -90.082244351974 30.001747115138, -90.082261898883 30.001908266956, -90.082272692311 30.002040681109, -90.082373839649 30.003323575179, -90.082380221702 30.003396731028, -90.082407644158 30.003711066305, -90.082432558076 30.003996652828, -90.082437964171 30.004058617272, -90.082447847437 30.004198591443, -90.082453171934 30.004274005411, -90.082528218354 30.005241210307, -90.082556926774 30.005620625798, -90.082563444953 30.005697249234, -90.082628317698 30.006459818469, -90.082650591024 30.006715611882, -90.082656643078 30.006785109647, -90.082659634382 30.006819693093, -90.082662776916 30.006856021967, -90.08266785998 30.006923764729, -90.082708068459 30.007459602551, -90.082728205188 30.00769030743, -90.082732835891 30.007761311919, -90.082735845635 30.00783369494, -90.082740566239 30.007947212884, -90.08274194111 30.008032913379, -90.082742737485 30.008123164588, -90.082740990488 30.008215521777, -90.08273647729 30.008313782981, -90.082732433867 30.008368300003, -90.082717809288 30.008503837808, -90.082697244172 30.008621396582, -90.082647840925 30.008847124616, -90.082639043618 30.00888732155, -90.082624284313 30.008946795514, -90.082549912848 30.009214522825, -90.082509232504 30.009411729688, -90.0825010041 30.009472515256, -90.082489687973 30.009570949988, -90.082481151297 30.009671931025, -90.082476193638 30.009781798643, -90.08247575389 30.009893306111, -90.082477639786 30.009955191939, -90.082486242919 30.01013967023, -90.08249198022 30.010199474234, -90.082496884775 30.010270295449, -90.082505566842 30.010395672781, -90.082507553161 30.010517078983, -90.082499349916 30.01063552383, -90.0824908575 30.010713547393, -90.082477988952 30.010804243456, -90.082452424577 30.010940206854, -90.082432041304 30.011025848555))",44876,ST BERNARD AVE,1205,{B6152F1B-74BE-431F-897E-5CF23FBF2684},,,,0,,True,1,2011,2Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:36:11 PM +0000,NOTMP,,Bike Lane,Completed,0.79494943,0.79494943,0.39747471,,4197.3329596632257
"MULTILINESTRING ((-90.056714944481 29.968553596636, -90.05633759119 29.968576120001, -90.056168055276 29.968586245271, -90.055809025713 29.968613115043, -90.055632535865 29.968624103218, -90.055535033465 29.968628567211, -90.055280511464 29.968646159413, -90.054398461342 29.968700035443, -90.053718072363 29.968741336164, -90.053271553509 29.968765200105, -90.052591637132 29.968807709495, -90.052332163547 29.968821785066, -90.052140159673 29.968834205474, -90.051418748784 29.968880870118, -90.051117651756 29.968898780122, -90.051008194763 29.96890228161, -90.050680344129 29.968923167121, -90.050626727847 29.96892658277, -90.05038847013 29.968939563896, -90.050233427149 29.968938699249, -90.050146018447 29.968923641424, -90.050058120726 29.968908498475, -90.04989875694 29.968873460917, -90.049733120991 29.968836324758, -90.049213848999 29.968717093729, -90.049059567756 29.968681150184, -90.0482790233 29.968506846795, -90.047515418735 29.968331736167, -90.047431599202 29.968312514431, -90.047168723371 29.968253823361, -90.047088586164 29.968235931189, -90.046920977769 29.968199636523, -90.046834684002 29.968179044094, -90.04600777083 29.967992696455, -90.045077067944 29.967781895842, -90.044589114488 29.967670663462, -90.044225724279 29.967587824615, -90.043240782003 29.967366493744, -90.04247060405 29.967190279611, -90.042110621289 29.967108718797, -90.041603038115 29.966993714352, -90.04108517854 29.966879377531, -90.04074273131 29.966802011788, -90.040609811355 29.966771981898, -90.04050541245 29.966747773555, -90.040350748286 29.96671146049, -90.040244773951 29.966687051503, -90.040070459225 29.966646900917, -90.039733273432 29.966565294135, -90.039627225622 29.966542898603, -90.0394691295 29.966509511872, -90.038904413391 29.966384376096, -90.038822944555 29.966364719945, -90.038822001471 29.966364490524, -90.038671678657 29.966328217274, -90.038248037087 29.966234217477, -90.038078393663 29.966196575997, -90.03726060214 29.966010709406, -90.037099241525 29.965972694409, -90.036393473718 29.965812641441, -90.036126853405 29.965751718695, -90.035419748711 29.965590082825, -90.034446007997 29.96537041025, -90.034298069565 29.965333726042, -90.033664146259 29.965193864699, -90.033562807921 29.965170253051, -90.033410809293 29.965134836872, -90.032586739492 29.964950352362, -90.031998285026 29.964816845575, -90.031750427324 29.964808409841, -90.031579889741 29.964769221805, -90.031491852296 29.96474899176, -90.031415396942 29.964731422334))",44895,ST CLAUDE AVE,1208,{E9B704F0-3E7C-4422-A8D8-33D01A92E4CE},,,,0,,True,1,2008,2Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:36:11 PM +0000,NOTMP,River Crescent,Bike Lane,Completed,1.55510952,1.55510952,0.77755476,,8210.9782086775704
"MULTILINESTRING ((-90.080043722796 30.018128935972, -90.078123308227 30.018245545907, -90.077354879843 30.018289057327, -90.077270863372 30.018294621031, -90.075763596515 30.018384984128, -90.075486937195 30.018402254351, -90.075393461769 30.018409253953))",44749,BURBANK DR,1017,{F49985DD-24ED-4003-B08A-021225BF29AE},,,,1,,0,0,2013,1Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 07:55:24 PM +0000,2030,,Bike Boulevard,Completed,0.27939766,0.55800002,0.27939766,,1475.2196874329725
"MULTILINESTRING ((-90.073941239479 29.954159702968, -90.073959544719 29.954180571664, -90.073976040378 29.954202554431, -90.07399535365 29.954238124645, -90.074019641294 29.954271303742, -90.074048518315 29.954301565644, -90.074081528655 29.954328432315, -90.074118149268 29.954351479209, -90.07417202081 29.954377963553, -90.074388187681 29.954476122796, -90.074454187491 29.954506488057, -90.074597672342 29.954571480398, -90.074746617428 29.954638946387, -90.074896678438 29.954706916395))",44939,TULANE AVE,1027,{956C0BC4-2055-4882-AFC5-FBE8810742E4},,,,0,,True,1,2010,4Q,2018,1,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 07:45:45 PM +0000,2030,,Protected Bike Lane,Completed,0.06989088,0.06989088,0.03494544,,369.02385117504059
"MULTILINESTRING ((-90.075648166069 29.948262575048, -90.075732386638 29.94828103035, -90.076170140516 29.948376952254, -90.076186647443 29.948380569115, -90.076262590964 29.948457123377))",44689,GIROD ST,1074,{D4FF442A-D322-451D-945B-24885EF0E0C3},,,,1,,False,0,2013,4Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:32:10 PM +0000,UNOP,,Shared Lane,Completed,0.04027277,0.08054554,0.04027277,,212.64022305256671
"MULTILINESTRING ((-90.063526686927 29.955924437687, -90.063437560711 29.955934034413, -90.063260232783 29.956129832492, -90.063139312115 29.956265453063, -90.062973589048 29.956444356674, -90.06275518982 29.956680125065, -90.062002606937 29.957527759952, -90.061636023703 29.957937073814, -90.06148925542 29.958099780597, -90.061305396454 29.958303372244))",45020,DECATUR ST,1040,{056DB9C6-2A25-48A8-B855-DA0E074C75BC},,,,0,,0,0,2012,4Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:24:04 PM +0000,2030,,Bike Lane,Completed,0.21271421,0.207,0.21271421,,1123.1310249264434
"MULTILINESTRING ((-90.082724919706 29.970773028096, -90.082801618045 29.970824932915, -90.082879073759 29.970877350131, -90.083259903643 29.971135072447, -90.083286251888 29.971152903469, -90.083497104977 29.971305853685, -90.083533211948 29.971331113321, -90.083648071459 29.971411466284, -90.083885520165 29.971572860601, -90.084172378465 29.971766542222, -90.084233883997 29.971808068948, -90.085015482996 29.972331796414, -90.085076828682 29.972372902588, -90.085188792397 29.972445700348, -90.085428417438 29.972607226131, -90.085808324474 29.972857754037, -90.085861156821 29.972893304439, -90.086617850855 29.973402470488, -90.086702871962 29.97345897647, -90.086828986547 29.973542793077, -90.087057638106 29.973696882217, -90.087347814268 29.973891813379, -90.087411086403 29.973934317079, -90.088014311075 29.974337488454, -90.088192948068 29.974457502592, -90.088249250823 29.974494111575, -90.088499475354 29.974656814569, -90.089159090993 29.975103402039, -90.08921872788 29.975143778226, -90.089703541562 29.97546241981, -90.089745646554 29.975490092787, -90.089817794156 29.975537949052, -90.089931018753 29.975610913383, -90.090128669774 29.975738282552, -90.090145005575 29.975748382972, -90.090202192729 29.975783741753, -90.09029207216 29.975839313238, -90.090484081114 29.975966040323, -90.090575615655 29.976030860595, -90.090831771154 29.97623467885))",44721,ORLEANS AVE,1171,{A103E418-2F93-4A5D-8A40-67744175F439},,,,0,,True,1,2011,1Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:32:55 PM +0000,2030,,Shared Lane,Completed,0.61478621,0.61478621,0.3073931,,3246.0711597785985
"MULTILINESTRING ((-90.082879073759 29.970877350131, -90.082479414265 29.971337490626, -90.082444760733 29.971377328308, -90.081715388843 29.972215806443, -90.081655972672 29.972284089242, -90.080978717593 29.973063526565, -90.08093169676 29.973116918479, -90.080701982724 29.973377757883, -90.080477209795 29.973637089392, -90.080448177477 29.973670494869, -90.080239960328 29.973910078697, -90.080180676664 29.973978293525, -90.080112606709 29.974056617996, -90.079981584892 29.974207065862, -90.079607340625 29.974635705753, -90.079575272964 29.974672778538, -90.079551491675 29.974700271038, -90.079357771675 29.974924061903, -90.079132553486 29.975179428822, -90.078914668331 29.975428014658, -90.078871777671 29.975478633872, -90.078816862531 29.975543445033, -90.078620260262 29.975769057805, -90.078589616603 29.975804250157, -90.078412032662 29.976008195661, -90.078367737713 29.976057546327, -90.078337052626 29.97609173405, -90.078305631794 29.976126741187))",44800,N BROAD ST,1141,{4C7AF0E1-C426-4C69-BF43-72D5EFC08CF5},,,,0,,True,1,2011,3Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:33:39 PM +0000,2010,,Bike Lane,Completed,0.45379946,0.45379946,0.22689973,,2396.0611110509249
"MULTILINESTRING ((-90.09314350388 29.948881078796, -90.093333308723 29.948987701023, -90.093614036133 29.949145398517, -90.093981354637 29.949350056333, -90.094107589086 29.949421168767, -90.094153020347 29.949446836432, -90.094909140114 29.949874024768, -90.095081814537 29.949969310016, -90.095160166721 29.950012311245, -90.095620035652 29.950269583382, -90.095715410382 29.950326119002, -90.095758605401 29.950351723564, -90.095902614405 29.950430035179, -90.096019169417 29.95049574511, -90.097021426866 29.951054871809, -90.097107913967 29.951103118949, -90.097458951487 29.95130169169, -90.097563142196 29.951360629274, -90.097748132468 29.951464245902, -90.097832288897 29.951512513977, -90.098248227876 29.951751075227))",44794,MARTIN LUTHER KING,1137,{F83CDA0D-4054-4588-BD14-E9B1167783FF},,,,0,,True,1,2013,4Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:33:39 PM +0000,NOTMP,,Bike Lane,Completed,0.36444909,0.36444909,0.18222455,,1924.2911973091625
"MULTILINESTRING ((-90.115401181004 30.010304814029, -90.115299562072 30.010298224265, -90.115245496222 30.010295840238, -90.115218428786 30.01029747364, -90.115184893529 30.010297163366, -90.1151254075 30.010295671055, -90.11506580645 30.01030359409, -90.114951919945 30.010327021879, -90.114859566662 30.010359122478, -90.114801979269 30.010379304406, -90.114712973806 30.010402962266, -90.114631621834 30.010420099315, -90.11454817457 30.010431567235, -90.114465889985 30.010436455172, -90.114403158453 30.010434933392, -90.114367847795 30.010430855055, -90.114310674639 30.010421548036))",44672,WEST END CROSSOVER 3,1238,{61768DFD-DB01-449E-8517-FF8D258DBBD7},,,,1,,False,0,,,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 07:56:24 PM +0000,2030,,Shared Use Path,Completed,0.06685582,0.13371164,0.06685582,,352.99868857990924
"MULTILINESTRING ((-90.036939922214 29.960019132363, -90.037078998072 29.960047977139, -90.038012114378 29.960241502975, -90.038986047202 29.960443486864, -90.040201150993 29.960702485348, -90.041933455173 29.961065641072, -90.043107410332 29.961168959375, -90.04394331073 29.961217787093, -90.044721522068 29.961317213631, -90.045704429226 29.96145725316, -90.046872074575 29.961674957206, -90.047857376999 29.961849292314))",44680,CRESCENT PARK,1033,{B6A1F517-6F45-4FFD-BF5B-141C47E1E4F9},,,,1,,0,0,2014,1Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 07:56:24 PM +0000,2030,,Shared Use Path,Completed,0.66785134,1.33599996,0.66785134,,3526.2550737043521
"MULTILINESTRING ((-90.116555211807 29.930313075507, -90.116555929749 29.930313406047, -90.116652921164 29.930367485799, -90.116916578412 29.930506154876, -90.117078624947 29.930593521713, -90.117145702384 29.930630490774, -90.117189131122 29.930654425948, -90.117355889543 29.93075314902, -90.117385991626 29.930770685055, -90.117421676597 29.930791473786, -90.117462084536 29.930816380616, -90.117973200594 29.931130222755, -90.118049862268 29.931177316261, -90.118120548404 29.931220740202, -90.119210018903 29.9319991674, -90.119218239386 29.932003679515, -90.119259904191 29.932034762294, -90.119283410708 29.93205229927, -90.119635894329 29.932293389445, -90.119680359144 29.932323802303, -90.119993327139 29.932546982242, -90.120458068213 29.932879823438, -90.120524076305 29.932927106862, -90.120565055829 29.932957023537, -90.120617439953 29.932993691131, -90.121344671237 29.933502733595, -90.121527630094 29.933630798354, -90.121613342339 29.933690793737, -90.122060886939 29.934008386412, -90.122147780175 29.934070047896, -90.122403897671 29.934250495111, -90.123054569013 29.934709657248, -90.12308673328 29.934732859757, -90.12312324542 29.934759198695, -90.123469293419 29.935003090923, -90.123505209406 29.935028378589, -90.123535301699 29.935049565306, -90.123734453973 29.935190268049, -90.123754770494 29.935204640543, -90.123794050898 29.935232428454, -90.123892503429 29.935302392654, -90.124578919388 29.935790186603, -90.12463484995 29.93582781714, -90.125329711485 29.936320744345, -90.125348606673 29.936333878313, -90.125392239017 29.936364207565, -90.125640667124 29.93654287702, -90.126046414974 29.93683263722, -90.126108661844 29.936877089061, -90.126487505385 29.937145909345, -90.126747555394 29.937331657468, -90.126781753495 29.937356083978, -90.126818622921 29.937382418824, -90.126856094212 29.937409183225, -90.127503857167 29.937885489823, -90.127556061954 29.937923876189, -90.128172159921 29.938368330257, -90.128215605512 29.938402087098, -90.129309123661 29.939251728696, -90.129369463209 29.939300819685, -90.130121969111 29.939913035328, -90.130159694253 29.939943727565, -90.130865731875 29.940513277107, -90.131066463928 29.940676714443, -90.131684304867 29.941179911366, -90.131726162816 29.941214001673, -90.13249722113 29.941836640062, -90.13253776778 29.941869381038, -90.133149018661 29.942360739402, -90.133249933169 29.942441859532, -90.133388883255 29.94255706606, -90.133591603342 29.942725145965, -90.133669282426 29.942787450022, -90.133773839373 29.942871311427, -90.133975079743 29.943032718817, -90.134016315831 29.943066099871))",44733,ST CHARLES AVE,1207,{CF2CC982-B014-406B-A327-70E039E83295},,,,0,,1,1,2013,1Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:24:01 PM +0000,NOTMP,River Crescent,Bike Lane,Completed,1.3683765,1.36800003,0.68418825,,7225.0279169561527
"MULTILINESTRING ((-90.11495542107 30.008952504187, -90.114902817002 30.008946522867, -90.11485146645 30.008934925097, -90.114802160305 30.008917886914, -90.114755653144 30.008895671532, -90.114712661282 30.008868619406, -90.114657299573 30.00882414373, -90.114607164378 30.008775196303, -90.114562729973 30.008722242555, -90.114524416314 30.008665781696, -90.114492586951 30.008606347602))",45033,WEST END/LANE NORTH,1238,{BF1AAB67-0F06-47C8-B85D-AEC60D472DDC},,,,1,,False,0,,,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 07:56:24 PM +0000,2030,,Shared Use Path,Completed,0.03848202,0.07696404,0.03848202,,203.18507796859052
"MULTILINESTRING ((-90.071318088417 29.923362471672, -90.071600471673 29.923693933917, -90.071609366372 29.923704375047, -90.0716290807 29.923727514207, -90.072412972784 29.924647633301, -90.072457802645 29.924699575014, -90.072724857237 29.925008849884, -90.073272116678 29.925640020683, -90.073303296595 29.925675980941, -90.073457354313 29.925852791627, -90.073955558867 29.926436320954, -90.073990614068 29.926477379658, -90.074481199693 29.927047654159, -90.07464242103 29.927235061875, -90.074677409177 29.927275732688, -90.075269902359 29.927964656192, -90.075327225494 29.928030937317, -90.076017528805 29.928829098195, -90.076053181045 29.928870093457, -90.076364536306 29.929228944691, -90.076516502413 29.929404090465, -90.076720238297 29.929638901569, -90.07677203312 29.929698597075, -90.077013398987 29.929981692715, -90.077425867135 29.930465465238, -90.077459038044 29.930504370304, -90.077996561689 29.931125302654, -90.078111994652 29.931257665078, -90.078125357996 29.931272988848, -90.078683465452 29.931918601171, -90.078718829896 29.931959509923, -90.079595926596 29.932978899794, -90.079649403173 29.933041051569, -90.079886918638 29.93331571062, -90.079969127311 29.933410775076, -90.080259209632 29.933749453908, -90.080411517318 29.933927276019, -90.080529753728 29.934065318087, -90.080588693989 29.934126944966, -90.080651933743 29.934193067065))",45001,JACKSON AVE,1096,{FE7B854C-D9E0-4DA8-A2D9-658A3639497C},,,,0,,True,1,2017,2Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:40:55 PM +0000,2030,,Bike Lane,Completed,0.9327553,0.9327553,0.46637765,,4924.947932390407
