Title Code,Title Description,Standard Hours,Assignment Level,Union Code,Union Description,Bargaining Unit Short Name,Bargaining Unit Description,Minimum Salary Rate,Maximum Salary Rate
55038,ASSOCIATE HUMAN RIGHTS SPECIAL,35,01,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,67216.00,89704.00
55038,ASSOCIATE HUMAN RIGHTS SPECIAL,35,02,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,80046.00,104720.00
55050,EQUAL RIGHTS COMPLIANCE SPECIA,35,01,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,50514.00,69458.00
55050,EQUAL RIGHTS COMPLIANCE SPECIA,35,02,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,69458.00,94717.00
55075,ASSISTANT DIRECTOR OF INTERGRO,35,00,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,61457.00,244820.00
55077,PRINICIPAL HUMAN RIGHTS SPECIA,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,80046.00,104720.00
55080,CONSULTANT ON RACE RELATIONS,35,00,791,HA NON-COMPETITIVE MANAGER,N/U,Non-Union,44558.00,137387.00
55081,DIRECTOR OF EQUAL OPPORTUNITY,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,33000.00,113500.00
55083,ASSISTANT COMMISSIONER (ETHNIC,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
55085,DEPUTY EXECUTIVE DIRECTOR (COM,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
55091,DIRECTOR OF TENANT & COMMUNITY,35,00,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,61457.00,244820.00
56006,HUMAN RESOURCES TECHNICIAN,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,35987.00,40610.00
56011,SENIOR HUMAN RESOURCES TECHNIC,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,42191.00,49599.00
56056,COMMUNITY ASSISTANT,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,37398.00,42191.00
56056,COMMUNITY ASSISTANT,35,00,498,NEIGHBORHOOD WORKER BD ED DC37,DC37,District Council 37,37398.00,42191.00
56056,COMMUNITY ASSISTANT,37.5,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,37398.00,42191.00
56056,COMMUNITY ASSISTANT,40,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,37398.00,42191.00
56057,COMMUNITY ASSOCIATE,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,44083.00,63794.00
56057,COMMUNITY ASSOCIATE,35,00,498,NEIGHBORHOOD WORKER BD ED DC37,DC37,District Council 37,26998.00,39072.00
56058,COMMUNITY COORDINATOR,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,62215.00,83981.00
56058,COMMUNITY COORDINATOR,35,00,498,NEIGHBORHOOD WORKER BD ED DC37,DC37,District Council 37,43894.00,59250.00
56059,PRECINCT COMMUNITY RELATIONS A,40,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,18.65,18.91
5605D,COMMUNITY ASSISTANT (DOE),35,00,498,NEIGHBORHOOD WORKER BD ED DC37,DC37,District Council 37,22907.00,25839.00
5605E,COMMUNITY ASSOCIATE DOE,35,00,498,NEIGHBORHOOD WORKER BD ED DC37,DC37,District Council 37,26998.00,39072.00
5605F,COMMUNITY COORDINATOR DOE,35,00,498,NEIGHBORHOOD WORKER BD ED DC37,DC37,District Council 37,38106.00,51436.00
56060,JUNIOR SCHOOL-NEIGHBORHOOD WOR,20,00,498,NEIGHBORHOOD WORKER BD ED DC37,DC37,District Council 37,30768.00,37338.00
56060,JUNIOR SCHOOL-NEIGHBORHOOD WOR,35,00,498,NEIGHBORHOOD WORKER BD ED DC37,DC37,District Council 37,30768.00,37338.00
56061,SCHOOL-NEIGHBORHOOD WORKER,20,00,498,NEIGHBORHOOD WORKER BD ED DC37,DC37,District Council 37,37399.00,43736.00
56061,SCHOOL-NEIGHBORHOOD WORKER,35,00,498,NEIGHBORHOOD WORKER BD ED DC37,DC37,District Council 37,37399.00,43736.00
56062,SENIOR SCHOOL-NEIGHBORHOOD WOR,20,00,498,NEIGHBORHOOD WORKER BD ED DC37,DC37,District Council 37,44466.00,48669.00
56062,SENIOR SCHOOL-NEIGHBORHOOD WOR,35,00,498,NEIGHBORHOOD WORKER BD ED DC37,DC37,District Council 37,44466.00,48669.00
56063,PRINCIPAL SCHOOL-NEIGHBORHOOD,35,00,498,NEIGHBORHOOD WORKER BD ED DC37,DC37,District Council 37,28911.00,28911.00
56064,PRECINCT COMMUNITY RELATIONS A,40,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,22.23,22.23
56065,PRECINCT COMMUNITY RELATIONS C,40,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,33.27,33.27
56071,ADDICTION SPECIALIST (METHADON,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,42191.00,49599.00
56072,SR ADDICTION SPEC METHADONE,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,47705.00,63794.00
56073,SUBSTANCE ABUSE PREVENTION & I,35,01,497,SUBSTANCE ABUSE PREVENTION- DO,N/U,Non-Union,36265.00,44111.00
56073,SUBSTANCE ABUSE PREVENTION & I,35,02,497,SUBSTANCE ABUSE PREVENTION- DO,N/U,Non-Union,52186.00,52186.00
56073,SUBSTANCE ABUSE PREVENTION & I,35,03,497,SUBSTANCE ABUSE PREVENTION- DO,N/U,Non-Union,61864.00,61864.00
56086,DISTRICT MANAGER,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
56087,ASSISTANT DISTRICT MANAGER (CO,35,00,662,NON COMPETITIVE OJ,N/U,Non-Union,42174.00,63664.00
56098,SUMMER CREW CHIEF,35,00,662,NON COMPETITIVE OJ,N/U,Non-Union,6395.00,6395.00
56099,FIELD SUPERVISOR (SUMMER YOUTH,35,00,172,SEASONALS,DC37,District Council 37,16.47,16.47
56101,SENIOR FIELD SUPERVISOR (SUMME,35,00,172,SEASONALS,DC37,District Council 37,17.65,17.65
60210,DEPARTMENT LIBRARIAN,35,01,128,CLERICAL TITLES DC37,DC37,District Council 37,50409.00,62035.00
60210,DEPARTMENT LIBRARIAN,35,02,128,CLERICAL TITLES DC37,DC37,District Council 37,54851.00,70219.00
60210,DEPARTMENT LIBRARIAN,35,03,128,CLERICAL TITLES DC37,DC37,District Council 37,62872.00,79953.00
60210,DEPARTMENT LIBRARIAN,35,04,128,CLERICAL TITLES DC37,DC37,District Council 37,70689.00,87863.00
60215,PUBLIC RECORDS AIDE,35,00,128,CLERICAL TITLES DC37,DC37,District Council 37,39357.00,52402.00
60216,PUBLIC RECORDS OFFICER,35,00,128,CLERICAL TITLES DC37,DC37,District Council 37,50706.00,63349.00
60217,ASSOCIATE PUBLIC RECORDS OFFIC,35,01,128,CLERICAL TITLES DC37,DC37,District Council 37,62694.00,83146.00
60217,ASSOCIATE PUBLIC RECORDS OFFIC,35,02,128,CLERICAL TITLES DC37,DC37,District Council 37,70689.00,87863.00
60224,EQUAL EMPLOYMENT OPPORTUNITY O,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
60331,SENIOR INSTITUTIONAL TRADES IN,35,00,108,L832 IBT INSTITUTIONAL TITLES,IBT,Intl Brotherhood of Teamsters,44288.00,57497.00
60370,ASSISTANT INSTITUTIONAL TEACHE,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,39032.00,46513.00
60371,INSTITUTI0NAL TEACHER (JUVENIL,35,01,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,51832.00,63067.00
60371,INSTITUTI0NAL TEACHER (JUVENIL,35,02,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,64841.00,79255.00
60375,ASSISTANT DIRECTOR OF EDUCATIO,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
60376,DIRECTOR OF EDUCATION (JJ),35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
60377,LECTURER (EMS),35,00,660,PART TIME OJ,N/U,Non-Union,44.23,69.99
60405,PLAYGROUND ASSISTANT,35,00,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,16.49,17.13
60414,PUPPETEER,35,00,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,47909.00,64853.00
60416,DIRECTOR OF PUPPETRY,35,00,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,59269.00,79401.00
60421,URBAN PARK RANGER,40,00,113,URBAN PARK RANGERS,DC37,District Council 37,50635.00,50635.00
60422,ASSOCIATE URBAN PARK RANGER,40,00,113,URBAN PARK RANGERS,DC37,District Council 37,59054.00,59054.00
60430,RECREATION DIRECTOR,35,00,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,47909.00,64853.00
60431,RECREATION DIRECTOR (PART-TIME,35,00,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,47909.00,64853.00
60440,RECREATION SUPERVISOR,35,00,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,59269.00,79401.00
60495,ARTS PROGRAM SPECIALIST,35,00,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,47909.00,64853.00
60496,ASSOCIATE ARTS PROGRAMS SPECIA,35,00,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,59269.00,79401.00
60497,ASSOCIATE ARTS PROGRAM SPECIAL,35,00,672,BOE NON-MANAGERIAL/NON-COMPETI,N/U,Non-Union,49225.00,65939.00
60498,DIRECTOR OF ARTWORKS (DOE),35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
60580,CHIEF OF HOUSING COMMUNITY ACT,35,00,790,HA COMPETITIVE MANAGER,N/U,Non-Union,44558.00,137387.00
60585,DIRECTOR OF SOCIAL & COMMUNITY,35,00,791,HA NON-COMPETITIVE MANAGER,N/U,Non-Union,44558.00,137387.00
60621,PROGRAM PRODUCER,35,01,039,AUDIO VISUAL AIDE TECHNICIANS,IATS,Alliance ofTheatrical&StageEEs,33869.00,40577.00
60621,PROGRAM PRODUCER,35,01,062,RADIO AND TV TITLES MGRTVT,DC37,District Council 37,48008.00,57514.00
60621,PROGRAM PRODUCER,35,02,039,AUDIO VISUAL AIDE TECHNICIANS,IATS,Alliance ofTheatrical&StageEEs,47568.00,56793.00
60621,PROGRAM PRODUCER,35,02,062,RADIO AND TV TITLES MGRTVT,DC37,District Council 37,67422.00,80503.00
60621,PROGRAM PRODUCER,35,03,039,AUDIO VISUAL AIDE TECHNICIANS,IATS,Alliance ofTheatrical&StageEEs,54832.00,66017.00
60621,PROGRAM PRODUCER,35,03,062,RADIO AND TV TITLES MGRTVT,DC37,District Council 37,77718.00,93574.00
60666,DIRECTOR OF TELEVISION,35,01,062,RADIO AND TV TITLES MGRTVT,DC37,District Council 37,46461.00,52015.00
60666,DIRECTOR OF TELEVISION,35,02,062,RADIO AND TV TITLES MGRTVT,DC37,District Council 37,56827.00,71079.00
60800,DIRECTOR OF PUBLIC INFORMATION,35,01,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
60801,DIRECTOR OF PUBLIC INFORMATION,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
60802,DIRECTOR OF PUBLIC AFFAIRS (OM,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
60803,ELECTION AIDE (OFFICE OF COLLE,35,00,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,27734.00,93000.00
60808,PUBLIC INFORMATION OFFICER,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
60809,LEGISLATIVE INFORMATION OFFICE,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
60813,"DIRECTOR, MAYOR'S RECEPTION CO",35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
60816,ASSOCIATE PUBLIC INFORMATION,35,01,142,PUBLIC INFORMATION & HEALTH LO,IBT,Intl Brotherhood of Teamsters,41682.00,66692.00
60816,ASSOCIATE PUBLIC INFORMATION,35,02,142,PUBLIC INFORMATION & HEALTH LO,IBT,Intl Brotherhood of Teamsters,61599.00,76974.00
60817,SCHOOL SAFETY AGENT,40,00,067,SCHOOL SAFTETY AGENTS,IBT,Intl Brotherhood of Teamsters,33819.00,48745.00
60820,SUPERVISOR OF SCHOOL SECURITY,40,00,428,SUPERVISORS OF SCHOOL SAFETY,UFT,United Federation of Teachers,70419.00,70419.00
60821,ASSOCIATE SUPERVISOR OF SCHOOL,37.5,01,183,SCHOOL SECURITY/TRAFFIC,N/U,Non-Union,67358.00,82716.00
60821,ASSOCIATE SUPERVISOR OF SCHOOL,37.5,02,183,SCHOOL SECURITY/TRAFFIC,N/U,Non-Union,78677.00,85508.00
6082A,ASSOC SUPVR OF SCHL SEC (MGRL),35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
60830,ASSISTANT COMMISSIONER (COMMUN,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
60836,PUBLIC RELATIONS ADVISER,35,00,662,NON COMPETITIVE OJ,N/U,Non-Union,62905.00,86282.00
60836,PUBLIC RELATIONS ADVISER,35,00,662,NON COMPETITIVE OJ,N/U,Non-Union,64792.00,88870.00
60837,ASSISTANT TO THE COMPTROLLER (,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
60842,DIRECTOR OF PUBLIC RELATIONS (,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
60843,SPECIAL ASSISTANT TO THE FIRE,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
60844,"DIRECTOR, NYC MAYOR'S OFFICE F",35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
60845,DIRECTOR OF PUBLIC INFORMATION,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
60852,DIRECTOR OF NEWS BUREAU,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
60853,DIRECTOR OF PUBLIC & COMMUNITY,35,00,791,HA NON-COMPETITIVE MANAGER,N/U,Non-Union,44558.00,137387.00
60860,BUSINESS PROMOTION COORDINATOR,35,01,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,47255.00,70654.00
60860,BUSINESS PROMOTION COORDINATOR,35,01,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,48673.00,72774.00
60860,BUSINESS PROMOTION COORDINATOR,35,02,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,71621.00,77421.00
60860,BUSINESS PROMOTION COORDINATOR,35,02,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,73770.00,79744.00
60860,BUSINESS PROMOTION COORDINATOR,35,03,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,77423.00,92895.00
60860,BUSINESS PROMOTION COORDINATOR,35,03,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,79746.00,95682.00
60873,DIRECTOR OF CONSUMER INFORMATI,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
60874,PRESS OFFICER (OFFICE OF THE M,35,00,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,33000.00,113500.00
60879,DIRECTOR OF PUBLIC AFFAIRS,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
6087A,PRESS OFFICER (OFFICE OF THE M,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
60880,DIRECTOR OF BUREAU OF CONSUMER,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
60887,PUBLIC RELATIONS CONSULTANT (O,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
60888,CUSTOMER INFORMATION REP,35,01,128,CLERICAL TITLES DC37,DC37,District Council 37,40345.00,60310.00
60888,CUSTOMER INFORMATION REP,35,02,128,CLERICAL TITLES DC37,DC37,District Council 37,55364.00,78045.00
60888,CUSTOMER INFORMATION REP,35,03,128,CLERICAL TITLES DC37,DC37,District Council 37,72708.00,103526.00
60900,DIRECTOR OF INFORMATION AND RE,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
60910,RESEARCH ASSISTANT,35,00,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,52242.00,68741.00
60913,RESEARCH PROJECTS COORDINATOR,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
60931,DEP DIR RESEARCH & POL DEVELP,35,00,792,HA EXEMPT CLASS MANAGER,N/U,Non-Union,45758.00,196574.00
60932,DIRECTOR OF RESEARCH & POLICY,35,00,791,HA NON-COMPETITIVE MANAGER,N/U,Non-Union,44558.00,137387.00
60944,PROGRAM RESEARCH INTERN,35,00,662,NON COMPETITIVE OJ,N/U,Non-Union,7800.00,7800.00
60948,PROGRAM SPECIALIST  CORRECTION,35,01,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,51490.00,69152.00
60948,PROGRAM SPECIALIST  CORRECTION,35,02,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,69152.00,82086.00
60948,PROGRAM SPECIALIST  CORRECTION,35,03,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,76408.00,91234.00
61107,"CHIEF, PUBLICATIONS & REPORTS",35,00,662,NON COMPETITIVE OJ,N/U,Non-Union,54561.00,54561.00
61132,EXECUTIVE DIRECTOR (BOARD OF C,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
61133,DEPUTY EXECUTIVE DIRECTOR (BOA,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
70001,"COORDINATOR, TENANT PATROL (HA",35,00,791,HA NON-COMPETITIVE MANAGER,N/U,Non-Union,44558.00,137387.00
70112,SANITATION WORKER,40,00,049,SANITATION WORKERS L831 IBT,USA,United Sanitation Workers,37630.00,77318.00
70150,SUPERVISOR (SANITATION),40,00,099,SANITATION OFFICERS L444,SOA,Sanitation Officers Assocation,83236.00,103854.00
70196,GENERAL SUPERINTENDENT (SANITA,40,00,099,SANITATION OFFICERS L444,SOA,Sanitation Officers Assocation,104629.00,126242.00
7019A,GENERAL SUPERINTENDENT (SANITA,40,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
7019B,GENERAL SUPERINTENDENT (SANITA,40,00,100,SANITATION CHIEFS ASSOCIATION,USCA,United Sanitation Chiefs Assoc,140992.00,176107.00
70205,SCHOOL CROSSING GUARD,25,00,089,SCHOOL CROSSING GUARDS DC37,DC37,District Council 37,15.45,15.71
70206,POLICE CADET,35,00,660,PART TIME OJ,N/U,Non-Union,15.45,16.79
7020A,POLICE CADET (HOUSING BUREAU),35,00,660,PART TIME OJ,N/U,Non-Union,15.45,16.79
7020B,SCHOOL CROSSING GUARD (AL II –,40,02,089,SCHOOL CROSSING GUARDS DC37,DC37,District Council 37,33617.00,33617.00
70210,POLICE OFFICER (RECURRING NIGH,40,00,079,POLICE OFFICERS PBA,PBA,Patrolmen's Benevolent Assoc.,42500.00,85292.00
7021A,POLICE OFFICER D/A DETECTIVE 3,40,00,029,DETECTIVES ENDOWMENT ASSOCIATI,DEA,Detectives EndowmentAssocation,63345.00,97324.00
7021B,POLICE OFFICER D/A DETECTIVE 2,40,00,029,DETECTIVES ENDOWMENT ASSOCIATI,DEA,Detectives EndowmentAssocation,109360.00,109360.00
7021C,POLICE OFFICER D/A DETECTIVE 1,40,00,029,DETECTIVES ENDOWMENT ASSOCIATI,DEA,Detectives EndowmentAssocation,125531.00,125531.00
7021D,"POLICE OFFICER, DET. SPECIALIS",40,00,029,DETECTIVES ENDOWMENT ASSOCIATI,DEA,Detectives EndowmentAssocation,63345.00,97324.00
7021E,"POLICE OFFICER, SPECIAL ASSIGN",40,00,079,POLICE OFFICERS PBA,PBA,Patrolmen's Benevolent Assoc.,42500.00,85292.00
70235,SERGEANT (RECURRING NIGHT SHIF,40,00,091,SERGEANTS BENEVOLENT ASSOCIATI,SBA,Sergeants BenevolentAssocation,88945.00,109360.00
7023A,SERGEANT D/A SPECIAL ASSIGNMEN,40,00,091,SERGEANTS BENEVOLENT ASSOCIATI,SBA,Sergeants BenevolentAssocation,111572.00,125531.00
7023B,SERGEANT D/A SUPERVISOR DETECT,40,00,091,SERGEANTS BENEVOLENT ASSOCIATI,SBA,Sergeants BenevolentAssocation,111572.00,125531.00
70260,LIEUTENANT (POLICE) (RECUR NS),40,00,059,LIEUTENANTS BENEVOLENT ASSOCIA,LBA,Lieutenants Benevolent Assoc,119313.00,131564.00
70265,CAPTAIN (POLICE SERVICE)(REC N,40,00,017,CAPTAINS ENDOWMENT ASSOCIATION,CEA,Captains Endowment Association,128212.00,163454.00
70266,DIRECTOR OF COMMUNICATIONS,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
7026A,LIEUTENANT D/A SPECIAL ASSIGNM,40,00,059,LIEUTENANTS BENEVOLENT ASSOCIA,LBA,Lieutenants Benevolent Assoc,132709.00,144726.00
7026B,LIEUTENANT D/A COMMANDER OF DE,40,00,059,LIEUTENANTS BENEVOLENT ASSOCIA,LBA,Lieutenants Benevolent Assoc,132709.00,144726.00
7026C,LIEUTENANT D/A DIR LEGAL BUREA,40,00,059,LIEUTENANTS BENEVOLENT ASSOCIA,LBA,Lieutenants Benevolent Assoc,138257.00,171310.00
7026D,CAPTAIN D/A DEPUTY INSPECTOR (,40,00,017,CAPTAINS ENDOWMENT ASSOCIATION,CEA,Captains Endowment Association,143205.00,172058.00
7026E,CAPTAIN D/A INSPECTOR (REC N/S,40,00,017,CAPTAINS ENDOWMENT ASSOCIATION,CEA,Captains Endowment Association,150582.00,181172.00
7026F,CAPTAIN D/A DEPUTY CHIEF INSPE,40,00,017,CAPTAINS ENDOWMENT ASSOCIATION,CEA,Captains Endowment Association,158407.00,190839.00
7026G,CAPTAIN DETAILED AS ASSISTANT,40,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
7026H,CAPTAIN DETAILED AS CHIEF OF D,40,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
7026I,CAPTAIN DETAILED AS CHIEF OF S,40,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
7026J,CAPTAIN DETAILED AS CHIEF OF T,40,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
7026K,CAPTAIN DETAILED AS CHIEF OF P,40,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
7026L,CAPTAIN DETAILED AS CHIEF OF P,40,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
7026M,CAPTAIN-MANAGERIAL DETAILS,40,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
7026N,CAPTAIN DETAILED AS CHIEF OF C,40,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
7026P,CHIEF OF DEPARTMENT,40,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
7026Q,CAPT DET CHIEF OF INTERNAL AFF,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
7026R,CHIEF OF THE HOUSING BUREAU,40,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
7026S,CAPT DET CHIEF OF THE TRANSIT,40,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
7026T,CAPTAIN DETAILED AS CHIEF OF C,40,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
7026U,CAPTAIN: CHIEF OF TRANSPORTATI,40,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
7026V,CAPTAIN CHIEF OF COUNTERTERROR,40,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
7026W,CAPTAIN-CHIEF OF COMMUNITY AFF,40,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
7026X,CAPTAIN DETAILED AS CHIEF OF S,40,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
7026Y,CAPTAIN-CHIEF OF INTELLIGENCE,40,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
7026Z,CAPTAIN-CHIEF OF STAFF,40,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
70270,*SURGEON,40,00,017,CAPTAINS ENDOWMENT ASSOCIATION,CEA,Captains Endowment Association,120613.00,142173.00
7027A,*SURGEON DETAILED AS DEPUTY CH,40,00,017,CAPTAINS ENDOWMENT ASSOCIATION,CEA,Captains Endowment Association,137220.00,154851.00
7027C,SUPERVISING CHIEF SURGEON,40,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
70307,FIRE CADET,35,00,660,PART TIME OJ,N/U,Non-Union,15.67,15.67
70310,FIREFIGHTER,40,00,041,UNIFORMED FIREFIGHTERS ASSOCIA,UFA,Uniformed Firefighters Assoc,43904.00,85292.00
70312,PILOT,40,00,068,FIREBOAT TITLES MEBA,MEBA,Marine EngineersBeneficialAssn,92397.00,105926.00
70314,WIPER (UNIFORMED),40,00,098,WIPERS (UNIFORMED) L333 UMD,UFA,Uniformed Firefighters Assoc,88400.00,88400.00
70316,MARINE ENGINEER (WITH LICENSE),40,00,068,FIREBOAT TITLES MEBA,MEBA,Marine EngineersBeneficialAssn,88757.00,94065.00
70316,MARINE ENGINEER (WITH LICENSE),40,00,068,FIREBOAT TITLES MEBA,MEBA,Marine EngineersBeneficialAssn,91616.00,103195.00
70360,LIEUTENANT (FIRE),40,00,043,UNIFORMED FIRE OFFICERS ASSOCI,UFOA,Uniformed Fire Officers Assoc,90457.00,109360.00
70365,CAPTAIN (FIRE),40,00,043,UNIFORMED FIRE OFFICERS ASSOCI,UFOA,Uniformed Fire Officers Assoc,110395.00,125531.00
70370,BATTALION CHIEF,40,00,043,UNIFORMED FIRE OFFICERS ASSOCI,UFOA,Uniformed Fire Officers Assoc,126188.00,163454.00
70382,DEPUTY CHIEF(FIRE),40,00,043,UNIFORMED FIRE OFFICERS ASSOCI,UFOA,Uniformed Fire Officers Assoc,145807.00,181172.00
70388,CHIEF OF DEPARTMENT (FDNY),40,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
7038A,DEPUTY ASSISTANT CHIEF OF DEPA,40,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
7038B,ASSISTANT CHIEF OF DEPARTMENT,40,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
7038C,ASSISTANT CHIEF OF DEPT DESIGN,40,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
70392,FIRE MARSHAL (UNIFORMED),40,00,041,UNIFORMED FIREFIGHTERS ASSOCIA,UFA,Uniformed Firefighters Assoc,61742.00,95527.00
70393,SUPERVISING FIRE MARSHAL (UNIF,40,01,043,UNIFORMED FIRE OFFICERS ASSOCI,UFOA,Uniformed Fire Officers Assoc,105412.00,119596.00
70393,SUPERVISING FIRE MARSHAL (UNIF,40,02,043,UNIFORMED FIRE OFFICERS ASSOCI,UFOA,Uniformed Fire Officers Assoc,157752.00,157752.00
