Reporting Area,MMWR Year,MMWR Week,"Rubella, Current week","Rubella, Current week, flag","Rubella, Previous 52 weeks Med","Rubella, Previous 52 weeks Med, flag","Rubella, Previous 52 weeks Max","Rubella, Previous 52 weeks Max, flag","Rubella, Cum 2015","Rubella, Cum 2015, flag","Rubella, Cum 2014","Rubella, Cum 2014, flag","Rubella, congenital syndrome, Current week","Rubella, congenital syndrome, Current week, flag","Rubella, congenital syndrome, Previous 52 weeks Med","Rubella, congenital syndrome, Previous 52 weeks Med, flag","Rubella, congenital syndrome, Previous 52 weeks Max","Rubella, congenital syndrome, Previous 52 weeks Max, flag","Rubella, congenital syndrome, Cum 2015","Rubella, congenital syndrome, Cum 2015, flag","Rubella, congenital syndrome, Cum 2014","Rubella, congenital syndrome, Cum 2014, flag","Salmonellosis, Current week","Salmonellosis, Current week, flag","Salmonellosis, Previous 52 weeks Med","Salmonellosis, Previous 52 weeks Med, flag","Salmonellosis, Previous 52 weeks Max","Salmonellosis, Previous 52 weeks Max, flag","Salmonellosis, Cum 2015","Salmonellosis, Cum 2015, flag","Salmonellosis, Cum 2014","Salmonellosis, Cum 2014, flag",Location 1,Location 2
NEVADA,2015,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,31,,19,,"NEVADA
(39.493242, -117.071839)",
NEW JERSEY,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,14,,50,,52,,191,,"NEW JERSEY
(40.130571, -74.273688)",
VERMONT,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,7,,16,,21,,"VERMONT
(43.625384, -72.517637)",
PUERTO RICO,2015,3,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,10,,22,,2,,41,,"PUERTO RICO
(18.248289, -66.49989)",
ALASKA,2015,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,12,,15,,"ALASKA
(64.845078, -147.72206)",
PENNSYLVANIA,2015,10,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,5,,25,,69,,103,,136,,"PENNSYLVANIA
(40.793734, -77.860697)",
NORTH DAKOTA,2015,1,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,8,,,-,,-,"NORTH DAKOTA
(47.475319, -100.118428)",
UTAH,2015,10,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,1,,7,,17,,49,,47,,"UTAH
(39.360701, -111.587128)",
PUERTO RICO,2015,1,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,1,,10,,28,,1,,5,,"PUERTO RICO
(18.248289, -66.49989)",
GUAM,2015,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480999, 144.731498)",
WISCONSIN,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,13,,66,,17,,155,,"WISCONSIN
(44.393191, -89.816366)",
MISSOURI,2015,5,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,13,,16,,36,,54,,33,,"MISSOURI
(38.635791, -92.566299)",
HAWAII,2015,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,15,,38,,64,,"HAWAII
(21.304852, -157.857748)",
VERMONT,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,7,,1,,6,,"VERMONT
(43.625384, -72.517637)",
HAWAII,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,15,,9,,37,,"HAWAII
(21.304852, -157.857748)",
COLORADO,2015,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,12,,26,,43,,42,,"COLORADO
(38.843843, -106.133609)",
OKLAHOMA,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,11,,13,,53,,82,,98,,"OKLAHOMA
(35.472031, -97.521068)",
GUAM,2015,10,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480999, 144.731498)",
NEW JERSEY,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,15,,50,,4,,115,,"NEW JERSEY
(40.130571, -74.273688)",
WYOMING,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,6,,13,,15,,"WYOMING
(43.235541, -108.109827)",
CONNECTICUT,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,23,,58,,60,,"CONNECTICUT
(41.562661, -72.64984)",
NEVADA,2015,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,9,,13,,"NEVADA
(39.493242, -117.071839)",
NORTH CAROLINA,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,14,,22,,190,,214,,294,,"NORTH CAROLINA
(35.46622, -79.15925)",
COLORADO,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,26,,,-,16,,"COLORADO
(38.843843, -106.133609)",
VIRGINIA,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,20,,58,,155,,137,,"VIRGINIA
(37.542681, -78.457889)",
WISCONSIN,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,14,,27,,1,,26,,"WISCONSIN
(44.393191, -89.816366)",
NEW HAMPSHIRE,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,22,,35,,"NEW HAMPSHIRE
(43.655953, -71.500357)",
NORTH DAKOTA,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,8,,13,,19,,"NORTH DAKOTA
(47.475319, -100.118428)",
NEW YORK,2015,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,17,,22,,57,,104,,92,,"NEW YORK
(42.827004, -75.543966)",
MISSISSIPPI,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,12,,59,,77,,106,,"MISSISSIPPI
(32.745513, -89.538027)",
ALABAMA,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,19,,54,,43,,187,,"ALABAMA
(32.840572, -86.631857)",
KANSAS,2015,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,8,,21,,30,,23,,"KANSAS
(38.347743, -98.200778)",
RHODE ISLAND,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,12,,,-,,-,"RHODE ISLAND
(41.708281, -71.522466)",
WEST VIRGINIA,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,12,,17,,22,,"WEST VIRGINIA
(38.665511, -80.712638)",
OKLAHOMA,2015,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,13,,53,,62,,81,,"OKLAHOMA
(35.472031, -97.521068)",
NEBRASKA,2015,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,2,,4,,13,,9,,10,,"NEBRASKA
(41.641044, -99.365719)",
OHIO,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,22,,23,,46,,234,,206,,"OHIO
(40.060212, -82.404257)",
PACIFIC,2015,16,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,8,,105,,187,,957,,1172,,,
MONTANA,2015,1,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,,-,2,,"MONTANA
(47.066528, -109.424416)",
NEW JERSEY,2015,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,14,,50,,10,,165,,"NEW JERSEY
(40.130571, -74.273688)",
WISCONSIN,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,14,,27,,,-,17,,"WISCONSIN
(44.393191, -89.816366)",
IOWA,2015,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,10,,24,,48,,42,,"IOWA
(42.469401, -93.816487)",
VIRGINIA,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,20,,58,,103,,99,,"VIRGINIA
(37.542681, -78.457889)",
NEW YORK,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,13,,21,,57,,66,,72,,"NEW YORK
(42.827004, -75.543966)",
SOUTH DAKOTA,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,12,,32,,32,,"SOUTH DAKOTA
(44.35313, -100.373529)",
MINNESOTA,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.355649, -94.7942)",
GEORGIA,2015,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,36,,90,,198,,202,,"GEORGIA
(32.839683, -83.627579)",
ARIZONA,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,19,,41,,192,,204,,"ARIZONA
(34.865974, -111.763807)",
SOUTH DAKOTA,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,12,,1,,4,,"SOUTH DAKOTA
(44.35313, -100.373529)",
COLORADO,2015,1,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,26,,,-,1,,"COLORADO
(38.843843, -106.133609)",
ALABAMA,2015,2,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,18,,54,,1,,21,,"ALABAMA
(32.840572, -86.631857)",
SOUTH DAKOTA,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,12,,48,,36,,"SOUTH DAKOTA
(44.35313, -100.373529)",
INDIANA,2015,1,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,40,,,-,1,,"INDIANA
(39.766913, -86.149956)",
ILLINOIS,2015,3,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,30,,65,,5,,58,,"ILLINOIS
(40.485012, -88.997709)",
MONTANA,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,3,,5,,"MONTANA
(47.066528, -109.424416)",
VERMONT,2015,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,7,,7,,17,,"VERMONT
(43.625384, -72.517637)",
CONNECTICUT,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,23,,1,,18,,"CONNECTICUT
(41.562661, -72.64984)",
OREGON,2015,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,8,,17,,60,,56,,"OREGON
(44.56745, -120.155029)",
ILLINOIS,2015,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,30,,65,,22,,93,,"ILLINOIS
(40.485012, -88.997709)",
INDIANA,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,13,,40,,52,,81,,"INDIANA
(39.766913, -86.149956)",
NEW JERSEY,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,16,,50,,,-,39,,"NEW JERSEY
(40.130571, -74.273688)",
ILLINOIS,2015,16,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,,-,27,,61,,247,,320,,"ILLINOIS
(40.485012, -88.997709)",
OREGON,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,8,,17,,70,,65,,"OREGON
(44.56745, -120.155029)",
NEVADA,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,33,,24,,"NEVADA
(39.493242, -117.071839)",
MAINE,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,2,,6,,8,,6,,"MAINE
(45.254229, -68.985026)",
GUAM,2015,8,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480999, 144.731498)",
ALABAMA,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,19,,54,,33,,140,,"ALABAMA
(32.840572, -86.631857)",
FLORIDA,2015,1,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,79,,104,,226,,79,,60,,"FLORIDA
(28.932043, -81.928958)",
LOUISIANA,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,12,,15,,50,,32,,35,,"LOUISIANA
(31.312663, -92.445678)",
NEVADA,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,4,,5,,"NEVADA
(39.493242, -117.071839)",
MISSISSIPPI,2015,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,12,,59,,37,,57,,"MISSISSIPPI
(32.745513, -89.538027)",
GEORGIA,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,34,,97,,35,,58,,"GEORGIA
(32.839683, -83.627579)",
NEW YORK CITY,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,17,,35,,48,,69,,"NEW YORK CITY
(40.714268, -74.005969)",
NEBRASKA,2015,3,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,1,,4,,13,,4,,7,,"NEBRASKA
(41.641044, -99.365719)",
NEW JERSEY,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,16,,50,,,-,66,,"NEW JERSEY
(40.130571, -74.273688)",
MICHIGAN,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,18,,56,,161,,167,,"MICHIGAN
(44.661322, -84.714386)",
NEW HAMPSHIRE,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,2,,8,,26,,41,,"NEW HAMPSHIRE
(43.655953, -71.500357)",
NEVADA,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,3,,3,,"NEVADA
(39.493242, -117.071839)",
WASHINGTON,2015,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,13,,64,,85,,56,,"WASHINGTON
(47.522288, -120.470028)",
MICHIGAN,2015,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,18,,56,,121,,125,,"MICHIGAN
(44.661322, -84.714386)",
OHIO,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,18,,23,,46,,172,,158,,"OHIO
(40.060212, -82.404257)",
MISSISSIPPI,2015,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,59,,63,,89,,"MISSISSIPPI
(32.745513, -89.538027)",
KENTUCKY,2015,2,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,10,,27,,7,,13,,"KENTUCKY
(37.645973, -84.774968)",
VIRGINIA,2015,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,20,,58,,133,,114,,"VIRGINIA
(37.542681, -78.457889)",
MAINE,2015,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,6,,8,,8,,"MAINE
(45.254229, -68.985026)",
PUERTO RICO,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,10,,22,,34,,63,,"PUERTO RICO
(18.248289, -66.49989)",
KANSAS,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,8,,21,,24,,20,,"KANSAS
(38.347743, -98.200778)",
NEW MEXICO,2015,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,6,,16,,29,,48,,"NEW MEXICO
(34.520881, -106.240578)",
OKLAHOMA,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,14,,53,,19,,20,,"OKLAHOMA
(35.472031, -97.521068)",
CALIFORNIA,2015,8,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,22,,100,,212,,349,,166,,"CALIFORNIA
(37.638642, -120.999996)",
MINNESOTA,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.355649, -94.7942)",
TENNESSEE,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,16,,62,,17,,28,,"TENNESSEE
(35.680941, -85.774487)",
NEBRASKA,2015,13,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,2,,5,,13,,52,,27,,"NEBRASKA
(41.641044, -99.365719)",
ARIZONA,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,18,,40,,84,,99,,"ARIZONA
(34.865974, -111.763807)",
GEORGIA,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,37,,99,,163,,161,,"GEORGIA
(32.839683, -83.627579)",
WEST VIRGINIA,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,12,,12,,13,,"WEST VIRGINIA
(38.665511, -80.712638)",
ARIZONA,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,18,,40,,106,,126,,"ARIZONA
(34.865974, -111.763807)",
ILLINOIS,2015,12,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,30,,65,,144,,227,,"ILLINOIS
(40.485012, -88.997709)",
E.S. CENTRAL,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,14,,58,,155,,374,,569,,,
GUAM,2015,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480999, 144.731498)",
GEORGIA,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,38,,90,,190,,194,,"GEORGIA
(32.839683, -83.627579)",
TENNESSEE,2015,2,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,16,,59,,11,,17,,"TENNESSEE
(35.680941, -85.774487)",
NEW MEXICO,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,6,,16,,10,,22,,"NEW MEXICO
(34.520881, -106.240578)",
DELAWARE,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,15,,16,,21,,"DELAWARE
(39.008834, -75.577736)",
OKLAHOMA,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,14,,53,,11,,13,,"OKLAHOMA
(35.472031, -97.521068)",
ILLINOIS,2015,1,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,30,,65,,,-,16,,"ILLINOIS
(40.485012, -88.997709)",
DELAWARE,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,14,,4,,9,,"DELAWARE
(39.008834, -75.577736)",
KENTUCKY,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,10,,27,,20,,22,,"KENTUCKY
(37.645973, -84.774968)",
IOWA,2015,1,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,10,,24,,2,,8,,"IOWA
(42.469401, -93.816487)",
ILLINOIS,2015,9,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,30,,65,,89,,162,,"ILLINOIS
(40.485012, -88.997709)",
NEW JERSEY,2015,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,14,,50,,5,,153,,"NEW JERSEY
(40.130571, -74.273688)",
NORTH DAKOTA,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,8,,4,,5,,"NORTH DAKOTA
(47.475319, -100.118428)",
MASSACHUSETTS,2015,1,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,21,,52,,,-,9,,"MASSACHUSETTS
(42.276874, -72.082687)",
CALIFORNIA,2015,13,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,2,,83,,133,,491,,712,,"CALIFORNIA
(37.638642, -120.999996)",
INDIANA,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,40,,75,,115,,"INDIANA
(39.766913, -86.149956)",
NEW MEXICO,2015,2,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,6,,16,,,-,7,,"NEW MEXICO
(34.520881, -106.240578)",
IDAHO,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,3,,9,,16,,14,,"IDAHO
(43.682632, -114.363727)",
MICHIGAN,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,18,,56,,179,,183,,"MICHIGAN
(44.661322, -84.714386)",
MISSOURI,2015,7,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,10,,16,,36,,81,,43,,"MISSOURI
(38.635791, -92.566299)",
WYOMING,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,6,,12,,13,,"WYOMING
(43.235541, -108.109827)",
VIRGINIA,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,20,,60,,94,,85,,"VIRGINIA
(37.542681, -78.457889)",
NEW HAMPSHIRE,2015,1,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,,-,,-,"NEW HAMPSHIRE
(43.655953, -71.500357)",
FLORIDA,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,68,,104,,226,,598,,684,,"FLORIDA
(28.932043, -81.928958)",
SOUTH DAKOTA,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,12,,3,,9,,"SOUTH DAKOTA
(44.35313, -100.373529)",
PENNSYLVANIA,2015,11,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,6,,25,,69,,117,,151,,"PENNSYLVANIA
(40.793734, -77.860697)",
MASSACHUSETTS,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,22,,52,,,-,56,,"MASSACHUSETTS
(42.276874, -72.082687)",
CONNECTICUT,2015,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,23,,33,,41,,"CONNECTICUT
(41.562661, -72.64984)",
WEST VIRGINIA,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,3,,11,,7,,9,,"WEST VIRGINIA
(38.665511, -80.712638)",
WISCONSIN,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,14,,27,,8,,101,,"WISCONSIN
(44.393191, -89.816366)",
DELAWARE,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,14,,5,,15,,"DELAWARE
(39.008834, -75.577736)",
PENNSYLVANIA,2015,3,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,6,,21,,69,,28,,48,,"PENNSYLVANIA
(40.793734, -77.860697)",
UTAH,2015,11,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,3,,6,,17,,54,,63,,"UTAH
(39.360701, -111.587128)",
SOUTH CAROLINA,2015,2,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,21,,79,,29,,32,,"SOUTH CAROLINA
(33.998822, -81.045366)",
PUERTO RICO,2015,2,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,1,,10,,28,,2,,13,,"PUERTO RICO
(18.248289, -66.49989)",
RHODE ISLAND,2015,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,2,,12,,11,,14,,"RHODE ISLAND
(41.708281, -71.522466)",
ARIZONA,2015,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,18,,41,,122,,141,,"ARIZONA
(34.865974, -111.763807)",
NEW MEXICO,2015,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,6,,16,,24,,28,,"NEW MEXICO
(34.520881, -106.240578)",
CALIFORNIA,2015,10,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,17,,101,,215,,528,,651,,"CALIFORNIA
(37.638642, -120.999996)",
MARYLAND,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,14,,50,,152,,157,,"MARYLAND
(39.290583, -76.60926)",
UTAH,2015,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,2,,6,,17,,18,,18,,"UTAH
(39.360701, -111.587128)",
WISCONSIN,2015,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,14,,27,,6,,61,,"WISCONSIN
(44.393191, -89.816366)",
NEVADA,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,3,,8,,19,,14,,"NEVADA
(39.493242, -117.071839)",
DELAWARE,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,15,,12,,17,,"DELAWARE
(39.008834, -75.577736)",
ALABAMA,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,19,,54,,43,,203,,"ALABAMA
(32.840572, -86.631857)",
NORTH DAKOTA,2015,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,8,,13,,17,,"NORTH DAKOTA
(47.475319, -100.118428)",
TEXAS,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,22,,92,,179,,499,,296,,"TEXAS
(31.82724, -99.426768)",
ALABAMA,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,17,,54,,14,,127,,"ALABAMA
(32.840572, -86.631857)",
PUERTO RICO,2015,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,10,,22,,11,,49,,"PUERTO RICO
(18.248289, -66.49989)",
NEW MEXICO,2015,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,6,,16,,29,,44,,"NEW MEXICO
(34.520881, -106.240578)",
MAINE,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,6,,10,,12,,"MAINE
(45.254229, -68.985026)",
WEST VIRGINIA,2015,2,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,3,,11,,3,,7,,"WEST VIRGINIA
(38.665511, -80.712638)",
VERMONT,2015,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,7,,12,,20,,"VERMONT
(43.625384, -72.517637)",
LOUISIANA,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,12,,21,,50,,150,,159,,"LOUISIANA
(31.312663, -92.445678)",
WASHINGTON,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,14,,43,,11,,3,,"WASHINGTON
(47.522288, -120.470028)",
ALABAMA,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,17,,54,,12,,115,,"ALABAMA
(32.840572, -86.631857)",
WYOMING,2015,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,4,,2,,4,,"WYOMING
(43.235541, -108.109827)",
TEXAS,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,32,,90,,171,,86,,31,,"TEXAS
(31.82724, -99.426768)",
PENNSYLVANIA,2015,9,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,3,,25,,69,,96,,125,,"PENNSYLVANIA
(40.793734, -77.860697)",
NEW YORK CITY,2015,1,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,16,,18,,35,,16,,15,,"NEW YORK CITY
(40.714268, -74.005969)",
NEBRASKA,2015,10,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,5,,4,,13,,40,,21,,"NEBRASKA
(41.641044, -99.365719)",
MONTANA,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,3,,29,,60,,34,,"MONTANA
(47.066528, -109.424416)",
PENNSYLVANIA,2015,6,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,10,,25,,69,,62,,84,,"PENNSYLVANIA
(40.793734, -77.860697)",
PENNSYLVANIA,2015,8,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,5,,25,,69,,87,,110,,"PENNSYLVANIA
(40.793734, -77.860697)",
TENNESSEE,2015,1,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,17,,47,,6,,8,,"TENNESSEE
(35.680941, -85.774487)",
NEW HAMPSHIRE,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,,-,10,,"NEW HAMPSHIRE
(43.655953, -71.500357)",
GEORGIA,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,36,,91,,245,,239,,"GEORGIA
(32.839683, -83.627579)",
