Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
Thundercloud Subs,78758,01/12/2018,96,"2521 RUTLAND DR
AUSTIN, TX 78758
(30.383045, -97.722871)",2800169,Routine Inspection
"Little Darlin', The",78745,05/17/2019,86,"6507 CIRCLE S RD
AUSTIN, TX 78745
(30.194148, -97.77723)",11508340,Routine Inspection
Hana World Market - Deli,78727,07/02/2018,94,"1700 W PARMER LN
AUSTIN, TX 78727
(30.412512, -97.688909)",10866954,Routine Inspection
Sonic Drive In,78723,07/01/2019,86,"6208 CAMERON RD
AUSTIN, TX 78723
(30.319922, -97.696733)",2800734,Routine Inspection
Embassy Suites Austin Central,78723,10/31/2017,98,"5901 N IH
AUSTIN, TX 78723",11459795,Routine Inspection
McDonald's,78727,05/04/2018,91,"13813 BURNET RD
AUSTIN, TX 78727
(30.439121, -97.698281)",2802299,Routine Inspection
Peoples Pharmacy,78756,10/03/2019,93,"4018 N LAMAR BLVD
AUSTIN, TX 78756
(30.30881, -97.740756)",2800584,Routine Inspection
JD's Supermarket - Bakery/Deli,78719,07/11/2017,73,"9111 FM 812 RD
AUSTIN, TX 78719
(30.161323, -97.686947)",10964142,Routine Inspection
LW - Randall's #1779 -Deli,78734,09/19/2017,100,"2301 S FM 620 RD
LAKEWAY, TX 78734",2801754,Routine Inspection
"SV - Funkadelic, The",78745,08/07/2018,80,"4715 S LAMAR BLVD
SUNSET VALLEY, TX 78745
(30.232917, -97.810822)",11866651,Routine Inspection
Winn Elementary School,78723,10/02/2018,99,"3500 SUSQUEHANNA LN
AUSTIN, TX 78723
(30.313782, -97.665785)",2800283,Routine Inspection
Mr. Gatti's,78734,10/23/2017,94,"3305 N FM 620 RD
AUSTIN, TX 78734",2801793,Routine Inspection
"Kid Spa Austin, LLC.",78749,09/06/2018,91,"5700 W SLAUGHTER LN
AUSTIN, TX 78749
(30.201224, -97.868096)",10367187,Routine Inspection
Devil May Care,78701,12/15/2017,89,"500 W 6TH ST
AUSTIN, TX 78701
(30.269391, -97.747564)",11505370,Routine Inspection
Short Stop,78722,05/20/2019,85,"3811 N IH
AUSTIN, TX 78722",2800037,Routine Inspection
Newk's Eatery,78759,02/05/2020,90,"9722 GREAT HILLS TRL
AUSTIN, TX 78759
(30.394529, -97.75208)",11083030,Routine Inspection
"Snooze, an A.M. Eatery",78704,07/18/2017,95,"1700 S LAMAR BLVD
AUSTIN, TX 78704
(30.250877, -97.765509)",11520571,Routine Inspection
Lola Savannah Coffee,78746,12/12/2019,92,"6317 FM 2244 RD
AUSTIN, TX 78746
(30.296698, -97.833118)",10188309,Routine Inspection
COTA- Commissary Grand Plaza,78617,11/01/2019,100,"9201 CIRCUIT OF THE AMERICAS BLVD
AUSTIN, TX 78617
(30.134236, -97.645076)",11229098,Routine Inspection
CiCi's Pizza #71,78723,01/25/2018,96,"5365 N IH
AUSTIN, TX 78723",10786483,Routine Inspection
Sonic Drive In,78704,12/21/2017,85,"2632 S LAMAR BLVD
AUSTIN, TX 78704
(30.245461, -97.779775)",2800288,Routine Inspection
Westlake PAC Concessions,78746,10/31/2019,100,"4100 WESTBANK DR
WEST LAKE HILLS, TX 78746
(30.2751, -97.814159)",10334733,Routine Inspection
"Mom's Convenience Store, Inc.",78737,07/28/2017,92,"10900 W US 290 HWY
AUSTIN, TX 78737
(30.221809, -97.956195)",10234230,Routine Inspection
Tony C's Pizza & Wine Bar,78717,08/02/2018,90,"10526 W PARMER LN
AUSTIN, TX 78717
(30.496761, -97.774899)",10925608,Routine Inspection
HEB Food Store #659,78613,04/30/2019,97,"14028 N US 183 HWY
AUSTIN, TX 78613
(30.476816, -97.801366)",10848394,Routine Inspection
Ruby Thai Kitchen,78746,01/08/2018,88,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.255443, -97.810066)",10354514,Routine Inspection
La Catedral Del Marisco,78702,06/11/2019,98,"2711 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.253305, -97.713696)",11077157,Routine Inspection
Baskin - Robbins,78717,08/29/2019,98,"9900 W PARMER LN
AUSTIN, TX 78717
(30.486294, -97.770552)",12085174,Routine Inspection
La Quinta Inn #0186,78744,02/21/2018,95,"7625 E BEN WHITE BLVD
AUSTIN, TX 78744
(30.217895, -97.691208)",10082646,Routine Inspection
Murchison Middle School,78731,04/11/2019,99,"3700 NORTH HILLS DR
AUSTIN, TX 78731
(30.353423, -97.758795)",2800443,Routine Inspection
"Cheesecake Factory, The",78746,09/15/2017,84,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.255443, -97.810066)",11387902,Routine Inspection
Taqueria Montenegro,78753,07/17/2017,81,"11300 POLLYANNA AVE
AUSTIN, TX 78753
(30.378265, -97.67675)",10113768,Routine Inspection
Donut Empire,78753,01/15/2020,90,"1033 E HOWARD LN
AUSTIN, TX 78753
(30.409133, -97.647939)",11504562,Routine Inspection
Alameda House,78704,12/21/2017,97,"4019 MANCHACA RD
AUSTIN, TX 78704
(30.232532, -97.786561)",2800975,Routine Inspection
Starbucks Coffee #22300,78723,07/24/2018,99,"1801 E 51ST ST
AUSTIN, TX 78723
(30.302589, -97.697714)",11261275,Routine Inspection
Las Mangonadas,78702,11/12/2019,98,"1144 AIRPORT BLVD
AUSTIN, TX 78702
(30.272293, -97.697526)",11631715,Routine Inspection
IBM Cafeteria-Bldg 45,78758,11/17/2017,91,"11400 BURNET RD
AUSTIN, TX 78758
(30.400817, -97.718459)",2801115,Routine Inspection
Longhorn Village - Assisted Living,78732,09/21/2017,96,"12001 LONGHORN PKWY
AUSTIN, TX 78732
(30.350762, -97.91176)",10260618,Routine Inspection
Circle K #2741303,78748,03/08/2018,99,"8628 MANCHACA RD
AUSTIN, TX 78748
(30.185534, -97.816537)",2803589,Routine Inspection
Maggiano's Little Italy,78758,01/16/2019,90,"10910 DOMAIN DR
AUSTIN, TX 78758
(30.395519, -97.726719)",10369329,Routine Inspection
Triny's Kitchen,78722,02/06/2020,100,"2039 AIRPORT BLVD
AUSTIN, TX 78722
(30.284477, -97.705227)",10604475,Routine Inspection
Lee's Meat Market,78731,07/24/2018,95,"1601 W 38TH ST
AUSTIN, TX 78731
(30.308741, -97.74985)",2801805,Routine Inspection
Texas Republic Company,78744,12/31/2019,100,"5317 NUCKOLS CROSSING RD
AUSTIN, TX 78744
(30.192422, -97.739373)",12170844,Follow-Up Inspection
BC - Maudie's Hill Country LLC,78738,03/26/2020,85,"12506 SHOPS PKWY
BEE CAVE, TX 78738
(30.304679, -97.93797)",10468660,Routine Inspection
Jason's Deli,78748,01/29/2018,95,"9600 S IH
AUSTIN, TX 78748",10017881,Routine Inspection
Joe's Bakery,78702,03/12/2020,99,"2305 E 7TH ST
AUSTIN, TX 78702
(30.261358, -97.716649)",2800556,Routine Inspection
Cuvee Coffee,78702,07/10/2018,91,"2000 E 6TH ST
AUSTIN, TX 78702
(30.261166, -97.721147)",11192795,Routine Inspection
Dia's Market,78757,08/29/2017,95,"812 JUSTIN LN
AUSTIN, TX 78757
(30.337181, -97.720538)",11388789,Routine Inspection
Hacienda Jalisco,78757,11/06/2019,73,"8766 RESEARCH BLVD
AUSTIN, TX 78757
(30.366565, -97.71876)",11675649,Routine Inspection
Pho Ha Noi,78753,02/03/2020,70,"11331 N LAMAR BLVD
AUSTIN, TX 78753
(30.382669, -97.68597)",12186421,Routine Inspection
South Congress Cafe,78704,10/30/2019,88,"1600 S CONGRESS AVE
AUSTIN, TX 78704
(30.24781, -97.750343)",2801577,Routine Inspection
Eurest @ ARM,78735,08/07/2019,97,"5707 SOUTHWEST PKWY
AUSTIN, TX 78735
(30.245033, -97.843931)",11382034,Routine Inspection
Escarpment Exxon,78749,09/19/2017,80,"6109 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.229501, -97.864222)",2803688,Routine Inspection
Bread Basket - Chevron,78719,06/01/2018,77,"9401 S US 183 HWY
AUSTIN, TX 78719",10174940,Routine Inspection
Potbelly Sandwich Works,78749,07/03/2019,95,"5300 S MOPAC EXPY
AUSTIN, TX 78749",10151924,Routine Inspection
HEB Food Store #202 - Restaurant,78756,08/10/2018,96,"5808 BURNET RD
AUSTIN, TX 78756
(30.334128, -97.739946)",2800322,Routine Inspection
MN - Cafe 290,78653,07/16/2018,87,"11011 E US 290 HWY
MANOR, TX 78653
(30.348666, -97.558423)",11360758,Routine Inspection
Eddie V's #8501,78701,09/14/2018,95,"301 E 5TH ST
AUSTIN, TX 78701
(30.266382, -97.740499)",11459958,Routine Inspection
Kwick In,78702,06/09/2017,81,"1149 AIRPORT BLVD
AUSTIN, TX 78702
(30.273232, -97.697811)",10748818,Routine Inspection
Hampton Inn & Suites Austin-Airport,78744,07/30/2018,93,"7712 E RIVERSIDE DR
AUSTIN, TX 78744
(30.216924, -97.6899)",11621342,Routine Inspection
LW - Flores Mexican Restaurant,78734,12/29/2017,91,"2127 LOHMANS CROSSING RD
LAKEWAY, TX 78734
(30.341725, -97.970094)",10378211,Routine Inspection
Vida Fit,78745,01/02/2019,100,"4360 S CONGRESS AVE
AUSTIN, TX 78745
(30.218033, -97.767015)",11402265,Routine Inspection
Speedi-Stop,78702,12/04/2017,97,"1621 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.257926, -97.726946)",2803792,Routine Inspection
Asian Beverage Corp.,78660,07/14/2017,99,"1200 W HOWARD LN
AUSTIN, TX 78660",2802746,Routine Inspection
McDonald's,78758,01/17/2020,93,"2608 W BRAKER LN
AUSTIN, TX 78758
(30.391086, -97.721102)",2802280,Routine Inspection
Brookdale Northwest Hills,78731,01/30/2018,95,"5715 MESA DR
AUSTIN, TX 78731
(30.34197, -97.769816)",10642406,Routine Inspection
Longhorn Pizza and Grill,78705,01/10/2020,79,"2820 GUADALUPE ST
AUSTIN, TX 78705
(30.295013, -97.742682)",11694547,Follow-Up Inspection
Subway #43067,78758,06/06/2019,94,"1910 W BRAKER LN
AUSTIN, TX 78758
(30.392008, -97.707343)",10091620,Routine Inspection
Reel Popcorn,78745,07/17/2019,98,"8708 S CONGRESS AVE
AUSTIN, TX 78745
(30.171077, -97.785981)",11661013,Routine Inspection
"SquareRut Kava Bar Lamar, LLC",78756,10/23/2019,97,"5000 N LAMAR BLVD
AUSTIN, TX 78756
(30.318482, -97.731024)",11205559,Routine Inspection
Starbucks Coffee #9612,78705,03/11/2019,93,"3706 GUADALUPE ST
AUSTIN, TX 78705
(30.302312, -97.738413)",2802624,Routine Inspection
La Michoacana Supermarket/Meat Market,78752,10/11/2017,84,"6908 CAMERON RD
AUSTIN, TX 78752
(30.324658, -97.69327)",2803774,Routine Inspection
Catering by Rosemary,78750,10/26/2017,93,"6433 CHAMPION GRANDVIEW WAY
AUSTIN, TX 78750
(30.363123, -97.792686)",11458533,Routine Inspection
Mikado Ryotei,78758,10/08/2019,67,"9033 RESEARCH BLVD
AUSTIN, TX 78758
(30.373007, -97.725172)",10617884,Routine Inspection
Taqueria Chapala #3,78735,01/08/2019,80,"6116 W US 290 HWY
AUSTIN, TX 78735",2803037,Routine Inspection
BC - Sonesta Bee Cave,78738,09/18/2017,93,"12525 BEE CAVE PKWY
BEE CAVE, TX 78738
(30.309715, -97.934312)",11330041,Routine Inspection
Tomodachi,78727,07/12/2018,85,"4101 W PARMER LN
AUSTIN, TX 78727
(30.425948, -97.716411)",2802895,Routine Inspection
Seton Healthcare- Dell Children's Center,78723,06/12/2018,95,"4900 MUELLER BLVD
AUSTIN, TX 78723
(30.302549, -97.704957)",10029465,Routine Inspection
P. Terry's Burger Stand,78757,03/09/2018,95,"8515 BURNET RD
AUSTIN, TX 78757
(30.366605, -97.728104)",11165140,Routine Inspection
Texican Cafe,78748,03/28/2018,86,"11940 MANCHACA RD
AUSTIN, TX 78748
(30.145737, -97.833054)",2800663,Routine Inspection
"Quarries of Hyde Park, The",78759,11/06/2017,100,"11400 N MOPAC EXPY
AUSTIN, TX 78759
(30.404569, -97.727315)",2803212,Routine Inspection
Tiff's Treats South Austin,78749,12/18/2019,100,"4301 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.222178, -97.838856)",11025077,Routine Inspection
Pizza Hut,78730,06/09/2017,93,"10601 FM 2222 RD
AUSTIN, TX 78730",2802656,Routine Inspection
Bush's Chicken,78748,07/29/2019,93,"9815 BRODIE LN
AUSTIN, TX 78748
(30.185926, -97.848213)",10642547,Routine Inspection
"Market, The",78701,08/29/2018,94,"117 W 4TH ST
AUSTIN, TX 78701
(30.266505, -97.744598)",2803205,Routine Inspection
"Beer Plant, The",78703,12/13/2018,89,"3110 WINDSOR RD
AUSTIN, TX 78703
(30.296464, -97.767982)",11547036,Routine Inspection
SV - MAD Greens,78745,02/04/2020,92,"5601 BRODIE LN
SUNSET VALLEY, TX 78745
(30.227053, -97.821892)",11661784,Routine Inspection
Hampton Inn Austin North,78752,08/02/2017,85,"7619 N IH
AUSTIN, TX 78752",11328775,Routine Inspection
Moreliana Meat Market,78744,06/18/2018,76,"5405 S PLEASANT VALLEY RD
AUSTIN, TX 78744
(30.193433, -97.744567)",11674086,Follow-Up Inspection
Indigo Smart Cafe,78745,11/27/2019,95,"500 E ST ELMO RD
AUSTIN, TX 78745
(30.214999, -97.761943)",12118096,Routine Inspection
New World Produce,78734,04/10/2018,98,"4543 DOSS RD
AUSTIN, TX 78734
(30.409433, -97.930116)",2803361,Routine Inspection
BC - Whole Foods Market - Specialty,78738,01/10/2020,100,"12601 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.307885, -97.937525)",10744425,Routine Inspection
H Mart,78717,09/27/2018,80,"11301 LAKELINE BLVD
AUSTIN, TX 78717
(30.479897, -97.797927)",11854994,Routine Inspection
C- Mart #9,78758,08/22/2018,93,"8523 RESEARCH BLVD
AUSTIN, TX 78758
(30.360095, -97.716393)",2803812,Routine Inspection
Child's Day Child Development Center,78746,05/26/2017,98,"2525 WALLINGWOOD DR
AUSTIN, TX 78746
(30.26452, -97.78401)",10389065,Routine Inspection
Country Home Learning Center #8,78750,06/23/2017,95,"13120 N US 183 HWY
AUSTIN, TX 78750",2800795,Routine Inspection
Tiffany's Treats,78701,03/20/2018,94,"1806 NUECES ST
AUSTIN, TX 78701
(30.281797, -97.74393)",2802312,Routine Inspection
Nueces Mart,78705,12/10/2018,89,"2700 NUECES ST
AUSTIN, TX 78705
(30.29203, -97.742784)",10841169,Routine Inspection
Recess Arcade Bar,78701,10/16/2019,93,"222 E 6TH ST
AUSTIN, TX 78701
(30.267409, -97.740519)",11336224,Routine Inspection
"Frost, A Gelato Shoppe",78758,03/07/2018,96,"11700 ROCK ROSE AVE
AUSTIN, TX 78758
(30.402759, -97.722086)",11600539,Routine Inspection
McDonald's,78750,12/19/2019,93,"12801 N FM 620 RD
AUSTIN, TX 78750",2802294,Routine Inspection
Austin Hookah Lounge,78745,06/14/2018,95,"2621 JONES RD
AUSTIN, TX 78745
(30.225222, -97.8031)",10692625,Routine Inspection
BC - Pizza Hut,78738,08/07/2018,100,"3620 S FM 620 RD
BEE CAVE, TX 78738",11216206,Routine Inspection
Panda Express #1319,78752,03/29/2019,91,"5764 AIRPORT BLVD
AUSTIN, TX 78752
(30.321866, -97.714019)",10001260,Routine Inspection
Austin's Pizza,78726,03/05/2019,92,"7301 N FM 620 RD
AUSTIN, TX 78726
(30.405266, -97.853234)",2802951,Routine Inspection
Hayley Cakes and Cookies,78730,03/14/2018,97,"10601 FM 2222 RD
AUSTIN, TX 78730",11042164,Routine Inspection
Via 313 Pizza,78749,11/15/2018,92,"6705 W US 290 HWY
AUSTIN, TX 78749",11318005,Routine Inspection
Whole Foods - Seafood,78703,04/06/2020,100,"525 N LAMAR BLVD
AUSTIN, TX 78703
(30.27092, -97.754286)",2803046,Routine Inspection
Wal-Mart #3569 (Meat/Seafood),78753,11/28/2017,100,"12900 N IH
AUSTIN, TX 78753",2802102,Routine Inspection
Perry's Steakhouse & Grille,78758,10/21/2019,85,"11801 DOMAIN BLVD
AUSTIN, TX 78758
(30.404828, -97.721309)",12182712,Routine Inspection
OOB Krispy Kreme,78745,09/13/2018,94,"701 E STASSNEY LN
AUSTIN, TX 78745
(30.2, -97.77)",2801556,Routine Inspection
7-Eleven #22245,78704,03/05/2018,95,"2103 S CONGRESS AVE
AUSTIN, TX 78704
(30.24327, -97.752028)",10159452,Routine Inspection
Jungle Island,78741,07/09/2018,94,"2410 E RIVERSIDE DR
AUSTIN, TX 78741
(30.236379, -97.724948)",11679539,Routine Inspection
Torchy's Tacos,78723,03/30/2018,96,"1801 E 51ST ST
AUSTIN, TX 78723
(30.302589, -97.697714)",11232472,Routine Inspection
Acacia Fraternity,78705,05/14/2019,81,"2614 RIO GRANDE ST
AUSTIN, TX 78705
(30.291712, -97.744298)",10800901,Routine Inspection
Crazy Fruits,78744,08/28/2019,96,"729 E SLAUGHTER LN
AUSTIN, TX 78744
(30.160458, -97.776933)",11102855,Routine Inspection
Laxmi Farsan & Catering,78723,02/05/2020,86,"6305 CAMERON RD
AUSTIN, TX 78723
(30.320656, -97.695927)",11623411,Routine Inspection
T. V. Dinners,78704,10/23/2017,96,"1124 S IH
AUSTIN, TX 78704",10565668,Routine Inspection
South Austin Center (Sr Lunch),78704,11/14/2017,99,"2508 DURWOOD ST
AUSTIN, TX 78704
(30.239081, -97.759244)",2800257,Routine Inspection
Lick Honest Ice Creams,78757,09/26/2017,100,"6555 BURNET RD
AUSTIN, TX 78757
(30.341502, -97.738754)",11381974,Routine Inspection
La Matta,78702,11/13/2018,99,"501 COMAL ST
AUSTIN, TX 78702
(30.262434, -97.726852)",11804761,Routine Inspection
Pita Fusion,78750,01/15/2019,95,"13776 N US 183 HWY
AUSTIN, TX 78750",11503481,Routine Inspection
Moonlight Bakery,78704,11/16/2017,94,"2300 S LAMAR BLVD
AUSTIN, TX 78704
(30.247352, -97.774757)",10167921,Routine Inspection
Zaragoza Recreation Center,78702,10/03/2018,84,"2608 GONZALES ST
AUSTIN, TX 78702
(30.261364, -97.712134)",2802812,Routine Inspection
Five Guys Burgers and Fries,78759,04/08/2020,97,"10000 RESEARCH BLVD
AUSTIN, TX 78759
(30.392352, -97.746845)",11115083,Routine Inspection
Farm To Market Grocery,78704,11/21/2019,98,"1718 S CONGRESS AVE
AUSTIN, TX 78704
(30.246311, -97.750892)",2802862,Routine Inspection
Orange Market,78705,06/06/2019,80,"910 W 25TH ST
AUSTIN, TX 78705
(30.289462, -97.747339)",10519741,Routine Inspection
Cypress Grill,78749,07/30/2019,99,"4404 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.223322, -97.841099)",2802008,Routine Inspection
Wendy's W-102/1682,78731,10/06/2017,98,"3596 FAR WEST BLVD
AUSTIN, TX 78731
(30.35424, -97.754767)",11119789,Routine Inspection
West Ridge Middle School,78733,03/09/2018,95,"9201 SCENIC BLUFF DR
AUSTIN, TX 78733
(30.302527, -97.885729)",2800695,Routine Inspection
Sonic,78741,05/10/2018,82,"1901 MONTOPOLIS DR
AUSTIN, TX 78741
(30.22586, -97.702846)",2801264,Routine Inspection
Brooklyn Pie,78756,03/13/2018,80,"5425 BURNET RD
AUSTIN, TX 78756
(30.329098, -97.739861)",11223093,Routine Inspection
Highway Food Mart,78617,01/07/2020,87,"4535 E SH
AUSTIN, TX 78617",11522912,Routine Inspection
7 - Eleven Convenience Store #36600A,78753,08/28/2019,96,"1625 E PARMER LN
AUSTIN, TX 78753
(30.38712, -97.648948)",11424489,Routine Inspection
Wagabag #19,78732,07/18/2019,97,"2900 N QUINLAN PARK RD
AUSTIN, TX 78732
(30.368684, -97.893093)",2803935,Routine Inspection
Juiceland Oakhill,78749,10/03/2017,100,"6705 W US 290 HWY
AUSTIN, TX 78749",10971092,Routine Inspection
Bento Picnic,78702,06/18/2018,100,"2600 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.253841, -97.715238)",11712501,Routine Inspection
The Carpenter Hotel,78704,09/03/2019,92,"400 JOSEPHINE ST
AUSTIN, TX 78704
(30.262045, -97.758588)",11939498,Routine Inspection
BC - Schmidt Family Barbecue,78738,03/31/2020,92,"12532 FM 2244 RD
BEE CAVE, TX 78738",10967911,Routine Inspection
OOB-Shooters Billards and Sports Bar,78726,01/31/2019,97,"11416 N FM 620 RD
AUSTIN, TX 78726
(30.45377, -97.82757)",2803085,Routine Inspection
ABIA Food and Fuel,78719,02/10/2020,92,"2901 SPIRIT OF TEXAS DR
AUSTIN, TX 78719
(30.211069, -97.667962)",11961522,Routine Inspection
Modern Market,78759,08/23/2018,84,"9828 GREAT HILLS TRL
AUSTIN, TX 78759
(30.394225, -97.748272)",11531963,Routine Inspection
Cross Creek Hospital,78754,01/22/2018,100,"8402 CROSS PARK DR
AUSTIN, TX 78754
(30.33838, -97.67653)",11292426,Routine Inspection
Tortilleria El Taquito,78753,06/12/2018,90,"8610 N LAMAR BLVD
AUSTIN, TX 78753
(30.354942, -97.703436)",10968460,Routine Inspection
LORO,78704,05/02/2019,95,"2115 S LAMAR BLVD
AUSTIN, TX 78704
(30.248039, -97.77136)",11875690,Routine Inspection
Rob Roy Chevron,78746,10/12/2018,93,"7110 FM 2244 RD
AUSTIN, TX 78746
(30.303512, -97.840315)",2803512,Routine Inspection
Juiceland,78702,08/29/2018,95,"2601 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.253867, -97.715312)",11040160,Routine Inspection
P. Terry's Burger Stand,78705,05/31/2019,93,"3303 N LAMAR BLVD
AUSTIN, TX 78705
(30.30191, -97.7452)",10233915,Routine Inspection
Gong Cha,78705,02/11/2020,91,"2021 GUADALUPE ST
AUSTIN, TX 78705
(30.283319, -97.742009)",11951961,Routine Inspection
McDonald's # 11150,78702,03/30/2020,93,"1143 1 2 AIRPORT BLVD
AUSTIN, TX 78702
(30.272345, -97.697542)",10915040,Routine Inspection
Turf & Surf Po'boy,78701,06/28/2018,90,"405 LAVACA ST
AUSTIN, TX 78701
(30.26729, -97.74574)",10903317,Routine Inspection
Dirty Dog Bar,78701,11/07/2019,89,"505 E 6TH ST
AUSTIN, TX 78701
(30.266699, -97.737949)",2802268,Routine Inspection
Kerbey Lane Cafe,78749,01/29/2020,92,"4301 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.222178, -97.838856)",10449800,Routine Inspection
Oast House,78726,08/24/2017,91,"8300 N FM 620 RD
AUSTIN, TX 78726
(30.419808, -97.845825)",11424418,Routine Inspection
Express Food Mart,78754,11/15/2019,89,"8201 CROSS PARK DR
AUSTIN, TX 78754
(30.330734, -97.667578)",11660217,Routine Inspection
"Cloak Room, The",78701,09/24/2018,99,"1300 COLORADO ST
AUSTIN, TX 78701
(30.274977, -97.742167)",2800086,Routine Inspection
Pecan Springs Elementary,78723,04/09/2018,100,"3100 ROGGE LN
AUSTIN, TX 78723
(30.302365, -97.676795)",2800284,Routine Inspection
Caritas Of Austin,78701,10/15/2019,97,"611 NECHES ST
AUSTIN, TX 78701
(30.26749, -97.738003)",2801462,Routine Inspection
Rogue Running,78703,08/14/2017,95,"410 PRESSLER ST
AUSTIN, TX 78703
(30.272208, -97.761092)",11079468,Routine Inspection
Amy's Ice Cream,78703,12/11/2017,96,"1012 W 6TH ST
AUSTIN, TX 78703
(30.271746, -97.754498)",2800027,Routine Inspection
Abacus School of Austin,78717,10/07/2019,90,"14115 AVERY RANCH BLVD
AUSTIN, TX 78717
(30.494618, -97.7882)",10374904,Routine Inspection
Accent Food Services,78728,06/07/2018,97,"3800 QUICK HILL RD
AUSTIN, TX 78728
(30.469933, -97.688064)",11566505,Routine Inspection
Lit Lounge,78701,03/01/2018,87,"215 E 6TH ST
AUSTIN, TX 78701
(30.2675, -97.740834)",10830871,Routine Inspection
Dollar Tree # 3211,78729,08/16/2018,96,"13729 N US 183 HWY
AUSTIN, TX 78729",11127582,Routine Inspection
Brooklyn Pizzeria & Bar,78704,03/24/2020,92,"2026 S LAMAR BLVD
AUSTIN, TX 78704
(30.248995, -97.768341)",12186075,Routine Inspection
First Watch Restaurant #362,78717,11/07/2019,89,"14005 N US 183 HWY
AUSTIN, TX 78717
(30.475103, -97.799081)",11734393,Routine Inspection
Pizza Hut,78702,01/30/2020,97,"1144 AIRPORT BLVD
AUSTIN, TX 78702
(30.272293, -97.697526)",2802789,Routine Inspection
Respite Recovery,78701,06/26/2017,96,"403 E 15TH ST
AUSTIN, TX 78701
(30.275803, -97.735692)",10765376,Routine Inspection
Woody's Country Market,78748,04/27/2018,100,"100 W FM 1626 RD
AUSTIN, TX 78748
(30.144094, -97.80659)",11772004,Routine Inspection
Tokyo Garden Catering,78613,04/30/2019,97,"14028 N US 183 HWY
AUSTIN, TX 78613
(30.476816, -97.801366)",10854075,Routine Inspection
Speedy Stop Store #219,78723,11/27/2019,88,"1660 E 51ST ST
AUSTIN, TX 78723
(30.304102, -97.699224)",2803642,Routine Inspection
