Application Type,Application Number,Process Date,Approved Date,Project Name,Comments,WSSC Map,Tax Map,Site Area,Proposed Disturbed Area,Proposed Impervious Area,Current Zoning,Proposed Zoning,Current Land use,Proposed Land Use,Watershed,State Water Use,Tributary,Requested Waiver,Resubmittal,Revision,Onsite Quantity Control,Quantity Control,Onsite Quality Control,Quality Control,Quantity Waiver Proposed,Quantity Waiver Acres Proposed,Quality Waiver Proposed,Quality Waiver Acres Proposed,Street Number,Pre-direction,Street Name,Street Suffix,Post-direction,City,State,ZIP code,Work Location
STORMWATER CONCEPT,218148,05/10/2005,08/31/2005,WESTFIELD SHOPPINGTOWN WHEATON,Parcel N631; Channel protection previously waived and fees paid,214NW3,HQ61,75.0,11.2,11.2,C-2,C-2,SHOP CTR,SHOP CTR,LRC,GENERAL USE,,N,N,N,N,0.0,Y,11.2,N,0.0,N,0.0,11160,,VEIRS MILL,RD,,SILVER SPRING,MD,20902,
STORMWATER CONCEPT,283349,10/04/2017,06/22/2018,LINDSAY FORD ASPEN HILL,"Customer Wants To Use ePlans,Adaptive re-use of existing office building to redevelop into auto dealership.&nbsp; SWM Concept/Site Development SWM Plan",,42,10.0,1.9,0.0,CRT,CRT,,,LRC,GENERAL USE,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,4115,,ASPEN HILL,RD,,ROCKVILLE,MD,20853,
STORMWATER CONCEPT,205437,05/16/2002,06/28/2002,RICKMAN EQUESTRIAN CENTER,Need Computations & Plans,227NW20,BU&CU,353.6,2.1,0.9,,,,,DSC,GENERAL USE,,N,N,N,Y,2.1,Y,2.1,N,0.0,N,0.0,,,,,,,,,"RT. 28, BEALLSVILLE, MD, PARCEL 524"
STORMWATER CONCEPT,203635,05/02/2001,05/08/2001,WHEATON RESCUE SQUAD,,215NW2,JQ12,1.3,1.2,0.9,R-90,,,,SCR,GENERAL USE,,N,N,N,N,0.0,Y,1.3,Y,1.3,N,0.0,,,,,,,,,"2400 & 2410 ARCOLA AVE., SILVER SPRING"
STORMWATER CONCEPT,228953,10/20/2006,03/05/2007,SOUTHLAWN LANE CONCRETE PLANT,Parcel P442,220NW06,GS51,2.0,1.7,1.2,I-2,I-2,COMMERCI,INDUSTRI,URC,RECREATION TROUT,,N,N,N,Y,2.0,Y,2.0,N,0.0,N,0.0,15121,,SOUTHLAWN,LN,,ROCKVILLE,MD,20850,
STORMWATER CONCEPT,284413,12/18/2018,04/18/2019,,"Customer Wants To Use ePlans,5-Story Senior Apartment Building",,343,0.7,1.0,0.0,CRT,CRT,,,LRC,GENERAL USE,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,3906,,KNOWLES,AVE,,KENSINGTON,MD,20895,
STORMWATER CONCEPT,277235,07/09/2015,07/22/2015,UNIVERSITY TOWERS LID RETROFIT PROJECT,,214NW01,JP33,6.4,6.4,4.5,R-60,R-60,MULTI-FA,MULTFAM,,,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,1111,W,UNIVERSITY,BLVD,,WHEATON,MD,20902,
STORMWATER CONCEPT,205695,06/20/2002,08/23/2002,HUNTINGTON TERRACE,"Lots 27 & 28, Parcel 961; Revision approved 2/11/05",21NW5,HP121,0.5,0.1,0.1,R-60,R-60,HIST STO,SF & STO,CJC,GENERAL USE,BOOZE CRK,N,N,N,N,0.0,N,0.0,Y,0.5,Y,0.5,,,,,,,,,OLD GEORGETOWN RD & GREENTREE ROAD
STORMWATER CONCEPT,206325,08/01/2002,09/10/2002,GLEN FALLS,"Parcels P317, P331, P371",213NW,,1.7,1.4,1.7,,,,,WBR,GENERAL USE,,N,N,N,N,1.7,N,1.7,Y,1.7,Y,1.7,10301,S,GLEN,RD,,POTOMAC,MD,20854,
STORMWATER CONCEPT,240911,08/16/2011,,"WINEXBURG MANOR,TASK ORDER 10",,216NE2,,0.0,0.7,0.0,,,,,NWB,RECREATION TROUT,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,,,,,,,,,GLENALLEN AVE BETWEEN RANDOLPH ROAD AND LAYHILL ROAD
STORMWATER CONCEPT,277095,07/06/2015,03/28/2016,DORSEY MILL ROAD & BRIDGE,,229NW13,EV341,10.0,9.1,4.4,,,,,LSC,,,N,N,N,Y,6.8,Y,6.8,N,0.0,N,0.0,,,,,,,,,Dorsey Mill Road from Century Blvd to Observation Drive
STORMWATER CONCEPT,200652,01/19/2000,02/11/2000,DANAC / STILES PROPERTY,"Revision submitted 5/26/06 for lots 3 & 4/D, parcel A, Revision approved 6/29/06 - *ADMINISTRATIVE WAIVER REQUEST SUBMITTED ON 11/05/2010*",220NW10,FS341,25.3,22.7,12.6,I-3,I-3,COMM,COMM,MBR,GENERAL USE,SHADY BR,Y,N,N,Y,17.4,Y,17.4,N,0.0,N,0.0,,,,,,,,,"INTERSECTION OF KEY WEST AVE & GREAT SENECA HWY,NORTH CORNER"
STORMWATER CONCEPT,216227,02/14/2005,06/09/2005,GATEWAY PARK RESIDENTIAL,Parcel P909  Previous SM file #203890,227NW13,EU342,4.6,2.6,1.4,,,I-1,R-T8,LSC,NATURAL TROUT,,N,N,N,Y,2.6,Y,2.6,N,0.0,N,0.0,,,,,,,,,LULLABY ROAD 200' WEST OF FT. HURLEY BLV.
STORMWATER CONCEPT,283883,04/23/2018,05/30/2018,Poolesville Shopping Center,,,,0.0,0.0,0.0,,,,,,,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,19710,,FISHER,AVE,,POOLESVILLE,MD,20837,
STORMWATER CONCEPT,242278,03/08/2012,,OAKDALE EMORY UNITED METHODIST,,222NW3,HS563,8.4,0.5,0.3,RE-2,RE-2,CHURCH,CHURCH,URC,NATURAL TROUT,,N,N,N,Y,0.5,Y,0.5,N,0.0,N,0.0,3425,,EMORY CHURCH,RD,,OLNEY,MD,20832,
STORMWATER CONCEPT,282438,11/16/2016,02/16/2017,Mae S. Middleton's,,,,0.2,0.1,0.0,R-60,R-60,parking,Office,LFB,GENERAL USE,,N,N,N,N,0.0,N,0.0,Y,0.1,Y,0.1,,,,,,,,,"Middleton Lane, Bethesda, MD"
STORMWATER CONCEPT,231685,06/29/2007,,VALLEY STREAM ESTATES,,220NED4,KS61,3.0,1.0,0.5,R-200,R-200,RESIDENC,RESIDENC,LPB,GENERAL USE,,N,N,N,N,0.0,N,0.0,Y,3.0,Y,3.0,4200,,WOOTTENS,LN,,BURTONSVILLE,MD,20866,
STORMWATER CONCEPT,203032,12/12/2000,01/29/2001,7820 WISCONSIN AVENUE,,210NW5,NH123,0.2,0.3,0.2,CBD-1,CBD-1,GAS STA.,CONV STO,LRC,GENERAL USE,,N,N,N,N,0.0,Y,0.2,Y,0.2,N,0.0,7820,,WISCONSIN,AVE,,BETHESDA,MD,20814,
STORMWATER CONCEPT,253053,05/07/2013,09/13/2013,CHOICE HOTELS - COLESVILLE BUSINESS PARK,"PARCELS E, F, G",213NE01,JQ51,7.8,1.1,0.0,C-2,C-2,OFFICE,OFFICE,NWB,RECREATION TROUT,,N,N,N,Y,1.3,Y,1.3,N,0.0,N,0.0,,,,,,,,,"10720, 10750 & 10770 COLUMBIA PIKE, SILVER SPRING, MD20901"
STORMWATER CONCEPT,281826,03/24/2016,,AutoZone Store #6731/Kensington View Section 2,,,,0.0,0.0,0.0,,,,,LRC,,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,,,,,,,,,"2801 WEST UNIVERSITY BLVD., KENSINGTON, MD 20895 - Lots 27, 28, 29, part of 3 & 4 Blk G"
STORMWATER CONCEPT,204360,10/30/2001,11/13/2001,METRO WASH ORTHODOX SENIOR HOU,Lot 1/D,220NW14,ES121,8.2,3.0,0.9,RE-2,RE-2,,,GSC,GENERAL USE,,N,N,N,Y,2.9,Y,2.9,N,0.0,N,0.0,14124,,SENECA,RD,,GERMANTOWN,MD,20874,
STORMWATER CONCEPT,209183,08/11/2003,09/10/2003,KENWOOD COUNTRY CLUB,Lots 1/12; 10/13; Pt 9/11,208NW06,HN121,0.5,0.5,0.1,R-90,R-90,GOLF COR,GOLF COR,LFB,GENERAL USE,,N,N,N,Y,0.5,Y,0.5,N,0.0,N,0.0,5601,,RIVER,RD,,BETHESDA,MD,20816,
STORMWATER CONCEPT,239625,02/10/2011,08/11/2011,NORBECK MONTESSORI SCHOOL,,221NW05,HS122,5.0,2.7,1.0,RE-1,RE-1,RESIDENT,SCHOOL,URC,NATURAL TROUT,NORTH BR,N,N,N,Y,2.7,Y,2.7,N,0.0,N,0.0,15920,,EMORY,LN,,ROCKVILLE,MD,20853,
STORMWATER CONCEPT,273735,03/25/2015,,Wheaton Grandview,,214NW03,HQ561,0.8,0.7,0.6,,,,,,,,N,N,N,Y,0.7,Y,0.7,N,0.0,N,0.0,,,,,,,,,"Grandview Avenue/Silver Spring, MD 20902"
STORMWATER CONCEPT,225070,03/29/2006,09/13/2006,MERRIMACK PARK,Proposed Lots 22-25/F,208NW06,GN51,0.7,0.6,0.2,R-60,R-60,,,PRD,GENERAL USE,,N,N,N,Y,0.7,Y,0.7,N,0.0,N,0.0,,,,,,,,,"6713 PYLE RD & 6526 ELGIN LA, BETHESDA 20817"
STORMWATER CONCEPT,237531,03/26/2010,,SCOTLAND NEIGHBORHOOD REC CTR,,213NW08,GP23,0.7,0.7,0.4,RT12.5,RT12.5,REC CNTR,REC CNTR,CJC,GENERAL USE,,N,Y,N,Y,0.3,Y,0.3,N,0.0,N,0.0,7700,,SCOTLAND,DR,,POTOMAC,MD,20854,
STORMWATER CONCEPT,275955,06/05/2015,07/01/2015,CLOPPER ROAD BIKE PATH,CLOPPER ROAD BIKE PATH,226NW14,,1.1,1.1,0.4,,,OPEN SPA,OPEN SPA,,,,N,N,N,Y,0.4,Y,0.4,N,0.0,N,0.0,,,,,,,,,"CLOPPER ROAD BETWEEN HOPKINS ROAD AND KINSVIEW ROAD, GAITHERSBURG"
STORMWATER CONCEPT,227044,06/30/2006,10/02/2014,GRAY'S LANE,"Parcel P267 (6/30/06 - Not given to Rick to assign as the CAS Engineering wanted it not to be submitted at this time as the client wants some changes.) - LOTS 1 & 2, OUTLOTS A, B AND C",215NW01,JQ32,2.3,0.5,0.1,R-90,R-90,RESIDENT,RESIDENT,NWB,RECREATION TROUT,,N,N,Y,Y,0.1,Y,0.1,N,0.0,N,0.0,,,,,,,,,1000' +/- WEST OF THE KEMP MILL ROAD/GRAY'S LANE INTERSECTION
STORMWATER CONCEPT,213068,06/17/2004,11/30/2005,SNOWDENS MANOR/HILL PROPERTY,Lots 1-9/A,221NE1,JS562,26.5,12.8,0.0,,,,,NWB,RECREATION TROUT,,N,N,N,N,0.0,Y,2.8,N,0.0,N,0.0,,,,,,,,,"NORWOOD ROAD, PARCEL P710, SILVER SPRING 20905"
STORMWATER CONCEPT,270935,12/22/2014,05/01/2015,HILLANDALE LOCAL PARK,Stormwater Management Concept Revision via ePlans - submittal on 11/10/2017REVISION# 2 - submitted via ePlans on 12/19/2018,213NE02,KP23,23.7,11.3,3.4,R-90,R-90,,,PBR,,,N,N,N,Y,23.7,Y,23.7,N,0.0,N,0.0,10617,,NEW HAMPSHIRE,AVE,,SILVER SPRING,MD,20903,
STORMWATER CONCEPT,239333,01/03/2011,10/18/2011,ELM STREET PARK,,209NW04,HN342,2.1,1.0,0.4,R-60,R-60,PARK,PARK,LRC,GENERAL USE,,N,N,N,Y,0.8,Y,0.8,N,0.0,N,1.0,4600,,ELM,ST,,CHEVY CHASE,MD,20815,
STORMWATER CONCEPT,232183,09/05/2007,01/14/2008,WOODMONT RESIDUE OF LOTS 52&53,,209NW05,HN122,0.1,0.1,0.1,CBD-R2,CBD-R2,PARKING,OFF/RET,LRC,GENERAL USE,,N,N,N,Y,0.1,Y,0.1,N,0.0,N,0.0,,,,,,,,,"FAIRMONT AVENUE / BETHESDA, MD 20814"
STORMWATER CONCEPT,283693,02/27/2018,10/09/2018,FNB GERMANTOWN,"Customer Wants To Use ePlans,New 3,330 sq. ft. First National BankStormwater Management Concept/Site Development Stormwater Management Plan",,52,0.7,0.8,0.0,GR,GR,,,GSC,GENERAL USE,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,19790,,CRYSTAL ROCK,DR,,GERMANTOWN,MD,20874,
STORMWATER CONCEPT,282194,08/17/2016,03/02/2017,GENE LYNCH PARK,site is at the south east quadrant of intersection of colesville road and wayne avenueAdtek Engineers have requested ePlans via email,,23,0.3,0.6,0.0,CBD-2,CBD-2,,,LRC,GENERAL USE,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,,,,,,,,,Southwest quadrant at intersection of Colesville Road and Wayne Avenue
STORMWATER CONCEPT,279235,09/14/2015,01/11/2016,5510 FISHERS LANE / WASHINGTON-ROCKVILLE IND. PARK,,,,1.6,0.0,0.0,,,,,,,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,5510,,FISHERS,LN,,ROCKVILLE,MD,20852,
STORMWATER CONCEPT,284300,10/25/2018,,CHARITY SUBDIVISION,,,,0.0,0.0,0.0,,,,,,,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,17639,,CHARITY,LN,,GERMANTOWN,MD,20874,
STORMWATER CONCEPT,283435,11/08/2017,12/18/2017,KENSINGTON,,,,0.0,0.0,0.0,,,,,URC,,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,10414,,DETRICK,AVE,,KENSINGTON,MD,20895,
STORMWATER CONCEPT,256775,09/16/2013,03/24/2014,BURTONSVILLE MCDONALD'S,,221NE04,KS62,2.2,0.0,0.0,C-2,C-2,RESTAURA,RESTAURA,,,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,15569,,OLD COLUMBIA,PIKE,,BURTONSVILLE,MD,20866,
STORMWATER CONCEPT,220579,09/13/2005,10/30/2008,MARIAN FATHERS,Parcel N500,226NW03,HU61,23.0,15.1,8.7,RE2TDR,RE2TDR,RES,RES,HWR,RECREATION TROUT,,N,Y,N,Y,18.7,Y,15.5,N,0.0,N,0.0,19101,,GEORGIA,AVE,,BROOKEVILLE,MD,20833,
STORMWATER CONCEPT,240825,08/03/2011,,NEW HOPE KOREAN CHURCH,,220NE05,LS121,3.7,0.7,0.2,R-200,R-200,CHURCH,CHURCH,LPB,GENERAL USE,,N,N,N,Y,0.7,Y,0.7,N,0.0,N,0.0,15121,,MCKNEW,RD,,BURTONSVILLE,MD,20866,
STORMWATER CONCEPT,211162,01/30/2004,03/19/2004,WESTBORO,Lot 14/1,210NW05,HN123,0.5,0.5,0.4,CBD-1,CBD-1,COMM/RET,COMM/RET,LFB,GENERAL USE,,N,N,N,Y,0.5,Y,0.5,N,0.0,N,0.0,7845,,WISCONSIN,AVE,,BETHESDA,MD,20814,
STORMWATER CONCEPT,201223,05/30/2000,09/14/2000,BRIDGE REPLACEMENT M-0007B,,,EY,1.3,1.3,0.6,RDT,,ROADWAY,ROADWAY,BCR,GENERAL USE,,Y,N,N,N,0.0,N,0.0,Y,1.3,Y,1.3,,,,,,,,,0.5 MILE WEST OF BETHESDA CHURCH ROAD ON CLARKSBURG RD OVER BENNETT CR TRIB
STORMWATER CONCEPT,206348,08/06/2002,09/26/2003,OLNEY MANOR,Parcel P773,225NW3,HT563,4.8,2.3,1.2,R-200,,RESID,INSTITUT,HWR,RECREATION TROUT,,N,N,N,Y,1.2,Y,2.3,N,0.0,N,0.0,,,,,,,,,GEORGIA AVE 1/4 MILE NORTH OF RT.108
STORMWATER CONCEPT,231314,05/03/2007,03/09/2009,LOCUST HILLS ESTATES,,212NW5,HP22,0.6,0.6,0.2,R-60,R-60,RESID,RESID,LRC,GENERAL USE,,N,N,N,Y,0.6,Y,0.6,N,0.0,N,0.0,4819,,BROAD BROOK,DR,,BETHESDA,MD,20814,
STORMWATER CONCEPT,232630,12/04/2007,03/20/2008,PIKE CENTER SHOPPING CENTER,,NW6NW216,GQ563,7.0,2.7,1.7,C-4,C-4,COMM,COMM,LRC,GENERAL USE,CABIN BRCH,N,N,N,N,0.0,Y,2.7,Y,2.7,N,0.0,12127,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852,
STORMWATER CONCEPT,241169,10/03/2011,06/25/2012,GLEN ALDON,,210NW5,,5.3,5.3,4.0,,,RES APTS,RES APTS,LRC,GENERAL USE,,N,N,N,N,0.0,N,0.0,Y,5.3,Y,5.3,,,,,,,,,"4857, 4858, 4890, 4900 BATTERY LANE, BETHESDA, MD 20814; LOTS 5,8,35-38,39-42, & 22"
STORMWATER CONCEPT,275495,05/21/2015,06/30/2015,Central Avenue Sidewalks,,223NW09,,0.5,0.5,0.2,,,ROW,Sidewalk,MBR,GENERAL USE,,Y,N,N,N,0.0,N,0.0,Y,0.1,Y,0.1,,,,,,,,,"Intersect of Central Avenue and Oakmont Avenue / Gaithersburg, MD 20877"
STORMWATER CONCEPT,249511,01/10/2013,12/03/2014,Holy Cross Hospital,,212NW2,JP-12,0.0,0.6,0.6,,,,,SCR,,,N,N,N,Y,0.1,Y,0.1,N,0.0,N,0.0,1500,,FOREST GLEN,RD,,SILVER SPRING,MD,20910,
STORMWATER CONCEPT,212414,04/21/2004,05/06/2004,UNITED THERAPEUTICS,,210NW01,JN343,1.2,1.2,1.1,CBD-1,CBD-1,MUNICIPL,MUNICIPL,SCR,GENERAL USE,,N,N,N,N,0.0,Y,0.9,Y,0.9,N,0.0,,,,,,,,,INTERSECTION OF CAMERON STREET & SPRING STREET
STORMWATER CONCEPT,200678,01/26/2000,04/17/2000,MONTGOMERY VILLAGE LOCAL PARK,,,FV561,19.9,14.7,0.9,,,OPEN,PARK,GSC,GENERAL USE,,N,N,N,Y,20.0,Y,20.0,N,0.0,N,0.0,,,,,,,,,"WIGHTMAN & WARFIELD ROADS, MONTGOMERY VILLAGE"
STORMWATER CONCEPT,206305,07/29/2002,01/17/2003,TONY'S CAR WASH,"Parcels 742, 770",226NW13,EU342,0.9,0.9,0.7,,,VACANT,COMM,GSC,GENERAL USE,,N,N,N,N,0.0,Y,0.9,N,0.9,N,0.0,,,,,,,,,"WALTER JOHNSON RD, GERMANTOWN"
STORMWATER CONCEPT,241292,10/21/2011,07/17/2012,BATTERY PARK,"LOT 4, BLOCK M",209NW05,HN122,0.4,0.4,0.4,C-2,C-2,COMM,COMM,LRC,GENERAL USE,,N,N,N,N,0.0,Y,0.1,Y,0.0,N,0.0,7818,,OLD GEORGETOWN,RD,,BETHESDA,MD,20814,
STORMWATER CONCEPT,204308,10/12/2001,02/25/2002,GEORGE MEANY CENTER,Second review approved 1/29/04,212NE2,KP122,46.7,6.5,2.0,R-90,R-90,,,NWB,RECREATION TROUT,,N,N,N,N,0.0,Y,2.2,Y,2.2,N,0.0,10000,,NEW HAMPSHIRE,AVE,,SILVER SPRING,MD,20903,
STORMWATER CONCEPT,209101,08/05/2003,03/24/2004,LINTHICUM WEST,Parcels P777,229NW14,EV12,165.2,69.3,29.0,,,,,LSC,GENERAL USE,CABIN BRCH,N,N,N,Y,58.4,Y,58.4,N,0.0,N,0.0,301,,WEST SIDE,DR,,GAITHERSBURG,MD,20878,
STORMWATER CONCEPT,210998,01/13/2004,10/28/2004,TONG PROPERTY,"Parcels P563, P567, N621",225NW03,,8.9,2.8,1.2,RE-2/T,RE-2/T,RESID,RESID,HWR,RECREATION TROUT,JAMES CR,N,N,N,Y,8.9,Y,8.9,N,0.0,N,0.0,,,,,,,,,"SPARTON ROAD, OLNEY, PARCELS P563, P567, N621"
STORMWATER CONCEPT,231672,06/28/2007,10/24/2007,BETHESDA COUNTRY CLUB - TENNIS,BETHESDA COUNTRY CLUB - TENNIS CLUBHOUSE,212NW07,GP342,142.8,0.9,0.2,R-200,R-200,GOLF-CC,GOLF-CC,CJC,GENERAL USE,,N,N,N,Y,0.9,Y,0.9,N,0.0,N,0.0,7601,,BRADLEY,BLVD,,BETHESDA,MD,20817,
STORMWATER CONCEPT,262755,03/26/2014,07/15/2014,MARTIN LUTHER KING JR MAINTENANCE FACILITY,,216NE2,KQ13,91.6,0.5,0.2,,,RECREATI,,,,,N,N,N,N,0.0,Y,0.7,N,0.0,N,0.0,1120,,JACKSON,RD,,SILVER SPRING,MD,20904,
STORMWATER CONCEPT,207911,05/30/2003,09/10/2003,MC PUBLIC SAFETY TRAINING ACAD,Revision submitted 7/11/06. Revision approved 8/29/06,220NW10,FS41,51.9,15.6,7.7,,,,,MBR,GENERAL USE,,N,N,N,Y,36.4,Y,9.4,N,0.0,N,0.0,9710,,GREAT SENECA,HWY,,ROCKVILLE,MD,20850,
STORMWATER CONCEPT,239509,01/27/2011,06/09/2011,PIKE AND ROSE (FORMERLY MID-PIKE PLAZA),,215NW06,GQ62,22.4,22.4,22.4,C-2,CR,COMM,MIXED,CJC,GENERAL USE,,N,Y,N,Y,22.4,Y,22.4,N,0.0,N,0.0,11806,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852,
STORMWATER CONCEPT,225227,04/05/2006,11/03/2006,CHAPMAN AVENUE EXTENDED,"Parcels/Lots: N160/16 & 17; P165, 124, 213, N267/18; P265, P222, P221, N167/1; P166, P158, P159; The Forum Parcel 1, N316, N261.",215NW05,HQ122,2.5,2.5,1.6,O-M,O-M,MIXED,MIXED,LRC,GENERAL USE,,N,N,N,N,0.0,Y,2.3,Y,2.3,N,0.0,,,,,,,,,"MAPLE AVE., CITADEL AVE. & AREA BETWEEN, ZIP:  20895"
STORMWATER CONCEPT,203871,06/26/2001,07/03/2001,"BURNT MILLS VILLAGE, PROFIT",,214NE1,JQ561,0.7,0.1,0.2,R-90,R-90,SF,SF,NWB,RECREATION TROUT,,N,N,N,N,0.0,N,0.0,Y,0.7,Y,0.7,,,,,,,,,"LOT 34/J, BURNT MILLS VILLAGE"
STORMWATER CONCEPT,238925,10/14/2010,04/15/2011,KENSINGTON FIRE STATION #25,,219NW03,HR53,5.0,3.0,0.0,PRC,PRC,FIRE STA,FIRE STA,LRC,GENERAL USE,,N,N,N,Y,5.0,Y,5.0,N,0.0,N,0.0,3227,,BEL PRE,RD,,SILVER SPRING,MD,20906,
STORMWATER CONCEPT,203633,05/02/2001,05/30/2001,EZ STORAGE-PARKLAWN,,216NW5,HQ123,2.0,1.9,1.2,I-4,I-4,,,URC,GENERAL USE,,N,N,N,Y,1.7,Y,1.7,N,0.0,N,0.0,12311,,PARKLAWN,DR,,ROCKVILLE,MD,20852,
STORMWATER CONCEPT,239754,03/03/2011,,COUNTRY CLUB VILLAGE,,208NW06,GN51,0.5,0.5,0.2,R-60,R-60,,,CJC,GENERAL USE,,N,N,N,Y,0.5,Y,0.5,N,0.0,N,0.0,6311,,WYNKOOP,BLVD,,BETHESDA,MD,20817,
STORMWATER CONCEPT,204356,10/26/2001,11/16/2001,SHRINE OF SAINT JUDE,Parcel 1,216NW5,HR121,10.2,0.3,0.1,R-60,R-60,CHUR/SCH,CHUR/SCH,LRC,GENERAL USE,,N,N,N,N,0.0,N,0.0,Y,0.3,Y,0.3,12701,,VEIRS MILL,RD,,ROCKVILLE,MD,20853,
STORMWATER CONCEPT,270476,12/04/2014,,ROCK CREEK TRAIL SVU 1-3,,213NW05,HP41,256.9,5.1,28.6,,,,,PRD,,,N,N,N,Y,5.1,Y,5.1,N,0.0,N,0.0,,,,,,,,,"FROM FRANKLIN STREET AND BEACH DRIVE TO 

CONNECTICUT AVENUE AND BEACH DRIVE

BETHESDA, MARYLAND"
STORMWATER CONCEPT,265255,06/13/2014,10/16/2014,SAINT ANDREWS EPISCOPAL SCHOOL,,215NW08,GQ22,18.9,0.0,0.0,,,SCHOOL,SCHOOL,CJC,,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,8804,,POSTOAK,RD,,POTOMAC,MD,20854,
STORMWATER CONCEPT,282627,01/20/2017,06/11/2017,John Hopkins Belward Campus,"Customer Wants To Use ePlans,The project located on lot 3 of the John Hopkins Belward Research Campus is a new utility building expansion located on the east side of the existing building in an unused existing paved loading dock area. Modification and expansion to the existing mechanical equipment yard immediately adjacent to the existing building and proposed addition. Associated site utility relocations and new work are also included. Eight new parking spaces in the existing parking lot are also proposed. The watershed drop down is incorrect the project is in Upper Muddy Branch.",,341,10.0,0.3,0.0,LSC,LSC,,,MBR,GENERAL USE,,N,N,N,N,0.3,N,0.3,N,0.0,N,0.0,9910,,BELWARD CAMPUS,DR,,ROCKVILLE,MD,20850,
STORMWATER CONCEPT,271875,02/03/2015,03/18/2015,Soccerplex Fields 1&@,,224NW14,DT562,11.4,11.4,0.0,R-200,R-200,Rec Park,Rec Park,LSC,NATURAL TROUT,UNNAMED,N,N,N,Y,11.4,Y,11.4,N,0.0,N,0.0,18031,,CENTRAL PARK,CIR,,BOYDS,MD,20841,
STORMWATER CONCEPT,262975,04/02/2014,,Bel Pre Pond Retrofit,,219NW02,JR23,1.1,1.1,0.0,,,,,NWB,RECREATION TROUT,,N,N,N,Y,22.0,Y,22.0,N,0.0,N,0.0,,,,,,,,,"Catoctin Terrace and Catoctin Court / Silver Spring, MD 20906"
STORMWATER CONCEPT,243512,06/12/2012,09/24/2012,,,222NWO5,GS563,1.9,1.9,0.8,,,ROADWAY,ROADWAY,URC,RECREATION TROUT,,N,N,N,Y,1.9,Y,1.9,N,0.0,N,0.0,,,,,,,,,MUNCASTER MILL ROAD BETWEEN MAGRUDER HIGH SCHOOL AND THE ICC
STORMWATER CONCEPT,205531,06/04/2002,08/01/2002,SHADY GROVE EXECUTIVE CTR,Parcel R-R,220NW9,FS561,3.3,2.6,2.1,C-2,C-2,,,MBR,GENERAL USE,,N,N,N,N,0.0,Y,3.3,Y,3.3,N,0.0,,,,,,,,,"OMEGA DR, RESEARCH BLVD., CORPORATE BLVD & SHADY GROVE RD"
STORMWATER CONCEPT,201157,05/12/2000,06/22/2000,VIERS MILL ELEMENTARY SCHOOL,,215NW4,HQ342,9.9,0.5,0.4,R-60,R-60,SCHOOL,SCHOOL,LRC,GENERAL USE,,N,N,N,N,0.0,Y,0.5,Y,0.5,N,0.0,11711,,JOSEPH MILL,RD,,SILVER SPRING,MD,20906,
STORMWATER CONCEPT,267615,08/21/2014,11/10/2014,Woodmont - Lot 667,,209NW05,HN22,0.5,0.1,0.1,CBD-2,,,,LRC,,,N,N,N,Y,0.1,Y,0.1,N,0.0,N,0.0,4901,,FAIRMONT,AVE,,BETHESDA,MD,20814,
STORMWATER CONCEPT,229845,12/08/2006,01/02/2007,BRYAN ROAD,Parcel 380 & 430,219NE04,KR53,1.3,0.7,0.2,R-200,R-200,RESID,RESID,LPB,GENERAL USE,,N,N,N,N,0.0,Y,0.2,N,0.0,N,0.0,3110,,BRYAN,RD,,BURTONSVILLE,MD,20866,
STORMWATER CONCEPT,200773,02/22/2000,03/08/2000,SEVEN OAKS,,211NW01,JP341,3.6,3.6,1.5,R-60,R-60,RES/VACA,RESIDENT,SCR,GENERAL USE,,N,N,N,N,0.0,Y,3.6,Y,3.6,N,0.0,,,,,,,,,NORTH SIDE OF WOODSIDE PKWY BETWEEN COLESVILLE RD & ELLSWORTH DR IN SILVER SPRING
STORMWATER CONCEPT,281651,01/21/2016,05/20/2016,MILLERS SECOND ADD TO BETHESDA,,,,0.0,0.0,0.0,,,,,LFB,,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,,,,,,,,,"REED STREET, BETHESDA, MD"
STORMWATER CONCEPT,205480,05/24/2002,06/20/2002,KINGSVIEW KNOLLS,Lot 13 & Part of Lot 14,225NW14,ET23,2.0,2.0,0.0,,,,,LSC,NATURAL TROUT,,N,N,N,N,0.0,N,0.0,Y,2.0,Y,2.0,13956,,SCHAEFFER,RD,,GERMANTOWN,MD,20874,
