Name,Address,Type,Bedroom limit,Guest limit,Expiration date,Location,x,y
4510 Annunciation St,4510 Annunciation St,Accessory STR,3,6,07/28/2020 11:59:59 PM,"(29.9192221188296, -90.1158431437552)",3666512.67,518165.68
2619 S Carrollton Ave,2619 S Carrollton Ave,Accessory STR,2,4,09/20/2020 08:30:28 PM,"(29.9576361357181, -90.1182333265781)",3665607.4,532126.43
721 Marigny St,721 Marigny St,Accessory STR,,,10/14/2020 11:59:59 PM,"(29.9651333059024, -90.0551076554901)",3685565.58,535070.15
5779 E Louis Prima Dr,5779 E Louis Prima Dr,Temporary STR,3,6,10/17/2020 11:59:59 PM,"(30.0399487262449, -89.9580338443955)",3715974.68,562631.57
703 bartholomew st.,703 bartholomew st.,Accessory STR,1,2,07/22/2020 11:59:59 PM,"(29.9615405736336, -90.0365290546067)",3691462.77,533829.8
929 Piety St,929 Piety St,Accessory STR,2,4,11/13/2020 11:59:59 PM,"(29.9654320213596, -90.0419658154668)",3689725.36,535225.43
925 Common St Unit 918 Unit 918,925 Common St Unit 918 Unit 918,Commercial STR,1,2,11/24/2020 11:59:59 PM,"(29.9539621270947, -90.0724055480632)",3680133.37,530947.21
3113 Constance St,3113 Constance St,Accessory STR,3,6,11/21/2020 11:59:59 PM,"(29.9235984715581, -90.08524183531)",3676188.91,519861.37
3162 N Villere St,3162 N Villere St,Accessory STR,2,4,12/05/2020 11:59:59 PM,"(29.9701790020386, -90.0417908849611)",3689761.29,536952.23
1526 Dufossat St,1526 Dufossat St,Accessory STR,1,2,11/15/2020 11:59:59 PM,"(29.9260961316236, -90.1108482046233)",3668068.25,520682.17
1024 Cambronne St,1024 Cambronne St,Accessory STR,1,2,06/17/2020 06:22:15 PM,"(29.9485441331914, -90.1335247146312)",3660800.02,528769.2
734 Union St Unit 401,734 Union St Unit 401,Commercial STR,1,2,05/25/2020 11:59:59 PM,"(29.9511554009411, -90.0710893147703)",3680561.41,529931.17
1224 St Anthony St,1224 St Anthony St,Accessory STR,3,6,11/21/2020 11:59:59 PM,"(29.9688118534971, -90.0616950011929)",3683465.03,536384.6
1104 Montegut St,1104 Montegut St,Commercial STR,1,2,05/28/2020 11:59:59 PM,"(29.9684977151706, -90.0459454082207)",3688452.81,536326.05
"1400 Arabella St, 1406 Arabella St, 5701 Pitt St","1400 Arabella St, 1406 Arabella St, 5701 Pitt St",Accessory STR,2,4,05/23/2020 11:59:59 PM,"(29.927096499664, -90.1166235984029)",3666235.04,521026.47
1301 N Prieur St,1301 N Prieur St,Accessory STR,1,2,08/28/2020 11:59:59 PM,"(29.9709145120696, -90.0717457770577)",3680274.42,537114.03
7917 Burthe St,7917 Burthe St,Accessory STR,2,4,11/04/2020 10:18:37 AM,"(29.944178859086, -90.1305723204225)",3661751.64,527191.62
1812 S Gayoso St,1812 S Gayoso St,Accessory STR,2,4,05/14/2020 11:59:59 PM,"(29.9515412803901, -90.103453297903)",3670311.26,529960.04
1655 Treasure St,1655 Treasure St,Commercial STR,3,6,10/22/2020 11:59:59 PM,"(29.9891648735186, -90.0711175002169)",3680400.23,543752.75
4859 Tchoupitoulas St,4859 Tchoupitoulas St,Accessory STR,2,4,07/24/2020 11:59:59 PM,"(29.9167515737043, -90.1073781818925)",3669203.73,517295.89
2130 St Claude Ave,2130 St Claude Ave,Commercial STR,1,2,11/25/2020 11:59:59 PM,"(29.9684241575556, -90.0572117441416)",3684886.05,536259.4
1736 N Rampart St,1736 N Rampart St,Commercial STR,,,11/17/2020 11:59:59 PM,"(29.9671490948507, -90.0621615282178)",3683324.03,535778.32
1907 General Taylor St,1907 General Taylor St,Accessory STR,3,6,11/25/2020 11:59:59 PM,"(29.9301385528658, -90.0970951059581)",3672408.66,522198.88
334 Carondelet St Suite 204,334 Carondelet St Suite 204,Commercial STR,1,2,10/15/2020 11:59:59 PM,"(29.9509843209015, -90.0713097830678)",3680492.28,529868.19
5526 Spain St,5526 Spain St,Temporary STR,3,6,06/03/2020 12:53:16 PM,"(30.0153630218339, -90.0573120242297)",3684664.22,553327.82
2032 Dublin St,2032 Dublin St,Accessory STR,3,6,09/19/2020 11:59:59 PM,"(29.9543281454307, -90.1241791087547)",3663737.37,530903.6
711 S Peters St Apt 210,711 S Peters St Apt 210,Commercial STR,1,2,08/20/2020 11:59:59 PM,"(29.9458725987994, -90.0661798265833)",3682137.33,528027.31
853 Olga St,853 Olga St,Accessory STR,1,2,06/20/2020 04:18:21 PM,"(29.9795760525066, -90.0936352475088)",3673310.02,540188.06
1053 Constance St Apt 114 Unit 114,1053 Constance St Apt 114 Unit 114,Commercial STR,1,2,11/13/2020 11:59:59 PM,"(29.9414114743928, -90.0697664544787)",3681019.39,526392.54
6153 Carlisle Ct,6153 Carlisle Ct,Accessory STR,2,4,09/23/2020 11:59:59 PM,"(29.9131389150093, -89.9887673767611)",3706792.22,516403.66
1130 Valence Street,1130 Valence Street,Accessory STR,3,6,11/14/2020 11:59:59 PM,"(29.9232216208778, -90.1054132321151)",3669800.97,519655.3
900 Bartholomew St Unit 509,900 Bartholomew St Unit 509,Commercial STR,2,4,06/06/2020 11:59:59 PM,"(29.9636314146738, -90.0362319707778)",3691548.23,534591.17
900 Bartholomew St Unit 315,900 Bartholomew St Unit 315,Commercial STR,1,2,06/06/2020 11:59:59 PM,"(29.9636987714928, -90.0362859230369)",3691530.87,534615.47
301 St Charles Ave Apt 201 unit 201,301 St Charles Ave Apt 201 unit 201,Commercial STR,2,4,08/05/2020 11:59:59 PM,"(29.9514757547853, -90.0701730097226)",3680850.29,530050.86
4916 Bienville Ave,4916 Bienville Ave,Accessory STR,,,05/23/2020 11:59:59 PM,"(29.9818161475222, -90.1078202890324)",3668810.63,540954.34
334 Carondelet St Unit 409,334 Carondelet St Unit 409,Commercial STR,1,2,09/16/2020 11:59:59 PM,"(29.9508502568344, -90.0712092582434)",3680524.65,529819.79
301 St Charles Ave Apt 503 unit 503,301 St Charles Ave Apt 503 unit 503,Commercial STR,,,08/06/2020 11:59:59 PM,"(29.9514609570059, -90.0702414707243)",3680828.67,530045.24
4856 Magazine St,4856 Magazine St,Commercial STR,4,8,07/15/2020 11:59:59 PM,"(29.9202135639867, -90.1076808989503)",3669094.37,518553.77
339 Carondelet St,339 Carondelet St,Commercial STR,1,2,11/20/2020 11:59:59 PM,"(29.9511014767682, -90.0717262155142)",3680359.94,529909.34
5139 Mandeville St,5139 Mandeville St,Temporary STR,3,3,11/24/2020 11:59:59 PM,"(30.0109263489603, -90.0572978888612)",3684686.66,551714.52
3422 Constance St New Orleans 70115,3422 Constance St New Orleans 70115,Accessory STR,3,6,12/08/2020 11:59:59 PM,"(29.9217113532471, -90.0890520020433)",3674989.47,519162.02
2340 General Pershing St,2340 General Pershing St,Accessory STR,3,6,11/12/2020 11:59:59 PM,"(29.9343042255382, -90.1017368956896)",3670922.16,523697.84
2018 Louisa St,2018 Louisa St,Accessory STR,3,6,05/29/2020 11:59:59 PM,"(29.976951613542, -90.0396435956808)",3690413.33,539422.67
3101 Chestnut St,3101 Chestnut St,Accessory STR,,,05/09/2020 11:59:59 PM,"(29.9262223805397, -90.0869466237024)",3675638.53,520809.64
526 S Dorgenois St,526 S Dorgenois St,Commercial STR,4,4,11/26/2020 11:59:59 PM,"(29.9604592045801, -90.0893918012773)",3674728.87,533251
4056 Buick St,4056 Buick St,Accessory STR,2,4,10/24/2020 11:59:59 PM,"(30.0014492001909, -90.0443630551498)",3688819.01,548314.08
3702 Meadow Park Ln,3702 Meadow Park Ln,Temporary STR,3,6,11/11/2020 11:59:59 PM,"(29.8978970302047, -89.998327980776)",3703828.13,510825.81
3102 Palmyra St,3102 Palmyra St,Accessory STR,3,6,10/20/2020 11:59:59 PM,"(29.9664259224766, -90.0931724712527)",3673508.28,535407.75
4023 Laurel St,4023 Laurel St,Accessory STR,1,2,12/01/2020 11:59:59 PM,"(29.9192023925026, -90.0972485143791)",3672402.97,518221.57
3041 Burgundy St 3041 Burgundy St.,3041 Burgundy St 3041 Burgundy St.,Accessory STR,1,2,06/02/2020 11:59:59 PM,"(29.9656982092601, -90.0456297549149)",3688564.19,535309.17
711 S Peters St Apt 213,711 S Peters St Apt 213,Commercial STR,1,2,08/21/2020 11:59:59 PM,"(29.9458717551801, -90.066235002642)",3682119.86,528026.81
2856 Dryades Street,2856 Dryades Street,Accessory STR,2,4,05/30/2020 11:59:59 PM,"(29.9326932792446, -90.0890421353876)",3674949.23,523155.48
4829 Rosemont Pl,4829 Rosemont Pl,Temporary STR,2,4,11/25/2020 11:59:59 PM,"(30.0204059614451, -90.0001457907898)",3702733.86,555367.6
2435 Robert St,2435 Robert St,Accessory STR,3,6,08/27/2020 11:59:59 PM,"(29.9367438059908, -90.1081137909317)",3668892.97,524563.31
2424 Constance St,2424 Constance St,Accessory STR,,,06/17/2020 11:59:59 PM,"(29.9267967374123, -90.0790759738086)",3678129.25,521045.7
6509 West End Blvd,6509 West End Blvd,Accessory STR,3,6,04/06/2020 11:59:59 PM,"(30.0093399158705, -90.1140290132276)",3666738.62,550942.13
1715 Henriette Delille St,1715 Henriette Delille St,Commercial STR,1,2,05/31/2020 11:59:59 PM,"(29.9683035489409, -90.0622476674233)",3683292.1,536197.82
1216 St Maurice Ave,1216 St Maurice Ave,Accessory STR,3,6,10/22/2020 11:59:59 PM,"(29.9607332139441, -90.0096568976024)",3699974.78,533633.51
1053 Constance St apt. 209,1053 Constance St apt. 209,Commercial STR,2,4,09/25/2020 11:59:59 PM,"(29.9412283812519, -90.0695977271547)",3681073.56,526326.55
618 Arabella St,618 Arabella St,Accessory STR,2,4,10/15/2020 11:59:59 PM,"(29.9199743989089, -90.1184774165191)",3665675.31,518430.38
2610 Carondelet St,2610 Carondelet St,Accessory STR,,,06/20/2020 11:59:59 PM,"(29.9325063667378, -90.0852947423761)",3676136.87,523100.42
1584 Magazine St,1584 Magazine St,Commercial STR,5,10,11/07/2020 11:59:59 PM,"(29.9325310912306, -90.0728517634704)",3680077.8,523152.55
2703 N Robertson St,2703 N Robertson St,Accessory STR,3,6,11/18/2020 11:59:59 PM,"(29.9728447032429, -90.0477811108795)",3687853.87,537900.25
822 Howard Ave # 102,822 Howard Ave # 102,Commercial STR,1,2,06/07/2020 11:59:59 PM,"(29.9518876142555, -90.0714820224103)",3680434.12,530196.06
5000 Cartier Ave,5000 Cartier Ave,Accessory STR,3,6,11/17/2020 11:59:59 PM,"(30.0081109211589, -90.0795316429059)",3677661.37,550613.04
7910 Belfast St,7910 Belfast St,Accessory STR,2,4,06/04/2020 11:59:59 PM,"(29.9568414874089, -90.1168924950684)",3666035.04,531841.97
75 Neron Pl,75 Neron Pl,Accessory STR,3,6,05/09/2020 11:59:59 PM,"(29.9519148395324, -90.1170475444607)",3666004.96,530049.93
1942 Gentilly Blvd,1942 Gentilly Blvd,Accessory STR,2,4,06/19/2020 11:59:59 PM,"(29.9886887513596, -90.0736475923841)",3679601.24,543570.8
1565 N Roman St,1565 N Roman St,Accessory STR,2,4,11/18/2020 11:59:59 PM,"(29.9735635073249, -90.067968901414)",3681459.56,538090.49
4239 S Carrollton Ave,4239 S Carrollton Ave,Commercial STR,4,8,08/21/2020 11:59:59 PM,"(29.9705725519394, -90.1052468756476)",3669669.12,536874.45
1912 Magazine St Apt A,1912 Magazine St Apt A,Commercial STR,1,2,11/04/2020 11:59:59 PM,"(29.9312818870493, -90.0740389766887)",3679706.77,522694.16
1633 Bordeaux St Rear Apt,1633 Bordeaux St Rear Apt,Accessory STR,1,2,12/11/2020 11:59:59 PM,"(29.9270680469544, -90.1065248862168)",3669433.87,521050.23
1916 N Rampart St Unit 3,1916 N Rampart St Unit 3,Accessory STR,1,2,08/29/2020 03:12:28 PM,"(29.9672687968433, -90.059811544987)",3684067.59,535830.11
1916 Robert St,1916 Robert St,Accessory STR,3,6,11/24/2020 11:59:59 PM,"(29.9314321524872, -90.1088448620246)",3668682.07,522629.32
209 S Broad St B,209 S Broad St B,Commercial STR,4,8,11/04/2020 11:59:59 PM,"(29.9646038888833, -90.0886892932861)",3674934.94,534760.58
234 Loyola Ave Apt 801 801,234 Loyola Ave Apt 801 801,Commercial STR,,,10/28/2020 11:59:59 PM,"(29.9535365991526, -90.0748104690099)",3679373.53,530784.1
818 Elysian Fields Ave B,818 Elysian Fields Ave B,Commercial STR,1,2,10/02/2020 11:59:59 PM,"(29.9659938108864, -90.0570177340389)",3684957.32,535376.32
626 S Hennessey St,626 S Hennessey St,Accessory STR,2,4,05/30/2020 11:59:59 PM,"(29.9714087212132, -90.1074100197339)",3668981,537171.18
3419 N Roman St,3419 N Roman St,Temporary STR,3,6,07/14/2020 11:59:59 PM,"(29.9739367215149, -90.0379197430371)",3690971.47,538332.51
4303 Tchoupitoulas St Apt D,4303 Tchoupitoulas St Apt D,Commercial STR,2,4,06/03/2020 02:39:43 PM,"(29.9174501521163, -90.0999795135562)",3671544.73,517575.07
3724 Bruxelles,3724 Bruxelles,Accessory STR,1,2,11/28/2020 11:59:59 PM,"(29.9955801719035, -90.0723318435937)",3679990.16,546081.37
925 Common St Unit 810,925 Common St Unit 810,Commercial STR,1,2,11/10/2020 11:59:59 PM,"(29.9538544470953, -90.0725328486305)",3680093.49,530907.61
626 S Lopez St,626 S Lopez St,Commercial STR,3,6,11/25/2020 11:59:59 PM,"(29.963617361838, -90.096351409698)",3672512.79,534375.57
2315 Joliet Street,2315 Joliet Street,Accessory STR,1,2,06/13/2020 11:59:59 PM,"(29.9581286812413, -90.1244312385425)",3663642.95,532284.78
1313 Congress St,1313 Congress St,Accessory STR,2,4,11/04/2020 11:59:59 PM,"(29.9686851315662, -90.0380118420275)",3690963.9,536422.51
4506 N Rampart St,4506 N Rampart St,Commercial STR,,,03/31/2020 11:59:59 PM,"(29.963178403824, -90.0307803583808)",3693276.23,534446.02
527 St Joseph St Unit G,527 St Joseph St Unit G,Commercial STR,2,4,05/16/2020 11:59:59 PM,"(29.9441033510424, -90.070392005072)",3680810.49,527369.22
610 Louisa St,610 Louisa St,Accessory STR,2,4,09/23/2020 09:53:43 AM,"(29.9624206193612, -90.0440453375994)",3689079.26,534122.96
123 E. Sprague,123 E. Sprague,Commercial STR,1,2,06/06/2020 11:59:59 PM,"(29.9519049625586, -90.0714987925697)",3680428.74,530202.31
900 Bartholomew St Unit 314,900 Bartholomew St Unit 314,Commercial STR,1,2,06/06/2020 11:59:59 PM,"(29.9636956958479, -90.0362640444742)",3691537.81,534614.43
608 Iberville St Apt 3A,608 Iberville St Apt 3A,Commercial STR,2,4,03/08/2021 11:59:59 PM,"(29.9535684945401, -90.0677281502548)",3681616.09,530820.4
3827 Cadillac St,3827 Cadillac St,Temporary STR,2,4,11/14/2020 11:59:59 PM,"(29.9962001028737, -90.0817085744864)",3677019.71,546274.26
3713 Magazine St,3713 Magazine St,Commercial STR,1,2,08/21/2020 11:59:59 PM,"(29.921737025924, -90.0937050859594)",3673515.45,519155.38
1520 Richland Road,1520 Richland Road,Accessory STR,1,2,12/01/2020 11:59:59 PM,"(29.9385874315924, -90.0160407990678)",3698045.99,525557.24
1817 Laharpe St,1817 Laharpe St,Accessory STR,2,4,11/12/2020 11:59:59 PM,"(29.9734220664715, -90.0685315662865)",3681281.99,538037.09
341 Baronne St Unit B,341 Baronne St Unit B,Commercial STR,2,4,10/14/2020 11:59:59 PM,"(29.9515162743364, -90.0728928344787)",3679988.85,530056.11
2700 Aubry St,2700 Aubry St,Accessory STR,2,4,11/14/2020 11:59:59 PM,"(29.9823265728948, -90.0743478000803)",3679405.01,541254.83
315 S Salcedo St,315 S Salcedo St,Accessory STR,2,4,12/08/2020 11:59:59 PM,"(29.9661720097878, -90.0933527163341)",3673452.21,535314.8
1609 Delachaise St,1609 Delachaise St,Commercial STR,2,4,11/15/2020 11:59:59 PM,"(29.9282835433775, -90.0927077915448)",3673805.58,521539.35
3011 Ponce De Leon St,3011 Ponce De Leon St,Accessory STR,1,2,11/15/2020 11:59:59 PM,"(29.9804664007975, -90.081804431266)",3677051.86,540552.54
2112 Chartres St,2112 Chartres St,Commercial STR,5,10,01/23/2020 11:59:59 PM,"(29.9634638507746, -90.0574184483502)",3684840.69,534454.92
1652 N Claiborne Ave,1652 N Claiborne Ave,Commercial STR,3,6,06/08/2020 11:59:59 PM,"(29.9726438726987, -90.0641979302777)",3682657.14,537769.28
735 Port St,735 Port St,Accessory STR,1,2,12/01/2020 11:59:59 PM,"(29.9653005683708, -90.0501379841294)",3687138.41,535148.56
3036 N Rampart St.,3036 N Rampart St.,Accessory STR,1,2,05/14/2020 11:59:59 PM,"(29.9663336843399, -90.0455600593555)",3688583.66,535540.5
2812 Holiday Dr,2812 Holiday Dr,Temporary STR,4,8,11/13/2020 11:59:59 PM,"(29.9257196011863, -90.0136129706748)",3698868.79,520886.91
4010 General Ogden St,4010 General Ogden St,Accessory STR,2,4,11/04/2020 11:59:59 PM,"(29.9730577962379, -90.1149549938037)",3666585.85,537745.37
1335-1337 Saint Roch Avenue,1335-1337 Saint Roch Avenue,Accessory STR,4,4,11/21/2020 11:59:59 PM,"(29.9716481158524, -90.052120160243)",3686485,537449.74
1424 General Pershing Street,1424 General Pershing Street,Accessory STR,2,4,12/10/2020 11:59:59 PM,"(29.925659329291, -90.101093133621)",3671159.86,520556.43
1630 N Galvez St,1630 N Galvez St,Accessory STR,2,4,09/28/2020 11:59:59 PM,"(29.9761348922537, -90.0693892445619)",3680999.57,539020.58
2428 St Ann St,2428 St Ann St,Accessory STR,1,2,11/04/2020 11:59:59 PM,"(29.9693229889945, -90.0796110072608)",3677790.58,536507.96
709 Jackson Ave Apt 103 Unit 103,709 Jackson Ave Apt 103 Unit 103,Commercial STR,1,2,10/08/2020 11:59:59 PM,"(29.9268077719343, -90.0739877379616)",3679740.88,521067.39
1024 Sixth St Apt 201,1024 Sixth St Apt 201,Commercial STR,1,2,10/16/2020 11:59:59 PM,"(29.9249660997811, -90.0837496958841)",3676656.13,520363.84
1527 Dublin St,1527 Dublin St,Accessory STR,2,4,07/15/2020 11:59:59 PM,"(29.9505670124221, -90.1278465171079)",3662590.44,529523.67
1926 W Homestead Dr,1926 W Homestead Dr,Accessory STR,2,4,09/06/2020 11:59:59 PM,"(29.9365122030826, -90.0195323738498)",3696948.84,524789.92
4757 Spain St,4757 Spain St,Accessory STR,4,8,11/09/2020 11:59:59 PM,"(30.0079585938481, -90.0562166064122)",3685040.89,550639.14
2720 Frenchmen St,2720 Frenchmen St,Accessory STR,3,6,09/26/2020 11:59:59 PM,"(29.9851526782604, -90.0595905780058)",3684065.26,542334.14
301 St Charles Ave Apt 206 unit 206,301 St Charles Ave Apt 206 unit 206,Commercial STR,,,08/05/2020 11:59:59 PM,"(29.9515278590879, -90.0703039396797)",3680808.62,530069.35
628 Baronne St PH 401,628 Baronne St PH 401,Commercial STR,3,6,09/24/2020 11:59:59 PM,"(29.9482085191864, -90.073328866005)",3679864,528851.77
2209 Chartres St,2209 Chartres St,Commercial STR,3,6,10/21/2020 02:50:33 PM,"(29.9636999912778, -90.0559867462868)",3685293.05,534545.84
2634 S Derbigny St,2634 S Derbigny St,Commercial STR,4,8,07/21/2020 11:59:59 PM,"(29.9438904325414, -90.0942628480433)",3673251.66,527209.26
1932 Lapeyrouse St,1932 Lapeyrouse St,Accessory STR,2,4,11/21/2020 11:59:59 PM,"(29.9747974032282, -90.0691739992415)",3681073.08,538534.97
228 Pacific Ave,228 Pacific Ave,Accessory STR,2,4,08/07/2020 08:37:16 PM,"(29.9535491840306, -90.0457094555177)",3688588.6,530891.06
709 Jackson Avenue #Apt 104,709 Jackson Avenue #Apt 104,Commercial STR,1,2,07/19/2020 11:59:59 PM,"(29.9267917706214, -90.0739680184786)",3679747.19,521061.64
123 N Alexander St,123 N Alexander St,Accessory STR,2,4,11/11/2020 11:59:59 PM,"(29.9775401488843, -90.1037037339069)",3670130.5,539413.38
1041 Constance St Apt 205 Unit 205,1041 Constance St Apt 205 Unit 205,Commercial STR,2,4,11/14/2020 11:59:59 PM,"(29.9415303417287, -90.0696360253995)",3681060.22,526436.22
800 St Charles Ave unit 401,800 St Charles Ave unit 401,Commercial STR,2,4,11/18/2020 11:59:59 PM,"(29.9456802944974, -90.0715654725396)",3680432.55,527938.56
2036 Magazine St Apt 2,2036 Magazine St Apt 2,Commercial STR,3,6,05/29/2020 11:59:59 PM,"(29.9304177032374, -90.0752782629862)",3679317.7,522375.6
4629 Eastern St,4629 Eastern St,Accessory STR,3,6,11/08/2020 11:59:59 PM,"(30.0061663970156, -90.046565553081)",3688102.64,550021.6
3221 Canal St Unit 2,3221 Canal St Unit 2,Commercial STR,5,10,11/16/2020 11:59:59 PM,"(29.9692367729003, -90.0922457102822)",3673790.64,536433.06
5501 Eads St,5501 Eads St,Accessory STR,1,2,11/07/2020 11:59:59 PM,"(30.0153848761426, -90.0499971216042)",3686979.03,553361.62
9653 Irby St Apt A,9653 Irby St Apt A,Temporary STR,3,6,11/21/2020 11:59:59 PM,"(30.0460122729032, -89.9865809853423)",3706916.94,564729.23
4501 Canal St,4501 Canal St,Accessory STR,3,6,07/18/2020 11:59:59 PM,"(29.97793461423, -90.104829567814)",3669772.54,539553
648 S Lopez St,648 S Lopez St,Commercial STR,2,4,11/13/2020 11:59:59 PM,"(29.9632336887578, -90.0967410951387)",3672390.91,534234.72
124 N Jefferson Davis Prkwy,124 N Jefferson Davis Prkwy,Commercial STR,5,10,08/20/2020 11:59:59 PM,"(29.9704812389551, -90.0931283454161)",3673506.29,536882.57
2020 Baronne St,2020 Baronne St,Accessory STR,3,6,11/25/2020 11:59:59 PM,"(29.9369684006616, -90.0809967742771)",3677480.42,524737.83
544 Jackson Ave,544 Jackson Ave,Commercial STR,1,2,06/06/2020 06:30:18 PM,"(29.925381241797, -90.0733165491252)",3679959.18,520550.99
2731 Jonquil St,2731 Jonquil St,Accessory STR,2,4,11/14/2020 11:59:59 PM,"(29.9988036747408, -90.0468694452701)",3688036.52,547343.15
1053 Constance St Apt 206 Apt. 206,1053 Constance St Apt 206 Apt. 206,Commercial STR,1,2,09/25/2020 11:59:59 PM,"(29.9413384202937, -90.0695559798789)",3681086.34,526366.71
2127 Josephine St,2127 Josephine St,Accessory STR,2,4,05/28/2020 11:59:59 PM,"(29.9394874516221, -90.0835934439949)",3676648.03,525644.87
1726 Clio St,1726 Clio St,Commercial STR,5,10,02/03/2020 11:59:59 PM,"(29.9423507294042, -90.0757816724487)",3679110.63,526713.13
917 Whitney Ave,917 Whitney Ave,Accessory STR,2,4,12/12/2019 11:59:59 PM,"(29.9457785759998, -90.0411033269232)",3690079.04,528081.81
709 Jackson Ave Apt 101 Unit 301,709 Jackson Ave Apt 101 Unit 301,Commercial STR,,,05/22/2020 11:59:59 PM,"(29.9267732572434, -90.0740306050419)",3679727.44,521054.69
925 Common St unit 602,925 Common St unit 602,Commercial STR,,,06/02/2020 11:59:59 PM,"(29.9537401875162, -90.0727225702943)",3680033.87,530865.4
