the_geom,OBJECTID,UNDERGROUND_TANK_SYSTEM_ID,UST_ID,FACILITY_NAME,APPROXIMATE_LOCATION_OF_TANK,FACILITY_ADDRESS,STREET_NAME,FACILITY_TANK_NUMBER,ORDINANCE_FOR_ROW,SOURCE,TCEQ_NUMBER,HYPERLINK_TO_COUNCIL_MINUTES,DATE,REMEDIATION_ATAUS,LOCATED_IN_RECHARGE_ZONE,PERMIT_STATUS,LEAKING_STORAGE_TANK_NUMBER,TANK_TYPE,TANK_SYSTEM_STATUS,HISTORICAL_RECORD,CONFIRMED_INSTALLED,COMMENTS
POINT (-97.751333055787 30.268875673497),461,461,H0376,S.B. Ricks,,400 West Ave,West Ave,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88020,01/25/1945 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.750541586886 30.22412715672),1319,1320,01589,Assumption Cemetery,,3650 S Ih 35,IH 35,,,,,,,,N,C,,,,N,,
POINT (-97.689755906598 30.314173210149),2058,2062,C0516,Neighborhood C Store,,1810 Briarcliff Blvd,BRIARCLIFF,,,,,,,,N,C,,,,N,,
POINT (-97.68627359403 30.331831853326),2518,2529,03329,Star Stop #40,,7701 Cameron Rd,Cameron,,,,,,,,N,P,,,,N,,
POINT (-97.685425034782 30.278126313465),2146,2150,C0613,Rollins Martin Site,,1172 Webberville Rd,WEBBERVILLE,,,,,,,,N,C,,,,N,,
POINT (-97.640098858575 30.311321199803),2505,2516,03345,Sun Coast Resources Inc.,,7700 Johnny Morris Rd,JOHNNY MORRIS,,,,,,,,N,X,,,,N,,
POINT (-97.759589676242 30.21860764042),2188,2192,C0664,Esco Supply,,504 Industrial Blvd,INDUSTRIAL,,,,,,,,N,C,,,,N,,
POINT (-97.717989321413 30.385519837502),1313,1314,01372,Capitol Beverage Co,,10300 Metropolitan Dr,METROPOLITAN,,,,,,,,N,C,,,,N,,
POINT (-97.678008570878 30.412546293919),2175,2179,C0648,Proposed Apartment Complex,,12800 N Lamar Blvd,LAMAR,,,,,,,,N,C,,,,N,,
POINT (-97.745800219506 30.398041968077),2017,2021,C0471,Quickie Pickie,,10611 Research Blvd Nb,RESEARCH,,,,,,,,Y,C,,,,N,,
POINT (-97.758472700528 30.429576774367),2305,2311,N0090,S W Bell,,12501 N. US Hwy 183,US Hwy 183,,,,,,,,Y,N,,,,N,,
POINT (-97.723144151997 30.330742744885),476,476,H0431,J.E. Ricks,NE Corner,Denson & Georgetown,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88657,12/04/1947 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.545211611549 30.184107794471),2413,2421,OJ089,Formadory Texaco,,5326 E Sh 71,SH 71,,,,,,,,N,X,,,,N,,
POINT (-97.690119061955 30.356183229077),1704,1706,C0125,Chickering Oil & Supply Co,,9038 N I 35,I 35,,,,,,,,N,C,,,,N,,
POINT (-97.661094360048 30.323091604098),2043,2047,C0499,David Holman Facility,,3404 Andtree Blvd,ANDTREE,,,,,,,,N,C,,,,N,,
POINT (-97.693417210073 30.370447912566),2141,2145,C0607,Hill Electric,,10100 N Lamar Blvd,LAMAR,,,,,,,,N,C,,,,N,,
POINT (-97.981153177742 30.36435437183),1908,1910,C0339,"S W Bell - Lakeway ""261""",,1100 Lohmans Crossing Rd,LOHMANS CROSSING,,,,,,,,N,C,,,,N,,
POINT (-97.731050561411 30.245905737698),1098,1099,00387,Diamond Shamrock #0236,,1620 E Riverside Dr,RIVERSIDE,,,,,,,,N,C,,,,N,,
POINT (-97.75464922336 30.270602194229),1040,1041,00267,Capitol Chevrolet Inc,,501 N Lamar Blvd,LAMAR,,,,,,,,N,C,,,,N,,
POINT (-97.845591867601 30.33081941858),1326,1327,01677,The Pier On Lake Austin,,1703 River Hills Rd,RIVER HILLS,,,,,,,,N,C,,,,N,,
POINT (-97.689203675034 30.314313189772),1602,1604,01114,Briarcliff Auto Center,,,,,,,,,,,N,C,,,,N,,
POINT (-97.714458929561 30.306251115145),853,854,H0784,Lew Lumber Co.,,4709 Harmon,Harmon,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=41311,02/18/1960 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.730851032919 30.373866145079),1171,1172,00741,Town North Nissan Suzuki,,9150 Research Blvd Sb,RESEARCH,,,,,,,,N,C,,,,N,,
POINT (-97.753301997113 30.269128707104),615,615,H0550,Austin Builders Supply,,311 Bowie St,Bowie St,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88516,10/28/1953 12:00:00 AM +0000,,N,H,,private station,,Y,,Private use
POINT (-97.746120277146 30.258542929062),927,928,H0892,,,310 S Congress Avenue,,0,,,0,http://www.cityofaustin.org/edims/document.cfm?id=118278,12/30/1899 12:00:00 AM +0000,,N,H,,,,Y,,
POINT (-97.770431336533 30.227239308221),1941,1944,C0373,COA AFD Fire Station #17,,702 W Ben White Blvd,BEN WHITE,,,,,,,,N,C,,,,N,,
POINT (-97.709308714621 30.252548306506),1355,1356,01912,Texas Meat Purveyors,,3000 E Cesar Chavez St,CESAR CHAVEZ,,,,,,,,N,C,,,,N,,
POINT (-97.686941403868 30.278835454534),813,813,H0860,Humble Oil & Refining Co.,SE Corner,E 12th & Springdale,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=41248,02/08/1962 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.755032082327 30.249141435901),2161,2165,C0629,Eagle Body Shop,,1601 S 1st St,1ST,,,,,,,,N,C,,,,N,,
POINT (-97.750800689571 30.270179645765),290,290,H0301,Texas Pacific Coal & Oil Co.,SW Corner,W 6th & West Ave,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89333,10/30/1930 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.737694716861 30.259082782624),1799,1801,C0223,Loomis Armored Inc,,78 N I 35,I 35,,,,,,,,N,C,,,,N,,
POINT (-97.739247218507 30.322383465292),280,280,H0416,Kennedy Co.,SE Corner,W 51st & Burnet,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88614,05/15/1947 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.718368521183 30.260424156459),720,720,H0638,Longhorn Sash & Door Co.,,2200 E 6th,E 6th,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44580,11/17/1955 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.724152323453 30.37725429541),2021,2025,C0476,Economy Furniture Industries,,9315 Mc Neil Rd,MC NEIL,,,,,,,,N,C,,,,N,,
POINT (-97.792424925012 30.183463673202),2545,2556,03375,La Familia Market,,623 W Dittmar Rd,DITTMAR,,,,,,,,N,P,,,,N,,
POINT (-97.718389677407 30.298523499337),1696,1698,C0117,Sears Automotive Center,,1000 E 41st St,41ST,,,,,,,,N,C,,,,N,,
POINT (-97.748227173413 30.269741667183),888,889,H0908,,,520 E 6th Street,,0,,,0,http://www.cityofaustin.org/edims/document.cfm?id=118369,12/30/1899 12:00:00 AM +0000,,N,H,,,,Y,,
POINT (-97.942997009207 30.570461516325),2415,2423,OJ091,Calkins Country Store,,22657 Nameless Rd,NAMELESS,,,,,,,,N,X,,,,N,,
POINT (-97.737886117047 30.30277835602),462,462,H0377,Gulf Oil Company,NE Corner,W 38th & Guadalupe,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88155,05/31/1945 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.717593910874 30.261628090822),407,407,H0394,O.R. Lott,NW Corner,E 7th & Prospect,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88162,06/27/1946 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.734788465474 30.349406806434),652,652,H0751,Continental Oil Comp.,SE Corner,Pasadena & Burnet,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44639,05/21/1959 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.750641554536 30.30694330361),710,710,H0755,Statewide Investment Trust C,SW Corner,W 35th & Kerbey,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44619,06/18/1959 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.773305296707 30.278909497502),2071,2075,C0530,Jack Brown Cleaners,,2500 Lake Austin Blvd,LAKE AUSTIN,,,,,,,,Y,C,,,,N,,
POINT (-97.728768643447 30.321736130485),2178,2182,C0654,Austin Tint Connection,,5319 N Lamar Blvd,LAMAR,,,,,,,,N,C,,,,N,,
POINT (-97.830764541873 30.296736849682),1495,1497,03183,"Austin Engineering Co., Inc.",,6304 Fm 2244 Rd,FM 2244,,,,,,,,N,C,,,,N,,
POINT (-97.699661806191 30.317417067375),873,874,H0804,Socony Mobil Oil Co.,NW Corner,Clayton & Cameron,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=41357,09/15/1960 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.727191091914 30.380274411869),1724,1726,C0145,COA W WW North Yard,,9522 Reid Dr,REID,,,,,,,,N,C,,,,N,,
POINT (-97.716397101735 30.20516520813),2562,2575,03387,Expo Business Park,,6311 Burleson Rd,BURLESON,,,,,,03/11/2015 12:00:00 AM +0000,,N,F,,,,N,,
POINT (-97.737931474404 30.345440927541),1790,1792,C0213,Broz Automotive,,6840 Burnet Rd,BURNET,,,,,,,,N,C,,,,N,,
POINT (-97.757927108703 30.438513400688),1791,1793,C0214,Travis Co Equip Barn,,6810 Mc Neil Dr,MC NEIL,,,,,,,,Y,C,,,,N,,
POINT (-97.832467282339 30.443802061471),1513,1515,03203,Jiffy Mart #11,,10505 N Fm 620 Rd,FM 620,,,,,,,,Y,P,,,,N,,
POINT (-97.752809751871 30.274656454014),1744,1746,C0165,Strait Music Co,,908 N Lamar Blvd,LAMAR,,,,,,,,N,C,,,,N,,
POINT (-97.733392669673 30.358542801649),2220,2224,EX001,USPS - Northwest Station,,2620 W Anderson Ln,ANDERSON,,,,,,,,N,X,,,,N,,
POINT (-97.928199222371 30.397998293354),1398,1400,03024,7-Eleven #36559,,3636 N Fm 620 Rd,FM 620,,,,,,,,N,P,,,,N,,
POINT (-97.772167480111 30.220868201783),2020,2024,C0475,St. Elmo Retail Center,,502 W St Elmo Rd,ST ELMO,,,,,,,,N,C,,,,N,,
POINT (-97.711339394445 30.212979142414),2510,2521,03339,Starstop 50,,6310 E Ben White Blvd,BEN WHITE,,,,,,,,N,P,,,,N,,
POINT (-97.761441474604 30.42913713275),2306,2312,N0091,East Lube,,12538 N. US Hwy 183,US Hwy 183,,,,,,,,Y,N,,,,N,,
POINT (-97.696899002509 30.267393903035),1108,1109,00414,AISD Deleon Terminal,,1135 Gunter St,GUNTER,,,,,,,,N,C,,,,N,,
POINT (-97.788006999576 30.197522676083),1805,1807,C0229,Seven Eleven #24464,,700 W William Cannon Dr,WILLIAM CANNON,,,,,,,,N,C,,,,N,,
POINT (-97.710815082979 30.259858417069),1775,1777,C0197,Allied Sales,,621 Calles St,CALLES,,,,,,,,N,C,,,,N,,
POINT (-97.789035437745 30.167916933172),1891,1893,C0321,"Wattinger Co., Inc.",,114 Ralph Ablanedo Dr,RALPH ABLANEDO,,,,,,,,N,C,,,,N,,
POINT (-97.669968327005 30.440404306618),2430,2439,03249,Wells Branch Shell,,1600 Wells Branch Parkway,Wells Branch,,,,,,,,N,X,,,,N,,
POINT (-97.741709372939 30.288934709974),80,80,H0172,Patton Transfer Station,,W 25th & Guadalupe,,0,Yes,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89781,07/07/1927 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.692068416388 30.298152640389),2228,2232,EX011,State Aircraft Pooling Board,,4900 Old Manor Rd,OLD MANOR,,,,,,,,N,C,,,,N,,
POINT (-97.702934825925 30.286410344202),1382,1384,02063,Alamo Rent A Car,,3219 Manor Rd,MANOR,,,,,,,,N,C,,,,N,,
POINT (-97.72955001624 30.269181233173),150,150,H0293,D.P. Craddock,SW Corner,E 11th & Waller,,0,No,No Online Info Found,0,http://www.cityofaustin.org/edims/document.cfm?id=89317,06/16/1930 12:00:00 AM +0000,,N,H,,Existing Filling Stn,,Y,,Renovation
POINT (-97.738721710975 30.302188389326),77,77,H0169,W F Adams,,3700 Guadalupe,Guadalupe,0,Yes,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89762,04/14/1927 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.744670391428 30.302404124487),1997,2001,C0446,Lloyd's Texaco,,3317 N Lamar Blvd,LAMAR,,,,,,,,N,C,,,,N,,
POINT (-97.745298948821 30.301493534476),427,427,H0524,Lucien Dean,NE Corner,Lamar and W 32nd St,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88384,05/01/1952 12:00:00 AM +0000,,N,H,,Filling Station,,Y,,Public use
POINT (-97.765601356501 30.219074380584),1714,1716,C0135,American Tree Co,,4311 S Congress Ave,CONGRESS,,,,,,,,N,C,,,,N,,
POINT (-97.823148109076 30.458448552441),2424,2432,OJ101,Everyday Food Store,,11806 N Fm 620 Rd,FM 620,,,,,,,,Y,X,,,,N,,
POINT (-97.882977379419 30.430876589357),2669,2689,A0034,Riviera Marina,,14297,FM 2769 Rd.,,,,,,,,,A,,,,N,,
POINT (-97.687988690515 30.320824247255),2467,2476,C0702,Former Texaco Station,,6825 E Us 290 Hwy,US 290,,,,,,,,N,C,,,,N,,
POINT (-97.714375160418 30.253692370179),489,489,H0443,AAA Plumbing Co.,,2612 E 1st,E 1st,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88709,05/13/1948 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.735957264419 30.247236356193),2323,2330,N0122,,,1100 S Ih 35,IH 35,,,,,,,,N,N,,,,N,,
POINT (-97.69320897304 30.164912562413),2368,2376,OJ028,7-Eleven #36562,,6422 S Us 183 Hwy,US 183,,,,,,,,N,X,,,,N,,
POINT (-97.744431730421 30.302829334827),1634,1636,C0054,Quick Lube,,3401 N Lamar Blvd,LAMAR,,,,,,,,N,C,,,,N,,
POINT (-97.741766449579 30.278474317785),287,287,H0298,A.D. Bolm,In alley,1514 Lavaca,Lavaca,0,No,Council Reviewed,0,http://www.cityofaustin.org/edims/document.cfm?id=89333,10/30/1930 12:00:00 AM +0000,,N,H,,Fuel Oil Tank,,Y,,
POINT (-97.768816349859 30.24552128399),738,738,H0695,Southwestern Bell Telephone,,1305 W Oltorf,W Oltorf,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44598,04/11/1957 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,
POINT (-97.699711815305 30.334098326582),2222,2226,EX003,USPS - Vehicle Maintenance,,900 Blackson Ave,BLACKSON,,,,,,,,N,X,,,,N,,
POINT (-97.747530086702 30.254730340096),82,82,H0174,Lon Martin,,907 S Congress,Congress,0,Yes,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89858,09/22/1927 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.72803146951 30.36981368926),1966,1969,C0400,U Haul Research Center,,8710 Burnet Rd,BURNET,,,,,,,,N,C,,,,N,,
POINT (-97.752972489371 30.237870170218),2241,2245,EX035,Goodyear Tire & Rubber,,117 E Oltorf St,OLTORF,,,,,,,,N,X,,,,N,,
POINT (-97.716021947257 30.32423057113),1097,1098,00386,Diamond Shamrock #0234,,5906 Airport Blvd,AIRPORT,,,,,,,,N,C,,,,N,,
POINT (-97.695313400816 30.102046591796),2386,2394,OJ054,Graef Grocery,,10050 S Us 183 Hwy,US 183,,,,,,,,N,X,,,,N,,
POINT (-97.686213002072 30.299972331506),859,860,H0790,Texaco Inc,SW Corner,Old Manor & Manor,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=41326,04/28/1960 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.743361412009 30.266022277162),291,291,H0302,KcKean-Eilers Co.,SE Corner,4th & Congress,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89335,11/13/1930 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.754737549462 30.266198649526),858,859,H0789,Maufrais Bros.,,910 W 1st,W 1st,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=41330,04/07/1960 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.677128027791 30.258645831533),2185,2189,C0661,Austin Freightliner,,1701 Smith Rd,SMITH,,,,,,,,N,C,,,,N,,
POINT (-97.789354375391 30.448655968869),2439,2448,03264,Albertson's Express #4085,,13435 N Us 183 Hwy,US 183,,,,,,,,Y,C,,,,N,,
POINT (-97.675651910035 30.375317390445),1241,1242,00983,AT&T-Clayton Drive SOC,,11220 Joseph Clayton Dr,JOSEPH CLAYTON,,,,,,,,N,C,,,,N,,
POINT (-97.786288648095 30.240456570661),2240,2244,EX033,Aamco Transmissions,,3411 S Lamar Blvd,LAMAR,,,,,,,,N,X,,,,N,,
POINT (-97.703278144341 30.287825976157),1358,1359,01918,Avis Rent A Car,,2027 Anchor Ln,ANCHOR,,,,,,,,N,C,,,,N,,
POINT (-97.764545079663 30.477299525054),1522,1524,03213,CEFCO #0091,,14200 N Fm 620 Rd,FM 620,,,,,,,,Y,F,,,,N,,
POINT (-97.688983845865 30.218214511661),2477,2486,03295,7-Eleven #36642,,7715 E Ben White Blvd,BEN WHITE,,,,,,,,N,P,,,,N,,
POINT (-97.73962128958 30.265628778971),1019,1020,00189,COA AFD Fire Station #01,,401 E 5th St,5TH,,,,,,,,N,C,,,,N,,
POINT (-97.743346838559 30.390965990462),2449,2458,03275,Sam's Club #6453,,9700 N Capital Of Texas Hwy,CAPITAL OF TEXAS,,,,,,,,Y,P,,,,N,,
POINT (-97.739878628006 30.326146953053),538,538,H0673,Capital City Oil Co.,NW Corner,North Loop & Burnet,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44505,10/04/1956 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.707073635538 30.31122432249),843,844,H0773,Gasteria Oil Co.,500 ft N of E 51st,E side of Cameron,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44692,12/03/1959 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.73951882795 30.322273763957),500,500,H0453,Jack H. Key,NW Corner,Hancock & Burnet,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88308,03/24/1949 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.712199624524 30.284046144528),53,53,H0144,Leonard and Floyd,,E 22nd St,,0,Yes,Council Reviewed,0,http://www.ci.austin.tx.us/edims/document.cfm?id=89252,01/15/1926 12:00:00 AM +0000,,N,H,,Dry Cleaning,,Y,,
POINT (-97.724405805691 30.306857404631),133,133,H0276,L.B. Burnette,SE Corner,E 45th & Duval,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=90561,09/19/1929 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.736878057268 30.295280837437),112,112,H0096,,,31st St & Speedway,,0,Yes,No Online Info Found,0,http://www.cityofaustin.org/edims/document.cfm?id=90357,10/24/1921 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,
POINT (-97.717213913697 30.359028104922),1372,1374,02020,Mister Car Wash,,8500 Research Blvd Sb,RESEARCH,,,,,,,,N,C,,,,N,,
POINT (-97.746851578983 30.258416504373),11,11,H0198,Magnolia Petroleum Comp.,,Barton Springs & Congress,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89804,05/17/1928 12:00:00 AM +0000,,N,H,,Existing Filling Stn,,Y,,Adding new tanks
POINT (-97.944476607288 30.308777005127),2406,2414,OJ081,7-Eleven Store #36262,,13006 W Sh 71,SH 71,,,,,,,,N,X,,,,N,,
POINT (-97.712998613839 30.25292675053),504,504,H0457,The Texas Co.,SW Corner,E 1st & Pleasant Valley,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88310,04/07/1949 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.704037412428 30.255375446053),1323,1324,01663,7-Up RC of Austin,,3411 Hidalgo St,HIDALGO,,,,,,,,N,C,,,,N,,
POINT (-97.729722282585 30.210244216909),1312,1313,01353,Centex Beverage Inc,,3834 Promontory Point Dr,PROMONTORY POINT,,,,,,,,N,C,,,,N,,
POINT (-97.767243614112 30.399203759221),1396,1398,03022,CoA AFD Fire Station #33,,9409 Bluegrass Dr,BLUEGRASS,,,,,,,,Y,P,,,,N,,
POINT (-97.743977806555 30.271659202897),2176,2180,C0649,Old Firestone,,901 Lavaca St,LAVACA,,,,,,,,N,C,,,,N,,
POINT (-97.687468286269 30.279075282571),1694,1696,C0115,Stop-n-Go,,4136 E 12th St,12TH,,,,,,,,N,C,,,,N,,
POINT (-97.839038519471 30.32832165317),1015,1016,00166,COA PARD Emma Long Park,,1712 City Park Rd,CITY PARK,,,,,,,,N,C,,,,N,,
POINT (-97.707940828028 30.289426885499),2537,2548,03369,7-Eleven #36680,,3848 Airport Blvd,AIRPORT,,,,,,,,N,P,,,,N,,
POINT (-97.718950799185 30.269839162563),900,901,H0954,,,1900 Rosewood Avenue,,0,,,0,http://www.cityofaustin.org/edims/document.cfm?id=118515,12/30/1899 12:00:00 AM +0000,,N,H,,,,Y,,
POINT (-97.702766472093 30.257027194631),2115,2119,C0578,San Jacinto Motors,,3502 E 7th St,7TH,,,,,,,,N,C,,,,N,,
POINT (-97.69765653697 30.287738135548),662,662,H0762,J.M. Boyer,,2211 Redwood,Redwood,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44662,09/03/1959 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.75091950523 30.270507341791),253,253,H0240,Humble Oil & Refining Co.,,W 6th & West Ave,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89906,10/11/1928 12:00:00 AM +0000,,N,H,,Existing Filling Stn,,Y,,Pump upgrade
POINT (-97.741485070733 30.278422715135),83,83,H0175,,,W 16th & Lavaca,,0,Yes,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89860,09/29/1927 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.698025614189 30.286866129085),1035,1036,00248,National Car Rental,,2108 E M Franklin Ave,E M FRANKLIN,,,,,,,,N,C,,,,N,,
POINT (-97.729097153378 30.282129336213),827,827,H0138,AL Johnson,,2104 East Ave,East Ave,0,Yes,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89193,05/14/1925 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.723272112149 30.330360577401),482,482,H0437,Ricks Sales Co.,NE Corner,Denson & Georgetown,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89653,01/15/1948 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.717754701959 30.320727730686),2129,2133,C0594,Southern Union Gas,,5613 Avenue F,AVENUE F,,,,,,,,N,C,,,,N,,
POINT (-97.737084082969 30.197745505258),1650,1652,C0071,Carlson Cleaning Equip,,4714 Nuckols Crossing Rd,NUCKOLS CROSSING,,,,,,,,N,C,,,,N,,
POINT (-97.702912678028 30.335708482292),1868,1870,C0296,Gulf Oil,,7400 N I 35,I 35,,,,,,,,N,C,,,,N,,
POINT (-97.792586670962 30.455705299674),2013,2017,C0466,Circle K #3279,,13686 N. US Hwy 183,US Hwy 183,,,,,,,,Y,C,,,,N,,
POINT (-97.697503335305 30.273951148896),2211,2215,C0687,Terry's Seafood,,1151 Airport Blvd,AIRPORT,,,,,,,,N,C,,,,N,,
POINT (-97.841432979723 30.237567516436),1709,1711,C0130,Capital Equipment Co,,5508 W Us 290 Hwy,US 290,,,,,,,,Y,C,,,,N,,
POINT (-97.807718119501 30.227198791493),2303,2309,N0087,Doubleful Ledge,,1 Pillow Rd,PILLOW,,,,,,,,N,N,,,,N,,
POINT (-97.695576148048 30.265034217634),1937,1940,C0369,American Auto Stickers,,1119 Airport Blvd,AIRPORT,,,,,,,,N,C,,,,N,,
POINT (-97.950970366363 30.308613462898),2361,2369,OJ021,Buck's Place,,13308 W Sh 71,SH 71,,,,,,,,N,X,,,,N,,
POINT (-97.743281255012 30.279102784157),2151,2155,C0618,SW Bell Austin Div,,1616 Guadalupe St,GUADALUPE,,,,,,,,N,C,,,,N,,
POINT (-97.748647564621 30.268535178732),435,435,H0498,Covert Automobiles,,509 W 5th St,W 5th,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=83355,01/19/1951 12:00:00 AM +0000,,N,H,,private station,,Y,,Private use
POINT (-97.69144038061 30.313419233987),2159,2163,C0627,PDQ Masterlube,,1727 Briarcliff Blvd,BRIARCLIFF,,,,,,,,N,C,,,,N,,
POINT (-97.739572438132 30.332499957363),1746,1748,C0167,Fender Mender Body Shop,,5703 Burnet Rd,BURNET,,,,,,,,N,C,,,,N,,
POINT (-97.742824853904 30.264828781562),1854,1856,C0281,Bnk 63,,201 E 3rd St,3RD,,,,,,,,N,C,,,,N,,
POINT (-97.69134661953 30.354624385719),2082,2086,C0541,DPS,,9000 N I 35,I 35,,,,,,,,N,C,,,,N,,
POINT (-97.694543941602 30.260706619193),872,873,H0803,Brown Supply Co.,,4906 Bolm,Bolm,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=41358,09/08/1960 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.741521929569 30.271016675525),60,60,H0153,George Wesley,,903 Congress,Congress,0,Yes,Council Reviewed,0,http://www.cityofaustin.org/edims/document.cfm?id=89269,04/08/1926 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
