Date,Department or Agency Name,ARMS Department ID,Total # of Employees,# of Employees with Debt,% Employees with Debt,Total Amount Due
07/30/2016,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,213,0,0.0,0.00
07/30/2016,CITY COUNCIL,COUNCIL,449,7,1.6,12980.71
07/30/2016,CHICAGO PARK DISTRICT,CPDT,2952,108,3.7,75819.95
07/30/2016,CHICAGO PUBLIC LIBRARY,CPL,955,4,0.4,2794.58
07/30/2016,CHICAGO TRANSIT AUTHORITY,CTA,11082,1546,14.0,1133324.08
07/30/2016,DOIT,DOIT,98,0,0.0,0.00
07/30/2016,BOARD OF ELECTION COMMISSIONER,ELECTIONS,116,0,0.0,0.00
07/30/2016,BOARD OF ETHICS,ETHICS,8,0,0.0,0.00
07/30/2016,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,635,10,1.6,7987.83
07/30/2016,FINANCE,FINANCE,552,0,0.0,0.00
07/30/2016,FLEET AND FACILITY MGMT,FLEETFM,964,2,0.2,1148.06
07/30/2016,PUBLIC HEALTH,HEALTH,525,3,0.6,425.69
07/30/2016,COMMISSION ON HUMAN RELATIONS,HR,16,0,0.0,0.00
07/30/2016,HUMAN RESOURCES,HUMANRESOURCES,71,2,2.8,300.00
07/30/2016,IPRA,IPRA,79,1,1.3,200.00
07/30/2016,LAW,LAW,391,0,0.0,0.00
07/30/2016,OFFICE OF THE MAYOR,MAYOR,99,0,0.0,0.00
07/30/2016,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,26,0,0.0,0.00
07/30/2016,OFFICE OF BUDGET & MANAGEMENT,OBM,38,1,2.6,400.00
07/30/2016,OFFICE OF EMERGENCY MGMT & COM,OEMC,2055,31,1.5,39044.95
07/30/2016,POLICE,POLICE,12748,32,0.3,12946.42
07/30/2016,PROCUREMENT SERV,PROCUREMENT,79,0,0.0,0.00
07/30/2016,STREETS AND SANITATION,STREETSAN,2021,12,0.6,5616.50
07/30/2016,TRANSPORTATION,TRANS,1211,1,0.1,539.15
07/30/2016,CITY TREASURER,TREASURER,23,0,0.0,0.00
07/30/2016,WATER MANAGEMENT,WATER,1838,8,0.4,6979.92
08/06/2016,ADMINISTRATIVE HEARING,AHMS,38,0,0.0,0.00
08/06/2016,COMM ANIMAL CARE AND CONTROL,ANIMAL,68,1,1.5,200.00
08/06/2016,AVIATION,AVIATION,1385,1,0.1,139.76
08/06/2016,BUS AFFAIRS AND CONSUMER PROT,BACP,164,0,0.0,0.00
08/06/2016,BUILDINGS,BUILDINGS,258,0,0.0,0.00
08/06/2016,CULTURAL AFFAIRS,CA,77,0,0.0,0.00
08/06/2016,CHICAGO BOARD OF EDUCATION,CBOE,45906,1683,3.7,1321120.48
08/06/2016,CITY COLLEGES OF CHICAGO,CCC,5623,75,1.3,104047.19
08/06/2016,FIRE DEPARTMENT,CFD,4915,29,0.6,8637.68
08/06/2016,CHICAGO HOUSING AUTHORITY,CHA,476,13,2.7,24378.33
08/06/2016,CITY CLERK,CLERK,89,0,0.0,0.00
08/06/2016,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,216,1,0.5,91.50
08/06/2016,CITY COUNCIL,COUNCIL,450,7,1.6,12980.71
08/06/2016,CHICAGO PARK DISTRICT,CPDT,2952,106,3.6,73572.89
08/06/2016,CHICAGO PUBLIC LIBRARY,CPL,952,3,0.3,2641.16
08/06/2016,CHICAGO TRANSIT AUTHORITY,CTA,11082,1528,13.8,1130734.69
08/06/2016,DOIT,DOIT,98,0,0.0,0.00
08/06/2016,BOARD OF ELECTION COMMISSIONER,ELECTIONS,115,0,0.0,0.00
08/06/2016,BOARD OF ETHICS,ETHICS,8,0,0.0,0.00
08/06/2016,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,635,7,1.1,1690.00
08/06/2016,FINANCE,FINANCE,547,0,0.0,0.00
08/06/2016,FLEET AND FACILITY MGMT,FLEETFM,975,1,0.1,288.68
08/06/2016,PUBLIC HEALTH,HEALTH,517,2,0.4,179.67
08/06/2016,COMMISSION ON HUMAN RELATIONS,HR,16,0,0.0,0.00
08/06/2016,HUMAN RESOURCES,HUMANRESOURCES,70,1,1.4,200.00
08/06/2016,IPRA,IPRA,78,0,0.0,0.00
08/06/2016,LAW,LAW,399,0,0.0,0.00
08/06/2016,OFFICE OF THE MAYOR,MAYOR,95,0,0.0,0.00
08/06/2016,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,30,0,0.0,0.00
08/06/2016,OFFICE OF BUDGET & MANAGEMENT,OBM,40,0,0.0,0.00
08/06/2016,OFFICE OF EMERGENCY MGMT & COM,OEMC,2030,31,1.5,38102.97
08/06/2016,POLICE,POLICE,12887,34,0.3,12931.61
08/06/2016,PROCUREMENT SERV,PROCUREMENT,81,0,0.0,0.00
08/06/2016,STREETS AND SANITATION,STREETSAN,2021,13,0.6,6061.32
08/06/2016,TRANSPORTATION,TRANS,1219,1,0.1,539.15
08/06/2016,CITY TREASURER,TREASURER,24,0,0.0,0.00
08/06/2016,WATER MANAGEMENT,WATER,1852,8,0.4,6985.57
08/13/2016,ADMINISTRATIVE HEARING,AHMS,38,0,0.0,0.00
08/13/2016,COMM ANIMAL CARE AND CONTROL,ANIMAL,68,1,1.5,200.00
08/13/2016,AVIATION,AVIATION,1385,0,0.0,0.00
08/13/2016,BUS AFFAIRS AND CONSUMER PROT,BACP,164,0,0.0,0.00
08/13/2016,BUILDINGS,BUILDINGS,258,0,0.0,0.00
08/13/2016,CULTURAL AFFAIRS,CA,77,0,0.0,0.00
08/13/2016,CHICAGO BOARD OF EDUCATION,CBOE,45906,1665,3.6,1316687.75
08/13/2016,CITY COLLEGES OF CHICAGO,CCC,5623,68,1.2,96605.30
08/13/2016,FIRE DEPARTMENT,CFD,4915,28,0.6,8119.82
08/13/2016,CHICAGO HOUSING AUTHORITY,CHA,476,13,2.7,24390.35
08/13/2016,CITY CLERK,CLERK,89,0,0.0,0.00
08/13/2016,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,216,1,0.5,91.50
08/13/2016,CITY COUNCIL,COUNCIL,450,7,1.6,12980.71
08/13/2016,CHICAGO PARK DISTRICT,CPDT,2952,102,3.5,71317.86
08/13/2016,CHICAGO PUBLIC LIBRARY,CPL,952,3,0.3,2170.03
08/13/2016,CHICAGO TRANSIT AUTHORITY,CTA,11082,1511,13.6,1126441.95
08/13/2016,DOIT,DOIT,98,0,0.0,0.00
08/13/2016,BOARD OF ELECTION COMMISSIONER,ELECTIONS,115,0,0.0,0.00
08/13/2016,BOARD OF ETHICS,ETHICS,8,0,0.0,0.00
08/13/2016,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,635,7,1.1,1690.00
08/13/2016,FINANCE,FINANCE,547,0,0.0,0.00
08/13/2016,FLEET AND FACILITY MGMT,FLEETFM,975,1,0.1,288.68
08/13/2016,PUBLIC HEALTH,HEALTH,517,1,0.2,153.44
08/13/2016,COMMISSION ON HUMAN RELATIONS,HR,16,0,0.0,0.00
08/13/2016,HUMAN RESOURCES,HUMANRESOURCES,70,0,0.0,0.00
08/13/2016,IPRA,IPRA,78,0,0.0,0.00
08/13/2016,LAW,LAW,399,0,0.0,0.00
08/13/2016,OFFICE OF THE MAYOR,MAYOR,95,0,0.0,0.00
08/13/2016,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,30,0,0.0,0.00
08/13/2016,OFFICE OF BUDGET & MANAGEMENT,OBM,40,0,0.0,0.00
08/13/2016,OFFICE OF EMERGENCY MGMT & COM,OEMC,2030,31,1.5,38123.26
08/13/2016,POLICE,POLICE,12887,20,0.2,7258.98
08/13/2016,PROCUREMENT SERV,PROCUREMENT,81,0,0.0,0.00
08/13/2016,STREETS AND SANITATION,STREETSAN,2021,10,0.5,4025.43
08/13/2016,TRANSPORTATION,TRANS,1219,1,0.1,404.18
08/13/2016,CITY TREASURER,TREASURER,24,0,0.0,0.00
08/13/2016,WATER MANAGEMENT,WATER,1852,5,0.3,4102.87
08/20/2016,ADMINISTRATIVE HEARING,AHMS,38,0,0.0,0.00
08/20/2016,COMM ANIMAL CARE AND CONTROL,ANIMAL,68,1,1.5,200.00
08/20/2016,AVIATION,AVIATION,1385,0,0.0,0.00
08/20/2016,BUS AFFAIRS AND CONSUMER PROT,BACP,164,0,0.0,0.00
08/20/2016,BUILDINGS,BUILDINGS,258,0,0.0,0.00
08/20/2016,CULTURAL AFFAIRS,CA,77,0,0.0,0.00
08/20/2016,CHICAGO BOARD OF EDUCATION,CBOE,45906,1595,3.5,1240807.62
08/20/2016,CITY COLLEGES OF CHICAGO,CCC,5623,68,1.2,96702.94
08/20/2016,FIRE DEPARTMENT,CFD,4915,28,0.6,8121.66
08/20/2016,CHICAGO HOUSING AUTHORITY,CHA,476,13,2.7,24400.61
08/20/2016,CITY CLERK,CLERK,89,0,0.0,0.00
08/20/2016,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,216,1,0.5,91.50
08/20/2016,CITY COUNCIL,COUNCIL,450,7,1.6,12980.71
08/20/2016,CHICAGO PARK DISTRICT,CPDT,2952,102,3.5,71345.41
08/20/2016,CHICAGO PUBLIC LIBRARY,CPL,952,3,0.3,2172.24
08/20/2016,CHICAGO TRANSIT AUTHORITY,CTA,11082,1510,13.6,1126426.22
08/20/2016,DOIT,DOIT,98,0,0.0,0.00
08/20/2016,BOARD OF ELECTION COMMISSIONER,ELECTIONS,115,0,0.0,0.00
08/20/2016,BOARD OF ETHICS,ETHICS,8,0,0.0,0.00
08/20/2016,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,635,7,1.1,1690.00
08/20/2016,FINANCE,FINANCE,547,0,0.0,0.00
08/20/2016,FLEET AND FACILITY MGMT,FLEETFM,975,1,0.1,288.68
08/20/2016,PUBLIC HEALTH,HEALTH,517,1,0.2,153.44
08/20/2016,COMMISSION ON HUMAN RELATIONS,HR,16,0,0.0,0.00
08/20/2016,HUMAN RESOURCES,HUMANRESOURCES,70,0,0.0,0.00
08/20/2016,IPRA,IPRA,78,0,0.0,0.00
08/20/2016,LAW,LAW,399,0,0.0,0.00
08/20/2016,OFFICE OF THE MAYOR,MAYOR,95,0,0.0,0.00
08/20/2016,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,30,0,0.0,0.00
08/20/2016,OFFICE OF BUDGET & MANAGEMENT,OBM,40,0,0.0,0.00
08/20/2016,OFFICE OF EMERGENCY MGMT & COM,OEMC,2030,31,1.5,38140.65
08/20/2016,POLICE,POLICE,12887,20,0.2,7260.03
08/20/2016,PROCUREMENT SERV,PROCUREMENT,81,0,0.0,0.00
08/20/2016,STREETS AND SANITATION,STREETSAN,2021,10,0.5,4025.43
08/20/2016,TRANSPORTATION,TRANS,1219,1,0.1,404.18
08/20/2016,CITY TREASURER,TREASURER,24,0,0.0,0.00
08/20/2016,WATER MANAGEMENT,WATER,1852,5,0.3,4107.71
08/27/2016,ADMINISTRATIVE HEARING,AHMS,38,0,0.0,0.00
08/27/2016,COMM ANIMAL CARE AND CONTROL,ANIMAL,68,1,1.5,200.00
08/27/2016,AVIATION,AVIATION,1385,1,0.1,776.79
08/27/2016,BUS AFFAIRS AND CONSUMER PROT,BACP,164,0,0.0,0.00
08/27/2016,BUILDINGS,BUILDINGS,258,1,0.4,234.10
08/27/2016,CULTURAL AFFAIRS,CA,77,0,0.0,0.00
08/27/2016,CHICAGO BOARD OF EDUCATION,CBOE,45906,1523,3.3,1203996.41
08/27/2016,CITY COLLEGES OF CHICAGO,CCC,5623,66,1.2,96250.58
08/27/2016,FIRE DEPARTMENT,CFD,4915,28,0.6,8502.50
08/27/2016,CHICAGO HOUSING AUTHORITY,CHA,476,12,2.5,23814.32
08/27/2016,CITY CLERK,CLERK,89,0,0.0,0.00
08/27/2016,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,216,2,0.9,145.75
08/27/2016,CITY COUNCIL,COUNCIL,450,6,1.3,12562.24
08/27/2016,CHICAGO PARK DISTRICT,CPDT,2952,94,3.2,66697.86
08/27/2016,CHICAGO PUBLIC LIBRARY,CPL,952,3,0.3,2115.19
08/27/2016,CHICAGO TRANSIT AUTHORITY,CTA,11082,1486,13.4,1095227.94
08/27/2016,DOIT,DOIT,98,0,0.0,0.00
08/27/2016,BOARD OF ELECTION COMMISSIONER,ELECTIONS,115,0,0.0,0.00
08/27/2016,BOARD OF ETHICS,ETHICS,8,0,0.0,0.00
08/27/2016,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,635,7,1.1,1690.00
08/27/2016,FINANCE,FINANCE,547,1,0.2,473.84
08/27/2016,FLEET AND FACILITY MGMT,FLEETFM,975,1,0.1,230.95
08/27/2016,PUBLIC HEALTH,HEALTH,517,1,0.2,153.44
08/27/2016,COMMISSION ON HUMAN RELATIONS,HR,16,0,0.0,0.00
08/27/2016,HUMAN RESOURCES,HUMANRESOURCES,70,0,0.0,0.00
08/27/2016,IPRA,IPRA,78,0,0.0,0.00
08/27/2016,LAW,LAW,399,0,0.0,0.00
08/27/2016,OFFICE OF THE MAYOR,MAYOR,95,0,0.0,0.00
08/27/2016,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,30,0,0.0,0.00
08/27/2016,OFFICE OF BUDGET & MANAGEMENT,OBM,40,0,0.0,0.00
08/27/2016,OFFICE OF EMERGENCY MGMT & COM,OEMC,2030,31,1.5,38408.41
08/27/2016,POLICE,POLICE,12887,20,0.2,7134.53
08/27/2016,PROCUREMENT SERV,PROCUREMENT,81,0,0.0,0.00
08/27/2016,STREETS AND SANITATION,STREETSAN,2021,9,0.4,3919.39
08/27/2016,TRANSPORTATION,TRANS,1219,1,0.1,2130.10
08/27/2016,CITY TREASURER,TREASURER,24,0,0.0,0.00
08/27/2016,WATER MANAGEMENT,WATER,1852,5,0.3,4114.16
09/03/2016,ADMINISTRATIVE HEARING,AHMS,38,0,0.0,0.00
09/03/2016,COMM ANIMAL CARE AND CONTROL,ANIMAL,68,1,1.5,200.00
09/03/2016,AVIATION,AVIATION,1385,1,0.1,776.79
09/03/2016,BUS AFFAIRS AND CONSUMER PROT,BACP,164,0,0.0,0.00
09/03/2016,BUILDINGS,BUILDINGS,258,1,0.4,234.10
09/03/2016,CULTURAL AFFAIRS,CA,77,0,0.0,0.00
09/03/2016,CHICAGO BOARD OF EDUCATION,CBOE,45906,1517,3.3,1206537.97
09/03/2016,CITY COLLEGES OF CHICAGO,CCC,5623,65,1.2,96270.19
09/03/2016,FIRE DEPARTMENT,CFD,4915,27,0.5,8251.07
09/03/2016,CHICAGO HOUSING AUTHORITY,CHA,476,13,2.7,23901.76
09/03/2016,CITY CLERK,CLERK,89,0,0.0,0.00
09/03/2016,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,216,2,0.9,145.75
09/03/2016,CITY COUNCIL,COUNCIL,450,6,1.3,12412.24
09/03/2016,CHICAGO PARK DISTRICT,CPDT,2952,87,2.9,56629.04
09/03/2016,CHICAGO PUBLIC LIBRARY,CPL,952,3,0.3,2117.77
09/03/2016,CHICAGO TRANSIT AUTHORITY,CTA,11082,1480,13.4,1091479.41
09/03/2016,DOIT,DOIT,98,0,0.0,0.00
09/03/2016,BOARD OF ELECTION COMMISSIONER,ELECTIONS,115,0,0.0,0.00
09/03/2016,BOARD OF ETHICS,ETHICS,8,0,0.0,0.00
09/03/2016,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,635,7,1.1,1690.00
09/03/2016,FINANCE,FINANCE,547,1,0.2,473.84
09/03/2016,FLEET AND FACILITY MGMT,FLEETFM,975,1,0.1,230.95
09/03/2016,PUBLIC HEALTH,HEALTH,517,1,0.2,153.44
09/03/2016,COMMISSION ON HUMAN RELATIONS,HR,16,0,0.0,0.00
09/03/2016,HUMAN RESOURCES,HUMANRESOURCES,70,0,0.0,0.00
09/03/2016,IPRA,IPRA,78,0,0.0,0.00
09/03/2016,LAW,LAW,399,0,0.0,0.00
09/03/2016,OFFICE OF THE MAYOR,MAYOR,95,0,0.0,0.00
09/03/2016,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,30,0,0.0,0.00
09/03/2016,OFFICE OF BUDGET & MANAGEMENT,OBM,40,0,0.0,0.00
09/03/2016,OFFICE OF EMERGENCY MGMT & COM,OEMC,2030,32,1.6,38728.70
09/03/2016,POLICE,POLICE,12887,17,0.1,4685.33
09/03/2016,PROCUREMENT SERV,PROCUREMENT,81,0,0.0,0.00
09/03/2016,STREETS AND SANITATION,STREETSAN,2021,8,0.4,3831.86
09/03/2016,TRANSPORTATION,TRANS,1219,0,0.0,0.00
09/03/2016,CITY TREASURER,TREASURER,24,0,0.0,0.00
09/03/2016,WATER MANAGEMENT,WATER,1852,4,0.2,3820.86
09/10/2016,ADMINISTRATIVE HEARING,AHMS,38,0,0.0,0.00
09/10/2016,COMM ANIMAL CARE AND CONTROL,ANIMAL,70,2,2.9,960.43
09/10/2016,AVIATION,AVIATION,1428,1,0.1,776.79
09/10/2016,BUS AFFAIRS AND CONSUMER PROT,BACP,167,0,0.0,0.00
09/10/2016,BUILDINGS,BUILDINGS,262,1,0.4,234.10
09/10/2016,CULTURAL AFFAIRS,CA,78,0,0.0,0.00
09/10/2016,CHICAGO BOARD OF EDUCATION,CBOE,45906,1506,3.3,1202051.62
09/10/2016,CITY COLLEGES OF CHICAGO,CCC,5623,66,1.2,97717.27
09/10/2016,FIRE DEPARTMENT,CFD,4990,28,0.6,8022.81
09/10/2016,CHICAGO HOUSING AUTHORITY,CHA,476,13,2.7,23913.76
09/10/2016,CITY CLERK,CLERK,86,0,0.0,0.00
09/10/2016,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,215,2,0.9,145.75
09/10/2016,CITY COUNCIL,COUNCIL,403,6,1.5,12412.24
09/10/2016,CHICAGO PARK DISTRICT,CPDT,2952,85,2.9,55691.26
09/10/2016,CHICAGO PUBLIC LIBRARY,CPL,946,3,0.3,2120.35
09/10/2016,CHICAGO TRANSIT AUTHORITY,CTA,11082,1473,13.3,1090110.70
09/10/2016,DOIT,DOIT,97,0,0.0,0.00
09/10/2016,BOARD OF ELECTION COMMISSIONER,ELECTIONS,115,0,0.0,0.00
09/10/2016,BOARD OF ETHICS,ETHICS,8,0,0.0,0.00
09/10/2016,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,651,6,0.9,1290.00
09/10/2016,FINANCE,FINANCE,553,1,0.2,473.84
09/10/2016,FLEET AND FACILITY MGMT,FLEETFM,981,2,0.2,430.95
09/10/2016,PUBLIC HEALTH,HEALTH,517,1,0.2,153.44
09/10/2016,COMMISSION ON HUMAN RELATIONS,HR,16,0,0.0,0.00
09/10/2016,HUMAN RESOURCES,HUMANRESOURCES,70,0,0.0,0.00
09/10/2016,OFFICE OF THE MAYOR,MAYOR,93,0,0.0,0.00
09/10/2016,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,32,0,0.0,0.00
09/10/2016,OFFICE OF BUDGET & MANAGEMENT,OBM,43,0,0.0,0.00
09/10/2016,OFFICE OF EMERGENCY MGMT & COM,OEMC,2005,33,1.6,38957.27
09/10/2016,POLICE,POLICE,12902,15,0.1,4568.89
09/10/2016,PROCUREMENT SERV,PROCUREMENT,84,0,0.0,0.00
09/10/2016,STREETS AND SANITATION,STREETSAN,2014,7,0.3,3572.94
09/10/2016,TRANSPORTATION,TRANS,1220,1,0.1,999.68
09/10/2016,CITY TREASURER,TREASURER,24,0,0.0,0.00
09/10/2016,WATER MANAGEMENT,WATER,1862,5,0.3,5124.72
09/17/2016,ADMINISTRATIVE HEARING,AHMS,38,0,0.0,0.00
09/17/2016,COMM ANIMAL CARE AND CONTROL,ANIMAL,70,2,2.9,960.43
09/17/2016,AVIATION,AVIATION,1428,2,0.1,939.29
09/17/2016,BUS AFFAIRS AND CONSUMER PROT,BACP,167,0,0.0,0.00
09/17/2016,BUILDINGS,BUILDINGS,262,1,0.4,234.10
09/17/2016,CULTURAL AFFAIRS,CA,78,0,0.0,0.00
09/17/2016,CHICAGO BOARD OF EDUCATION,CBOE,45906,1494,3.3,1191586.94
09/17/2016,CITY COLLEGES OF CHICAGO,CCC,5623,65,1.2,97350.69
09/17/2016,FIRE DEPARTMENT,CFD,4990,28,0.6,8024.96
09/17/2016,CHICAGO HOUSING AUTHORITY,CHA,476,13,2.7,23925.77
09/17/2016,CITY CLERK,CLERK,86,0,0.0,0.00
09/17/2016,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,215,2,0.9,145.75
09/17/2016,CITY COUNCIL,COUNCIL,403,6,1.5,12412.24
09/17/2016,CHICAGO PARK DISTRICT,CPDT,2952,84,2.8,53871.63
09/17/2016,CHICAGO PUBLIC LIBRARY,CPL,946,2,0.2,2075.68
09/17/2016,CHICAGO TRANSIT AUTHORITY,CTA,11082,1461,13.2,1077388.36
09/17/2016,DOIT,DOIT,97,0,0.0,0.00
09/17/2016,BOARD OF ELECTION COMMISSIONER,ELECTIONS,115,0,0.0,0.00
09/17/2016,BOARD OF ETHICS,ETHICS,8,0,0.0,0.00
09/17/2016,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,651,6,0.9,1290.00
09/17/2016,FINANCE,FINANCE,553,1,0.2,473.84
09/17/2016,FLEET AND FACILITY MGMT,FLEETFM,981,3,0.3,459.03
09/17/2016,PUBLIC HEALTH,HEALTH,517,1,0.2,153.44
09/17/2016,COMMISSION ON HUMAN RELATIONS,HR,16,0,0.0,0.00
09/17/2016,HUMAN RESOURCES,HUMANRESOURCES,70,0,0.0,0.00
09/17/2016,IPRA,IPRA,75,0,0.0,0.00
09/17/2016,LAW,LAW,403,0,0.0,0.00
09/17/2016,OFFICE OF THE MAYOR,MAYOR,93,0,0.0,0.00
09/17/2016,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,32,0,0.0,0.00
09/17/2016,OFFICE OF BUDGET & MANAGEMENT,OBM,43,0,0.0,0.00
09/17/2016,OFFICE OF EMERGENCY MGMT & COM,OEMC,2005,34,1.7,46984.93
09/17/2016,POLICE,POLICE,12902,15,0.1,4571.90
09/17/2016,PROCUREMENT SERV,PROCUREMENT,84,0,0.0,0.00
09/17/2016,STREETS AND SANITATION,STREETSAN,2014,9,0.4,4352.94
09/17/2016,TRANSPORTATION,TRANS,1220,1,0.1,999.68
09/17/2016,CITY TREASURER,TREASURER,24,0,0.0,0.00
09/17/2016,WATER MANAGEMENT,WATER,1862,6,0.3,5347.37
09/24/2016,ADMINISTRATIVE HEARING,AHMS,38,0,0.0,0.00
09/24/2016,COMM ANIMAL CARE AND CONTROL,ANIMAL,70,2,2.9,960.43
09/24/2016,AVIATION,AVIATION,1428,2,0.1,939.29
09/24/2016,BUS AFFAIRS AND CONSUMER PROT,BACP,167,0,0.0,0.00
09/24/2016,BUILDINGS,BUILDINGS,262,1,0.4,234.10
09/24/2016,CULTURAL AFFAIRS,CA,78,0,0.0,0.00
09/24/2016,CHICAGO BOARD OF EDUCATION,CBOE,43743,1289,2.9,1032872.78
09/24/2016,CITY COLLEGES OF CHICAGO,CCC,5623,65,1.2,97464.62
09/24/2016,FIRE DEPARTMENT,CFD,4990,30,0.6,9846.09
09/24/2016,CHICAGO HOUSING AUTHORITY,CHA,502,13,2.6,23937.75
09/24/2016,CITY CLERK,CLERK,86,0,0.0,0.00
09/24/2016,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,215,2,0.9,145.75
09/24/2016,CITY COUNCIL,COUNCIL,403,6,1.5,12412.24
09/24/2016,CHICAGO PARK DISTRICT,CPDT,6824,76,1.1,47427.78
09/24/2016,CHICAGO PUBLIC LIBRARY,CPL,946,2,0.2,2078.26
09/24/2016,CHICAGO TRANSIT AUTHORITY,CTA,11113,1382,12.4,1021408.72
09/24/2016,DOIT,DOIT,97,0,0.0,0.00
09/24/2016,BOARD OF ELECTION COMMISSIONER,ELECTIONS,115,0,0.0,0.00
09/24/2016,BOARD OF ETHICS,ETHICS,8,0,0.0,0.00
09/24/2016,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,651,6,0.9,1290.00
09/24/2016,FINANCE,FINANCE,553,1,0.2,473.84
09/24/2016,FLEET AND FACILITY MGMT,FLEETFM,981,3,0.3,357.77
09/24/2016,PUBLIC HEALTH,HEALTH,517,1,0.2,153.44
09/24/2016,COMMISSION ON HUMAN RELATIONS,HR,16,0,0.0,0.00
09/24/2016,HUMAN RESOURCES,HUMANRESOURCES,70,0,0.0,0.00
09/24/2016,IPRA,IPRA,75,0,0.0,0.00
09/24/2016,LAW,LAW,403,0,0.0,0.00
09/24/2016,OFFICE OF THE MAYOR,MAYOR,93,1,1.1,390.00
09/24/2016,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,32,0,0.0,0.00
09/24/2016,OFFICE OF BUDGET & MANAGEMENT,OBM,43,0,0.0,0.00
09/24/2016,OFFICE OF EMERGENCY MGMT & COM,OEMC,2005,34,1.7,42548.14
09/24/2016,POLICE,POLICE,12902,16,0.1,4642.83
09/24/2016,PROCUREMENT SERV,PROCUREMENT,84,0,0.0,0.00
09/24/2016,STREETS AND SANITATION,STREETSAN,2014,9,0.4,4352.94
09/24/2016,TRANSPORTATION,TRANS,1220,1,0.1,999.68
09/24/2016,CITY TREASURER,TREASURER,24,0,0.0,0.00
09/24/2016,WATER MANAGEMENT,WATER,1862,7,0.4,5749.96
10/29/2016,ADMINISTRATIVE HEARING,AHMS,38,3,7.9,1178.80
10/29/2016,COMM ANIMAL CARE AND CONTROL,ANIMAL,72,5,6.9,2435.59
10/29/2016,AVIATION,AVIATION,1426,44,3.1,36513.92
10/29/2016,BUS AFFAIRS AND CONSUMER PROT,BACP,169,10,5.9,5177.22
10/29/2016,BUILDINGS,BUILDINGS,261,8,3.1,3259.59
10/29/2016,CULTURAL AFFAIRS,CA,76,0,0.0,0.00
10/29/2016,CHICAGO BOARD OF EDUCATION,CBOE,43743,2563,5.9,1774237.77
10/29/2016,CITY COLLEGES OF CHICAGO,CCC,5403,173,3.2,142707.02
10/29/2016,FIRE DEPARTMENT,CFD,4982,171,3.4,78309.64
10/29/2016,CHICAGO HOUSING AUTHORITY,CHA,502,32,6.4,30810.69
10/29/2016,CITY CLERK,CLERK,88,0,0.0,0.00
10/29/2016,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,211,6,2.8,1490.27
10/29/2016,CITY COUNCIL,COUNCIL,402,23,5.7,23316.19
10/29/2016,CHICAGO PARK DISTRICT,CPDT,6824,337,4.9,249493.37
10/29/2016,CHICAGO PUBLIC LIBRARY,CPL,943,23,2.4,25704.05
10/29/2016,CHICAGO TRANSIT AUTHORITY,CTA,11113,1985,17.9,1520742.58
10/29/2016,DOIT,DOIT,97,0,0.0,0.00
10/29/2016,BOARD OF ELECTION COMMISSIONER,ELECTIONS,114,6,5.3,1788.33
10/29/2016,BOARD OF ETHICS,ETHICS,8,0,0.0,0.00
10/29/2016,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,645,22,3.4,9507.77
10/29/2016,FINANCE,FINANCE,561,9,1.6,12402.21
10/29/2016,FLEET AND FACILITY MGMT,FLEETFM,981,26,2.7,10259.91
10/29/2016,PUBLIC HEALTH,HEALTH,522,8,1.5,2437.35
10/29/2016,COMMISSION ON HUMAN RELATIONS,HR,17,0,0.0,0.00
10/29/2016,HUMAN RESOURCES,HUMANRESOURCES,68,1,1.5,580.86
10/29/2016,IPRA,IPRA,75,2,2.7,457.10
10/29/2016,LAW,LAW,410,5,1.2,4007.95
10/29/2016,OFFICE OF THE MAYOR,MAYOR,85,1,1.2,1180.00
10/29/2016,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,30,0,0.0,0.00
