Reporting Area,MMWR Year,MMWR Week,"Tularemia, Current week","Tularemia, Current week, flag","Tularemia, Previous 52 weeks Max†","Tularemia, Previous 52 weeks Max†, flag","Tularemia, Cum 2019†","Tularemia, Cum 2019†, flag","Tularemia, Cum 2018†","Tularemia, Cum 2018†, flag","Vancomycin-intermediate Staphylococcus aureus, Current week","Vancomycin-intermediate Staphylococcus aureus, Current week, flag","Vancomycin-intermediate Staphylococcus aureus, Previous 52 weeks Max†","Vancomycin-intermediate Staphylococcus aureus, Previous 52 weeks Max†, flag","Vancomycin-intermediate Staphylococcus aureus, Cum 2019†","Vancomycin-intermediate Staphylococcus aureus, Cum 2019†, flag","Vancomycin-intermediate Staphylococcus aureus, Cum 2018†","Vancomycin-intermediate Staphylococcus aureus, Cum 2018†, flag",Location 1,Location 2
NEW JERSEY,2019,20,,-,1,,,-,,-,,-,1,,1,,2,,"NEW JERSEY
(40.110253, -74.655514)",
WASHINGTON,2019,20,,-,1,,,-,,-,,N,,NC,,N,,N,"WASHINGTON
(47.411715, -120.592492)",
WEST SOUTH CENTRAL,2019,20,1,,14,,9,,6,,,-,1,,,-,9,,,WEST SOUTH CENTRAL
EAST NORTH CENTRAL,2019,20,,-,2,,,-,1,,,-,2,,5,,8,,,EAST NORTH CENTRAL
OHIO,2019,20,,-,1,,,-,,-,,-,2,,3,,3,,"OHIO
(40.415534, -82.70936)",
RHODE ISLAND,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",
WYOMING,2019,20,,-,1,,,-,,-,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",
KENTUCKY,2019,20,,-,3,,,-,,-,,N,,NC,,N,,N,"KENTUCKY
(37.526683, -85.290484)",
CONNECTICUT,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",
NEBRASKA,2019,20,1,,1,,4,,,-,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",
MAINE,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",
NORTHERN MARIANA ISLANDS,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
PUERTO RICO,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
WISCONSIN,2019,20,,-,1,,,-,,-,,-,2,,,-,2,,"WISCONSIN
(44.639954, -89.732969)",
IDAHO,2019,20,,-,1,,,-,1,,,N,,NC,,N,,N,"IDAHO
(44.389073, -114.659366)",
SOUTH DAKOTA,2019,20,,-,2,,1,,2,,,N,,NC,,N,,N,"SOUTH DAKOTA
(44.43614, -100.230491)",
MONTANA,2019,20,,-,2,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",
US TERRITORIES,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
ALASKA,2019,20,,-,0,,,-,,-,,N,,NC,,N,,N,"ALASKA
(63.631126, -151.631889)",
NORTH DAKOTA,2019,20,,-,1,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",
UTAH,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",
NEW YORK,2019,20,,-,0,,,-,,-,,-,1,,2,,1,,"NEW YORK
(42.921241, -75.59655)",
TEXAS,2019,20,,-,0,,,-,,-,,-,1,,,-,1,,"TEXAS
(31.447238, -99.317341)",
OKLAHOMA,2019,20,,-,13,,3,,3,,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",
NEW HAMPSHIRE,2019,21,,-,0,,,-,,-,,N,,NC,,N,,N,"NEW HAMPSHIRE
(43.680429, -71.57139)",
WASHINGTON,2019,21,,-,1,,,-,,-,,N,,NC,,N,,N,"WASHINGTON
(47.411715, -120.592492)",
NORTH DAKOTA,2019,21,,-,1,,1,,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",
ARIZONA,2019,21,,-,0,,,-,,-,,-,1,,2,,2,,"ARIZONA
(34.293239, -111.664616)",
MONTANA,2019,21,,-,1,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",
SOUTH ATLANTIC,2019,21,,-,2,,,-,2,,1,,1,,4,,2,,,SOUTH ATLANTIC
MISSOURI,2019,21,,-,4,,1,,4,,,-,1,,2,,4,,"MISSOURI
(38.3675, -92.477244)",
OREGON,2019,21,,-,2,,2,,2,,,N,,NC,,N,,N,"OREGON
(43.940449, -120.605279)",
SOUTH CAROLINA,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",
WISCONSIN,2019,21,,-,1,,,-,,-,,-,2,,,-,2,,"WISCONSIN
(44.639954, -89.732969)",
NEW JERSEY,2019,21,,-,1,,,-,,-,,-,1,,1,,2,,"NEW JERSEY
(40.110253, -74.655514)",
MARYLAND,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",
NEVADA,2019,21,,-,1,,,-,,-,,-,1,,,-,,-,"NEVADA
(39.283294, -114.916992)",
TENNESSEE,2019,21,,-,1,,,-,1,,,-,1,,1,,2,,"TENNESSEE
(35.842998, -86.343226)",
COLORADO,2019,21,,-,2,,,-,,-,,N,,NC,,N,,N,"COLORADO
(38.998552, -105.547832)",
WEST NORTH CENTRAL,2019,21,,-,6,,7,,13,,,-,1,,2,,4,,,WEST NORTH CENTRAL
WYOMING,2019,21,,-,1,,,-,,-,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",
NON-US RESIDENTS,2019,21,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
U.S. VIRGIN ISLANDS,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
HAWAII,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",
DELAWARE,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",
MICHIGAN,2019,21,,-,1,,,-,,-,,-,2,,1,,,-,"MICHIGAN
(44.874798, -85.730977)",
ALABAMA,2019,21,,-,1,,1,,,-,,-,0,,,-,1,,"ALABAMA
(32.756889, -86.844516)",
CALIFORNIA,2019,21,,-,1,,2,,3,,,N,,NC,,N,,N,"CALIFORNIA
(37.211164, -119.662127)",
ALASKA,2019,21,,-,0,,,-,,-,,N,,NC,,N,,N,"ALASKA
(63.631126, -151.631889)",
CONNECTICUT,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",
TOTAL,2019,21,2,,18,,27,,34,,1,,4,,20,,35,,,TOTAL
GUAM,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MAINE,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",
MOUNTAIN,2019,21,,-,2,,2,,2,,,-,1,,2,,2,,,MOUNTAIN
NEW ENGLAND,2019,21,,-,1,,,-,2,,,-,1,,,-,,-,,NEW ENGLAND
OHIO,2019,21,,-,1,,,-,,-,,-,2,,3,,3,,"OHIO
(40.415534, -82.70936)",
US RESIDENTS,2019,21,2,,18,,27,,34,,1,,4,,20,,35,,,US RESIDENTS
EAST NORTH CENTRAL,2019,21,,-,2,,,-,1,,,-,2,,6,,9,,,EAST NORTH CENTRAL
OKLAHOMA,2019,21,1,,13,,4,,3,,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",
ARKANSAS,2019,21,1,,10,,8,,5,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",
IDAHO,2019,21,,-,1,,,-,1,,,N,,NC,,N,,N,"IDAHO
(44.389073, -114.659366)",
LOUISIANA,2019,21,,-,0,,,-,,-,,-,0,,,-,8,,"LOUISIANA
(30.921314, -91.840238)",
WEST SOUTH CENTRAL,2019,21,2,,14,,12,,8,,,-,0,,,-,9,,,WEST SOUTH CENTRAL
EAST SOUTH CENTRAL,2019,21,,-,3,,1,,1,,,-,1,,1,,3,,,EAST SOUTH CENTRAL
WEST VIRGINIA,2019,21,,-,0,,,-,1,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",
PUERTO RICO,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
VERMONT,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",
KENTUCKY,2019,21,,-,3,,,-,,-,,N,,NC,,N,,N,"KENTUCKY
(37.526683, -85.290484)",
FLORIDA,2019,21,,-,1,,,-,,-,1,,1,,1,,2,,"FLORIDA
(28.260731, -82.420978)",
US TERRITORIES,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
PENNSYLVANIA,2019,21,,-,1,,1,,,-,,-,1,,2,,3,,"PENNSYLVANIA
(40.896694, -77.838886)",
MISSISSIPPI,2019,21,,-,0,,,-,,-,,-,1,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",
MINNESOTA,2019,21,,-,1,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",
INDIANA,2019,21,,-,1,,,-,,-,,N,,NC,,N,,N,"INDIANA
(39.919991, -86.2818)",
ILLINOIS,2019,21,,-,2,,,-,1,,,-,1,,2,,4,,"ILLINOIS
(40.124144, -89.148632)",
PACIFIC,2019,21,,-,3,,4,,5,,,-,0,,,-,,-,,PACIFIC
MIDDLE ATLANTIC,2019,21,,-,1,,1,,,-,,-,2,,5,,6,,,MIDDLE ATLANTIC
NORTH CAROLINA,2019,21,,-,2,,,-,1,,,-,1,,2,,,-,"NORTH CAROLINA
(35.52603, -79.130883)",
DISTRICT OF COLUMBIA,2019,21,,-,0,,,-,,-,,N,,NC,,N,,N,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",
NORTHERN MARIANA ISLANDS,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
SOUTH DAKOTA,2019,21,,-,1,,1,,2,,,N,,NC,,N,,N,"SOUTH DAKOTA
(44.43614, -100.230491)",
GEORGIA,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",
KANSAS,2019,21,,-,3,,,-,7,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",
NEW MEXICO,2019,21,,-,1,,2,,1,,,N,,NC,,N,,N,"NEW MEXICO
(34.421369, -106.108388)",
IOWA,2019,21,,-,1,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",
NEBRASKA,2019,21,,-,1,,4,,,-,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",
UTAH,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",
NEW YORK,2019,21,,-,0,,,-,,-,,-,1,,2,,1,,"NEW YORK
(42.921241, -75.59655)",
RHODE ISLAND,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",
TEXAS,2019,21,,-,0,,,-,,-,,-,0,,,-,1,,"TEXAS
(31.447238, -99.317341)",
VIRGINIA,2019,21,,-,1,,,-,,-,,-,1,,1,,,-,"VIRGINIA
(37.510861, -78.666382)",
NEW YORK CITY,2019,21,,-,0,,,-,,-,,-,1,,,-,,-,,NEW YORK CITY
MASSACHUSETTS,2019,21,,-,1,,,-,2,,,-,1,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",
AMERICAN SAMOA,2019,21,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA
