File Number,Date,Source,Allegation,Status,Finding
17-0257,11/02/2017,Internal,Conformance to Law,Completed,Corrective Action Taken
18-0036,02/26/2018,External,Maintenance of Property,Completed,No Corrective Action Tak
18-0047,03/23/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
18-0051,03/26/2018,Internal,Punctuality,Completed,Corrective Action Taken
18-0060,04/11/2018,Internal,Courtesy,Completed,Corrective Action Taken
18-0047,03/23/2018,External,Courtesy,Completed,Corrective Action Taken
18-0050,03/26/2018,External,Courtesy,Completed,Corrective Action Taken
18-0051,03/26/2018,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
18-0036,02/26/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
18-0056,04/02/2018,External,Conformance to Law,Completed,Corrective Action Taken
18-0046,03/23/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
18-0069,05/01/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
18-0041,03/01/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
17-0298,01/02/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
17-0242,10/16/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,Unfounded
18-0008,01/23/2018,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Sustained
17-0242,10/16/2017,External,Conformance to Law,Completed,Unfounded
18-0008,01/23/2018,Internal,Conformance to Law,Completed,Sustained
18-0096,06/11/2018,External,Discrim/Race/Sex,Completed,Declined
18-0099,06/11/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
18-0043,03/14/2018,Internal,Conformance to Law,Completed,Administrative Closure
18-0098,06/11/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
18-0095,06/11/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
18-0097,06/11/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
18-0094,06/11/2018,Internal,Conduct Unbecoming,Completed,Declined
18-0043,03/14/2018,Internal,Conduct Unbecoming,Completed,Administrative Closure
18-0096,06/11/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
18-0043,03/14/2018,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure
18-0043,03/14/2018,Internal,Abuse of Process,Completed,Administrative Closure
18-0024,02/12/2018,External,Courtesy,Completed,Administrative Closure
18-0061,04/11/2018,External,Maintenance of Property,Completed,No Corrective Action Tak
18-0089,05/24/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
17-0237,10/10/2017,Internal,Conformance to Law,Completed,Administrative Closure
17-0204,08/30/2017,Internal,Compliance with Orders,Completed,Sustained
17-0238,10/10/2017,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Sustained
17-0238,10/10/2017,Internal,Conformance to Law,Completed,Sustained
18-0057,04/03/2018,External,Courtesy,Completed,Corrective Action Taken
17-0238,10/10/2017,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure
18-0024,02/12/2018,External,Use of Force,Completed,Exonerated
18-0057,04/03/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
18-0063,04/17/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
18-0063,04/17/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
17-0204,08/30/2017,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Sustained
18-0061,04/11/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
18-0089,05/24/2018,External,Courtesy,Completed,No Corrective Action Tak
18-0064,04/19/2018,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure
17-0204,08/30/2017,Internal,Conduct Unbecoming,Completed,Sustained
17-0265,11/13/2017,External,Use of Force,Completed,Exonerated
17-0265,11/13/2017,External,Courtesy,Completed,Insufficent Evidence
17-0230,10/02/2017,Internal,Discrimination/Harassment,Completed,Sustained
17-0252,10/31/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
18-0034,02/21/2018,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
18-0117,07/10/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
18-0062,04/17/2018,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
18-0079,05/10/2018,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
18-0116,07/10/2018,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
17-0240,10/12/2017,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
17-0230,10/02/2017,Internal,Conduct Unbecoming,Completed,Sustained
18-0077,05/10/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
18-0068,04/26/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
18-0054,03/29/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
18-0087,05/21/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
18-0091,06/05/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
18-0123,07/13/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
18-0086,05/21/2018,External,Courtesy,Completed,Corrective Action Taken
18-0078,05/10/2018,External,Conformance to Law,Completed,Corrective Action Taken
18-0077,05/10/2018,External,Maintenance of Property,Completed,No Corrective Action Tak
17-0205,08/30/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,Exonerated
17-0205,08/30/2017,External,Use of Force,Completed,Exonerated
18-0067,04/25/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
18-0125,07/17/2018,External,Conformance to Law,Completed,Corrective Action Taken
17-0193,08/23/2017,External,Conformance to Law,Completed,Administrative Closure
18-0114,07/02/2018,External,Conformance to Law,Completed,Corrective Action Taken
16-0117,05/31/2016,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Sustained
18-0126,07/17/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
17-0263,11/13/2017,Internal,Conformance to Law,Completed,Administrative Closure
18-0110,07/02/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
18-0085,05/21/2018,External,Courtesy,Completed,No Corrective Action Tak
18-0113,07/02/2018,External,Conformance to Law,Completed,Corrective Action Taken
18-0127,07/17/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
18-0093,06/11/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
18-0071,05/09/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
18-0140,08/20/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
18-0137,08/20/2018,External,Conformance to Law,Active,
18-0137,08/20/2018,External,Neglect of Duty/Unsatisfactory Performance,Active,
18-0139,08/20/2018,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
18-0124,07/17/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
18-0137,08/20/2018,External,Courtesy,Active,
18-0066,04/25/2018,External,Courtesy,Completed,Corrective Action Taken
18-0137,08/20/2018,External,Use of Force,Active,
18-0066,04/25/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
18-0028,02/20/2018,Internal,Untruthful Statements,Completed,Administrative Closure
18-0146,08/29/2018,External,Courtesy,Completed,Declined
18-0145,08/29/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
17-0208,09/08/2017,Internal,Conduct Unbecoming,Completed,Insufficent Evidence
18-0148,08/30/2018,External,Use of Force,Completed,Declined
17-0208,09/08/2017,Internal,Maintenance of Property,Completed,Sustained
18-0146,08/29/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
18-0132,07/31/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure
18-0148,08/30/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
17-0117,05/22/2017,External,Conformance to Law,Completed,Sustained
18-0147,08/30/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
18-0147,08/30/2018,External,Conformance to Law,Completed,Declined
17-0208,09/08/2017,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Sustained
18-0143,08/29/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
18-0144,08/29/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
18-0104,06/19/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
17-0099,05/01/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,Sustained
17-0213,09/13/2017,External,Conformance to Law,Completed,Administrative Closure
17-0264,11/13/2017,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Sustained
17-0213,09/13/2017,External,Use of Force,Completed,Administrative Closure
17-0213,09/13/2017,External,Abuse of Process,Completed,Exonerated
17-0213,09/13/2017,External,Untruthful Statements,Completed,Exonerated
17-0213,09/13/2017,External,Conduct Unbecoming,Completed,Exonerated
17-0213,09/13/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure
17-0213,09/13/2017,External,Courtesy,Completed,Administrative Closure
18-0150,08/30/2018,External,Conformance to Law,Completed,Corrective Action Taken
18-0119,07/10/2018,Internal,Maintenance of Property,Completed,No Corrective Action Tak
18-0112,07/02/2018,External,Conformance to Law,Completed,No Corrective Action Tak
18-0115,07/09/2018,Internal,Courtesy,Completed,Corrective Action Taken
18-0072,05/09/2018,External,Discrim/Race/Sex,Completed,Unfounded
18-0023,02/09/2018,Internal,Discrimination/Harassment,Completed,Administrative Closure
18-0118,07/10/2018,External,Courtesy,Completed,Corrective Action Taken
18-0115,07/09/2018,Internal,Courtesy,Completed,No Corrective Action Tak
18-0115,07/09/2018,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
18-0080,05/10/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
18-0055,04/02/2018,External,Courtesy,Completed,Corrective Action Taken
18-0072,05/09/2018,External,Conduct Unbecoming,Completed,Unfounded
18-0119,07/10/2018,Internal,Maintenance of Property,Completed,Corrective Action Taken
18-0076,05/10/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
18-0119,07/10/2018,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
18-0119,07/10/2018,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
18-0167,09/25/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
18-0159,09/05/2018,External,Conformance to Law,Completed,Corrective Action Taken
18-0176,09/27/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
18-0176,09/27/2018,External,Discrim/Race/Sex,Completed,Declined
18-0168,09/25/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
18-0180,10/02/2018,External,Soliciting/Endorsements,Completed,Declined
18-0184,10/03/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
18-0027,02/13/2018,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
18-0138,08/20/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
18-0188,10/05/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
18-0160,09/06/2018,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
17-0231,10/02/2017,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Sustained
17-0293,12/21/2017,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Sustained
18-0173,09/26/2018,External,Conformance to Law,Completed,Corrective Action Taken
17-0231,10/02/2017,Internal,Conformance to Law,Completed,Administrative Closure
17-0293,12/21/2017,Internal,Untruthful Statements,Completed,Sustained
17-0231,10/02/2017,Internal,Conformance to Law,Completed,Unfounded
18-0196,10/16/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
17-0231,10/02/2017,Internal,Conformance to Law,Completed,Sustained
17-0293,12/21/2017,Internal,Conduct Unbecoming,Completed,Sustained
17-0279,12/11/2017,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Unfounded
17-0279,12/11/2017,Internal,Conformance to Law,Completed,Unfounded
17-0279,12/11/2017,Internal,Conduct Unbecoming,Completed,Unfounded
18-0151,08/30/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
17-0268,11/17/2017,External,Courtesy,Completed,Exonerated
18-0158,09/05/2018,External,Conformance to Law,Completed,Corrective Action Taken
18-0149,08/30/2018,External,Discrimination/Harassment,Completed,No Corrective Action Tak
18-0172,09/25/2018,External,Courtesy,Completed,Corrective Action Taken
17-0268,11/17/2017,External,Conformance to Law,Completed,Exonerated
17-0268,11/17/2017,External,Use of Force,Completed,Exonerated
18-0149,08/30/2018,External,Courtesy,Completed,No Corrective Action Tak
18-0163,09/07/2018,Internal,Conformance to Law,Completed,Corrective Action Taken
18-0172,09/25/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
18-0135,08/09/2018,External,Conduct Unbecoming,Completed,Corrective Action Taken
18-0149,08/30/2018,External,Abuse of Authority,Completed,No Corrective Action Tak
18-0163,09/07/2018,Internal,Conduct Unbecoming,Completed,Corrective Action Taken
18-0158,09/05/2018,External,Courtesy,Completed,Corrective Action Taken
18-0133,08/07/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
18-0103,06/18/2018,External,Courtesy,Completed,No Corrective Action Tak
17-0251,10/30/2017,Internal,Conformance to Law,Completed,Sustained
18-0207,11/01/2018,Internal,Discrim/Race/Sex,Active,
17-0251,10/30/2017,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Sustained
19-0077,04/29/2019,Internal,Conformance to Law,Active,
18-0103,06/18/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
18-0211,11/02/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
18-0215,11/13/2018,External,Discrimination/Harassment,Active,
18-0215,11/13/2018,External,Conduct Unbecoming,Active,
18-0191,10/11/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
18-0102,06/15/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,Sustained
18-0203,10/24/2018,External,Conformance to Law,Completed,No Corrective Action Tak
18-0102,06/15/2018,External,Abuse of Authority,Completed,Unfounded
18-0193,10/16/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
18-0155,09/04/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
