Reporting Area,MMWR Year,MMWR Week,"Rabies, Animal, Current week","Rabies, Animal, Current week, flag","Rabies, Animal, Previous 52 weeks Max†","Rabies, Animal, Previous 52 weeks Max†, flag","Rabies, Animal, Cum 2019†","Rabies, Animal, Cum 2019†, flag","Rabies, Animal, Cum 2018†","Rabies, Animal, Cum 2018†, flag","Rabies, Human, Current week","Rabies, Human, Current week, flag","Rabies, Human, Previous 52 weeks Max†","Rabies, Human, Previous 52 weeks Max†, flag","Rabies, Human, Cum 2019†","Rabies, Human, Cum 2019†, flag","Rabies, Human, Cum 2018†","Rabies, Human, Cum 2018†, flag",Location 1,Location 2
ARKANSAS,2019,20,1,,7,,13,,9,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",
COLORADO,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",
INDIANA,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",
ARIZONA,2019,20,,N,,NC,,N,,N,,-,0,,,-,,-,"ARIZONA
(34.293239, -111.664616)",
NEW JERSEY,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",
FLORIDA,2019,20,,-,26,,47,,134,,,-,0,,,-,1,,"FLORIDA
(28.260731, -82.420978)",
NEBRASKA,2019,20,,-,3,,2,,6,,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",
MISSOURI,2019,20,,-,4,,6,,2,,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",
PENNSYLVANIA,2019,20,,-,12,,,-,103,,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",
WEST NORTH CENTRAL,2019,20,1,,6,,27,,28,,,-,0,,,-,,-,,WEST NORTH CENTRAL
NEW MEXICO,2019,20,,-,2,,7,,2,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",
US TERRITORIES,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
PACIFIC,2019,20,,-,9,,39,,42,,,-,0,,,-,,-,,PACIFIC
MAINE,2019,21,3,,5,,27,,17,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",
AMERICAN SAMOA,2019,21,,U,,NC,,U,,U,,-,0,,,-,,-,,AMERICAN SAMOA
MINNESOTA,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",
MISSISSIPPI,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",
IOWA,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",
ARKANSAS,2019,21,,-,7,,13,,10,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",
US RESIDENTS,2019,21,41,,108,,712,,1117,,,-,1,,,-,1,,,US RESIDENTS
NEW JERSEY,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",
IDAHO,2019,21,,-,3,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",
EAST SOUTH CENTRAL,2019,21,5,,8,,20,,20,,,-,0,,,-,,-,,EAST SOUTH CENTRAL
ALABAMA,2019,21,4,,5,,17,,17,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",
CONNECTICUT,2019,21,,-,3,,8,,17,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",
ALASKA,2019,21,,-,2,,7,,3,,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",
DELAWARE,2019,21,,-,0,,,-,,-,,-,1,,,-,,-,"DELAWARE
(38.994926, -75.452394)",
INDIANA,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",
COLORADO,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",
MASSACHUSETTS,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",
MIDDLE ATLANTIC,2019,21,8,,36,,196,,330,,,-,0,,,-,,-,,MIDDLE ATLANTIC
FLORIDA,2019,21,,-,26,,51,,134,,,-,0,,,-,1,,"FLORIDA
(28.260731, -82.420978)",
VIRGINIA,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",
OREGON,2019,21,,-,3,,,-,1,,,-,0,,,-,,-,"OREGON
(43.940449, -120.605279)",
WYOMING,2019,21,,-,3,,3,,18,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",
TOTAL,2019,21,41,,108,,712,,1117,,,-,1,,,-,1,,,TOTAL
TENNESSEE,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",
TEXAS,2019,21,2,,44,,2,,238,,,-,0,,,-,,-,"TEXAS
(31.447238, -99.317341)",
NEW MEXICO,2019,21,1,,2,,9,,3,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",
KANSAS,2019,21,1,,3,,20,,15,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",
PACIFIC,2019,21,,-,9,,52,,49,,,-,0,,,-,,-,,PACIFIC
SOUTH ATLANTIC,2019,21,12,,35,,311,,327,,,-,1,,,-,1,,,SOUTH ATLANTIC
OKLAHOMA,2019,21,,-,8,,8,,4,,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",
NORTH CAROLINA,2019,21,12,,17,,125,,99,,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",
SOUTH CAROLINA,2019,21,,N,,NC,,N,,N,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",
GEORGIA,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",
NEW ENGLAND,2019,21,8,,13,,48,,67,,,-,0,,,-,,-,,NEW ENGLAND
HAWAII,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",
DISTRICT OF COLUMBIA,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",
NEVADA,2019,21,,-,2,,,-,2,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",
NON-US RESIDENTS,2019,21,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
WISCONSIN,2019,21,,N,,NC,,N,,N,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",
CALIFORNIA,2019,21,,-,9,,45,,45,,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",
U.S. VIRGIN ISLANDS,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
UTAH,2019,21,,-,2,,,-,,-,,-,1,,,-,,-,"UTAH
(39.323779, -111.678222)",
KENTUCKY,2019,21,1,,8,,3,,3,,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",
MONTANA,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",
WEST VIRGINIA,2019,21,,-,10,,25,,1,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",
NEW HAMPSHIRE,2019,21,1,,3,,8,,15,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",
WEST SOUTH CENTRAL,2019,21,2,,45,,23,,252,,,-,0,,,-,,-,,WEST SOUTH CENTRAL
GUAM,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
OHIO,2019,21,1,,6,,10,,5,,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",
WEST NORTH CENTRAL,2019,21,3,,6,,30,,30,,,-,0,,,-,,-,,WEST NORTH CENTRAL
EAST NORTH CENTRAL,2019,21,2,,24,,20,,19,,,-,0,,,-,,-,,EAST NORTH CENTRAL
MISSOURI,2019,21,1,,4,,7,,4,,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",
LOUISIANA,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",
SOUTH DAKOTA,2019,21,,-,2,,,-,5,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",
NORTH DAKOTA,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",
ILLINOIS,2019,21,,-,13,,4,,3,,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",
RHODE ISLAND,2019,21,,-,3,,1,,8,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",
NEW YORK,2019,21,8,,29,,196,,221,,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",
MARYLAND,2019,21,,-,11,,110,,93,,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",
WASHINGTON,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",
NEBRASKA,2019,21,1,,3,,3,,6,,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",
MOUNTAIN,2019,21,1,,6,,12,,23,,,-,1,,,-,,-,,MOUNTAIN
ARIZONA,2019,21,,N,,NC,,N,,N,,-,0,,,-,,-,"ARIZONA
(34.293239, -111.664616)",
MICHIGAN,2019,21,1,,7,,6,,11,,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",
PENNSYLVANIA,2019,21,,-,12,,,-,109,,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",
US TERRITORIES,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
NEW YORK CITY,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY
PUERTO RICO,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
VERMONT,2019,21,4,,5,,4,,10,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",
NORTHERN MARIANA ISLANDS,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
