Business Name,Industry,Complaint Type,Mediation Start Date,Mediation Close Date,Complaint Result,Satisfaction,Restitution,Business Building,Business Street,Building Address Unit,Business City,Business State,Business Zip,Complainant Zip ,Longitude,Latitude
OH & BENNY CORPORATION,Dry Cleaners - 230,Damaged Goods - D01,04/16/2019,04/23/2019,Cash Amount - AMT,Yes,50.00,7908,3RD AVE,,BROOKLYN,NY,11209,11209,-74.0290476340261,40.62841711338558
"DASWANI ENTERPRISES,LTD.",Jewelry Store-Retail - 823,Misrepresentation - M01,04/22/2019,04/26/2019,Cash Amount - AMT,Yes,15.00,463,FULTON ST,# 463,BROOKLYN,NY,11201,11221,,
NEW YORK CONTRACTING GROUP 1 CORP,Home Improvement Contractor - 100,Quality of Work - Q01,06/04/2019,07/10/2019,No Business Response - NVR,No,0.00,319,PEPPERIDGE RD,,HEWLETT,NY,11557,11216,-73.94284181415846,40.682618757241215
DESIGNER AUTO WORLD INC,Tow Truck Company - 124,Surcharge/Overcharge - S02,01/24/2020,02/25/2020,Cash Amount - AMT,Yes,150.00,840,5TH AVE,,BROOKLYN,NY,11232,,-74.01178857864222,40.65404549665694
"BOB'S DISCOUNT FURNITURE, LLC",Furniture Sales - 242,Refund Policy - R01,04/05/2019,05/01/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,428,TOLLAND TPKE,,MANCHESTER,CT,06042,11236,,
SRT ROOFING INC,Home Improvement Contractor - 100,Damaged Goods - D01,09/11/2019,10/28/2019,Consumer Took Action - CTA,No,0.00,10737,71ST AVE,,FOREST HILLS,NY,11375,10453,-73.8535330750653,40.72043951432596
DESIGNER AUTO WORLD INC,Tow Truck Company - 124,Surcharge/Overcharge - S02,10/23/2019,11/20/2019,Cash Amount - AMT,Yes,400.00,,,,,,,11226,-74.01178857864222,40.65404549665694
RESURGENT CAPITAL SERVICES L.P.,Debt Collection Agency - 122,Misrepresentation - M01,05/16/2019,06/20/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,55,BEATTIE PL,300,GREENVILLE,SC,29601,10039,,
ORGANIC CAPITAL GROUP INC,Tax Preparers - 891,Non-Delivery of Goods - N01,05/23/2019,06/03/2019,Referred to Outside - RTO,NA,0.00,5306,CHURCH AVE,,BROOKLYN,NY,11203,11203,-73.94900631378961,40.650826145736154
CREATED FOR A PURPOSE LLC,Other,Misrepresentation - M01,06/03/2019,07/01/2019,No Consumer Response - NCR,NA,0.00,3702,ASTORIA BLVD,204,ASTORIA,NY,11103,11236,,
JACK MILES,Travel Agency - 440,Misrepresentation - M01,12/27/2019,01/22/2020,Cash Amount - AMT,Yes,1957.00,18908,,,HOLLIS,NY,11423,11701,,
"AJS GOLD & DIAMOND, INC.",Jewelry Store-Retail - 823,Exchange Goods/Contract Cancelled - E01,02/05/2019,02/07/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,126,W 125TH ST,,NEW YORK,NY,10027,10026,-73.94657745316267,40.80822577590954
165 WEST 66TH STREET PARKING LLC,Garage - 049,Surcharge/Overcharge - S02,12/23/2019,12/27/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,270,MADISON AVE,2,NEW YORK,NY,10016,11783,-73.9848322318157,40.77499846867146
NY PREMIER LIMOUSINE,Other,Cancellation Fee,03/09/2020,04/08/2020,Credit Card Refund and/or Contract Cancelled - CRC,Yes,0.00,3753,90TH ST,,JACKSON HEIGHTS,NY,11372,,,
FANCY,Retail Store - 820,,06/18/2019,07/09/2019,No Business Response - NVR,No,0.00,96,SPRING ST,5,NEW YORK,NY,10012,19804,,
NYC NU CONTRACTORS INC,Home Improvement Contractor - 100,Misrepresentation - M01,04/05/2019,05/03/2019,Advised to Sue - ATS,No,0.00,4768,BROADWAY,,NEW YORK,NY,10034,11367,,
SAKS FIFTH AVENUE,Misc Non-Food Retail - 817,Misrepresentation - M01,07/30/2019,09/03/2019,Advised to Sue - ATS,No,0.00,611,5TH AVE,8TH FL,NEW YORK,NY,10022,10301,-73.9775772116447,40.75800184808886
COHEN FASHION OPTICAL-BAYSIDE,Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,05/29/2019,07/10/2019,Advised to Sue - ATS,No,0.00,21156,26TH AVE,,BAYSIDE,NY,11360,11365,-73.77813437106863,40.77804662917105
EXPRESS FURNITURE WAREHOUSE 26,Furniture Sales - 242,Damaged Goods - D01,12/20/2018,01/25/2019,Advised to Sue - ATS,No,0.00,700,GRAND CONCOURSE,,BRONX,NY,10451,10469,-73.92515544314607,40.821937465279525
P.R.B. AND SON CONSTRUCTION CORP.,Home Improvement Contractor - 100,Non-Delivery of Service - N02,05/24/2019,06/13/2019,No Business Response - NVR,No,0.00,PO BOX,P O BOX 33,,ROXBURY,NY,12474,11234,-73.9022684823128,40.61406789327954
GREENTREE CONSTRUCTION INC.,Home Improvement Contractor - 100,Quality of Work - Q01,02/03/2020,02/24/2020,Goods Repaired - GRS,Yes,0.00,24646,57TH DR,,DOUGLASTON,NY,11362,11434,,
,Tax Preparers - 891,Surcharge/Overcharge - S02,03/02/2020,04/14/2020,Resolved and Consumer Satisfied - SPF,Yes,0.00,,,,,,,10460,-73.88773432317033,40.84372758404553
AVIANCA AIRLINES,Travel Agency - 440,Non-Delivery of Service - N02,02/06/2020,04/03/2020,Advised to Sue - ATS,No,0.00,122,E 42ND ST,2525,NEW YORK,NY,10168,11421,-73.97644967230369,40.75160087571556
KING RAJA CONTRACTING CORP.,Home Improvement Contractor - 100,Quality of Work - Q01,08/13/2019,09/12/2019,Referred to Outside - RTO,NA,0.00,1236,ADEE AVE,,BRONX,NY,10469,11428,,
EXCELLENT CONTRACTING LLC,Home Improvement Contractor - 100,Quality of Work - Q01,07/26/2019,09/03/2019,Cash Amount - AMT,Yes,37000.00,902,41ST ST,APT B4,BROOKLYN,NY,11219,11217,-73.9798828537405,40.67727888710914
RUNWAY TOWING CORP.,Tow Truck Company - 124,Surcharge/Overcharge - S02,10/07/2019,10/31/2019,Cash Amount - AMT,Yes,139.00,12420,S CONDUIT AVE,,S OZONE PARK,NY,11420,10457,-73.81646246804654,40.66515602871917
RAYMOUR & FLANIGAN FURNITURE,Furniture Sales - 242,Non-Delivery of Goods - N01,07/02/2019,07/26/2019,Credit Card Refund and/or Contract Cancelled - CRC,Yes,2317.00,7248,MORGAN RD,,LIVERPOOL,NY,13090,11226,-73.98971972761406,40.735606420313474
FLYCLEANERS,Laundry - 064,Lost Property - L02,07/03/2019,07/12/2019,Cash Amount - AMT,Yes,225.00,20,W 22ND ST,512,NEW YORK,NY,10010,,,
"LOWE'S HOME CENTERS, INC",Misc Non-Food Retail - 817,Advertising/Misleading - A02,05/06/2019,06/25/2019,Store Credit - SCR,Yes,250.00,1000,LOWES BLVD,,MOORESVILLE,NC,28117,11694,,
7 DAYS TOWING INC.,Tow Truck Company - 124,Other - Z01,09/11/2019,09/27/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,4519,BROADWAY,,NEW YORK,NY,10040,10451,,
SPRINT SPECTRUM L.P.,Electronic Store - 001,,03/26/2019,04/17/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,6500,SPRINT PARKWAY,,OVERLAND PARK,NY,66251,,,
TRANSWORLD SYSTEMS INC.,Debt Collection Agency - 122,Billing Dispute - B02,08/06/2019,08/20/2019,Bill Reduced - BLR,Yes,35.00,500,VIRGINIA DR,514,FT WASHINGTON,PA,19034,10075,,
520 WEST PARKING CORP.,Garage - 049,Damage / Estimate,04/10/2019,05/13/2019,Goods Repaired - GRS,Yes,2583.00,107,W 13TH ST,,NEW YORK,NY,10011,11580,-73.99624586489067,40.76082282118298
"MYSTIC INDUSTRIES, INC.",Home Improvement Contractor - 100,Breach of Contract - B03,08/29/2019,09/17/2019,Cash Amount - AMT,Yes,11900.00,1815,215TH ST,17J,BAYSIDE,NY,11360,11236,-73.77630263729182,40.78375215551148
MOBILESHACK INC,Electronic Store - 001,,12/31/2019,01/21/2020,Advised to Sue - ATS,No,0.00,566,FASHION AVE,,NEW YORK,NY,10018,12508,-73.98771710887013,40.755008858572324
"W K PARKING, CORP",Garage - 049,Surcharge/Overcharge - S02,02/24/2020,04/21/2020,No Satisfactory Agreement - NSA,No,0.00,525,E 11TH ST,,NEW YORK,NY,10009,10009,,
SAKS FIFTH AVENUE OFF 5TH,Retail Store - 820,Non-Delivery of Goods - N01,01/21/2020,02/07/2020,Unable to Locate Business - ULV,NA,0.00,360,W 31ST ST,,NEW YORK,NY,10001,10453,,
"MAJOR WORLD CDJR, LLC",Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,11/22/2019,12/18/2019,Goods Repaired - GRS,Yes,0.00,4340,NORTHERN BLVD,,LONG ISLAND CITY,NY,11101,11542,-73.91968481352149,40.753460924751224
"EASTERN ACCOUNT SYSTEM OF CONNECTICUT, INC.",Debt Collection Agency - 122,Billing Dispute - B02,11/08/2019,11/13/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,75,GLEN RD,STE 110,SANDY HOOK,CT,06482,10467,,
RUNWAY TOWING CORP.,Tow Truck Company - 124,Misrepresentation - M01,06/26/2019,07/01/2019,Referred to Outside - RTO,NA,0.00,12420,S CONDUIT AVE,,S OZONE PARK,NY,11420,11756,-73.80758310818229,40.66060438891354
COUNTRYWIDE CONSTRUCTION,Home Improvement Contractor - 100,Quality of Work - Q01,01/11/2019,02/13/2019,Unable to Locate Business - ULV,NA,0.00,12021,101ST AVE,,SOUTH RICHMOND HILL,NY,11419,11420,-73.82465795091346,40.69034118461954
ASHLEY FURNITURE CO.,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,01/24/2019,02/07/2019,Goods Exchanged - GEX,Yes,0.00,1,ASHLEY WAY,,ARCADIA,WI,54612,10306,-74.1697793451014,40.576124978262946
MATTRESS FIRM,Furniture Sales - 242,Damaged Goods - D01,04/26/2019,06/06/2019,No Satisfactory Agreement - NSA,No,0.00,5815,GULF FWY,,HOUSTON,TX,77023,10025,-73.96729788171551,40.79315398632682
ARABELLA'S CASTLE,Catering Establishment - 075,Billing Dispute - B02,03/05/2019,04/01/2019,Consumer Took Action - CTA,No,0.00,9201,101ST AVE,,OZONE PARK,NY,11416,11378,-73.84841117572641,40.68358984110843
BROOKLYN MITSUBISHI,Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,03/03/2020,04/08/2020,Unable to Locate Business - ULV,NA,0.00,,,,,,,11411,-73.92140647595355,40.6525041283601
THE WHITBY HOTEL,Restaurant - 818,Surcharge/Overcharge - S02,09/09/2019,09/26/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,18,W 56TH ST,,NEW YORK,NY,10019,10019,-73.97532310453136,40.762648238330975
TRISTATE BUILDING RENOVATION INC,Home Improvement Contractor - 100,Damaged Goods - D01,05/16/2019,05/22/2019,Consumer Took Action - CTA,No,0.00,2749,LACONIA AVE,,BRONX,NY,10469,10469,-73.85576826857142,40.866157457217014
VALUE FURNITURE OF PITKIN,Furniture Sales - 242,Advertising/Misleading - A02,05/21/2019,07/03/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,1593,PITKIN AVE,,BROOKLYN,NY,11212,11212,-73.91470725471832,40.6691025344017
TODAYS MOBILE INC,Electronic & Home Appliance Service Dealer - 115,,03/15/2019,04/09/2019,No Consumer Response - NCR,NA,0.00,1,E 28TH ST,,NEW YORK,NY,10016,,-73.98705139015601,40.74458697832213
"RECEIVABLES PERFORMANCE MANAGEMENT, LLC",Debt Collection Agency - 122,Misrepresentation - M01,02/03/2020,02/19/2020,Resolved and Consumer Satisfied - SPF,Yes,0.00,20818,44TH AVE W,140,LYNNWOOD,WA,98036,11375,,
I PARK JFK LLC,Parking Lot - 050,Damage / Estimate,04/22/2019,05/20/2019,No Satisfactory Agreement - NSA,No,0.00,15132,135TH AVE,,JAMAICA,NY,11434,,-73.78591660605142,40.6676119724833
LAPTOP REPAIR DATA,Electronic & Home Appliance Service Dealer - 115,Refund Policy - R01,06/05/2019,07/18/2019,No Business Response - NVR,No,0.00,6314,BAY PKWY,,BROOKLYN,NY,11204,11228,-73.98037350411545,40.61487081714837
FINEST AUTOMOTIVE RECOVERY INC,Tow Truck Company - 124,Billing Dispute - B02,04/10/2019,05/07/2019,Cash Amount - AMT,Yes,60.00,1410,61ST ST,,BROOKLYN,NY,11219,11203,-73.99891928985794,40.62440240517732
DIAMONDS ARE FOREVER CORP.,Jewelry Store-Retail - 823,Advertising/General - A01,01/10/2020,02/04/2020,Resolved and Consumer Satisfied - SPF,Yes,0.00,29,W 47TH ST,,NEW YORK,NY,10036,,-73.97969269550016,40.75714039058195
,Home Improvement Contractor - 100,Quality of Work - Q01,01/28/2020,02/25/2020,Resolved and Consumer Satisfied - SPF,Yes,0.00,,,,,,,11423,-73.84624046605983,40.8400265239254
,Pedicab Driver - 131,Misrepresentation - M01,07/09/2019,09/06/2019,Cash Amount - AMT,Yes,30.00,,,,,,,29407,-73.98601296851372,40.75733895298888
Appliances Connection. com,Furniture Sales - 242,,05/07/2019,06/20/2019,No Consumer Response - NCR,NA,0.00,1870,BATH AVE,,BROOKLYN,NY,11214,07003,-74.00429623935815,40.60289138240668
"BEST BUY STORES, L.P.",Misc Non-Food Retail - 817,Breach of Warranty - B04,10/15/2019,11/06/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,7601,PENN AVE S,,RICHFIELD,MN,55423,11375,,
"J.C. PENNEY COMPANY, INC.",Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,12/20/2018,01/22/2019,Cash Amount - AMT,Yes,441.00,PO,BOX 10001,,DALLAS,TX,75301,10457,-73.82976993315994,40.86454931687837
TICKETMASTER CORPORATION,Ticket Seller,Advertising/Misleading - A02,04/01/2019,05/09/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,9348,CIVIC CENTER DR,,BEVERLY HILLS,CA,90210,,-73.98859295781712,40.69903238612719
RIGHT WAY CO.,Home Improvement Contractor - 100,Non-Delivery of Service - N02,11/06/2019,12/11/2019,Unable to Locate Business - ULV,NA,0.00,8156,NEW UTRECHT AVE,,BROOKLYN,NY,11214,,-73.96135242701534,40.695213980524585
TOP VIEW SIGHTSEEING,Sightseeing Bus - 078,Misrepresentation - M01,09/23/2019,10/09/2019,No Satisfactory Preempted - NSP,NA,0.00,2,E 42ND ST,,NEW YORK,NY,10017,,-73.98122726681565,40.75531539527305
BOLO CLEAN INCORPORATED,Home Improvement Contractor - 100,Breach of Contract - B03,12/20/2019,12/27/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,2901,AVENUE I,3F,BROOKLYN,NY,11210,11218,-73.94817631249558,40.62908157660392
NORTHERN WEDDING BOUTIQUE,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,12/20/2018,01/22/2019,Advised to Sue - ATS,No,0.00,14201,38TH AVE,3,FLUSHING,NY,11354,11375,-73.82680916792219,40.76173021399862
THE WIRELESS CIRCLE INC.,Electronic & Home Appliance Service Dealer - 115,Misrepresentation - M01,05/20/2019,06/03/2019,Cash Amount - AMT,Yes,50.00,104,FULTON ST,GROUND FL,NEW YORK,NY,10038,11201,-73.99708042228067,40.744711182934765
"COMPUTER CREDIT, INC.",Debt Collection Agency - 122,Billing Dispute - B02,03/12/2019,03/13/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,PO BOX,5238,,WINSTON SALEM,NC,27113,11552,,
LIC MOTOR GROUP LLC,Secondhand Dealer Auto - 005,Damaged Goods - D01,08/15/2019,08/20/2019,Referred to Outside - RTO,NA,0.00,4605,NORTHERN BLVD,,LONG ISLAND CITY,NY,11101,11367,-73.91634924131293,40.753886731376
NY MARTIAL ARTS ACADEMY,Misc Non-Food Retail - 817,Billing Dispute - B02,11/29/2019,12/27/2019,Credit Card Refund and/or Contract Cancelled - CRC,Yes,788.00,184,N 8TH ST,,BROOKLYN,NY,11211,11249,,
CONSUMER ARBITRATION SERVICES OF AMERICA,Debt Settlement - 248,Misrepresentation - M01,02/12/2019,03/06/2019,No Business Response - NVR,No,0.00,136,MADISON AVE,6,NEW YORK,NY,10016,11238,-73.96366406727508,40.688468090366634
HK REMODELING INC.,Home Improvement Contractor - 100,Quality of Work - Q01,04/02/2019,05/09/2019,Advised to Sue - ATS,No,0.00,1736,RICHMOND AVE,STE C,STATEN ISLAND,NY,10314,11209,,
ALEXANDRO FURNITURE AND MATTRESS,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,04/09/2019,04/23/2019,Goods Exchanged - GEX,Yes,0.00,604,W 181ST ST,,NEW YORK,NY,10033,10474,-73.93401631276703,40.849431163072225
VDO FURNITURE INC,Furniture Sales - 242,,07/01/2019,07/15/2019,Advised to Sue - ATS,No,0.00,3609,MAIN ST,,FLUSHING,NY,11354,11355,,
S. G. HYLAN MOTORS CORP.,Secondhand Dealer Auto - 005,,08/02/2019,09/13/2019,Advised to Sue - ATS,No,0.00,1220,HYLAN BLVD,,STATEN ISLAND,NY,10305,10314,-74.08375774677921,40.597846195265845
"FUTONLAND, INC.",Furniture Sales - 242,Damaged Goods - D01,07/30/2019,09/05/2019,No Satisfactory Agreement - NSA,No,0.00,255,CALYER ST,,BROOKLYN,NY,11222,,-73.94979054884928,40.72929397623448
SKY WIRELESS GROUP CORP,Electronic Store - 001,Damaged Goods - D01,08/12/2019,09/03/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,22,E MOUNT EDEN AVE,1,BRONX,NY,10452,10468,-73.9142262413843,40.84412086139201
"PLAZA AUTOMOTIVE, LTD.",Secondhand Dealer Auto - 005,Breach of Warranty - B04,01/16/2019,02/25/2019,Cash Amount - AMT,Yes,500.00,2740,NOSTRAND AVE,,BROOKLYN,NY,11210,11230,,
HERNANDEZ & PAVIA HOME IMPROVEMENT CORP.,Home Improvement Contractor - 100,Misrepresentation - M01,05/16/2019,06/04/2019,Goods Repaired - GRS,Yes,0.00,490,JEWETT AVE,,STATEN ISLAND,NY,10302,10307,,
"LOWE'S HOME CENTERS, LLC",Home Improvement Contractor - 100,Quality of Work - Q01,01/23/2020,02/05/2020,Advised to Sue - ATS,No,0.00,1000,LOWES BLVD,,MOORESVILLE,NC,28117,11412,-73.76937231830605,40.697456945295244
"MOISHE'S MINI STORAGE, INC.",Storage Warehouse - 120,Lost Property - L02,07/12/2019,08/01/2019,No Satisfactory Agreement - NSA,No,0.00,833,40TH AVE,,LONG IS CITY,NY,11101,10002,,
AIRLOT JFK PARKING,Garage - 049,Surcharge/Overcharge - S02,05/20/2019,05/02/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,13398,,,JAMAICA,NY,11436,21215,-73.79732692320542,40.66833530531546
SIMON ARDEM NYC,Jewelry Store-Retail - 823,Non-Delivery of Goods - N01,12/06/2019,12/27/2019,Referred to Outside - RTO,NA,0.00,38,W 48TH ST,400,NEW YORK,NY,10036,11375,-73.97989817205469,40.75802697917228
EDUCATIONAL FUNDING COMPANY,Debt Collection Agency - 122,Billing Dispute - B02,06/18/2019,07/17/2019,No Business Response - NVR,No,0.00,4740,CHEVY CHASE DR,STE 200,CHEVY CHASE,MD,20815,10022,,
"ALL AMERICAN MONIMENTS, INC.",Other,Non-Delivery of Goods - N01,12/30/2019,01/23/2020,Unable to Locate Business - ULV,NA,0.00,1730,JEROME AVE,,BROOKLYN,NY,11235,,-73.95193508012704,40.58734859394491
"ELENY'S EMPLOYMENT AGENCY, INC.",Employment Agency - 034,Non-Delivery of Service - N02,03/19/2019,03/26/2019,Cash Amount - AMT,Yes,90.00,355-357,BROADWAY,502,NEW YORK,NY,10018,11210,-73.99407700132481,40.75415025569337
PETROLEUM HEAT & POWER CO.,Fuel Oil Dealer - 814,,03/19/2019,05/08/2019,Bill Reduced - BLR,Yes,0.00,5560,58TH ST,,MASPETH,NY,11378,10314,-74.13301965438154,40.62008200386268
MEDICAL EQUIPMENT REPAIRS & DISTRIBUTION INC.,Dealer In Products For The Disabled - 119,Non-Delivery of Goods - N01,01/29/2019,02/14/2019,No Consumer Response - NCR,NA,0.00,6920,20TH AVE,RM 2,BROOKLYN,NY,11204,11230,-73.98840937483382,40.61408140780485
AK TOWING INC,Tow Truck Company - 124,Misrepresentation - M01,02/28/2020,03/31/2020,Referred to Outside - RTO,NA,0.00,9,MARIETTA RD,,GLEN COVE,NY,11542,11212,-73.98333767514153,40.586627321884215
JOHNS MANVILLE HOLDING COMPANY,Home Improvement Contractor - 100,Damaged Goods - D01,02/27/2020,04/03/2020,Resolved and Consumer Satisfied - SPF,Yes,0.00,717,17TH ST,,DENVER,CO,80202,10308,,
R&R CHEAP CAR AUTO SALES INC.,Secondhand Dealer Auto - 005,Misrepresentation - M01,03/09/2020,05/07/2020,Resolved and Consumer Satisfied - SPF,Yes,0.00,2768,FULTON ST,,BROOKLYN,NY,11207,11419,,
VERIZON WIRELESS CORPORATE OFFICE,Electronic Store - 001,Billing Dispute - B02,06/11/2019,07/10/2019,Referred to Outside - RTO,NA,0.00,15,FEDERAL RD,,BROOKFIELD,CT,06804,10031,,
"EAST HILLS CHEVROLET OLDSMOBILE, INC.",Secondhand Dealer Auto - 005,Refund Policy - R01,05/01/2019,06/06/2019,Advised to Sue - ATS,No,0.00,24002,NORTHERN BLVD,,LITTLE NECK,NY,11362,03838,,
AVANTI REALTY CORP.,Garage - 049,Surcharge/Overcharge - S02,08/01/2019,09/12/2019,Advised to Sue - ATS,No,0.00,PO BOX,601,,MAMARONECK,NY,10543,,-73.86275117636447,40.896991609923006
BONANZA ELECTRONICS LLC,Electronic Store - 001,Non-Delivery of Goods - N01,08/19/2019,09/09/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,54,E 170TH ST,,BRONX,NY,10452,10452,-73.916508697939,40.83976393785472
MAKE MY CAKE 111,Other,Misrepresentation - M01,08/26/2019,09/10/2019,Cash Amount - AMT,Yes,55.00,775,COLUMBUS AVE,,NEW YORK,NY,10025,12550,,
CHRIS & SON TOWING INC,Tow Truck Company - 124,Damaged Goods - D01,08/02/2019,08/07/2019,Advised to Sue - ATS,No,0.00,2916,ATLANTIC AVE,,BROOKLYN,NY,11207,11375,-73.8866082547136,40.6774141603986
PA DELI & GROCERY,Grocery-Retail - 808,Exchange Goods/Contract Cancelled - E01,03/05/2019,03/25/2019,Goods Exchanged - GEX,Yes,0.00,114,COZINE AVE,,BROOKLYN,NY,11207,11236,-73.88709816803734,40.65422399478097
TRACPHONE WIRELESS,Electronic Store - 001,Advertising/Misleading - A02,04/18/2019,05/07/2019,Credit Card Refund and/or Contract Cancelled - CRC,Yes,165.00,3546,BROADWAY,,NEW YORK,NY,10031,10037,-73.95025183304186,40.826682914934196
LUNA PARK CONEY ISLAND,Other,Non-Delivery of Service - N02,08/21/2019,09/18/2019,Credit Card Refund and/or Contract Cancelled - CRC,Yes,128.00,1000,SURF AVE,,BROOKLYN,NY,11224,,-73.97800567350316,40.57543312072461
RICHMOND WATERPROOFING INC,Home Improvement Contractor - 100,Non-Delivery of Service - N02,08/01/2019,09/17/2019,No Consumer Response - NCR,NA,0.00,11B,KERMIT AVE,,STATEN ISLAND,NY,10305,10309,-74.08201493912503,40.59788313466083
WATCHCRAFT REPAIRS,Jewelry Store-Retail - 823,Defective Goods - D02,06/28/2019,07/02/2019,Consumer Withdrew Complaint - CWC,NA,0.00,20417,HILLSIDE AVE,417,HOLLIS,NY,11423,11367,,
CERTIFIED AUTO BODY & COLLISION INC,Other,Billing Dispute - B02,11/08/2019,11/15/2019,Referred to Outside - RTO,NA,0.00,635,TINTON AVE,3,BRONX,NY,10455,10455,,
"SUPREME PRECISION CONSTRUCTION, LLC",Home Improvement Contractor - 100,Non-Delivery of Service - N02,08/15/2019,09/03/2019,Consumer Took Action - CTA,No,0.00,558,E 40TH ST,,BROOKLYN,NY,11203,11235,-73.93905339082062,40.64210661091823
"EBAY, INC.",Mailorder Misc - 319,Misrepresentation - M01,08/27/2019,09/10/2019,Cash Amount - AMT,Yes,14.00,2145,HAMILTON AVE,,SAN JOSE,CA,95125,11203,,
HUFFMAN KOOS FURNITURE,Furniture Sales - 242,Damaged Goods - D01,05/24/2019,07/08/2019,Advised to Sue - ATS,No,0.00,125,SOUTH ST,,PASSAIC,NJ,07055,11106,-73.87656017212335,40.736007329775596
"EDWARDS, KEITH A",Home Improvement Contractor - 100,Quality of Work - Q01,08/23/2019,10/09/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,11542,209TH ST,,CAMBRIA HTS,NY,11411,11411,,
SP PLUS CORPORATION,Garage - 049,Surcharge/Overcharge - S02,12/20/2019,01/08/2020,Resolved and Consumer Satisfied - SPF,Yes,0.00,250,W 39TH ST,1500,NEW YORK,NY,10018,11229,-73.98832073803278,40.77072257250959
LOGO MECHANICAL INC.,Misc Non-Food Retail - 817,Damaged Goods - D01,01/13/2020,01/23/2020,Cash Amount - AMT,Yes,103.00,13409,36TH RD,,FLUSHING,NY,11354,11358,-73.83362168113605,40.76140265002077
"MATTRESS FIRM, INC.",Furniture Sales - 242,Refund Policy - R01,11/27/2019,01/09/2020,Credit Card Refund and/or Contract Cancelled - CRC,Yes,83.00,10201,MAIN ST,,HOUSTON,TX,77025,10036,,
"DIANA SUPER FLEX CAR WASH, INC",Car Wash,Misrepresentation - M01,10/24/2019,11/19/2019,Advised to Sue - ATS,No,0.00,24818,S CONDUIT AVE,,ROSEDALE,NY,11422,11413,,
STATEN ISLAND BALLET THEATRE,Other,Refund Policy - R01,04/14/2020,04/24/2020,Consumer Took Action - CTA,No,0.00,3081,RICHMOND RD,,STATEN ISLAND,NY,10306,,-74.12426695775565,40.575848357406976
WHITE PLAINS DISCOUNT CORP.,Furniture Sales - 242,Non-Delivery of Goods - N01,01/29/2019,02/08/2019,Advised to Sue - ATS,No,0.00,2255,WHITE PLAINS RD,,BRONX,NY,10467,10467,-73.86762326594936,40.85895310252185
YORBA CAPITAL MANAGEMENT,Debt Collection Agency - 122,Billing Dispute - B02,02/04/2020,02/20/2020,Resolved and Consumer Satisfied - SPF,Yes,0.00,2400,E KATELLA AVE,800,ANAHEIM,CA,92806,11422,,
